,Frontal_Sup_2_L,Thal_MDm_L,Cerebellum_10_R,ACC_sub_R,Caudate_R,Thal_LGN_L,Frontal_Med_Orb_L,Cingulate_Mid_L,Rectus_R,Angular_R,Occipital_Inf_L,Fusiform_R,Paracentral_Lobule_R,Lingual_L,Raphe_M,Cerebellum_Crus2_R,ACC_sub_L,Red_N_R,Thal_PuI_L,Cerebellum_9_R,Thal_MDl_R,Insula_L,Thal_VA_R,Frontal_Sup_Medial_R,SN_pc_L,Thal_PuA_R,LC_R,Temporal_Sup_L,Temporal_Pole_Mid_L,ACC_pre_R,Parietal_Sup_R,ACC_sup_L,Occipital_Mid_R,Pallidum_L,OFClat_R,Cingulate_Post_L,Thal_AV_L,Rolandic_Oper_L,Olfactory_R,SupraMarginal_L,Vermis_4_5,Cerebellum_9_L,Precentral_R,Parietal_Inf_R,Temporal_Inf_R,Frontal_Mid_2_L,Parietal_Inf_L,SN_pr_L,Heschl_R,Temporal_Mid_L,Temporal_Mid_R,Thal_PuA_L,Thal_MDl_L,Cerebellum_6_L,Putamen_R,VTA_L,Thal_VL_L,Raphe_D,Frontal_Sup_Medial_L,Caudate_L,Thal_MDm_R,Angular_L,Precuneus_L,Occipital_Sup_L,Frontal_Inf_Oper_R,OFCant_R,Cuneus_L,Postcentral_R,Cerebellum_8_R,Occipital_Sup_R,SN_pr_R,LC_L,Pallidum_R,Temporal_Sup_R,Cerebellum_Crus1_R,Thal_LGN_R,Occipital_Inf_R,Thal_MGN_R,Thal_LP_L,Vermis_10
Frontal_Sup_2_L,1.0,0.3545141177584355,-0.42495640367909554,-0.0682719206371419,0.29876657372064713,0.1586340874859694,0.31440661885199395,0.22675155949271314,0.3379311465235701,-0.062220873544861076,0.06873042388687779,0.3541457746062476,0.37063089932483567,0.11565023683901117,0.210722563785101,-0.30512574803473896,0.2229445708168409,0.4598152779753961,0.0854970785685529,0.20476324317207908,0.1912721662863826,0.5041728526946274,0.053903841058806884,0.5762435639189194,0.44876505151224294,0.12416124611289307,0.16707564485099888,0.18257187570298752,0.19118724640076865,0.4612031818431835,0.045014808784055935,0.32373228222444284,0.04073990173090567,0.3459464763581892,0.18919961116269404,0.1957780928632493,-0.19492964013461034,0.29798642259129965,0.550014317767987,0.17210422908130335,0.06631930715836404,-0.12864877677175926,-0.0653479372456895,0.044403806123261655,0.2559869748982858,0.6679856625277689,-0.09705731518987339,0.3844274616379328,0.38418130048383337,-0.26434667138400253,0.09988721310818831,0.16093323281264046,-0.10193910618586156,-0.2961376251019655,0.21125068437935268,0.12181912084082036,0.13950945294145764,0.13646422367290698,0.2946127868773364,0.3788395799385678,0.12994420580253696,0.027332627189080676,0.01824192365311377,-0.08782328935463259,0.30779257870552157,0.31584601154227715,0.12574760298736204,-0.16663849244766954,-0.09948878130255434,-0.023315995962220944,-0.0785794498379606,-0.19579507261909002,-0.022860915537250438,-0.05618579606448794,-0.2512352426917299,0.3209307063446864,-0.0398692477853413,0.1648453226941608,0.5286804776877371,0.030927128774969104
Thal_MDm_L,0.3545141177584355,1.0,-0.19045462961858844,-0.10971890010455182,0.47359583204799693,0.05530485712258644,0.028044282920844436,0.12129081383557866,0.3243988018114635,-0.10599772446912845,-0.11181576057227356,0.4213507921836856,0.16017216735911316,0.09345592424419392,-0.014097687012711392,-0.3593650850649492,0.28209410286656766,0.19104952544740036,0.12154297740691443,0.2780472169941139,0.43521375096538994,0.4316554330482806,0.40977996371305314,0.21033988100844708,0.17296728356222288,0.10894953949732947,0.21097926594549232,0.3564723769083034,0.31184479448010693,0.22277727879652723,0.3202992449082394,0.3888406305201757,0.11635948524962154,0.5991980062203917,0.05716988949182038,0.13548907616248276,-0.020526295583894127,0.1800087726748819,0.41346908841871693,0.21736567191471642,0.14163695562973472,0.04440570210557743,-0.000715706330344482,-0.2768649730422486,0.12472768738612365,0.1173292389760672,-0.4284242181984079,0.22573702344504182,0.3679717677561796,0.13306077378769304,0.13262708243110824,0.2775610821541219,0.18716314574242376,-0.051240914708662585,0.20064686706793772,-0.0667880788569619,0.40655054226859166,0.24598257762966574,0.2893353308887291,0.4858902898269275,0.4865249078424933,-0.20292656478675233,0.22979180468552088,-0.21601297800837174,0.20194610461554563,-0.001365719913373125,0.2723417480927879,0.08897867510670689,0.08737134429751203,-0.2780939907903541,0.24763695291891114,0.0898039986478714,0.35980638510484875,0.28394486488877935,-0.3743927789407868,0.3250497617423378,-0.06225906330434343,0.4287400687319936,0.3055455512313916,0.27603080622052933
Cerebellum_10_R,-0.42495640367909554,-0.19045462961858844,1.0,-0.02089999819321791,-0.1258097096932354,0.17869749093746778,-0.11634686139449603,0.01054695186530576,-0.4101667129774474,0.11720645105496824,-0.03828671359979172,-0.08586213472452638,-0.05727815754294341,0.07117798026089929,-0.3171519510159961,0.5349525009277005,-0.17369611614412694,-0.13500790135473206,0.01436799490593472,-0.1472010141168556,0.07151319377342655,-0.26961043769860965,0.0861014618734281,-0.11731686513765353,-0.21583472631841533,0.0808688078706384,-0.012968040512929317,-0.13865954449227674,-0.40270131748968147,-0.14093594977587384,-0.08958978198185986,-0.02399274632619378,-0.14410460648227258,-0.25043811308499736,-0.35342755092057965,0.09481560776316374,0.10496038289347454,0.015052961492703803,-0.5042372869907313,0.03203362815138886,0.09146868181983288,0.1290610388568515,-0.14400444741501106,0.07414724936258042,-0.19423176754286756,-0.29733933597500545,0.1016106214995601,-0.12821069687195635,-0.07759353765731099,0.10496570967985426,-0.027803668133023318,0.07021000697473508,0.11328868163168111,0.32653158432921336,-0.1655204485659751,0.025467911282942447,0.0645605945631311,-0.12574402386352368,0.037372360795180484,-0.04301666010047712,0.11352902394890214,0.10728532201575056,0.03937269841730181,0.30205654817111444,0.026070074594179826,-0.4267553672053521,-0.06046366260733768,-0.06679774932478752,0.21618637111365716,0.14190066135686735,0.26388235971533625,0.2056558529847694,0.11738996932259033,-0.03521450618864119,0.4378185789553698,-0.13996018592284476,-0.021072716371904825,-0.10172369712543688,-0.2514407358739995,-0.05593083097792302
ACC_sub_R,-0.0682719206371419,-0.10971890010455182,-0.02089999819321791,1.0,-0.08761591971695132,-0.17936638812964434,-0.21100000992620205,0.30720103974410184,-0.26504822753864865,0.24341177545316464,-0.05739036761183255,-0.01708483291445355,0.0673045445882009,0.5570964509071368,-0.012444255949333436,-0.2239728199325795,-0.3042819612852133,-0.10686980410978297,0.10599577508009964,-0.021540022345952686,-0.12846100439213665,-0.03133717892739726,-0.3012023755167948,-0.33025657757606963,0.036320399703441725,0.004666403169537859,0.02669581864945781,0.3676392805277687,-0.3025807328356577,-0.2563589814023285,0.12208882420196479,0.15539091388239626,0.1880307494373881,-0.03693524010685343,0.0910633622553303,0.38973823042098615,0.4057353218458259,0.2064401501556469,-0.14909992825030785,-0.09018444600423578,0.4143348866452885,-0.12441959276612327,-0.03196966568541578,0.1218375260144198,-0.11973002261249696,0.006708323927138723,-0.002207465990105195,0.11360502879946675,-0.14105696563875472,0.3684676530600681,0.14591876769793025,-0.10126832310148694,0.1525245244054812,0.5104658755953715,0.1333425958309939,0.4032678604284151,0.14285720885414652,-0.00868973922969225,0.14582858528517376,-0.19701670332289586,0.05257207861149163,-0.22672918398699132,0.5060731438529905,0.14521343856918886,-0.0935737488119559,0.12425017204615234,0.10942275673363865,0.07987236032348297,0.17836463682418566,-0.20305804039906233,0.33228306722133294,0.15206051849797153,0.2742374357500773,0.07301345946074843,0.13902173050050903,-0.02046985710259471,0.2768694670975121,0.06203093067028487,-0.28595741748595777,0.10198902317820349
Caudate_R,0.29876657372064713,0.47359583204799693,-0.1258097096932354,-0.08761591971695132,1.0,0.19972821656826734,0.19536883182431486,0.027654550980206943,0.5033484073469624,-0.11497858699110537,-0.007979962243994007,0.5258013987389628,-0.10395940856501702,0.06994499561466003,0.29124151589316966,0.02400018788173758,0.28601926926880905,0.1138225100938059,0.31672230005339075,0.14499010605734136,0.39206349726301515,0.4845428060142582,0.5473165726401329,0.324553165383798,0.20880689038668876,0.25027795359553734,0.19901444206997712,0.04604762722112813,0.15069964023282456,0.25533178643482557,-0.025803291782143665,0.28281712067256626,-0.15764930680110573,0.4163215655777954,0.3677567643178134,-0.08051026153486128,0.018297494377342335,-0.06726484094873074,0.5583624411998495,-0.020138349521980955,0.2042022224006265,0.045567592291845586,-0.08874276696983863,0.018239063613838136,0.3278701828771577,0.07055217589810003,-0.03506425940141033,0.27771258578119823,0.4364736340575588,-0.05275092190819693,0.2091249760084593,0.10852311186077604,0.20812689213148183,-0.03444560827442461,0.5279067001837155,0.22017157056537892,0.3893152062833958,0.1180830690679628,0.3411076731970649,0.6615927812193755,0.46692455011977907,0.04165399453017029,-0.002628529374939051,0.062312289670048635,0.2757787507906453,0.31533280201964997,0.08192760468935598,-0.031046242505563332,0.02642245001292336,0.03159456754802351,0.25261537725668537,-0.12919533341943834,0.3668642962127379,0.30271877344241604,-0.06460832487110588,0.45102860321891397,-0.01350383859733965,0.5484628718467698,0.2681033747714074,0.23368416245084614
Thal_LGN_L,0.1586340874859694,0.05530485712258644,0.17869749093746778,-0.17936638812964434,0.19972821656826734,1.0,0.07067597330763503,-0.10186647324052107,0.03768385123045651,0.05810985139918638,0.07149623829154297,0.23982248595188577,0.18138376745787266,-0.03460442181328157,0.11718008860160949,0.19797278907396346,0.1117486896835507,0.3057268786725404,0.1657819091350098,-0.2389410760924809,0.16239246749684633,0.3194086453318462,-0.02152725539184091,0.09486818125691661,0.16741903824263699,0.19057218238270454,0.22672897076354903,-0.12565179266977372,-0.24794136672076386,0.17663154716756413,-0.285372447746023,0.22140593201757536,-0.2521455900879674,0.0533930360115198,0.23103576280888097,-0.15556267398351506,0.0811037543188066,0.051706053057140856,0.22670294717393008,0.18608278333128342,-0.013665748746929473,-0.1954528147855994,-0.1757512111210675,0.2929679530479402,0.030446011307296152,-0.025708317224713655,0.294555397240153,0.3125681752360433,0.23451607704939298,-0.31149764387341145,0.05668580097682926,0.39326768953701735,0.21276085615122955,-0.17420259438791316,0.2742366922101524,0.2409809809735264,0.294348079379587,-0.010656534089588107,0.0757215195312838,0.33465436858087416,0.2742852768565327,0.377048251043351,-0.11156313527602368,0.40340892072636253,0.23459416273652356,0.08298410197724948,-0.11444282178196029,-0.06304006043700879,-0.22308019870887794,0.3783558570419848,0.0847468524962802,-0.23113244054314086,0.0752527453230729,0.12742333831129285,0.2652872817302417,0.19491658061364572,-0.3122094379532541,0.021831048901517085,0.16273896424027787,-0.18881665344073523
Frontal_Med_Orb_L,0.31440661885199395,0.028044282920844436,-0.11634686139449603,-0.21100000992620205,0.19536883182431486,0.07067597330763503,1.0,-0.1856229887005576,0.31892516330984216,-0.061476591575740154,0.0927201456368586,0.021713615148364156,-0.15133420507050432,-0.2439035526531623,-0.033033201772899604,0.03939654766874601,0.19591798241117792,0.21420179240407194,0.15535948053303783,-0.0816121712039864,0.1845699863505982,0.21481003702475757,0.22961350314523987,0.571439001536934,0.26374710956901426,0.33846040564061025,0.013143396218500325,-0.024177286324065298,0.3148348376359792,0.33446233238957274,-0.1898525673607713,0.03816690645508347,0.001937218934030166,0.15235317023844128,-0.09393554490236256,-0.2695088173828577,-0.40167045577601973,-0.18542053533353686,0.34821737763040206,-0.08851960688274019,-0.150145806046953,0.16488135549246813,-0.09608702881098084,-0.019531028565915126,0.0819300887382571,0.11032432376405323,-0.07198629357141499,0.07420005052385467,-0.0040851258236511276,-0.17064675088858994,-0.035794301375565,-0.1275109554547122,-0.22044168388378815,-0.30038363258796186,0.15929175365996462,-0.11509431762206698,-0.08079274436805843,-0.10651304985645621,0.22023068167255727,0.2544408681100149,0.020436413786348407,0.16987685615337658,-0.364679770333399,-0.08157196359392516,0.18721157787453999,0.13349291975964678,0.06840892849827274,-0.30082321720846655,-0.00745707737959599,0.12132630194049027,-0.2078686260864256,-0.07370716140330208,-0.17745324207418375,-0.18069923880936217,-0.21702536107822284,0.14416072113067618,0.10754288880575481,0.18536649230312616,0.12873649694653855,-0.013753234121281176
Cingulate_Mid_L,0.22675155949271314,0.12129081383557866,0.01054695186530576,0.30720103974410184,0.027654550980206943,-0.10186647324052107,-0.1856229887005576,1.0,-0.2857283794086009,0.2117285211781302,0.042273642135460116,0.25220322027649633,0.3177882361308896,0.5672820336366395,0.1610728561545213,-0.16292436609290517,-0.09809633700067082,-0.13255288541455731,-0.03386338036351191,0.12285073591637766,-0.11236130610226659,0.09834779560387585,-0.16082306615353323,-0.040155199248375975,0.09077088934789022,-0.309660314884073,0.14626554448622134,0.10669932295081841,-0.07429359977403571,-0.054239539323388576,0.12872186851337733,0.29093796447106646,0.2751773552049627,0.0066742477013615395,-0.20226529738436141,0.7798134663661652,0.2377229570174494,0.6431546367412794,-0.1905568402717258,0.29955036833634613,0.43610668636348265,-0.32046437822328266,0.4616508190469509,0.10133281915787382,0.23655183251922887,0.4027341337395929,-0.046441756075528105,0.3320473666765499,0.3492956774786691,0.06888408394211204,0.14655605661157498,0.02638067395489462,0.06739046464489089,0.23903955413191094,-0.1942268901854215,0.20853724454098516,0.2382537492162335,0.3637356783062696,0.1980054248162902,0.12403813690301393,-0.04159030861307969,-0.14166915893048476,0.5487450079845835,0.03019585595434066,0.2821417781677219,-0.26979046314675936,0.11379263649945479,0.5229517405216609,0.017211707669181935,-0.26787372853981256,0.5332676372088665,0.1529596686243381,0.2549715444136055,0.11549322309745506,-0.06593878285256549,0.061191442393895325,0.16191507081732842,-0.06344628281632891,0.3230177486511452,-0.05815853572291431
Rectus_R,0.3379311465235701,0.3243988018114635,-0.4101667129774474,-0.26504822753864865,0.5033484073469624,0.03768385123045651,0.31892516330984216,-0.2857283794086009,1.0,-0.15748474828535763,0.05333117733014565,0.3387788405026991,-0.37647744927401927,-0.2827140221470903,0.17378986639510874,-0.027221247885971488,0.5628939960095096,0.1487775099517321,0.2198829048654202,0.208027898427668,0.22624644616539039,0.17187036085710103,0.42516703812292145,0.33800384024531777,0.02611494820410367,0.20756781089754575,0.0033440086001352,-0.07373669348191135,0.5861031384524917,0.4221423240979624,0.053308244681774725,0.12027421162666262,-0.09197089099250536,0.4549696528740205,0.4595462540170279,-0.3819465446144989,-0.391484575752041,-0.3645058024712,0.753111128740101,-0.18367122042284828,-0.2692841241520295,0.28922170226076516,-0.15079863854199055,-0.04006370901536901,0.3132501487226664,0.14958120885512197,-0.1578326739991791,-0.08251195177891157,0.05101164582687353,-0.06306090962095899,0.0356830451489728,-0.01826300915825965,-0.04102863138740648,-0.318706394966571,0.27074403422665577,-0.18664279129492645,0.060679588875888577,0.030121459048084574,0.21836435377423202,0.4423542994372518,0.09154666574498295,0.10353395875350094,-0.343885735235975,-0.1311086002263685,0.02639813636497621,0.5855360585053159,0.11156754796420165,-0.2780432484073459,-0.010992078335154459,0.01811491085680889,-0.21418242113141928,-0.22445982008390114,0.15946484820469037,-0.20604821931933617,-0.31139060390026774,0.127097863487462,0.013953493008365339,0.20995369908742925,0.22063269886533082,0.25232310921740797
Angular_R,-0.062220873544861076,-0.10599772446912845,0.11720645105496824,0.24341177545316464,-0.11497858699110537,0.05810985139918638,-0.061476591575740154,0.2117285211781302,-0.15748474828535763,1.0,0.08934616477337877,0.1008179837528649,0.03242117934438312,0.29772447792252843,-0.025640261271883107,0.017527584339808874,-0.10496611633732478,0.014151595912404816,0.002821107007970536,-0.135483449139407,-0.04681133926678301,0.006195702743937012,-0.11682925907712742,-0.17828335567119852,-0.04213093947908368,0.01174399691291178,-0.07313289804647886,0.17951239681448408,-0.05479228656094187,0.0005705074377865179,-0.014743416588094457,0.004589492119767149,0.16941339302105365,-0.11995372960098184,0.07922153738733889,0.2670084310134799,0.1671568523078495,0.18650723524397556,-0.1676181292827163,0.13180537556661914,0.17380938076104333,0.04709092612478728,0.007007473804887288,0.15840378267541663,0.033403717804458125,-0.024671460694117114,0.10253445746947396,0.0677382093531684,-0.006118362895726856,0.10421292947320397,0.09918462534265997,-0.043850228740196846,0.017129118593069387,0.3061038535665377,-0.08556343380689561,0.1024082422721384,0.09695921615131403,0.1119708439660025,-0.016563995774974895,-0.02072154825438491,-0.011635792008721241,-0.07043063154243538,0.28110305768090876,0.1898831065506628,-0.06794560416506071,-0.023317808096863277,-0.05972939658959932,0.09652700121361,0.04957905317789365,0.01529112328495835,0.14680829232984438,0.22717149032730294,0.0774241367044584,-0.06213463851519439,0.15108417964891882,-0.03751964351816258,0.07205615121882807,-0.09232502580840021,-0.004461267895707585,0.010813829978634384
Occipital_Inf_L,0.06873042388687779,-0.11181576057227356,-0.03828671359979172,-0.05739036761183255,-0.007979962243994007,0.07149623829154297,0.0927201456368586,0.042273642135460116,0.05333117733014565,0.08934616477337877,1.0,0.06951561384886942,0.009634354445694127,-0.001800939585979146,0.02344518196536165,0.001412866944963257,0.08250808822930339,0.00985210073083102,-0.06294283169643668,0.0115576148920162,-0.017299680821419066,-6.991370359469523e-05,0.01342301303715095,-0.08127839309357845,0.007838580257509975,-0.06400316007472409,0.014867592853983631,-0.10068578712438929,0.03305564579622582,0.06505215996489322,-0.1512826780926169,0.009177791672683646,-0.03788820866812766,-0.030197117712749227,-0.010601941854475952,0.10572811230797241,-0.045484413367800014,0.06368346983821155,-0.030990727222277536,0.12576516872021523,0.015030598551431526,-0.11546170564056302,0.04812815396379502,0.07410569930522559,0.10980406364631734,0.10539201103041851,0.00024855688482267247,-0.0021969096926617885,0.02584468578649747,-0.11745728874678768,-0.024256433068505553,-0.00020239846944718974,-0.13604813420974723,-0.12836224144582495,-0.09041356518334925,-0.07767127282095293,0.04161203386332497,0.12390909303241916,-0.11353661846946148,0.08234401919995883,-0.1160313951601572,0.016874804400244792,-0.05049511505045329,-0.017072095697796073,-0.06890038116837392,0.05337615261293793,-0.055154777654028916,0.053872177108143474,-0.09209357695321642,-0.05712142403331699,0.030775054379858054,-0.14819638759021506,-0.05322851206481013,-0.04517125320886626,-0.00627535265547274,-0.03887252952204585,-0.02696374474864962,-0.2083104313017391,0.09313098909042403,-0.0024918976193323405
Fusiform_R,0.3541457746062476,0.4213507921836856,-0.08586213472452638,-0.01708483291445355,0.5258013987389628,0.23982248595188577,0.021713615148364156,0.25220322027649633,0.3387788405026991,0.1008179837528649,0.06951561384886942,1.0,0.11210778745459353,0.41200168035656165,0.35377603991752155,0.013078591512118149,0.25786963033932836,0.2330462300660938,0.10530141912170825,0.18648619024686636,0.2976721110698225,0.5075869195393935,0.2357022939367468,0.09573461790305157,0.2148521872145504,0.08370887823923452,0.3052109604441174,0.1468150452175489,0.0762191444356359,0.2962288277925488,0.06816387234515253,0.2719754256949604,0.05344944248546361,0.33085380761276145,0.3972033756612259,0.21125411912246436,0.10644251334871768,0.16173705273320269,0.40659832215359804,0.14429884497389253,0.48682051167839463,0.14254290187803964,-0.12901983324801522,0.08194350061536154,0.6351871687569078,0.07971835510816432,0.002975617085336217,0.436446647043876,0.5452552873502196,0.035713632211452066,0.5444866362238998,0.28532373096051655,0.23301587648900715,0.2008350182120055,0.27315057935594844,0.22380252188075572,0.4558851725678653,0.3533795083020278,0.30418551541826605,0.5163850759850792,0.3787821229903985,0.04498334711974214,0.36161107147476496,0.07859109033912229,0.27793964594910714,0.2111836502951915,0.06922551643939542,0.10807978672333965,0.09089226542532224,-0.03310609045791098,0.30301050749769043,0.046594879680871525,0.41680324280915904,0.31958891001913725,0.1996823366881966,0.2327311560064727,-0.0987355882592723,0.2853305221155018,0.4589427088473104,0.45034570309655936
