,Occipital_Sup_L,Cerebellum_Crus1_R,OFCpost_L,Frontal_Sup_Medial_R,Frontal_Mid_2_R,Thal_AV_R,Olfactory_L,Cerebellum_6_R,VTA_L,Thal_MDm_L,Temporal_Mid_L,Cerebellum_10_R,Rolandic_Oper_R,Postcentral_L,Cuneus_L,Red_N_R,Hippocampus_L,Cerebellum_9_L,Rolandic_Oper_L,LC_R,Thal_MDl_L,Thal_LP_L,Rectus_R,Thal_LGN_L,Thal_PuL_R,ParaHippocampal_L,Thal_PuM_R,SN_pc_R,Thal_MDl_R,OFCpost_R,Frontal_Inf_Oper_L,Frontal_Med_Orb_L,ACC_pre_R,Precentral_L,Fusiform_R,ACC_pre_L,Thal_VL_R,ACC_sub_L,Parietal_Sup_L,ParaHippocampal_R,Thal_AV_L,Vermis_6,Pallidum_R,Precentral_R,Supp_Motor_Area_R,Parietal_Inf_R,Frontal_Inf_Orb_2_R,Cerebellum_Crus1_L,Cerebellum_7b_L,SN_pc_L,Parietal_Sup_R,Caudate_R,Temporal_Inf_L,Fusiform_L,Vermis_8,Thal_PuI_R,Thal_VPL_R,Vermis_1_2,Angular_L,Thal_MDm_R,Cingulate_Mid_R,Thal_PuA_R,Cuneus_R,Thal_VPL_L,OFCmed_L,Caudate_L,Cerebellum_Crus2_L,Cerebellum_10_L,Occipital_Inf_L,Red_N_L,Temporal_Mid_R,LC_L,Vermis_10,ACC_sub_R,Frontal_Sup_2_L,Thal_LGN_R,Putamen_L,Pallidum_L,Amygdala_L,Cerebellum_9_R,Insula_L,Cerebellum_4_5_L,Raphe_M,Calcarine_L,Cerebellum_3_R,Angular_R,OFClat_L,Thal_MGN_L,N_Acc_R,Supp_Motor_Area_L,Cingulate_Post_L,OFCant_L,Thal_LP_R,Temporal_Pole_Mid_R,SN_pr_R,Frontal_Mid_2_L,Occipital_Mid_R,ACC_sup_L,Frontal_Inf_Tri_R,Thal_VA_L,SupraMarginal_R,Temporal_Inf_R,Amygdala_R,OFCant_R,Hippocampus_R,Frontal_Sup_Medial_L,Heschl_L,Frontal_Inf_Orb_2_L,VTA_R,OFClat_R,Calcarine_R,Vermis_7,Lingual_R,Thal_IL_L,Thal_MGN_R,Temporal_Sup_R,Cerebellum_Crus2_R,OFCmed_R,Vermis_4_5,Thal_IL_R,Temporal_Sup_L,Cerebellum_3_L,Cerebellum_4_5_R,Frontal_Inf_Tri_L,Cerebellum_6_L
Occipital_Sup_L,1.0,0.5046309326649868,0.33637060256600854,-0.06623274755407807,-0.08859326780620944,-0.33898054181148957,-0.03628502688701695,0.16729723693413293,0.2657812945326755,-0.21601297800837174,-0.11195834345345665,0.30205654817111444,-0.11894002690081659,0.5847237724549078,-0.14249654530372483,0.1160587396185974,0.048690121162897726,-0.11068369762805033,0.08911186058150723,0.12153720845325283,0.2987638341085322,-0.08778643093737067,-0.1311086002263685,0.40340892072636253,0.22291638367687913,-0.038694316120866996,0.15486578630348843,-0.29483210988956504,0.01734354859011179,0.11580797628997594,0.30683164237522315,-0.08157196359392516,0.04506771969383346,0.28976200809334507,0.07859109033912229,0.047024974336574425,-0.09053544544377289,-0.08332786463743665,0.008390301231517003,0.0412858095728061,0.38676425398389874,0.3947439831825359,0.23033949819792288,-0.2336440876718824,-0.23994422370676805,0.4852682580326272,-0.09079086917804559,-0.1552140535076991,0.03775980764907246,-0.06447598666519146,-0.345669639634373,0.062312289670048635,-0.21921871165432905,0.07900571935802986,-0.17109030036349177,-0.029602956444543693,-0.10777318215788549,-0.328671271257135,0.38105616562154615,0.11762798801943121,-0.04009820697924287,0.0962807382803806,0.3275953106268486,-0.062372910036637766,-0.22328694512191496,0.11354526553828494,0.15043381609494236,0.13082837297096342,-0.017072095697796073,-0.3959855952261643,0.07612669381867133,-0.03776962069419542,-0.2600966192239942,0.14521343856918886,-0.08782328935463259,0.036395372909415934,0.21053413187532888,-0.05668683284182456,-0.20950117168643606,-0.36645302095471793,0.006262320949300759,-0.10096000003604753,-0.0738106961062059,0.319408540592539,-0.10328214344563756,0.1898831065506628,-0.24952237359528498,-0.1535816431948095,0.007118279845421704,0.0012320119082548252,-0.04949230287246769,0.09455741701740171,0.3222443670442893,-0.34582284492280585,0.07733834601088531,-0.21496748354078576,-0.33810757714768974,0.1251223064690626,0.001806301940527931,-0.03887612530633519,-0.1352968213154186,0.019229964391870562,-0.03034488554330501,-0.020884669913557415,-0.08292442757803925,0.07340534406154958,0.12139844534515333,-0.09993509685083163,0.032946885714000576,0.1433516991468839,0.08437879479186283,0.42179607640931976,-0.0892889611991509,0.5198740309567637,-0.06558044915630248,0.01890850724131009,0.3887537411980836,-0.18628449275562275,0.007260872566138532,0.01755832260132814,-0.12240548271214034,0.07717816949269511,-0.08037603098086885,-0.09089388976396394,0.11123801553359874
Cerebellum_Crus1_R,0.5046309326649868,1.0,0.39333064390290406,-0.24100534296173798,-0.22950724633330635,-0.22804611588338458,-0.018884289343378897,0.5083391990198229,0.2993436002667193,-0.3743927789407868,0.04716495264328095,0.4378185789553698,-0.11557208784118253,0.5577706809743661,-0.36347466708740594,0.17330806132552545,-0.09661278147991641,0.17880753166493552,-0.054379083699142246,0.07363504535164841,0.3717088336207639,-0.185538252721733,-0.31139060390026774,0.2652872817302417,0.16983507947378185,-0.1236818400787352,0.22423101539052825,-0.32068947043917356,0.060331761731100185,-0.018821713988501174,0.2510876231513179,-0.21702536107822284,-0.0117400578874515,0.12735307948013092,0.1996823366881966,-0.04496775420907724,-0.03869165953376066,-0.31980546274838706,0.06432827519221529,-0.001318454424653134,0.4088370684812023,0.7003528525490825,0.22371259780633623,-0.34820044122752797,-0.4179106294732438,0.40658099698237726,-0.09608230769464031,-0.07407486839246648,-0.03476030507599645,-0.09318301194830282,-0.22563941310097663,-0.06460832487110588,-0.33033807230579076,0.10721660172554272,-0.03178676940145483,-0.01314355129126567,-0.10256243857710066,-0.22210066659593086,0.23883435695829316,0.22168616635695687,-0.11854004002822711,0.11360225203582562,0.3259021010927664,0.006563644545852089,-0.3555855438089367,-0.13755165983716966,0.2288168337428923,0.2506673918047201,-0.00627535265547274,-0.39258244388743224,0.25434449778704854,-0.05446131915350977,-0.02545973095526544,0.13902173050050903,-0.2512352426917299,-0.11514392401040734,0.19710445517893646,-0.2760410047483595,-0.4294513040776122,-0.22219096345581002,-0.047753625068978636,0.18069734394799541,0.062765945584895,0.48338045969958754,-0.018438105541217033,0.15108417964891882,-0.1281036427348037,-0.2160790389568838,-0.07757581926093081,-0.21905556089648937,-0.030517455557648867,0.12584560049509882,0.3698524484164838,-0.47443014977715386,0.02876764481089372,-0.3387869867586108,-0.2821217890110091,-0.05935920693495548,-0.04930451568826436,-0.16606734352269256,-0.1419203822432357,0.08795869191258687,-0.017276185200813254,-0.016453306849572722,0.05040928322950312,0.030806512184814873,-0.06304543194185634,-0.1354418029191164,0.0834108589070923,0.1580389111217537,0.25033935006664654,0.34731901062100595,0.09866380336468455,0.39484472626641215,-0.07830751780170253,0.12613530958032965,0.5593061528638988,-0.2934453356782617,0.26627174133124576,0.06280655450395818,-0.1266056763174001,0.15865811539589264,0.08885986076496101,-0.18379275078460672,0.42246938875172285
OFCpost_L,0.33637060256600854,0.39333064390290406,1.0,-0.024336817925554494,0.10832434245575781,0.08048858613053088,0.46552081130031236,0.40131901520645885,0.46219621610803624,0.14502619952175874,0.08355014476604038,-0.0013281116410186918,-0.027738365699090984,0.36852286289629294,-0.08009166654402872,0.255392611286486,0.440378607410196,0.11614010950969185,-0.058698863765131316,0.29075558474526786,0.40016534605109966,-0.005968078154137409,0.2503327349106163,0.3963884702860781,0.1949288630764462,0.35627059229495717,0.39128989642786915,-0.02069486628039305,0.2897737420450337,0.3119418202692856,0.1352759873482286,-0.027983759680808525,0.09176227403637927,0.11259384851719995,0.5797183397602446,0.40388891011166167,0.1907953734569885,0.029659300498416082,-0.04566762839428013,0.5525542593061759,0.282641451304394,0.2556204373694378,0.42339800080410145,-0.2662853667240226,-0.2441858036613601,0.3402571813225105,0.20176127854999013,0.1743357118201858,0.10428764932226996,0.13892365945160395,-0.177446800857756,0.439265616048829,0.049520598874189616,0.3105160407597509,-0.015813263869452723,0.20406887082850186,0.22483631171915325,0.011851226970821176,0.12994324305480723,0.4425262483826676,0.04038696227448473,0.24907185938298637,0.21913594871683004,0.17512463688102237,0.13975380000918858,0.37200953562993044,0.1346801877355145,0.09002539726631828,0.0016566776442261586,-0.0034748878553650018,0.3738632850269378,-0.062374049622906116,0.18734276251687487,0.2409141634531993,0.16910401328438399,0.17956842348091648,0.4784756267924104,0.245163763253098,0.2705400841977542,-0.0022976656313806756,0.41124042234869224,0.39025826232304967,0.23862466567766788,0.29057212004903277,0.22071561397311393,0.12870322501597553,0.1738379995414346,0.04785117238243305,0.30010838482037877,-0.11774519690432494,-0.051770373610969894,0.47214243549181967,0.576035184286249,-0.08665176797032205,0.24315601142306284,-0.13647675585936495,-0.13383861454885687,0.3350689621024145,0.19911507762467148,0.002217433053774092,-0.15912826186364787,0.28616582095310533,0.3595985181273012,0.4090577188560535,0.43979270080967897,0.4345195038637068,0.1281031828514796,0.19131960635171688,0.2289240496191253,0.559339701037458,0.13928555977845128,0.20247305174535327,0.21899304725997734,0.3306562346304019,0.2560031860051213,0.22903923182457833,0.15668504696051078,0.1840948633169792,0.2612725495900358,0.20748826929432176,0.1147137998652506,0.246517667634637,0.4701130198967762,-0.07587740821911539,0.2177985778438959
Frontal_Sup_Medial_R,-0.06623274755407807,-0.24100534296173798,-0.024336817925554494,1.0,0.35204351608932466,0.19077406898222302,0.08362052266259262,-0.21143105177812715,-0.13780504072424848,0.21033988100844708,-0.2206159977007767,-0.11731686513765353,0.1896072002664228,-0.0698566472730521,0.018367457538394236,0.2367187884835093,0.18407883821964313,0.07397163901644876,-0.05991580204751007,-0.04881099310967188,-0.19456940852886803,0.3566880169470128,0.33800384024531777,0.09486818125691661,0.09798974862853124,0.2709959569004285,0.14102516963049527,0.39674332054643435,0.17856960936613978,-0.0812467174168311,0.25142896689453864,0.571439001536934,0.4959950432237993,-0.01180863788864722,0.09573461790305157,0.19307774056826188,0.19539943915177627,0.3035463101706454,-0.10013161826567325,0.17126422147231685,-0.3542215176496958,-0.29416726995487696,-0.18442567007462846,0.02413958761770941,0.00911364148585658,0.012977817528059883,0.2691213099805568,-0.06313183679890531,0.064836635444936,0.24420302420653373,-0.09072663959623302,0.324553165383798,0.23009693962922942,-0.03463788787236333,-0.0053905857554004495,0.01622815176216948,0.15458408272053825,0.10933294010047179,0.1207065786261105,0.05639232691544781,-0.02464288419600918,0.22595624952524287,0.06544550500101469,0.15968443991667478,0.32402850721960885,0.3835707988260832,-0.22566614175169772,-0.28417969793203757,-0.08127839309357845,0.33965640896253724,-0.08503194349229419,-0.1258265849532427,-0.129923439110533,-0.33025657757606963,0.5762435639189194,0.18272366898486964,0.2500851722965839,0.2447338690319745,0.1845202659992899,0.07858358539393824,0.35505571112171447,-0.10480606216704855,-0.03419396699589815,-0.38752838652380933,0.23677638649089816,-0.17828335567119852,0.04842971534794485,0.29832705662669734,0.17916202182968344,-0.032351895961019096,-0.2077393824966035,-0.047019199062047976,-0.16330910891977315,0.5003528386016235,-0.24124579449536876,0.30246270577780787,-0.1045906644179138,0.11057392357473125,0.42692209709767026,0.009353495275467747,-0.19462699576703374,0.1149374478652559,0.28114199555837005,0.07297715076158481,0.19922535798596258,0.40231661922145157,0.2031271057565315,0.2210625911585784,0.11566964653726239,-0.09495991663447476,-0.4517234860760027,0.010815969280656963,-0.20301747921706176,0.16221440640166027,0.24869469024887053,-0.12724424050577185,0.04665876882447909,0.25682456615591603,-0.21403095441411005,0.11042835108057103,-0.014027184657380348,-0.0794638041846475,-0.01006745076311893,0.378662112279491,-0.33449093860570595
Frontal_Mid_2_R,-0.08859326780620944,-0.22950724633330635,0.10832434245575781,0.35204351608932466,1.0,0.020078341179179005,0.09837597338586507,0.075115095374154,0.18847629325411355,0.3469708508632341,-0.10650010164486998,-0.18932685035815078,0.7425428297297764,-0.058851458223473783,0.13460706500978895,0.015320219130888962,0.6370723804020707,-0.16597212207342438,0.46782548218017156,0.16837763655901433,-0.15118036035791552,0.6069829292084185,0.07183796732810398,0.09045574924605024,0.17708600138656622,0.6643755229141052,-0.1470241767720636,0.29547402291955877,-0.16336724425283375,0.2514580610255374,0.23044392979099376,0.1180403366662501,0.18788926513613502,0.22528020740352767,0.4572733311708176,0.17198948210850282,-0.14393118013790335,0.1441831493669333,-0.1210361305493291,0.5778005535717295,-0.08496955290024405,-0.32137698104234025,0.05897308730154172,0.3323849009346817,0.4044426960537968,-0.050543111150741026,0.41388516468846287,-0.03774416258629015,-0.05849032049018461,0.36226574235809306,0.06312236206690885,0.39260065532896127,0.5093525204343652,0.5043509940816892,0.010206162738428328,0.3280838258931225,-0.013752825957682869,0.4316848302647774,-0.058248475815116496,-0.04767740618123606,0.40561529668513857,-0.26534490588736775,-0.06704320935528679,-0.008123272067804077,0.18954747154133827,0.40521485244963834,0.045832616335114484,-0.09530623424944956,-0.02580696534799371,0.3800906428783838,0.4284317411808057,0.17126442496665686,0.08207895165987043,-0.037040021868043525,0.4022655613595959,0.35392756681312976,0.35876869121910304,0.22768774182193743,0.5257006868678348,0.06054090434688856,0.6224942725334695,0.4035969842895462,0.3126748846497609,0.10451847622013645,0.6174326505442267,-0.020770206731472424,-0.05702332071747578,0.09455871583593357,0.3087299003791534,0.30263868439654323,0.3393073666537543,-0.11865847044204449,0.08641147793914432,0.22494324789139394,0.25689756505349165,0.382005987969832,0.031354139391160316,0.22036511030984746,0.6691096280172344,0.2396296657326779,0.5271289158294961,0.4055751393148239,0.5451003469631087,-0.055082210380766834,0.36045077415211185,0.28442714645856204,0.15709347697793813,0.19562783171269293,0.18659445552855114,0.05186357494895821,0.026832110516037486,0.008685561586884862,0.28714248621466076,0.04493641093527706,0.192186525771413,0.37726840044615545,-0.1737562495204933,-0.014791181645234684,0.3219256547843316,-0.25167895249984407,0.13499480381018233,0.20467153088611761,0.41512525857032895,0.3202986165565222,-0.04579556872600351
Thal_AV_R,-0.33898054181148957,-0.22804611588338458,0.08048858613053088,0.19077406898222302,0.020078341179179005,1.0,0.03573870611687745,0.001391379752962118,-0.14526360555823617,0.5650038529584849,0.1251579018002584,-0.03949401509162859,0.17871099288599077,-0.31228976266342595,0.221873061527018,0.05090018926216264,0.1169834181089072,0.22092490858911898,-0.22646895453388924,0.03271612890711138,0.034010845220986484,0.130783052046077,0.26950300514355413,-0.02306439725526462,0.09120209726124158,0.24360503190299118,0.37224034578864096,0.2228771550503624,0.5812969079607648,0.15857985908147226,-0.12332445148607535,0.10129129283322655,-0.011526023339051682,-0.2576734282392626,0.231924412522043,0.35144774972553255,0.6048804858791993,0.3616312627208943,0.04258495516684897,0.2071675746805904,-0.30073407182934286,-0.2460607767656641,0.07224074899816811,-0.1622005751789864,-0.07933525416362501,-0.3692156094758011,0.13756468969004465,0.24546309177444645,-0.17367109839027392,0.051243695831346095,0.33827107241184023,0.4273985258487245,0.18894117660351148,0.059020724108579996,0.012641354944507171,0.34868685717855835,0.5050416027224038,0.15343029366088273,-0.22425621002812396,0.5932399347370786,-0.05008087505122132,0.21687991315193564,-0.27147382028450606,0.36841827696992707,0.44481005397095313,0.3745080896366372,0.11762951079860469,-0.1811201653986385,-0.025364588841300866,0.42763761491143853,-0.003947789985299336,-0.0063169897798225315,0.3557136074417836,-0.262373479563166,0.16503112366508038,0.10597816882499266,0.10527329858612894,0.276387603557253,0.2308298057953705,0.3336794888905375,0.29987249924968945,0.13601745987618916,-0.027275666236731645,-0.32510099963088057,0.07709916231273782,-0.19927578226531587,0.27621367300617233,0.39504181999549387,0.2779670347154366,-0.24829765774624504,-0.17015520855352206,-0.06099595821401129,-0.039728941513780286,0.419378815409734,0.05836169665424621,0.035040651447776426,-0.03378779091882169,0.18996159335683593,0.09946029922347295,0.10358902160068914,-0.10634675716474234,0.06925557262883138,0.2038427488693112,0.006701054666335855,0.06892942877389875,0.22789936083703344,0.1259931637755588,0.19381744752189886,-0.04947238092808572,-0.030987375330716,-0.19281049613741205,-0.27816295094404425,-0.10306375383249351,-0.05783245749679634,0.4771760862401363,0.16035554096968543,-0.19174070817270916,0.20022220918251088,-0.04808657222120986,0.3457033974525468,0.11865897353300084,0.03808598710004031,0.10584094432205476,0.03391369545866653,-0.11304806206485607
Olfactory_L,-0.03628502688701695,-0.018884289343378897,0.46552081130031236,0.08362052266259262,0.09837597338586507,0.03573870611687745,1.0,0.11499056116886268,0.3810040333601149,0.07840368963124969,0.0007161338449573094,-0.4788515961637498,-0.025336366168371066,-0.00386940990209628,0.05353594991544963,0.28875844774984794,0.450299452128117,0.022701425116229294,-0.20050882626216476,0.05956266481399044,0.10315987482499715,0.15591900958690916,0.5132098029226623,0.15200126565970268,-0.08036643845700112,0.3453904687687396,0.10341997261861616,0.18592121605018141,0.028183569700322497,-0.16467607337271464,-0.046326810217185314,0.09523292827928742,0.12636941529968737,-0.03741540680806719,0.3378418238478166,0.2228260904710701,0.06256064557174558,0.07265801640948652,0.011680735561234331,0.42445115067616823,-0.08924399986761773,-0.030759538113193954,0.1534141668344468,-0.24390679846054186,-0.11389028012162165,0.024212511729125093,0.43027943182004014,0.06177666455265584,-0.10558246152645337,0.30653556259308007,0.0062678917497059885,0.4135852028566893,0.3965133855971062,0.16372731211962352,-0.061867925671930495,-0.027187547966608615,0.17559932323368885,0.3445321491619117,-0.07354368167085572,0.07388583465105163,-0.21461244121072748,0.15303312197645816,0.02853045003290025,0.02311796671134317,0.11190974074331024,0.18824444454360054,-0.10750359723455717,-0.1851414228235226,0.015573392826158461,0.24743750793582261,0.20666302775488024,-0.15017601207844244,0.31150792818957224,0.20240909047058359,0.460097514632754,0.23961152190962978,0.24153987503076987,0.22113619522444813,0.4844916518332661,0.14696624324101354,0.34105521354116036,0.2553811720686347,0.3623945784108475,-0.09740331606086053,0.38537662106357673,-0.026001575287571244,0.26812325899428724,-0.031533419815812966,0.1941683632351938,-0.021156921701735387,-0.1260606374304781,0.8342732426743082,0.0783897296374277,0.1949437098103001,-0.1188943405597966,0.2928254187252519,-0.058313327729781775,0.23456833428016013,0.21363818755431566,-0.07721634857674192,-0.1875160058694454,0.2714110284254824,0.31390438032525186,0.8927038990231194,0.6802545459287844,0.155620283013065,-0.16775251399091182,0.20854947439758695,0.41513357271495405,0.7581424682118562,-0.14476926362567896,-0.1537343171259453,0.29491441723639444,0.09040644717327796,0.20340734114712258,-0.044234065558535436,-0.17717116140716696,0.5477093652014733,0.08880066013498451,-0.007258837579124643,0.10100894363862953,-0.10883965298827061,0.5813102551922551,0.05779556715050124,-0.02850558384534853
Cerebellum_6_R,0.16729723693413293,0.5083391990198229,0.40131901520645885,-0.21143105177812715,0.075115095374154,0.001391379752962118,0.11499056116886268,1.0,0.36176642042927754,-0.020586099502715022,0.19038661413643818,0.33276651151200215,0.06912930303053366,0.054151377856335246,0.09776430890231769,-0.04470803492983325,0.18350817839479827,0.2140983808271086,0.13502534021653106,0.044605626159693594,0.1778046343774796,-0.07298518319520185,-0.11393184317781978,0.0285305062312635,0.2032770539355588,0.25163896419571113,0.2593164480822229,-0.14459019675517276,0.09911174015676384,0.2873255877747062,-0.10042473135745869,-0.1341581487617466,-0.04362794587328951,-0.03013839089719152,0.5390921698182346,0.19608647190752754,0.0906393651891724,-0.18616234785661553,0.07659656478430701,0.339862488862549,0.2696137351778546,0.483574532210856,0.3181604983999307,-0.26230655479899045,-0.10796456194588026,0.11021696904970153,0.16729148017970644,0.18941583278678337,0.054125025824715664,0.07623386973758291,0.082559694409309,0.22874621108220436,0.09083258696840348,0.405242573740446,0.3303438841652805,0.21111822261961866,0.21413684744997805,0.22913479116959584,-0.06209140035545537,0.21853718753395165,0.021609036746781156,0.15768942706774314,0.05940238330213005,0.15131809943740743,-0.005136624622267194,-0.0176163239367047,0.17167184354366427,0.36056661261584494,0.005719323599169798,0.007022193470470188,0.5266009025451552,0.1789895986816744,0.5084202757101626,0.3501704646401195,-0.13202966857360948,0.10421883145603542,0.15037518469364222,-0.06381836631065475,0.09323204920068073,0.004455346745219101,0.12262457475425247,0.6754977337607889,0.10171453278832589,0.4399732298266755,0.15406062450774247,0.2084232669863326,0.014059674199079192,-0.19694204616882308,0.18062061879356195,-0.12912739202944273,0.292765888179043,0.11034349373212445,0.41911485591014996,-0.32017731732138993,0.48301357993879374,-0.19239796232867074,0.047519855113281335,0.023691135250672846,0.05033606512801631,-0.06782119042921031,0.08908907338329766,0.3145060128620266,0.18423269161293507,0.028775782176751034,0.22283068625572783,0.12724596954840428,0.182978172326293,-0.11078132471304018,0.006622168020476174,0.12362995509390302,0.5212691803584747,0.02496536800685709,0.565235434665758,0.06704530147426412,0.31383136506682713,0.2559390151653107,0.2073971406294617,-0.10102975131595233,0.7301937964034563,0.1126472059262638,0.2176381326028217,0.22854851629435505,0.5232610090809785,-0.26208279476333207,0.6374848404403743
VTA_L,0.2657812945326755,0.2993436002667193,0.46219621610803624,-0.13780504072424848,0.18847629325411355,-0.14526360555823617,0.3810040333601149,0.36176642042927754,1.0,-0.0667880788569619,-0.03203137885600499,0.025467911282942447,0.12437464132834032,0.28768036808699404,-0.06542175628315569,0.13592590255212672,0.35637825583023786,-0.23527971431819827,0.23182547703689846,0.180925682817647,0.25852603404373764,-0.0064456634985620735,-0.18664279129492645,0.2409809809735264,0.2217766166267721,0.25855044136251526,0.1289914498183031,-0.12600122387643103,-0.1069241061869679,0.005571680968963758,0.21045602297402152,-0.11509431762206698,-0.19722322794710268,0.2250114247774985,0.22380252188075572,0.13732694387256056,-0.14070946944707471,-0.252467958268857,0.03998134952595527,0.4052612046995929,0.28323738771898044,0.24500443838026595,0.10891685845475443,-0.24575389759572214,-0.05821819006826645,0.24010156789592524,0.20784682361510487,-0.10974500564720811,-0.15213261739409745,0.4555187168397029,-0.18073706938434578,0.22017157056537892,0.1421634118189489,0.393390429932355,-0.13046395225096558,0.13604684260182554,0.10413311676800736,0.2571978424255567,0.0901057339358164,0.18748900889711972,-0.0021462242839850824,0.029121869112451255,0.08729994604069743,-0.09416598221845665,-0.26700389943211694,0.01466384590136925,0.13483843273696003,0.09956364479555407,-0.07767127282095293,0.028009215221657658,0.28038276760469566,-0.022486949197813185,0.1578608665428925,0.4032678604284151,0.12181912084082036,0.311847648884205,0.350382795996801,-0.1413783574293336,0.22254323449512514,-0.04499474743789544,0.27854981854998784,0.3607163940053192,0.34882755281275857,0.3645151138685808,0.3054908206674892,0.1024082422721384,-0.03115887096942943,-0.33469529179085195,-0.007988972436353742,0.11062288867735763,0.19414636647484618,0.37374542947940176,0.4813924696871658,-0.35587209364608413,0.2788293046985949,0.04225406598850162,-0.14629826992576658,0.24425162184262064,0.25555915572355536,0.12163095398464616,0.01772519922712662,0.08868269027696819,0.23785321941301152,0.26432070981942246,0.5004425515831619,0.18991983072830143,0.12539500392312358,0.024172738772148213,0.557401453846173,0.3622162433245964,0.22496607378888211,0.11496526138005986,0.4493694587901694,0.25320766404694717,0.17231338215651995,0.24765686002608953,0.031467411723486584,-0.1480284252341076,0.4562704631506007,-0.17137652518455293,0.1383544507853873,-0.06583380902678744,0.4652772335718686,-0.00230855137701977,0.23528311843708113
Thal_MDm_L,-0.21601297800837174,-0.3743927789407868,0.14502619952175874,0.21033988100844708,0.3469708508632341,0.5650038529584849,0.07840368963124969,-0.020586099502715022,-0.0667880788569619,1.0,0.13306077378769304,-0.19045462961858844,0.3407353605484513,-0.24018479631694026,0.2723417480927879,0.19104952544740036,0.40953340136894456,0.04440570210557743,0.1800087726748819,0.21097926594549232,0.18716314574242376,0.3055455512313916,0.3243988018114635,0.05530485712258644,0.17751615235675094,0.4212798933022548,0.29917244445521085,0.28469988672759655,0.43521375096538994,0.2994819701843363,0.03876800522068645,0.028044282920844436,0.22277727879652723,0.0687117923675901,0.4213507921836856,0.48291450144343334,0.45320312068481666,0.28209410286656766,0.03517667379398104,0.45624292653856713,-0.020526295583894127,-0.43450675527760213,0.35980638510484875,-0.000715706330344482,0.225109861599279,-0.2768649730422486,0.34415870159881673,0.1654591595064579,-0.020808563563157814,0.17296728356222288,0.3202992449082394,0.47359583204799693,0.3012361169522029,0.18443369465721213,0.08969707646259036,0.4345260841349608,0.4812820025542502,0.2798399894890349,-0.20292656478675233,0.4865249078424933,0.2465575030586528,0.10894953949732947,-0.2762687928997732,0.34311722304442155,0.37350419040214744,0.4858902898269275,0.10378403311478385,0.04486843291205612,-0.11181576057227356,0.6070126776898555,0.13262708243110824,0.0898039986478714,0.27603080622052933,-0.10971890010455182,0.3545141177584355,0.3250497617423378,0.27101035525146494,0.5991980062203917,0.47445640323443294,0.2780472169941139,0.4316554330482806,0.31695495318325273,-0.014097687012711392,0.025560942119413423,0.28853198812187547,-0.10599772446912845,0.1670935244936898,0.428893098796996,0.3366699061170721,0.09001322797982848,0.13548907616248276,-0.16357762331852466,-0.02687444862093743,0.39315015858582647,0.24763695291891114,0.1173292389760672,0.11635948524962154,0.3888406305201757,0.2522609999545929,0.4957964801028391,0.10298686804174921,0.12472768738612365,0.351990521667964,-0.001365719913373125,0.18181293940879784,0.2893353308887291,0.11500437468993499,0.4706563455900423,-0.05916875679495665,0.05716988949182038,0.036596231591914954,-0.11910188721628905,0.09927576998105836,0.0009857980002615891,0.4287400687319936,0.28394486488877935,-0.3593650850649492,0.3235336768304847,0.14163695562973472,0.2827087841850864,0.3564723769083034,0.39655017028956613,0.2362486406187787,0.25024696485005327,-0.051240914708662585
