,LC_R,OFClat_L,SN_pc_R,Pallidum_L,Cuneus_L,Frontal_Med_Orb_R,SN_pc_L,Rectus_L,ACC_sub_R,Thal_MGN_R,Temporal_Sup_R,Temporal_Pole_Mid_L,Calcarine_R,Frontal_Inf_Orb_2_L,Temporal_Sup_L,Cerebellum_6_L,Cingulate_Mid_R,Vermis_7,Cingulate_Post_R,Parietal_Sup_R,Thal_PuI_R,SupraMarginal_R,Thal_LGN_L,Putamen_R,OFCmed_L,Parietal_Inf_R,Frontal_Med_Orb_L,Thal_PuL_L,Pallidum_R,ParaHippocampal_R,SN_pr_L,OFCmed_R,Thal_VPL_R,ACC_pre_R,Thal_VL_L,Postcentral_R,SupraMarginal_L,Heschl_R,N_Acc_R,ACC_sup_R,Olfactory_L,Precentral_R,Frontal_Inf_Tri_R,Temporal_Mid_L,Postcentral_L,Temporal_Mid_R,Thal_LP_R,Thal_MDl_L,Frontal_Inf_Oper_R,Cerebellum_3_R,Thal_LP_L,Fusiform_L,Caudate_L,Occipital_Sup_R,Occipital_Mid_R,Cerebellum_9_R,Putamen_L,Vermis_8,Temporal_Inf_R,Rolandic_Oper_L,Thal_MDl_R,Occipital_Inf_R,Cerebellum_6_R,Thal_MDm_R,Thal_MDm_L,Calcarine_L,Precuneus_R,Thal_AV_L,Cerebellum_Crus1_R,Thal_PuI_L,Thal_PuM_L,Precentral_L,Vermis_6,ACC_sup_L,Frontal_Inf_Oper_L
LC_R,1.0,-0.05356268565462289,0.2036017335841805,0.19457030497779798,0.07482150664420494,0.006257497561635071,0.243729581384116,-0.036459920996333474,0.02669581864945781,0.08279673252289516,0.37576484751541483,-0.117337482026793,0.08086220516680612,0.06132258251484521,-0.11637609789217047,-0.11018173256690214,0.22828848224319095,0.030522944259571482,0.2232162026992319,-0.031145641510501296,0.2401675413048025,0.1177616351122747,0.22672897076354903,0.2647991882871556,0.07550874014081926,0.12117252137340496,0.013143396218500325,0.2558454377404383,0.1519920594119258,0.47523792432718687,0.40129993060350405,-0.05821397904376854,0.14319883643321096,-0.07483166543761827,0.35843548483642496,0.22677338170739625,0.2246607034485517,0.24207840096297,0.194223279047496,0.09097909902343487,0.05956266481399044,0.09358961958067472,0.18368684232478727,-0.14191925345337117,0.1139160246157222,0.28552419085199987,0.2417453863003424,0.3040797897402972,0.19205254948708225,0.28655018985761577,0.1341005977824882,0.1687723125283974,0.207822561135631,0.05971788558925835,-0.013199169352553641,-0.09263157473000282,0.32537413959178885,-0.128450773685095,0.2276288453862493,0.12302409379545091,0.2812435479455317,-0.021601687970582362,0.044605626159693594,0.21383209834245018,0.21097926594549232,0.21107189529703188,0.07877402033637093,0.2344253339845687,0.07363504535164841,0.17822899858823182,0.28539894322916587,0.07601081548738622,-0.19118939958882597,0.05817695942430383,0.013612225386442864
OFClat_L,-0.05356268565462289,1.0,0.10069617261542664,0.27986525179769045,0.21739339236500702,0.39003545706605686,0.12280288264615873,0.12722077465365897,0.1919937799317192,0.15947789957068376,-0.008533183273162246,0.2465220252547153,-0.034571867719612154,0.37541148700502913,0.4685055393880692,0.19921189504876882,-0.16344804656447287,-0.4010618678470919,-0.1376458793314484,0.1979378416748595,-0.1069464552261174,-0.09542754156701394,-0.15350185240468928,0.29416539454560836,0.30242192236940757,-0.2754824165093685,0.17679980116835325,0.23828452699982405,0.18355965029893584,0.12822271751007577,-0.07530278973413296,0.3050884703521813,0.23894964265987043,-0.09942457126538573,0.01901228921842566,-0.24294668218767967,-0.3752548595759624,-0.19428687458750418,0.0011886321095521575,-0.06744338782588304,0.26812325899428724,-0.13662297154363418,-0.09141865570018352,0.5340499089660732,-0.28660689032018566,0.02442799676609272,0.01874284820331791,-0.012159952872161981,-0.07844414016230902,-0.034581948474379696,-0.23711671849825905,0.12884930421973453,0.08806207624589682,-0.20531748991117135,0.13440115371893427,0.2548866811848564,0.17163854151564498,0.26307190956556475,-0.10714306678650529,-0.3567138483687594,0.11602200975714064,0.184584145005402,0.014059674199079192,0.08673001178269564,0.1670935244936898,-0.22256855134875558,0.06543989115875287,-0.17546664408600832,-0.1281036427348037,0.19588533148357196,0.07537884857374047,-0.5469707056322637,0.06376554755318457,0.10188080239407066,-0.32727786492915834
SN_pc_R,0.2036017335841805,0.10069617261542664,1.0,0.334851675984545,0.05549462765807811,0.31447444714080053,0.4045321819636912,0.38661974555621187,-0.27992989269630675,0.21024516189821624,0.04703514999697386,0.4249960072370412,-0.20904534674755806,0.21709789779381433,-0.07946878665982754,-0.28542628413238336,0.1657259323222504,-0.037414575093430304,0.3201176043882958,-0.010083603735619312,0.15369818996531603,0.02957881459178729,-0.12815205341627262,0.0905794143320517,0.3419736154889119,-0.10846296961002098,0.30054933493966957,0.009673874872374972,-0.13106669585726166,0.3305964363567898,0.15345321255415176,0.3524632155755372,0.2168748283688742,0.2243054176233269,0.008659725016107922,-0.006475677460449019,-0.059998566224641475,0.1676924809844691,0.1712308862912503,0.19535009228622285,0.18592121605018141,0.28974661087342524,0.2753382913084031,-0.17600191762600328,-0.2196145622505467,0.2825005117234973,-0.15280594447586632,-0.1462013150668692,0.22035744501263252,0.3594139690990974,0.32036646574204003,-0.02095062937781732,0.18008947561750716,-0.1293739653297503,0.034444824194758875,0.1219557127068064,0.13418618033452454,0.07707759103555367,0.4875704287743364,-0.1667096048168095,0.2395596775126101,-0.02196010174775085,-0.14459019675517276,0.07609519866106922,0.28469988672759655,-0.29112286202789267,-0.019435054562824162,-0.252198748301092,-0.32068947043917356,-0.11902116948934352,0.19069875399521652,-0.12454787224000345,-0.21073820763443787,-0.08111230975427085,-0.1208957904648477
Pallidum_L,0.19457030497779798,0.27986525179769045,0.334851675984545,1.0,0.13044840479069877,0.3146991978250929,0.08527278003560705,0.3891989755969348,-0.03693524010685343,0.313537001762672,0.10407777727655385,0.3515976098585621,-0.07506522754701495,0.37747329318079115,0.2571448405044157,-0.06586522574729518,0.14562160079627978,-0.16355212897881863,0.03602706214633089,0.16445371322587377,0.14528906970303238,-0.04235496952465851,0.0533930360115198,0.3091013023577823,0.402927297537761,-0.10839928800203351,0.15235317023844128,0.10602359976061024,0.3895030557851038,0.41032267718998366,0.04471099096755383,0.4079788461696052,0.2697730619262637,0.20975098495955632,0.2890569568112376,-0.04093881828085544,0.0410273627460758,0.12758974196545464,0.26629618775019265,0.2703058574768532,0.22113619522444813,0.03579806921148035,0.23232530411311753,0.1253254667214526,-0.19440960369661567,0.10976279050503011,-0.031046737550528652,0.05364265630905514,0.23835876777604095,0.22589989414499628,0.12899818670512453,0.06698015353332118,0.4640844973381183,-0.13571938065558609,0.11098727757086713,0.22739661769434738,0.36518201506705866,0.2246164424607366,0.21437300276046675,-0.03191409434193076,0.3306610884823534,0.0812503160015846,-0.06381836631065475,0.25123882526021996,0.5991980062203917,-0.11900699392078781,0.04833615693771237,-0.04640116803949951,-0.2760410047483595,0.24623707948823256,0.29079765424276977,-0.02923776076386403,-0.2989173376360048,0.26698054311933,0.01688546625091601
Cuneus_L,0.07482150664420494,0.21739339236500702,0.05549462765807811,0.13044840479069877,1.0,0.14358242101810606,0.036815443780221835,0.08116742610309843,0.10942275673363865,0.029728470354797292,-0.09235921007050833,0.2121968174439232,0.007270793070558163,0.030918333834745872,0.24234195637551217,0.03913302113956733,0.096360706242037,-0.4045525567085381,0.1515692348815262,0.3056570480298037,-0.16605739303367079,0.05249715689354052,-0.11444282178196029,-0.10645985031773564,0.2944478373013838,-0.24251742099744972,0.06840892849827274,0.18072751704483989,0.044461135383170314,0.11337065542561017,-0.005386412174601853,0.11769089853327365,0.003667941468302977,-0.0880755616378353,-0.030365473416350992,-0.08170174272376957,0.04356563629664521,0.1012480233076678,0.1450539961625837,-0.01878971435718141,0.05353594991544963,-0.07864790361406344,0.07045276613613065,0.20967276400400459,-0.361027619509845,0.07860740407254192,-0.1603130198203139,-0.11284354599658442,-0.0466915712743811,0.033905840366909426,0.15380129218541147,0.25741132464233224,0.11744686196062012,-0.39970561687699074,0.22448385930411474,0.2103463777046514,-0.09714461799853388,0.09833172658691364,0.023438038747306374,0.14223153735790425,-0.05176010364858542,0.19485874006373285,0.09776430890231769,-0.0957850267728619,0.2723417480927879,-0.15238273483163287,0.17118807463546062,-0.2997672650371403,-0.36347466708740594,0.09731524399496377,0.18715103950698211,-0.1173826751536691,-0.2340454446909468,0.27738079487342826,-0.14353661816856053
Frontal_Med_Orb_R,0.006257497561635071,0.39003545706605686,0.31447444714080053,0.3146991978250929,0.14358242101810606,1.0,0.3258379417437748,0.4328860508496372,-0.1087449268899734,0.2637258194247682,-0.18539865024469276,0.39360109771832036,-0.4417427127031546,0.32123026541759003,0.15597396516756928,-0.1983282046458752,-0.3589455177971811,-0.253066434308341,-0.048218184589480365,0.04097912855502781,-0.1482418249902038,-0.39661033038721555,0.08192280633570045,0.40351573623324183,0.492341761749882,-0.13964551517893475,0.5651104946099267,0.12259316043494807,-0.08078539945902252,0.27999728279665625,-0.012620022356575859,0.6000813607586389,0.29484566013590513,0.27353204548836957,-0.0387904649306802,-0.4889159384356028,-0.16234806264050936,0.006679798315268328,0.04635449468160033,-0.027251063039328074,0.506147052540563,-0.2817406993482118,0.29354754491074103,0.057137556763801396,-0.2086236420593829,0.0840866580100618,-0.16059261262542118,-0.20069417390911443,0.15574076528141023,0.22217674301992293,0.16213294125103947,0.016783649447620144,0.2910055263407125,-0.02953303876321616,-0.07400103671892273,0.09663635047451621,0.2105719140159045,0.019862051488608187,0.11046418735487853,-0.30931861818253265,0.22741812439168882,0.05925671520713694,-0.13268513588532105,0.06926869113064979,0.21144777388112457,-0.4830399498012638,-0.24638103515767795,-0.4472653251285394,-0.25767331209848915,0.19724098719754815,0.3023034749215006,-0.314455257338999,-0.3031961946901729,0.14653757158092048,-0.044688546229579594
SN_pc_L,0.243729581384116,0.12280288264615873,0.4045321819636912,0.08527278003560705,0.036815443780221835,0.3258379417437748,1.0,-0.030998660027225646,0.036320399703441725,0.28413652684388846,0.21195168245735468,0.03492889334595318,-0.030353160708974876,0.40320732080176147,0.28688965939523253,-0.07021251452125297,-0.0006532404863407071,-0.024141644821772487,0.31698844810635923,-0.11844305018330054,0.14110576768937466,0.05691995220000355,0.16741903824263699,0.2791123320726991,-0.02009140734354078,0.017845412125658468,0.26374710956901426,0.07560948399713294,-0.0746923381332339,0.5015856322586694,0.6065501340068816,0.11110042727543087,0.30382782870152664,0.06204831299298658,0.026552398119823663,-0.05245590632898969,-0.03833277427856039,0.38044415815788296,-0.03723825508886501,0.022334800835711852,0.30653556259308007,-0.06250979956581836,0.4491357649623223,-0.15277781947482952,0.010407586636819864,0.29518984791049085,0.1653047740338989,-0.0729807068396071,0.20623523966970791,0.4611194141208091,0.2262173843472208,0.2282570207539165,0.10631525068576794,-0.07112116370010067,-0.044934661039546325,-0.03920424472324837,0.42010248917467263,-0.021143739223727226,0.1959776998610168,0.1939045717969691,0.026684588068130236,-0.047062905605593175,0.07623386973758291,0.11589141141634408,0.17296728356222288,-0.03548995579189928,0.19466118840703253,-0.0719066758539932,-0.09318301194830282,0.07355385948793092,0.2830282149895945,0.07040345092863728,-0.12752335466220066,0.1223009724792376,0.1831437767146096
Rectus_L,-0.036459920996333474,0.12722077465365897,0.38661974555621187,0.3891989755969348,0.08116742610309843,0.4328860508496372,-0.030998660027225646,1.0,-0.3016160950684876,0.1177452800609926,-0.1848978062760728,0.48576301013469275,-0.37559147898398226,0.1240970769175957,-0.11285262331280203,-0.2753301126076301,-0.1087715840174109,-0.12515719023925456,0.02271264794468214,0.10217781604397301,0.004619566016265711,-0.15666250788493521,0.05279447303418171,0.23446471688858306,0.5198259289341234,-0.04533749838155615,0.2523576331946016,-0.0834309539973847,0.15962635784126877,0.2570713482759894,-0.12746841931172223,0.7203818721895718,0.15735454803514268,0.47308149966774793,0.06142320410909995,-0.207291478868697,-0.11942844025976428,0.01867302672622113,0.4267326284123205,0.39597667005521875,0.5389818623070112,-0.1093338267648831,0.029175717571922163,-0.1065673345495676,-0.1545473111406702,0.08397087608964253,-0.2947064921306314,0.0032347711352514676,0.005604929655555507,0.23333806649514235,0.23217461895135752,-0.09072819537650537,0.4077738078127405,-0.0066710019141578356,-0.04580932662759338,0.26856801965688576,-0.08294039073348054,-0.006547041939315398,0.3613734642112601,-0.34466201119009365,0.22735005877352096,0.00868973904710533,-0.09592756949756787,0.05391494000359055,0.3000705628310225,-0.3769285868944523,-0.27577403306187154,-0.31535610998150654,-0.23433217331520223,0.14697132752627293,0.2308516119253856,-0.12505192907654275,-0.2624389346785455,0.07868199729847354,-0.18194633725409098
ACC_sub_R,0.02669581864945781,0.1919937799317192,-0.27992989269630675,-0.03693524010685343,0.10942275673363865,-0.1087449268899734,0.036320399703441725,-0.3016160950684876,1.0,0.06203093067028487,0.07301345946074843,-0.3025807328356577,0.5768104865275185,-0.003584287676795708,0.3676392805277687,0.5104658755953715,0.1887953836331873,-0.05129650592031222,-0.05465320631962852,0.12208882420196479,0.051373692127696935,0.0613517073654432,-0.17936638812964434,0.1333425958309939,-0.25777724007877395,0.1218375260144198,-0.21100000992620205,0.002679698979029396,0.2742374357500773,0.07775439812324868,0.11360502879946675,-0.020983016268184024,0.03627705688462785,-0.2563589814023285,0.14285720885414652,0.07987236032348297,-0.09018444600423578,-0.14105696563875472,-0.09515192829320643,-0.23390278665424827,0.20240909047058359,-0.03196966568541578,-0.04942674930955185,0.3684676530600681,0.07482117148249072,0.14591876769793025,0.4112855110895786,0.1525245244054812,-0.0935737488119559,-0.09406818757656255,-0.28595741748595777,0.30375181493961484,-0.19701670332289586,-0.20305804039906233,0.1880307494373881,-0.021540022345952686,0.16741723713572548,0.2345320168803669,-0.11973002261249696,0.2064401501556469,-0.12846100439213665,0.2768694670975121,0.3501704646401195,0.05257207861149163,-0.10971890010455182,0.4590797532454197,0.444832430088012,0.4057353218458259,0.13902173050050903,0.10599577508009964,-0.16058207738821337,0.06549484128708119,0.3106601084006762,0.15539091388239626,-0.04691051639709873
Thal_MGN_R,0.08279673252289516,0.15947789957068376,0.21024516189821624,0.313537001762672,0.029728470354797292,0.2637258194247682,0.28413652684388846,0.1177452800609926,0.06203093067028487,1.0,0.34766697926787443,0.0793607111067711,0.09867969530919216,0.20387775816840176,0.20157659372781633,0.18353926518911431,-0.07202827551375394,-0.040749963518691104,0.3088626412284457,0.06753361747656822,0.5865452311146073,-0.01685646063794771,0.021831048901517085,0.26430802062112807,0.28327149209293273,-0.09201799511976726,0.18536649230312616,0.32396256923473243,0.16727316256845154,0.3077908455880397,0.13226243661557366,0.2480209684107508,0.775191145451719,0.03029168550277531,0.059805167297318385,-0.05032998644433892,-0.15565770573540139,0.2344397156731226,0.2948286289796287,-0.014412156454933671,0.20340734114712258,-0.0963341262684026,0.22496613155134035,0.0337476410517079,-0.11808991228615255,0.29870961131396506,0.2710802485568301,-0.003676071851654646,0.09195480114030426,0.20353914070403328,0.04117182585802709,0.16801806823567023,0.22740990809939768,-0.17772490190007437,0.036797344002917,0.04687402676345539,0.35258467262134935,0.17521493837379262,0.21008467562978209,-0.13219382573128147,0.49508756991967867,0.09901599411701288,0.31383136506682713,0.5553180775946316,0.4287400687319936,-0.00879208673521451,0.2509151812785701,-0.0011429339901884222,-0.07830751780170253,0.18439192534730955,0.14034434529038609,-0.2018838528638987,-0.0010802797183421997,0.05627202850611565,-0.12728308213969344
