,Frontal_Sup_2_R,Thal_VL_R,N_Acc_R,Calcarine_L,Cerebellum_6_L,Cerebellum_8_L,Occipital_Sup_R,Cerebellum_6_R,Parietal_Sup_R,Temporal_Inf_R,Cerebellum_4_5_R,ACC_pre_R,Occipital_Mid_L,Thal_MGN_R,Angular_L,Heschl_L,Vermis_8,Thal_IL_R,Thal_PuM_R,OFClat_R,Vermis_4_5,Precuneus_R,OFCmed_L,Cerebellum_7b_L,Thal_LP_R,LC_L,ParaHippocampal_L,Thal_MDm_L,Calcarine_R,Cerebellum_8_R,Parietal_Sup_L,Red_N_L,Caudate_L,Insula_L,Temporal_Pole_Sup_R,ACC_sup_R,ACC_pre_L,Cerebellum_7b_R,Temporal_Pole_Mid_R,Frontal_Med_Orb_L,Frontal_Sup_Medial_R,N_Acc_L,Pallidum_R,Thal_PuA_R,Fusiform_R,Lingual_L,SN_pc_L,Heschl_R,SN_pc_R,Cerebellum_Crus1_L,Angular_R,Vermis_7,Putamen_R,Frontal_Inf_Orb_2_R,Cerebellum_Crus2_L,Cerebellum_9_L,Thal_VPL_R,Occipital_Sup_L,OFCant_R,Thal_VA_L,Vermis_10,Occipital_Mid_R,Olfactory_L,ACC_sub_L,Frontal_Sup_Medial_L,Precuneus_L,OFCant_L,SN_pr_R,OFCmed_R,Thal_PuA_L,Frontal_Inf_Tri_R,Paracentral_Lobule_L,Temporal_Sup_R,Pallidum_L,Amygdala_L,Thal_MGN_L,Amygdala_R,Fusiform_L,Thal_VL_L,Rolandic_Oper_R,Parietal_Inf_L,Putamen_L,Temporal_Inf_L,Thal_IL_L,Hippocampus_L,Cingulate_Mid_L,Thal_PuM_L,Cerebellum_3_R,Frontal_Mid_2_L,Frontal_Inf_Oper_R,Cerebellum_10_L,Thal_MDl_R,Cerebellum_10_R,Hippocampus_R,Thal_LGN_R,Paracentral_Lobule_R,Vermis_1_2,OFClat_L,Temporal_Mid_L,Thal_PuI_L,Cuneus_R,Vermis_6,Temporal_Sup_L,Cingulate_Post_L,Vermis_9,Temporal_Pole_Mid_L,Lingual_R,Frontal_Inf_Oper_L,Thal_PuI_R,ParaHippocampal_R,Thal_PuL_R,Frontal_Sup_2_L,Supp_Motor_Area_L,Red_N_R,SupraMarginal_L,OFCpost_L,Frontal_Med_Orb_R,SupraMarginal_R,Parietal_Inf_R,OFCpost_R,Frontal_Inf_Tri_L,Thal_VPL_L,Thal_MDl_L,VTA_L,ACC_sub_R,Thal_PuL_L,Thal_VA_R,Rolandic_Oper_L,Thal_MDm_R,Cerebellum_Crus2_R
Frontal_Sup_2_R,1.0,0.005716395483491915,0.35098728645446275,0.19934068239400216,-0.04767602434439531,-0.0187133212821964,-0.04894863987438241,0.08168699095394831,-0.03293714068148829,0.29528482430612124,0.30747405177661447,0.29701588837859055,0.1305867930221703,0.26353445828770844,0.05148139540740698,0.29306247820442205,-0.027914092362965538,-0.05770958476755391,0.005486805838051072,0.012873690109644228,0.28192406622309885,0.3300296506170574,0.10997792392522497,-0.029705729996735243,0.14009222759952664,-0.1253765474603271,0.5525431635665478,0.3525729209567335,0.09876708581512471,-0.10993723525059065,-0.04759695864243544,0.2472586942734075,0.4067986913499684,0.43137622377193413,0.2288422512942468,0.3537502498914545,0.2676789513214263,-0.06185282181437998,0.12038238594188522,0.21140804076870354,0.4879015145255797,0.15505444886551975,0.18081668059228903,-0.10470235311724761,0.44572207761497595,0.3040254647028871,0.21846603671996262,0.5958218711015271,0.18631296693185634,-0.058560968371574915,-0.008941512471875997,0.08371092535921598,0.08532202707583192,0.27605176956323263,0.11822535088096219,-0.2579564244826369,0.11703799341075631,0.03297260280243345,-0.06723086261561369,0.3104220662949841,-0.07958128273522157,0.043525251031301684,0.0708985894292472,0.157194702576821,0.2966284936164492,0.2687319498991464,-0.13626087782940624,0.3307511750477728,0.02844970596843076,0.16663236306708912,0.5649495849941526,0.3954666822103962,0.26373022189407663,0.21805819071273894,0.44896606017979335,0.11383054715691052,0.5014763295386135,0.30532969382520586,0.2799866504520591,0.4877376178589357,-0.015199349018785254,0.335317461876585,0.420840946922434,0.13580638244362742,0.44394487684111844,0.5425704812695481,0.30805121233284455,0.3582761210000658,0.32231152919646544,0.4422744088556411,0.07427656111921356,0.052562376968412684,-0.21543472338738293,0.18331270424803264,0.2853267581480429,0.29303302917114465,0.22843207227741283,-0.1718007100315217,-0.21667458586375962,0.036245095613398226,-0.03758425347148491,-0.3652066393274697,0.08776357398711404,0.30372812056220716,-0.39859056468315396,0.12385665593764471,0.27443919056819566,0.27593116747894786,0.39214649511333804,0.47330539304337255,0.24635508872701897,0.47342912443945534,0.508587542010674,-0.044527612955171436,0.21591309563355449,0.19177503807782473,0.036361353436096,0.3536727749020986,0.13171846473644244,0.2615372369578062,0.1993289390012675,-0.14654220848096872,-0.0021091031827614993,0.20065650490709186,-0.017712606785690074,0.08916162799267127,0.11171499855260218,0.4558700494242263,0.11467374520491477,-0.13035239473718266
Thal_VL_R,0.005716395483491915,1.0,0.23033222621045557,-0.20701773310384694,-0.022689819436485605,-0.11743768899881993,-0.07737544842006114,0.0906393651891724,0.019400996505987655,0.04010190937021888,0.08766885055710064,0.11131912131862491,0.16129797160975903,0.6057926334443556,0.045808585831643114,0.157328921253453,0.18313631784440354,0.8238877102300306,0.7733335388704831,0.0350856619668737,0.0424896467033087,0.026575907826317576,0.33984063651385327,0.02205342237209591,0.09383857211225438,-0.10050342026189038,0.020959673455199192,0.45320312068481666,-0.054409970632527144,0.13830685348658972,-0.03150137221034414,0.37346236887147033,0.21593037308024848,0.18162440150115955,0.2727075094600834,0.07691760261965215,0.2690187650564497,0.13173090995337866,0.3254872093204801,0.24632281466447944,0.19539943915177627,0.03541369381993069,0.16857882242191993,0.6559643041893011,0.20407096888785733,-0.26302556863486165,0.13050813985643678,-0.071203919366067,0.2512433713253227,0.12730182866231637,-0.09155284580837789,-0.03971304780935052,0.23536006006275845,0.15888926104907752,0.04075264713834882,0.22399773102189097,0.8180431409819723,-0.09053544544377289,0.07893221805235931,0.10746719903495135,0.1671746216487468,-0.06468893322470447,0.06256064557174558,0.16227012143309535,0.04131924725313171,-0.09079692734389685,0.04014295358401199,0.09251235647900645,0.319297274430971,0.10257320012259734,0.03183122126287665,-0.10400322065682033,0.28799527223271726,0.31703681507678266,-0.004027322352728539,0.273061915231465,0.1211743857071333,-0.19783924128379346,0.09823088246972908,-0.059739688582709644,-0.1977539978386095,0.2760522474990765,0.03791934865493295,0.09851738175726735,-0.10142964075500271,-0.2942614497623319,0.06814384315107003,-0.056196043463116435,-0.2790428975549354,0.06352221299153556,0.11995487606943371,0.7742042565690169,0.022063909163888878,0.12097721483561456,0.19562688042266949,-0.07428306517527498,-0.00889191486788149,0.2376645429029618,-0.01156871473730705,0.20717912478236494,0.02350911703582847,-0.0842757950136404,0.13879720868474923,-0.21398514247591424,-0.07857022109294508,0.08720967333472869,-0.028629626284114064,-0.07955102433587342,0.48949332530925377,0.16756805130646865,0.42774540658846333,0.09528326191496347,-0.24634651428419174,0.24507157558765036,-0.06851883256896393,0.1907953734569885,0.2965062112123281,-0.15230632202579666,-0.07561498776190045,0.17314785988752646,-0.009228761515403019,0.4556534716703788,0.031617138041888614,-0.14070946944707471,-0.161966897597864,0.38138688531659654,0.7451064323919384,-0.2903737512668988,0.7035849750529666,-0.08514329955560149
N_Acc_R,0.35098728645446275,0.23033222621045557,1.0,0.080303775506076,0.028351260449105724,0.062489209654561,-0.06695702128016141,0.18062061879356195,0.027550327390501245,0.2767631094029462,0.33928003222172826,0.30839007711889255,0.10606214795377752,0.2948286289796287,0.09383537468584868,0.08835748758756677,-0.02154565584217463,0.15929456156259697,0.12411123809138598,0.27712184306377863,0.15252208152668087,0.04318330463688153,0.3090853074045194,0.23741126733956364,0.10546690611237307,-0.03412487335355746,0.37092731163043974,0.3366699061170721,0.01974578345288346,0.11701094723851131,-0.09038788966421488,0.16822153519291144,0.5221026525245116,0.3243321857806379,0.1679075297906947,0.3948816261095499,0.38018737975833966,0.17677039905932074,0.07886511075220176,0.048518052021003,0.17916202182968344,0.2557920679603791,0.3443933339133678,0.0009148097807331917,0.46083944664904714,0.0620370314983633,-0.03723825508886501,0.30481715245275204,0.1712308862912503,0.2614709243660403,-0.05709060413381854,0.0021465462016737606,0.1902498144814844,0.10020110056079137,0.06414848529202674,0.12915901325981594,0.19704553815246575,0.007118279845421704,0.10457245691852753,-0.1027347054834686,0.15291933411971506,0.0829852383710563,0.1941683632351938,0.2609498224342084,0.30862673106987,0.04971079825657732,0.08577521385328239,0.34589249226903573,0.167887685674187,0.1575012212957818,0.08707234898898769,0.14089958046420645,0.18036293088119235,0.26629618775019265,0.2363067544908816,0.1788251075741955,0.2801023192301312,0.09869789489723454,0.2821114938493084,0.11730179345143295,-0.07028214592738942,0.21845292606558087,0.039417141017873185,0.16426913804526225,0.2478417138593586,0.16978618327989264,0.2403525920700185,0.30073718626915286,0.05143516204608981,0.19131922658114298,0.006994736145574803,0.2495598348907667,0.010697962190603122,0.05304407744192834,0.13301061887096502,-0.1351558914756405,0.07037761385773376,0.0011886321095521575,0.00945968810499218,0.1013691049409117,0.004913430010627893,-0.11518236883637917,-0.09998100353422786,0.0006228320091534355,-0.13619447002800963,0.037669275428384656,0.06102329036963928,-0.10784989838392924,0.357244723489336,0.36399448153766506,0.12847489647398133,0.15136974413687318,0.06766794695430059,-0.06142140540461595,0.0204031434919146,0.30010838482037877,0.04635449468160033,0.16830695447519328,-0.048229329199379424,0.43963679802100125,-0.15917168653837144,0.08601724931639004,0.14738545914837367,-0.007988972436353742,-0.09515192829320643,0.12209774807052445,0.42116374048918453,-0.07051678118765772,0.25851252556422205,0.13500798625496582
Calcarine_L,0.19934068239400216,-0.20701773310384694,0.080303775506076,1.0,0.5241544370294992,0.43369741128773515,0.08983676127566959,0.4399732298266755,0.007992256568917335,0.05485123498000127,0.19741412981050824,-0.025912736391486443,0.04243527267054926,-0.00879208673521451,0.051550909426298995,0.10553343785369584,0.07685019647847252,-0.015860943328657576,0.08013779843258653,0.06728576908593387,0.5850744318916825,0.48643059038826136,-0.5193121336837319,-0.030522004553200192,0.4649088351742972,0.02715679925288765,0.03448420499389053,0.025560942119413423,0.743767314015825,0.03455859680172011,0.15017039174746427,-0.14828440757157763,-0.05992249937814199,-0.034240048983396804,-0.1279703613289249,0.15591359147785902,0.08403272283200415,-0.0808954005048089,-0.6513668000916519,-0.4248640704280468,-0.38752838652380933,0.06838429517284605,0.4625633548360214,-0.1131137346786056,0.28897540998282173,0.646383046063488,-0.03548995579189928,0.1765042019003881,-0.29112286202789267,-0.05392120160743784,0.21180189363547255,0.3607378996569238,0.06908970674917092,0.04117245171339505,0.40242781935727034,-0.18117164049133905,-0.016795435998021125,0.319408540592539,-0.21227696508683022,0.28926366380249874,-0.036616255735259146,0.09156184609054852,-0.09740331606086053,-0.39680662559345126,0.018279766102613306,0.7385877969261844,-0.14734665736630062,0.5017844718705793,-0.24732092606680756,0.2213701922859783,-0.04138876875986841,0.6115347507995237,0.328107350149925,-0.11900699392078781,-0.05985807374669322,-0.1944335336551978,0.021388064140498163,0.269661689110556,0.4197449604295011,0.016054149691083472,0.35969892266831904,0.15412302666519237,-0.08071658258421506,0.1303839135855051,0.10539912839907654,0.49781566683409734,-0.16395831276910475,0.05013759627388565,-0.11848855502422274,-0.01974336308327978,0.6234122719442691,-0.0324145173422243,0.17287867297924908,-0.04563874829599282,0.08228010577335444,0.363743584479332,-0.06859924946455953,-0.22256855134875558,0.15503477566564827,-0.0855303650087155,-0.017825065054395368,0.31683978316736183,0.18286845342811067,0.5416708060784388,0.21447759407895672,-0.5282172533231799,0.528540823400628,0.16946190413772128,0.29576678941956625,0.17110839106511488,0.2336447498021443,-0.09356958450284256,0.3509331178383693,0.05534703274274632,0.29076172020048663,0.29057212004903277,-0.4830399498012638,0.2920504886181265,0.27069563771112193,0.21259333055572727,-0.1492450961761538,-0.1696936290360424,0.45157250852125386,0.3645151138685808,0.4590797532454197,0.013011957320775414,-0.27975981474745437,0.46447176856135874,0.1587227063472833,0.0369554901487311
Cerebellum_6_L,-0.04767602434439531,-0.022689819436485605,0.028351260449105724,0.5241544370294992,1.0,0.567310542825479,-0.1414490174111938,0.6374848404403743,0.15067107191967766,0.050402496848074345,0.17407167819263414,-0.13515369801647067,-0.09269237564713557,0.18353926518911431,-0.26061865123195777,0.06321118342854572,0.4693068501933728,0.059088936260098965,0.19010358139173028,-0.036676597790282046,0.5290948501114345,0.4921236192790129,-0.16370350226710573,0.09235122538154333,0.3678691245437709,0.3354745516252724,-0.02551883835568808,-0.051240914708662585,0.6763415919846696,0.3121330652985048,-0.041923241473211054,-0.053790778999283875,-0.1739773017073534,-0.06163652129980653,-0.056980892995650956,-0.2053467849587858,0.09636719528785655,-0.026685956572693834,-0.5054722073651036,-0.30038363258796186,-0.33449093860570595,0.03654286389377213,0.42235874024465203,0.055341926273852614,0.2008350182120055,0.6022227637577926,-0.07021251452125297,-0.07830586781669839,-0.28542628413238336,0.13918529612590297,0.3061038535665377,0.001633632919988188,0.008463466202312678,-0.04054949181287315,0.1378050170568107,0.33279377320247283,0.07889470557630962,0.11123801553359874,-0.06577806777245247,-0.037064743994223895,0.34915054759892233,0.13508834178047893,-0.02850558384534853,-0.35068145449030125,0.11822234915167724,0.5995159396015577,0.04700385432024487,0.38642533421917113,-0.10614734960740727,-0.06516244935721278,-0.11189151009401171,0.10829158176075972,0.11614242526433964,-0.06586522574729518,-0.02776137482642536,-0.2282005239648069,-0.1411855713205346,0.44930676888078247,0.13868045084716207,-0.052512554641570765,-0.011887075365269414,0.08167999100061982,0.011775765489916703,-0.1435551267328981,-0.03824802392895045,0.23903955413191094,-0.1902112350833265,-0.1182599703048079,-0.20297421803859508,-0.09132944006725732,0.42007007205064567,0.008584135392198667,0.32653158432921336,0.024576931084293107,-0.0654968604201453,0.029958247896963268,0.0875451189059109,0.19921189504876882,0.5477368745375968,-0.021871926990761487,0.09325847143728545,0.5765600999178906,0.45064119425115073,0.3806036728519998,0.42886754732117915,-0.28626863226612226,0.5284690518661048,-0.1034392378950623,0.1087010015217902,-0.016656704107681632,0.055886510345995156,-0.2961376251019655,-0.13444219737467344,-0.16886122745626964,-0.08031696546970703,0.2177985778438959,-0.1983282046458752,0.15054044634189861,0.04686224114203269,0.18955764524323535,-0.12476641494045376,0.19914836955080314,0.2317507429782847,0.23528311843708113,0.5104658755953715,0.15476827211998428,-0.05414237436273905,0.11318769376279057,0.1096216038678535,0.1184833401390031
Cerebellum_8_L,-0.0187133212821964,-0.11743768899881993,0.062489209654561,0.43369741128773515,0.567310542825479,1.0,-0.17341276124355284,0.4698158645044725,-0.045727645068260506,-0.11287128210421402,0.13888103930782217,-0.3058786475596793,0.14044404088492898,0.014691487683505868,-0.19603396954725869,0.11017756310076902,0.2277571054664222,-0.1135720398345935,0.021155579677059274,-0.04211756066715967,0.4668071152553185,0.3586236019118426,-0.14223109758252575,0.24479682230251426,0.3768591196284888,0.30574122959145233,-0.12919333450440326,-0.05903128291390655,0.49912824107696646,0.3452615174859079,-0.06828914742600313,-0.21674197163835943,-0.12750754925983837,0.008665094160661148,-0.12634924733298858,-0.2058769467154002,0.14285807545618295,-0.2121442613101491,-0.4418346464129682,-0.264206748785557,-0.36713621670702584,-0.011723784870626234,0.2851645751351642,-0.107037362720627,0.08802147770247741,0.46624415192724994,-0.08392087946235353,0.025907065059577516,-0.3748135193576326,0.1365648839871806,0.15207311466145682,-0.10372218235396653,0.07276768610793306,-0.047311460807388656,0.0981074536139324,-0.01954570418319468,-0.01682081880357836,0.0883423439968482,-0.05726105594100485,0.1311341767325506,0.14323650738943164,0.15214090960582205,-0.0635164186929298,-0.4036920096006059,0.10455230121857355,0.4945124992752893,0.06368748858743785,0.529558418818756,-0.24764472366465853,-0.08047465931226078,-0.0909986601745308,0.2049370103062671,0.2472355783509002,-0.05175126164979671,-0.09634980039598777,-0.19889680082832167,-0.2559265529789618,0.26791882773812153,0.22727995876006413,0.015410814696801015,0.0351148371685213,0.13410160637802968,-0.17112148981446318,-0.26516126787236083,-0.09794686073445542,0.18448206271393686,-0.251645459104627,-0.14607819572905717,-0.19513778845805288,-0.05562047638159774,0.29143370895934784,-0.15916713319383638,0.38534952313276544,-0.055061085466160044,-0.12424109179112033,0.03165113061745035,-0.06760820967606049,0.17361073814871356,0.33055815475546746,0.0772559064026562,-0.06521730128310474,0.2725935542304555,0.33930679404278313,0.28000153834795777,0.4840644819145821,-0.445292475112395,0.3542401324117527,-0.054786778052731806,0.09870599380201404,0.0320909700328198,0.1784898574941744,-0.34934197229378616,-0.03815429422301948,-0.3225068371503042,-0.007538583316403805,0.25413274860505203,-0.23283056594059356,0.24897077684705654,0.0440667391213974,0.1841290066548894,-0.11341123396508414,0.057642360869596995,0.21494313946407778,0.2684766802504417,0.4385369024938131,0.25891837005824275,-0.11035990577530339,0.2269060584584575,-0.04147144231326494,0.02475804017175266
Occipital_Sup_R,-0.04894863987438241,-0.07737544842006114,-0.06695702128016141,0.08983676127566959,-0.1414490174111938,-0.17341276124355284,1.0,-0.08396385382791337,-0.4322182448726452,-0.07343858961035932,-0.11328726534304764,0.18358668315175394,-0.022471770827948746,-0.17772490190007437,0.3967311900979437,-0.05685743949658368,-0.3342784032279678,0.012168082239605374,0.10849187713540996,0.1859822027127084,-0.2520751151935364,-0.5173542970893411,-0.20690698525727233,-0.024328046803847488,0.07891044592703343,-0.271609266493705,-0.10887812402740994,-0.2780939907903541,-0.2761489862139042,-0.28979596434142746,0.05485498103503608,-0.33273390560990485,0.09480195054245592,-0.0008303908646479379,0.06168643569287012,0.2246047743581524,0.028867273557085307,0.28457444569012424,-0.13555945653110385,0.12132630194049027,0.15714596936364808,-0.08435679308368972,0.035784965113709266,0.13419484657295272,-0.03310609045791098,-0.24752265160445575,-0.07112116370010067,-0.04553748335754784,-0.1293739653297503,-0.17212155478740193,0.01529112328495835,0.46839591428168265,0.29973020055728866,-0.1006154796403862,0.14200158407275731,0.06889734601441887,-0.2192711524694038,0.49678940937871374,0.05757803273931468,-0.17894883397328976,-0.35125836407537203,-0.39233796259296155,0.03312583952838192,0.027969903587154798,0.06509207426141833,-0.3186193217597967,0.09120812563615692,-0.33870025738386944,-0.10650438198483159,0.2071810954387335,0.023741066778234156,-0.1336445089538815,-0.12279944163487928,-0.13571938065558609,-0.34855709550255554,0.01008023452359443,0.05166069798058974,-0.2002864764828513,0.23896248463779293,-0.1952834173471805,0.5308918518072074,0.15815331770190055,-0.293445262674467,0.5908133386062288,-0.08342138066342293,-0.26787372853981256,0.03987336307271045,0.023249096967236458,-0.13632477790908654,0.18617184593051342,-0.10584167774214095,-0.022798497068007156,0.14190066135686735,-0.051743225616515,-0.06507854090108285,-0.026087270242516666,-0.27784576057404625,-0.20531748991117135,-0.24648361174229594,0.0612670193609958,0.4426968308866002,0.3514006009906414,-0.2814152488040613,-0.4149421032008418,0.28106243169285855,-0.21133564999255253,-0.3485064518935379,0.38220144675236606,-0.1408537185344341,-0.04566315995558756,0.08548332388292451,-0.023315995962220944,-0.12651148028675774,0.2509182217983518,0.10774587642907273,0.28424315143373213,-0.02953303876321616,-0.38660478318984404,0.39513239023933355,-0.09492478505193337,0.02194583108274257,-0.1181008400055089,0.2724156016878795,0.15964751074413366,-0.20305804039906233,-0.01421829023642387,-0.10635915067788566,-0.13649873454325648,0.0872876329483277,0.49830858676138406
Cerebellum_6_R,0.08168699095394831,0.0906393651891724,0.18062061879356195,0.4399732298266755,0.6374848404403743,0.4698158645044725,-0.08396385382791337,1.0,0.082559694409309,0.3145060128620266,0.5232610090809785,-0.04362794587328951,0.10054196746336581,0.31383136506682713,-0.06209140035545537,0.182978172326293,0.3303438841652805,0.1126472059262638,0.2593164480822229,0.12362995509390302,0.7301937964034563,0.367521362539714,-0.005136624622267194,0.054125025824715664,0.41911485591014996,0.1789895986816744,0.25163896419571113,-0.020586099502715022,0.5212691803584747,0.3341326005435138,0.07659656478430701,0.007022193470470188,-0.0176163239367047,0.12262457475425247,0.28098467777361974,-0.05863842001583089,0.19608647190752754,-0.012054073607782568,-0.32017731732138993,-0.1341581487617466,-0.21143105177812715,0.17115585484374848,0.3181604983999307,0.15768942706774314,0.5390921698182346,0.5666544732106341,0.07623386973758291,0.1869730222666015,-0.14459019675517276,0.18941583278678337,0.2084232669863326,0.02496536800685709,0.04440194542411005,0.16729148017970644,0.17167184354366427,0.2140983808271086,0.21413684744997805,0.16729723693413293,0.028775782176751034,-0.06782119042921031,0.5084202757101626,0.047519855113281335,0.11499056116886268,-0.18616234785661553,0.12724596954840428,0.469919376567687,0.11034349373212445,0.48301357993879374,-0.10102975131595233,0.001909561594541135,0.05033606512801631,0.08961142313265971,0.2559390151653107,-0.06381836631065475,0.09323204920068073,-0.19694204616882308,0.18423269161293507,0.405242573740446,0.14354666125309196,0.06912930303053366,0.07024377696115508,0.15037518469364222,0.09083258696840348,0.06704530147426412,0.18350817839479827,0.15812059969702535,-0.06563464514952165,0.15406062450774247,-0.19239796232867074,-0.0749281098218674,0.36056661261584494,0.09911174015676384,0.33276651151200215,0.22283068625572783,0.10421883145603542,-0.06475598931262645,0.22913479116959584,0.014059674199079192,0.19038661413643818,0.09459502303184841,0.05940238330213005,0.483574532210856,0.2176381326028217,0.292765888179043,0.222522783613602,-0.3559138965992353,0.565235434665758,-0.10042473135745869,0.21111822261961866,0.339862488862549,0.2032770539355588,-0.13202966857360948,-0.12912739202944273,-0.04470803492983325,-0.04410509768323068,0.40131901520645885,-0.13268513588532105,0.08908907338329766,0.11021696904970153,0.2873255877747062,-0.26208279476333207,0.15131809943740743,0.1778046343774796,0.36176642042927754,0.3501704646401195,0.18834535144349598,0.07580931707548273,0.13502534021653106,0.21853718753395165,0.2073971406294617
Parietal_Sup_R,-0.03293714068148829,0.019400996505987655,0.027550327390501245,0.007992256568917335,0.15067107191967766,-0.045727645068260506,-0.4322182448726452,0.082559694409309,1.0,0.034631651680798965,0.09244496947601505,-0.042315038871907816,-0.03046600400989158,0.06753361747656822,-0.43918151058633925,0.026884763638474106,0.13350073033850166,-0.11950878703555823,-0.08337878958978892,-0.1081584579865348,0.07219723346132878,0.3672469268001005,0.1893582733298881,-0.08596981469644165,-0.24938798257580003,0.13763023727776372,0.1013592850859687,0.3202992449082394,0.16196887345030161,0.09956065735262913,0.1920862921257802,0.25535499167695896,-0.015810658269235993,0.012428289975031611,0.08786404140949328,0.04548059492347139,0.057137655206965225,-0.026848476694187457,0.1114322349314725,-0.1898525673607713,-0.09072663959623302,0.054956654817608995,0.16990468324681482,-0.11599766870586313,0.06816387234515253,0.11794091857772729,-0.11844305018330054,-0.016432388784593435,-0.010083603735619312,0.26030904043159464,-0.014743416588094457,-0.39592592934126153,-0.1264146243032717,0.0769293420218457,0.021916130865402103,0.1623893439593334,0.10991081138886517,-0.345669639634373,-0.025703956463435654,0.1161438855349158,0.41412320976265865,0.251899787741305,0.0062678917497059885,0.13758956909811654,0.11220836774471361,0.21654360504967163,-0.11461955969785174,0.11125097657800605,0.14329871433327648,-0.1379036230307738,-0.12028125245642968,-0.023405297373248424,0.11611049083655435,0.16445371322587377,0.23591285522226185,0.10275681682821741,-0.01002470233619829,0.17305329949271234,-0.01910235468046485,0.023899702271874924,-0.4668082797057477,-0.1217564752816196,0.22657485816203501,-0.3499679697111005,0.08403201631055257,0.12872186851337733,-0.010405086474027091,0.026477460372982754,0.14264547921194934,-0.19768422958243317,0.062361441233938934,0.08566474883072159,-0.08958978198185986,-0.034687440036728294,-0.04053163677664932,-0.002176356190899133,0.21859275423815758,0.1979378416748595,0.4346905264126612,0.08068464358289884,-0.36134151191093616,-0.1754072254144829,0.18426567416557366,0.15490862088814003,-0.16495185522304595,0.2175830234602433,0.2223054222987058,-0.2609733146253056,0.03656023546459411,0.012765972471221744,-0.21177950648255403,0.045014808784055935,-0.06668426482506978,-0.09090570625191255,0.052609370536781934,-0.177446800857756,0.04097912855502781,0.10296817390844601,-0.4783323679904338,0.06051171641186304,-0.10396115307001783,0.04128717564951055,0.07945230546218315,-0.18073706938434578,0.12208882420196479,0.017709977489762205,-0.015307312130497071,-0.02147703892691333,0.0693514509584426,-0.3263197024027369
Temporal_Inf_R,0.29528482430612124,0.04010190937021888,0.2767631094029462,0.05485123498000127,0.050402496848074345,-0.11287128210421402,-0.07343858961035932,0.3145060128620266,0.034631651680798965,1.0,0.5150421432894119,0.20372019067136038,0.024091400705899445,0.21008467562978209,0.04932766372112533,0.10990021594429522,0.06431347536359658,0.016604279579451042,0.05550018298801757,0.2757227472217429,0.21093739560494726,0.10442554841669206,0.23287525800796674,-0.08634227332034099,0.04642437927209171,0.05698758981163169,0.5924423432568416,0.12472768738612365,0.029253922810618314,0.07627058405585635,-0.005207674379557362,0.2601802103359484,0.21107601469212867,0.34979223268702575,0.6028817830200904,0.19188518437399,0.06744098414911068,0.17121595110578774,0.2071834959149132,0.0819300887382571,0.1149374478652559,0.16696581356793483,0.06661753239125058,0.05744914861516148,0.6351871687569078,0.22032005637839647,0.1959776998610168,0.418076140168672,0.4875704287743364,-0.025540445979225213,0.033403717804458125,-0.004053364611055895,0.12587306843288357,0.2045776784953618,-0.08101573808984766,0.2126687243192768,0.1201093776124742,0.019229964391870562,0.15566137433486624,-0.18739310820365768,0.4168099505598153,-0.06562096765446132,0.2714110284254824,0.2249037594000504,0.12391154088772731,0.08683510617824561,0.10325660087716365,0.12488349745064369,0.27930966454881156,0.0920228443304162,0.3601869105568462,-0.046289960577741304,0.23046390685187848,0.21437300276046675,0.39183448557670025,0.07030704522399737,0.5499892101406073,0.4155704059720389,0.18631962129443888,0.4225105208457035,-0.08018496256964143,0.14921601988026584,0.291697833362528,0.1569193488075592,0.5956941500846211,0.23655183251922887,0.3072045054156826,0.4165991809166648,0.08565380211002863,0.24746869538271565,0.14063618517429524,0.158394870763773,-0.19423176754286756,0.38683574346399613,0.2841134941833675,-0.026498233716503092,0.3164212130453327,-0.10714306678650529,-0.14681120362272987,-0.06541318327393736,0.01218735552342758,0.05264599997334544,-0.20646091436233727,0.1386878988358016,-0.2184992002777364,0.11760170283651397,0.23539926344569595,-0.14526730037678315,0.1838540933483348,0.47921839087385965,0.07016065237800932,0.2559869748982858,0.02871996819992879,0.12054194012365076,-0.025852565847179734,0.28616582095310533,0.11046418735487853,0.21436078897315933,0.07305968358579354,0.11722360699170158,-0.09149153467220476,0.12237434602045183,0.02761525097675213,0.08868269027696819,-0.11973002261249696,0.0871846515828876,0.14619070256050454,0.005963992975551391,0.04996026914672945,-0.021727829407918363
