,OFCant_L,Amygdala_R,Vermis_9,Raphe_M,Vermis_3,Pallidum_L,Thal_IL_L,Thal_LGN_L,OFCpost_R,Heschl_R,Occipital_Mid_L,Hippocampus_R,Frontal_Inf_Oper_L,Thal_AV_L,Insula_R,Thal_MDl_R,Cerebellum_4_5_R,Olfactory_R,Temporal_Inf_L,Thal_PuA_R,Frontal_Med_Orb_R,Lingual_L,Olfactory_L,Cerebellum_8_R,ACC_pre_L,OFClat_L,Parietal_Sup_L,Thal_LP_L,Cerebellum_Crus2_L,Fusiform_L,Rectus_L,Supp_Motor_Area_R,Thal_IL_R,Calcarine_L,Precentral_L,Postcentral_R,LC_L,Occipital_Inf_R,OFCmed_R,Postcentral_L,Frontal_Inf_Orb_2_R,Vermis_1_2,Cerebellum_6_L,SupraMarginal_L,Thal_PuI_R,OFCant_R,Cerebellum_7b_L,SN_pr_R,Caudate_L,SN_pc_L,Frontal_Inf_Tri_L,Cerebellum_9_R,ParaHippocampal_R,ACC_sub_L,Cerebellum_10_R,Vermis_10,Cuneus_L,Hippocampus_L,Cerebellum_9_L,Temporal_Pole_Sup_R,Pallidum_R,Cingulate_Post_L,Thal_PuA_L,Precuneus_L,ACC_sub_R
Occipital_Mid_L,-0.054124287204353166,0.11855296323109378,-0.09350890057999306,0.03760626511573963,0.034427861532982586,0.07299780655101895,0.018110426509957388,0.08149605702461597,0.09174261133079367,0.07406175607685339,1.0,-0.017118446356450642,-0.02342560584508822,0.013236122107203404,0.10873901376121972,0.19999004690700345,0.08790273954822425,0.15013870591573308,0.00790925677799117,0.2092150290870509,0.13828002609224668,0.07128582006857109,-0.03309886105274078,0.06635432939742483,0.26034642209590914,-0.018544104586160275,0.052460934697601706,-0.024381645439353793,0.11101524938571082,-0.028103330407441198,-0.018564609473258716,0.1515963974721831,0.1313479473087678,0.04243527267054926,0.03534192109291605,0.07609841316740032,0.023139480785916725,0.08591555491608187,0.012823849435807534,-0.09380853763818771,0.037077386685650436,-0.01570073046455305,-0.09269237564713557,0.12989233020590807,0.11464573559840784,-0.029475570646556707,-0.02816476873577551,0.300602453952682,0.1989960865811508,0.10660477306072676,-0.06167273843463101,0.052144054696929995,0.17043880221154573,0.08337605689288521,0.05889458016803377,0.05183491424409533,0.1995932907410496,0.057562268520014725,-0.10794589427894563,0.050841387598923184,0.08748416286515168,0.06893739799902285,-0.12577703388063052,0.04483228982111404,-0.10780730979367016
Hippocampus_R,0.5382028746670964,0.5608010806457014,-0.026841842941006975,0.5049440441751272,0.6055127505513659,0.2491976886078422,0.12319204496887297,0.12971286496529813,-0.1420328546877475,0.3775901528170077,-0.017118446356450642,1.0,0.13018493268507095,-0.12685694215931795,0.6095051642277749,0.07128024921087253,0.6899561220353072,0.5135215078568482,0.46091734004386564,0.2006683201414733,0.4667904645805698,0.2381856349765795,0.6802545459287844,0.055054787433254475,0.14639759447662323,0.281856396503994,0.0007242453877935894,0.3092037291954321,-0.14347392295573405,0.38722425075655403,0.21397787779437766,-0.10824525419372272,0.019915650543306494,-0.04563874829599282,-0.03259513345444087,-0.23226025817632548,0.06417705006289857,0.0017179212591676167,0.29082876954056053,0.005357718388931633,0.5625107073021592,0.616078824706523,0.024576931084293107,-0.1106258306147111,0.09984669469856267,0.5734985869503793,-0.23997103054333013,-0.05918274648243481,0.2013565746732671,0.6779439443601648,0.32465863884626894,0.125962950933986,0.6813681472176611,0.03234744265546889,-0.367519978810817,0.39617601196913077,0.06633880970826499,0.6262194304920651,0.07067901498228008,0.5376244336313171,0.05568988087886237,0.06651842890248522,0.055352575387999356,0.11592021180379837,0.1863139842729515
Frontal_Inf_Oper_L,-0.10206730410062294,0.27888785511382913,0.007914834495680739,-0.010177051686158518,0.1511011067497496,0.01688546625091601,0.35087368856932005,0.3235709478962205,0.00722414913265638,0.27637838852379903,-0.02342560584508822,0.13018493268507095,1.0,0.04053945008198114,0.4098708003014327,-0.0598030682191558,-0.035170638068478956,0.017495538057535925,0.17500030733462896,-0.018741658426469618,-0.044688546229579594,0.06502064643830144,-0.046326810217185314,-0.17095471349535246,0.12864934560379665,-0.32727786492915834,0.09122272974799606,0.20481992823461792,0.19178045398531227,0.13403038752787927,-0.18194633725409098,-0.021513032238789503,-0.04782281940197988,0.16946190413772128,0.7357994763031164,-0.22984080447801575,-0.11839915962135453,-0.15792726309203603,-0.19985618949236073,0.5037866553655947,0.0768077991675381,-0.0044422819158951386,-0.1034392378950623,0.29500470084474306,-0.0618754080081422,-0.11802401783610682,-0.02925488348819359,-0.05491209989113067,0.23964200774827618,0.1831437767146096,0.6477578682541877,-0.1809905441270536,0.14647815233925235,-0.03775180299671266,0.1440856188159714,-0.3881159332369576,-0.14353661816856053,0.16206036367174737,-0.24379518159121882,0.009305495051043732,0.0762367265543684,0.15570173573838852,0.2655101044982393,0.02817373069780905,-0.04691051639709873
Thal_AV_L,-0.019472845914393067,-0.20820139410198987,0.3245323493203257,0.07604782736861891,-0.18994288151075472,-0.04640116803949951,0.15394336784888327,0.0811037543188066,0.16860859447500498,-0.06494584977268442,0.013236122107203404,-0.12685694215931795,0.04053945008198114,1.0,-0.041961319436509444,0.03169676472474978,0.011736818183349105,-0.28488392786827554,-0.28547965543577236,-0.049811966122760516,-0.4472653251285394,0.4088890584088135,-0.08924399986761773,0.04186009158193176,-0.06720803988570996,-0.17546664408600832,-0.06697668966108565,-0.31247200810349335,0.3832738967889007,-0.008131527144333956,-0.31535610998150654,0.20222740207168527,0.12495508685562903,0.7360388622119659,0.26127062662809514,0.45318528714922196,0.006936690382363328,0.043759844468119855,-0.27148362012136684,0.38481797552132707,0.035546182031473424,-0.3241618894092075,0.40329031686678046,0.20620235477839735,0.3143061368637268,-0.16630487668604935,0.0990043152497913,0.3459051471151602,-0.1400705105924455,-0.0719066758539932,-0.23034669729574964,-0.2094240631527676,0.022565107019633865,-0.39257036066045903,0.10496038289347454,-0.20268852481607288,-0.2997672650371403,-0.11315076634101112,-0.18372038047914696,-0.2667145675862895,0.3414587623892144,0.2691030248755113,0.2677227386469969,0.527915661386208,0.4057353218458259
Insula_R,0.2364498907742923,0.5282889814580327,-0.07998112474173899,0.12674263762150742,0.5287297813406161,0.45344937645201855,0.18125837961804,0.36611940269597804,0.13738566914790354,0.4582507755274985,0.10873901376121972,0.6095051642277749,0.4098708003014327,-0.041961319436509444,1.0,0.3280971043435828,0.4415528151774276,0.4594680350459046,0.4159693484549114,0.27359894853164773,0.4434948991701007,0.23953518591185008,0.4017837260920067,-0.0036360903913877475,0.45995957955536326,0.21649450807032802,0.026580160404578352,0.33890513149133045,0.02274740611273001,0.4610288504050441,0.11539019683088746,-0.056681303546325064,0.13809127045647776,0.07003428837395298,0.15909220616370096,-0.17847362703265324,0.035087244992001505,-0.04217578452948373,0.26650535944233256,0.066343273744877,0.5988869376170223,0.3228895615245032,0.01737784454704186,0.11622834837379308,0.22664706019951628,0.319312009016968,-0.2250366347108709,0.19122696283253976,0.5480154187208786,0.4775734721007317,0.4591422578990563,0.09101295648401282,0.705593020962659,0.15734746964924817,-0.12900456990636072,0.2024126690267433,0.14002958214197658,0.6158854884323093,-0.08532032514763405,0.5237992605982479,0.3236935952179461,0.06900389283349016,0.293303774270458,0.17579821575852492,0.079096447796382
Thal_MDl_R,-0.023446799908197043,0.24959731871920968,-0.0889825672806567,-0.04940299318682068,0.04595445723760443,0.3306610884823534,0.18816566611983956,0.16239246749684633,0.23596552952130162,-0.05957630986011692,0.19999004690700345,0.07128024921087253,-0.0598030682191558,0.03169676472474978,0.3280971043435828,1.0,0.1012322397555102,0.23312351843121018,0.01698026690473483,0.6221222074774216,0.22741812439168882,-0.13644380605865777,0.028183569700322497,-0.04891497694580123,0.296989981577288,0.11602200975714064,0.09088426687555688,-0.03955273621061901,0.11876655439866839,-0.034025407153860834,0.22735005877352096,-0.03349115158814608,0.7430004926419544,-0.0324145173422243,-0.09066118388378923,-0.14899570027411085,-0.09918158735952037,-0.09133804001348704,0.3132653855417865,-0.02491233989591858,0.08803231069157927,-0.010935451895035087,0.008584135392198667,0.13085017359859327,0.4302920368751008,0.02209725084874707,-0.01580008637752909,0.20332369567310887,0.27921405492780127,0.026684588068130236,-0.11648411857225362,0.1370434294846137,0.23109131960538773,0.19566384804972622,0.07151319377342655,0.17170035609178672,-0.05176010364858542,0.0678356365242307,0.18334310192507194,0.31295550706631475,0.2123373286765771,-0.07199133290447755,0.26805527452969735,-0.022591192731608332,-0.12846100439213665
Cerebellum_4_5_R,0.38035960487590165,0.5987795997944643,-0.117841645350076,0.5338492300960835,0.7148485393559112,0.22258810488725514,0.10387181922854519,0.08846592306139286,0.19303073401316964,0.4751268834482436,0.08790273954822425,0.6899561220353072,-0.035170638068478956,0.011736818183349105,0.4415528151774276,0.1012322397555102,1.0,0.4519323135012346,0.5042252982804344,0.09418743428861426,0.1720105309698921,0.4533332399727792,0.5813102551922551,0.11108302397833283,0.34794219917626557,0.16182911133430658,0.0806924811282158,0.31718272688082894,0.07956134232524989,0.5030004802373396,0.33119698706641687,0.11588756924732334,0.017797891750527373,0.19741412981050824,0.08964384975716508,-0.04182211618397515,-0.013948138761262427,-0.009056818221111226,0.27736665331675076,-0.03884226769015198,0.4179732947268509,0.6630264762724255,0.17407167819263414,-0.005881334981766996,0.19677014061948928,0.4538037591900012,-0.051169131131537766,0.3095017500417493,0.2867629708251443,0.4337577428366634,-0.013969822339633928,0.23236236042378355,0.74755374684124,0.13048778763369306,-0.22479648559539542,0.5816944460920392,0.1877839157054547,0.6272227647539123,0.11308187529327887,0.46025052160090474,0.3053983455782817,0.2733168663435971,0.01739468846368361,0.3187934246581044,0.19608256667594048
Olfactory_R,0.38952610193878656,0.5100343332758156,-0.373001290000079,0.30270950184375417,0.26150700555055356,0.4746878108648474,0.19696052169986653,0.22670294717393008,0.15620251286036743,0.25961745254780355,0.15013870591573308,0.5135215078568482,0.017495538057535925,-0.28488392786827554,0.4594680350459046,0.23312351843121018,0.4519323135012346,1.0,0.3950536742692986,0.2571228021479381,0.5501310868938772,-0.16226472246187917,0.6405461324587445,-0.057214972722762575,0.3529951447913459,0.24716145200932418,-0.11080751729585014,0.3066672608259791,-0.08620801351498315,-0.009106958711393559,0.6370609013652858,0.000284606955403882,0.21257350035146827,-0.33398757161830006,-0.006686832985804876,-0.2354882366272762,-0.20337538788955128,-0.013442947936650422,0.5550116443496361,-0.0654443612980772,0.41477043526699187,0.2971408605887758,-0.4000831257194458,-0.10747255797792368,0.10965273893410259,0.5563427574498072,-0.0016445943492386908,-0.1495595796769049,0.5095951340094622,0.2718463209665795,0.18835168194873875,0.14901418247350026,0.5171033464582818,0.47196552161562855,-0.5042372869907313,0.17695065149496503,0.10464375992608013,0.46153014799794595,0.07785711801666716,0.42253275413406427,0.12936400552568,-0.25176099319451034,0.10131212806844887,-0.2510701406379847,-0.14909992825030785
Temporal_Inf_L,0.1721327855109967,0.47988613477631026,-0.5233508015839661,0.19709799121751026,0.5472927416715395,0.12993343310029828,-0.11284053748564252,-0.06953057037764596,0.01769321875784251,0.4134986425082385,0.00790925677799117,0.46091734004386564,0.17500030733462896,-0.28547965543577236,0.4159693484549114,0.01698026690473483,0.5042252982804344,0.3950536742692986,1.0,0.08111189418794766,0.36136102180826757,0.37402385250017595,0.3965133855971062,0.011983266572114595,0.1993970095994,0.025404482060694133,0.0963990701066492,0.5371717936029118,-0.02635918750607831,0.5319849961420782,0.22922936435697042,0.26538008208705083,-0.07076170193194822,-0.08071658258421506,0.18009247325331593,-0.09811212848549766,0.1115454791345418,0.038522931172522805,0.3316127016823351,-0.21228338828902635,0.3326305390884672,0.6018060552492587,0.011775765489916703,0.04323890072725886,0.08195569541396834,0.2879803891554976,-0.24146991836844361,0.1048729722473888,0.2762204019253529,0.35199362112040233,0.29972611999833315,0.16162033353274863,0.37916857067406495,0.08206945954131444,-0.3337438784527187,0.3072024177258202,0.28345263255987196,0.5867902653851792,-0.060091490067609804,0.3540128183445576,0.07901052764915428,0.4005950939438599,-0.08761767277126867,0.23154952247231259,0.09126628809761701
Thal_PuA_R,0.14906244498589258,0.16481038387998811,0.028848318277926673,-0.10275689308125545,0.045284774388246365,0.09753592610809242,0.23396788190081433,0.19057218238270454,0.07633027342724652,-0.21167497332970753,0.2092150290870509,0.2006683201414733,-0.018741658426469618,-0.049811966122760516,0.27359894853164773,0.6221222074774216,0.09418743428861426,0.2571228021479381,0.08111189418794766,1.0,0.39251902736695393,-0.08539747221247454,0.15303312197645816,0.060037199827707825,0.1644407767134901,0.16229755803922602,0.06289978076868795,-0.1809797042806811,-0.05560245428645015,-0.09559131679080862,0.11536986324400392,-0.24973354453166538,0.719029161968041,-0.1131137346786056,-0.18710509901528752,-0.3953032694874287,-0.10606760899152835,-0.029229931359363404,0.31898801872384447,0.12603028141778028,0.10991292149962728,-0.0362756644698971,0.055341926273852614,-0.17596448807978876,0.1532063740252972,0.1884842312920305,-0.0007048071540082949,0.056493450098750175,0.05239755789066451,0.196344613934886,-0.05628078734289213,-0.14207522555163338,0.09190975087001907,0.0036501530394704653,0.0808688078706384,0.12646421162819232,-0.04589388700352834,-0.016191846187838383,0.21989138366128758,0.28234235310540184,0.003919185685194126,-0.1356478202480178,0.14748343553603668,-0.12190478377697672,0.004666403169537859
Frontal_Med_Orb_R,0.4019169242318131,0.1846934027872977,-0.18376022960687907,-0.003927499592281632,0.19104911009741607,0.3146991978250929,-0.04688050607577531,0.08192280633570045,-0.2561547953573064,0.006679798315268328,0.13828002609224668,0.4667904645805698,-0.044688546229579594,-0.4472653251285394,0.4434948991701007,0.22741812439168882,0.1720105309698921,0.5501310868938772,0.36136102180826757,0.39251902736695393,1.0,-0.1792810409342312,0.506147052540563,0.12484898102462907,0.2551231308399776,0.39003545706605686,-0.1293644749658774,0.16213294125103947,-0.3609947549782715,0.016783649447620144,0.4328860508496372,-0.3081395253281151,0.16017874904958418,-0.4830399498012638,-0.314455257338999,-0.4889159384356028,0.029519504318241716,0.05925671520713694,0.6000813607586389,-0.2086236420593829,0.4299412733517702,0.2564759091996474,-0.1983282046458752,-0.16234806264050936,-0.1482418249902038,0.5635775064275205,-0.06748669494852452,-0.33089588790564567,0.2910055263407125,0.3258379417437748,0.27708967552524594,0.09663635047451621,0.27999728279665625,0.24502078148955322,-0.27502880708053085,0.23456339394847273,0.14358242101810606,0.311905969122861,0.1523882832693815,0.538552902017911,-0.08078539945902252,-0.2855095437318547,-0.02976305919659181,-0.3307259882643107,-0.1087449268899734
