,Thal_PuL_R,Thal_LGN_R,Rolandic_Oper_L,Angular_L,Frontal_Inf_Oper_R,N_Acc_R,Amygdala_L,Amygdala_R,ACC_pre_R,Calcarine_R,Frontal_Med_Orb_L,Vermis_7,Cerebellum_6_L,Thal_VPL_L,Precentral_L,Frontal_Inf_Oper_L,Thal_VL_L,Frontal_Inf_Tri_R,Angular_R,OFCant_L,Vermis_10,Parietal_Sup_L,Olfactory_L,Cerebellum_Crus1_R,Cerebellum_9_R,Cingulate_Post_R,Cerebellum_9_L,Pallidum_R,Temporal_Pole_Mid_L,Frontal_Mid_2_R,OFCant_R,ParaHippocampal_L,Temporal_Sup_L,SN_pc_R,Frontal_Sup_2_R
Frontal_Med_Orb_L,0.05566790840664652,0.14416072113067618,-0.18542053533353686,0.16987685615337658,0.18721157787453999,0.048518052021003,0.1363722535307361,0.1494121409972367,0.33446233238957274,-0.41048063669731316,1.0,-0.027452346956263692,-0.30038363258796186,0.13895788433185427,-0.17979464213325586,0.00503850603444357,-0.08079274436805843,0.25073991745549673,-0.061476591575740154,0.045837116347459,-0.013753234121281176,-0.18741049085083683,0.09523292827928742,-0.21702536107822284,-0.0816121712039864,0.01057214762548381,0.16488135549246813,-0.17745324207418375,0.3148348376359792,0.1180403366662501,0.13349291975964678,0.1620309631330211,-0.024177286324065298,0.30054933493966957,0.21140804076870354
Vermis_7,0.30720876708648587,0.04485187213577235,0.15649005273094585,0.42703832277089515,0.10781704193997164,0.0021465462016737606,-0.29114704189784096,0.072472486419729,0.2539568286708995,0.10200862583864782,-0.027452346956263692,1.0,0.001633632919988188,-0.05688139035687335,0.32053355664633815,0.2688858425963486,0.23754924892963203,0.041694086812320154,0.1643833786182332,-0.16226416333157384,-0.4203793748624412,-0.06169520049653786,-0.1537343171259453,0.34731901062100595,-0.3319716857287749,-0.04920380484358669,-0.09773861730611252,0.026608725632420657,-0.21487718734923472,0.008685561586884862,-0.24383829937641757,-0.09637250887016977,-0.08739456522513753,-0.037414575093430304,0.08371092535921598
Cerebellum_6_L,0.055886510345995156,-0.0654968604201453,0.11318769376279057,-0.26061865123195777,-0.09132944006725732,0.028351260449105724,-0.02776137482642536,-0.1411855713205346,-0.13515369801647067,0.6763415919846696,-0.30038363258796186,0.001633632919988188,1.0,0.19914836955080314,-0.08684118580429855,-0.1034392378950623,0.13868045084716207,-0.11189151009401171,0.3061038535665377,0.04700385432024487,0.34915054759892233,-0.041923241473211054,-0.02850558384534853,0.42246938875172285,0.029680052033063696,-0.1505655162376688,0.33279377320247283,0.42235874024465203,-0.28626863226612226,-0.04579556872600351,-0.06577806777245247,-0.02551883835568808,0.45064119425115073,-0.28542628413238336,-0.04767602434439531
Thal_VPL_L,0.13488881842549216,0.022770368430477934,-0.2555959247757882,-0.1895827134228018,0.12258231585070768,0.08601724931639004,0.10137519463367232,-0.012974973899206599,0.028863147199028712,0.02969180633931252,0.13895788433185427,-0.05688139035687335,0.19914836955080314,1.0,-0.4545064882103275,-0.19335281472520904,0.2433718593316985,0.12225664367350542,-0.05507672476180117,0.04686555889729416,0.31191303418524974,-0.23243794774867885,0.02311796671134317,0.006563644545852089,0.04365439108451958,-0.08023043210321283,0.38811768687221965,0.10284799055387488,0.195455666673487,-0.008123272067804077,0.037544612236350125,0.08739981684184257,0.30541874385552237,0.2618964786576224,-0.14654220848096872
Precentral_L,0.14275315606519903,0.09597867832614478,0.7508822388798413,0.20031414121121868,0.328974229553651,0.02220265767516216,0.08699649837715644,0.28885664582343107,0.18012883624203607,0.21771109738308245,-0.17979464213325586,0.32053355664633815,-0.08684118580429855,-0.4545064882103275,1.0,0.7357994763031164,0.23930310354065257,0.3020508222755557,0.1408200362110393,-0.19410051526764988,-0.4163629479652218,0.1863476073883021,-0.03741540680806719,0.12735307948013092,-0.1347721070234545,0.03977740115113517,-0.4404649719485791,0.17919983693829641,-0.28535762844681023,0.22528020740352767,-0.18613240410740423,0.17973204681942623,0.006132591577124766,-0.12454787224000345,0.4173354111994338
Frontal_Inf_Oper_L,0.12027123099443719,0.03399174076256583,0.5484659074820809,0.18094237250296527,0.6087308288646462,-0.10784989838392924,0.01534262230570036,0.27888785511382913,0.1769829040339066,-0.09647300272935508,0.00503850603444357,0.2688858425963486,-0.1034392378950623,-0.19335281472520904,0.7357994763031164,1.0,0.25366871179966416,0.5247693408289313,0.03624966025713037,-0.10206730410062294,-0.3881159332369576,0.09122272974799606,-0.046326810217185314,0.2510876231513179,-0.1809905441270536,-0.21230401948048494,-0.24379518159121882,0.0762367265543684,-0.19550918350324878,0.23044392979099376,-0.11802401783610682,0.16126966296747386,0.05332350499766047,-0.1208957904648477,0.27593116747894786
Thal_VL_L,0.2165475064849737,0.025619036786559895,0.18960364756933867,-0.005117982105188058,0.3595724573660765,0.2821114938493084,0.17804741269994911,0.20966109095950639,0.21282836432389823,0.20463967352894136,-0.08079274436805843,0.23754924892963203,0.13868045084716207,0.2433718593316985,0.23930310354065257,0.25366871179966416,1.0,0.2412973761258978,0.09695921615131403,0.0006431722317357015,-0.026493853369898308,-0.08148144320272252,0.07221191912503316,0.2824513546311989,-0.06331643040292381,0.07117521744763879,0.0072079319699345085,0.4962540734250662,-0.149627704262422,0.2948520026656765,0.03764446910252515,0.27471615352789336,0.12896260839128404,0.008659725016107922,0.2799866504520591
Frontal_Inf_Tri_R,0.17470919950418662,0.2502401237204219,0.4038936954024115,-0.00883675770618491,0.7819425604465055,0.08707234898898769,0.4506021429272729,0.5176565498617556,0.11065583021001225,-0.11229361246059383,0.25073991745549673,0.041694086812320154,-0.11189151009401171,0.12225664367350542,0.3020508222755557,0.5247693408289313,0.2412973761258978,1.0,-0.04969696464975182,0.06654491093684194,0.0359265628628208,-0.010698602519436945,0.21363818755431566,-0.04930451568826436,-0.023704541970424684,0.21856246830986845,-0.20336645071454218,-0.0044237700471111,0.12681633483076035,0.6691096280172344,0.100998256510062,0.5516438698809201,0.13777097117743403,0.2753382913084031,0.5649495849941526
Angular_R,0.05806720416466338,-0.03751964351816258,0.18650723524397556,-0.07043063154243538,-0.06794560416506071,-0.05709060413381854,0.0674476497142947,-0.005895495320272603,0.0005705074377865179,0.25442586851442944,-0.061476591575740154,0.1643833786182332,0.3061038535665377,-0.05507672476180117,0.1408200362110393,0.03624966025713037,0.09695921615131403,-0.04969696464975182,1.0,0.03494480829023916,0.010813829978634384,-0.04489878646071272,-0.026001575287571244,0.15108417964891882,-0.135483449139407,-0.08898645832700842,0.04709092612478728,0.0774241367044584,-0.05479228656094187,-0.020770206731472424,-0.023317808096863277,0.06724390567577192,0.17951239681448408,-0.16676783362821315,-0.008941512471875997
OFCant_L,-0.10384590414022833,0.05662677697465869,-0.36408611548520003,0.023098173652011098,-0.023806054415749876,0.08577521385328239,0.21715917175092314,0.03404387634390634,-0.05175415996453555,-0.1335931686550259,0.045837116347459,-0.16226416333157384,0.04700385432024487,0.04686555889729416,-0.19410051526764988,-0.10206730410062294,0.0006431722317357015,0.06654491093684194,0.03494480829023916,1.0,0.20573159163142987,-0.07943172380313199,0.8342732426743082,0.12584560049509882,0.001219505928808999,-0.15006308913843763,0.013066174039889732,0.06257230638043818,-0.027887205518967822,-0.11865847044204449,0.8884558241808951,0.07778544895233581,0.014698407042445655,-0.04075600231892204,-0.13626087782940624
Vermis_10,-0.1570503409680034,0.12831339012979326,-0.17233245151967752,-0.36600143979213057,-0.10480161937644507,0.15291933411971506,0.42519611540628055,0.23194519234358646,-0.043053011060041425,0.15900396066677533,-0.013753234121281176,-0.4203793748624412,0.34915054759892233,0.31191303418524974,-0.4163629479652218,-0.3881159332369576,-0.026493853369898308,0.0359265628628208,0.010813829978634384,0.20573159163142987,1.0,0.09787750586269627,0.31150792818957224,-0.02545973095526544,0.3311316773760783,0.06625463807057641,0.4627778511183788,0.2014307347646505,0.1851198463569072,0.08207895165987043,0.29304422561920157,0.40542357439130683,0.25015618357345,0.2659731499233541,-0.07958128273522157
Parietal_Sup_L,-0.03450136892820619,0.0512097599721233,0.11167257928360227,-0.028701080938168033,-0.0176407215921571,-0.09038788966421488,0.04734515708802244,0.07547404928618859,-0.060571459415321445,0.036301172705609494,-0.18741049085083683,-0.06169520049653786,-0.041923241473211054,-0.23243794774867885,0.1863476073883021,0.09122272974799606,-0.08148144320272252,-0.010698602519436945,-0.04489878646071272,-0.07943172380313199,0.09787750586269627,1.0,0.011680735561234331,0.06432827519221529,0.20079352966327216,0.07496698102225745,-0.11906738103304687,0.039598449495996606,-0.16081749105742768,-0.1210361305493291,0.006191364489504687,0.029641792980442283,-0.05759171289986446,-0.12213018173114822,-0.04759695864243544
Olfactory_L,-0.08036643845700112,0.23961152190962978,-0.20050882626216476,-0.07354368167085572,0.056982793029638525,0.1941683632351938,0.4844916518332661,0.31390438032525186,0.12636941529968737,-0.14476926362567896,0.09523292827928742,-0.1537343171259453,-0.02850558384534853,0.02311796671134317,-0.03741540680806719,-0.046326810217185314,0.07221191912503316,0.21363818755431566,-0.026001575287571244,0.8342732426743082,0.31150792818957224,0.011680735561234331,1.0,-0.018884289343378897,0.14696624324101354,0.07393246207795988,0.022701425116229294,0.1534141668344468,0.061079985851504835,0.09837597338586507,0.8927038990231194,0.3453904687687396,0.10100894363862953,0.18592121605018141,0.0708985894292472
Cerebellum_Crus1_R,0.16983507947378185,-0.11514392401040734,-0.054379083699142246,0.23883435695829316,0.07586478828181924,-0.07757581926093081,-0.4294513040776122,-0.017276185200813254,-0.0117400578874515,0.25033935006664654,-0.21702536107822284,0.34731901062100595,0.42246938875172285,0.006563644545852089,0.12735307948013092,0.2510876231513179,0.2824513546311989,-0.04930451568826436,0.15108417964891882,0.12584560049509882,-0.02545973095526544,0.06432827519221529,-0.018884289343378897,1.0,-0.22219096345581002,-0.37270942005772567,0.17880753166493552,0.22371259780633623,-0.5798916052164559,-0.22950724633330635,-0.016453306849572722,-0.1236818400787352,-0.1266056763174001,-0.32068947043917356,-0.17025321129527032
Cerebellum_9_R,-0.1935912999645131,-0.04554784478462123,-0.07649381514751259,-0.36655174161926934,-0.03832006075931896,0.20351166609167598,0.29827713263415545,0.12985360866030005,-0.01090739840172458,0.03914276584363512,-0.0816121712039864,-0.3319716857287749,0.029680052033063696,0.04365439108451958,-0.1347721070234545,-0.1809905441270536,-0.06331643040292381,-0.023704541970424684,-0.135483449139407,0.001219505928808999,0.3311316773760783,0.20079352966327216,0.14696624324101354,-0.22219096345581002,1.0,0.16027325263745937,0.13325255878479977,0.11912880127675406,0.22556882338028084,0.06054090434688856,0.13325300242020532,0.2088596449851202,0.14633437424788742,0.1219557127068064,0.117157955156238
Cingulate_Post_R,0.3508418697493929,0.533823511513208,0.26961666463852596,-0.15952179466965896,-0.04078568590774538,0.27466698916534477,0.35084395453317113,0.25969641140493066,-0.053804994113766186,0.09083700387955071,0.01057214762548381,-0.04920380484358669,-0.1505655162376688,-0.08023043210321283,0.03977740115113517,-0.21230401948048494,0.07117521744763879,0.21856246830986845,-0.08898645832700842,-0.15006308913843763,0.06625463807057641,0.07496698102225745,0.07393246207795988,-0.37270942005772567,0.16027325263745937,1.0,-0.3054293230587487,-0.13849747472083673,0.09967800179009279,0.5567392453068676,-0.10191595352104224,0.34106949652377966,-0.014159444859300447,0.3201176043882958,0.4431072350171176
Cerebellum_9_L,-0.2923033952008497,-0.14496054358473326,-0.43079906638247173,-0.09028295516688715,-0.05280727057321317,0.12915901325981594,-0.09760198884203221,0.021791096585714983,0.23852039426405028,-0.035498023798569034,0.16488135549246813,-0.09773861730611252,0.33279377320247283,0.38811768687221965,-0.4404649719485791,-0.24379518159121882,0.0072079319699345085,-0.20336645071454218,0.04709092612478728,0.013066174039889732,0.4627778511183788,-0.11906738103304687,0.022701425116229294,0.17880753166493552,0.13325255878479977,-0.3054293230587487,1.0,0.18289326110212958,0.23370520320031624,-0.16597212207342438,0.0767347552526161,0.025896153619881672,0.11246271719850102,0.2153973087913006,-0.2579564244826369
Pallidum_R,-0.048547193873214205,-0.00021120926942495445,0.1142212009488317,-0.10827871471574564,0.12212067030708569,0.3443933339133678,0.19706223611555465,0.1339451370729701,0.15001008134577312,0.37895375273359944,-0.17745324207418375,0.026608725632420657,0.42235874024465203,0.10284799055387488,0.17919983693829641,0.0762367265543684,0.4962540734250662,-0.0044237700471111,0.0774241367044584,0.06257230638043818,0.2014307347646505,0.039598449495996606,0.1534141668344468,0.22371259780633623,0.11912880127675406,-0.13849747472083673,0.18289326110212958,1.0,-0.0012400852249923788,0.05897308730154172,0.11693915960481205,0.2243915774890397,0.301888200119346,-0.13106669585726166,0.18081668059228903
Temporal_Pole_Mid_L,-0.31496673522417257,0.017455979100660535,-0.16282476988360245,-0.0886831120415719,0.04344546058164753,0.037669275428384656,0.4253511061663589,0.18424888224961006,0.22235967722127314,-0.3625168416200704,0.3148348376359792,-0.21487718734923472,-0.28626863226612226,0.195455666673487,-0.28535762844681023,-0.19550918350324878,-0.149627704262422,0.12681633483076035,-0.05479228656094187,-0.027887205518967822,0.1851198463569072,-0.16081749105742768,0.061079985851504835,-0.5798916052164559,0.22556882338028084,0.09967800179009279,0.23370520320031624,-0.0012400852249923788,1.0,0.24683004570457792,0.1515233483925384,0.30179899949568656,0.08348885538136688,0.4249960072370412,0.12385665593764471
Frontal_Mid_2_R,0.17708600138656622,0.35392756681312976,0.46782548218017156,-0.058248475815116496,0.519376273175875,0.3087299003791534,0.5257006868678348,0.5451003469631087,0.18788926513613502,0.026832110516037486,0.1180403366662501,0.008685561586884862,-0.04579556872600351,-0.008123272067804077,0.22528020740352767,0.23044392979099376,0.2948520026656765,0.6691096280172344,-0.020770206731472424,-0.11865847044204449,0.08207895165987043,-0.1210361305493291,0.09837597338586507,-0.22950724633330635,0.06054090434688856,0.5567392453068676,-0.16597212207342438,0.05897308730154172,0.24683004570457792,1.0,-0.055082210380766834,0.6643755229141052,0.13499480381018233,0.29547402291955877,0.7193498846904521
OFCant_R,-0.1647363057876675,0.08873342750606049,-0.36103441105322925,-0.017852508997260524,-0.007496907434118382,0.10457245691852753,0.38432315152249397,0.130276301247227,0.07133362553270077,-0.23931333785016815,0.13349291975964678,-0.24383829937641757,-0.06577806777245247,0.037544612236350125,-0.18613240410740423,-0.11802401783610682,0.03764446910252515,0.100998256510062,-0.023317808096863277,0.8884558241808951,0.29304422561920157,0.006191364489504687,0.8927038990231194,-0.016453306849572722,0.13325300242020532,-0.10191595352104224,0.0767347552526161,0.11693915960481205,0.1515233483925384,-0.055082210380766834,1.0,0.19995896217684486,0.0781631842404055,0.11508465037636445,-0.06723086261561369
ParaHippocampal_L,-0.001944435452903881,0.4210130408893958,0.2947317275358854,-0.00853555993974889,0.4074321666602553,0.37092731163043974,0.7653982280625146,0.8111690027127008,0.23306443100718047,-0.08572912486937906,0.1620309631330211,-0.09637250887016977,-0.02551883835568808,0.08739981684184257,0.17973204681942623,0.16126966296747386,0.27471615352789336,0.5516438698809201,0.06724390567577192,0.07778544895233581,0.40542357439130683,0.029641792980442283,0.3453904687687396,-0.1236818400787352,0.2088596449851202,0.34106949652377966,0.025896153619881672,0.2243915774890397,0.30179899949568656,0.6643755229141052,0.19995896217684486,1.0,0.041014003328453494,0.3324283375250472,0.5525431635665478
Temporal_Sup_L,0.06553902019213405,0.011466754281423786,0.2976179459158441,-0.4042651306755714,-0.017048258614824577,-0.09998100353422786,0.25169271540515537,-0.1139944450555902,0.03287231902301112,0.4278940034221562,-0.024177286324065298,-0.08739456522513753,0.45064119425115073,0.30541874385552237,0.006132591577124766,0.05332350499766047,0.12896260839128404,0.13777097117743403,0.17951239681448408,0.014698407042445655,0.25015618357345,-0.05759171289986446,0.10100894363862953,-0.1266056763174001,0.14633437424788742,-0.014159444859300447,0.11246271719850102,0.301888200119346,0.08348885538136688,0.13499480381018233,0.0781631842404055,0.041014003328453494,1.0,-0.07946878665982754,0.08776357398711404
SN_pc_R,0.03447665837052337,0.20309264459325066,-0.1667096048168095,-0.06669759605225258,0.22035744501263252,0.1712308862912503,0.3079189437263667,0.41541338993180343,0.2243054176233269,-0.20904534674755806,0.30054933493966957,-0.037414575093430304,-0.28542628413238336,0.2618964786576224,-0.12454787224000345,-0.1208957904648477,0.008659725016107922,0.2753382913084031,-0.16676783362821315,-0.04075600231892204,0.2659731499233541,-0.12213018173114822,0.18592121605018141,-0.32068947043917356,0.1219557127068064,0.3201176043882958,0.2153973087913006,-0.13106669585726166,0.4249960072370412,0.29547402291955877,0.11508465037636445,0.3324283375250472,-0.07946878665982754,1.0,0.18631296693185634
Frontal_Sup_2_R,0.24635508872701897,0.2853267581480429,0.4558700494242263,0.05148139540740698,0.4422744088556411,0.35098728645446275,0.44896606017979335,0.5014763295386135,0.29701588837859055,0.09876708581512471,0.21140804076870354,0.08371092535921598,-0.04767602434439531,-0.14654220848096872,0.4173354111994338,0.27593116747894786,0.2799866504520591,0.5649495849941526,-0.008941512471875997,-0.13626087782940624,-0.07958128273522157,-0.04759695864243544,0.0708985894292472,-0.17025321129527032,0.117157955156238,0.4431072350171176,-0.2579564244826369,0.18081668059228903,0.12385665593764471,0.7193498846904521,-0.06723086261561369,0.5525431635665478,0.08776357398711404,0.18631296693185634,1.0
