,Occipital_Mid_L,Thal_MDm_L,Thal_MGN_R,Cerebellum_6_L,SupraMarginal_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,ACC_pre_L,Thal_PuM_R,Frontal_Sup_2_L,Temporal_Pole_Sup_L,Cerebellum_9_R,Thal_MDl_R,Cingulate_Post_R,Putamen_R,Heschl_L,Thal_PuM_L,Thal_MDl_L,Rolandic_Oper_L,ACC_pre_R,Vermis_9,Cuneus_R,Caudate_R,Cerebellum_8_L,Cerebellum_10_R,ACC_sup_R,Hippocampus_L,Vermis_10,Pallidum_L,Parietal_Inf_L,Postcentral_L,Pallidum_R,Fusiform_R,Frontal_Inf_Orb_2_R,Cerebellum_9_L,N_Acc_R,SN_pc_R,Angular_R,ParaHippocampal_R,Thal_VL_L,Thal_VPL_R,ACC_sub_L,Postcentral_R,Precentral_L,Thal_LP_R,Frontal_Sup_Medial_R,Raphe_M,N_Acc_L,Caudate_L,Cerebellum_6_R,Cerebellum_4_5_L,SN_pr_L,Parietal_Inf_R,Frontal_Med_Orb_L,Vermis_3
Temporal_Pole_Sup_L,0.38367393219245405,-0.001542539029477312,-0.35928417832500564,0.7789200172368563,0.3207077045647591,-0.12584584427194948,-0.3092121877630063,0.34568631994342375,0.121560977726506,0.2784577389572389,1.0,0.3902828308697271,-0.04942585824153005,0.04605774286765625,-0.29285222946398815,0.7606550749415173,-0.07800614101890627,-0.4831570532342064,0.3086953287195323,0.7469680832805471,0.4236780512750256,-0.2541760171379569,0.1873955391990143,0.8020709924853197,0.009990882286648017,0.5427725962667556,0.3439248566271221,0.7330639640375297,-0.06622300342917246,-0.31939265767939,-0.3335846267761619,-0.2183517392503373,-0.2096677344724611,-0.5228114334018459,0.6644498084599074,0.2950579973246044,0.31163486130046386,-0.4377480506740023,-0.20981376973519306,-0.07088801178109175,0.4714008468046983,-0.11378379602191138,-0.0724962884110909,-0.2594689936246576,-0.3537884402230254,0.11483761131345031,0.32609702441025684,-0.019614117867200704,0.3490270983009465,0.2469193579889503,0.5281919424725077,0.46775155711550215,-0.11216500238497759,-0.13418101199822638,0.35001043374553675
Cerebellum_9_R,0.0746316297625396,0.009557812378586604,-0.06764040417610394,0.5540101408329218,0.46473448940548023,-0.04776451481953944,-0.10314359505385712,0.2588766657495776,0.3777245082154545,0.40414122910505107,0.3902828308697271,1.0,0.18887684266057078,0.18526559684019558,-0.15025527833380595,0.4996276133004464,-0.007176258705613057,-0.4515525863699353,0.2960547318005125,0.4320699471658026,0.19771035242723675,-0.22123586628472264,0.32311194968529916,0.4928709777564953,0.26289102218640437,0.28481958091623594,0.47303059945904513,0.6392069963673089,0.12125132500771747,-0.057270535662381786,-0.039029817637189025,0.09802057596091128,0.15177790145984646,-0.10974728537356669,0.4429372620718427,0.3722035995577784,0.5044461492597188,-0.46943481064356385,0.1710156765487888,0.02512911938288002,0.6141794281235284,-0.023133252972977244,-0.312359059735616,0.07307019932220649,-0.2053560555611391,0.19173642599791582,0.32363691667405226,-0.05242481175787609,0.42334838941472425,0.4663055784436453,0.36555126298765334,0.5050173548648088,-0.38130391357994176,-0.20704205933438433,0.17701380044473158
Thal_MDl_R,-0.11492235752002315,-0.041515003452121585,0.2811841523779511,-0.22389256700673885,0.03851377452941715,0.20337080019961065,0.4328489460568125,0.3600340908358599,0.22079911823649975,0.4700050247243697,-0.04942585824153005,0.18887684266057078,1.0,0.4649883015962802,0.553995254380721,0.10577555365759443,0.3871784106812969,-0.09650160909773153,0.3184300479900417,0.18552479403228656,-0.07817187199342349,0.23927019333406682,0.3694797454238738,-0.13394296393050703,0.45343776527740626,0.3222993514747715,0.3992118797683631,0.16336818939118808,0.4365272743215764,0.27990649003348184,0.39750204708606746,0.5268235651114348,0.6141540713027256,0.5041344294947572,-0.12265948927409474,0.38587069726565665,0.40487153680159554,0.22193615211282156,0.5300354095591011,0.2981411711739268,0.4882125311418084,-0.11748457227965804,0.17630708165097894,0.4882080371944778,0.321235861200836,0.5617087374019197,0.11361220089534646,0.09498454310976216,0.35098770564357173,0.3454101162764104,0.2616250210351025,0.26337899030952994,0.13826684446862858,-0.3312431340077744,0.3772053647097275
Cingulate_Post_R,0.13518901937547867,0.10994138987093402,0.17766704174578193,-0.06975322417042013,0.1644839244621886,0.29715709304350446,0.5040408383733298,0.26207447540032,0.48888119831682775,0.6394224904415208,0.04605774286765625,0.18526559684019558,0.4649883015962802,1.0,0.4588414601174252,0.2262860271765049,0.6483583931419479,0.049528518464875944,0.4463309332365237,0.26004196145866076,-0.13288599118031186,0.2854504062804469,0.49688461865608713,-0.07634033767749726,0.2575504280109019,0.43049106047660946,0.5961556313627988,0.11236413223619102,0.4482658197171622,0.2507853914984676,0.4137572076016687,0.5694320569397315,0.4106153256727358,0.4428958459252866,0.07140894663480249,0.42590693966168375,0.4973123058338473,0.42041095222219294,0.6658446182391755,0.4056899599127411,0.5223061397447809,-0.17691421868887738,0.4911764289135421,0.5284457902895189,0.35793936509591495,0.4765448618571327,0.1517289136143561,0.1668203986161211,0.5531157556248673,0.1863532482350872,0.47878579213197625,0.3873000580613244,0.4440946161800675,-0.3079752186661324,0.531200521105442
Putamen_R,-0.29840322238349837,0.040459295923965695,0.5177278819800859,-0.4986897104902883,-0.1443476850672169,0.4048755991821083,0.5962037329757213,0.2619137220208858,0.30954202058092434,0.45436257522174883,-0.29285222946398815,-0.15025527833380595,0.553995254380721,0.4588414601174252,1.0,-0.17150767756568178,0.4595144650700332,0.4022095399163166,0.3092234382715963,-0.12695479983230876,-0.1997687990659567,0.6548594043877579,0.22429508278790214,-0.3938080902761018,0.49763054266939966,0.2685370158325608,0.34992192470996,-0.059205177764458536,0.31503857405902336,0.45838817597350673,0.5491919419203681,0.5524323406462132,0.6290396125166667,0.7741103967635286,-0.27770983013609213,0.13589547296709753,0.2688171405562233,0.68012890700469,0.5008357881264305,0.4469432819093161,0.2538371542387749,-0.03566089542762154,0.5596238101699781,0.6536714155859112,0.5302619675903247,0.543818909809931,-0.09584040894345548,0.25714534814310386,0.21018636806697646,0.21330597638951945,0.21248505056875763,0.023883114145205473,0.5891634742787616,-0.2753571672930959,0.4396320086523646
Heschl_L,0.4060384455562099,-0.0901880291260585,-0.2825846355640255,0.7918685249986036,0.49354096085548094,-0.035892691158673044,-0.07963630666114417,0.29267772276067944,0.3199773018653279,0.5146693187139567,0.7606550749415173,0.4996276133004464,0.10577555365759443,0.2262860271765049,-0.17150767756568178,1.0,0.1087772779158448,-0.5302524142226124,0.5389835734508245,0.668373829097749,0.2839869607863204,-0.09835780847571828,0.4027643495185839,0.7208044317035529,-0.06516971415859643,0.6262869310915365,0.4979369874825973,0.6606691642606438,0.15117608924902018,-0.12010374012463702,-0.09616969593632678,-0.0014102026905798285,-0.12847280165348451,-0.3114868877392514,0.6606716407209662,0.4934853299119183,0.4717855636347626,-0.3165713434627332,0.10328118871723509,0.012869762519261708,0.6086425614483573,-0.08857111228623585,0.03982042144486205,-0.00034466008620530916,-0.3038937231318731,0.16520360883400997,0.2876808157348536,0.023585452684476187,0.5952468534615223,0.3799077896816252,0.6418059908352776,0.6475165535609272,-0.004188245519063688,-0.14302322470028825,0.4822743992376664
Thal_PuM_L,0.07290151293842487,0.19139893863471893,0.09721760689277788,-0.1612574491152856,0.09476882420095893,0.35550791631100215,0.6543378703264953,0.07794810963917506,0.5411197236066196,0.43885874930271473,-0.07800614101890627,-0.007176258705613057,0.3871784106812969,0.6483583931419479,0.4595144650700332,0.1087772779158448,1.0,0.26323989257789854,0.4436056022387252,0.08917998855607204,-0.2559439799106783,0.428162189214745,0.3558129616991443,-0.13510171673490856,0.2675671085795929,0.3339607714392989,0.4825603918031429,0.09868974986395689,0.41744835368003547,0.4684530419713464,0.5647749526842261,0.5036106988652106,0.3436086300290095,0.41159203389079385,0.0710883869158999,0.3734039606062555,0.37142172997170747,0.45943520658969683,0.5457082301238547,0.5610313193254823,0.4683990649140473,-0.1681159375595508,0.571979253393647,0.6294129293250864,0.3341317270039628,0.35995938801758515,0.2432348238142311,0.054129453503019447,0.5180422582680799,0.21752622917409484,0.3973843958751691,0.4021538239796122,0.4868509007497795,-0.04733761510919753,0.44609130859884355
Thal_MDl_L,-0.2269639963114446,0.25480843589867075,0.40540828283937674,-0.5232905829540424,-0.4023455637857582,0.2923102108808331,0.4336309534421494,-0.3990748374617286,-0.025380766056287488,-0.1581815521002397,-0.4831570532342064,-0.4515525863699353,-0.09650160909773153,0.049528518464875944,0.4022095399163166,-0.5302524142226124,0.26323989257789854,1.0,-0.11119113466962412,-0.6016947767435294,-0.2472421559712387,0.3216987354477562,-0.2864704022381749,-0.5169606575692511,-0.019847706459328644,-0.31135917156180143,-0.08835928174667498,-0.43382097219691806,-0.15175070701040083,0.2358820112731852,0.3135329029273229,0.19334954681186692,0.3738311216881121,0.41603780895058534,-0.3637828969308415,-0.5513926183511199,-0.25509282467369565,0.6251645196441213,0.2235742961914114,0.444103127259537,-0.22256633534105633,-0.13099100779573425,0.5250091325479385,0.3471839491574064,0.5101645725250231,-0.07268510185870605,-0.2663766515750116,0.13955806465268972,-0.3709038210071433,-0.04942517539563256,-0.17623315667109052,-0.35827571636031424,0.5017313254093422,0.24764632633166006,-0.06061133330331015
Rolandic_Oper_L,0.31381910446404615,0.3677679349244849,0.06118874518127816,0.36811611449226767,0.5329375628559224,0.07169455752654524,0.5889497371499816,0.24943414021836732,0.4217853497252368,0.7129265555685717,0.3086953287195323,0.2960547318005125,0.3184300479900417,0.4463309332365237,0.3092234382715963,0.5389835734508245,0.4436056022387252,-0.11119113466962412,1.0,0.4169475463529458,0.3045822237025639,0.3501024838065656,0.7633693598093761,0.4010536711720842,0.26002895220146144,0.5895467434804174,0.7927351315107811,0.45536117680497284,0.38800435523664384,0.4958375252238925,0.5390626999141495,0.4679093167262001,0.294585738782213,0.18788720151304875,0.42435151530202925,0.37758929517645695,0.6235286999739944,0.07340645962539671,0.602695175830846,0.43460335176560816,0.679088613257255,0.08013648660982371,0.45349657529245135,0.6490615125421069,0.17060143277348616,0.43663720011650026,0.46742174269849607,0.5284593682292236,0.5436757466097816,0.5020449045883838,0.8009537204470925,0.37342598540308314,0.3326842858677986,-0.03777951619556025,0.7681645422575059
ACC_pre_R,0.287761803143427,0.0850649794911878,-0.2874084998500352,0.6121308168590638,0.3884141511747496,-0.10630219065810553,-0.18406165820892875,0.5974657705588202,0.285482082062916,0.48591028747531495,0.7469680832805471,0.4320699471658026,0.18552479403228656,0.26004196145866076,-0.12695479983230876,0.668373829097749,0.08917998855607204,-0.6016947767435294,0.4169475463529458,1.0,0.3647191555160494,-0.25803515848826036,0.4889732024011509,0.6524187360017895,0.27333369910007116,0.6204101707739181,0.4402320607733839,0.662350824673155,0.12663232050729353,-0.14025572336922282,-0.1165896768442698,0.07616804457048357,-0.10486199322506744,-0.26545623138001767,0.5947235868092018,0.5604105679422958,0.49335407878142395,-0.4492018305595271,0.013097674311215841,0.036941981493215634,0.5976470730788672,0.008565854946991042,-0.11202760231940412,-0.0852519856418515,-0.2664181967508797,0.3860523717400024,0.31891643748991216,0.0666898968372782,0.5837606387515376,0.2602902066041027,0.5363429421266119,0.5387559129202552,-0.18466473461279312,-0.3057973293887398,0.3997448430843472
Vermis_9,0.29560663223564976,0.38817163757419115,-0.2537361453458252,0.5737818517582733,0.1256522221041678,-0.20884354716722775,-0.1568279897972907,0.22785090416183637,-0.16725881332814876,0.09366863092092152,0.4236780512750256,0.19771035242723675,-0.07817187199342349,-0.13288599118031186,-0.1997687990659567,0.2839869607863204,-0.2559439799106783,-0.2472421559712387,0.3045822237025639,0.3647191555160494,1.0,-0.1739880410147602,0.28593553047748416,0.5171254140147128,0.1358499602625637,0.1895549710599492,0.17998841930671,0.48651039184512646,0.10643798547455098,-0.2771488819490233,-0.29936637239318836,-0.06731685539067561,-0.10568502296338737,-0.41387746366144235,0.41658346711525374,0.10147404064859204,0.1923705883585967,-0.38271836443476354,-0.12742550134791905,0.07925368457730422,0.20989527743201133,0.14478699532525396,-0.10193182782263426,-0.1772003371164409,-0.12191928957851478,-0.15567093791673622,0.32542646685826593,0.4479313900872667,0.03432461659634409,0.2988947279369572,0.35258196975891415,-0.001231069737028586,-0.10573161419446019,0.08822496327797111,0.14791167912385755
Cuneus_R,-0.023260387655654368,0.07574943457146485,0.355143635671147,-0.2955533407069169,0.1671888023007275,0.2410254636860906,0.6829446986676923,0.05992468466557994,0.41365894105411966,0.42966812632538226,-0.2541760171379569,-0.22123586628472264,0.23927019333406682,0.2854504062804469,0.6548594043877579,-0.09835780847571828,0.428162189214745,0.3216987354477562,0.3501024838065656,-0.25803515848826036,-0.1739880410147602,1.0,0.20641105770557766,-0.35232524701044926,0.1470471432553434,0.2630526775054358,0.3855924648142122,-0.07383466860731619,0.30344489359569615,0.6383958276590554,0.6234977783358683,0.3471047914625904,0.32289770448091576,0.46988827542522327,-0.2704790924853485,0.10650166094698771,0.19974663995207162,0.649081207118308,0.45966211163374177,0.39776275072399164,0.08351122235339767,-0.05094414365724982,0.579645243946722,0.6788631992507489,0.35469808647329404,0.33066901731771886,0.149991033672237,0.30707292818530746,0.27633658333911904,-0.007398161579475105,0.36144702135292994,0.07535173437986036,0.6524155107310989,-0.023754863987122014,0.4192653588540975
Caudate_R,0.33140023642816135,0.4073803488756594,-0.08384916997709059,0.29755513301331526,0.4738668801356935,-0.02244383347876673,0.4280079413356836,0.5041482998754631,0.4830935947266542,0.7090942487203931,0.1873955391990143,0.32311194968529916,0.3694797454238738,0.49688461865608713,0.22429508278790214,0.4027643495185839,0.3558129616991443,-0.2864704022381749,0.7633693598093761,0.4889732024011509,0.28593553047748416,0.20641105770557766,1.0,0.31296880955450107,0.3255943780696717,0.5427164777893722,0.7050437963999401,0.35217630824509577,0.6197765997698648,0.35296182636894247,0.40113096695122424,0.5474771625656643,0.16407021282806133,0.2316049546636608,0.3289117232584154,0.6101031188788861,0.7064433958174756,-0.05833828103923253,0.5898379245757679,0.4710146709320603,0.611294956751463,0.08021872457605775,0.20760045523115392,0.4954361458896112,0.14337306760775248,0.43957578126713204,0.45358261009071865,0.5125639625521534,0.6745397766733344,0.36474164910418055,0.6035874402875615,0.35551847960892174,0.12768948219149298,-0.17775540051639488,0.531654080460727
Cerebellum_8_L,0.4309629626639891,0.15720993639457148,-0.4526386812488753,0.8609895141594788,0.42847061311777374,-0.10380041546734468,-0.27971817301955565,0.25435423077678715,0.06858872704158414,0.23071747057166217,0.8020709924853197,0.4928709777564953,-0.13394296393050703,-0.07634033767749726,-0.3938080902761018,0.7208044317035529,-0.13510171673490856,-0.5169606575692511,0.4010536711720842,0.6524187360017895,0.5171254140147128,-0.35232524701044926,0.31296880955450107,1.0,0.0682573163469102,0.419875157045574,0.31479764050719433,0.7114612559660037,0.0010904597798193972,-0.18617025618237304,-0.2661871650925216,-0.15127952883528595,-0.17595372405330356,-0.5527558012632536,0.797049607352103,0.2830548604414391,0.3623459583601886,-0.6236739391211187,-0.16514367499817337,-0.019938811126639658,0.49382871419645097,-0.023489369373642745,-0.22865440264499276,-0.20302621913678878,-0.3576716021028071,0.01854081400439025,0.2936558810295547,0.0941722822316602,0.30450112968177234,0.4481615176299841,0.4650382438642011,0.40613557881802126,-0.30307979345041064,0.03955926609989948,0.23026005073864236
Cerebellum_10_R,-0.18536024067335116,0.17401427783672865,0.2304754421224584,-0.11252972779848117,-0.047514560147902014,0.17252057253903708,0.22658511214215427,0.337339601603959,0.27567935094680185,0.3206767774080767,0.009990882286648017,0.26289102218640437,0.45343776527740626,0.2575504280109019,0.49763054266939966,-0.06516971415859643,0.2675671085795929,-0.019847706459328644,0.26002895220146144,0.27333369910007116,0.1358499602625637,0.1470471432553434,0.3255943780696717,0.0682573163469102,1.0,0.2477279773488329,0.3000838233235428,0.3880248300303823,0.18480881281344394,0.18487362402903493,0.23339462463208674,0.46614064706783265,0.5078755808521519,0.35946766234406113,0.12028813677526201,0.26970659918579964,0.4038622019880976,-0.004876625542328605,0.22914104049642817,0.308816371177611,0.4653174143906871,0.013638655861075252,0.066175590418858,0.35721304664997533,0.23417581840124413,0.4893020466067809,0.08693438673534089,0.1632303762231744,0.24906400999820102,0.46928051414329974,0.19781257120128884,0.12943728582153805,0.015571976492903834,-0.23804490392508376,0.3277299746559594
