,SN_pc_L,Thal_MGN_L,Frontal_Med_Orb_L,Cerebellum_6_R,Parietal_Sup_R,Thal_PuA_L,Caudate_R,Thal_PuI_R,Red_N_L,Frontal_Inf_Oper_R,Cingulate_Mid_R,Cerebellum_Crus2_L,Frontal_Sup_Medial_L,Cerebellum_Crus2_R,Pallidum_R,ACC_sub_L,Thal_LGN_L,Lingual_R,Thal_PuL_L,Thal_VA_L,Cuneus_R,OFClat_L,Frontal_Sup_Medial_R,Temporal_Pole_Mid_L,Vermis_10,N_Acc_R,Putamen_L,Temporal_Pole_Sup_L,Heschl_R,Cerebellum_3_L,ACC_sup_L,SupraMarginal_R,Thal_LP_R,SN_pr_L,Frontal_Med_Orb_R,Thal_AV_L,OFCant_L,Red_N_R,Thal_AV_R,Thal_VL_R,VTA_L,Rectus_L,Cerebellum_8_R,Thal_MDl_R,Calcarine_L,Thal_IL_L,Vermis_7,Vermis_4_5,Thal_LP_L,Pallidum_L,Rectus_R,Insula_L,Temporal_Inf_L,Putamen_R,Cingulate_Post_L,OFCmed_R,Cerebellum_4_5_R,Temporal_Pole_Sup_R,Thal_MDm_R,Angular_L,Thal_VA_R,Vermis_1_2,Hippocampus_L,Temporal_Sup_R,OFCpost_L,Vermis_6,OFCant_R,Precentral_R,ACC_pre_L,Thal_LGN_R,Hippocampus_R,Precuneus_R,Frontal_Sup_2_R,Cerebellum_Crus1_R,Precuneus_L,Rolandic_Oper_R,Thal_VPL_R,Fusiform_R,Postcentral_R,Vermis_9,Cerebellum_6_L,Occipital_Inf_L,Olfactory_R,Temporal_Pole_Mid_R,Thal_MDl_L,Cerebellum_7b_R,Occipital_Mid_R,SupraMarginal_L,OFCpost_R,SN_pr_R,ACC_pre_R,Frontal_Inf_Oper_L,Frontal_Inf_Tri_L,ParaHippocampal_R,Cerebellum_7b_L,Raphe_M,ParaHippocampal_L,Paracentral_Lobule_L,Lingual_L,Thal_VL_L
SN_pc_L,1.0,0.36955674347402284,-0.016155434791662846,0.3889385677882166,-0.16019477816084984,0.21334117552072274,0.5991701797014702,0.32400806965123397,0.7206316854746377,0.08940484985061081,0.2045474837542019,0.41004027936618787,0.1952166903952309,-0.08944235591118942,0.30397055929520606,0.053336092737504386,0.04615619487390519,0.47662734128055423,0.341580946002384,0.5953484549718715,0.15521054254881875,0.1578171764390077,0.35811512633128395,0.1953460331900373,0.6279068046240641,0.46224801905363117,0.30361539879018634,0.5018636903419342,0.44083000708481473,0.7246156586441227,0.40445093158052103,-0.04411556334347265,-0.06532605160847932,0.5935823744425456,-0.3142329937595916,0.5388127565795098,-0.08589730241504993,0.4242474109559774,-0.27527878630179875,0.3063314006014044,0.3033928710943807,0.09125473855193028,0.2570817505950692,0.23526913076007608,0.6265279300519623,0.24682878380299111,0.10376838359468439,0.64567043645235,0.10149670303840751,0.28523468470355323,0.03174045531807534,0.648877718897442,0.5708976687670143,0.05387846762781191,0.44826247805376307,-0.009930069110426355,0.6082034432669524,-0.1308604052564685,0.47021250133668285,0.4381326268950077,0.336552932495832,0.5723123294877711,0.7818886582747376,-0.05439632808540433,0.43821558044751885,0.4808834934565887,0.2779217363182089,0.16432090997360177,0.39143673163754317,0.3040042299022735,0.38879544938954325,0.3287986687639552,0.5725147460525494,-0.0201662366255031,0.27475991923869775,0.15780887388863246,0.694596487696546,0.1096648393530298,0.12056339489249644,0.3342091597623509,0.5513486705301645,0.3389379994282849,0.18543679167951407,-0.004114039157789217,-0.30501517611636547,0.10974938141799735,-0.3458412872586775,0.6115774224953606,-0.06084313104282562,0.4879272331899183,0.5608498257002286,0.6710767045416082,0.6458389238586729,0.4325007957982414,0.05542934521299871,0.5377270466680716,0.7916742420336265,0.25112738120368405,0.5262196126501584,0.3176865081780362
Thal_MGN_L,0.36955674347402284,1.0,0.2553241405471257,0.16212868332150907,0.09961943777128872,0.31940568492941257,0.0974849528414352,0.28078386456052645,0.2921783652420589,-0.0022747089403235884,0.11437124363267302,0.29260458958215624,-0.020792043710958063,-0.297260786513528,0.015691270201703328,-0.09200755869496006,-0.07960437381847554,0.46096809455702503,0.11420742575345323,0.05445056727575378,0.21453662244524477,0.028388623818423053,-0.10168452081351967,-0.0040132459201669335,0.30485754197955356,0.07832351237176405,0.07019539205073816,0.32944880628581097,0.13964699929043514,0.4287886825874119,0.036181228609377704,0.14076163612821443,0.010318276922725904,0.17343184932256692,-0.3948238315515047,0.19040554269220286,-0.03313255026609752,0.3506104570860166,-0.23076237257378507,0.15231509121195327,-0.08610799209721774,0.06043846335075241,0.029532973388364234,-0.05199050863941086,0.5671221427793712,0.14809101823039686,-0.12998829289536612,0.5719679885445241,0.06294377374949049,0.05688808618304288,0.09551328170116333,0.31006415585001734,0.36527430843712455,-0.13502921478480412,0.09053325378848924,-0.023012644523248152,0.4881661424401042,-0.010483474967262927,0.29628086265109466,0.05383363871522072,0.17875623161873525,0.32887821939159734,0.3335490979264547,-0.12314782081703056,0.2770417089481047,0.38097603203291447,0.18233994299613268,0.2730721027901756,-0.08218414921645464,0.08445695622554375,0.10999659814475096,0.2555408965688074,0.3178324056918078,-0.08354749773757689,0.1872349753977736,-0.09218084758768899,0.21436061405187096,0.01660673848011933,0.23350020338458694,0.28596704790093136,0.4159425457198268,0.3197440996305592,-0.18458902522507775,0.21872308291315123,-0.02350167652878904,-0.06167759768672676,-0.14998023953139342,0.18994405894619468,-0.32190480197388616,0.1832305350117782,0.1339749351070023,0.2962947303010847,0.1843493013015032,0.09076614789663168,0.2838728082793297,0.36718252331395523,0.32714384170412975,0.19816159710253808,0.47819405560917505,0.22712460369959497
Frontal_Med_Orb_L,-0.016155434791662846,0.2553241405471257,1.0,-0.03502146315885532,0.05703923048056933,0.3361627448324856,-0.17775540051639488,0.04265653094398458,-0.10488028522951946,-0.08526617548680138,-0.06688305355141243,-0.005724590350879673,-0.4138886405536803,-0.28004350391438787,-0.20507301292776328,0.006307098979814409,-0.044666266834804014,-0.07923267482982166,-0.19852586192608315,-0.22975342060302525,-0.023754863987122014,-0.2517196616582931,-0.4617894231038973,0.13668927716310095,-0.1071039360421075,-0.25074250424473543,-0.19575389551902841,-0.13418101199822638,-0.2537021033107052,-0.10181240322954246,-0.3369095982746411,0.017296120054357118,-0.16639979585120304,-0.1483818171648669,-0.04071877105711465,-0.16881405477654407,0.05156547866151303,0.09896607529818824,0.05256666354495545,-0.10318602820194389,-0.29455503711930486,0.21307396795093947,-0.25751546452235813,-0.3312431340077744,-0.010548820860595106,0.13190504047525972,-0.09826649242692781,-0.10855501520225885,0.04694407634568322,-0.028943488173433302,-0.08220464705573842,-0.3400567349888529,0.0031473180381854276,-0.2753571672930959,-0.2539225869613597,-0.22477728699880073,-0.07750633998771847,-0.08261203380877352,0.016616103538451683,0.09300054017601433,0.03606971128620029,-0.15488334872523968,-0.11120180704750447,-0.20692013780736004,-0.032068816679583584,-0.11628149375732001,0.10020051647580965,0.16841946025946927,-0.4766610296638911,-0.3656300139182243,-0.0397086057966348,-0.06594146055881446,-0.12851476224812866,-0.012129521999478253,-0.11582144819542035,-0.1645816485635116,-0.17633766310050836,-0.22231155817745285,0.09963382484363786,0.08822496327797111,0.0933676348194976,0.15722215623460806,-0.2841130685074518,-0.036149219989858566,0.24764632633166006,-0.30891568563996114,-0.07499618668646238,-0.04819168854415598,-0.47305963559289566,-0.14044831602889243,-0.3057973293887398,-0.08490129106756479,-0.1580830065198252,-0.12246227781835967,-0.03389470533194364,0.1428393379219705,-0.15118281559731162,0.06487705369611332,-0.016701909048385654,0.042533088546720665
Cerebellum_6_R,0.3889385677882166,0.16212868332150907,-0.03502146315885532,1.0,-0.26874160530535385,-0.05098725488900381,0.36474164910418055,-0.04691941671030132,0.5007414547270216,0.29650179576578517,0.23242016740083338,0.0019086926941520622,0.08204241349919901,-0.1099212226321326,0.26900305167966115,-0.19538861625804407,0.17137195350695214,0.4219092413833195,0.41114572042505265,0.275187569767264,-0.007398161579475105,-0.21743609734672206,0.1692347875095606,0.23537918627090265,0.6061489588156501,0.22153450056160195,0.10478461836480855,0.2469193579889503,0.2592786730836295,0.3471180061840917,0.32320742138566616,0.04339827830561556,0.11770243640533087,0.2884392546720706,-0.12279464519852627,0.32990702347586054,-0.1318833294139143,0.3803885274219868,-0.07467691542199595,0.3691928876552722,0.16212526441552033,0.08736452653456495,0.4008811005687494,0.3454101162764104,0.49277139016801125,0.171686569799087,0.11800414028294566,0.482768952655858,0.15206146840153828,0.2180412906423689,0.06158945516617325,0.3526945022944563,0.26598576900753645,0.21330597638951945,0.20332395897240943,0.16725354053605412,0.5012301600631035,0.2989084337963385,0.3789397358601684,-0.06692120276395094,0.33440693730179183,0.4722177714819631,0.4218159178191575,0.26680503537956685,0.19293214047305424,0.5349412912669301,0.09983670120896238,0.1555042049758155,0.05179032669170839,0.14709826255715136,0.24071087214208284,0.1322641833892515,0.44438428186172274,0.14975769608048203,0.12731444562605237,0.3043817364873449,0.6083090599770592,0.5608509500623382,0.013795802920535455,0.2988947279369572,0.3991854433829916,0.22630693153482598,0.1615325904637962,-0.06734752312380901,-0.04942517539563256,0.34536198186778433,-0.2568234785634508,0.14528937508547268,0.14756310320027716,0.4575998199687354,0.2602902066041027,0.4663642162721127,0.32452513626624396,0.2845231311218865,-0.07955826132607818,0.11549109971533128,0.3602314127287788,0.20339020166645239,0.2311540530490125,0.3646230111749631
Parietal_Sup_R,-0.16019477816084984,0.09961943777128872,0.05703923048056933,-0.26874160530535385,1.0,0.33260693120001106,-0.009275481968730742,0.47997082258357476,-0.18692505627583797,0.6358339115404895,0.7502989867381749,-0.11704362740744408,0.5723889226333925,0.3376815007519149,0.33425401816821043,-0.06966658281777241,0.5984529221417063,0.25193072963010166,0.4360672389986837,-0.13840588945751994,0.6767221218955196,0.3647940266726433,0.13545869159238094,-0.02351545114124879,-0.4336293760821393,-0.20473096639832078,0.42336474935814844,-0.3583796029576344,0.3511090825233438,-0.012683216135999003,0.44618694339771126,0.875707643497199,0.48544664406080945,-0.192266344015348,0.2023479231112451,0.08479605681640033,0.03111905166319152,0.20423323444026775,0.3406969042638434,0.3437904071164451,0.17063410144559504,0.2292429652178831,-0.18779632675490518,0.0995931603418052,-0.031905174844023804,0.3010825823699255,-0.08844332653755374,0.11862250373645658,0.23484254249844116,0.11216380379731009,0.1436499932029879,-0.04543002959013319,-0.5184941414495501,0.6022223369733595,0.17231861118202793,-0.05409151680117782,0.32407368439707634,0.2130126471670273,0.1726808866167038,0.0337076887999032,0.21096283456874831,0.031219700860707602,0.1309853756346251,0.580024927490087,0.12422174620890869,-0.3868739506403844,-0.19577933301560488,0.7651531465472179,-0.14051389562903793,0.20975478957236182,0.44808633738410947,0.7426610367150687,0.37025236927212085,0.4424976876676409,0.6670296275279064,0.5556083748096278,-0.15370652612565097,0.22070777241165723,0.8723916942175408,-0.28993828950037387,-0.5202988783308039,-0.48630448002156895,0.3432669802935361,0.1453051497497117,0.6121494909724028,0.06755396165652779,0.7776275563422639,-0.2509526874194861,0.12008407106226769,0.3183360525040542,-0.3855340889646826,0.22205089170530073,0.1730432009746163,0.38015221644524316,0.31053508237034333,-0.11629175526287011,-0.26354162575205614,0.6302868512261796,0.235658908231728,0.31541994863043654
Thal_PuA_L,0.21334117552072274,0.31940568492941257,0.3361627448324856,-0.05098725488900381,0.33260693120001106,1.0,0.11957101733606973,0.4880493469768952,0.1710239051862959,0.2586504575297114,0.33461589505383527,0.2512796297628315,0.16866926739517432,0.13111094454618558,0.1657888790543241,0.14138430155998916,0.2237013302061565,0.2967775349197052,0.13958462070850763,0.12051976272772398,0.39190122070286515,0.08514241789615148,0.13483302344858997,0.04998510102129163,-0.034150663608441705,-0.07400539282851311,0.2630772746150983,-0.056080973068903375,0.21851125746132358,0.34697811477824453,0.19984454748951766,0.20882137106045248,0.12852150781387478,-0.08276975968594885,-0.2840258940643683,0.2740388733723665,0.08354532728440964,0.2981745708640593,0.009383612864688742,0.2697416365557178,0.027454505323454354,0.14004983587276215,0.22006624680756268,0.13906780182093406,0.1420325265548628,0.3149109091507423,-0.03393056533331816,0.23314625193444677,0.23409670966238605,0.0973096992358095,0.28030684485713087,-0.07904066849301977,-0.18738089977264677,0.20570295561994156,0.1743534309472148,0.10544263449660728,0.3364231269327294,-0.04730104911674609,0.2327631922731998,0.48108497323132204,0.25580811844695994,0.2215866744909046,0.3591241100009745,0.15720830328294358,0.05149248372397956,-0.09266539039181702,-0.20503317920290987,0.3573746053732598,-0.09972000168823777,0.08536702499318867,0.21152785159898307,0.4152305596359232,0.19785747290034963,0.07824639307491062,0.4184367644723007,0.2485691311914503,0.09298063819094826,0.11594782124657232,0.35893261637423723,0.014335717730742875,-0.15086724618044456,-0.08450622035583927,0.006404134605737692,0.12485288724073193,0.22421074119703618,0.0102580602431272,0.23283921463789636,0.23438538512812737,0.07167201389833826,0.27974209148337836,-0.09051519531164633,0.2724288374365267,0.19750910071669817,0.25472191024771434,0.31882064077518474,0.48461811399799604,0.11391805509318824,0.49409982673017244,0.47334633314110974,0.2942045194893147
Caudate_R,0.5991701797014702,0.0974849528414352,-0.17775540051639488,0.36474164910418055,-0.009275481968730742,0.11957101733606973,1.0,0.3232600426944754,0.4998772949361821,0.2638818995118678,0.331370423553355,0.21391968950667833,0.271267661917667,0.05575357753521618,0.5474771625656643,0.08021872457605775,0.3016705252196036,0.42649339405131687,0.2627203342273185,0.6900005575449755,0.20641105770557766,0.2440649148729173,0.43957578126713204,0.45723866509983124,0.35217630824509577,0.6101031188788861,0.32049322732323704,0.1873955391990143,0.48183271321178306,0.5259796738303991,0.5237307717464303,0.017810726519466615,0.14337306760775248,0.35551847960892174,-0.018552954226897483,0.3499196137784729,-0.04872021873802482,0.27198411270746237,-0.1597311152992903,0.48334214527624925,0.1673528599456176,0.492772010884867,0.07366207939058189,0.3694797454238738,0.4774638822579193,0.38289861195705355,0.1105233220951888,0.5420787117081142,0.24601567760367216,0.6197765997698648,0.0246543593407257,0.5429195142592899,0.3406074146907718,0.22429508278790214,0.56410131859923,-0.028299441210024617,0.5931511001105104,-0.02244383347876673,0.3826717939605938,0.41481226015784545,0.5245794233207429,0.38657784177248955,0.7050437963999401,0.11204268644643606,0.6533616699527313,0.270808352758159,0.3075271778725657,0.2540084237973633,0.5041482998754631,0.32797062515298725,0.6264562005860318,0.4209882968258691,0.6655825036631083,0.12704078818623932,0.472028496915379,0.3087967217460814,0.611294956751463,0.16407021282806133,0.20760045523115392,0.28593553047748416,0.29755513301331526,0.15732798571840867,0.6221419953235396,-0.21845513342881526,-0.2864704022381749,0.4772147283198253,-0.1590420007330078,0.4738668801356935,0.09599879360352279,0.36671813872611625,0.4889732024011509,0.7367761763526314,0.7444815159822972,0.5898379245757679,0.13796025984362423,0.45358261009071865,0.6586752349714844,0.4280079413356836,0.40233564367230135,0.4710146709320603
Thal_PuI_R,0.32400806965123397,0.28078386456052645,0.04265653094398458,-0.04691941671030132,0.47997082258357476,0.4880493469768952,0.3232600426944754,1.0,0.26599346974044524,0.506624270990734,0.5314282084005038,0.24409187737606394,0.4715527098857241,0.12851239196443812,0.4230611072990509,0.16595911765649102,0.39039657763315244,0.3609148356340567,0.3982606201649134,0.2853412425347701,0.38884225472648243,0.3117204822374334,0.35586694192857876,-0.054182867098827,-0.002753690754443317,0.08129522092206781,0.48665708548695574,0.032713355351289955,0.5592079318318417,0.35644009564731505,0.41299687210804836,0.4229791948817864,0.3115099060650328,0.1608678695854548,-0.11890476365631301,0.30245318096036483,-0.07270688019727657,0.39483817762818546,0.02148989182597549,0.42632684126479564,0.07153128396408297,0.14064591404092194,0.10140685673570109,0.2105107407597434,0.2820018221707241,0.29131854286291486,-0.09038897078286039,0.38293411785462345,0.12422436700775343,0.09852148653677348,0.3440662427940943,0.1972918615071846,-0.061676658815618686,0.32525048545101076,0.4259930484527238,-0.006336020913332047,0.5098123440444009,0.009222166525800424,0.3993516725335225,0.26566246290645834,0.3630125080051485,0.31067947987358896,0.5520973410842529,0.30502044329373706,0.1866649998951183,0.050011382707212663,0.05577352945932027,0.5873443386422076,0.007717313486913083,0.4496157560214735,0.5710401275520316,0.6460767284743618,0.6111784074064066,0.10168563873311785,0.6313375598004624,0.44622349280645346,0.3751395951495351,0.24340173509083698,0.6018757283880168,0.04488969821074918,-0.07256007429871174,-0.19642663300604074,0.2556953765945152,0.30700957529207434,0.2449830784631208,0.1101971978932159,0.2441132130497939,0.27401323720691567,0.09663713009689757,0.4144409028270351,0.09809009273348701,0.5000762655504922,0.5789209739753656,0.5473742892705269,0.2191321995853124,0.2576950259930285,0.27862020237407775,0.6130596509865802,0.44968756072928007,0.2980341383691781
Red_N_L,0.7206316854746377,0.2921783652420589,-0.10488028522951946,0.5007414547270216,-0.18692505627583797,0.1710239051862959,0.4998772949361821,0.26599346974044524,1.0,0.1358476646240949,0.2245283011421542,0.38419994023007875,0.2677654362861071,0.021382077398380953,0.19229829625960035,-0.04372158843910911,-0.022721382878954848,0.4674165558731285,0.43286936452814806,0.4965428621821119,0.07994045624342,0.1431912972839939,0.28734614021597904,0.05793765757701941,0.716983988155047,0.3969935482576353,0.255641730713271,0.5427553072631522,0.40325473838449505,0.7347850177280828,0.4825260451046249,0.013032856495996878,0.051248623984614196,0.5067115911171421,-0.37841574899641645,0.5672444069733242,-0.05962537740487703,0.568275051768886,-0.2802269719393173,0.39864321302333844,0.18314473526160077,-0.08565882181286835,0.40696839210872754,0.23477187678989633,0.6322451647256979,0.18138319244274315,0.07242706013537334,0.6536847317688206,0.37987724114108706,0.26952902193892564,0.19184972692617036,0.6771156486714599,0.5421917171720082,0.13869875819153443,0.3055020569782234,0.18276378738729115,0.5714204471069849,-0.024794795681209385,0.5363363494199646,0.21728009136995463,0.23722783038777548,0.5719869388980353,0.7230894061323014,0.01036864762632861,0.3549648127181781,0.4412334624139362,0.1974605969639719,0.16078087809282407,0.41131979016309206,0.28648138101612214,0.23348292357958692,0.2605926701006888,0.5024307328974191,-0.0502285586641704,0.17317871727623388,0.11566662263804517,0.722340473598992,0.22852354038880188,0.10009563389349034,0.36185965589757,0.539312951080517,0.3758049794428144,0.09027462450297427,0.09649750345001087,-0.18854159604065113,0.1907476533007567,-0.3275304042942203,0.39241713001055817,0.10373073295515349,0.45796752941795976,0.5270246828502735,0.5978313275413824,0.5568928680179948,0.2682485902967618,-0.015213304028398074,0.4956806060224421,0.7203370658404195,0.12399188905296396,0.5249325846836735,0.41163699287199834
Frontal_Inf_Oper_R,0.08940484985061081,-0.0022747089403235884,-0.08526617548680138,0.29650179576578517,0.6358339115404895,0.2586504575297114,0.2638818995118678,0.506624270990734,0.1358476646240949,1.0,0.8654476218113392,-0.16976720452597163,0.6940461955293012,0.4030386818090712,0.669167207913502,-0.11985220312603256,0.7476100022633121,0.32128114120886325,0.6863085850427691,0.22066852958234218,0.49120171959004566,0.1542354738911609,0.4687727793443911,0.05845673477694219,-0.1084077313614749,0.014490960779520907,0.6236063314204773,-0.3063038302172158,0.6353652487535404,0.09818982731286761,0.6716790598329612,0.7400588354407671,0.571542185014156,0.06879435242780164,0.19432634046218003,0.27272598171844176,-0.05099287187682267,0.39020389520266174,0.377115944252015,0.6608899837983465,0.4338087299840211,0.2164415504183063,0.16201019538949657,0.48871751765193705,0.08822081894770378,0.5561619842084162,-0.03865938963652368,0.2822862769193707,0.14788446617859155,0.23363227888468552,0.3179395814744348,0.0683934538257257,-0.4957834772914643,0.7782349624650283,0.45889378031732214,0.044408754763770965,0.5407718225296368,0.4283735751831245,0.408492449560464,0.0346298063932002,0.5355260408793173,0.2988722240509299,0.4104539447333048,0.882110108545532,0.09910600042508914,-0.13806993571673234,-0.273178470159408,0.7348186498609516,-0.0340118926760611,0.37745522170590917,0.6893275409574344,0.7295969349894795,0.6528612937666299,0.48254240015671995,0.7113046951054266,0.9090202876130579,0.3689362259934142,0.6958791106254069,0.7339669771993469,-0.2400029777949859,-0.43816049540092283,-0.5367674456990317,0.5283273653750271,0.06906647698192986,0.5208311840957653,0.2712444147025356,0.5676015390845599,-0.15403904614678232,0.4503511918287964,0.681727749546549,-0.16912932373319187,0.5061273802548449,0.5121954883438447,0.6604851213752908,0.07990980917718454,-0.0666579770314548,-0.0663982275023602,0.760385828085572,0.1385263685152268,0.4989000503336347
