,Thal_PuA_R,Thal_IL_L,Thal_AV_L,Occipital_Mid_L,Thal_PuM_R,Vermis_6,Lingual_R,Thal_PuM_L,Cerebellum_10_L,Frontal_Inf_Orb_2_R,Raphe_D,ParaHippocampal_R,Cerebellum_6_L,Thal_VL_L,Temporal_Mid_R,Thal_MDm_L,Thal_LGN_R,Frontal_Inf_Oper_R,Frontal_Mid_2_L,Rectus_R,Thal_VL_R,Red_N_L,Cerebellum_3_L,Frontal_Inf_Oper_L,ACC_sub_L,Temporal_Inf_R,Putamen_R,Rolandic_Oper_R,VTA_L,Cuneus_L,Precuneus_R,SupraMarginal_L,Thal_PuL_L,Temporal_Pole_Sup_L,Thal_VPL_L,Precuneus_L,Heschl_R,Vermis_4_5,Frontal_Inf_Orb_2_L,OFCant_L,Temporal_Mid_L,Thal_MGN_R,Thal_PuI_R,Precentral_R,N_Acc_R,Supp_Motor_Area_L,Hippocampus_L,Frontal_Sup_2_R,Cerebellum_4_5_R,Precentral_L,Frontal_Mid_2_R,Cerebellum_Crus1_L,Cingulate_Post_L,Thal_IL_R,Fusiform_R,Cerebellum_3_R,Olfactory_R,Frontal_Sup_Medial_R,Temporal_Pole_Sup_R,Occipital_Sup_R,SN_pc_L,Rectus_L,Cerebellum_7b_L,Insula_L,Cerebellum_4_5_L,Cerebellum_9_L,Cerebellum_8_R,Cingulate_Mid_L,OFCpost_R,Caudate_L,Vermis_3,Thal_MDl_R,VTA_R,Cingulate_Mid_R,Thal_PuL_R,Pallidum_R,Red_N_R,Hippocampus_R,Olfactory_L,Putamen_L,Frontal_Sup_Medial_L,Cingulate_Post_R,Parietal_Inf_L,Amygdala_L,Thal_PuI_L,Postcentral_L,Cerebellum_8_L,Parietal_Inf_R,Pallidum_L,Angular_R,Vermis_7,Thal_VA_L,Thal_Re_L,Thal_MDm_R,Temporal_Sup_L,Thal_LP_R,SN_pr_R,Thal_VA_R,Temporal_Pole_Mid_R,Calcarine_R,Frontal_Inf_Tri_R,Frontal_Sup_2_L,OFClat_R,SN_pr_L,Paracentral_Lobule_L,Temporal_Pole_Mid_L,Occipital_Sup_L,OFCmed_L,Raphe_M,Cerebellum_Crus2_L,Thal_MDl_L,Paracentral_Lobule_R,Thal_PuA_L,Cerebellum_7b_R,Cuneus_R,OFClat_L,Parietal_Sup_R,Calcarine_L,Vermis_10,Amygdala_R,Vermis_8,ACC_sup_L,Frontal_Inf_Tri_L,ACC_sub_R,SupraMarginal_R
Thal_PuA_R,1.0,0.08278103493287886,0.3599771484476184,0.11712196902812719,0.572921312149504,0.12791363784574156,0.34653658044843694,0.11076607634800414,0.048204770348448986,-0.014179767998155991,0.14594167923421633,0.14753872090057407,0.2703556894309327,0.23210596612368398,-0.12211006310687479,-0.05782051020710937,0.17912664120961094,-0.08662921908452108,0.23554854235757758,-0.03512597346931711,0.07135266825468255,0.4110469616046225,0.4888346095088775,0.18480341489733895,-0.129609244175199,-0.18928114353584657,0.22176895117410225,0.03987273192122807,0.06139275295515401,0.38309557009724904,0.15679442236176683,0.43625090647287457,0.12240646368687759,0.2612207204153719,0.22311357049804556,0.11765613929159183,0.20151187788344832,0.2724995526817454,0.33046934949749585,-0.10381469359303191,0.39903793313160946,0.027149206041814682,-0.04935008377406664,-0.17392906824156362,0.4303184656979384,0.25939130865631854,0.40306661420636725,0.13802070034640826,0.18846206338454013,0.1798796878521411,0.08189651475001958,0.2801875039351808,0.31573337336412843,0.2427406839235268,0.14194515254084789,0.21666962562106595,-0.05757712450028717,0.22846478494325506,0.021885016714047377,-0.02548449520091014,0.4178806577264605,-0.08157189223908617,0.21800854547024787,0.40760752973913555,0.25310708671256904,0.10110780531714263,0.3481884292115149,0.21798813123292077,0.16974629515384598,0.4885628129830063,0.08957704218184928,0.26212252196492714,0.3530961100951909,0.016141929733979845,-0.014620810148301536,0.023698745724997083,0.11723432336894132,0.04437668372218556,-0.21626318452827764,0.3296735164005951,0.24221283806788335,0.15852291186672993,0.14594253612243532,0.053556985087370695,-0.15598346858945183,0.14597781555615322,0.24575899441146443,-0.13551600705051325,0.28071877383679716,-0.1304121868456302,-0.03436341533827274,0.3931306572166595,0.38809057590153606,0.16630839347403487,0.44908232981669793,-0.14338651005960543,0.26571682043097,0.035679477998618335,-0.13708960919539956,0.31788641667813283,-0.06662254488027865,0.4547312386361802,0.32054958052444554,0.47995345994054944,0.0011707704852163044,-0.01960167842815143,0.2778721252703306,-0.09069829706712876,0.22322916347992125,0.22526206495071768,-0.1932094103822139,0.1966254039247288,-0.018871686915878916,-0.00017641922925222458,0.24053981810427244,0.2922669087064379,-0.2155269739262356,0.32261250317563,0.4305395810264,-0.22912100133889346,0.2749815765790102,0.3051050431150514,0.21138315678837225,-0.2257748504409807,-0.1921149443900486
Thal_IL_L,0.08278103493287886,1.0,0.23854997635880731,-0.017176832919925167,0.49765410217067724,-0.2062662391746774,0.19677373319433267,0.6753174814522691,0.15813205936121555,0.36286638900564167,0.2506900864640508,0.5369431660652318,-0.1454021279146717,0.7000506504671137,0.3814515953492148,0.4202909625120076,0.07663565307161531,0.5561619842084162,0.36835682587532076,0.07828018386028127,0.5589737532674147,0.18138319244274315,0.16445844149845495,0.4711695078086448,-0.23664795435344063,0.3332833263145915,0.28178106555722726,0.46195646614560176,0.23477089764363213,0.1680889076762533,0.47756761409492515,0.10941835506855953,0.44971180693932106,-0.17941572783341603,0.4401860097861644,0.49556497392756393,0.3887442522139649,0.2352121887773156,-0.057605948690639924,-0.22015245722076796,-0.11728860918332074,0.02873829689012694,0.29131854286291486,0.4754029911233256,0.18724800073246836,0.4535423591569553,0.42731723178188663,0.490782505185748,0.39304406352342236,0.5862835630144851,0.5373155848150674,-0.07496564212156619,0.45626615139409016,0.6559859330969621,0.326003226869698,0.43435282746882403,0.2779168132663693,0.2583380562419449,0.2277661750037899,0.39475900395447655,0.24682878380299111,0.35433918676900755,0.1383733068878514,0.039400953116382746,0.24714810036253257,0.029675917161124513,0.008533682481982123,0.5611594498472059,-0.003381430089814511,0.3753298209417726,0.1948911610307334,0.1760220451774264,-0.06449769935233925,0.5215275648759289,0.45135343122955207,0.5291753037975757,0.3286768444139558,0.5681690738449604,0.09526410401115469,0.5355107046722687,0.2516328339883436,0.41574894799770595,0.49377076906470885,0.27696377446002046,0.49957685636791727,0.5510018808585422,-0.12989727108485508,0.33377411975782867,0.39470284784271165,0.2907017797905253,0.037660602839988594,0.2760299937368306,0.23760407100471445,0.6464973759800946,0.04967804637381996,0.25564128084988036,0.4561996928979331,0.7005096560380911,-0.19392067776273123,0.1966696229141714,0.5106548348268365,0.30118218443685796,-0.08237765277867672,0.22831482864106814,0.5824865850110168,0.11259556800418148,-0.017248712294740627,0.3221135036530418,0.2166528765427753,-0.02918515763633197,0.36638411755110456,0.5492924639405674,0.3149109091507423,-0.00803635302396354,0.32572546455461604,-0.10988476886193692,0.3010825823699255,0.14819826451896118,0.009414130154309376,0.41248991621588293,-0.12918718859339895,0.3477859445723048,0.4984184681739376,-0.04004980212435993,0.3231527273986917
Thal_AV_L,0.3599771484476184,0.23854997635880731,1.0,0.12425457211073679,0.4703175358029946,0.3108037314862338,0.5923063870700321,0.2731555195954537,-0.12054824567285825,0.07621030777413448,0.4721935311718118,0.33242813905383556,0.25553761080953535,0.3628047462370567,0.16009627805351964,0.13148696448617292,0.40277576536755916,0.27272598171844176,0.39222205923295267,0.11857335397523133,0.3492559032117209,0.5672444069733242,0.6150589564785445,0.5620627609228054,-0.13292673595952134,-0.07182049053705444,0.3010826003380292,0.28329563609062186,0.1597073146518472,0.1611886873953179,0.3944737333914408,0.41965444724689194,0.5285514157289268,0.3860203588346404,0.499630901613628,0.31223772666702604,0.4433587714263744,0.5335516078934559,0.34904780641305105,-0.03375169051427506,0.3572856371710943,0.10265538256715379,0.30245318096036483,0.2975654013070818,0.295207334582293,0.49975902745796513,0.6245220416704371,0.5021224829203046,0.5469083651644161,0.40270843625186836,0.3948084631747279,0.3659488983954238,0.3335272536831196,0.4389233370558562,0.22027120303415984,0.5891837929743488,0.1605669747548545,0.37455427752689435,0.0525957683121127,0.18519480236621394,0.5388127565795098,-0.08663741144788573,0.2245976934105521,0.521214355019295,0.5745219502773741,0.242957617947686,0.38092009116839814,0.49910247440950856,0.15174986163409418,0.4469907275617426,0.5234447538269925,0.2895141361004305,0.4119665803500549,0.347184161306439,0.4776182790656025,0.22035707511413896,0.4205942501429514,0.3081240516278657,0.08994033018296954,0.3692878875100196,0.3938369848192565,0.33085043210517084,0.24983708825690307,0.14467195314467335,0.24746278140128075,0.3329940765372025,0.2843779623574624,0.21244352479672393,0.24447522975226776,0.12230350954336625,0.12780549784658612,0.3686973332071862,0.12959764397323587,0.5060864018154649,0.5384907485972518,0.06764001185925395,0.4543642243411375,0.2266302772336056,0.034803202011996055,0.3005700126171481,0.2178069538456747,0.5575679687838125,0.2859185656362037,0.3953490739954868,0.21508931139920134,-0.014989855564064552,0.2772834590800848,-0.10197066610133432,0.30577259152274827,0.3035004634546803,-0.038291794184163036,0.43175008346538996,0.2740388733723665,0.15453828923412477,0.2505385246590917,0.12238469096581822,0.08479605681640033,0.4331429807345344,0.3892375849839369,-0.2524974846540415,0.33341402637216544,0.5252335120966672,0.4993169483487928,-0.18130731702805838,0.20598766032668875
Occipital_Mid_L,0.11712196902812719,-0.017176832919925167,0.12425457211073679,1.0,0.096291779152345,0.32389878786933807,0.11109210716928164,0.07290151293842487,0.36726982017365895,-0.34279531386654793,0.23711886734647103,0.08919979971979042,0.4616762413116484,-0.018526233374556753,-0.2320047464849977,0.10267250841860164,0.11395486126597669,-0.2250324247851307,0.049614878557447124,-0.11858681591184503,-0.009566459297199044,0.19612242527046805,0.20091097156210652,0.22239893560479282,-0.013724151397740943,-0.20509239176403776,-0.29840322238349837,-0.24667539879220926,-0.2696042915959052,0.11715116835737208,0.029471891277736556,0.4317673987122812,0.022382020989729974,0.38367393219245405,0.14024024975709376,0.02000527292375352,0.0011897210966608867,0.1728436507115496,0.29647704017370413,-0.2256172697575601,0.5214353478034385,-0.41251455043250246,0.0782528556760845,0.01010336280877357,0.29507132262075547,0.08405793959740987,0.23195820937295164,0.22210654103882813,0.14833317651016123,-0.02417374524757494,-0.19295745452810123,0.1819610504260577,0.13084901962115708,0.17362494787705213,-0.22760034800298634,0.21008402989172398,-0.04805746610024668,-0.05781855897186659,-0.0230221961358846,-0.08100293888559307,0.3001015910343401,0.1147266831760931,-0.04979407024537356,0.2621381993873378,0.30585467601661537,0.36996408020006016,-0.27120140325413505,0.01802090464279337,-0.3749259138808653,0.2355338153674457,0.13171498464643608,-0.11492235752002315,0.14921958581901604,-0.13933709616699863,0.03729920049474322,-0.12177373033906383,0.12030161174088493,0.18555509090717268,0.17474729264587724,-0.12456879443837239,-0.26709755075456687,0.13518901937547867,0.06422692735772283,0.0007105443264962891,-0.13905116643997242,-0.05399795989241304,0.4309629626639891,0.01721491608482579,0.19158124567505824,-0.19809187734634878,0.0832152148084965,0.10612246614457106,0.18460267768830124,0.1260841686985575,0.3774240767403927,-0.19882961043346978,-0.026005309494081568,0.12706898829964297,-0.04904909317319119,0.07097027103447463,-0.3162378606885102,0.19257261593465047,-0.13103240409377545,0.3369512483207145,0.025646799550618396,0.11340197450685023,0.6244493372501024,-0.14931883158160428,0.2507529565037974,0.046546962530372965,-0.2269639963114446,0.025187384071172644,-0.09685836521787648,-0.07578492809533557,-0.023260387655654368,-0.13508599156416948,-0.13029468704420386,0.31598309632983473,0.2685663096177435,-0.10416768087365197,-0.07460497185974413,-0.16736350330203129,0.15858770655872162,-0.2910724225748497,-0.138779359869424
Thal_PuM_R,0.572921312149504,0.49765410217067724,0.4703175358029946,0.096291779152345,1.0,0.06240156886514819,0.44001135637372824,0.5411197236066196,0.10456161545371284,0.25521785424248256,0.2708814382582325,0.5233863113532974,0.15971344746212537,0.5095189210609139,0.11903233979654093,0.09795892544689998,0.29782122144263967,0.2638367798312185,0.5437611383968975,-0.21749853794689822,0.25651915404623504,0.42567217499129417,0.5480516399338112,0.555899819480608,-0.1517482176089408,-0.052570174820913265,0.30954202058092434,0.39242611979048647,0.3320823301983171,0.32723521182345167,0.5286352733337042,0.5239679711829546,0.4796091486363093,0.121560977726506,0.5374815270455522,0.47295319488937476,0.5089549749444529,0.456922311359919,0.38342594374510613,-0.18823860116758964,0.3009799957143953,0.11084002255797537,0.22852524044694297,0.21362949471797335,0.5007426593442865,0.577034157193502,0.6466699063950512,0.5302181236785083,0.45394648322837194,0.5501283113806219,0.42245982413584365,0.2993782318445602,0.6146187352942022,0.578738079949123,0.17790116125046043,0.5488877264489277,0.28102011252088016,0.42815560500987376,0.1510029740737895,0.24579306937614784,0.5943529397458753,0.21108791376463246,0.20732242482826405,0.4585530991956182,0.45419303174508147,0.14368291054690038,0.2793143594984322,0.6435217146527101,0.047005739583663574,0.7576329376773762,0.36570484702319417,0.22079911823649975,0.18647287004471372,0.43288887899719897,0.32984118103117044,0.36350952866248004,0.1900937225687631,0.46658039772912524,-0.14838936576747255,0.5081164724906391,0.4116841593487212,0.48888119831682775,0.4393923053898503,0.11469540049755467,0.2534516033063326,0.4948428464289038,0.06858872704158414,0.1824165298475188,0.4158755802723312,0.1324719563265591,0.09789867323688414,0.49562295312981625,0.5429590379691758,0.4637013958157498,0.5276169178136368,0.06029606826492756,0.48911363610827474,0.3743555503653874,-0.28347585727946123,0.4276570920780801,0.24604304657627313,0.692730029099613,0.19211228107825687,0.5623001510907515,0.3523565436403921,0.011075330108439037,0.2771361765926269,0.1057004286484167,0.27542723413719955,0.2676483053298468,-0.025380766056287488,0.6043527180901076,0.11590212747221745,-0.01359765776092468,0.41365894105411966,0.21330417688951184,0.08632261386030536,0.4342178210302283,0.3013698272271109,0.125326389471289,0.19615613889149486,0.5367519427303511,0.5578576425364049,-0.22174546016920235,0.13492302224799374
Vermis_6,0.12791363784574156,-0.2062662391746774,0.3108037314862338,0.32389878786933807,0.06240156886514819,1.0,0.43671248754802017,0.003472536874140668,0.16869114973693108,-0.4140474005819789,0.29958064009950075,-0.020600875073444692,0.7559863817402501,-0.15352195804034496,-0.2405764461838887,-0.1595588285940825,0.31775860635707076,-0.13806993571673234,0.19113233749095446,-0.1278393515138811,-0.03296704661148913,0.4412334624139362,0.48929927318121275,0.3942313927953625,-0.02639329291553667,-0.24302553945878844,-0.239057216885996,-0.1858122759957107,-0.0230389223305949,-0.00877621902574705,-0.07422786367354663,0.33327390738951973,0.20683797991389424,0.7433070496122406,0.302703915585822,-0.1468553920864188,0.14585249327965707,0.553382899154071,0.5078039328199105,0.021290979189366788,0.7091497695235467,-0.21425410356072574,0.050011382707212663,0.03242066844771274,0.3992244037787997,0.2608018596668549,0.3500679874920341,0.35612358193986376,0.40613916317581844,-0.0921688873275739,-0.09696562474480226,0.24509893025122131,0.09590510807348702,-0.06720344505395427,-0.007954029763477324,0.31722695870730816,-0.030337597264577385,0.08024098984154529,-0.05579407806379591,-0.351830002311555,0.4808834934565887,-0.20405387838042785,0.07971701630637286,0.6459291185272498,0.5578282191662897,0.6910209120738766,0.2967687038253992,0.13840002557631984,-0.16368952116354707,0.38088431419235985,0.5393427353858747,0.1484275614923987,0.5921448941786379,-0.12681471158802482,-0.07530066413553502,-0.07426160501922363,0.2551166633795582,0.005973455985356283,0.1939283959708352,-0.06100529427970323,-0.1294011629384567,0.13087418801033138,-0.22779306338531294,0.06023176615489949,-0.2799128328826687,-0.2049407931161845,0.723324489976874,-0.11690613299490459,0.013329396484594178,-0.4187098132536105,0.2503757847995158,0.2649843412993119,-0.00993284860330319,0.1389065900751634,0.6260810129919414,-0.3111431675251005,0.16081601390015793,0.058793479293151825,0.17072930197969458,0.241391758789593,-0.23312636722980712,0.3055279742192297,0.07262042037725457,0.5034489512676805,-0.1587228765161206,0.028952851832153088,0.3438288133126856,-0.23691483402117725,0.264515263702974,0.416306362748345,-0.5648580909934912,-0.04356074041360387,-0.09266539039181702,0.11727608925599506,-0.2567878614970459,-0.07343863250035661,-0.3868739506403844,0.5780697987591707,0.69431377137565,-0.47241025425432404,0.5474988642941141,0.04925770761206505,0.2810484693886563,-0.30969065688796993,-0.17202436165783277
Lingual_R,0.34653658044843694,0.19677373319433267,0.5923063870700321,0.11109210716928164,0.44001135637372824,0.43671248754802017,1.0,0.337163199274109,0.10284093720648158,0.0682182546055006,0.5053811820725506,0.4577032495709456,0.3503791669257381,0.409097799586898,0.16429272350908714,0.09754998031735083,0.4222915244684589,0.32128114120886325,0.5322391625356417,0.06178788002605962,0.3412307757303567,0.4674165558731285,0.69105032231946,0.6031303202815292,-0.20144527207175325,-0.03281171810853604,0.3692893252140674,0.3416306676111053,0.08439311215422533,0.4280484642084247,0.5938212427859616,0.37689479869336323,0.4576906596065913,0.35295198801436284,0.4819965678505017,0.5007127621790195,0.483168292062579,0.7740888909621806,0.46508736111637666,0.07534582387184303,0.37469446753691643,0.15662931728825358,0.3609148356340567,0.48967749259626836,0.2981855208393474,0.6568881420695344,0.6357421584329124,0.6585061440859696,0.823397381033073,0.502636737133964,0.48612519188043524,0.3612689741014418,0.3406393881820757,0.3856160601878364,0.33428591336004826,0.7600380395003086,0.17394826984740147,0.35053681296056466,0.14280538195079875,0.24813743276992775,0.47662734128055423,0.04525854536466909,0.4881706341183,0.6082022521658781,0.8027498746483687,0.31031894147544453,0.34996027412223335,0.576842744959189,0.061273789932309176,0.5675744299157414,0.709521727881913,0.3268107999607624,0.37873276930770383,0.4597852681809605,0.3333125273111504,0.2915979264618317,0.3950337876990436,0.41242504527891194,0.16666344595179136,0.44274836649838817,0.4210895728870795,0.3563364466154948,0.32046409105586304,0.14549545472038813,0.2032915129909224,0.400033654052331,0.28007525055933574,0.3934307687047316,0.3314116982717203,0.1927494754155242,0.08259882212276848,0.3281711608694584,0.0744876386964721,0.37056799141179736,0.5668764411227744,0.14897291064469462,0.4808368226650536,0.2837764087022753,0.05843576123022525,0.5926552788009413,0.323360811813615,0.6253219147582544,0.09117842716866255,0.4155648671970333,0.40634471967258734,-0.008226961192076988,0.34201605673573077,-0.05929910703376729,0.2880541461975993,0.3652516944167053,-0.0508305944873035,0.5353686433882681,0.2967775349197052,0.20777315697687226,0.5176831509745277,0.29028110125165796,0.25193072963010166,0.6863783355957677,0.3912009468863559,-0.12343423540749812,0.3001207198226783,0.5593204091021211,0.45335728102523887,-0.23739144422752131,0.3274008702960139
Thal_PuM_L,0.11076607634800414,0.6753174814522691,0.2731555195954537,0.07290151293842487,0.5411197236066196,0.003472536874140668,0.337163199274109,1.0,0.08352364346255337,0.41159203389079385,0.24474921070961522,0.5457082301238547,-0.1612574491152856,0.5610313193254823,0.5586678078549734,0.19139893863471893,0.4002431112672908,0.6071458257946057,0.46678474021446703,0.012264048165854824,0.5779891059482987,0.26215310533195746,0.27308170460804043,0.5084233854951525,-0.1681159375595508,0.31042697704095357,0.4595144650700332,0.5547435518657886,0.2745896838392664,0.24731508614825257,0.6193658078836675,0.09476882420095893,0.5771450989198286,-0.07800614101890627,0.535749115630103,0.6446657987878961,0.5389844471621277,0.4005866272304217,0.10935133806179075,-0.16731632915313682,-0.07274959481530908,0.09721760689277788,0.4002785021504993,0.5435930178067415,0.3734039606062555,0.5923956463391508,0.4825603918031429,0.6037716323004161,0.510244735325116,0.6294129293250864,0.6517842828963872,0.03885820759313186,0.6596192120568755,0.6231246946523274,0.3436086300290095,0.5823022458959366,0.3668346440855596,0.35995938801758515,0.35550791631100215,0.580856243779023,0.26679850329934973,0.24654309977072397,0.1747883379441851,0.1956578755402116,0.3973843958751691,0.0710883869158999,0.08684148848507069,0.6484462313357119,0.134489743416266,0.5180422582680799,0.44609130859884355,0.3871784106812969,0.014631214910329628,0.6545353041109448,0.3624015263335369,0.5036106988652106,0.34053156047280586,0.5997708465056284,0.025363611826688684,0.5761493737245981,0.4360653739360538,0.6483583931419479,0.4684530419713464,0.17568936056119444,0.6474036970221141,0.5647749526842261,-0.13510171673490856,0.4868509007497795,0.41744835368003547,0.45943520658969683,0.11645735068883575,0.3479942004453774,0.31247593717708017,0.5495146542203211,0.18750551890438225,0.3341317270039628,0.6134951926778225,0.6310482410287992,-0.16456278455126988,0.2719018888745736,0.5965612541696855,0.43885874930271473,0.11858895912828929,0.4021538239796122,0.6543378703264953,-0.04173695053444274,-0.02766826278083555,0.24070016252189452,0.2432348238142311,0.09962565798211939,0.26323989257789854,0.6141246602258649,0.3762965328316788,0.07811801537447874,0.428162189214745,0.019318506501324634,0.4276821343283738,0.2698349167831395,0.09868974986395689,0.31597870916153425,-0.017551098421786655,0.4941274111863568,0.4875432857646207,-0.008374853257101984,0.4644838455180331
Cerebellum_10_L,0.048204770348448986,0.15813205936121555,-0.12054824567285825,0.36726982017365895,0.10456161545371284,0.16869114973693108,0.10284093720648158,0.08352364346255337,1.0,-0.030149306451275316,-0.03142433475564951,0.2302303517151136,0.29973703700421594,0.14731579300522557,-0.03155262152728693,0.0984120077709969,-0.09978510694473672,-0.0033294839954855207,0.2605489708037447,-0.2532600413662741,-0.007834224263134605,-0.08053195350260826,-0.15190544827557426,0.14600559849597355,-0.008409553421908317,0.14531366916485774,-0.11913861137781723,-0.005650349225869724,-0.21699755817633667,0.030168447912452427,0.016791482451131563,0.06350212914106136,0.01570800272823139,0.008398419531340606,0.18922924323257717,0.06413650982097095,0.029176572960156247,-0.004818562448243661,0.24607748322386042,-0.06688246923908123,0.17973174103537798,-0.29035895691283553,-0.007688682902914062,0.15624992656399675,0.1563498259069755,0.05430779503565974,0.052498602381445075,0.23783463804342295,0.047125948259424136,0.022595976318165956,-0.011857816860762767,-0.002046081909225024,0.1858312991992333,0.10702370928119677,-0.06725783669600459,0.13040497599333453,0.1335176544837814,-0.12741284150421658,0.12874632421862456,-0.03347840910266131,0.0760329835881049,0.30885294682181336,0.21728296689879512,0.10739838702083024,0.07425217759436431,0.27467429676770333,-0.3737848368467344,0.05681320305436606,-0.39824788519279314,0.2189916724608256,0.018338816875504555,-0.12074967107288498,-0.10361916169900595,0.03317242928263501,-0.07943913153304377,0.21675470838314098,0.02300405495494648,0.29087887587419353,0.12072469277284108,0.007047662511278044,-0.12647769580040208,0.13122430798221846,-0.059072820282986944,0.013580832528563987,-0.07391177636281498,-0.018263068439163796,0.23733418753241178,0.09418903546513856,0.2195113610640129,-0.004722116493157228,-0.04886301761820794,0.004827799893394524,0.15122927350760348,0.1406007242403144,0.1650323756314168,-0.029657082199009897,-0.020582444519033297,0.2702152515399916,-0.30412349509632286,0.20010325556530426,-0.04273352659776678,0.15152571758777927,-0.3580336378935257,0.19872641339361644,0.07073051644826436,0.13713405462456865,0.23487961769525748,0.14139767814413587,-0.12027275588503823,-0.005620551335512574,0.0010497634256391123,0.11852889688534007,-0.28286245956953887,-0.04913296105904315,-0.0574395236077823,0.07099395415214058,-0.020598350871315167,0.13218007330012344,0.01612418858723581,0.30006541347396454,-0.2883234758747952,-0.07813372486039558,0.18397869616972617,-0.20160744548822462,0.039656713152275334
Frontal_Inf_Orb_2_R,-0.014179767998155991,0.36286638900564167,0.07621030777413448,-0.34279531386654793,0.25521785424248256,-0.4140474005819789,0.0682182546055006,0.41159203389079385,-0.030149306451275316,1.0,0.1300482143674094,0.6191672433216304,-0.6646280341247763,0.3504574562299746,0.723117752580597,0.04715236911710041,0.24170022007047046,0.7574114118010411,0.5669605270651071,0.28490376507336995,0.5267713161376689,-0.067497792317424,-0.10852887883247336,0.25257066385660193,0.10375244257828334,0.597855052064522,0.7741103967635286,0.8282938011630389,0.45031109150484233,0.05361762616275467,0.5471430952286234,-0.15925474389539335,0.3905890953350573,-0.5228114334018459,0.2979061126205789,0.6319227997578993,0.5084043871819596,0.0023910852049522594,-0.18796999110560336,0.008580459230553977,-0.5776602734816277,0.4766756236660067,0.34333963471523654,0.3683986417499552,0.06081165408345222,0.5068521989876043,0.2551180525075537,0.38531404430476035,0.23957614245204814,0.6601354216680524,0.7200129457871834,-0.10896911306379616,0.482929473267599,0.20215613443531488,0.5882844815190286,0.28170370275472606,0.6110089161026399,0.5415214749807044,0.23641594116842884,0.6016054523742393,-0.03363074949819708,0.2855980110252668,-0.006539594259145252,-0.09019164596417792,-0.02155420554011289,-0.4043704651474933,0.05454914877733229,0.46739873649473074,0.609936676348323,0.09493705558110264,0.24788928343744127,0.5041344294947572,-0.16796039768777646,0.6773320661864618,0.22971183197871606,0.6680935578445127,0.039149655583923505,0.5934543734406263,0.17557679534979567,0.5653476366636618,0.7220539111139095,0.4428958459252866,0.49522431459660005,0.4125198266898431,0.6146915489844242,0.6127117770423289,-0.5527558012632536,0.4129467688566268,0.22478673872063515,0.6228289114132177,-0.12463676360805481,0.27180495120845083,-0.18154874202482138,0.12649712463121815,-0.09057597502936889,0.5211516072532489,0.48733840438724474,0.3675731339907822,-0.12216519217651958,0.2603922516150047,0.7922488087530875,0.3855344853664275,0.19456855707104814,-0.053119835550821816,0.620773661247479,0.08459802335275701,-0.4450946301740435,0.6455536644589078,-0.1347550816955461,-0.28169430830448833,0.41603780895058534,0.5357549186806939,0.1358836399233302,0.31233732080869914,0.46988827542522327,0.3560819120186641,0.5223598701877821,-0.19579072428607622,-0.32405715549507946,0.5800471829103694,-0.30204837682784696,0.6062628525630521,0.36124129634030583,0.48479893612129143,0.5086238878091192
