,Frontal_Mid_2_R,SupraMarginal_L,Caudate_R,Frontal_Sup_2_R,Cerebellum_4_5_R,ParaHippocampal_L,Calcarine_R,Rolandic_Oper_R,Thal_MGN_R,Thal_VL_R,OFCant_R,Hippocampus_R,Cerebellum_6_L,Parietal_Sup_L,SN_pc_R,Rectus_L,Cerebellum_3_R,Precentral_L,Thal_LP_R,Thal_PuA_R,Red_N_L,Cingulate_Post_R,Occipital_Sup_L,ACC_sub_R,Frontal_Sup_Medial_R,Thal_VPL_L,Thal_LGN_R,Temporal_Pole_Sup_R,Frontal_Inf_Orb_2_L,Vermis_4_5,Frontal_Sup_2_L,Paracentral_Lobule_L,Putamen_R,Frontal_Inf_Orb_2_R,Precuneus_L,Thal_VPL_R,Heschl_R,Vermis_3,OFCpost_R,Thal_PuL_L,Frontal_Med_Orb_R,Rolandic_Oper_L,Paracentral_Lobule_R,Fusiform_L,Thal_MGN_L,Thal_PuA_L,Lingual_R,N_Acc_R,Cerebellum_7b_R,Lingual_L,Frontal_Inf_Oper_R,Frontal_Mid_2_L,SN_pr_R,Temporal_Sup_R,Postcentral_R,Putamen_L,Frontal_Inf_Tri_R,Cerebellum_Crus1_R,Frontal_Med_Orb_L,SN_pr_L,OFCant_L,Cerebellum_9_R,Occipital_Inf_L,Temporal_Mid_R,ACC_pre_R,Red_N_R,Frontal_Sup_Medial_L,Raphe_D,Cerebellum_6_R,Cerebellum_3_L,Thal_PuM_R,Supp_Motor_Area_R,Temporal_Sup_L,Temporal_Pole_Mid_R,Occipital_Inf_R,Vermis_9,Temporal_Inf_R,OFCmed_L,Angular_R,Thal_LP_L,VTA_R,ACC_sup_L,Heschl_L,Insula_R,Temporal_Pole_Sup_L,Raphe_M,Cerebellum_8_R,ACC_pre_L,Cerebellum_Crus1_L,N_Acc_L
OFCant_R,-0.18444985601074895,0.19632210901744607,0.3075271778725657,0.1638848171238003,0.09672787711398552,0.4335054901912618,0.06293896078264072,-0.2995890519074352,-0.23548695913823672,-0.08414402067616827,1.0,0.05175140828849212,0.5086707417117485,-0.3656238331406121,0.2706296447814147,0.201550885468746,0.16807957533662982,-0.12484468013365208,-0.22367845601964315,0.1286399491494685,0.1974605969639719,0.1142088687071742,0.35156666228953676,-0.33818096253382474,-0.20042811112236744,0.14640756187468812,0.07173128776084535,-0.15987820714299072,0.47351280739909996,0.267632982005873,0.2084207872716224,-0.14666579901199814,-0.2990794928510252,-0.3378127670771336,-0.07401126993745194,0.15575386328408777,0.0027841410703276057,0.08087742408187508,-0.4239792409163503,-0.0763071492250759,-0.0658310623652005,0.15864751836980012,0.06320870647415718,0.440305823736358,0.18233994299613268,-0.20503317920290987,0.13949172129187187,0.36253247066410726,0.04529864803615362,0.1560129459451279,-0.273178470159408,0.16628942430347834,-0.09904916917051564,-0.41012130573734923,-0.009821275527864323,-0.1341914349506525,-0.3057696319407031,-0.015392553894627284,0.10020051647580965,0.32809637061217756,-0.11854040761230226,0.21486195505656472,0.3424624642222888,-0.37014657191235467,0.31753161661762,0.05937880302933645,-0.18710754982231803,0.06602109500669373,0.09983670120896238,0.22251599219574839,0.184056722854175,0.13182567913547327,0.3709488271233712,-0.17573378715977833,0.13809183605201172,0.3843331822160967,-0.3369185781690607,-0.077719067069132,-0.2506548797181363,-0.057462141394488395,0.0930784269892544,-0.0595483936459742,0.33800005569226377,-0.42796188376688693,0.2728235926571735,0.18079740010344894,-0.14140039116914316,0.16989296531611334,0.19558713611534811,0.06170241498440373
Hippocampus_R,0.6894610031351737,0.27130267873275654,0.6264562005860318,0.8058647898317586,0.6079778989331136,0.2951251489795335,0.5244612522526677,0.7168988264316172,0.22406230803325852,0.6549320314736666,0.05175140828849212,1.0,-0.12575657144012756,0.47971973820707675,0.48596176742579383,0.4547605180173688,0.688671034311961,0.7971561293478583,0.4415293420238949,0.04437668372218556,0.23348292357958692,0.6899471896452046,0.05452357186724338,0.05023496420540385,0.4651612417244317,0.6018209282010019,0.42104492882195027,0.16710932767568323,0.09876906372560625,0.38781591587172154,0.6769915810743483,0.7499211065908985,0.45903292409475716,0.5934543734406263,0.7347183385378527,0.5175939197355777,0.7289509107175992,0.5409047149886331,0.09165900726776913,0.5508749673854925,0.2049080132028337,0.6348541229916075,0.7658471611664736,0.2437956574335762,0.10999659814475096,0.21152785159898307,0.41242504527891194,0.3020312441970032,0.26664365593278055,0.2282432961901804,0.6893275409574344,0.6843205188069891,0.6185555230148093,0.5704520167047629,0.6198041135654414,0.6575431487378576,0.637205350952728,0.4541412450770997,-0.0397086057966348,0.29382519437517474,-0.13279823123131823,0.07199113370889322,-0.24062020274047166,0.5009483018407631,0.047383509141594,0.3746879477443656,0.5004864530802016,0.4763772059536099,0.24071087214208284,0.23988728775894316,0.46658039772912524,0.5384849146834485,0.36983979224489116,-0.1538204873052245,-0.05385523605356525,-0.10824072111625456,0.3761321049301721,0.5943642267318866,0.45670284657854543,0.172965906710039,0.10252164801386503,0.593986443657503,0.16289315327035814,0.4172335004741561,-0.1788463648894149,0.15311478922637786,-0.02260245916789687,0.07990573084037245,0.0016944613317820569,0.3861995163488192
Cerebellum_6_L,-0.3352686286968105,0.4821478581660272,0.29755513301331526,0.2080045489105784,0.2841982369013469,0.7015035284167991,0.14932727116773936,-0.46512380222223026,-0.4466778379996744,-0.1725148097899508,0.5086707417117485,-0.12575657144012756,1.0,-0.7156079702688928,0.3674773500104912,-0.10294615494991763,0.2277873546105271,-0.2602734885406701,-0.4317214630992284,0.2703556894309327,0.539312951080517,-0.06975322417042013,0.6409624636616837,-0.5472446457187788,-0.16427678395292145,0.28457243561319673,0.02523646572712363,-0.16461010612910568,0.6217526148588797,0.47952163540318693,0.23919251925757998,-0.322570133188081,-0.4986897104902883,-0.6646280341247763,-0.2985546849512494,0.43935368059363794,-0.042752119944973,0.23095677187372113,-0.5104518338322303,0.02443548289815149,-0.4915674971427811,0.36811611449226767,-0.133903354658343,0.8312731174694452,0.4159425457198268,-0.15086724618044456,0.3503791669257381,0.31768384156612495,-0.07840468928408958,0.4077276882458227,-0.43816049540092283,0.06296157906403303,-0.07327824835590041,-0.595680242731142,-0.20820589309566276,-0.2520208412870921,-0.5108704681777629,-0.2935770428001912,0.0933676348194976,0.48039639493459163,-0.007123649612020233,0.5540101408329218,0.7971037898177354,-0.6137995713513638,0.6121308168590638,0.2701889250335932,-0.3523652062961363,0.3150690548218522,0.3991854433829916,0.5347969581778268,0.15971344746212537,0.38060299550281806,0.6598519243357169,0.03384615912488013,0.39922055231389997,0.5737818517582733,-0.48881127548424236,-0.4915875253282811,-0.613276322773372,-0.016005321652733877,0.5424807111707114,-0.12446412543307583,0.7918685249986036,-0.4553668700215073,0.7789200172368563,0.36993409128278604,0.0916113466129053,0.18953650409307818,0.37341279290791346,0.09958157857038478
Parietal_Sup_L,0.5419707309553832,0.07394858097697192,0.06489076835547315,0.2158081633516611,0.13782451418038652,-0.3265987593563894,0.17304987222312646,0.6353929983636016,0.4322752579035071,0.27607051879220035,-0.3656238331406121,0.47971973820707675,-0.7156079702688928,1.0,-0.04062316419519857,0.364360643186847,0.20851348048446622,0.7032556667640549,0.42197181875528217,-0.02167031912780764,-0.30245595101356787,0.23743576081898965,-0.17616594129633253,0.3719421066816094,0.32897831302288066,-0.03278483457815402,0.1276998278796495,0.21200907158125434,-0.4064287854460986,-0.11019638315244172,0.20220629948544247,0.7265060116136594,0.5801238172546738,0.6618368213068735,0.7200621551865681,-0.1535756144833815,0.3126294767444766,0.14299109817093816,0.31220370851599805,0.1448206803919464,0.36102545777935996,0.1345572500902313,0.6019756816720313,-0.41907799769804566,-0.11822258842900213,0.4518891335411606,0.10763019376772373,-0.11928084805293027,0.043679437593977515,0.08690279664312414,0.5603356386439924,0.19680933258963096,0.3281561789804746,0.5429633774828406,0.47818842127395766,0.47100379610022347,0.6140243003251962,0.41208405996703085,0.05512722460656318,-0.16898855964997486,0.020500167435567096,-0.4241958784259597,-0.6499321383825493,0.5279034189687576,-0.4883900196695843,-0.0632059887087953,0.44363996479664797,-0.027343882814858347,-0.24361570191117968,-0.11268149018507831,0.24637976925001495,-0.015043076407482703,-0.24023232267702882,-0.06852019150580302,-0.16690855883089945,-0.48440109837537265,0.3601859097849627,0.5109529564945794,0.6882528004513437,0.044642123261853246,-0.3688193067248837,0.3185735606982543,-0.4861924360233978,0.5041499192877563,-0.6542375107466929,-0.05258981753712134,-0.04632495631091159,-0.1631823148368491,-0.12013863297388597,0.14462168963431016
SN_pc_R,0.3471067753530813,0.4601005325929549,0.7064433958174756,0.6231301829391326,0.5913610426090262,0.6593246895004112,0.4710778853002073,0.30833226702338046,0.002956408549638626,0.3922112492123607,0.2706296447814147,0.48596176742579383,0.3674773500104912,-0.04062316419519857,1.0,0.19748006816838862,0.5809590410240127,0.46791413944651167,0.09152434700210134,0.47895607350742236,0.6177754787943407,0.4973123058338473,0.3197519737494631,-0.23927133711225004,0.4906268533091245,0.5483418850323952,0.412728353256406,0.14164785060065332,0.46867094437695667,0.592934821736521,0.7173495016724222,0.3196438892574645,0.2688171405562233,0.14128741036064105,0.3965648591689906,0.6957721522650013,0.4416474206274641,0.4765013430651087,0.14980790170813696,0.35301761935284887,-0.10859521606857302,0.6235286999739944,0.4011793822996238,0.6211553059649261,0.12260629207385063,0.004520100844036292,0.5232638662260607,0.5384724451702236,0.33556939610507697,0.4263693979827965,0.22582243897041052,0.6049401482074452,0.5403651373774127,0.11772514507431592,0.1219982211996665,0.37444066844284885,0.1680125997361417,0.2075273156168285,-0.2675933052510436,0.5254707420486223,0.0018387145614299528,0.5044461492597188,0.1659831299548495,0.10558098084581172,0.49335407878142395,0.28513113867315537,0.32000928213393426,0.520856351551641,0.4957367314624922,0.5793552711158259,0.6159554567506696,0.6921268289916731,0.6304170002151764,-0.17105538603046877,0.029971393110161657,0.1923705883585967,0.0006431974488480255,0.099297168622994,-0.10534039546367881,0.11232200821904502,0.4308806239369823,0.5468626957027725,0.4717855636347626,0.3538350173893522,0.31163486130046386,0.3978514683145456,0.2669706447677677,0.41723263054496285,0.3696160746305694,0.2955970116295985
Rectus_L,0.21107603652108156,0.15279332136139698,0.492772010884867,0.2506862764010602,0.16606902752984065,0.044533214550694346,0.3139383356332131,0.284043009268773,-0.007430101723277508,0.21669436950873172,0.201550885468746,0.4547605180173688,-0.10294615494991763,0.364360643186847,0.19748006816838862,1.0,0.19871167979287843,0.4132734886699418,0.15018641023883508,-0.08157189223908617,-0.08565882181286835,0.14018755653134374,0.17213391043878554,0.08817767530953786,-0.05372579439253648,0.048390889371619186,-0.1307862935626728,-0.019433463910336575,-0.006902513069039552,0.11250706385051744,0.18437960532044628,0.47826034360392566,0.14147129229794933,0.2855980110252668,0.4249925451339965,0.0036089408394579994,0.13975875047273945,0.1626973469259966,-0.15453794289485623,-0.06898042791906939,0.32714322730134365,0.35563442040636206,0.4075156506741537,0.004004081859310204,0.06043846335075241,0.14004983587276215,0.04525854536466909,0.2164267865541661,0.27688359050178474,-0.017465094500761297,0.2164415504183063,0.2500386789999898,0.05797790421971051,0.12222609981203321,0.22243314745938,0.003029255457546152,0.2326320746661785,0.14306042017363554,0.21307396795093947,-0.09303799307605363,-0.0014447753863171388,-0.06701512768998964,-0.14821399727983817,0.11749071771249446,-0.22225647087813177,-0.05886081416729576,-0.010970460530853807,0.17776291399138539,0.08736452653456495,0.006630219660349206,0.21108791376463246,-0.00880078965786355,0.056412647431421464,-0.328889727084522,0.03667986905937781,-0.027660083816688507,0.16941067738319185,0.48663782271442224,0.18084061786711725,0.12021079762870503,-0.19679258516522335,0.14661453035828353,-0.09020926774532854,0.06883951252790077,-0.4432112704974912,0.1571034555736486,-0.3002930942300527,-0.048190681070194544,-0.04861898214731127,0.3852830760452533
Cerebellum_3_R,0.6936514269148715,0.31951372647401,0.619209392047427,0.885193263575274,0.8980746745947958,0.5800165761728021,0.4775066291313547,0.5110512680465854,0.16938039111101297,0.5836045181264846,0.16807957533662982,0.688671034311961,0.2277873546105271,0.20851348048446622,0.5809590410240127,0.19871167979287843,1.0,0.655646695977729,0.32228578867307445,0.21666962562106595,0.5337899146227376,0.6396060075693802,0.2206724517939647,-0.1067033741516965,0.4946784119893272,0.7525945323908394,0.5409744848141015,0.16628568946765473,0.5145805636105829,0.7763431185250458,0.7610427819996287,0.5992750046521714,0.48849114284256195,0.28170370275472606,0.6640165824351796,0.6380922941022398,0.6622593422103223,0.8187791813974007,0.08414101602515453,0.6898260045351647,-0.21107368930014828,0.7860852383077369,0.7236218482888077,0.635252299005119,0.37940115763617477,0.32047108736086805,0.7600380395003086,0.35413934614170667,0.3093282949697305,0.6941762849596049,0.554848765279694,0.7193700960677604,0.6329127687679413,0.37934815879938766,0.6944196770143104,0.6052646513617942,0.5272550457053151,0.37549460084221636,-0.09755235868341557,0.42854995562905795,-0.09952458434598553,0.1423433379172833,0.062325912935792815,0.34293557856968354,0.3812740043548607,0.6045382471308177,0.5772976708044232,0.6268485656534108,0.3648888045342675,0.6792378148860558,0.5488877264489277,0.7710810276261397,0.6149042188060216,0.09731195805186693,0.12199781541006081,0.1274261066918431,0.13771452592474617,0.1051882099224434,0.3641733733080488,0.2982550761690037,0.37078762546578203,0.7196930081613645,0.45763043844979945,0.3464449640914482,0.3070492800088899,0.3295455739229055,0.19000527070142265,0.300143916178555,0.3646414910738525,0.43154726796069887
Precentral_L,0.804693742551398,0.32470969048287535,0.4954361458896112,0.7350098669897039,0.6466783846759,0.21964441083228484,0.5280301913246571,0.8277703041414981,0.4197254562841253,0.6239043942169388,-0.12484468013365208,0.7971561293478583,-0.2602734885406701,0.7032556667640549,0.46791413944651167,0.4132734886699418,0.655646695977729,1.0,0.4588019429244469,0.1798796878521411,0.2630132761829878,0.5284457902895189,0.0500723219242127,0.21831379018939848,0.5578601590056756,0.486670940248811,0.38901816375119963,0.23523345379528388,-0.07184965201529203,0.42113879808903076,0.6711049212117274,0.904443612830522,0.6536714155859112,0.6601354216680524,0.8653205612558706,0.48331600640403666,0.6679442743058438,0.5708265166279396,0.3195153666213568,0.5377640159633713,0.12175194727507031,0.6490615125421069,0.8521195175851005,0.13647678902292487,0.11233372062399942,0.46321865065316914,0.502636737133964,0.19342653974992777,0.2920985011492133,0.3922423375166417,0.7708812013932677,0.6295407358273943,0.7204273952465391,0.6261481042968893,0.6134218676627167,0.6794485204402867,0.7638653899310821,0.451034970419217,-0.018771935473567678,0.2333490492798421,-0.052212967480484235,0.07307019932220649,-0.37802847234140413,0.5741179796978002,-0.0852519856418515,0.3603121735812585,0.6031377340164286,0.4330212008636516,0.31148591638954753,0.3529018566441176,0.5501283113806219,0.5579704910894036,0.257115938626341,-0.03630896016078897,-0.1062769046045285,-0.1772003371164409,0.4008381467006677,0.5476375503762554,0.501146915581235,0.15247041291821964,0.12819068930534658,0.678192194984693,-0.00034466008620530916,0.6655959745974216,-0.2594689936246576,0.22577109286565278,0.24476054137662975,0.03191933562690822,0.008313134519191492,0.3775575201931953
Thal_LP_R,0.5734727832902519,-0.2779183467788557,0.14337306760775248,0.33575631074621737,0.3176489755904038,-0.1762268823020927,0.28642094106214094,0.5657823021276137,0.3970647892983311,0.6044075482227348,-0.22367845601964315,0.4415293420238949,-0.4317214630992284,0.42197181875528217,0.09152434700210134,0.15018641023883508,0.32228578867307445,0.4588019429244469,1.0,-0.14338651005960543,0.051248623984614196,0.35793936509591495,-0.27440056731208146,0.18224926211801695,0.20629755784985523,0.3057002921354094,0.18199049012628157,0.21037138751591994,-0.20561396580403005,0.1374595649165989,0.16797032583647784,0.5300591052116129,0.5302619675903247,0.5211516072532489,0.517887565661892,0.06724820671821405,0.4120538306572042,0.20315558783224116,0.3351111800368386,0.35145974051116663,0.29735109537101484,0.17060143277348616,0.3345828391380224,-0.16059080211959004,0.010318276922725904,0.12852150781387478,0.14897291064469462,-0.20721492443351647,0.36226548497872013,0.004730362434913018,0.571542185014156,0.30657765859789343,0.4066176431849329,0.6187298225265044,0.44010588799569533,0.395187928070482,0.6113444478634772,0.3335324604557814,-0.16639979585120304,-0.20296945187972368,-0.07936161420755788,-0.2053560555611391,-0.4341811487811705,0.6222257444731526,-0.2664181967508797,0.24044819787571073,0.4786265075625091,0.21461925782185554,0.11770243640533087,-0.07920059576920052,0.06029606826492756,0.1372492895262193,-0.1896287233268445,0.02970379645446812,-0.33800368090375416,-0.12191928957851478,0.5476508039719064,0.3360411455507433,0.5018066471941103,0.4088501963511233,-0.11420846027953321,0.47516118993719514,-0.3038937231318731,0.44911169632096437,-0.3537884402230254,-0.11266650610877213,-0.0025610299831999093,0.02594446125145385,-0.10631001015864436,0.3507532286862018
Thal_PuA_R,0.08189651475001958,0.43625090647287457,0.21728318477302644,0.13802070034640826,0.18846206338454013,0.466137408370849,0.31788641667813283,0.03987273192122807,0.027149206041814682,0.07135266825468255,0.1286399491494685,0.04437668372218556,0.2703556894309327,-0.02167031912780764,0.47895607350742236,-0.08157189223908617,0.21666962562106595,0.1798796878521411,-0.14338651005960543,1.0,0.4110469616046225,0.15852291186672993,0.2778721252703306,-0.2257748504409807,0.22846478494325506,0.22311357049804556,0.17912664120961094,0.021885016714047377,0.33046934949749585,0.2724995526817454,0.4547312386361802,0.0011707704852163044,0.22176895117410225,-0.014179767998155991,0.11765613929159183,0.38425853480920796,0.20151187788344832,0.08957704218184928,0.16974629515384598,0.12240646368687759,-0.08963074556856941,0.1296279327412744,0.1966254039247288,0.3662917566658521,0.04060522564264117,-0.018871686915878916,0.34653658044843694,0.4303184656979384,-0.00017641922925222458,0.3389949220755892,-0.08662921908452108,0.23554854235757758,0.26571682043097,-0.07867542016121401,-0.14353449318415867,0.3296735164005951,-0.06662254488027865,0.17927068270708332,-0.11939533850255286,0.47995345994054944,-0.10381469359303191,0.391356345944837,0.18063853673169994,-0.12211006310687479,0.2706686795351114,0.11723432336894132,0.24221283806788335,0.14594167923421633,0.23733290349675143,0.4888346095088775,0.572921312149504,0.41147569788322075,0.44908232981669793,-0.13708960919539956,0.04726116508707332,0.04800658162081095,-0.18928114353584657,-0.09069829706712876,-0.1304121868456302,0.07815908377902285,0.3530961100951909,0.3051050431150514,0.28333779070039455,0.2462149422033349,0.2612207204153719,0.22322916347992125,0.3481884292115149,0.3459633505051697,0.2801875039351808,-0.09658995597933362
Red_N_L,0.27113108538245617,0.39241713001055817,0.4998772949361821,0.5024307328974191,0.5714204471069849,0.7203370658404195,0.3102310429322616,0.11566662263804517,-0.049171357435502515,0.39864321302333844,0.1974605969639719,0.23348292357958692,0.539312951080517,-0.30245595101356787,0.6177754787943407,-0.08565882181286835,0.5337899146227376,0.2630132761829878,0.051248623984614196,0.4110469616046225,1.0,0.313134076031358,0.3836790085183646,-0.23614364136086416,0.28734614021597904,0.6217875395857094,0.28648138101612214,-0.024794795681209385,0.4618235096194881,0.6536847317688206,0.5568505948016915,0.12399188905296396,0.13869875819153443,-0.067497792317424,0.17317871727623388,0.722340473598992,0.40325473838449505,0.45470446540854725,0.10373073295515349,0.43286936452814806,-0.37841574899641645,0.5843105700137013,0.2705176457031406,0.6804269386838616,0.2921783652420589,0.1710239051862959,0.4674165558731285,0.3969935482576353,0.1907476533007567,0.5249325846836735,0.1358476646240949,0.4362108423999578,0.45796752941795976,0.01036864762632861,0.10009563389349034,0.255641730713271,0.09739871109579294,-0.0502285586641704,-0.10488028522951946,0.5067115911171421,-0.05962537740487703,0.5811196629567759,0.3758049794428144,-0.05110943274709808,0.5270246828502735,0.568275051768886,0.2677654362861071,0.6603434001090971,0.5007414547270216,0.7347850177280828,0.42567217499129417,0.6711745803425885,0.6349820125749612,0.09649750345001087,0.15606644206608025,0.36185965589757,-0.16212570129133788,-0.23774158564480524,-0.19487146098088412,0.37987724114108706,0.6319916236399515,0.4825260451046249,0.5252749208837132,0.24945319821258097,0.5427553072631522,0.4956806060224421,0.40696839210872754,0.41131979016309206,0.36504161391446377,0.2974473089902474
Cingulate_Post_R,0.6185377381242159,0.1644839244621886,0.49688461865608713,0.710999269115551,0.5454985734513277,0.3671443153709085,0.4156541181539524,0.5555237622731171,0.17766704174578193,0.5695424878982804,0.1142088687071742,0.6899471896452046,-0.06975322417042013,0.23743576081898965,0.4973123058338473,0.14018755653134374,0.6396060075693802,0.5284457902895189,0.35793936509591495,0.15852291186672993,0.313134076031358,1.0,-0.04393489280019669,-0.056647867105744425,0.4765448618571327,0.5751160755941432,0.565451297753739,0.29715709304350446,0.2873202255985835,0.47207954654725065,0.6394224904415208,0.5040408383733298,0.4588414601174252,0.4428958459252866,0.6545674309757467,0.5223061397447809,0.750903404810265,0.531200521105442,0.23998775725105256,0.5713368236512006,0.048960662762450785,0.4463309332365237,0.5853951245434016,0.30772362202006964,0.16516297871982408,0.045962328839121686,0.3563364466154948,0.42590693966168375,0.21127893358968416,0.26531683598945277,0.5730955942378368,0.6515453910935289,0.602954433960825,0.5569695938836449,0.4911764289135421,0.6231388912261319,0.5059159730928853,0.359216585359851,-0.3079752186661324,0.3873000580613244,-0.20051709175892724,0.18526559684019558,-0.1857143733558897,0.4963091916959924,0.26004196145866076,0.3492068785497863,0.6267995834054123,0.3447410731854685,0.1863532482350872,0.37188633571987484,0.48888119831682775,0.5878762358206563,0.44371439071081903,-0.05629053179817398,-0.0644169888150383,-0.13288599118031186,0.24308060416858226,0.31648855259935765,0.42041095222219294,0.06987758815366771,0.16950751656034432,0.6143120450424631,0.2262860271765049,0.44665613654763203,0.04605774286765625,0.1517289136143561,0.07368234029657593,0.26207447540032,0.14355156260519394,0.1668203986161211
Occipital_Sup_L,-0.18761899329456627,0.5958112488391728,0.31993427552126996,0.18661900572980844,0.2700676188119644,0.4984903584295506,0.28272791582951184,-0.2570448748381217,-0.34577932649171733,-0.09509570439262782,0.35156666228953676,0.05452357186724338,0.6409624636616837,-0.17616594129633253,0.3197519737494631,0.17213391043878554,0.2206724517939647,0.0500723219242127,-0.27440056731208146,0.2778721252703306,0.3836790085183646,-0.04393489280019669,1.0,-0.45241449598843364,-0.13946585250516103,0.1442530790234985,-0.014369167540144428,-0.04728416815173354,0.38608049877556117,0.3715483444161313,0.25936348816676624,0.022715458517705896,-0.25781949052780806,-0.4450946301740435,0.061888137511128656,0.21165259683823962,-0.032835633166927974,0.1675832097250268,-0.4312396570394153,-0.04173618367298578,-0.27191733962551345,0.403974836400486,0.09648648136203765,0.5661739757297756,0.3934681181418817,0.06948134072709267,0.34201605673573077,0.2829934474702385,-0.0810626048955783,0.4293640250313203,-0.28976948413440146,0.050119532623091996,0.019651171349271603,-0.4292586207695951,-0.04485637386069195,-0.1940678816001393,-0.34138550407457097,-0.1344123844877662,0.16367961819509197,0.2982150666824672,-0.05930870509626954,0.2816203096723235,0.526351671333924,-0.40633467335677154,0.24731469561387195,0.14720456481207872,-0.277025769552192,0.330819245417382,0.23094282815115963,0.46172223764008313,0.2771361765926269,0.2477124769252999,0.48459342149544804,-0.07023133446400928,0.34076496577682497,0.45995491486345913,-0.383226652696554,-0.3176283776647682,-0.27251121376559334,0.1254924598467446,0.30295876265177774,-0.04986751473353498,0.461159931369114,-0.2831940241088009,0.39681160714058517,0.3860604310233008,0.03077943883646786,0.060559451438101305,0.3130361130096554,0.21430441741530393
ACC_sub_R,0.24887955759855054,-0.3099214847090702,-0.20862021441599066,-0.049973633545687124,-0.11085588781465901,-0.4090840922710451,-0.13976387102331767,0.3053166581865326,0.411156876193203,0.08930106784267693,-0.33818096253382474,0.05023496420540385,-0.5472446457187788,0.3719421066816094,-0.23927133711225004,0.08817767530953786,-0.1067033741516965,0.21831379018939848,0.18224926211801695,-0.2257748504409807,-0.23614364136086416,-0.056647867105744425,-0.45241449598843364,1.0,0.1722930629701895,-0.11173359437209299,-0.04931475827546476,0.08810947450521305,-0.4179803633844026,-0.286658257046345,-0.10477762989778587,0.2756057673550846,0.36593337056562264,0.48479893612129143,0.18769304784949906,-0.15838449253759948,-0.02857219535756559,0.053122196378687175,0.37596601151543124,0.0032663658106141663,0.22859419326928762,-0.1424992406208146,0.1147322396533919,-0.4845774249247659,-0.18297003320177074,0.18565079263210252,-0.23739144422752131,-0.2965836518879703,0.17081428583016012,-0.23037151153734473,0.3230194310208317,0.08832545829725229,0.12633416716875834,0.37669298544828017,0.153292632033973,0.05818885757575421,0.42013845291358987,0.0831524497256171,0.009450400311808696,-0.384398916063407,0.11353827552512162,-0.32649033633400354,-0.47320161284226275,0.36194785066728874,-0.3597362972470856,-0.0026944398389920545,0.21130498534311357,-0.18935854213048625,-0.11864307468738561,-0.27733871176970676,-0.22174546016920235,-0.09215357170789709,-0.3784131908558033,0.27964615069523713,-0.2877026058047919,-0.2373786051011104,0.3951052812703945,0.43785661833600986,0.31285917864660556,0.00808914418216743,-0.15497712314943315,0.07739637694328735,-0.418939659471523,0.3001230112819089,-0.36270466118653577,-0.14472549114586689,-0.0671751930265511,-0.18544359104722088,-0.2897530580878409,0.026773186025578558
Frontal_Sup_Medial_R,0.5084390492467932,0.26088110334344095,0.43957578126713204,0.5566181011920992,0.4806757016497608,0.3191391220758978,0.1878512740660827,0.5164893622091011,0.27036862752350244,0.43483222834598295,-0.20042811112236744,0.4651612417244317,-0.16427678395292145,0.32897831302288066,0.4906268533091245,-0.05372579439253648,0.4946784119893272,0.5578601590056756,0.20629755784985523,0.22846478494325506,0.28734614021597904,0.4765448618571327,-0.13946585250516103,0.1722930629701895,1.0,0.3758769167511315,0.5633558418056523,0.2092026105918276,0.20793058346842963,0.3157319606066647,0.6689824850322457,0.40189256843845733,0.543818909809931,0.5415214749807044,0.4844962607796114,0.5180505474355405,0.46024965284406116,0.46223348710069345,0.5788732951372174,0.42245608807498186,-0.026471728361447202,0.43663720011650026,0.40448140430720575,0.22342244094246316,-0.10168452081351967,0.13483302344858997,0.35053681296056466,0.32615598076408414,0.33487979828170295,0.2852136766734346,0.4687727793443911,0.6531206287934219,0.553752929396887,0.42292079096238516,0.23058469066813844,0.6175585006654823,0.43176668253049166,0.20294164324393685,-0.4617894231038973,0.33402154870022116,0.06396582523210743,0.19173642599791582,-0.24384679918633578,0.3683308121651093,0.3860523717400024,0.2057121003263312,0.6209042739478788,0.30628926127845724,0.1692347875095606,0.33619275260095244,0.42815560500987376,0.6750255968203557,0.36112238929342877,0.13921613996572918,-0.1755224422515346,-0.15567093791673622,0.19527170992345408,0.27578667754561453,0.182807365408192,-0.029054749601900243,0.28262408780701614,0.6100080363448077,0.16520360883400997,0.6609434855708346,0.11483761131345031,0.1251943951178901,0.332839418406201,0.45997229037306103,0.26063572227742465,0.11258125509405453
