,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_L,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R
Vermis_8,0.2866901788173468,-0.48818004789138586,0.15559188679656216,-0.2513133076669626,0.12284325352671634,0.006570932427486684,-0.03281584164695558,0.15530279966323016,-0.36366947108942305,0.10064862925224788,1.0,0.33341402637216544,0.24232305807162774,-0.17331239854698546,0.20602692558522648,-0.6618257236603264,0.4293253753451358,0.1304002968110539,0.14046253931306096,-0.13527727327939135,0.1270877697321306,-0.30204837682784696,0.5468998592673835,-0.1701822665116569,0.12181624222710943,-0.3157128033139334,0.30651050069091085,-0.43466675462783844,-0.14748982019022522,-0.2869256493919474,0.5474988642941141,0.15989674462428824,-0.26022691397021197,0.5021014945209311,0.12660795168936534,0.3819858670754322,-0.269613208858501,-0.211656354486614,-0.029510098250533582,-0.0864553571030774,0.21286189654083118,-0.1491113607049098,0.5322101468446997,0.38891816060618206,-0.1871991392553871
Thal_AV_L,0.4355903112765637,-0.038291794184163036,0.15174986163409418,0.183280869571931,0.12238469096581822,0.4433587714263744,0.1611886873953179,0.125641791611862,-0.07182049053705444,0.4543642243411375,0.33341402637216544,1.0,0.40277576536755916,0.43175008346538996,0.15579411432570606,-0.2524974846540415,0.5384907485972518,0.5252335120966672,0.12959764397323587,0.40270843625186836,0.4721935311718118,0.07621030777413448,0.521214355019295,0.3329940765372025,0.12780549784658612,0.3081240516278657,0.23714258719804987,0.028817269967208382,0.31223772666702604,0.20598766032668875,0.3108037314862338,0.5285514157289268,0.18519480236621394,0.534010627872726,0.49975902745796513,0.5388127565795098,0.19546677922961972,-0.16119201900526348,0.14467195314467335,0.3948084631747279,0.5575679687838125,0.3628047462370567,0.23902485665376322,0.5658426192744072,0.28329563609062186
Thal_LGN_R,0.412728353256406,-0.1686103024304992,0.3461802406362812,0.30652113939438597,0.16106865657625138,0.5007250307312365,0.10223552271302684,0.038604277768432796,0.055434520013275645,0.46669531584771773,0.24232305807162774,0.40277576536755916,1.0,0.3896046367890479,0.009776034275213261,-0.11140354476094591,0.435636211413828,0.4936811979833046,-0.0408834986528807,0.38901816375119963,0.31136745869814286,0.24170022007047046,0.4527918001520979,0.3370940939680517,0.10970171896345156,0.42104492882195027,0.2371557987677106,0.1276998278796495,0.41609686905521387,0.2273318652332316,0.31775860635707076,0.4707220166766001,0.25953527839351703,0.3954500877054923,0.515905281911674,0.3040042299022735,0.2871276201525587,0.0816025471035941,0.3542470234353231,0.44604358350362255,0.555738281539856,0.1004577522506063,0.0646887851576502,0.5084545886723781,0.3347324775314833
Paracentral_Lobule_R,0.4011793822996238,0.3607438655823493,0.10943114905062198,0.4984140915107333,0.37215356668377797,0.7017804766017246,0.3658683303144929,0.10178521287576019,0.16988142200708073,0.6295777956971084,-0.17331239854698546,0.43175008346538996,0.3896046367890479,1.0,-0.1286332065975905,0.42716477835383015,0.4052412533803766,0.6782341439185255,0.010345844898810103,0.8521195175851005,0.3955007925554576,0.5357549186806939,0.28339071106618696,0.7862232245586582,-0.06346893887336756,0.7658471611664736,0.17015577222361222,0.6019756816720313,0.8313756145638821,0.6283446965192218,-0.04356074041360387,0.6188196630057267,0.6060957367859606,0.3290464773522706,0.8068090932804648,0.42478337839970876,0.4019998915255657,0.16181633432721837,0.44041797992593895,0.7817090192762174,0.7024025890020046,0.5709685872121955,-0.14501251842480312,0.5007447504601864,0.6883646100665067
Vermis_9,0.1923705883585967,-0.2472421559712387,-0.16797991868278697,-0.36615487683741377,0.12285715303465596,-0.16051347406798327,-0.008349345698262768,0.09041056308638523,-0.25314418123714993,-0.08535938789740542,0.20602692558522648,0.15579411432570606,0.009776034275213261,-0.1286332065975905,1.0,-0.39592349364572915,0.34303752217231465,-0.02089906015032962,-0.20772161949181006,-0.1772003371164409,0.398136901344472,-0.41387746366144235,0.3346280801976637,-0.29936637239318836,-0.010623078046147844,-0.10824072111625456,0.1358499602625637,-0.48440109837537265,-0.17578106225515894,-0.2232010540597019,0.4019145628517155,-0.12015319968270557,-0.3102529375078431,0.47484702525470185,0.003960336426139731,0.3342091597623509,-0.2818062046896623,-0.3748419653418786,0.01261238947250309,-0.2125339552323139,0.09366863092092152,0.07925368457730422,0.5667786925812927,0.1015175201760299,-0.34090387989783383
Amygdala_R,-0.05256771139579308,0.373747674251506,-0.04576546519808966,0.42150879834148025,0.11123783219295919,0.22232398675723222,-0.0030468307187528332,-0.09949752192088705,0.4192517165175881,0.10312031267757461,-0.6618257236603264,-0.2524974846540415,-0.11140354476094591,0.42716477835383015,-0.39592349364572915,1.0,-0.2499553679670133,0.14163277938895688,0.013786702578892142,0.44879505156455446,-0.09741038205857093,0.5800471829103694,-0.3703244773995244,0.4678401119536514,-0.18529878517985707,0.5908577156643343,-0.044211527319182424,0.599603559690372,0.4537273668648419,0.40702324088320385,-0.47241025425432404,0.04357364738798828,0.4269376812740155,-0.33522392186583105,0.17155637713632343,-0.2243635302609468,0.3585185898200843,0.32037580368464164,0.2177834922191516,0.3537980163508722,0.05438952334231832,0.2764902403186054,-0.5383029896599344,-0.21993441769679456,0.5017434440997836
Temporal_Sup_L,0.6304170002151764,-0.4930932954779366,-0.06712029750367189,-0.1297995531794821,0.35063622980957615,0.5207307565541481,0.2620037894576195,0.27474347667200016,-0.40082147064769114,0.3281289659074449,0.4293253753451358,0.5384907485972518,0.435636211413828,0.4052412533803766,0.34303752217231465,-0.2499553679670133,1.0,0.42905082123851324,0.1916309310598737,0.257115938626341,0.5306492424365454,-0.09057597502936889,0.8463484959671396,0.17216064404844106,0.07086566616641303,0.36983979224489116,0.10909064119109085,-0.24023232267702882,0.28061224457961803,-0.025620782334040006,0.6260810129919414,0.3461455593381157,-0.13981224358890887,0.8965822806836474,0.5407619388969378,0.7498138291575424,-0.04745551914023011,-0.3531587931796847,0.2752543863174807,0.15659198196679758,0.7815461380811607,0.1747493088985032,0.7048188212447802,0.6625881644288472,0.07957814541919014
ACC_sup_L,0.5468626957027725,0.15777645754531358,0.5012082309648604,0.6156926078910578,0.48566557006318956,0.6743469406095005,0.27844703694751033,-0.09918140079608848,0.2864295524537968,0.6621069377690519,0.1304002968110539,0.5252335120966672,0.4936811979833046,0.6782341439185255,-0.02089906015032962,0.14163277938895688,0.42905082123851324,1.0,-0.03709874851589824,0.678192194984693,0.5227524159637137,0.6062628525630521,0.5392054434300715,0.5153714129194753,0.04345754250081877,0.593986443657503,0.5008506766135292,0.3185735606982543,0.6658526902914269,0.542792883863853,0.04925770761206505,0.6701544745254414,0.5169272093503856,0.387598114370036,0.7863535983272281,0.40445093158052103,0.4473726885098585,0.16171188583403281,0.24232728719398625,0.8225652654299557,0.7318791149037422,0.6239313845635421,-0.09871356616043714,0.5644107848632166,0.6961026439210585
Thal_Re_L,0.24871997641126292,-0.21910405579142678,-0.2870017142274892,-0.24254072984006467,-0.07847480250519114,0.011849300511076674,0.0540822742395692,0.23210120427533387,-0.26929301025799984,-0.025041397049365827,0.14046253931306096,0.12959764397323587,-0.0408834986528807,0.010345844898810103,-0.20772161949181006,0.013786702578892142,0.1916309310598737,-0.03709874851589824,1.0,-0.043137013290835136,-0.11137889764537447,-0.18154874202482138,0.1613005439052183,-0.004520241757457879,0.06247990174356951,-0.005733693819937175,-0.06852022533703345,-0.09452885178753924,-0.05123915544865961,-0.21059565299379204,-0.00993284860330319,-0.01355290531631825,-0.12643978953485846,0.2531891208715566,-0.057237527921985984,0.2085913943921674,0.1724614588175201,0.016888137497475423,-0.34566137805034314,-0.12018589935087558,0.12741786023624488,0.18639181570588645,0.2581371834454925,0.14817395477421302,-0.1517351135978847
Precentral_L,0.46791413944651167,0.3471839491574064,0.3195153666213568,0.6261481042968893,0.20648337676641956,0.6679442743058438,0.3227794303987431,-0.1062769046045285,0.4008381467006677,0.7204273952465391,-0.13527727327939135,0.40270843625186836,0.38901816375119963,0.8521195175851005,-0.1772003371164409,0.44879505156455446,0.257115938626341,0.678192194984693,-0.043137013290835136,1.0,0.4330212008636516,0.6601354216680524,0.13960656689134032,0.9215288517354109,-0.04458466056310412,0.7971561293478583,0.35721304664997533,0.7032556667640549,0.8653205612558706,0.4881515704003879,-0.0921688873275739,0.5377640159633713,0.5837162385916148,0.21964441083228484,0.8368344045279599,0.37858864285318855,0.451034970419217,0.20929858185158184,0.48601676859402493,0.804693742551398,0.6711049212117274,0.5897661279139623,-0.2879741435846756,0.4569102283393043,0.8277703041414981
Raphe_D,0.520856351551641,-0.10169492048177954,0.14885319248417914,0.20916742535050084,0.09152010686236062,0.4702188811897279,0.2648323473600749,0.010656120777365288,0.045547952323073446,0.4449960755447322,0.1270877697321306,0.4721935311718118,0.31136745869814286,0.3955007925554576,0.398136901344472,-0.09741038205857093,0.5306492424365454,0.5227524159637137,-0.11137889764537447,0.4330212008636516,1.0,0.1300482143674094,0.532601329536489,0.2811380300782293,0.12574862606987436,0.4763772059536099,0.2403619983713515,-0.027343882814858347,0.3739580042334731,0.1924986733378355,0.29958064009950075,0.40983853755946975,0.11638934916817922,0.5832055316420449,0.5946358376892954,0.6019812752499687,0.09985296745845194,-0.2508916767694093,0.243118128299422,0.3676347593805264,0.5489512486171362,0.4749509969833582,0.30051914370422755,0.45899706447391064,0.323242560597276
Frontal_Inf_Orb_2_R,0.14128741036064105,0.41603780895058534,0.609936676348323,0.7991741888981657,0.3560819120186641,0.5084043871819596,0.05361762616275467,-0.33727157804511826,0.597855052064522,0.48733840438724474,-0.30204837682784696,0.07621030777413448,0.24170022007047046,0.5357549186806939,-0.41387746366144235,0.5800471829103694,-0.09057597502936889,0.6062628525630521,-0.18154874202482138,0.6601354216680524,0.1300482143674094,1.0,-0.09019164596417792,0.6127117770423289,-0.12463676360805481,0.5934543734406263,0.35946766234406113,0.6618368213068735,0.6319227997578993,0.5086238878091192,-0.4140474005819789,0.3905890953350573,0.6016054523742393,-0.17927513792092917,0.5068521989876043,-0.03363074949819708,0.3971571972581779,0.3387006803042403,0.4125198266898431,0.7200129457871834,0.3855344853664275,0.3504574562299746,-0.6441393343129952,0.09831218009747061,0.8282938011630389
Insula_L,0.6075391497063888,-0.4303410791421099,0.01890121959325581,-0.04927364809481877,0.3847007469528277,0.4156973587643695,0.1906922215729899,0.2586744001484802,-0.26413471974935937,0.3585746196942705,0.5468998592673835,0.521214355019295,0.4527918001520979,0.28339071106618696,0.3346280801976637,-0.3703244773995244,0.8463484959671396,0.5392054434300715,0.1613005439052183,0.13960656689134032,0.532601329536489,-0.09019164596417792,1.0,-0.02893699660181113,0.16236852756835907,0.253390619824596,0.18380584796312316,-0.3735105956938797,0.1847596068230182,0.11619873452878576,0.6459291185272498,0.4780101506651079,-0.03880122280089501,0.8059276599407089,0.5498673372937625,0.648877718897442,0.03428331643125259,-0.2762900355839312,0.08757489525490036,0.2582713799426314,0.6997524146617878,0.2520459938580531,0.6874475542595532,0.6706517468331713,0.057324328103155166
Postcentral_L,0.3429410895742764,0.3135329029273229,0.28753877952854867,0.507788908616027,0.1808277296332971,0.5613189986945342,0.2340596510687508,-0.098880142429497,0.26482386128890445,0.5693660529698655,-0.1701822665116569,0.3329940765372025,0.3370940939680517,0.7862232245586582,-0.29936637239318836,0.4678401119536514,0.17216064404844106,0.5153714129194753,-0.004520241757457879,0.9215288517354109,0.2811380300782293,0.6127117770423289,-0.02893699660181113,1.0,-0.05238801289233309,0.7039095523065638,0.23339462463208674,0.8184015371180201,0.8137289140322975,0.3500063850776174,-0.2049407931161845,0.3639234311875459,0.511847254735242,0.11506961072893543,0.6380344273676323,0.2641218997750659,0.4004360621604358,0.2295251105352442,0.49466555316783833,0.6490983790449596,0.5623407720663607,0.451503735004913,-0.3773319065876188,0.3318891742904448,0.7318421363791932
Vermis_7,0.11417931519781302,-0.14718987397155392,-0.016047954240701878,-0.04449450411488911,-0.2277856499396925,-0.0316661399951356,-0.17330927096053003,0.10114222874812302,0.002656486771010624,0.010495068741777957,0.12181624222710943,0.12780549784658612,0.10970171896345156,-0.06346893887336756,-0.010623078046147844,-0.18529878517985707,0.07086566616641303,0.04345754250081877,0.06247990174356951,-0.04458466056310412,0.12574862606987436,-0.12463676360805481,0.16236852756835907,-0.05238801289233309,1.0,-0.023178773416305767,0.06661267440607985,-0.15045283460610692,-0.15018477260485777,-0.042077046167361604,0.2503757847995158,0.14694008040630538,-0.11385452403963679,0.13389067295764562,0.022339673484374035,0.10376838359468439,0.1473347795556565,0.06028078822629468,-0.10488113019712862,-0.008386408771014892,0.011875708198499585,0.023312074033592846,0.15685549382561456,0.029672380798666825,-0.058153102831255105
Hippocampus_R,0.48596176742579383,0.21942914637863667,0.09165900726776913,0.5704520167047629,0.1610083323068309,0.7289509107175992,0.21510292181224197,-0.05385523605356525,0.3761321049301721,0.6185555230148093,-0.3157128033139334,0.3081240516278657,0.42104492882195027,0.7658471611664736,-0.10824072111625456,0.5908577156643343,0.36983979224489116,0.593986443657503,-0.005733693819937175,0.7971561293478583,0.4763772059536099,0.5934543734406263,0.253390619824596,0.7039095523065638,-0.023178773416305767,1.0,0.15478672630045331,0.47971973820707675,0.7347183385378527,0.5174714440522387,0.005973455985356283,0.5508749673854925,0.453609074528024,0.2951251489795335,0.7465885208202366,0.38879544938954325,0.4541412450770997,0.16763868903849422,0.5080762017508522,0.6894610031351737,0.6769915810743483,0.5577215745698199,-0.1421778929855305,0.3941018276527397,0.7168988264316172
Cerebellum_10_R,0.4038622019880976,-0.019847706459328644,0.5923055505306399,0.37894212425141716,0.09209359183897393,0.20975889274780643,-0.033767782950728215,-0.253312840517497,0.31942324294458435,0.44406504984606404,0.30651050069091085,0.23714258719804987,0.2371557987677106,0.17015577222361222,0.1358499602625637,-0.044211527319182424,0.10909064119109085,0.5008506766135292,-0.06852022533703345,0.35721304664997533,0.2403619983713515,0.35946766234406113,0.18380584796312316,0.23339462463208674,0.06661267440607985,0.15478672630045331,1.0,0.061971614746209665,0.2546033870303126,0.002187406331066234,0.12210438648478318,0.2598892514167823,0.19256397790749422,0.22360774123201343,0.3657888473992127,0.2654347012436965,0.10386697664835624,0.19218738557393197,0.19221200932106186,0.40064335558074315,0.3206767774080767,0.308816371177611,-0.08876972663879396,0.27527590937393726,0.3760686947142459
Parietal_Sup_L,-0.04062316419519857,0.5079527748201329,0.31220370851599805,0.5429633774828406,0.198354444850716,0.3126294767444766,0.2521300798211389,-0.16690855883089945,0.3601859097849627,0.3281561789804746,-0.43466675462783844,0.028817269967208382,0.1276998278796495,0.6019756816720313,-0.48440109837537265,0.599603559690372,-0.24023232267702882,0.3185735606982543,-0.09452885178753924,0.7032556667640549,-0.027343882814858347,0.6618368213068735,-0.3735105956938797,0.8184015371180201,-0.15045283460610692,0.47971973820707675,0.061971614746209665,1.0,0.7200621551865681,0.45462834274050135,-0.5944327133033251,0.1448206803919464,0.676992411101497,-0.3265987593563894,0.33803848344670784,-0.14483625853564608,0.41208405996703085,0.3600413191074974,0.30671275976171963,0.5419707309553832,0.20220629948544247,0.27652337515286135,-0.7091619628638423,-0.024438594822415078,0.6353929983636016
Precuneus_L,0.3965648591689906,0.3175966676868814,0.29429298861160896,0.624394554367919,0.3650924163038682,0.684130847092226,0.448000077877047,-0.0805359287458204,0.2994776831078985,0.6239677129860874,-0.14748982019022522,0.31223772666702604,0.41609686905521387,0.8313756145638821,-0.17578106225515894,0.4537273668648419,0.28061224457961803,0.6658526902914269,-0.05123915544865961,0.8653205612558706,0.3739580042334731,0.6319227997578993,0.1847596068230182,0.8137289140322975,-0.15018477260485777,0.7347183385378527,0.2546033870303126,0.7200621551865681,1.0,0.5900782694681548,-0.1468553920864188,0.4806732571543544,0.6895034163751738,0.18663445410867197,0.7677152828246654,0.27475991923869775,0.4020957201527776,0.19965182869756096,0.40269164925311773,0.7727950721102443,0.6300715934672731,0.5175403601276946,-0.28458371132431154,0.36839589758764885,0.7535696816487376
SupraMarginal_R,-0.027217644787145008,0.6130191213322435,0.10591498737325727,0.7145012152933701,0.24560219652690596,0.5173498189077798,0.2666175444855257,0.07623001947819295,0.4771830685201261,0.45495185860248544,-0.2869256493919474,0.20598766032668875,0.2273318652332316,0.6283446965192218,-0.2232010540597019,0.40702324088320385,-0.025620782334040006,0.542792883863853,-0.21059565299379204,0.4881515704003879,0.1924986733378355,0.5086238878091192,0.11619873452878576,0.3500063850776174,-0.042077046167361604,0.5174714440522387,0.002187406331066234,0.45462834274050135,0.5900782694681548,1.0,-0.17202436165783277,0.6620731629055329,0.7574763759097535,-0.15890874627750046,0.5503448912914647,-0.04411556334347265,0.49204304326162096,0.32684061641520146,0.050193453391437805,0.7900175092299129,0.22551702799789974,0.41106102280418555,-0.40648798691070004,0.18802124196465997,0.6548708549998684
Vermis_6,0.3729996857836982,-0.5648580909934912,-0.16368952116354707,-0.22528872318986629,-0.07343863250035661,0.14585249327965707,-0.00877621902574705,0.26923562225443476,-0.24302553945878844,0.16081601390015793,0.5474988642941141,0.3108037314862338,0.31775860635707076,-0.04356074041360387,0.4019145628517155,-0.47241025425432404,0.6260810129919414,0.04925770761206505,-0.00993284860330319,-0.0921688873275739,0.29958064009950075,-0.4140474005819789,0.6459291185272498,-0.2049407931161845,0.2503757847995158,0.005973455985356283,0.12210438648478318,-0.5944327133033251,-0.1468553920864188,-0.17202436165783277,1.0,0.20683797991389424,-0.351830002311555,0.6214970656438065,0.2608018596668549,0.4808834934565887,-0.16797707607326368,-0.3388579514617382,0.06023176615489949,-0.09696562474480226,0.3055279742192297,-0.15352195804034496,0.7010675115469918,0.5575456555627579,-0.1858122759957107
