,Putamen_R,Occipital_Sup_R,Thal_VL_R,Cerebellum_8_L,Frontal_Med_Orb_L,Thal_VPL_R,Thal_MDm_L,Raphe_D,Thal_LGN_R,ACC_sup_R,Temporal_Sup_L,Cerebellum_7b_R,Cerebellum_7b_L,Thal_IL_L,Lingual_R,Frontal_Inf_Oper_R,Temporal_Pole_Mid_R,Cuneus_R,Frontal_Inf_Oper_L,Cerebellum_3_R,Temporal_Pole_Sup_L,Thal_AV_L,Thal_VA_L,Vermis_4_5,Temporal_Pole_Sup_R,ACC_sup_L,Insula_R,Olfactory_L,Paracentral_Lobule_L,Frontal_Inf_Tri_L,Hippocampus_R,Occipital_Inf_L,Raphe_M,Lingual_L,Frontal_Inf_Tri_R,Vermis_8,VTA_L,SN_pc_L,Thal_PuA_R,Cerebellum_4_5_L,Thal_VA_R,Caudate_R,Parietal_Sup_R,Vermis_10,Cerebellum_3_L,Thal_PuI_L,Cingulate_Mid_R,SupraMarginal_R,SN_pr_L,OFCpost_R,Thal_VPL_L,Fusiform_R,Temporal_Mid_R,Angular_L,Parietal_Sup_L,Vermis_3,Thal_LGN_L,ACC_pre_R,Heschl_R,Putamen_L,Frontal_Med_Orb_R,Rolandic_Oper_L,Thal_MDl_R,Cerebellum_10_R,Cerebellum_Crus2_L,ACC_sub_R,Thal_MGN_L,Occipital_Mid_L,OFClat_R,Insula_L,Cingulate_Post_L,SupraMarginal_L,Cuneus_L,OFClat_L,Thal_PuL_L,Frontal_Mid_2_R,Cerebellum_Crus1_L,ParaHippocampal_R,Thal_MGN_R,Calcarine_R,Precuneus_R,Angular_R,Thal_MDl_L,Vermis_9,Frontal_Mid_2_L,Amygdala_R,Cerebellum_6_L,Temporal_Inf_L,Thal_PuI_R,VTA_R,Temporal_Pole_Mid_L,Thal_PuA_L,Frontal_Inf_Orb_2_L,Parietal_Inf_L,Thal_PuM_R,Cerebellum_10_L,Red_N_R,Parietal_Inf_R,Thal_IL_R,Heschl_L,Red_N_L,Hippocampus_L,Occipital_Inf_R,Temporal_Inf_R,Cerebellum_Crus2_R,Thal_LP_R,Cerebellum_Crus1_R,Cingulate_Mid_L,ParaHippocampal_L,OFCant_L,Precentral_L,Calcarine_L,Amygdala_L,Temporal_Mid_L,Cerebellum_9_R,Cingulate_Post_R,OFCpost_L,SN_pr_R,Thal_MDm_R,OFCant_R
Putamen_R,1.0,0.7374120399846881,0.5257357863568698,-0.3938080902761018,-0.2753571672930959,0.2538371542387749,0.040459295923965695,0.26536211622927763,0.3947351085904384,0.2685370158325608,0.04224819866736929,0.412453705502134,0.2279696315918852,0.28178106555722726,0.3692893252140674,0.7782349624650283,0.054362642858844984,0.6548594043877579,0.3681700517487429,0.48849114284256195,-0.29285222946398815,0.3010826003380292,0.27054158707617787,0.23561636987628906,0.4048755991821083,0.7859653161524287,0.7914868086066372,0.14257963120670114,0.5962037329757213,0.37579832714109696,0.45903292409475716,-0.551432337680748,-0.09584040894345548,0.2396918702709515,0.8268615115264869,-0.060016399533075915,0.4175020076923167,0.05387846762781191,0.22176895117410225,0.21248505056875763,0.30835861560521166,0.22429508278790214,0.6022223369733595,-0.059205177764458536,0.1801257274869759,0.6252222536202651,0.7609064227785689,0.6142342092114949,0.023883114145205473,0.6761543324852951,0.39530308525038665,0.6290396125166667,0.7625393284896617,0.13758801384817956,0.5801238172546738,0.4396320086523646,0.6319789960103164,-0.12695479983230876,0.47752421288011415,0.6016289374873166,0.2709663334721346,0.3092234382715963,0.553995254380721,0.49763054266939966,-0.14114133837242537,0.36593337056562264,-0.13502921478480412,-0.29840322238349837,0.4035156440248402,0.16359195476375515,0.4044486741275354,-0.1443476850672169,0.23333133705792442,0.4628177797633218,0.5030988438436375,0.8209474358776436,0.0981513642319184,0.5008357881264305,0.5177278819800859,0.3670945178516259,0.688527775035265,0.68012890700469,0.4022095399163166,-0.1997687990659567,0.6277474509157398,0.28979847338192316,-0.4986897104902883,-0.4952652098242346,0.32525048545101076,0.0417790279796103,0.09485743635460762,0.20570295561994156,0.03792877066703143,0.45838817597350673,0.30954202058092434,-0.11913861137781723,0.23668464408352333,0.5891634742787616,0.28505852600030834,-0.17150767756568178,0.13869875819153443,0.34992192470996,-0.18168896903571446,0.5400860238215562,0.659092781878135,0.5302619675903247,0.5109393524413892,0.4606483686669146,-0.04670304250144318,0.06294952662996504,0.6536714155859112,0.016646349515064128,0.2240010720248912,-0.42151231445468673,-0.15025527833380595,0.4588414601174252,0.14775842373616646,0.6345434623222819,0.22285277621830013,-0.2990794928510252
Occipital_Sup_R,0.7374120399846881,1.0,0.44803148909652313,-0.5024393175186512,-0.023299308033220473,0.0027808838073689114,0.058429945222311486,0.11638934916817922,0.25953527839351703,0.13406053725777844,-0.13981224358890887,0.154987299147865,0.23885707329515873,0.39475900395447655,0.24813743276992775,0.7047378244727698,0.02339319985989129,0.7487969573241212,0.2750347763656591,0.4395343318070688,-0.33770564688515736,0.18519480236621394,0.014283552050041427,0.13615534453903097,0.41936721129097987,0.5169272093503856,0.46765122016205374,0.045927044330618706,0.65828664561873,0.23754742571109833,0.453609074528024,-0.49561382547247906,-0.0731129893855931,0.19527955968181082,0.7505422017802558,-0.26022691397021197,0.310899610500547,-0.06824830808847279,-0.02548449520091014,0.14231327858895684,0.3852715778463195,0.06982813764029,0.8322412761982572,-0.2308234388541362,0.03578534003888634,0.7623475992266682,0.7601598346617157,0.7574763759097535,-0.06840495439933875,0.31249928503101887,0.2939846164594181,0.3733231498959182,0.7528196142549893,0.19430355869885393,0.676992411101497,0.36643394718321276,0.6447321062922258,-0.3290679704753813,0.35043979573172007,0.483453627063309,0.19967061015448084,0.1957056239756405,0.27590708805894426,0.19256397790749422,-0.14920774094252237,0.31417655566361075,0.024474938105525406,-0.08100293888559307,0.15009696330802663,-0.03880122280089501,0.3487289249037753,-0.23938626258286624,0.29234842674416556,0.28714075872481687,0.49985874792496116,0.7569479666398952,-0.05336667803136832,0.4041310987982015,0.3571853567572761,0.1937941733252348,0.7275488008254017,0.8840921799431972,0.5714890768608178,-0.3102529375078431,0.39025488524881097,0.4269376812740155,-0.5490079087823442,-0.5558383681867746,0.36609518301123867,-0.20805812657282838,0.03874728659671843,0.31194847979286927,-0.06632475003103182,0.4340132552610199,0.24579306937614784,-0.03347840910266131,0.17801493261763127,0.8189574469641294,0.3258543438248717,-0.2728264967116477,-0.07154260938694279,0.20648562193779071,-0.10058020478867967,0.46286049297261056,0.3978040823192883,0.472777348330387,0.5023469055060149,0.429694982308248,-0.20983300983610811,-0.045031084158897075,0.5837162385916148,-0.05059273069948704,0.12017982062649676,-0.49091693665538727,-0.39681106958989404,0.44439103920984674,0.06743598477415769,0.5037734395307115,0.25580138529245694,-0.23816374663817175
Thal_VL_R,0.5257357863568698,0.44803148909652313,1.0,-0.11182706042436452,-0.10318602820194389,0.5221862105375891,0.5051192235503992,0.5524549968807857,0.3646037673193703,0.2778825941529367,0.15889043511982956,0.3828019091221434,0.052299807002135205,0.5589737532674147,0.3412307757303567,0.6608899837983465,-0.02515986241161127,0.34105119839063053,0.4601509010747038,0.5836045181264846,-0.07430735898304847,0.3492559032117209,0.42703360140460106,0.4618403643613136,0.19915568738788425,0.6351413817060001,0.5578646933675203,0.45245034069681334,0.6794457648793113,0.47898818047624525,0.6549320314736666,-0.22848774938468455,0.24312794840530633,0.19320455905608275,0.6708920488912071,-0.1219661833454658,0.39066584441076035,0.3063314006014044,0.07135266825468255,0.4492908850788103,0.67194679615726,0.48334214527624925,0.3437904071164451,0.1529392408679627,0.24551928696738498,0.5009790685670612,0.6460649992524623,0.46212374650212124,0.15555732394360935,0.37031826218713454,0.5776430594190738,0.6510467127817214,0.632919067199765,0.08883343892297181,0.27607051879220035,0.4243243245938391,0.4869368520948085,0.08952271821170603,0.6079156107317136,0.6298862081495606,0.028662979725343367,0.4701636183736311,0.6260634363431307,0.4111144574858466,-0.08991280558252324,0.08930106784267693,0.15231509121195327,-0.009566459297199044,0.08807002736635738,0.2503811415401799,0.5196022798323804,-0.059205597712476694,0.1953027871425124,0.05025915626365747,0.5839019784012809,0.7064935244245762,-0.06358886263639323,0.6717042386813044,0.23744905655540807,0.3799592149878513,0.5398899353097423,0.36851810701335347,0.3100382494409836,0.01582364817177289,0.5362589115118075,0.22952232506718098,-0.1725148097899508,-0.19387085551776795,0.42632684126479564,0.22704082716032914,0.12769399907159093,0.2697416365557178,0.012425138177927451,0.33696243727243663,0.25651915404623504,-0.007834224263134605,0.5050520183120001,0.40228228005774735,0.5164577768002658,0.002753296712753888,0.39864321302333844,0.5557161833467218,-0.2857803937862253,0.5024790434308959,0.22703306170085646,0.6044075482227348,0.3427621889091836,0.5261291759018143,0.21204381473138026,-0.1668466243158448,0.6239043942169388,0.25767948793277223,0.3610220161716114,-0.126301950657208,0.09769013417796303,0.5695424878982804,0.2272844337203696,0.6130413455272166,0.5784684530710287,-0.08414402067616827
Cerebellum_8_L,-0.3938080902761018,-0.5024393175186512,-0.11182706042436452,1.0,0.03955926609989948,0.49382871419645097,0.15720993639457148,0.3246166711135429,0.07218376811259375,0.419875157045574,0.5772433340546468,0.011467538485718258,-0.00346570800376623,-0.12989727108485508,0.28007525055933574,-0.3367179856012419,0.1437357222519726,-0.35232524701044926,0.32802040480784633,0.20593316042154397,0.8020709924853197,0.2843779623574624,0.23740733976372894,0.3657392537305909,-0.10380041546734468,-0.07041455545644476,-0.3085447623392574,0.22246973804432296,-0.27971817301955565,0.2288183254491721,-0.11878818874816849,0.7114697279307206,0.2936558810295547,0.35219889322267445,-0.449574799294564,0.5643958132974779,-0.24659449262296776,0.4859476807298177,0.24575899441146443,0.4650382438642011,0.010191322862676069,0.31296880955450107,-0.5615375690127964,0.7114612559660037,0.45398034305216034,-0.4678638818493394,-0.3508173093148995,-0.4127706013495004,0.40613557881802126,-0.30459123479346123,0.26514627782760625,-0.17595372405330356,-0.4765360703095099,0.06458663096289924,-0.6410758908089789,0.23026005073864236,-0.4595393048576251,0.6524187360017895,-0.08800832937070519,-0.2001174473701572,-0.5396284353255005,0.4010536711720842,-0.13394296393050703,0.0682573163469102,0.3974585082614854,-0.40680730241387264,0.25024981209024055,0.4309629626639891,0.024141719672591735,0.5709295148631981,-0.04585486760835288,0.42847061311777374,-0.012752080251720487,-0.1335123917439919,0.05549486477248135,-0.300210456480742,0.315634641441785,-0.16514367499817337,-0.4526386812488753,0.023455591874338055,-0.23665658335664708,-0.6236739391211187,-0.5169606575692511,0.5171254140147128,0.08779151195395796,-0.5521804248237514,0.8609895141594788,0.8409110120158677,-0.044550504341758126,0.5299882055558836,0.06569028536375622,-0.10216131680224812,0.5169674928686248,-0.18617025618237304,0.06858872704158414,0.23733418753241178,0.28346378631971353,-0.30307979345041064,0.04969450790450797,0.7208044317035529,0.5201566191515521,0.31479764050719433,0.26605131742527555,-0.3279944830250976,-0.4507893733932293,-0.3576716021028071,-0.23868418590971507,-0.048706070310512384,0.6170306025545342,0.06442714063542432,-0.20302621913678878,0.5206701420151083,-0.08890727395506066,0.8201910145328946,0.4928709777564953,-0.07634033767749726,0.2733430558803308,-0.04272763442145239,0.22635194315685536,0.34014476375947394
Frontal_Med_Orb_L,-0.2753571672930959,-0.023299308033220473,-0.10318602820194389,0.03955926609989948,1.0,-0.17633766310050836,0.25767544801398024,-0.02290673889865487,-0.3656300139182243,-0.2933228578589401,-0.22348769603019394,-0.30891568563996114,-0.03389470533194364,0.13190504047525972,-0.07923267482982166,-0.08526617548680138,-0.036149219989858566,-0.023754863987122014,-0.08490129106756479,-0.09755235868341557,-0.13418101199822638,-0.16881405477654407,-0.22975342060302525,-0.10855501520225885,-0.08261203380877352,-0.3369095982746411,-0.35372413590755375,0.07392142214602201,0.06487705369611332,-0.1580830065198252,-0.0397086057966348,0.15722215623460806,0.1428393379219705,-0.016701909048385654,-0.03655424241165511,-0.2887835034333383,-0.29455503711930486,-0.016155434791662846,-0.11939533850255286,-0.08851754943221898,0.03606971128620029,-0.17775540051639488,0.05703923048056933,-0.1071039360421075,-0.10181240322954246,-0.03241869147990782,-0.06688305355141243,0.017296120054357118,-0.1483818171648669,-0.47305963559289566,-0.10062823511085496,-0.22231155817745285,-0.19315367470695832,0.09300054017601433,0.05512722460656318,-0.13179160277660432,-0.044666266834804014,-0.3057973293887398,-0.2537021033107052,-0.19575389551902841,-0.04071877105711465,-0.03777951619556025,-0.3312431340077744,-0.23804490392508376,-0.005724590350879673,0.009450400311808696,0.2553241405471257,0.09286368852978846,-0.46245204396285877,-0.3400567349888529,-0.2539225869613597,-0.04819168854415598,0.029859822308435615,-0.2517196616582931,-0.19852586192608315,-0.1130300429620554,-0.2833961420861177,-0.12246227781835967,-0.13826580347746503,-0.11745520168084132,-0.06594146055881446,-0.005274719350545423,0.24764632633166006,0.08822496327797111,-0.2900777604762683,0.14970642329362388,0.0933676348194976,0.0031473180381854276,0.04265653094398458,-0.15057463957206274,0.13668927716310095,0.3361627448324856,-0.26351902154023416,0.06258283645070108,-0.18797280590776153,0.1549821482598639,0.09896607529818824,0.06633184845646577,0.09519533101278968,-0.14302322470028825,-0.10488028522951946,-0.11120180704750447,0.13410890176069643,-0.048460954527662234,-0.28004350391438787,-0.16639979585120304,-0.012129521999478253,-0.07742197004030592,-0.15118281559731162,0.05156547866151303,-0.018771935473567678,-0.010548820860595106,-0.10896630206238452,-0.051840936905419084,-0.20704205933438433,-0.3079752186661324,-0.032068816679583584,-0.14044831602889243,0.016616103538451683,0.10020051647580965
Thal_VPL_R,0.2538371542387749,0.0027808838073689114,0.5221862105375891,0.49382871419645097,-0.17633766310050836,1.0,0.20020463983353934,0.5914476741658484,0.5256769456368213,0.5800901663866345,0.6950534650486356,0.2501134668685618,0.0017345297739463916,0.34918748917000414,0.5019877959122675,0.3689362259934142,0.05207524243218327,0.08351122235339767,0.6873625677063595,0.6380922941022398,0.4714008468046983,0.5003903336399498,0.6739313510023424,0.6467887541189332,0.1170265983439799,0.5675732698280397,0.403813806645657,0.3186362166591485,0.3184108012515717,0.7013636848641391,0.5175939197355777,0.21528972183836156,0.36922307298817225,0.42504210910198825,0.28268592048402286,0.41342921757424445,0.2431399296313517,0.694596487696546,0.38425853480920796,0.679505835181134,0.5033475909509634,0.611294956751463,-0.15370652612565097,0.6697583961889549,0.6437354624744813,0.15454684780248604,0.3641366859511558,0.058786670281989827,0.6389988273401841,0.19133460481741962,0.7086807076433984,0.4334966159102424,0.14380642345315742,0.20533711291351175,-0.1535756144833815,0.6163074316386956,0.15944985364286302,0.5976470730788672,0.5938123198920484,0.4917199282732716,-0.289208872008167,0.679088613257255,0.4882125311418084,0.4653174143906871,0.26627091313377277,-0.15838449253759948,0.21436061405187096,0.19940968531623582,0.20699430738095814,0.6806552558995673,0.5612281165816733,0.4324466286750631,0.1866866203381389,0.04311989289407763,0.592596718410011,0.4373689485598098,0.21858375329952215,0.5190503764257902,0.010316945040205992,0.421104724069173,0.3686457092948143,-0.13027740511601382,-0.22256633534105633,0.20989527743201133,0.6394446457632383,-0.16659939110548302,0.43935368059363794,0.41693172473875295,0.3751395951495351,0.6353519585234076,0.09668816585111245,0.09298063819094826,0.4236121163622874,0.24348356438707236,0.5412434714925343,0.10651137956108221,0.4894132981328334,0.09061720139268445,0.41402468563444916,0.6086425614483573,0.722340473598992,0.7731174884428214,0.07925745500134072,0.07583145061047267,-0.0019070587261342756,0.06724820671821405,0.12189567954694507,0.6028203439217167,0.7292776539002075,-0.102113998190063,0.48331600640403666,0.5930680592864835,0.36416725410724493,0.49932593207367465,0.6141794281235284,0.5223061397447809,0.33418435931142776,0.6017765277264353,0.537582528229899,0.15575386328408777
Thal_MDm_L,0.040459295923965695,0.058429945222311486,0.5051192235503992,0.15720993639457148,0.25767544801398024,0.20020463983353934,1.0,0.4871560028390121,-0.09882892699232086,0.10122252407336836,0.08648001151135792,0.1647403746681787,-0.040591945799473284,0.4202909625120076,0.09754998031735083,0.16640215955643917,0.07021316933085815,0.07574943457146485,0.27215257925498926,0.3378787431107937,-0.001542539029477312,0.13148696448617292,0.21396942588522563,0.2452100835818864,-0.058718995352867974,0.21451675383462782,0.003492456928586796,0.5894908382220702,0.35618688346485966,0.2784643897122196,0.3000912889798437,0.04074416371845523,0.33927712303450475,0.11822574193517421,0.1706643075699881,-0.1714075655452874,0.045933977733636513,0.32482319662140113,-0.05782051020710937,0.340767802694226,0.3053812923661529,0.4073803488756594,0.12271741708577047,0.11903538258782488,0.18170246390647418,0.09280348898154323,0.2397020116135991,0.12416719399220263,-0.19584517470714574,-0.13351739391409384,0.37195880270334486,0.15257532294057194,0.023826410084457995,0.16900511120844275,0.054960574676046745,0.14181932448862677,0.25390359623720715,0.0850649794911878,0.11807412328195915,0.07535004834764991,-0.027489504150649963,0.3677679349244849,-0.041515003452121585,0.17401427783672865,0.009056803287489716,-0.03720255838674432,0.24886172338337983,0.10267250841860164,-0.2422412831613966,0.07492117507347343,0.0765884245414878,0.0564417449775711,0.08771225605567927,-0.05412726070804845,0.15280399802247757,0.19012243256029485,0.06140371190003683,0.29901087193013365,-0.04515779403622093,0.04229123312358707,0.21536760241622332,-0.018054839870267392,0.25480843589867075,0.38817163757419115,0.18602572066255457,0.12235085957175662,0.127084060895492,0.14119499124492607,0.2751345568092164,0.07315881863488595,0.27152683643857295,0.3101802535092107,0.027394151709649008,0.16719903001785621,0.09795892544689998,0.0984120077709969,0.44192681593724026,0.163674812974327,0.4206603346144657,-0.0901880291260585,0.335436082120748,0.34465534060378594,-0.061471949360478624,0.156290168452467,-0.0020990376192315313,0.32331255759579397,-0.010842542208536782,0.15086659041148112,0.1875934025459696,-0.025167874277722904,0.24351079862329084,0.2823638476197418,0.009809712102940273,0.09070949027515707,0.009557812378586604,0.10994138987093402,0.40658383223392774,0.09189102422091015,0.47648383161319097,0.06659705930892246
Raphe_D,0.26536211622927763,0.11638934916817922,0.5524549968807857,0.3246166711135429,-0.02290673889865487,0.5914476741658484,0.4871560028390121,1.0,0.31136745869814286,0.5170492553730945,0.5306492424365454,0.3547819319462215,0.016630517288762976,0.2506900864640508,0.5053811820725506,0.3070195381765208,-0.013824195935832154,0.23477685660620215,0.6288718317909308,0.6268485656534108,0.30058478357846624,0.4721935311718118,0.4937886390178481,0.5778230624530432,0.07534604354148526,0.5227524159637137,0.34901766570473763,0.5588575397037665,0.38747749872689446,0.5367475128430369,0.4763772059536099,0.20988414988345927,0.461682767500208,0.48758985341873357,0.2549643960263778,0.1270877697321306,0.168984818247933,0.6019812752499687,0.14594167923421633,0.6668231099868276,0.38136100592342337,0.6809327603609984,0.0545349042539721,0.43887068007447594,0.6082151393282244,0.12633055452799752,0.4020199795030862,0.1924986733378355,0.21155703648595137,0.14885319248417914,0.5290167242888495,0.33511795697539665,0.14893126744200366,0.2597065626517198,-0.027343882814858347,0.5308747871545767,0.22384206808849472,0.34652732534580977,0.4702188811897279,0.30669013447861093,-0.19245172637167943,0.6971030257488116,0.3746980044515311,0.2403619983713515,0.11209576794286906,-0.18935854213048625,0.2469610274131577,0.23711886734647103,0.06822668445939055,0.532601329536489,0.33579338195560776,0.35145373477623576,0.2648323473600749,0.09152010686236062,0.40983853755946975,0.3676347593805264,0.22481452602311333,0.47287720349266066,-0.0024940793037842982,0.41568749473447636,0.4225094196331366,0.023928988093580607,-0.10169492048177954,0.398136901344472,0.47887150820898156,-0.09741038205857093,0.3150690548218522,0.30051914370422755,0.3302487276613752,0.5266403539522125,0.32375697153544325,0.3221507535289514,0.31470727435109974,0.24835975890109896,0.2708814382582325,-0.03142433475564951,0.5655159169597922,0.2136513604315707,0.48991530014103707,0.37527766908039367,0.6603434001090971,0.736026401082576,0.010656120777365288,0.045547952323073446,-0.0255257758756691,0.21461925782185554,0.09985296745845194,0.44799189792194294,0.5832055316420449,-0.06475442043595678,0.4330212008636516,0.5713082601086071,0.243118128299422,0.37028329746824834,0.3477885728071462,0.3447410731854685,0.4168365087876655,0.4449960755447322,0.36355586796359546,0.06602109500669373
Thal_LGN_R,0.3947351085904384,0.25953527839351703,0.3646037673193703,0.07218376811259375,-0.3656300139182243,0.5256769456368213,-0.09882892699232086,0.31136745869814286,1.0,0.4563689458603151,0.435636211413828,0.30517581654701564,0.15023001016298224,0.07663565307161531,0.4222915244684589,0.37745522170590917,0.2597772746583494,0.22294194242766296,0.3668270495615912,0.5409744848141015,0.2686237786897783,0.40277576536755916,0.44360823485374234,0.43473538475070056,0.13587856784474897,0.4936811979833046,0.37898332329930345,0.2067444483147277,0.302751215958044,0.4457074134632892,0.42104492882195027,-0.12100037467597274,0.09908879303847482,0.3972573751845882,0.32658896820474476,0.24232305807162774,0.2281167495726316,0.3040042299022735,0.17912664120961094,0.4594369491019737,0.24649589223754406,0.32797062515298725,0.20975478957236182,0.24376844981813345,0.4242831839480847,0.3739803092351466,0.3846494765820954,0.2273318652332316,0.397191178316057,0.3461802406362812,0.3918818165573994,0.2978158564949606,0.28539986139259127,0.07701142103796106,0.1276998278796495,0.5516519728883732,0.18851753316341477,0.44394502210288167,0.5007250307312365,0.5127584379679122,-0.209285844734049,0.40658572432439305,0.4752525617824638,0.2371557987677106,0.23406018436386755,-0.04931475827546476,0.08445695622554375,0.11395486126597669,0.2991133660229252,0.4527918001520979,0.45701385267005146,0.16510616209308707,0.10223552271302684,0.16106865657625138,0.4707220166766001,0.44604358350362255,0.20891814430510344,0.3622887275366641,0.22158213558026432,0.23729271668710786,0.46109446154926886,0.21351691839314205,-0.1686103024304992,0.009776034275213261,0.49448063662719577,-0.11140354476094591,0.02523646572712363,0.0646887851576502,0.4496157560214735,0.3098398203545414,-0.012632563657828057,0.08536702499318867,0.3001764254702931,0.24279743018851277,0.29782122144263967,-0.09978510694473672,0.3103550398122271,0.32134064944045526,0.15641064661521442,0.29436483181908474,0.28648138101612214,0.49138825586047596,0.038604277768432796,0.055434520013275645,0.2071013998608003,0.18199049012628157,0.2871276201525587,0.5062543797727164,0.3954500877054923,-0.04794274945975052,0.38901816375119963,0.3083021429394594,0.3542470234353231,0.16852994617025055,0.18834379496012085,0.565451297753739,0.14673510347365076,0.46669531584771773,0.18726295289180375,0.07173128776084535
ACC_sup_R,0.2685370158325608,0.13406053725777844,0.2778825941529367,0.419875157045574,-0.2933228578589401,0.5800901663866345,0.10122252407336836,0.5170492553730945,0.4563689458603151,1.0,0.658596545168163,0.1681137386630654,0.2758834585347897,0.16040696059930218,0.5583399411267798,0.20578616480693082,0.06678807075972502,0.2630526775054358,0.6420653732499128,0.6271610995598514,0.5427725962667556,0.4954619720937231,0.47714943331849663,0.6421123268718182,0.1338639814258097,0.5052121229032678,0.26194763009143446,0.21995858864051207,0.22601813715973693,0.5323252348624888,0.316383383430806,0.2855159401593126,0.29330853482460345,0.5858286433728407,0.10636098843668916,0.439102477114877,0.1969470390498844,0.6016693135045277,0.3597577961498903,0.6870299544064129,0.31737314938128125,0.5427164777893722,0.05103294831787614,0.5278025129299116,0.6472510042898358,0.10303602495287136,0.3129662393632429,0.14398870246077114,0.5318753181715624,0.08068033173891409,0.49333392483615607,0.13183936554225303,0.04753811655117368,0.21040116394636182,-0.090168488770644,0.6176322157928984,0.063980972096081,0.6204101707739181,0.40895842933931575,0.3302800999896082,-0.3966430008003794,0.5895467434804174,0.3222993514747715,0.2477279773488329,0.31588974649648377,-0.27837212408509837,0.30231321482219076,0.2692326500145367,0.3145704001338773,0.7534335839633828,0.36490215944783005,0.4259216809322792,0.19405998640074348,0.27621993210340967,0.42623622448246035,0.3028792368052315,0.47246976927955636,0.28343858878596134,-0.063325662773071,0.3138968124522606,0.4348105880004166,-0.005099461683279743,-0.31135917156180143,0.1895549710599492,0.5137175139674874,-0.25133401503806657,0.41735924715712014,0.44338894538974155,0.2538729146963678,0.44828752316053566,0.05241730921711264,0.10520293288492695,0.6134421599507833,0.18610428403248758,0.4783785903132654,0.04156740259687909,0.3537726031144618,0.2397849741423028,0.3553603843442966,0.6262869310915365,0.5431993512080088,0.646513471269361,0.15899191355520884,-0.15009087619520534,-0.0018352791816177475,-0.003329209508418299,0.17479861162943577,0.4187609062010362,0.6117417313763535,-0.003504171972240743,0.297875292848704,0.5606972770620822,0.0980441777847951,0.5081670187884446,0.28481958091623594,0.43049106047660946,0.4188021087243557,0.45245186993204745,0.38091679509706683,0.19177638298175256
