,Thal_LP_R,Rectus_R,Red_N_R,Postcentral_L,Parietal_Sup_L,Vermis_7,Thal_VA_R,Thal_PuI_L,VTA_L,Temporal_Pole_Mid_R,Parietal_Sup_R,Cerebellum_3_L,OFCmed_L,Thal_MDm_L,Amygdala_L,Temporal_Sup_L,Olfactory_R,ACC_sup_R,Putamen_R,Thal_MDm_R,Cingulate_Post_L,Thal_MDl_L,Thal_VPL_R,Thal_IL_L,Thal_VA_L,Thal_MGN_L,Thal_VL_R,Cerebellum_8_R,Thal_LP_L,Cerebellum_7b_R,Hippocampus_L,Rolandic_Oper_R,Occipital_Sup_L,SN_pr_L,Vermis_9,ACC_sup_L,Parietal_Inf_L,Temporal_Pole_Sup_R,Temporal_Mid_L,OFCant_R,OFClat_L,Thal_LGN_L,Cerebellum_6_L,Temporal_Inf_L,Frontal_Med_Orb_L,Thal_Re_L,Frontal_Inf_Tri_L,Rectus_L,Vermis_6,Cuneus_R,Thal_PuM_R,Calcarine_R,SN_pc_L,Cerebellum_4_5_R,Thal_VL_L,Temporal_Sup_R,Cerebellum_Crus2_R,Frontal_Sup_2_R,Temporal_Inf_R,N_Acc_L,SupraMarginal_L,Thal_VPL_L,Insula_L,Thal_AV_R,Frontal_Sup_2_L,Cerebellum_Crus1_R,Insula_R,Angular_R,Vermis_8,Heschl_R,ParaHippocampal_L,Amygdala_R,Caudate_R,Temporal_Mid_R,Vermis_3,Precentral_R,ACC_pre_L,Angular_L,OFCpost_L,Vermis_4_5,Cerebellum_6_R,Cingulate_Post_R,Parietal_Inf_R,SupraMarginal_R,Occipital_Sup_R,Thal_AV_L,Occipital_Inf_R,Frontal_Sup_Medial_L,Occipital_Mid_R,Cerebellum_8_L,Caudate_L,Thal_PuI_R,Frontal_Mid_2_R,Cerebellum_10_L,Cingulate_Mid_R,Thal_IL_R,ACC_sub_R,Frontal_Inf_Oper_R,Cerebellum_9_L,SN_pc_R,Red_N_L,Supp_Motor_Area_L,Temporal_Pole_Sup_L,Cuneus_L,Postcentral_R,Rolandic_Oper_L,Paracentral_Lobule_L,OFCant_L,Precuneus_R,Thal_MDl_R,Occipital_Mid_L,Cerebellum_10_R,Pallidum_L,Thal_PuA_L,Pallidum_R,Heschl_L,Olfactory_L,Frontal_Sup_Medial_R,Cingulate_Mid_L,Frontal_Med_Orb_R,Thal_MGN_R,Cerebellum_Crus1_L,Paracentral_Lobule_R,Lingual_R,Precuneus_L,OFCmed_R,Frontal_Inf_Tri_R,Cerebellum_9_R,Putamen_L,Vermis_1_2
Thal_LP_R,1.0,0.37407464563501114,0.24044819787571073,0.348425292415546,0.42197181875528217,-0.03958218315865776,0.2569149279645475,0.5271950099292868,0.2762212094985084,0.02970379645446812,0.48544664406080945,-0.07920059576920052,0.3360411455507433,0.32331255759579397,0.0622630659760243,-0.1896287233268445,0.3295139754997327,-0.003329209508418299,0.5302619675903247,0.23370319515602503,0.2322309418256662,0.5101645725250231,0.06724820671821405,0.25564128084988036,0.05435470754557871,0.010318276922725904,0.6044075482227348,-0.0025610299831999093,0.4088501963511233,0.36226548497872013,0.19342141169116062,0.5657823021276137,-0.27440056731208146,-0.20296945187972368,-0.12191928957851478,0.47516118993719514,0.27969124514204513,0.21037138751591994,-0.45994190366871956,-0.22367845601964315,0.10426347810549454,0.6073907866995065,-0.4317214630992284,-0.4548344625143742,-0.16639979585120304,-0.21364326632766473,0.13120077730155694,0.15018641023883508,-0.3111431675251005,0.35469808647329404,0.06029606826492756,0.28642094106214094,-0.06532605160847932,0.3176489755904038,0.4763434672007317,0.6187298225265044,0.39964583343540283,0.33575631074621737,0.5476508039719064,0.3507532286862018,-0.2779183467788557,0.3057002921354094,-0.0682172680534018,0.2934293127349717,0.16797032583647784,0.3335324604557814,0.44911169632096437,0.5018066471941103,-0.28221152317255654,0.4120538306572042,-0.1762268823020927,0.33151629438794994,0.14337306760775248,0.6222257444731526,0.20315558783224116,0.4447253396435802,0.02594446125145385,-0.11597259533718972,0.05728240559325604,0.1374595649165989,0.11770243640533087,0.35793936509591495,0.42214846922383265,0.5347241848235127,0.472777348330387,0.06764001185925395,-0.33800368090375416,0.4786265075625091,0.48485511449788865,-0.3576716021028071,-0.05676996141023947,0.3115099060650328,0.5734727832902519,-0.029657082199009897,0.5743278373745894,0.18115050818449324,0.18224926211801695,0.571542185014156,-0.2715551764034989,0.09152434700210134,0.051248623984614196,0.40303015625478233,-0.3537884402230254,0.17630951685864057,0.44010588799569533,0.17060143277348616,0.5300591052116129,-0.07936161420755788,0.4666037884438154,0.321235861200836,-0.19882961043346978,0.23417581840124413,0.17472335086549726,0.12852150781387478,0.467947962130898,-0.3038937231318731,0.2480831267251747,0.20629755784985523,0.3104447775615429,0.29735109537101484,0.3970647892983311,-0.10631001015864436,0.3345828391380224,0.14897291064469462,0.517887565661892,0.23448188135816309,0.6113444478634772,-0.2053560555611391,0.395187928070482,-0.009134453893155332
Rectus_R,0.37407464563501114,1.0,0.342743608660871,0.21152695459613405,0.18578772464466184,-0.09180630676646678,0.12612095551677027,0.16381770610696397,0.1694021420341911,0.4131274823314046,0.1436499932029879,0.055738322120347475,0.1682819566122711,0.354170368841454,0.44039219237215604,-0.08628919532855427,-0.0658746393801728,-0.003401380940788709,0.26070523294212644,0.1588989044978282,0.047853018215306894,0.2632918157273931,0.1776268846217928,0.07828018386028127,0.1377538513755741,0.09551328170116333,0.5118036803781042,0.16793650557687353,0.3348615001905919,0.21421434146755933,0.22502630628597056,0.2606456015129663,-0.25179298918587634,-0.18872738836319214,0.07809075294145922,0.21770256308649902,0.15182253049858016,0.06916020379046833,-0.2134035625813446,-0.36074209364458965,0.015822399852196162,0.11960225607610328,-0.23915743542196433,-0.24173693604760613,-0.08220464705573842,-0.51599064706028,0.06983874752887832,-0.1666945823476374,-0.1278393515138811,0.08216325576319568,-0.21749853794689822,0.029631487373821822,0.03174045531807534,0.22186983402939894,0.17573576318220574,0.34956185385071703,0.16517934803647608,0.1516393689671187,0.27009887123908854,0.36309582138358876,-0.1217537291393931,0.1378735616883715,-0.05004424218389401,-0.03660441030079812,0.11384063775078844,-0.10122966893697839,0.41723426960209803,0.11159560796164258,-0.05834547844120678,0.2626695978529975,-0.0335123985812996,-0.1495591427308432,0.0246543593407257,0.27468843913637225,0.12725809234280583,0.105277685275784,0.10843947198464328,-0.04518254964808816,-0.15433438037704433,0.10569047981146243,0.06158945516617325,0.12156079866703298,0.05325310267376974,0.13291911516599897,0.11598744282401542,0.11857335397523133,-0.38385745131370325,0.34782632809288994,0.11915390735669552,-0.10841098212839768,-0.2801358863758964,0.3440662427940943,0.2741372642243698,-0.2532600413662741,0.18821384818860942,-0.08022816520430906,0.2776249487504704,0.3179395814744348,-0.18146074517249966,-0.0007000648002337099,0.19184972692617036,0.26187551116698893,-0.0328765495599581,0.09902707479640192,0.1072851718795044,0.1078048586488752,0.2977163083786299,-0.037029571591729635,0.16200716221303252,0.33950746885429295,-0.11858681591184503,0.20378905735843608,-0.15749380951850894,0.28030684485713087,0.3096739208430128,-0.21756136862456865,0.41443359271990576,0.2943626011727605,0.1518797630787736,-0.0585986778602867,0.3293187907521128,-0.06550252846698419,0.1373271271311031,0.06178788002605962,0.19549227344437478,0.5212976588578454,0.32513310099559883,-0.010259643898582901,0.3266894780339142,0.04386205606456179
Red_N_R,0.24044819787571073,0.342743608660871,1.0,0.19997733785099153,-0.0632059887087953,0.12645920757435636,0.357069144455189,0.3000283190774981,0.09281015522569946,0.288313275178128,0.20423323444026775,0.44012929999483014,-0.0771316821933784,0.44192681593724026,0.16893752087181135,0.3378814941626617,-0.00611194740707674,0.3537726031144618,0.23668464408352333,0.5456164830203944,0.20771457907029772,0.19915857260475775,0.4894132981328334,0.3286768444139558,0.20552518221647265,0.3506104570860166,0.5050520183120001,0.18839327442151332,0.40736445097622276,0.15286442990432048,0.5640551859855045,0.27641939918537783,0.14720456481207872,0.25796256437490184,0.28301768888036827,0.4103067978716575,0.11965257562415353,0.1231800504858977,0.20925213238267104,0.05937880302933645,-0.03161051377996255,0.24266218275982782,0.2701889250335932,0.21913903571722015,0.09896607529818824,-0.10982516536699764,0.41272675340515685,-0.05886081416729576,0.2551166633795582,0.14547498355257943,0.1900937225687631,0.20183771487398192,0.4242474109559774,0.5808110101752807,0.4986127468100071,0.26112353753897144,-0.07239191713991347,0.5447572565600695,0.1876792061420429,0.35916927567086854,0.09369329223317983,0.6269353584698013,0.4124863798658886,-0.04119246850335632,0.36998743890486124,0.18430604082276542,0.15409449461200883,0.1508592268877726,0.11688403439497154,0.43004494851640335,0.38082346833494635,-0.17100051471566594,0.27198411270746237,0.2284185527402792,0.44993199119111366,0.5268463122302705,0.10541305671386744,-0.03604622461321219,0.1885600910588797,0.47931267306229797,0.3803885274219868,0.3492068785497863,0.3873437616150776,0.38242936348140005,0.17801493261763127,0.4205942501429514,0.09982312301206152,0.2838124260097351,-0.061442611314236374,0.28346378631971353,0.15469743961890706,0.39483817762818546,0.43704762745414855,0.02300405495494648,0.44936007375335607,0.2796549629290979,-0.0026944398389920545,0.39020389520266174,0.34019757348752466,0.28513113867315537,0.568275051768886,0.5346561247914879,0.3188386914752577,0.2305611828756653,0.4727300644825345,0.4776794367714225,0.3556665179683384,-0.1060025854433935,0.4080317917620502,0.19591845590632007,0.12030161174088493,0.14863007520380683,0.1365670075350488,0.2981745708640593,0.32405840629874677,0.31804576510887256,0.4525329101319319,0.2057121003263312,0.444411768457469,-0.35566376210524586,0.1130433996249827,0.0630469403905592,0.40093945166550327,0.3950337876990436,0.2989569618010994,0.22140076266880238,0.3846577575636138,0.17089777060366598,0.3893987207111691,0.40593185155080147
Postcentral_L,0.348425292415546,0.21152695459613405,0.19997733785099153,1.0,0.8184015371180201,-0.05238801289233309,0.48677482757696006,0.5896486059966989,0.2695783431062701,-0.06813121978026251,0.4687011042235577,0.25284876246641524,0.5092620003001843,0.15981677181025353,0.49466555316783833,0.17216064404844106,0.43193953930084966,0.20436617696906864,0.5491919419203681,0.33781432083517515,0.5616757081382244,0.3135329029273229,0.3190462805573164,0.5510018808585422,0.378188966093049,0.03698185988341019,0.4591471037982545,0.2133094939929099,0.018338105842494134,0.14422087676201636,0.5405298747166825,0.7318421363791932,-0.007766603899983325,0.17685517554224478,-0.29936637239318836,0.5153714129194753,0.928235192564466,0.1740137300734791,-0.22100978844672992,-0.19810782757030437,0.1808277296332971,0.6398094568594703,-0.35794388900544405,-0.3773319065876188,0.01570000254600528,-0.004520241757457879,0.5373314463947735,0.37050030754666985,-0.2049407931161845,0.6234977783358683,0.4948428464289038,0.34496156205219186,0.2641218997750659,0.4715604185338882,0.451503735004913,0.507788908616027,0.3341370141357768,0.5719613523309359,0.26482386128890445,0.25030211298684724,0.4014985297033541,0.2738352765581503,-0.02893699660181113,0.2295251105352442,0.5623407720663607,0.4004360621604358,0.6010802091744679,0.4708888142569688,-0.1701822665116569,0.5613189986945342,0.11506961072893543,0.4678401119536514,0.40113096695122424,0.45944232831863385,0.4419462917206052,0.5282451607644064,0.0015666111284764043,0.5798170820023688,0.13858684932132437,0.242000050584379,0.08511538553647478,0.4137572076016687,0.3685595774440515,0.3500063850776174,0.511847254735242,0.3329940765372025,-0.098880142429497,0.5028640193832612,0.436616679807706,-0.2661871650925216,0.31336519217123837,0.6021268416859048,0.6490983790449596,-0.018263068439163796,0.6318958044496487,0.4636785222061535,0.20473222039518615,0.6472121115298699,-0.19650737580963373,0.3429410895742764,0.07865610495034449,0.6380344273676323,-0.3335846267761619,0.2340596510687508,0.5154550103918663,0.5390626999141495,0.8405787054748819,0.005506361294985805,0.7494448891622955,0.39750204708606746,-0.05399795989241304,0.23339462463208674,0.27885899574276685,0.5569653093269862,0.5828730564870369,-0.09616969593632678,0.1759723688733382,0.5362778425062664,0.7796045544270618,0.10341822085581225,0.3931724496949445,0.03377909789377652,0.7862232245586582,0.400033654052331,0.8137289140322975,-0.10695127939355442,0.6399582597181682,-0.039029817637189025,0.6270082253740075,0.3318891742904448
Parietal_Sup_L,0.42197181875528217,0.18578772464466184,-0.0632059887087953,0.8184015371180201,1.0,-0.15045283460610692,0.24533867596004033,0.6327796923797167,0.2225620800119446,-0.06852019150580302,0.6821197287171967,-0.11268149018507831,0.5109529564945794,0.054960574676046745,0.30671275976171963,-0.24023232267702882,0.34530884665722067,-0.090168488770644,0.5801238172546738,0.044686828878656215,0.3205003652806965,0.5079527748201329,-0.1535756144833815,0.4102217721092826,0.036869474663361906,-0.11822258842900213,0.27607051879220035,-0.04632495631091159,0.044642123261853246,0.043679437593977515,0.1361619838199274,0.6353929983636016,-0.17616594129633253,-0.16898855964997486,-0.48440109837537265,0.3185735606982543,0.8079249507077407,0.21200907158125434,-0.5980726879167894,-0.3656238331406121,0.198354444850716,0.6482310053789416,-0.7156079702688928,-0.7091619628638423,0.05512722460656318,-0.09452885178753924,0.16275939974018658,0.364360643186847,-0.5944327133033251,0.7011360741038484,0.24637976925001495,0.17304987222312646,-0.14483625853564608,0.13782451418038652,0.27652337515286135,0.5429633774828406,0.442861266027287,0.2158081633516611,0.3601859097849627,0.14462168963431016,0.07394858097697192,-0.03278483457815402,-0.3735105956938797,0.3600413191074974,0.20220629948544247,0.41208405996703085,0.5041499192877563,0.6882528004513437,-0.43466675462783844,0.3126294767444766,-0.3265987593563894,0.599603559690372,0.06489076835547315,0.5279034189687576,0.14299109817093816,0.4032897731359344,-0.1631823148368491,0.4477187866724496,-0.0734302451519084,-0.11019638315244172,-0.24361570191117968,0.23743576081898965,0.45176944489233667,0.45462834274050135,0.676992411101497,0.028817269967208382,-0.16690855883089945,0.44363996479664797,0.7284448419997153,-0.6410758908089789,-0.015067786289640771,0.4133009961700623,0.5419707309553832,-0.08176394303471717,0.5647347804784704,0.24616815908488604,0.3719421066816094,0.5603356386439924,-0.5422500855272875,-0.04062316419519857,-0.30245595101356787,0.33803848344670784,-0.6542375107466929,0.2521300798211389,0.47818842127395766,0.1345572500902313,0.7265060116136594,0.020500167435567096,0.6536834939697743,0.2145826698195934,-0.15522834414220613,0.061971614746209665,0.16536849387387725,0.4518891335411606,0.39759567626055686,-0.4861924360233978,-0.01670779747679571,0.32897831302288066,0.4766705423026381,0.36102545777935996,0.4322752579035071,-0.12013863297388597,0.6019756816720313,0.10763019376772373,0.7200621551865681,-0.10784038838739207,0.6140243003251962,-0.4241958784259597,0.47100379610022347,-0.024438594822415078
Vermis_7,-0.03958218315865776,-0.09180630676646678,0.12645920757435636,-0.05238801289233309,-0.15045283460610692,1.0,-0.010952838836293709,0.03732924668536287,0.05396863768247843,0.0073897486053169275,-0.08844332653755374,0.0774005874576876,-0.20944943838449204,0.07721021579849345,-0.10488113019712862,0.07086566616641303,-0.020317051536656805,0.188122735268346,-0.08879087172196996,0.06301069541858209,-0.06605792788764159,-0.14718987397155392,0.12468061020535177,0.037660602839988594,0.014548743909747463,-0.12998829289536612,0.01160530328533775,0.07820084719349593,0.014200722717695688,-0.04835949652767371,0.058088910650799255,-0.058153102831255105,-0.037404280928805614,0.12428145764450171,-0.010623078046147844,0.04345754250081877,-0.011694894535660352,-0.006565919719605411,0.15881561550323142,-0.04637372310899067,-0.2277856499396925,-0.004564011430621953,0.15749517167607394,0.15685549382561456,-0.09826649242692781,0.06247990174356951,-0.0310775439731767,-0.14956433816378448,0.2503757847995158,-0.17733696893374368,0.09789867323688414,-0.06718210000269478,0.10376838359468439,0.12363663878965474,0.023312074033592846,-0.04449450411488911,-0.04973047341019353,0.09153987807763497,0.002656486771010624,-0.06811901343818648,0.03523197747322398,0.12999502630828674,0.16236852756835907,0.06028078822629468,0.011875708198499585,0.1473347795556565,-0.026246827417635843,-0.16066629252618833,0.12181624222710943,-0.0316661399951356,0.13389067295764562,-0.18529878517985707,0.1105233220951888,0.011523368347059627,0.132187098695839,0.06457090784377688,0.08011819413982517,-0.05164807552913061,0.005193374726579907,0.10700778402865048,0.11800414028294566,-0.005911683016809091,-0.027868841351484878,-0.042077046167361604,-0.11385452403963679,0.12780549784658612,0.10114222874812302,-0.08966449482628873,-0.18916664037964698,0.18082800376201263,0.0985301557974949,-0.09038897078286039,-0.008386408771014892,-0.04886301761820794,-0.0017552716281495275,0.0650838124568683,-0.09115557200511273,-0.03865938963652368,0.3001251305189062,0.11417931519781302,0.07242706013537334,0.022339673484374035,0.20085506029335615,-0.17330927096053003,0.011167964421401519,0.10687299404989967,-0.07196812889582674,-0.053547804590584606,-0.06098192269784872,-0.0011174194758909574,0.0832152148084965,0.06661267440607985,-0.035073857078745864,-0.03393056533331816,0.013359027753653222,0.15121285294076348,0.01618193445662638,0.05524939065186856,0.03377985609952365,-0.26261309533246785,-0.1505290335795876,0.07430947782360575,-0.06346893887336756,0.08259882212276848,-0.15018477260485777,0.03992353344090897,-0.0891519737916569,0.015644558523636436,0.000604380810525654,0.029672380798666825
Thal_VA_R,0.2569149279645475,0.12612095551677027,0.357069144455189,0.48677482757696006,0.24533867596004033,-0.010952838836293709,1.0,0.38654440467676066,0.17633887010873026,-0.19012159922662647,0.21096283456874831,0.2051227569977513,0.4096240253912756,0.3053812923661529,0.3913149552129551,0.19787543595628868,0.349476164522051,0.31737314938128125,0.30835861560521166,0.605639011801778,0.534239597453207,0.2318310502260903,0.5033475909509634,0.7005096560380911,0.36847124629960387,0.17875623161873525,0.67194679615726,0.008462476839291291,0.04139881691731547,0.23680294836090385,0.5019095390565014,0.4772757327967445,0.03747137549522096,0.3369653196331946,0.06375459060756208,0.39027784768442647,0.38920444513738295,0.22896922965413744,0.026702197447434732,0.13695998480133206,0.023024407364331766,0.46309898971348146,-0.008550653174523738,-0.05556769784593874,0.03606971128620029,0.0888497197386095,0.5774629814170412,0.29927520623041587,0.058793479293151825,0.28688677788978395,0.3743555503653874,0.24357942829527873,0.336552932495832,0.5164692708445813,0.6375465269212633,0.4262613470319464,0.007095640017362575,0.5986288743454569,0.3177932014059525,0.264595199092498,0.09001882267614354,0.448548017322627,0.20259677550899863,0.13211080621776233,0.44942035388404655,0.3074910889367314,0.31603326075605587,0.24064419875986778,-0.09590058752262559,0.42594729282917126,0.2662784729035773,0.33695822383910934,0.5245794233207429,0.42171380690632004,0.3534365349081691,0.4615441601138297,0.13387646820726623,0.22041660908081717,0.268387455574341,0.3676225845287933,0.33440693730179183,0.4790930745667679,0.32690005190583915,0.27140032572953954,0.3852715778463195,0.2266302772336056,-0.07605791570245726,0.3142570090246332,0.17607414782651706,0.010191322862676069,0.4280660952967319,0.3630125080051485,0.5260089554554515,0.2702152515399916,0.4833621114994129,0.6489725987033429,0.007979612015991127,0.5355260408793173,0.11085783595217194,0.36064980259032253,0.23722783038777548,0.5540010381583482,-0.013834775385853336,0.03953654054568158,0.4331112258975429,0.4959888985038944,0.5973703440467798,-0.18153007285426903,0.4420462627594361,0.3937517091218447,0.12706898829964297,0.29676862854616604,0.42776521982126464,0.25580811844695994,0.6172802425889853,0.133443879111457,0.29429282308385346,0.3855713762652159,0.5035184689685087,-0.014928432747763443,0.041758541194887006,-0.015263188862565709,0.5159309254772013,0.2837764087022753,0.4849536297367031,-0.05616309337042584,0.4917016596017435,0.11321706424062265,0.5164216076273871,0.379120788273135
Thal_PuI_L,0.5271950099292868,0.16381770610696397,0.3000283190774981,0.5896486059966989,0.6327796923797167,0.03732924668536287,0.38654440467676066,1.0,0.32250272071378633,0.014387407031155845,0.7318755494139965,-0.009545405082751715,0.367621909569303,0.09280348898154323,0.12079774038227273,-0.13480356839735744,0.3408588214841039,0.10303602495287136,0.6252222536202651,0.3455032235374872,0.35445431161884916,0.6095679731021428,0.15454684780248604,0.49957685636791727,0.015860181590957294,-0.055372030458707644,0.5009790685670612,0.02171492775746714,0.1466353856368997,0.09013468817087858,0.23992341746700385,0.7138368708303803,-0.3013608541880441,-0.0145475117788101,-0.4117993127231784,0.49984618523139396,0.4796600059849788,0.36037159799664636,-0.5235101336638686,-0.28802875406542733,-0.02939340222214619,0.7150216042834766,-0.5356636534595768,-0.5898699489260486,-0.03241869147990782,-0.08945957329840708,0.23784872749113387,0.11606307450713539,-0.2799128328826687,0.4602131155856656,0.2534516033063326,0.20251234579971095,-0.06914360515260584,0.35074897157363544,0.41989075336930953,0.7741379439667597,0.32420523661341183,0.4841303601093014,0.5687665693244743,0.07817205393489846,-0.19115833201691898,0.42745131664981567,-0.08440628002803434,0.4647443735254408,0.2273371173132845,0.5483669372866722,0.48437478361045144,0.7644685826484354,-0.2798372031025116,0.521828143570029,-0.21750691975131153,0.43337098458063134,0.06686715265705712,0.7822442002266882,0.3704252962567126,0.6843946221800757,-0.1455853310539194,0.03774080306095741,-0.09989787848952743,0.10939818196544403,0.05441777165878767,0.4760315509173956,0.6957188768995135,0.76621650389713,0.7623475992266682,0.24746278140128075,-0.07761372645856947,0.5542990601808158,0.6630364818301948,-0.4678638818493394,0.07997522509480172,0.4308153718839988,0.7611386859563546,-0.07391177636281498,0.7961244155053956,0.29603084525807566,0.2314540258642015,0.7889068199738442,-0.23260324609039876,0.038660280445699996,-0.0455753714262391,0.49888028057976197,-0.32861661173129,0.15589132272669579,0.7365781194954937,0.23762867519289682,0.6478550795869781,-0.1335514894500587,0.649617046907505,0.3139530642851022,-0.13905116643997242,0.12212962804075549,0.15145261957596992,0.3176625165299546,0.44304345520437255,-0.24025833042607536,0.04482342826350485,0.2942892199812314,0.5675509494911105,0.14097248448637845,0.38067585239519447,-0.16185294147562665,0.6009637592638292,0.2032915129909224,0.6118413301760642,-0.0741328863602514,0.7807048711528187,-0.30394841104592096,0.5410766014444032,0.1955377077536158
VTA_L,0.2762212094985084,0.1694021420341911,0.09281015522569946,0.2695783431062701,0.2225620800119446,0.05396863768247843,0.17633887010873026,0.32250272071378633,1.0,0.0485469158896045,0.17063410144559504,0.13281873785966836,0.3166477173915087,0.045933977733636513,0.19687784040302742,0.06543149930528672,0.3335045232833332,0.1969470390498844,0.4175020076923167,0.12670821288221693,0.33307316307555135,-0.013426124621097373,0.2431399296313517,0.23477089764363213,0.31373558070617563,-0.08610799209721774,0.39066584441076035,0.1967072032679518,0.03760632176836634,0.22580421121763772,0.2647761333238759,0.5102296594692586,-0.21352281279884872,0.13867236585698592,-0.23578647483075785,0.43788838578215505,0.219374013072805,0.11410728088403886,-0.19615893255103428,-0.2920859067343969,0.1316614825164076,0.33987359383374804,-0.26980327160228995,-0.22598893493706756,-0.29455503711930486,-0.04834843481864308,0.23361875226523574,0.03628498648025712,-0.0230389223305949,0.23161354420261465,0.3320823301983171,0.22024423780829508,0.3033928710943807,0.2933686985458204,0.10835333386233281,0.5239203166127439,0.39377944739895415,0.2613037312095043,0.32331514620662655,0.0393237422411339,-0.07772122606207904,0.27031740082889183,0.15713721289201585,0.1845855592083677,0.23158486255243924,0.14563287332300268,0.5919348248518697,0.23042996890942774,0.15924768311268148,0.3792254460733266,0.06801548097314507,0.10529137061281581,0.1673528599456176,0.452382205820997,0.27444083164702054,0.14896748894086043,0.20468409035658222,0.11807129102014358,0.09033575775456433,0.2056248322733683,0.16212526441552033,0.35213443744240935,0.14960692921231228,0.24155354823894273,0.310899610500547,0.1597073146518472,-0.2681823711692755,0.4304961657226217,0.2277330510682999,-0.24659449262296776,0.16469250595593715,0.07153128396408297,0.44879643535958236,-0.21699755817633667,0.3759367980336556,0.1324541166939612,0.17930043354057537,0.4338087299840211,-0.05903510827299676,0.2845583756673847,0.18314473526160077,0.3966527496844065,-0.10687905166460142,0.02347320424312662,0.1601058157385609,0.14361020280118814,0.3260064928644859,-0.09091360380611106,0.3100569281643091,0.4122201925340757,-0.2696042915959052,0.3509545147058772,0.10542450957840054,0.027454505323454354,0.4738340781543942,-0.08257696155319819,0.08227242917335008,0.3987109772493144,0.29960072233133445,0.06071596115438847,0.2894105930659712,-0.04775410961313745,0.23101049511116198,0.08439311215422533,0.33108952522250407,0.09929476360620107,0.4196951825197967,0.1892894942635496,0.37686685827106486,0.10452298500645296
Temporal_Pole_Mid_R,0.02970379645446812,0.4131274823314046,0.288313275178128,-0.06813121978026251,-0.06852019150580302,0.0073897486053169275,-0.19012159922662647,0.014387407031155845,0.0485469158896045,1.0,0.1453051497497117,0.1662651780956854,-0.09283979330741027,0.07021316933085815,0.17314815170170714,0.0011547028679580677,-0.17128392423722205,0.06678807075972502,0.054362642858844984,0.035769307672427114,-0.2644759607473851,0.04502346134224325,0.05207524243218327,-0.19392067776273123,-0.11235864679366227,0.21872308291315123,-0.02515986241161127,0.13656665889495626,0.07233022568563238,0.08967646379688285,0.027639889546169426,-0.10742101319687906,-0.07023133446400928,-0.1779419790913467,0.14285170849599563,0.006009200120496698,-0.04633009264802362,-0.027813476090042682,0.0027678412404093223,-0.17573378715977833,0.02691456552932445,-0.1400571383694406,0.03384615912488013,0.07901760107800242,-0.036149219989858566,-0.5186911830808066,-0.0028628560702781323,-0.328889727084522,0.17072930197969458,0.023887717805528768,-0.28347585727946123,-0.23185694725609265,-0.004114039157789217,0.15328792049085677,-0.16120312666807526,-0.022671177189910525,0.06340174667610644,0.07851929746511567,-0.044541005497379146,0.16579706124627316,-0.13101034724762986,0.041267623690635455,0.10090976898481682,-0.038503140995340385,-0.05365179059827665,-0.29183378159700063,-0.010203925632343694,-0.011207668926992511,0.29390718004600935,-0.0504607639512703,-0.014494709920130681,-0.3375964829457096,-0.21845513342881526,-0.06025666469787835,0.24661784458008695,0.14660548851425997,-0.04040045231476499,-0.18452392028958167,-0.059773885713897024,0.10576733152310101,-0.06734752312380901,-0.05629053179817398,0.17472079077472052,0.08157369577072655,0.02339319985989129,0.034803202011996055,-0.007100746743395861,0.04601647583827001,-0.1189316366148633,0.1437357222519726,-0.3050887284002402,0.30700957529207434,0.05167098098967395,-0.30412349509632286,-0.03390155523936092,-0.3400460863884179,0.27964615069523713,0.06906647698192986,0.1167045541148961,-0.17105538603046877,0.09649750345001087,0.09043159984588299,0.2967417819464595,-0.006734422505386972,0.1710722550084262,0.03928749882689211,0.008300463403907003,0.14855412946889265,0.08853507189091836,-0.1110368138525634,-0.04904909317319119,0.10302207078846702,-0.395734870579185,0.12485288724073193,-0.11678930448435008,-0.016752962664986,0.31091744602866267,0.13921613996572918,-0.03718739169550699,-0.3586301236217481,0.1855799048441085,0.06220695130574317,-0.021286936806503683,0.05843576123022525,0.01234706969538305,0.1967266608773981,0.08347260718033964,-0.09457558378661024,0.025376433068396608,0.014618391048240826
