,Fusiform_R,ACC_pre_L,OFClat_R,Temporal_Pole_Sup_R,Thal_VL_R,Thal_MGN_L,Thal_VA_L,Lingual_R,Temporal_Sup_L,Frontal_Sup_Medial_R,Cerebellum_9_L,Thal_IL_R,Supp_Motor_Area_R,OFCpost_L,Frontal_Sup_2_L,Thal_MDl_R,Thal_MDm_R,Vermis_6,Calcarine_R,Frontal_Mid_2_L,Frontal_Inf_Oper_L,Cerebellum_10_L,Cerebellum_8_R,Vermis_9,Angular_L,Postcentral_L,Raphe_M,Hippocampus_R,Cerebellum_Crus2_R,Caudate_L,Thal_AV_R,Thal_VA_R,OFCmed_L,Cerebellum_9_R,Putamen_R,Frontal_Med_Orb_L,Paracentral_Lobule_L,Hippocampus_L,Thal_PuI_R,Postcentral_R,SN_pr_L,Thal_LGN_L,Red_N_R,Heschl_R,Frontal_Inf_Tri_L,Precentral_R,Calcarine_L,Putamen_L,Thal_VL_L,Cerebellum_Crus1_L,Thal_PuL_L,Temporal_Mid_L,Cerebellum_7b_R,Vermis_1_2,ACC_sup_L,Thal_VPL_L,Paracentral_Lobule_R,N_Acc_L,Insula_R,Cerebellum_Crus1_R,SN_pc_L,Thal_AV_L,Supp_Motor_Area_L,Thal_PuM_L,Precuneus_L,Occipital_Sup_R,OFCant_R,Frontal_Inf_Orb_2_L,Pallidum_R,Frontal_Med_Orb_R,Olfactory_R,Thal_MDl_L,Frontal_Sup_2_R,Rolandic_Oper_R,OFClat_L,Temporal_Mid_R,Temporal_Pole_Sup_L,Occipital_Sup_L,Frontal_Sup_Medial_L,SupraMarginal_L
Fusiform_R,1.0,0.022746312696906437,0.1847634738933519,0.38658396375008514,0.6510467127817214,0.01660673848011933,0.2366058294795564,0.33428591336004826,0.0012293662742521654,0.5054584307680513,-0.08408650151971918,0.09224863620919262,0.44668732363115166,-0.08492188239826808,0.38098219865414296,0.6141540713027256,0.2480058985656003,-0.007954029763477324,0.5448730601922369,0.4520057889871171,0.253664702814661,-0.06725783669600459,0.3740363980083843,-0.10568502296338737,-0.03772459529243397,0.44522313036824807,-0.11065211077678105,0.47711182009692793,0.32666753737555776,0.05314464607262008,0.24510673409991723,0.3982377548362222,0.4257565872234929,0.15177790145984646,0.6290396125166667,-0.22231155817745285,0.5356432852363529,0.3806392225854447,0.24340173509083698,0.28517385702628206,0.012152116508871585,0.4816840190656465,0.36746647564398055,0.5288435257807973,0.2596592464570826,0.31687668646028405,0.15180029570699777,0.5609452215414511,0.44434405899435614,-0.2378856282199673,0.5452755438594701,-0.3260987239380153,0.40342579990138977,0.377116384963597,0.5502915286291529,0.42163990768276166,0.3951739918171837,0.23479778945623153,0.7189017419996033,0.2846523360167526,0.1096648393530298,0.22027120303415984,0.617156400744999,0.3436086300290095,0.472788164269341,0.3733231498959182,-0.3216944912616024,-0.2598966006349833,0.5547577161884184,0.17901257919346325,0.23776203759821654,0.3738311216881121,0.4618503175131579,0.7106126464722308,-0.021812706548495427,0.7025161407256569,-0.2096677344724611,-0.2373337393100944,0.5763205296567162,-0.09355389398517061
ACC_pre_L,0.022746312696906437,1.0,0.33601715150500233,-0.08648130785002661,0.2587316994991775,-0.08218414921645464,0.5346681416827602,0.24682193574572042,0.49991211452154233,0.45997229037306103,0.13195593444034492,0.25524593648938765,0.46063678682433573,0.39853764038059625,0.4891842996755979,0.3600340908358599,0.21563567302586314,0.15876276553214916,0.017804028208959072,0.4208412119126559,0.273570408679132,-0.06656801601929489,0.20886285875774696,0.22785090416183637,0.2210725274460561,0.0015666111284764043,0.17872375251977016,0.07990573084037245,0.36062496760162627,0.5033571301726898,-0.17172086631977768,0.13387646820726623,-0.09755879928403136,0.2588766657495776,0.2619137220208858,-0.4766610296638911,-0.048666574080794923,0.34504126501717985,0.007717313486913083,-0.06036109245241374,0.3299229501507874,-0.10442768441275102,0.10541305671386744,0.21807940899843858,0.3538075988792842,-0.12843470781960686,0.1705265982674252,0.2691256501533035,0.22773986063517956,0.5616560833541493,0.11951248802215847,0.39862771588749407,0.35207495380452897,0.32523565075273675,0.49299878661389607,0.1999188998090805,0.06637324668808131,0.15761755241122163,0.2993063428002376,0.022498540562524486,0.39143673163754317,0.3266412471140756,0.21076947036738827,0.07794810963917506,0.10736237655668321,-0.039426587049198984,0.16989296531611334,0.5915657730808828,0.2747993569317879,-0.10709635056821934,0.32350639810259824,-0.3990748374617286,0.2174634772947882,0.023278991741628303,0.4165527221650746,-0.03600243119489512,0.34568631994342375,0.060559451438101305,0.39123221340447634,0.21071761085939675
OFClat_R,0.1847634738933519,0.33601715150500233,1.0,0.22229591428481074,0.08807002736635738,-0.22448747169318464,0.2591993156050141,0.09117842716866255,0.11616667648790084,0.40703689090112716,-0.013413880651441378,0.014515217499617622,0.2618356125248761,-0.20919257664129112,0.22343600536874916,0.3529177849353064,0.0020341218522967005,0.07262042037725457,0.04799053101555118,0.18054472020723797,0.0782110756071479,-0.3580336378935257,0.23901508592737847,-0.19273233078149432,0.10679103198744276,0.07444851036872485,0.03521795031472107,-0.0939765423894146,0.3333062658986692,0.17552810746356265,0.023382466006034355,-0.0987929579365143,-0.09873524463556443,0.15957834819042332,0.4035156440248402,-0.46245204396285877,-0.012858757081232523,0.11855244802318997,-0.07321322795149657,-0.07404261327384105,0.1960124221286156,0.018273208497743828,-0.017094755234575557,0.11615534482713313,0.0608529950530821,-0.14130317803968512,-0.058214274385526746,0.22250818901595842,-0.045761702850263576,0.1588875557342417,0.18026579129667647,-0.014987263458083093,0.14086092342102538,0.27723198639928054,0.3238495023169633,0.10167229454124983,-0.04660565584342506,-0.21106977530036977,0.4859857496597716,0.15890067165668914,0.10255380979428792,0.2859185656362037,0.16981775149518322,0.11858895912828929,0.05527385770175128,0.15009696330802663,-0.26387447638643025,0.09344251788459039,0.06869598617467004,-0.18329143840293805,0.12075969701660944,-0.16199243895212725,0.041136265300833336,0.20279127009892,0.12490311165743585,0.2166679801329489,0.14861215560838298,-0.18741189442908127,0.3479549629854583,0.04112304880539182
Temporal_Pole_Sup_R,0.38658396375008514,-0.08648130785002661,0.22229591428481074,1.0,0.19915568738788425,-0.010483474967262927,-0.054483508603651844,0.14280538195079875,-0.1210116057539746,0.2092026105918276,-0.03680651631790583,0.11928399774475457,0.126872631068742,-0.07270510836797964,0.08745604057512012,0.20337080019961065,0.15824873933263114,-0.05579407806379591,0.2478493836506352,0.2310897046287285,0.12938558774003617,0.12874632421862456,0.02668543041103775,-0.20884354716722775,-0.07942238804924551,0.1740137300734791,-0.1110396662247456,0.16710932767568323,0.11419117116347555,0.10311691934644125,0.3109691593740303,0.22896922965413744,0.049412108921206836,-0.04776451481953944,0.4048755991821083,-0.08261203380877352,0.2398487435488656,0.07572492141115233,0.009222166525800424,0.24004658301615994,0.03783861052917482,0.33803760286417417,0.1231800504858977,0.1572038807141123,0.08472396301776006,0.21382145392163546,0.043722554606793564,0.2213919949942793,0.2050306511929591,-0.13126111095977283,0.35394142037073023,-0.2394227774022206,0.005469763905554812,0.1902856968363964,0.19370662861909266,0.2519515020314751,0.1695791227527382,-0.02670603564283724,0.32445498508580767,0.2997353238389904,-0.1308604052564685,0.0525957683121127,0.26427761768151803,0.35550791631100215,0.24846721923722223,0.41936721129097987,-0.15987820714299072,-0.06547816894292317,0.18151334653134504,0.07998743989234972,0.0846771455688572,0.2923102108808331,0.22909592576165133,0.37787960461509096,-0.08673206079278009,0.481703024368153,-0.12584584427194948,-0.04728416815173354,0.27428284071047343,-0.14078857042671244
Thal_VL_R,0.6510467127817214,0.2587316994991775,0.08807002736635738,0.19915568738788425,1.0,0.15231509121195327,0.42703360140460106,0.3412307757303567,0.15889043511982956,0.43483222834598295,-0.016687480118864742,0.5164577768002658,0.4549793784079041,0.2272844337203696,0.4618286576514726,0.6260634363431307,0.5784684530710287,-0.03296704661148913,0.3799592149878513,0.5362589115118075,0.4601509010747038,-0.007834224263134605,0.10108911532176551,0.01582364817177289,0.08883343892297181,0.4591471037982545,0.24312794840530633,0.6549320314736666,0.22703306170085646,0.2721202501296964,0.1573114775867745,0.67194679615726,0.40293776377320917,0.09769013417796303,0.5257357863568698,-0.10318602820194389,0.6794457648793113,0.5557161833467218,0.42632684126479564,0.48862743090404864,0.15555732394360935,0.4869368520948085,0.5050520183120001,0.6079156107317136,0.47898818047624525,0.5205332630071063,0.25767948793277223,0.6298862081495606,0.7005148001123198,-0.06358886263639323,0.5839019784012809,-0.126301950657208,0.3828019091221434,0.3356829618237398,0.6351413817060001,0.5776430594190738,0.5129861760314545,0.44091909623078923,0.5578646933675203,0.3427621889091836,0.3063314006014044,0.3492559032117209,0.6742696807344227,0.5779891059482987,0.5922533742513987,0.44803148909652313,-0.08414402067616827,0.012425138177927451,0.7252074123491284,0.028662979725343367,0.39481995740078696,0.3100382494409836,0.6210475927874034,0.619578592131276,0.05025915626365747,0.632919067199765,-0.07430735898304847,-0.09509570439262782,0.5530888400467318,-0.059205597712476694
Thal_MGN_L,0.01660673848011933,-0.08218414921645464,-0.22448747169318464,-0.010483474967262927,0.15231509121195327,1.0,0.05445056727575378,0.46096809455702503,0.2799161974167386,-0.10168452081351967,0.2728628667587674,0.13686399039552205,0.22633585524669592,0.2770417089481047,0.18747751140860267,-0.05199050863941086,0.29628086265109466,0.38097603203291447,0.23868438307165846,0.0696887466982941,0.2962947303010847,0.06497392321775014,0.029532973388364234,0.28596704790093136,0.05383363871522072,0.03698185988341019,0.36718252331395523,0.10999659814475096,-0.297260786513528,0.20686178283220208,-0.23076237257378507,0.17875623161873525,-0.12783720160774276,0.09344306371060733,-0.13502921478480412,0.2553241405471257,0.19816159710253808,0.3335490979264547,0.28078386456052645,0.23350020338458694,0.17343184932256692,-0.07960437381847554,0.3506104570860166,0.13964699929043514,0.1843493013015032,0.2730721027901756,0.5671221427793712,0.07019539205073816,0.22712460369959497,0.16398773241501777,0.11420742575345323,0.34198079207902393,-0.06167759768672676,0.32887821939159734,0.036181228609377704,0.20534914292206283,0.24048828292477883,0.2670657255193561,-0.19691431062694809,-0.08354749773757689,0.36955674347402284,0.19040554269220286,0.31308873605242565,0.1677573469140235,0.1872349753977736,0.024474938105525406,0.18233994299613268,0.22157340097996947,0.015691270201703328,-0.3948238315515047,-0.18458902522507775,-0.02350167652878904,0.3178324056918078,-0.09218084758768899,0.028388623818423053,-0.1547527713551761,0.32944880628581097,0.3934681181418817,-0.020792043710958063,0.18994405894619468
Thal_VA_L,0.2366058294795564,0.5346681416827602,0.2591993156050141,-0.054483508603651844,0.42703360140460106,0.05445056727575378,1.0,0.3281711608694584,0.5984855129059902,0.5646053703541307,0.18778349507156297,0.42403080056226844,0.6480690184429507,0.3969505144397977,0.7083379047715385,0.5316543477338609,0.26586665362745054,0.2649843412993119,0.3177173137023926,0.5802448311586654,0.5468542516300485,0.004827799893394524,0.2823714411355304,0.14784321544634407,0.38715504556805386,0.378188966093049,0.4386185398060446,0.48631959735786645,0.19860615953586166,0.6368099681825449,-0.13140971094151524,0.36847124629960387,0.2625233391956347,0.46135200858150793,0.27054158707617787,-0.22975342060302525,0.31127447595175367,0.6505095888364998,0.2853412425347701,0.05324037924494643,0.4768657518466479,0.1437870030026838,0.20552518221647265,0.4631318873715972,0.6451065179219057,0.058376529469154004,0.36961575441277716,0.44909829900447745,0.3066844010377378,0.3267491831190958,0.24306105745865061,0.3770119006144012,0.4315266315406141,0.5131218698085911,0.5358476557333349,0.3731810185453938,0.37665082949715173,0.3013822382024282,0.4284620258753354,0.11965531141803398,0.5953484549718715,0.3686973332071862,0.5260185418971489,0.3479942004453774,0.3756434090035183,0.014283552050041427,0.153501370115013,0.3704119066188305,0.48341692548119497,-0.10741678223840007,0.47559096918514376,-0.41607077736437437,0.5497248118856887,0.2881896470834702,0.2531575345237747,0.03297255229194589,0.20080601972664117,0.11845691094781266,0.3546040255065621,0.4156045831234999
Lingual_R,0.33428591336004826,0.24682193574572042,0.09117842716866255,0.14280538195079875,0.3412307757303567,0.46096809455702503,0.3281711608694584,1.0,0.5668764411227744,0.35053681296056466,0.31031894147544453,0.3856160601878364,0.6689796360360902,0.4226616776002716,0.6253219147582544,0.3268107999607624,0.37056799141179736,0.43671248754802017,0.5926552788009413,0.5322391625356417,0.6031303202815292,0.10284093720648158,0.34996027412223335,0.16769972851655093,0.22397202418705398,0.400033654052331,0.2880541461975993,0.41242504527891194,0.0569677967512657,0.5675744299157414,-0.056439267585465365,0.2837764087022753,-0.05929910703376729,0.17899026159587725,0.3692893252140674,-0.07923267482982166,0.40634471967258734,0.6357421584329124,0.3609148356340567,0.4535930774171299,0.4155648671970333,0.1286149922013461,0.3950337876990436,0.483168292062579,0.45335728102523887,0.48967749259626836,0.6863783355957677,0.44274836649838817,0.409097799586898,0.3612689741014418,0.4576906596065913,0.37469446753691643,0.20777315697687226,0.674282717374437,0.5593204091021211,0.4819965678505017,0.5353686433882681,0.30358256104869796,0.2717315367164091,0.3220942526315124,0.47662734128055423,0.5923063870700321,0.6568881420695344,0.337163199274109,0.5007127621790195,0.24813743276992775,0.13949172129187187,0.46508736111637666,0.2915979264618317,-0.258468198608976,0.17394826984740147,-0.0508305944873035,0.6585061440859696,0.3416306676111053,0.29028110125165796,0.16429272350908714,0.35295198801436284,0.34201605673573077,0.4210895728870795,0.37689479869336323
Temporal_Sup_L,0.0012293662742521654,0.49991211452154233,0.11616667648790084,-0.1210116057539746,0.15889043511982956,0.2799161974167386,0.5984855129059902,0.5668764411227744,1.0,0.36112238929342877,0.49855498987815444,0.3385090296109662,0.7828256196618593,0.5266113725739113,0.7815461380811607,0.23982396542640722,0.30686143109593095,0.6260810129919414,0.369534710991536,0.5499678714905084,0.6939167365579798,0.1650323756314168,0.2700472739785333,0.34303752217231465,0.33251603459853474,0.17216064404844106,0.4743065019703197,0.36983979224489116,-0.14022036466316254,0.7260183071817252,-0.3531587931796847,0.19787543595628868,-0.12197172644683323,0.5768517078310597,0.04224819866736929,-0.22348769603019394,0.11667315537446218,0.7515938905669384,0.3444909762011648,0.13865479191394176,0.6227981991860838,-0.10463121148146627,0.3378814941626617,0.5207307565541481,0.6776112718248839,0.15937032542000737,0.7173565054690902,0.27707970741298626,0.1747493088985032,0.569912323776659,0.3461455593381157,0.8038153133956126,0.16418742761012403,0.6625881644288472,0.42905082123851324,0.5286022616601537,0.4052412533803766,0.21582362492867474,0.1035056478454771,-0.04745551914023011,0.7498138291575424,0.5384907485972518,0.5407619388969378,0.18750551890438225,0.28061224457961803,-0.13981224358890887,0.3709488271233712,0.7497717934034641,0.17023488268499257,-0.31422427420831806,0.25837798993472005,-0.4930932954779366,0.6114127805548935,0.07957814541919014,0.35063622980957615,-0.2514435273768179,0.6309710744805355,0.48459342149544804,0.27852942250183976,0.7205914323522629
Frontal_Sup_Medial_R,0.5054584307680513,0.45997229037306103,0.40703689090112716,0.2092026105918276,0.43483222834598295,-0.10168452081351967,0.5646053703541307,0.35053681296056466,0.36112238929342877,1.0,0.04641036758984849,0.224632291353355,0.6750255968203557,0.11164014131048798,0.6689824850322457,0.5617087374019197,0.21624395950512346,0.08024098984154529,0.1878512740660827,0.6531206287934219,0.442681911533713,-0.12741284150421658,0.332839418406201,-0.15567093791673622,0.3415059252184155,0.5362778425062664,0.1251943951178901,0.4651612417244317,0.4396891404885279,0.4373289857015938,0.09764448282199659,0.3855713762652159,0.27578667754561453,0.19173642599791582,0.543818909809931,-0.4617894231038973,0.40189256843845733,0.5211966341664948,0.35586694192857876,0.23058469066813844,0.33402154870022116,0.3362552475385992,0.2057121003263312,0.46024965284406116,0.5052550352814229,0.1686181814229404,0.09844091524755118,0.6175585006654823,0.26580989630155605,0.26063572227742465,0.42245608807498186,0.03773575902744618,0.33487979828170295,0.4463950046221946,0.6100080363448077,0.3758769167511315,0.40448140430720575,0.11258125509405453,0.6609434855708346,0.20294164324393685,0.35811512633128395,0.37455427752689435,0.5540889500024803,0.35995938801758515,0.4844962607796114,0.2761611509343699,-0.20042811112236744,0.20793058346842963,0.5304509585805581,-0.026471728361447202,0.4171351157420039,-0.07268510185870605,0.5566181011920992,0.5164893622091011,0.25664139038388956,0.3683308121651093,0.11483761131345031,-0.13946585250516103,0.6209042739478788,0.26088110334344095
