,Putamen_L,Vermis_3,Rectus_R,Pallidum_R,Heschl_R,Occipital_Inf_L,ACC_sup_L,ACC_sup_R,Heschl_L,Cerebellum_Crus1_L,Paracentral_Lobule_L,Raphe_D,Temporal_Mid_L,Putamen_R,Temporal_Pole_Mid_R,Frontal_Inf_Orb_2_L,Thal_PuM_R,Thal_VA_R,Lingual_L,Thal_IL_R,Cerebellum_7b_R,Temporal_Pole_Mid_L,Thal_MGN_R,Occipital_Sup_R,Vermis_10,Amygdala_L,N_Acc_L,ParaHippocampal_R,Frontal_Mid_2_L,Occipital_Sup_L,Thal_PuM_L,VTA_L,Cerebellum_6_L,Paracentral_Lobule_R,Cerebellum_6_R,Rolandic_Oper_R,Frontal_Inf_Tri_R,SN_pr_R,Thal_MGN_L,Precuneus_L,Temporal_Sup_R,Frontal_Sup_Medial_R,Precentral_L,ACC_pre_R,OFCant_R,OFCpost_L,Thal_VPL_R,Angular_R,Thal_AV_R,Thal_LGN_R
Paracentral_Lobule_L,0.5758153875788986,0.5340649233129067,0.2977163083786299,0.6787656421910727,0.5907983833512399,-0.3979969862899935,0.5515315749139937,0.22601813715973693,-0.07963630666114417,-0.08421038106661964,1.0,0.38747749872689446,-0.2754880665949633,0.5962037329757213,0.008300463403907003,-0.12830700097130654,0.3523565436403921,0.5973703440467798,0.31002178683539094,0.4722496702900572,0.2867247408586793,0.1788722336422042,0.3762656072776182,0.65828664561873,-0.08919080249716804,0.4331080833868832,0.44155641233618864,0.7479802838356006,0.5002665664853397,0.022715458517705896,0.6543378703264953,0.3260064928644859,-0.322570133188081,0.786966512939406,0.20339020166645239,0.7744812904519084,0.7752030703496396,0.6109299800493113,0.19816159710253808,0.8970804305574522,0.6479277483761322,0.40189256843845733,0.904443612830522,-0.18406165820892875,-0.14666579901199814,0.25727422226008656,0.3184108012515717,0.5846839126558075,0.2311431317861984,0.302751215958044
Raphe_D,0.30669013447861093,0.5308747871545767,0.28766843728154423,0.37924362153146035,0.4702188811897279,0.20988414988345927,0.5227524159637137,0.5170492553730945,0.37527766908039367,0.22481452602311333,0.38747749872689446,1.0,0.37028329746824834,0.26536211622927763,-0.013824195935832154,0.31470727435109974,0.2708814382582325,0.38136100592342337,0.48758985341873357,0.48991530014103707,0.3547819319462215,0.32375697153544325,-0.0024940793037842982,0.11638934916817922,0.43887068007447594,0.243118128299422,0.5797561048534786,0.47287720349266066,0.47887150820898156,0.330819245417382,0.24474921070961522,0.168984818247933,0.3150690548218522,0.3955007925554576,0.4784371548641691,0.323242560597276,0.2549643960263778,0.4449960755447322,0.2469610274131577,0.3739580042334731,0.20916742535050084,0.30628926127845724,0.4330212008636516,0.34652732534580977,0.06602109500669373,0.4168365087876655,0.5914476741658484,0.023928988093580607,-0.2508916767694093,0.31136745869814286
Temporal_Mid_L,-0.11090034434753257,0.2951421078989477,-0.2134035625813446,-0.18768189579877503,0.05290887854348778,0.7505098532533242,-0.0018164739942204747,0.5081670187884446,0.7902917550650705,0.5395872005375162,-0.2754880665949633,0.37028329746824834,1.0,-0.42151231445468673,0.0027678412404093223,0.7166382449268666,0.3009799957143953,0.026702197447434732,0.5105698028900371,0.21010387080251997,-0.014966363714414583,0.06846440610515428,-0.43686992712867584,-0.49091693665538727,0.7333968590185745,-0.014349671207785282,0.07419693147452033,-0.07444230294687855,0.15134586408807163,0.6394434238440516,-0.07274959481530908,-0.19615893255103428,0.9101936348473632,-0.03379560041634181,0.25250202693058893,-0.4438755407015399,-0.53232036864726,-0.023458389900858672,0.34198079207902393,-0.17606152245767104,-0.5908224874706247,0.03773575902744618,-0.17811755998679593,0.7489012122623583,0.503754035711375,0.4357924077328577,0.49932593207367465,-0.5775366032818666,-0.4906832970609421,0.16852994617025055
Putamen_R,0.6016289374873166,0.4396320086523646,0.26070523294212644,0.5524323406462132,0.47752421288011415,-0.551432337680748,0.7859653161524287,0.2685370158325608,-0.17150767756568178,0.0981513642319184,0.5962037329757213,0.26536211622927763,-0.42151231445468673,1.0,0.054362642858844984,0.03792877066703143,0.30954202058092434,0.30835861560521166,0.2396918702709515,0.28505852600030834,0.412453705502134,0.09485743635460762,0.5177278819800859,0.7374120399846881,-0.059205177764458536,0.2240010720248912,0.25714534814310386,0.5008357881264305,0.6277474509157398,-0.25781949052780806,0.4595144650700332,0.4175020076923167,-0.4986897104902883,0.5604595941413512,0.21330597638951945,0.7912365348190885,0.8268615115264869,0.6345434623222819,-0.13502921478480412,0.6714249984848788,0.7870922844694507,0.543818909809931,0.6536714155859112,-0.12695479983230876,-0.2990794928510252,0.14775842373616646,0.2538371542387749,0.68012890700469,0.3081878025752031,0.3947351085904384
Temporal_Pole_Mid_R,0.025376433068396608,0.24661784458008695,0.4131274823314046,-0.11678930448435008,-0.0504607639512703,-0.026679401764863254,0.006009200120496698,0.06678807075972502,-0.016752962664986,0.06220695130574317,0.008300463403907003,-0.013824195935832154,0.0027678412404093223,0.054362642858844984,1.0,-0.009802373777484153,-0.28347585727946123,-0.19012159922662647,0.2120350824925193,-0.3400460863884179,0.08967646379688285,-0.04117977667983038,0.1855799048441085,0.02339319985989129,0.1652973978626893,0.17314815170170714,0.16579706124627316,-0.16494341860950115,-0.029301877569160112,-0.07023133446400928,-0.16456278455126988,0.0485469158896045,0.03384615912488013,-0.021286936806503683,-0.06734752312380901,-0.10742101319687906,0.08347260718033964,0.05015795226637752,0.21872308291315123,0.01234706969538305,-0.022671177189910525,0.13921613996572918,-0.03630896016078897,0.158287596889998,-0.17573378715977833,-0.059773885713897024,0.05207524243218327,-0.011207668926992511,-0.038503140995340385,0.2597772746583494
Frontal_Inf_Orb_2_L,0.12394407849075255,0.4477369837945084,-0.3015668184824702,0.05101964634259906,0.18319797546786587,0.45440438657992216,0.3784566744011288,0.6134421599507833,0.7233324084230769,0.666120557561488,-0.12830700097130654,0.31470727435109974,0.7166382449268666,0.03792877066703143,-0.009802373777484153,1.0,0.38342594374510613,0.10384188191572388,0.5098987230326961,0.2809353747235575,0.14876447937466808,0.03795371019098184,-0.31467916863863865,-0.06632475003103182,0.55789467327474,-0.09287541096013956,0.17527423025516142,0.027731370497873862,0.5050888101914459,0.38608049877556117,0.10935133806179075,-0.024831064899842957,0.6217526148588797,0.16649052740263276,0.10903880184690201,-0.1522264031756884,-0.1489375998227856,0.08608199048523063,0.22157340097996947,0.06527354468359665,-0.25639462580575995,0.20793058346842963,-0.07184965201529203,0.6887376329411139,0.47351280739909996,0.6387515170211346,0.4236121163622874,-0.09695257135085335,-0.22978401134278598,0.3001764254702931
Thal_PuM_R,0.5081164724906391,0.36570484702319417,-0.21749853794689822,0.36350952866248004,0.5089549749444529,-0.022552316281044166,0.5367519427303511,0.4783785903132654,0.3199773018653279,0.2993782318445602,0.3523565436403921,0.2708814382582325,0.3009799957143953,0.30954202058092434,-0.28347585727946123,0.38342594374510613,1.0,0.3743555503653874,0.3809754045037659,0.578738079949123,-0.01359765776092468,0.011075330108439037,0.11084002255797537,0.24579306937614784,0.3013698272271109,0.11469540049755467,-0.01371566147047073,0.5233863113532974,0.5437611383968975,0.2771361765926269,0.5411197236066196,0.3320823301983171,0.15971344746212537,0.6043527180901076,0.23493622970040048,0.39242611979048647,0.24604304657627313,0.48911363610827474,0.0897914743959583,0.47295319488937476,0.1631193963566177,0.42815560500987376,0.5501283113806219,0.285482082062916,0.184056722854175,0.33702979317486614,0.5412434714925343,0.1324719563265591,0.07780289266954113,0.29782122144263967
Thal_VA_R,0.5164216076273871,0.3534365349081691,0.12612095551677027,0.6172802425889853,0.42594729282917126,-0.05753646219879465,0.39027784768442647,0.31737314938128125,0.133443879111457,-0.015263188862565709,0.5973703440467798,0.38136100592342337,0.026702197447434732,0.30835861560521166,-0.19012159922662647,0.10384188191572388,0.3743555503653874,1.0,0.16664581699067016,0.6489725987033429,0.23680294836090385,0.15640194054258968,0.041758541194887006,0.3852715778463195,0.17430005916837832,0.3913149552129551,0.264595199092498,0.5938470552061735,0.49979569977781596,0.03747137549522096,0.6310482410287992,0.17633887010873026,-0.008550653174523738,0.5159309254772013,0.33440693730179183,0.4772757327967445,0.4917016596017435,0.5484380355159303,0.17875623161873525,0.4849536297367031,0.4262613470319464,0.3855713762652159,0.5833020713400694,0.14683098086044438,0.13695998480133206,0.268387455574341,0.5033475909509634,0.24064419875986778,0.13211080621776233,0.24649589223754406
Lingual_L,0.30092040038330403,0.7164695240666652,0.05293964123804831,0.06320769121606473,0.3646538901347759,0.2850103651566592,0.46826298489571017,0.5858286433728407,0.4720232380882148,0.5772930960327424,0.31002178683539094,0.48758985341873357,0.5105698028900371,0.2396918702709515,0.2120350824925193,0.5098987230326961,0.3809754045037659,0.16664581699067016,1.0,0.3950668282055327,0.15135071304683226,0.0036653080014259114,0.06285581525556769,0.19527955968181082,0.4410597519119006,0.12312029350683174,0.30765034368694527,0.2513893926182121,0.35949660372597747,0.4293640250313203,0.2786766108530092,-0.01956146805065339,0.4077276882458227,0.49943425033373945,0.2311540530490125,0.11670416067111344,0.14895626196244485,0.37489300194181374,0.47819405560917505,0.44141967656471454,-0.028023140776748053,0.2852136766734346,0.3922423375166417,0.41795528317805275,0.1560129459451279,0.4227366740416465,0.42504210910198825,0.1315259414816493,-0.1977679640671348,0.3972573751845882
Thal_IL_R,0.3598434841752721,0.288536356819535,-0.08022816520430906,0.4158660145613088,0.3717868072278293,0.05085076483542626,0.4635082024337029,0.3553603843442966,0.14475279533528948,0.2609866497680157,0.4722496702900572,0.48991530014103707,0.21010387080251997,0.28505852600030834,-0.3400460863884179,0.2809353747235575,0.578738079949123,0.6489725987033429,0.3950668282055327,1.0,0.12087673013973908,0.23677476554428198,-0.10515813750448047,0.3258543438248717,0.19991311307983944,0.08579055229331443,0.33555977855773766,0.4559461678213238,0.4343709671378502,0.29939737609499806,0.6231246946523274,0.1324541166939612,0.11812220700859041,0.5138203490052123,0.2471541342692702,0.34669247422433613,0.32186358420296585,0.430086407626369,0.13686399039552205,0.4759138820843203,0.197723503979797,0.224632291353355,0.5195253652090607,0.1728002637520693,0.21185131570407634,0.4768624318007217,0.41402468563444916,0.1881377512817682,0.07653624356268514,0.15641064661521442
Cerebellum_7b_R,0.1518295509328551,0.38109617597653056,0.21421434146755933,0.3558486452309435,0.22564209362421592,-0.13615841398295414,0.46061722646604986,0.1681137386630654,0.00899859057129178,0.15641507294801896,0.2867247408586793,0.3547819319462215,-0.014966363714414583,0.412453705502134,0.08967646379688285,0.14876447937466808,-0.01359765776092468,0.23680294836090385,0.15135071304683226,0.12087673013973908,1.0,0.5351079100344341,0.22472151549970398,0.154987299147865,0.1813813245806829,0.21356051516568653,0.4524928812070577,0.2926299188667861,0.37976364959404524,-0.0810626048955783,0.07811801537447874,0.22580421121763772,-0.07840468928408958,0.17231244441314242,0.34536198186778433,0.28264587299089905,0.2721795449205672,0.2492925276316349,-0.06167759768672676,0.3154118208197017,0.29180428991959595,0.33487979828170295,0.2920985011492133,0.14703610536553047,0.04529864803615362,0.3380048306559935,0.2501134668685618,0.05912847187991347,0.012590415704838617,0.30517581654701564
Temporal_Pole_Mid_L,-0.08051378411159593,0.18086708075278446,-0.0014830851980238131,0.14164071010225804,0.013526080630827017,0.05237849348338057,0.15382572270719722,0.05241730921711264,-0.057150322572983484,-0.029741851555090213,0.1788722336422042,0.32375697153544325,0.06846440610515428,0.09485743635460762,-0.04117977667983038,0.03795371019098184,0.011075330108439037,0.15640194054258968,0.0036653080014259114,0.23677476554428198,0.5351079100344341,1.0,-0.05852064666301336,0.03874728659671843,0.10004590569115372,0.1433676227456319,0.430059611381932,0.1667239381514315,0.15410702520054426,0.10844071755935995,-0.04173695053444274,0.06805419438261771,0.048577974596114896,0.11809282294829607,0.23537918627090265,0.05424982297492698,0.05030452595110795,0.01575147084081853,-0.0040132459201669335,0.12851144820529867,0.03336845448211844,0.0019496831485310317,0.15932627046026848,0.027960434608689966,0.12044596279624253,0.35898239905725776,0.09668816585111245,-0.07442864736653826,-0.13547273059107243,-0.012632563657828057
Thal_MGN_R,0.3486631528811045,0.25637322043620697,0.3293187907521128,0.3247212363374307,0.37656180715106974,-0.5302698554434814,0.3343236348680472,-0.063325662773071,-0.2825846355640255,-0.1317088063746782,0.3762656072776182,-0.0024940793037842982,-0.43686992712867584,0.5177278819800859,0.1855799048441085,-0.31467916863863865,0.11084002255797537,0.041758541194887006,0.06285581525556769,-0.10515813750448047,0.22472151549970398,-0.05852064666301336,1.0,0.3571853567572761,-0.20949970637260215,0.2599848369837633,0.0368546013759237,0.385443416946363,0.18240057821693875,-0.34577932649171733,0.09721760689277788,0.2894105930659712,-0.4466778379996744,0.37405855904398705,0.06450037255354073,0.5521886553524323,0.5336187585636469,0.3728416442698784,-0.003059497197535681,0.38106544831294337,0.5010628803394709,0.27036862752350244,0.4197254562841253,-0.2874084998500352,-0.23548695913823672,-0.13390348448543526,0.010316945040205992,0.4275825628664293,0.24751243032813422,0.22158213558026432
Occipital_Sup_R,0.483453627063309,0.36643394718321276,0.11598744282401542,0.42322205108935707,0.35043979573172007,-0.49561382547247906,0.5169272093503856,0.13406053725777844,-0.2728264967116477,-0.05336667803136832,0.65828664561873,0.11638934916817922,-0.49091693665538727,0.7374120399846881,0.02339319985989129,-0.06632475003103182,0.24579306937614784,0.3852715778463195,0.19527955968181082,0.3258543438248717,0.154987299147865,0.03874728659671843,0.3571853567572761,1.0,-0.2308234388541362,0.12017982062649676,0.17095916127870603,0.4041310987982015,0.39025488524881097,-0.13168382344578555,0.580856243779023,0.310899610500547,-0.5490079087823442,0.6060957367859606,-0.0480639129502734,0.6437362589229124,0.7505422017802558,0.5037734395307115,0.024474938105525406,0.6895034163751738,0.7113447503376943,0.2761611509343699,0.5837162385916148,-0.3290679704753813,-0.23816374663817175,0.06743598477415769,0.0027808838073689114,0.8840921799431972,0.38455130179148594,0.25953527839351703
Vermis_10,0.02564352397682125,0.40296463116583386,0.007180250429917155,-0.013664465113781565,0.119224979333982,0.5431954373263022,0.21029547868662943,0.5278025129299116,0.6606691642606438,0.3407580621451251,-0.08919080249716804,0.43887068007447594,0.7333968590185745,-0.059205177764458536,0.1652973978626893,0.55789467327474,0.3013698272271109,0.17430005916837832,0.4410597519119006,0.19991311307983944,0.1813813245806829,0.10004590569115372,-0.20949970637260215,-0.2308234388541362,1.0,0.03700793595571631,0.09923611504097027,-0.04190007629753945,0.29395910135049375,0.46307743028551757,0.09868974986395689,0.07015987775653448,0.7294319670637113,-0.0013562880113909253,0.6061489588156501,-0.1472224419553581,-0.16194739743379608,0.27855732762530666,0.30485754197955356,-0.07415969738623823,-0.20106783438587292,0.21305814213302335,0.0019314534122328764,0.662350824673155,0.29788981800319747,0.3327738919040917,0.6697583961889549,-0.44606198946763703,-0.2857563516793319,0.24376844981813345
Amygdala_L,0.5004860038286387,0.3303156354562941,0.44039219237215604,0.44931450106853654,0.4613456400841236,-0.1984954692664401,0.24232728719398625,0.0980441777847951,0.052800990096526695,-0.03462242698977979,0.4331080833868832,0.243118128299422,-0.014349671207785282,0.2240010720248912,0.17314815170170714,-0.09287541096013956,0.11469540049755467,0.3913149552129551,0.12312029350683174,0.08579055229331443,0.21356051516568653,0.1433676227456319,0.2599848369837633,0.12017982062649676,0.03700793595571631,1.0,0.21332820698032504,0.5338379566189652,0.36726452964939676,-0.13296453029060426,0.17568936056119444,0.19687784040302742,-0.14784591471160705,0.44041797992593895,0.009112263504678848,0.39942706440566833,0.3379087368554442,0.33467465988755907,0.021122187496632732,0.40269164925311773,0.28117630043853004,0.47860497406551417,0.48601676859402493,0.12607329979757656,-0.10814515364974311,0.07714087763493409,0.36416725410724493,0.12883606006312023,-0.0327369785284108,0.3542470234353231
N_Acc_L,0.16905934590359384,0.349955708591003,0.36309582138358876,0.4162671068027281,0.22281659918135935,0.0003388057463853744,0.4097062527778845,0.1975141784202406,0.023585452684476187,0.19394894416094666,0.44155641233618864,0.5797561048534786,0.07419693147452033,0.25714534814310386,0.16579706124627316,0.17527423025516142,-0.01371566147047073,0.264595199092498,0.30765034368694527,0.33555977855773766,0.4524928812070577,0.430059611381932,0.0368546013759237,0.17095916127870603,0.09923611504097027,0.21332820698032504,1.0,0.35652563541422017,0.39159705210765294,0.21430441741530393,0.054129453503019447,0.0393237422411339,0.09958157857038478,0.3571284232782231,0.1959031629317253,0.22590804964246777,0.29473809291784475,0.18283347587200652,0.2670657255193561,0.40015514595521373,0.11966629789825219,0.11258125509405453,0.3775575201931953,0.0666898968372782,0.06170241498440373,0.5733139631067786,0.20404458569638356,0.12619693990724984,-0.07733864393950021,0.05345151392065142
ParaHippocampal_R,0.6993629950038456,0.5210285285319473,0.2530820986579028,0.7537757297657383,0.7953131554190014,-0.3036736082166886,0.6026224400739664,0.28343858878596134,0.10328118871723509,0.02116296255670515,0.7479802838356006,0.47287720349266066,-0.07444230294687855,0.5008357881264305,-0.16494341860950115,0.027731370497873862,0.5233863113532974,0.5938470552061735,0.2513893926182121,0.4559461678213238,0.2926299188667861,0.1667239381514315,0.385443416946363,0.4041310987982015,-0.04190007629753945,0.5338379566189652,0.35652563541422017,1.0,0.6592994672020598,0.0005158838598318529,0.5457082301238547,0.3871081861826105,-0.15175933929468516,0.7501296197495176,0.2845231311218865,0.761990063977884,0.633066670689268,0.6500531484711133,0.09076614789663168,0.7515080961455111,0.6066438419586989,0.5135116322070471,0.8188368558705484,0.013097674311215841,-0.01203629267503783,0.27415994550844064,0.5190503764257902,0.4144922961409263,0.17122669586522718,0.3622887275366641
