,Vermis_9,Temporal_Pole_Sup_L,ACC_sup_L,OFClat_L,Red_N_R,Raphe_D,Thal_MDm_R,Cerebellum_Crus2_R,OFCmed_L,Thal_VPL_L,ACC_pre_L,Thal_VA_R,ACC_pre_R,Caudate_L,Heschl_R,Frontal_Mid_2_R,Rectus_L,Cerebellum_3_R,Frontal_Inf_Oper_L,Thal_LGN_R,Calcarine_R,Lingual_L,OFCant_L,Cuneus_L,Fusiform_R,Cerebellum_Crus1_L,Thal_MGN_L,Cingulate_Post_L,Red_N_L,Lingual_R,Thal_PuA_R,Occipital_Sup_L,Vermis_6,SN_pr_L,Cerebellum_Crus2_L,ParaHippocampal_R,Postcentral_R,Cerebellum_8_R,Precentral_R,OFCpost_L,Precuneus_L,SupraMarginal_L,Cerebellum_10_R,OFClat_R,Heschl_L,Cingulate_Mid_L,Raphe_M,Thal_PuI_R,Frontal_Inf_Orb_2_R,Occipital_Mid_R,Rolandic_Oper_R,Thal_PuL_R,Cerebellum_8_L,Thal_MGN_R,Pallidum_L,Thal_PuM_R,Cerebellum_7b_R,Vermis_10,Frontal_Med_Orb_R,Occipital_Inf_L,Amygdala_R,Supp_Motor_Area_L,Temporal_Inf_R,Thal_LP_R,Frontal_Sup_Medial_L,Vermis_3,Thal_PuI_L,Thal_MDl_L,Thal_AV_L,Temporal_Pole_Mid_R,Occipital_Mid_L,Thal_PuA_L,Paracentral_Lobule_L,N_Acc_L,Cerebellum_10_L,ParaHippocampal_L,Angular_L,Insula_R,Thal_LGN_L,Cingulate_Post_R,Thal_VPL_R,ACC_sub_L,Temporal_Sup_L,Thal_IL_L,Vermis_7,VTA_R,SN_pc_R,Insula_L,Thal_MDm_L,Cerebellum_9_R,OFCant_R,Frontal_Sup_2_L,ACC_sub_R,Thal_IL_R,Paracentral_Lobule_R,Olfactory_L,Thal_VL_R,Vermis_1_2,Cerebellum_7b_L,Supp_Motor_Area_R,Frontal_Sup_2_R,Thal_Re_L,Thal_PuM_L,Vermis_8,Temporal_Mid_L,Parietal_Sup_R,Occipital_Inf_R,Amygdala_L,Frontal_Inf_Orb_2_L,Putamen_L
Vermis_9,1.0,0.4236780512750256,-0.02089906015032962,0.12285715303465596,0.28301768888036827,0.398136901344472,0.1426454857059602,-0.22317187432369995,-0.21807439246166344,0.07600633387844614,0.22785090416183637,0.06375459060756208,0.3647191555160494,0.03432461659634409,-0.16051347406798327,-0.2125339552323139,-0.027660083816688507,0.1274261066918431,0.17656390400284697,0.009776034275213261,0.0022056113252374903,0.26930794872866815,0.030993501234453248,-0.008349345698262768,-0.10568502296338737,0.3013078247998666,0.28596704790093136,-0.15788091586500475,0.36185965589757,0.16769972851655093,0.04800658162081095,0.45995491486345913,0.4019145628517155,-0.001231069737028586,0.2543887448509391,-0.12742550134791905,-0.10193182782263426,0.062423625855798665,-0.04458020080563633,0.40969019396407835,-0.17578106225515894,0.1256522221041678,0.1358499602625637,-0.19273233078149432,0.2839869607863204,-0.18969400230490258,0.32542646685826593,0.04488969821074918,-0.41387746366144235,-0.4589544209112024,-0.34090387989783383,0.138670627766544,0.5171254140147128,-0.2537361453458252,0.10643798547455098,-0.16725881332814876,0.24462411442735177,0.48651039184512646,-0.21569481338771757,0.4930280443589625,-0.39592349364572915,0.003960336426139731,-0.25314418123714993,-0.12191928957851478,-0.21110205339795232,0.14791167912385755,-0.4117993127231784,-0.2472421559712387,0.15579411432570606,0.14285170849599563,0.29560663223564976,0.014335717730742875,-0.1568279897972907,0.4479313900872667,0.18498660449279697,0.47484702525470185,-0.015569415499038028,-0.26475596741002105,-0.311161837224097,-0.13288599118031186,0.20989527743201133,0.14478699532525396,0.34303752217231465,-0.18881974911459518,-0.010623078046147844,0.4129599842812097,0.1923705883585967,0.3346280801976637,0.38817163757419115,0.19771035242723675,0.3843331822160967,0.09366863092092152,-0.2373786051011104,0.08559043822590767,-0.1286332065975905,0.47098856256285954,0.01582364817177289,0.1015175201760299,0.12849730498641135,0.18084676135598948,0.0877007969451458,-0.20772161949181006,-0.2559439799106783,0.20602692558522648,0.5226301576540444,-0.28993828950037387,0.09041056308638523,0.01261238947250309,0.34825363346248767,-0.26123478457821286
Temporal_Pole_Sup_L,0.4236780512750256,1.0,0.0510006307391055,0.01106898363504274,0.3188386914752577,0.30058478357846624,0.22974117581564626,-0.384254958029117,-0.5530776908636592,0.335859423095842,0.34568631994342375,-0.013834775385853336,0.7469680832805471,0.3490270983009465,0.00365645420546226,-0.1880457205876159,-0.4432112704974912,0.3070492800088899,0.28625447799141246,0.2686237786897783,-0.0951249940733981,0.47998063649654565,-0.012943301652741157,0.011199316461531793,-0.2096677344724611,0.4476273021365781,0.32944880628581097,-0.013745013134356792,0.5427553072631522,0.35295198801436284,0.2612207204153719,0.39681160714058517,0.7433070496122406,0.46775155711550215,0.4939180422166142,-0.20981376973519306,-0.0724962884110909,0.2343673261303124,-0.0461811396579778,0.18298586321634058,-0.24731931771804636,0.3207077045647591,0.009990882286648017,0.14861215560838298,0.7606550749415173,-0.0021324174811749607,0.32609702441025684,0.032713355351289955,-0.5228114334018459,-0.5770585877639297,-0.39155360829918756,0.10498651804226922,0.8020709924853197,-0.35928417832500564,-0.06622300342917246,0.121560977726506,-0.03337408116045837,0.7330639640375297,-0.6401762337250907,0.6786146971920107,-0.6944660847363687,0.1193183375779681,-0.4587875589011458,-0.3537884402230254,-0.08551340778864285,0.35001043374553675,-0.32861661173129,-0.4831570532342064,0.3860203588346404,0.2967417819464595,0.38367393219245405,-0.056080973068903375,-0.3092121877630063,-0.019614117867200704,0.008398419531340606,0.6384730810863003,-0.02319237040090415,-0.2525399082461884,-0.500827026880353,0.04605774286765625,0.4714008468046983,-0.11378379602191138,0.6309710744805355,-0.17941572783341603,0.20085506029335615,0.5747772674492281,0.31163486130046386,0.7373512638464809,-0.001542539029477312,0.3902828308697271,0.2728235926571735,0.2784577389572389,-0.36270466118653577,0.0006565461414648809,-0.13431930004516185,0.13240050185178684,-0.07430735898304847,0.4586334397725458,0.104839359904668,0.4851340268446315,0.23840095355013366,0.06532440255083961,-0.07800614101890627,0.6654495426016933,0.8172166668078844,-0.3583796029576344,0.2780402111025001,-0.07888618850219736,0.6712173527876304,-0.05697523242256493
ACC_sup_L,-0.02089906015032962,0.0510006307391055,1.0,0.48566557006318956,0.4103067978716575,0.5227524159637137,0.41673924563448755,0.5436729816765342,0.272740047636255,0.6402465940533346,0.49299878661389607,0.39027784768442647,0.2265796682831417,0.5440157717856232,0.6743469406095005,0.8225652654299557,0.14661453035828353,0.7196930081613645,0.5923770072589999,0.4936811979833046,0.42294205793709766,0.46826298489571017,0.028887505019500243,0.27844703694751033,0.5502915286291529,0.2996407938848762,0.036181228609377704,0.5480256056548449,0.4825260451046249,0.5593204091021211,0.3051050431150514,-0.04986751473353498,0.04925770761206505,0.2669091561179774,0.12546673833957114,0.6026224400739664,0.5916621499980801,0.36297602359887227,0.5421320897447495,0.41266493300701923,0.6658526902914269,0.11043897503686025,0.5008506766135292,0.3238495023169633,0.17025721490470994,0.6414577290869735,0.1218576853915772,0.41299687210804836,0.6062628525630521,0.34854664696864607,0.6961026439210585,0.5389983044865047,-0.07041455545644476,0.3343236348680472,0.46576622531577666,0.5367519427303511,0.46061722646604986,0.21029547868662943,0.061898407646816936,-0.24295756461495016,0.14163277938895688,0.7863535983272281,0.2864295524537968,0.47516118993719514,0.8426575608807553,0.6422627691595187,0.49984618523139396,0.15777645754531358,0.5252335120966672,0.006009200120496698,-0.16736350330203129,0.19984454748951766,0.5515315749139937,0.4097062527778845,-0.07813372486039558,0.387598114370036,0.1919726104019279,0.6988091175386195,0.5322827098030257,0.6143120450424631,0.5675732698280397,-0.12021114105130502,0.42905082123851324,0.3477859445723048,0.04345754250081877,0.31146576763020106,0.5468626957027725,0.5392054434300715,0.21451675383462782,0.14613194399162582,-0.0595483936459742,0.7318791149037422,0.07739637694328735,0.4635082024337029,0.6782341439185255,0.2706534892220211,0.6351413817060001,0.5644107848632166,0.2592953597751526,0.7027152657145055,0.6963613200561639,-0.03709874851589824,0.4941274111863568,0.1304002968110539,-0.0018164739942204747,0.44618694339771126,-0.09918140079608848,0.24232728719398625,0.3784566744011288,0.692926700629786
OFClat_L,0.12285715303465596,0.01106898363504274,0.48566557006318956,1.0,-0.03161051377996255,0.09152010686236062,0.01075765562860651,0.3916938551217242,0.14659627674761358,0.1249709202601224,0.4165527221650746,0.023024407364331766,0.09581486795573227,0.28289569337647125,0.24112690852405108,0.3042854644514249,0.1510054593565145,0.2735583529877907,0.2709388676608752,0.16106865657625138,0.06865147151127332,0.33924914386860894,0.22192818090519503,0.1319037445076014,-0.021812706548495427,0.48021292343161104,0.028388623818423053,0.23005671822513812,0.1431912972839939,0.29028110125165796,0.2922669087064379,0.037583099299416854,-0.07343863250035661,0.11189060224633356,0.3323082110350041,0.1918861819140008,0.2884566158520667,0.07137851832016454,0.18709429212318016,0.4911407381205229,0.3650924163038682,0.09043160353804183,0.09209359183897393,0.12490311165743585,0.12802557342399937,0.17786527685103937,0.14816358868762292,0.3117204822374334,0.3560819120186641,0.2877313717338374,0.2313340734867603,-0.008295386784491515,-0.1335123917439919,0.20571082243652575,0.21129511793062478,0.21330417688951184,0.2683198193401178,0.02883997071496394,0.18356470293088697,-0.14541194658051035,0.11123783219295919,0.30580477247534094,-0.21458096957867917,0.10426347810549454,0.5649140747674007,0.3023630734496985,-0.02939340222214619,-0.05530168066327326,0.12238469096581822,0.02691456552932445,-0.13508599156416948,0.08514241789615148,0.1907791555603387,0.3004368621581752,0.07099395415214058,0.2710815940435629,0.18903080511142203,0.2440724305385693,0.10169874230943805,0.19643725884490118,0.04311989289407763,0.2983041882937168,0.35063622980957615,-0.10988476886193692,-0.2277856499396925,0.07162930870114086,0.2062760371595399,0.3847007469528277,-0.05412726070804845,-0.02716030905737568,0.1449195314827519,0.4361611364009359,0.11429946400343388,0.14001447094641786,0.37215356668377797,0.17788538211992916,0.05025915626365747,0.20287555138214722,0.47266740340055285,0.3005611201924093,0.20297641940007619,-0.07847480250519114,0.019318506501324634,0.12284325352671634,0.07023304832251337,0.3647940266726433,0.020256280797858198,0.24680596900280755,0.4955971990263265,0.2768907819637645
Red_N_R,0.28301768888036827,0.3188386914752577,0.4103067978716575,-0.03161051377996255,1.0,0.5655159169597922,0.5456164830203944,-0.07239191713991347,-0.0771316821933784,0.6269353584698013,0.10541305671386744,0.357069144455189,0.2152790676090985,0.15469743961890706,0.43004494851640335,0.43704762745414855,-0.05886081416729576,0.6045382471308177,0.4596638701622907,0.3103550398122271,0.20183771487398192,0.3836137385289994,-0.1060025854433935,0.2305611828756653,0.36746647564398055,0.0630469403905592,0.3506104570860166,0.20771457907029772,0.568275051768886,0.3950337876990436,0.11723432336894132,0.14720456481207872,0.2551166633795582,0.25796256437490184,0.11922269534535024,0.3678748325357672,0.4727300644825345,0.18839327442151332,0.5268463122302705,0.1885600910588797,0.2989569618010994,0.09369329223317983,0.14863007520380683,-0.017094755234575557,0.31804576510887256,0.444411768457469,0.20144499051356354,0.39483817762818546,0.039149655583923505,-0.061442611314236374,0.27641939918537783,0.6327803734417461,0.28346378631971353,0.1130433996249827,0.1365670075350488,0.1900937225687631,0.15286442990432048,0.3578770264482408,-0.35566376210524586,0.18497107247309552,-0.17100051471566594,0.5346561247914879,0.1876792061420429,0.24044819787571073,0.2838124260097351,0.44993199119111366,0.3000283190774981,0.19915857260475775,0.4205942501429514,0.288313275178128,0.12030161174088493,0.2981745708640593,0.3556665179683384,0.35916927567086854,0.02300405495494648,0.38082346833494635,-0.03604622461321219,0.15409449461200883,0.24266218275982782,0.3492068785497863,0.4894132981328334,-0.2313129874973526,0.3378814941626617,0.3286768444139558,0.12645920757435636,0.4021494607607855,0.28513113867315537,0.4124863798658886,0.44192681593724026,0.17089777060366598,0.05937880302933645,0.36998743890486124,-0.0026944398389920545,0.2796549629290979,0.40093945166550327,0.4525329101319319,0.5050520183120001,0.40593185155080147,0.07083231697392839,0.4974433966555385,0.5447572565600695,-0.10982516536699764,0.34053156047280586,0.11688403439497154,0.20925213238267104,0.20423323444026775,0.09982312301206152,0.16893752087181135,0.18951511780714836,0.3893987207111691
Raphe_D,0.398136901344472,0.30058478357846624,0.5227524159637137,0.09152010686236062,0.5655159169597922,1.0,0.36355586796359546,-0.0255257758756691,0.014140434189582192,0.5290167242888495,0.3356722489533627,0.38136100592342337,0.34652732534580977,0.4127862296971299,0.4702188811897279,0.3676347593805264,0.17776291399138539,0.6268485656534108,0.6288718317909308,0.31136745869814286,0.41568749473447636,0.48758985341873357,-0.06475442043595678,0.2648323473600749,0.33511795697539665,0.22481452602311333,0.2469610274131577,0.33579338195560776,0.6603434001090971,0.5053811820725506,0.14594167923421633,0.330819245417382,0.29958064009950075,0.21155703648595137,0.11209576794286906,0.47287720349266066,0.2741860874528429,0.25097471977188807,0.33703508076883004,0.4168365087876655,0.3739580042334731,0.35145373477623576,0.2403619983713515,0.06822668445939055,0.37527766908039367,0.44799189792194294,0.461682767500208,0.3302487276613752,0.1300482143674094,-0.13998776404948893,0.323242560597276,0.5822393744169349,0.3246166711135429,-0.0024940793037842982,0.4545478226136422,0.2708814382582325,0.3547819319462215,0.43887068007447594,-0.19245172637167943,0.20988414988345927,-0.09741038205857093,0.5946358376892954,0.045547952323073446,0.21461925782185554,0.30322348856767983,0.5308747871545767,0.12633055452799752,-0.10169492048177954,0.4721935311718118,-0.013824195935832154,0.23711886734647103,0.3221507535289514,0.38747749872689446,0.5797561048534786,-0.03142433475564951,0.5832055316420449,0.2597065626517198,0.34901766570473763,0.22384206808849472,0.3447410731854685,0.5914476741658484,-0.08082366437672019,0.5306492424365454,0.2506900864640508,0.12574862606987436,0.5266403539522125,0.520856351551641,0.532601329536489,0.4871560028390121,0.3477885728071462,0.06602109500669373,0.5489512486171362,-0.18935854213048625,0.48991530014103707,0.3955007925554576,0.5588575397037665,0.5524549968807857,0.45899706447391064,0.016630517288762976,0.5766032850014698,0.5669602169156921,-0.11137889764537447,0.24474921070961522,0.1270877697321306,0.37028329746824834,0.0545349042539721,0.010656120777365288,0.243118128299422,0.31470727435109974,0.30669013447861093
Thal_MDm_R,0.1426454857059602,0.22974117581564626,0.41673924563448755,0.01075765562860651,0.5456164830203944,0.36355586796359546,1.0,-0.002329986990595032,0.04332290227281199,0.6369185884162376,0.21563567302586314,0.605639011801778,0.2948781965775955,0.39424364288508545,0.3782807308628403,0.48691552265927435,0.1301468626921727,0.5681627530881493,0.5974913101750396,0.18726295289180375,0.17824170143617243,0.38906830818827576,-0.16341323076977937,0.05773771507742694,0.2480058985656003,0.1796258288518442,0.29628086265109466,0.34774304849839,0.5363363494199646,0.37056799141179736,0.16630839347403487,0.16834052535306776,0.1389065900751634,0.3896153142419998,0.28081855359850333,0.3657597333069465,0.4389676222606478,0.11980218979559817,0.4975444498998563,0.3177658283138305,0.37465987572401094,0.17523392638857663,0.2876209701448949,0.0020341218522967005,0.2389156611198434,0.4518567329243954,0.29625071419800847,0.3993516725335225,0.12649712463121815,0.04389111379189105,0.29530453990657446,0.6145328674684003,0.22635194315685536,0.01938118688208761,0.2131510166999547,0.4637013958157498,0.06946193021467677,0.37593524505868386,-0.2664310757075852,0.13331502838099288,-0.0428874499074533,0.5353174046725273,0.16431888744731413,0.23370319515602503,0.2883497622417858,0.40627600343131737,0.3455032235374872,0.32299416993308705,0.5060864018154649,0.035769307672427114,0.1260841686985575,0.2327631922731998,0.4391661045804661,0.25871908303144736,0.1406007242403144,0.35231652765547183,0.15867007907218722,0.18124916121833493,0.3170456511026838,0.357548525883293,0.537582528229899,-0.19194407079413833,0.30686143109593095,0.6464973759800946,0.06301069541858209,0.26620512541730684,0.37411699920160846,0.3607419453784633,0.47648383161319097,0.20388581822762045,0.22208567305493798,0.40982512346434796,-0.11431248726143778,0.6097017678852562,0.46779822695770445,0.2765232369154654,0.5784684530710287,0.3473565411144814,0.18956189529018402,0.4752963379868271,0.5763961847856481,0.2529693131646756,0.5495146542203211,0.2019558880107201,0.21106809179156855,0.1726808866167038,0.08566536433313272,0.08301208766588122,0.24103415720109425,0.3426808052110724
Cerebellum_Crus2_R,-0.22317187432369995,-0.384254958029117,0.5436729816765342,0.3916938551217242,-0.07239191713991347,-0.0255257758756691,-0.002329986990595032,1.0,0.2707566645305747,-0.004973635874575733,0.36062496760162627,0.007095640017362575,-0.09610582121658073,0.045303412694945394,0.23077786122816668,0.44655044154819723,0.0002774656638753164,0.10760391511321377,0.018257631820410552,0.2071013998608003,0.017123004531290176,0.07147580884369374,0.22409758521134054,-0.006059779350776697,0.32666753737555776,0.15228546441765306,-0.297260786513528,0.20533427277366198,0.021382077398380953,0.0569677967512657,0.11616218341029357,-0.39551185083170903,-0.3931526738062951,-0.16088347790378227,0.015504836668640323,0.20389722355766376,0.19592680422689887,0.3004804836484699,0.08985320618932022,0.06829360972785498,0.3576620328334436,-0.19344896223128796,0.5060922754055538,0.3333062658986692,-0.40982639709461177,0.18122378848818527,-0.15033556245371224,0.12851239196443812,0.5598418344400967,0.48303163297604895,0.4325700463612219,0.1613315202783756,-0.4507893733932293,0.4451272680559187,0.12646333156488657,0.16482154673976065,0.36431886668738567,-0.2114534084451236,0.28718564782840594,-0.5903011380182828,0.1694002104721285,0.1671007693826288,0.2155226791454372,0.39964583343540283,0.5768785780812102,0.13889299507862463,0.32420523661341183,0.20189304696680868,0.165224406892127,0.06340174667610644,-0.5051136276792285,0.13111094454618558,0.21002012731152864,0.098938905443068,-0.3346775696198122,-0.12190366162102621,0.16867315864904908,0.6198069039385182,0.3779900172185708,0.22071204289205523,-0.0019070587261342756,0.1362937923934288,-0.14022036466316254,0.06848016632300315,-0.04973047341019353,-0.13089700529011028,0.1141924238403068,-0.05848329459799398,-0.0020990376192315313,-0.1720521098160869,-0.27697538196603055,0.17515352849561563,0.32677396803662095,0.12673395642848925,0.2384695085418791,-0.036207524689269875,0.22703306170085646,0.02671890542323684,0.16094949110572562,0.13628486719790892,0.0563195042151446,-0.0890677854089902,0.1677215199486887,0.05337347474332672,-0.42181871621267425,0.3376815007519149,-0.28177342372464403,0.0904534980083234,-0.08415453654673348,0.3623717438802634
OFCmed_L,-0.21807439246166344,-0.5530776908636592,0.272740047636255,0.14659627674761358,-0.0771316821933784,0.014140434189582192,0.04332290227281199,0.2707566645305747,1.0,0.044425877674539614,-0.09755879928403136,0.4096240253912756,-0.2715122642755717,0.030264412858987764,0.35475251957643084,0.4362584876780652,0.48663782271442224,0.1051882099224434,0.13671238791526127,0.12558208293119796,0.3165985067055299,-0.22832348369170577,-0.014954800855775094,-0.039183826255800865,0.4257565872234929,-0.3044471381729379,-0.12783720160774276,0.39041645709296424,-0.23774158564480524,-0.05929910703376729,-0.09069829706712876,-0.3176283776647682,-0.23691483402117725,-0.07625815921417999,-0.25783142669981807,0.5716460712297722,0.26188974946618504,-0.0693753212141039,0.24763801184828124,0.10515937457348738,0.46433055223813297,-0.07460038333626257,0.24720021194506028,-0.09873524463556443,-0.3008835937655278,0.3875363530223563,-0.0868296276896948,0.27814156197819645,0.6455536644589078,0.4017813645560589,0.5608646196713376,0.021811450429255273,-0.4848017410496754,0.37441878684263447,0.22523354241859853,0.1057004286484167,0.3018424639713884,-0.3411047891390712,0.45549129652099146,-0.542101089532191,0.6640082362448968,0.3669215288647521,0.4651518617319284,0.3360411455507433,0.30416722047169303,0.16410463346877832,0.367621909569303,0.23820869772554196,-0.10197066610133432,-0.09283979330741027,-0.14931883158160428,0.05687531475554327,0.5477036572544685,0.14999428347235017,0.14139767814413587,-0.13743459673329303,0.07801160362156294,0.41503220861313284,0.5215998769352369,0.31648855259935765,0.10560386802965623,0.1400177460864401,-0.12197172644683323,0.3221135036530418,-0.20944943838449204,-0.13698903410969807,0.099297168622994,-0.24110082690050164,0.020814649133605253,-0.06463200587585248,-0.077719067069132,0.2361729052003696,0.43785661833600986,0.10307179249485225,0.44983698960917834,0.2036321347958103,0.40293776377320917,0.02990765417085974,-0.06468647874784135,0.09491926682737051,0.2854356663490494,-0.18581123983762945,0.24070016252189452,-0.42970846944194174,-0.4499156678466789,0.29859040041895035,-0.3347015669992996,0.5371184172078564,-0.3234920093197193,0.3829136655377903
Thal_VPL_L,0.07600633387844614,0.335859423095842,0.6402465940533346,0.1249709202601224,0.6269353584698013,0.5290167242888495,0.6369185884162376,-0.004973635874575733,0.044425877674539614,1.0,0.1999188998090805,0.448548017322627,0.3304455302949169,0.5036170075281392,0.6139857980745935,0.6431780537628907,0.048390889371619186,0.7525945323908394,0.6566687030747745,0.3918818165573994,0.41518040095296344,0.36420041981118184,-0.14595083850924265,0.21554244391835986,0.42163990768276166,0.1981645988914452,0.20534914292206283,0.46428021520202856,0.6217875395857094,0.4819965678505017,0.22311357049804556,0.1442530790234985,0.302703915585822,0.44100631216823266,0.1350086171657448,0.5697660435012917,0.5656303099448331,0.16906015530205878,0.6027942801788397,0.35701261439214116,0.4345052087393679,0.18193422214140847,0.26543593612950306,0.10167229454124983,0.4647042151649036,0.6215519207896352,0.21705302333049356,0.40275578785306504,0.2979061126205789,0.011153233388776471,0.49864537715059093,0.6650028033689088,0.26514627782760625,0.12689850786384615,0.2525171131173307,0.5374815270455522,0.12343285273842446,0.4302970691103717,-0.12395295037025456,0.0737571697827593,0.0488210935375269,0.7347862314344578,0.28164671798372953,0.3057002921354094,0.506093329640404,0.5934535278128559,0.42745131664981567,0.2023521569493173,0.499630901613628,0.041267623690635455,0.14024024975709376,0.05038402588467737,0.40572658557346153,0.2894119674454089,0.18922924323257717,0.48219432943418883,-0.018695052014551558,0.2948224714300811,0.411451093207718,0.5751160755941432,0.7086807076433984,-0.2207699197946402,0.5286022616601537,0.4401860097861644,0.12999502630828674,0.3875307308216295,0.5483418850323952,0.6313027648757996,0.37195880270334486,0.3422769874400368,0.14640756187468812,0.6395588985204674,-0.11173359437209299,0.44952143585617166,0.5684231011258358,0.34855227455621435,0.5776430594190738,0.5295481585911848,0.009250129705562028,0.7051865041790266,0.7840086349788064,0.11271537001628425,0.535749115630103,0.1658984124742386,0.24382141134178376,0.2614602613758546,0.13611065802215377,0.09157076902310243,0.4446924245567316,0.5105741444193692
