,Parietal_Inf_L,Temporal_Inf_R,Frontal_Inf_Tri_L,Occipital_Inf_L,Thal_PuI_L,Vermis_7,SN_pr_R,Olfactory_R,ACC_sup_L,Pallidum_R,Thal_LP_R,Frontal_Inf_Oper_L,Lingual_R,Thal_AV_L,Cerebellum_6_L,SupraMarginal_L,Thal_PuA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,SupraMarginal_R,ParaHippocampal_R,Cerebellum_7b_L,Cerebellum_3_L,OFClat_L,ACC_pre_R,Hippocampus_L,VTA_R,OFClat_R,Thal_PuM_R,OFCpost_L,Frontal_Sup_2_L,Temporal_Mid_L,Precentral_R,Vermis_6,Cerebellum_3_R,Vermis_8,SN_pc_R,Thal_PuL_R,Thal_VPL_R,Insula_R,Frontal_Inf_Oper_R,Thal_IL_L,ACC_pre_L,Thal_VL_L,Supp_Motor_Area_R,Thal_LGN_L,Red_N_R,Occipital_Inf_R,Vermis_9,Cingulate_Post_R,Thal_VPL_L,Temporal_Pole_Mid_R,Cerebellum_7b_R,Cingulate_Mid_R,Thal_MDl_R,Parietal_Sup_R,Heschl_L,Frontal_Sup_2_R,ParaHippocampal_L,Cuneus_R,OFCant_R,Raphe_M,Thal_MGN_L,Temporal_Inf_L,Cuneus_L,Angular_R,Olfactory_L,Cerebellum_9_R,Cerebellum_Crus2_R,Amygdala_R,Frontal_Inf_Orb_2_R,Angular_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_R,Thal_IL_R,Fusiform_L,Thal_VA_R,Vermis_10,Thal_MDl_L,Thal_Re_L,Calcarine_R,Paracentral_Lobule_L,OFCant_L,N_Acc_L,Cerebellum_6_R
Parietal_Inf_L,1.0,0.2343102645649132,0.438654252303629,-0.35096560255606507,0.4796600059849788,-0.011694894535660352,0.47269370854340226,0.3457219870963109,0.37218482069698017,0.4308038317728857,0.27969124514204513,0.4793140500470225,0.32046409105586304,0.24983708825690307,-0.30956939511843745,0.4707919881211407,0.14594253612243532,0.4043344225006414,0.1720604153507579,0.20930527182987682,0.599916668596919,0.13977880148511712,0.21436037464383076,0.08658249110487397,-0.14025572336922282,0.44351813485024444,-0.038457505750522106,0.12052894869296432,0.4393923053898503,0.07869251354718641,0.4561516345169268,-0.18799702859383816,0.40106698671933083,-0.22779306338531294,0.4001396390290453,-0.13435093938825968,0.27759196754450177,0.2820637062782982,0.24348356438707236,0.5247119572022781,0.5138369670426061,0.49377076906470885,-0.03920434125961866,0.3652401765400452,0.3177879878596965,0.5329220849369904,0.11965257562415353,-0.07680068050363671,-0.2771488819490233,0.2507853914984676,0.15499408256667324,-0.04633009264802362,0.09720365738215116,0.4841073825285071,0.27990649003348184,0.36677924341769574,-0.12010374012463702,0.4637291387534866,0.06617708929347069,0.6383958276590554,-0.25424766852823,0.21762051844058392,0.005826963399114134,-0.31189827593259484,0.25615734573726606,0.3367585868804917,0.150556162695177,-0.057270535662381786,0.24841024459332298,0.38582540221374556,0.49522431459660005,0.6531769480183336,0.4912017578725036,0.06502257164580909,0.4199069508643871,-0.013832011760889884,0.38920444513738295,-0.15270252521616887,0.2358820112731852,0.03876477104130147,0.30663680101536506,0.7682565311780273,0.017078568297654664,0.235693249037107,0.07364194403845001
Temporal_Inf_R,0.2343102645649132,1.0,0.016317252702847364,-0.46874670839036453,0.5687665693244743,0.002656486771010624,0.39453115964806085,0.28849854305263517,0.2864295524537968,0.5075619338976258,0.5476508039719064,0.03833964944060855,-0.03281171810853604,-0.07182049053705444,-0.48881127548424236,-0.4565395059060074,-0.18928114353584657,0.12679927712318836,0.4749673305915966,0.4771830685201261,0.38129038706330226,-0.178637257057038,-0.38391819920219933,-0.21458096957867917,-0.38268348581533895,-0.04225398757591585,-0.19461520469693502,0.09420524893701815,-0.052570174820913265,-0.14489139725435707,-0.01657066129574345,-0.6302333419770277,0.3491205532201553,-0.24302553945878844,0.13771452592474617,-0.36366947108942305,0.0006431974488480255,0.22483331497446377,0.07583145061047267,0.4684440691838392,0.6739326960575451,0.3332833263145915,-0.19667871431277353,0.33705854888480874,0.015536693948214232,0.5892218760041845,0.1876792061420429,-0.2936181460236326,-0.25314418123714993,0.24308060416858226,0.28164671798372953,-0.044541005497379146,0.2453821536925621,0.4949250494517993,0.3517684836839758,0.32736751376921785,-0.3520352059775978,0.23268823528478377,-0.4366574610371834,0.18594926556473748,-0.3369185781690607,-0.3850207979160674,-0.1743378433649333,-0.5823434414061252,-0.004473912910230684,0.41591783675849897,0.15246608724971025,-0.16520979121113222,0.2155226791454372,0.4192517165175881,0.597855052064522,-0.2691094954600301,0.19527170992345408,0.38199696376636044,0.042665637195809306,-0.35378303176458137,0.3177932014059525,-0.2297657934914631,0.5490873298074428,-0.26929301025799984,0.33657129386655305,0.45457722384675486,-0.07513459581535646,0.11643410526762141,0.39955362857519044
Frontal_Inf_Tri_L,0.438654252303629,0.016317252702847364,1.0,0.012067355077579311,0.23784872749113387,-0.0310775439731767,0.5539660693452009,0.5960920895904259,0.5854674991698953,0.5572550816422243,0.13120077730155694,0.8731963518293965,0.45335728102523887,0.4993169483487928,0.25028438369063194,0.483692661753747,0.21138315678837225,0.6472469985927248,0.08472396301776006,0.2459702451970499,0.6266437293330842,0.19665270980359736,0.5793689104170784,0.3654373091705264,0.4407983003049972,0.7807378940225345,0.3684757929249411,0.0608529950530821,0.5578576425364049,0.5838834417259732,0.7899218989499993,0.34037774159232914,0.45298090581374795,0.2810484693886563,0.696373256953459,0.2232057846217396,0.6108817304777311,0.4305122128523532,0.7013636848641391,0.3951326529913854,0.5121954883438447,0.4984184681739376,0.3538075988792842,0.4412309050401731,0.7570501275505596,0.3885625639736231,0.41272675340515685,0.10976732424547121,0.18481665994429106,0.590118164261486,0.6163575076105295,-0.0028628560702781323,0.3063600453994502,0.515023581492037,0.29941693234638556,0.1730432009746163,0.4306391737855375,0.7941560275833629,0.641334588529605,0.3482687891468946,0.25293264140451216,0.39937374374345774,0.1843493013015032,0.27337737043267196,0.13786290711151925,0.153473325052443,0.49468492859522023,0.39751277714023614,0.13245404938419875,0.1540746744395894,0.36124129634030583,0.3821010200911852,0.5052550352814229,-0.09404911948947292,0.5861916227525352,0.5743273178569936,0.5774629814170412,0.38715210711855347,-0.09266170813056639,0.09342774348553716,0.3945582297947936,0.5276760809049404,-0.044283976417861144,0.40924193463226205,0.32452513626624396
Occipital_Inf_L,-0.35096560255606507,-0.46874670839036453,0.012067355077579311,1.0,-0.5003116820210991,0.16882148560846919,-0.20697781758809614,-0.341354654245392,-0.24295756461495016,-0.3889237919547344,-0.4341811487811705,0.1436883739125975,0.1470361114768968,0.1556917034651311,0.7971037898177354,0.3254395771610703,0.18063853673169994,-0.18677685458885698,-0.23692053561916987,-0.37403783306365646,-0.3036736082166886,0.05045971056657835,0.3179713964680105,-0.14541194658051035,0.47627231382497875,0.13724940024387303,0.4017076579037306,-0.1445053342205075,-0.022552316281044166,0.17478978096242445,0.03332300695072047,0.7505098532533242,-0.1932294149800217,0.5977638035982681,0.062325912935792815,0.3149930693705589,0.1659831299548495,-0.06092149481474806,0.21528972183836156,-0.5025743489753911,-0.5367674456990317,-0.19446292673836021,0.11319117698349065,-0.08911131642552023,0.13355831017824987,-0.5316110553729513,0.18497107247309552,0.351017446149324,0.4930280443589625,-0.1857143733558897,0.0737571697827593,-0.026679401764863254,-0.13615841398295414,-0.4224675886795836,-0.2366574898523882,-0.48630448002156895,0.5908034467765234,-0.00383034474973046,0.47061863229816187,-0.3464177993047074,0.3424624642222888,0.26135159189440316,0.3197440996305592,0.7542018610985091,-0.025559567714370877,-0.5420506068473551,0.04118817659755933,0.2775698595993181,-0.5903011380182828,-0.5070266907426841,-0.6769690635527852,-0.01603240790005954,-0.24384679918633578,-0.5168327577519882,0.05085076483542626,0.5583929531132762,-0.05753646219879465,0.5431954373263022,-0.4187590307707113,0.190794194571938,-0.0823068500999207,-0.3979969862899935,-0.10500975988643899,0.0003388057463853744,0.22630693153482598
Thal_PuI_L,0.4796600059849788,0.5687665693244743,0.23784872749113387,-0.5003116820210991,1.0,0.03732924668536287,0.5353609281640097,0.3408588214841039,0.49984618523139396,0.44304345520437255,0.5271950099292868,0.2766866988556007,0.2032915129909224,0.24746278140128075,-0.5356636534595768,-0.19115833201691898,-0.15598346858945183,0.35445431161884916,0.36037159799664636,0.76621650389713,0.5188996850741676,0.058094027912854056,-0.009545405082751715,-0.02939340222214619,-0.26386457388515094,0.23992341746700385,-0.21356233218336118,0.11063673801565357,0.2534516033063326,-0.09989787848952743,0.2273371173132845,-0.5235101336638686,0.6843946221800757,-0.2799128328826687,0.4761189708733786,-0.2798372031025116,0.038660280445699996,0.4293605522362922,0.15454684780248604,0.48437478361045144,0.7889068199738442,0.49957685636791727,-0.1455853310539194,0.41989075336930953,0.18515683090936247,0.7150216042834766,0.3000283190774981,-0.07761372645856947,-0.4117993127231784,0.4760315509173956,0.42745131664981567,0.014387407031155845,0.09013468817087858,0.7961244155053956,0.3139530642851022,0.7318755494139965,-0.24025833042607536,0.4841303601093014,-0.21750691975131153,0.4602131155856656,-0.28802875406542733,-0.17181966639007648,-0.055372030458707644,-0.5898699489260486,0.15589132272669579,0.7644685826484354,0.04482342826350485,-0.30394841104592096,0.32420523661341183,0.43337098458063134,0.6146915489844242,0.03774080306095741,0.2942892199812314,0.14097248448637845,0.29603084525807566,-0.22411803108225453,0.38654440467676066,-0.3118831450885991,0.6095679731021428,-0.08945957329840708,0.20251234579971095,0.6478550795869781,-0.1335514894500587,0.07817205393489846,0.05441777165878767
Vermis_7,-0.011694894535660352,0.002656486771010624,-0.0310775439731767,0.16882148560846919,0.03732924668536287,1.0,0.010495068741777957,-0.020317051536656805,0.04345754250081877,0.013359027753653222,-0.03958218315865776,0.045649094543156354,0.08259882212276848,0.12780549784658612,0.15749517167607394,0.03523197747322398,-0.03436341533827274,-0.06605792788764159,-0.006565919719605411,-0.042077046167361604,-0.031843624245560906,-0.07168053031573393,0.0774005874576876,-0.2277856499396925,0.2925195505230326,0.058088910650799255,0.02123198341594846,0.16661794739133537,0.09789867323688414,0.005193374726579907,0.011875708198499585,0.15881561550323142,0.06457090784377688,0.2503757847995158,0.14501412333739844,0.12181624222710943,0.11417931519781302,0.14271998216375636,0.12468061020535177,-0.026246827417635843,-0.03865938963652368,0.037660602839988594,0.08011819413982517,0.023312074033592846,0.11586869566645717,-0.004564011430621953,0.12645920757435636,0.10114222874812302,-0.010623078046147844,-0.005911683016809091,0.12999502630828674,0.0073897486053169275,-0.04835949652767371,-0.0017552716281495275,-0.0011174194758909574,-0.08844332653755374,0.15121285294076348,0.09153987807763497,0.13389067295764562,-0.17733696893374368,-0.04637372310899067,0.0060838488323990015,-0.12998829289536612,0.15685549382561456,-0.17330927096053003,-0.16066629252618833,0.01618193445662638,0.015644558523636436,-0.04973047341019353,-0.18529878517985707,-0.12463676360805481,-0.05164807552913061,0.05524939065186856,-0.26261309533246785,0.0650838124568683,0.1633490490620426,-0.010952838836293709,0.12044277690462384,-0.14718987397155392,0.06247990174356951,-0.06718210000269478,-0.07196812889582674,-0.053547804590584606,-0.06811901343818648,0.11800414028294566
SN_pr_R,0.47269370854340226,0.39453115964806085,0.5539660693452009,-0.20697781758809614,0.5353609281640097,0.010495068741777957,1.0,0.38279180734786433,0.6621069377690519,0.5765802328961173,0.4066176431849329,0.6011963698012044,0.4808368226650536,0.4543642243411375,-0.07327824835590041,0.17096952711797148,0.26571682043097,0.5862226790050893,0.35220713375430907,0.45495185860248544,0.6500531484711133,0.1320921577520792,0.4267678786476831,0.13696709132759755,0.1005048717607336,0.6668095953299711,0.3575121795980291,0.2478721662867616,0.48911363610827474,0.1340363593161638,0.6048131287382529,-0.023458389900858672,0.48321568590240127,0.16081601390015793,0.6329127687679413,0.10064862925224788,0.5403651373774127,0.3910457216317687,0.6017765277264353,0.6460010665025057,0.681727749546549,0.4561996928979331,0.12572654069168748,0.5069553276176342,0.6157825808097617,0.5367516781364337,0.49950099003915877,-0.04858242786467479,-0.08535938789740542,0.602954433960825,0.6170203810234645,0.05015795226637752,0.2492925276316349,0.7011021601206002,0.5589209431583674,0.3183360525040542,0.18502809229381226,0.6678455737957634,0.30118198769749305,0.4794835573723823,-0.09904916917051564,0.1967028628609722,0.1832305350117782,-0.11678106540230926,0.2841125878819232,0.3972533918700372,0.21849933486615514,0.24233010824102777,0.25956361206840833,0.10312031267757461,0.48733840438724474,0.27617787562180107,0.553752929396887,-0.07950552136084113,0.430086407626369,0.255158490252736,0.5484380355159303,0.27855732762530666,0.24386950464357934,-0.025041397049365827,0.5121908798940582,0.6109299800493113,-0.07913815051091118,0.18283347587200652,0.4575998199687354
Olfactory_R,0.3457219870963109,0.28849854305263517,0.5960920895904259,-0.341354654245392,0.3408588214841039,-0.020317051536656805,0.38279180734786433,1.0,0.5832785842753515,0.6108270429422049,0.3295139754997327,0.5266497885893233,0.17394826984740147,0.1605669747548545,-0.228404537381602,0.04275507283805516,-0.05757712450028717,0.4404226585718063,0.0846771455688572,0.32784620204896137,0.4950300269233306,0.07542863568466676,0.14695438996322677,0.4165399836806546,0.1215679191815239,0.3531629261347716,-0.021107663656712808,0.12075969701660944,0.28102011252088016,0.5303074912861169,0.487004986835569,-0.1203004842790265,0.36540182427233975,-0.030337597264577385,0.41694314105090396,-0.09170740376608388,0.42234119401977305,0.23223958003383527,0.2737861002777809,0.47920698469382694,0.5283273653750271,0.2779168132663693,0.32350639810259824,0.2644418990509737,0.36632555520377846,0.5243247920754962,-0.00611194740707674,-0.1512442099131916,0.0005190570964977035,0.455797119584396,0.3345343880991551,-0.17128392423722205,0.5111178880756891,0.5161208309434526,0.38328023357642177,0.3432669802935361,0.030599455883388454,0.4900466449678107,0.1903082082075483,0.33433926247722423,0.09643793454623262,0.09583278185180653,-0.18458902522507775,-0.1646491482620362,-0.08859951622057803,0.34091647689847004,0.3948892817529728,0.04112191938314938,0.3939423242593616,0.48453132371847973,0.6110089161026399,0.21974521763551064,0.4171351157420039,0.32238373796575165,0.40295418014822776,0.09858362778197288,0.349476164522051,-0.0038825380426771748,-0.016161246311659848,-0.06462195845877104,0.3041085186771273,0.49482968638901803,0.08973264394498988,0.37761373748482324,0.1615325904637962
ACC_sup_L,0.37218482069698017,0.2864295524537968,0.5854674991698953,-0.24295756461495016,0.49984618523139396,0.04345754250081877,0.6621069377690519,0.5832785842753515,1.0,0.6243188514512208,0.47516118993719514,0.5923770072589999,0.5593204091021211,0.5252335120966672,-0.12446412543307583,0.11043897503686025,0.3051050431150514,0.5480256056548449,0.19370662861909266,0.542792883863853,0.6026224400739664,0.2592953597751526,0.5174925242838305,0.48566557006318956,0.2265796682831417,0.6686682821017234,0.31146576763020106,0.3238495023169633,0.5367519427303511,0.41266493300701923,0.7318791149037422,-0.0018164739942204747,0.5421320897447495,0.04925770761206505,0.7196930081613645,0.1304002968110539,0.5468626957027725,0.5389983044865047,0.5675732698280397,0.6988091175386195,0.6716790598329612,0.3477859445723048,0.49299878661389607,0.6239313845635421,0.7027152657145055,0.5322827098030257,0.4103067978716575,-0.09918140079608848,-0.02089906015032962,0.6143120450424631,0.6402465940533346,0.006009200120496698,0.46061722646604986,0.7643689121635672,0.5744559684406316,0.44618694339771126,0.17025721490470994,0.6963613200561639,0.387598114370036,0.5236713353181828,-0.0595483936459742,0.1218576853915772,0.036181228609377704,-0.09871356616043714,0.27844703694751033,0.4766658289227483,0.2706534892220211,0.14613194399162582,0.5436729816765342,0.14163277938895688,0.6062628525630521,0.1919726104019279,0.6100080363448077,0.061898407646816936,0.4635082024337029,0.31524857304328224,0.39027784768442647,0.21029547868662943,0.15777645754531358,-0.03709874851589824,0.42294205793709766,0.5515315749139937,0.028887505019500243,0.4097062527778845,0.32320742138566616
Pallidum_R,0.4308038317728857,0.5075619338976258,0.5572550816422243,-0.3889237919547344,0.44304345520437255,0.013359027753653222,0.5765802328961173,0.6108270429422049,0.6243188514512208,1.0,0.467947962130898,0.4762140952323302,0.2915979264618317,0.22035707511413896,-0.2520553848814527,-0.0016202928298768547,0.023698745724997083,0.5852996375351628,0.18151334653134504,0.3770203595184408,0.7537757297657383,0.17702931751867343,0.09779711954060777,0.23922728523853004,0.07616804457048357,0.49604699047176454,-0.0016600426691060842,0.06869598617467004,0.36350952866248004,0.3643951916476158,0.5494528209659821,-0.18768189579877503,0.46955016266256666,-0.07426160501922363,0.5288256256487253,-0.16469282505385663,0.46238652996307095,0.43030155808714954,0.4347476300976947,0.5703668304642177,0.669167207913502,0.5291753037975757,0.2747993569317879,0.5581589011363313,0.4441202740425524,0.6003133240975591,0.32405840629874677,-0.2785175090078222,-0.06731685539067561,0.5694320569397315,0.4843086111319974,-0.11678930448435008,0.3558486452309435,0.6171338035648675,0.5268235651114348,0.33425401816821043,-0.0014102026905798285,0.6080984063057402,0.15919446755193414,0.3471047914625904,-0.026213687452830533,0.08455154835404965,0.015691270201703328,-0.24139563350173837,0.02066368024500685,0.37222077679162174,0.4437615705906466,0.09802057596091128,0.3305428847346243,0.44593845385480735,0.6680935578445127,0.18654676396437228,0.5304509585805581,0.22202173143141404,0.4158660145613088,0.12388108704272963,0.6172802425889853,-0.013664465113781565,0.19334954681186692,-0.10510255788241576,0.3558146918806506,0.6787656421910727,0.035763434926906944,0.4162671068027281,0.26900305167966115
