,Temporal_Inf_R,Postcentral_R,OFCpost_L,Frontal_Inf_Orb_2_L,Temporal_Sup_R,Fusiform_L,Cerebellum_9_L,Angular_R,Lingual_L,Hippocampus_L,Cerebellum_6_R,Cerebellum_Crus1_R,SN_pr_R,Caudate_R,Cingulate_Mid_R,Vermis_1_2,Frontal_Sup_2_L,Thal_VL_L,SN_pc_R,Cerebellum_Crus2_L,Precuneus_L,Thal_PuA_R,Precentral_L,SN_pr_L,Thal_IL_L,Thal_VA_R,Thal_PuI_R,Rolandic_Oper_L,Cerebellum_4_5_L,Thal_PuL_R,Cerebellum_Crus2_R,Thal_LGN_R,Thal_MGN_L,Thal_VPL_L,Amygdala_R,N_Acc_L,ParaHippocampal_R,Parietal_Inf_L,Cerebellum_Crus1_L,Thal_Re_L,Frontal_Inf_Orb_2_R,VTA_L,Thal_LGN_L,OFClat_L,Thal_PuA_L,Precentral_R,Cerebellum_10_L,Occipital_Sup_L,Lingual_R,Cerebellum_8_L,Olfactory_R,Thal_MDm_L,Cingulate_Post_R,OFCpost_R,Thal_AV_R,SupraMarginal_L,Cerebellum_7b_L,Temporal_Sup_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_L,Cuneus_R,Angular_L,Temporal_Pole_Sup_L,Thal_LP_L,Frontal_Mid_2_R,Thal_IL_R,ACC_pre_R,Rectus_R,Red_N_L,Thal_VL_R
Cerebellum_6_R,0.39955362857519044,0.013795802920535455,0.19293214047305424,0.10903880184690201,0.26680503537956685,0.4419244753472246,0.47629122191588597,-0.21243354998914646,0.2311540530490125,0.4218159178191575,1.0,0.14975769608048203,0.4575998199687354,0.36474164910418055,0.23242016740083338,0.4722177714819631,0.3268689552869004,0.3646230111749631,0.4957367314624922,0.0019086926941520622,0.12731444562605237,0.23733290349675143,0.31148591638954753,0.2884392546720706,0.171686569799087,0.33440693730179183,-0.04691941671030132,0.5020449045883838,0.4829187443663367,0.2533878150173736,-0.1099212226321326,0.14709826255715136,0.16212868332150907,0.4882061290964047,-0.14884551920833256,0.1959031629317253,0.2845231311218865,0.07364194403845001,-0.06700837151617071,0.005728549046816616,0.030778815420934785,0.16212526441552033,0.17137195350695214,-0.21743609734672206,-0.05098725488900381,0.1555042049758155,0.20060393092278717,0.23094282815115963,0.4219092413833195,0.4481615176299841,0.1615325904637962,0.16427251412289934,0.1863532482350872,0.14756310320027716,-0.07467691542199595,0.14528937508547268,-0.07955826132607818,0.3055964970569625,0.08204241349919901,-0.03502146315885532,-0.007398161579475105,-0.06692120276395094,0.2469193579889503,0.15206146840153828,0.2739412681422891,0.2471541342692702,0.2602902066041027,0.06158945516617325,0.5007414547270216,0.3691928876552722
Cerebellum_Crus1_R,0.4508270934442921,0.4843245966167828,0.05094069855806862,-0.0037048104372676377,0.48295827720750545,-0.08781524235066497,-0.13139134061978072,0.51843159386013,0.1063902097256127,0.19280167557463124,0.14975769608048203,1.0,0.36389925793750866,0.12704078818623932,0.5417376519496915,0.23061953444411304,0.27949252740867764,0.41611343171019927,0.2075273156168285,-0.2042451367220313,0.4020957201527776,0.17927068270708332,0.451034970419217,0.16976912940074204,0.3386119884500483,0.3074910889367314,0.10168563873311785,0.14539082999203826,0.09658529948519971,0.19842982734239203,0.24104373914481758,0.2871276201525587,-0.08354749773757689,0.3015854327503822,0.3585185898200843,0.06018353237198401,0.39543626285512984,0.31379020426529963,-0.1363447436181419,0.1724614588175201,0.3971571972581779,0.14563287332300268,0.4865181138347086,0.07693207203488107,0.07824639307491062,0.45824559924385355,0.16271806113973497,-0.1344123844877662,0.3220942526315124,-0.23868418590971507,0.25104020927457954,-0.010842542208536782,0.359216585359851,0.11247246146425713,0.326180773488455,-0.11532749433648361,0.18739583565767065,-0.04745551914023011,0.3951905364925881,-0.012129521999478253,0.3764464711811228,0.004604562688521908,-0.23775428898160103,0.1331598065579729,0.5544413064176474,0.34891706121099586,-0.165372139982456,-0.10122966893697839,-0.0502285586641704,0.3427621889091836
SN_pr_R,0.39453115964806085,0.4904638801003804,0.1340363593161638,0.08608199048523063,0.6311821790952074,0.255158490252736,0.0843765705788051,0.3972533918700372,0.37489300194181374,0.6668095953299711,0.4575998199687354,0.36389925793750866,1.0,0.36671813872611625,0.7011021601206002,0.6366480213240662,0.6048131287382529,0.5069553276176342,0.5403651373774127,0.02941469635002405,0.6239677129860874,0.26571682043097,0.7204273952465391,0.388002882848583,0.4561996928979331,0.5484380355159303,0.4144409028270351,0.5319788453402958,0.5068837874513494,0.3910457216317687,0.25956361206840833,0.46669531584771773,0.1832305350117782,0.6170203810234645,0.10312031267757461,0.18283347587200652,0.6500531484711133,0.47269370854340226,0.07115027539262839,-0.025041397049365827,0.48733840438724474,0.4368777555538368,0.5367516781364337,0.13696709132759755,0.27974209148337836,0.48321568590240127,-0.020582444519033297,0.019651171349271603,0.4808368226650536,-0.04272763442145239,0.38279180734786433,0.09189102422091015,0.602954433960825,0.36588472542564987,0.22735159506105077,0.17096952711797148,0.1320921577520792,0.3281289659074449,0.6138894575731668,-0.14044831602889243,0.4794835573723823,0.27617787562180107,0.04116624124301776,0.14763356080754347,0.7362968792847184,0.430086407626369,0.1005048717607336,0.21350071311364247,0.45796752941795976,0.6130413455272166
Caudate_R,-0.02555883817206854,0.20760045523115392,0.6533616699527313,0.4749759935393124,0.11204268644643606,0.5985735539366246,0.3289117232584154,-0.05833828103923253,0.40233564367230135,0.7050437963999401,0.36474164910418055,0.12704078818623932,0.36671813872611625,1.0,0.331370423553355,0.38657784177248955,0.7090942487203931,0.4710146709320603,0.7064433958174756,0.21391968950667833,0.472028496915379,0.21728318477302644,0.4954361458896112,0.35551847960892174,0.38289861195705355,0.5245794233207429,0.3232600426944754,0.7633693598093761,0.6035874402875615,0.3964228239328864,0.05575357753521618,0.32797062515298725,0.0974849528414352,0.4385195880088005,0.17553217825299813,0.5125639625521534,0.5898379245757679,0.35296182636894247,0.37925016694383934,0.12499801625573169,0.2316049546636608,0.1673528599456176,0.3016705252196036,0.2440649148729173,0.11957101733606973,0.2540084237973633,0.24753169185454438,0.31993427552126996,0.42649339405131687,0.31296880955450107,0.6221419953235396,0.4073803488756594,0.49688461865608713,0.09599879360352279,-0.1597311152992903,0.4738668801356935,0.13796025984362423,0.6479243900285594,0.271267661917667,-0.17775540051639488,0.20641105770557766,0.41481226015784545,0.1873955391990143,0.24601567760367216,0.31115452498197343,0.6224725068737514,0.4889732024011509,0.0246543593407257,0.4998772949361821,0.48334214527624925
Cingulate_Mid_R,0.4949250494517993,0.8341191777818112,0.24901371148742746,0.05865116121425069,0.7954224410423857,0.08149030886675565,-0.11622577073847931,0.7749822199754937,0.3190590652695865,0.5582761352574483,0.23242016740083338,0.5417376519496915,0.7011021601206002,0.331370423553355,1.0,0.4042405738239075,0.5237641570583093,0.6086021584490512,0.3082594433888056,-0.10330668795777925,0.791232820920909,0.016141929733979845,0.7790090660429922,0.1085060084077995,0.5215275648759289,0.4833621114994129,0.5314282084005038,0.48500055779116075,0.43510185805821405,0.5700435721248298,0.3761804858135538,0.3846494765820954,0.11437124363267302,0.6426103508276457,0.4506534097897262,0.35297965391372216,0.7197643976196831,0.4841073825285071,0.010263938098705343,-0.09901345736756562,0.6773320661864618,0.3759367980336556,0.7700766359587821,0.2694990433168834,0.33461589505383527,0.7943966789035848,0.03317242928263501,-0.11973828302010359,0.4597852681809605,-0.3508173093148995,0.5161208309434526,0.2397020116135991,0.6380021167867931,0.27717152663491923,0.324534639775223,-0.016177313917148554,0.18927927543142967,0.16637944807319793,0.7506611345190267,-0.06688305355141243,0.6355217735277782,0.12475455572480829,-0.24683783972760145,0.30985453649804284,0.9255554490765278,0.44614557618076944,-0.15701593851715784,0.18821384818860942,0.2245283011421542,0.6460649992524623
Vermis_1_2,-0.07660505707377256,0.3037496381406175,0.18016720270351003,0.4512397676018297,0.2291818941970771,0.5673434168928392,0.29482746035407614,0.10266211383665699,0.6445998628833018,0.6945834470857468,0.4722177714819631,0.23061953444411304,0.6366480213240662,0.38657784177248955,0.4042405738239075,1.0,0.6976841280552524,0.3285832714053361,0.538245677433037,0.2800615950203099,0.36839589758764885,0.4921519261100793,0.4569102283393043,0.6289000565376254,0.19511334294361588,0.379120788273135,0.31067947987358896,0.5536980100010473,0.6581578646071488,0.1583001457906714,0.02671890542323684,0.5084545886723781,0.32887821939159734,0.5295481585911848,-0.21993441769679456,0.011145494326626641,0.4039280031999795,0.2333425960093265,0.32599916564400877,0.14817395477421302,0.09831218009747061,0.10452298500645296,0.059601929827409784,0.20287555138214722,0.2215866744909046,0.27802616267002545,0.015669233028066522,0.24410889967079313,0.674282717374437,0.3369073107810295,0.15803917759888367,-0.15112084245339014,0.4781542126778886,0.1779978911672518,-0.08942556491393043,0.42853626056158756,0.26131056262482777,0.6625881644288472,0.45509257968880235,-0.15488334872523968,0.31842598108961667,0.2641519332253563,0.4586334397725458,0.016684802302813453,0.444047170306409,0.3027740696081627,0.4462604061093595,0.04386205606456179,0.5719869388980353,0.3356829618237398
Frontal_Sup_2_L,-0.01657066129574345,0.3725365517156735,0.4730940811493279,0.5371415959242273,0.26394555267373776,0.6304412315719992,0.212850629760643,0.1723668055584311,0.5643040842325775,0.8629313875802084,0.3268689552869004,0.27949252740867764,0.6048131287382529,0.7090942487203931,0.5237641570583093,0.6976841280552524,1.0,0.45590411098306133,0.7173495016724222,0.2572350516746858,0.6300715934672731,0.4547312386361802,0.6711049212117274,0.5679905227478261,0.30118218443685796,0.44942035388404655,0.512505820084233,0.7129265555685717,0.6895091276445093,0.38333843484477614,0.17515352849561563,0.555738281539856,0.18747751140860267,0.6395588985204674,0.05438952334231832,0.3301098497421078,0.7027481456674725,0.4561516345169268,0.4670387235980698,0.12741786023624488,0.3855344853664275,0.23158486255243924,0.3374452026282268,0.4361611364009359,0.13356507868380726,0.3484243313222073,0.15152571758777927,0.25936348816676624,0.6253219147582544,0.23071747057166217,0.487004986835569,0.1427406230826531,0.6394224904415208,0.23453620253642996,-0.1064470710495158,0.5857913081232398,0.26715379903253594,0.7815461380811607,0.6441373468967654,-0.33246051572510227,0.42966812632538226,0.3897363611598966,0.2784577389572389,0.1069598208224871,0.5474295843636525,0.45292412859783765,0.48591028747531495,0.11384063775078844,0.5568505948016915,0.4618286576514726
Thal_VL_L,0.33705854888480874,0.494384681180132,0.3588808442681866,0.14414590419366044,0.40911961671584696,0.2368003935375298,0.045337945327225425,0.30071432173478874,0.2895458084539444,0.5468502541128795,0.3646230111749631,0.41611343171019927,0.5069553276176342,0.4710146709320603,0.6086021584490512,0.3285832714053361,0.45590411098306133,1.0,0.41487464777165195,-0.029908298744720275,0.5175403601276946,0.23210596612368398,0.5897661279139623,0.13339614096678123,0.7000506504671137,0.6375465269212633,0.2980341383691781,0.43460335176560816,0.4357184783113727,0.69150965064377,0.19801533825484455,0.1004577522506063,0.22712460369959497,0.596094370370125,0.2764902403186054,0.4778347255455539,0.5584877403545073,0.3652401765400452,0.09870381567642482,0.18639181570588645,0.3504574562299746,0.10835333386233281,0.5229613510414222,0.10311254426647205,0.2942045194893147,0.5336118324925976,0.14731579300522557,0.11240745543722326,0.409097799586898,-0.019938811126639658,0.2644418990509737,0.6133960640067743,0.4056899599127411,0.05142396115739293,0.15122187890115038,0.08465936983494197,0.20357783284291,0.1747493088985032,0.4123344257747881,0.042533088546720665,0.39776275072399164,0.18218321568296972,-0.07088801178109175,0.5000290146751752,0.6052441391464933,0.6921043015125803,0.036941981493215634,0.17573576318220574,0.41163699287199834,0.7005148001123198
SN_pc_R,0.0006431974488480255,0.1219982211996665,0.5137558886436462,0.46867094437695667,0.11772514507431592,0.6211553059649261,0.37742277925160694,-0.10534039546367881,0.4263693979827965,0.6911608866827731,0.4957367314624922,0.2075273156168285,0.5403651373774127,0.7064433958174756,0.3082594433888056,0.538245677433037,0.7173495016724222,0.41487464777165195,1.0,0.29858005310691715,0.3965648591689906,0.47895607350742236,0.46791413944651167,0.5254707420486223,0.2834408829123255,0.36064980259032253,0.18528455954778844,0.6235286999739944,0.6222781046565043,0.31069540792517575,0.1141924238403068,0.412728353256406,0.12260629207385063,0.5483418850323952,-0.05256771139579308,0.2955970116295985,0.512832915078793,0.27759196754450177,0.3696160746305694,0.24871997641126292,0.14128741036064105,0.2845583756673847,0.2389553738045222,0.2062760371595399,0.004520100844036292,0.18061677345015936,0.16154680496461848,0.3197519737494631,0.5232638662260607,0.3623459583601886,0.42234119401977305,0.2216016402052703,0.4973123058338473,0.14980790170813696,-0.06809659679891819,0.4601005325929549,0.13020681811142054,0.6304170002151764,0.32000928213393426,-0.2675933052510436,0.19974663995207162,0.3465955386244793,0.31163486130046386,0.11232200821904502,0.3471067753530813,0.5202615104267007,0.49335407878142395,-0.0007000648002337099,0.6177754787943407,0.3922112492123607
Cerebellum_Crus2_L,-0.5740267379651254,0.06073228078444345,0.4567018194707514,0.530130794536573,-0.3420739533074293,0.510129624023667,0.3516206577288599,-0.19621016750589979,0.539643328926176,0.3021763263108368,0.0019086926941520622,-0.2042451367220313,0.02941469635002405,0.21391968950667833,-0.10330668795777925,0.2800615950203099,0.2572350516746858,-0.029908298744720275,0.29858005310691715,1.0,0.08691782488671128,0.22526206495071768,0.018116248935583272,0.37285109192956783,-0.02918515763633197,0.014445461454825477,0.24409187737606394,0.3270905825966494,0.40575955379200024,0.015685100951782,0.015504836668640323,0.23406018436386755,0.29260458958215624,0.1350086171657448,-0.33842753962026384,0.03926390548300435,-0.08326406222358711,0.006388209370964844,0.4824979390050915,0.22910574279776202,-0.28169430830448833,0.05098662480576699,-0.2431950514348734,0.3323082110350041,0.2512796297628315,0.08380173658062379,-0.005620551335512574,0.30299363199476487,0.3652516944167053,0.3974585082614854,0.038377107152135624,0.009056803287489716,0.07154977171056259,-0.10735074994014543,-0.179062423246672,0.3725087801634716,0.4436525298156748,0.49883655019081935,0.03603927847604173,-0.005724590350879673,0.019681303082333335,0.30254901923368643,0.4939180422166142,-0.15708742685167038,-0.031240916643631874,0.2193039363674393,0.4963424948792075,-0.15781697148318435,0.38419994023007875,-0.08991280558252324
Precuneus_L,0.2994776831078985,0.6892920841623009,0.3404686719905811,0.06527354468359665,0.624394554367919,0.1377807453518968,-0.161699927463351,0.6484917513542797,0.44141967656471454,0.5933274657833756,0.12731444562605237,0.4020957201527776,0.6239677129860874,0.472028496915379,0.791232820920909,0.36839589758764885,0.6300715934672731,0.5175403601276946,0.3965648591689906,0.08691782488671128,1.0,0.11765613929159183,0.8653205612558706,0.13917117212455352,0.49556497392756393,0.4849536297367031,0.6313375598004624,0.585407168135268,0.47335979971030306,0.42241052249187777,0.3576620328334436,0.41609686905521387,0.1872349753977736,0.4345052087393679,0.4537273668648419,0.40015514595521373,0.7515080961455111,0.7157518481572062,0.1379755845659157,-0.05123915544865961,0.6319227997578993,0.33108952522250407,0.6707466633790063,0.3650924163038682,0.4184367644723007,0.6560952658059419,0.06413650982097095,0.061888137511128656,0.5007127621790195,-0.2824164976232317,0.5587494855089364,0.24407015375071123,0.6545674309757467,0.29429298861160896,0.19965182869756096,0.25254458837130217,0.30364549898945964,0.28061224457961803,0.6687625213794228,-0.11582144819542035,0.7622339605312525,0.44515730636282674,-0.24731931771804636,0.19289669402839707,0.7727950721102443,0.4759138820843203,-0.09252106861865916,0.19549227344437478,0.17317871727623388,0.5922533742513987
Thal_PuA_R,-0.18928114353584657,-0.14353449318415867,0.15639722699552977,0.33046934949749585,-0.07867542016121401,0.3662917566658521,0.10110780531714263,-0.1304121868456302,0.3389949220755892,0.40306661420636725,0.23733290349675143,0.17927068270708332,0.26571682043097,0.21728318477302644,0.016141929733979845,0.4921519261100793,0.4547312386361802,0.23210596612368398,0.47895607350742236,0.22526206495071768,0.11765613929159183,1.0,0.1798796878521411,0.47995345994054944,0.08278103493287886,0.035679477998618335,-0.04935008377406664,0.1296279327412744,0.25310708671256904,-0.014620810148301536,0.11616218341029357,0.17912664120961094,0.04060522564264117,0.22311357049804556,-0.22912100133889346,-0.09658995597933362,0.14753872090057407,0.14594253612243532,0.2801875039351808,0.38809057590153606,-0.014179767998155991,0.06139275295515401,-0.07838600167694734,0.2922669087064379,-0.018871686915878916,-0.17392906824156362,0.048204770348448986,0.2778721252703306,0.34653658044843694,0.24575899441146443,-0.05757712450028717,-0.05782051020710937,0.15852291186672993,0.16974629515384598,-0.11329792880375611,0.43625090647287457,0.21800854547024787,0.44908232981669793,0.24221283806788335,-0.11939533850255286,0.24053981810427244,0.3370147745150152,0.2612207204153719,0.07815908377902285,0.08189651475001958,0.2427406839235268,0.2706686795351114,-0.03512597346931711,0.4110469616046225,0.07135266825468255
Precentral_L,0.4008381467006677,0.6134218676627167,0.245306138337719,-0.07184965201529203,0.6261481042968893,0.13647678902292487,-0.10053456756334102,0.501146915581235,0.3922423375166417,0.6711081903718363,0.31148591638954753,0.451034970419217,0.7204273952465391,0.4954361458896112,0.7790090660429922,0.4569102283393043,0.6711049212117274,0.5897661279139623,0.46791413944651167,0.018116248935583272,0.8653205612558706,0.1798796878521411,1.0,0.2333490492798421,0.5862835630144851,0.5833020713400694,0.6027074447331988,0.6490615125421069,0.44933973862631094,0.46941786609118474,0.315465330620922,0.38901816375119963,0.11233372062399942,0.486670940248811,0.44879505156455446,0.3775575201931953,0.8188368558705484,0.8369199723709224,0.008313134519191492,-0.043137013290835136,0.6601354216680524,0.3502564882194554,0.7030637368135952,0.20648337676641956,0.46321865065316914,0.6389924241778018,0.022595976318165956,0.0500723219242127,0.502636737133964,-0.20302621913678878,0.5136664097693345,0.24351079862329084,0.5284457902895189,0.3195153666213568,0.20929858185158184,0.32470969048287535,0.18411635506597698,0.257115938626341,0.6031377340164286,-0.018771935473567678,0.6788631992507489,0.45984298947982377,-0.2594689936246576,0.15247041291821964,0.804693742551398,0.5195253652090607,-0.0852519856418515,0.24486183421733537,0.2630132761829878,0.6239043942169388
SN_pr_L,-0.21692885892587963,0.06916447738042765,0.20736189725959145,0.5089547065418446,-0.04445116054986202,0.584728835233444,0.4256623146921473,-0.13478559651530744,0.3703006999389635,0.5219548628938621,0.2884392546720706,0.16976912940074204,0.388002882848583,0.35551847960892174,0.1085060084077995,0.6289000565376254,0.5679905227478261,0.13339614096678123,0.5254707420486223,0.37285109192956783,0.13917117212455352,0.47995345994054944,0.2333490492798421,1.0,0.22831482864106814,0.3369653196331946,0.1608678695854548,0.37342598540308314,0.487118264460114,0.0011992300796441018,-0.16088347790378227,0.397191178316057,0.17343184932256692,0.44100631216823266,-0.19487975556057535,-0.23057007633818935,0.2637491489580182,0.14731941699312304,0.27018528743476294,0.5445672625732352,-0.053119835550821816,0.13867236585698592,-0.0790650242402348,0.11189060224633356,-0.08276975968594885,0.08149970903086629,0.19872641339361644,0.2982150666824672,0.4155648671970333,0.40613557881802126,0.06241249276228659,-0.19584517470714574,0.3873000580613244,-0.048530756069794026,-0.1400240664428,0.4710982282188679,0.1482689967549964,0.6227981991860838,0.1820402217553883,-0.1483818171648669,0.07535173437986036,0.24969651306881166,0.46775155711550215,-0.2750764793272558,0.18554637680781633,0.3477439277054432,0.5387559129202552,-0.18872738836319214,0.5067115911171421,0.15555732394360935
Thal_IL_L,0.3332833263145915,0.4486025228258698,0.18459799653985462,-0.057605948690639924,0.41106743615010255,0.06778211557870732,0.029675917161124513,0.2907017797905253,0.10826504821344941,0.42731723178188663,0.171686569799087,0.3386119884500483,0.4561996928979331,0.38289861195705355,0.5215275648759289,0.19511334294361588,0.30118218443685796,0.7000506504671137,0.2834408829123255,-0.02918515763633197,0.49556497392756393,0.08278103493287886,0.5862835630144851,0.22831482864106814,1.0,0.7005096560380911,0.29131854286291486,0.3565240011422486,0.24714810036253257,0.45135343122955207,0.06848016632300315,0.07663565307161531,0.14809101823039686,0.4401860097861644,0.41248991621588293,0.2038595434774176,0.5369431660652318,0.49377076906470885,-0.07496564212156619,0.23760407100471445,0.36286638900564167,0.23477089764363213,0.5051302734981371,-0.10988476886193692,0.3149109091507423,0.4754029911233256,0.15813205936121555,-0.017248712294740627,0.19677373319433267,-0.12989727108485508,0.2779168132663693,0.4202909625120076,0.41574894799770595,-0.003381430089814511,0.2601289554128237,0.10941835506855953,0.1383733068878514,0.04967804637381996,0.2516328339883436,0.13190504047525972,0.32572546455461604,0.2881391742652973,-0.17941572783341603,0.039602446502974634,0.5373155848150674,0.6559859330969621,-0.03548445206953321,0.07828018386028127,0.18138319244274315,0.5589737532674147
Thal_VA_R,0.3177932014059525,0.4331112258975429,0.268387455574341,0.10384188191572388,0.4262613470319464,0.21450109208242404,0.11085783595217194,0.24064419875986778,0.16664581699067016,0.5019095390565014,0.33440693730179183,0.3074910889367314,0.5484380355159303,0.5245794233207429,0.4833621114994129,0.379120788273135,0.44942035388404655,0.6375465269212633,0.36064980259032253,0.014445461454825477,0.4849536297367031,0.035679477998618335,0.5833020713400694,0.3369653196331946,0.7005096560380911,1.0,0.3630125080051485,0.4959888985038944,0.37819752573080295,0.35761605291050536,0.007095640017362575,0.24649589223754406,0.17875623161873525,0.448548017322627,0.33695822383910934,0.264595199092498,0.5938470552061735,0.38920444513738295,-0.015263188862565709,0.0888497197386095,0.3675731339907822,0.17633887010873026,0.46309898971348146,0.023024407364331766,0.25580811844695994,0.4615441601138297,0.2702152515399916,0.03747137549522096,0.2837764087022753,0.010191322862676069,0.349476164522051,0.3053812923661529,0.4790930745667679,0.07121130098098231,0.13211080621776233,0.09001882267614354,0.20442117650329314,0.19787543595628868,0.3142570090246332,0.03606971128620029,0.28688677788978395,0.22041660908081717,-0.013834775385853336,0.04139881691731547,0.5260089554554515,0.6489725987033429,0.14683098086044438,0.12612095551677027,0.23722783038777548,0.67194679615726
Thal_PuI_R,-0.007167764869566444,0.6018757283880168,0.1866649998951183,0.07075767614772092,0.30502044329373706,0.22072471346526523,-0.04275658172939624,0.4041841201563066,0.44968756072928007,0.5520973410842529,-0.04691941671030132,0.10168563873311785,0.4144409028270351,0.3232600426944754,0.5314282084005038,0.31067947987358896,0.512505820084233,0.2980341383691781,0.18528455954778844,0.24409187737606394,0.6313375598004624,-0.04935008377406664,0.6027074447331988,0.1608678695854548,0.29131854286291486,0.3630125080051485,1.0,0.548987585764461,0.45013271347092565,0.424389694727577,0.12851239196443812,0.4496157560214735,0.28078386456052645,0.40275578785306504,0.16490808049804698,0.39210135587928674,0.5473742892705269,0.4826184347566446,0.14705747000007968,-0.2586784993562409,0.34333963471523654,0.07153128396408297,0.39039657763315244,0.3117204822374334,0.4880493469768952,0.5873443386422076,-0.007688682902914062,0.020212165927395834,0.3609148356340567,-0.044550504341758126,0.2556953765945152,0.2751345568092164,0.42683736366108727,0.09663713009689757,0.02148989182597549,0.27401323720691567,0.2191321995853124,0.3444909762011648,0.4715527098857241,0.04265653094398458,0.38884225472648243,0.26566246290645834,0.032713355351289955,0.12422436700775343,0.5242266554606079,0.2397188484139344,0.09809009273348701,0.3440662427940943,0.26599346974044524,0.42632684126479564
Rolandic_Oper_L,0.04602173977551171,0.45349657529245135,0.5290942293705347,0.4061720429930607,0.21362112227737373,0.6603555422869158,0.42435151530202925,0.07340645962539671,0.6431138099740046,0.7927351315107811,0.5020449045883838,0.14539082999203826,0.5319788453402958,0.7633693598093761,0.48500055779116075,0.5536980100010473,0.7129265555685717,0.43460335176560816,0.6235286999739944,0.3270905825966494,0.585407168135268,0.1296279327412744,0.6490615125421069,0.37342598540308314,0.3565240011422486,0.4959888985038944,0.548987585764461,1.0,0.8009537204470925,0.5152447307342778,-0.02730204306406278,0.40658572432439305,0.29452629420400467,0.6052804190004805,0.06205342907045804,0.5284593682292236,0.602695175830846,0.4958375252238925,0.34794334580045816,-0.06785610800423947,0.18788720151304875,0.14361020280118814,0.3094939480106689,0.20868826671374768,0.34571264507115895,0.5513559725983868,0.15495398259023904,0.403974836400486,0.6388392245646413,0.4010536711720842,0.5054738250674222,0.3677679349244849,0.4463309332365237,0.04413025948673232,-0.16231124955482348,0.5329375628559224,0.1813786975917583,0.6863732884789295,0.32754699885767546,-0.03777951619556025,0.3501024838065656,0.38110705161665354,0.3086953287195323,0.23092639786781932,0.4869898242714639,0.5656339354610487,0.4169475463529458,0.1078048586488752,0.5843105700137013,0.4701636183736311
Cerebellum_4_5_L,-0.10120216126006913,0.42741840009460885,0.5410364161670168,0.5917281460348637,0.09477634952088604,0.8532048377917395,0.5157712364790968,0.0283044328414294,0.7886569916834251,0.7866329602612722,0.4829187443663367,0.09658529948519971,0.5068837874513494,0.6035874402875615,0.43510185805821405,0.6581578646071488,0.6895091276445093,0.4357184783113727,0.6222781046565043,0.40575955379200024,0.47335979971030306,0.25310708671256904,0.44933973862631094,0.487118264460114,0.24714810036253257,0.37819752573080295,0.45013271347092565,0.8009537204470925,1.0,0.5373420352805255,-0.10048728905986903,0.4594369491019737,0.5397559218904687,0.6719041621759861,-0.2201143685099217,0.437876521943009,0.47060626667743305,0.24180904709782466,0.4247841420427184,0.10130637699263131,-0.02155420554011289,0.14313822632354634,0.12233375628243814,0.22021486518000646,0.24178382193489348,0.49352724454886354,0.07425217759436431,0.4604215901603844,0.8027498746483687,0.4650382438642011,0.24805381413998012,0.340767802694226,0.47878579213197625,-0.051993042553735255,-0.17888603409897755,0.4548202973457599,0.23094570749275561,0.735652387540351,0.33106034416183244,-0.08851754943221898,0.36144702135292994,0.22032165019220362,0.5281919424725077,0.2856203898587238,0.43545432317822225,0.4790720762171632,0.5363429421266119,0.09841895324156229,0.6925874121500445,0.4492908850788103
Thal_PuL_R,0.22483331497446377,0.5519750367146146,0.2997772791489861,0.14287041842077206,0.31171438990414907,0.33544393476375944,0.19505278827451356,0.24429712429241346,0.3454827047011441,0.5656495575965681,0.2533878150173736,0.19842982734239203,0.3910457216317687,0.3964228239328864,0.5700435721248298,0.1583001457906714,0.38333843484477614,0.69150965064377,0.31069540792517575,0.015685100951782,0.42241052249187777,-0.014620810148301536,0.46941786609118474,0.0011992300796441018,0.45135343122955207,0.35761605291050536,0.424389694727577,0.5152447307342778,0.5373420352805255,1.0,0.1613315202783756,0.21822609401979143,0.17915005802055883,0.6650028033689088,0.0892350410759093,0.5465509497495039,0.45457389589749175,0.2820637062782982,0.1383311192247469,-0.0335269216843714,0.22971183197871606,0.18468374053577238,0.4482588708972332,-0.008295386784491515,0.3277613101155848,0.607404108631256,-0.07943913153304377,0.13628283814107797,0.3333125273111504,0.09705108420497863,0.23223958003383527,0.7351893667939903,0.3377524260209567,-0.00429662857361239,0.002926088446410028,0.10269951005834661,-0.04552956579876912,0.22653302038906742,0.3413887703032369,0.05753568774416668,0.24248228864006838,0.08901899864052572,0.10498651804226922,0.5917552666249513,0.5247943760474382,0.5080891058100321,0.15390662195352128,0.33176483970690196,0.4846890970822442,0.6032346549647455
