,Putamen_R,Vermis_3,Thal_VA_R,Cerebellum_Crus1_L,Thal_VPL_R,Temporal_Pole_Sup_R,Parietal_Inf_L,N_Acc_R,Thal_LP_R,Rolandic_Oper_L,Temporal_Pole_Sup_L,Temporal_Sup_R,Parietal_Sup_L,Rectus_L,Rolandic_Oper_R,Thal_PuM_L,Cuneus_L,Frontal_Inf_Orb_2_R,OFClat_L,OFCpost_R,Frontal_Inf_Tri_L,Vermis_1_2,Thal_VPL_L,Frontal_Med_Orb_R,Raphe_M,Cuneus_R,Cerebellum_6_L,SN_pr_R,SupraMarginal_R,Thal_IL_L,Calcarine_R,ACC_sup_R,Caudate_R,ACC_sub_L,Thal_AV_L,Frontal_Med_Orb_L,Cerebellum_8_R,ACC_sup_L,Temporal_Inf_L,Temporal_Mid_R,Cerebellum_8_L,SN_pc_L,ACC_pre_L,Red_N_R,Occipital_Inf_L,Thal_PuA_L,Insula_R,OFCant_L,Frontal_Sup_2_R,Paracentral_Lobule_L,Thal_MDl_R,SN_pr_L,Occipital_Sup_R,SN_pc_R,Insula_L,Hippocampus_R,Vermis_7,Cerebellum_10_L,Cerebellum_3_R,Thal_PuL_L,Thal_VL_R,Vermis_8,Olfactory_L,Occipital_Inf_R,Cerebellum_9_R
Temporal_Pole_Sup_L,-0.29285222946398815,0.35001043374553675,-0.013834775385853336,0.4476273021365781,0.4714008468046983,-0.12584584427194948,-0.31939265767939,0.2950579973246044,-0.3537884402230254,0.3086953287195323,1.0,-0.4099921839344635,-0.6542375107466929,-0.4432112704974912,-0.39155360829918756,-0.07800614101890627,0.011199316461531793,-0.5228114334018459,0.01106898363504274,-0.20293344396790358,0.17827850893466912,0.4586334397725458,0.335859423095842,-0.6401762337250907,0.32609702441025684,-0.2541760171379569,0.7789200172368563,0.04116624124301776,-0.23973991307057113,-0.17941572783341603,-0.0951249940733981,0.5427725962667556,0.1873955391990143,-0.11378379602191138,0.3860203588346404,-0.13418101199822638,0.2343673261303124,0.0510006307391055,0.7991109132688693,-0.41636494731547924,0.8020709924853197,0.5018636903419342,0.34568631994342375,0.3188386914752577,0.6786146971920107,-0.056080973068903375,-0.2525399082461884,-0.012943301652741157,0.23840095355013366,-0.3092121877630063,-0.04942585824153005,0.46775155711550215,-0.33770564688515736,0.31163486130046386,0.7373512638464809,-0.1788463648894149,0.20085506029335615,0.008398419531340606,0.3070492800088899,0.23277970205951778,-0.07430735898304847,0.6654495426016933,0.13240050185178684,0.2780402111025001,0.3902828308697271
Temporal_Sup_R,0.7870922844694507,0.3569956037127374,0.4262613470319464,-0.2589862097561802,0.2341036155926261,0.4332468467524791,0.3700744399987079,-0.036003686414987426,0.6187298225265044,0.21362112227737373,-0.4099921839344635,1.0,0.5429633774828406,0.12222609981203321,0.8767411849490845,0.5458685641734302,0.17307110440606935,0.7991741888981657,0.08228184652199856,0.5870661869994142,0.2617377479702211,0.2291818941970771,0.42000877482739796,0.30482518795448166,-0.18585920835284367,0.424560029183605,-0.595680242731142,0.6311821790952074,0.7145012152933701,0.41106743615010255,0.38155976445765766,0.07925079599477439,0.11204268644643606,-0.191169995785456,0.183280869571931,-0.20692013780736004,0.13362922363365676,0.6156926078910578,-0.6533422391251941,0.9409468822410912,-0.48764536971305616,-0.05439632808540433,-0.0028704282782077697,0.26112353753897144,-0.58888320244714,0.15720830328294358,0.7524131040508771,-0.10177948623904871,0.45527568761604365,0.6479277483761322,0.5915639837536676,-0.04445116054986202,0.7113447503376943,0.11772514507431592,-0.04927364809481877,0.5704520167047629,-0.04449450411488911,-0.064474581240624,0.37934815879938766,0.6166376302012587,0.6687515635157856,-0.2513133076669626,0.12945034412524978,-0.27620345452518996,-0.11714309511499417
Parietal_Sup_L,0.5801238172546738,0.14299109817093816,0.24533867596004033,-0.12013863297388597,-0.1535756144833815,0.21200907158125434,0.8079249507077407,-0.11928084805293027,0.42197181875528217,0.1345572500902313,-0.6542375107466929,0.5429633774828406,1.0,0.364360643186847,0.6353929983636016,0.41887631515657114,0.2521300798211389,0.6618368213068735,0.198354444850716,0.31220370851599805,0.16275939974018658,-0.024438594822415078,-0.03278483457815402,0.36102545777935996,-0.05258981753712134,0.7011360741038484,-0.7156079702688928,0.3281561789804746,0.45462834274050135,0.4102217721092826,0.17304987222312646,-0.090168488770644,0.06489076835547315,0.08662744132459366,0.028817269967208382,0.05512722460656318,-0.04632495631091159,0.3185735606982543,-0.7091619628638423,0.5279034189687576,-0.6410758908089789,-0.14483625853564608,-0.1631823148368491,-0.0632059887087953,-0.6499321383825493,0.4518891335411606,0.5041499192877563,0.020500167435567096,0.2158081633516611,0.7265060116136594,0.2145826698195934,-0.16898855964997486,0.676992411101497,-0.04062316419519857,-0.3735105956938797,0.47971973820707675,-0.15045283460610692,-0.08176394303471717,0.20851348048446622,0.1448206803919464,0.27607051879220035,-0.43466675462783844,-0.01670779747679571,-0.16690855883089945,-0.4241958784259597
Rectus_L,0.14147129229794933,0.1626973469259966,0.29927520623041587,-0.04861898214731127,0.0036089408394579994,-0.019433463910336575,0.35493286273556784,0.2164267865541661,0.15018641023883508,0.35563442040636206,-0.4432112704974912,0.12222609981203321,0.364360643186847,1.0,0.284043009268773,0.24654309977072397,0.01916917642800361,0.2855980110252668,0.1510054593565145,-0.15453794289485623,0.36712515661879114,-0.1030564150640326,0.048390889371619186,0.32714322730134365,0.1571034555736486,0.3054363674036129,-0.10294615494991763,0.05797790421971051,0.1552476113228284,0.35433918676900755,0.3139383356332131,-0.057593958728308296,0.492772010884867,0.1812559048592145,-0.08663741144788573,0.21307396795093947,-0.3002930942300527,0.14661453035828353,-0.09338205231352943,0.11749071771249446,-0.21192852439295407,0.09125473855193028,-0.048190681070194544,-0.05886081416729576,-0.14821399727983817,0.14004983587276215,0.06883951252790077,-0.0014447753863171388,0.2506862764010602,0.47826034360392566,0.04235313104557859,-0.09303799307605363,0.21192658029901743,0.19748006816838862,-0.09963647616036596,0.4547605180173688,-0.14956433816378448,0.30885294682181336,0.19871167979287843,-0.06898042791906939,0.21669436950873172,-0.40042489150043376,0.27278650621031614,0.03667986905937781,-0.06701512768998964
Rolandic_Oper_R,0.7912365348190885,0.46703284803259665,0.4772757327967445,-0.15131989151251862,0.3530371711396155,0.37787960461509096,0.5985653195529066,0.054740556427071464,0.5657823021276137,0.4487101898147198,-0.39155360829918756,0.8767411849490845,0.6353929983636016,0.284043009268773,1.0,0.5547435518657886,0.18725608782940167,0.8282938011630389,0.2313340734867603,0.5001909189812308,0.49332512876288925,0.3006704422588113,0.49864537715059093,0.3270430828118962,-0.04809337867180002,0.5374370257272619,-0.46512380222223026,0.6893078496674405,0.6548708549998684,0.46195646614560176,0.5109031998362283,0.21860968020520066,0.3087967217460814,-0.05883339407937293,0.28329563609062186,-0.1645816485635116,0.20506263493262764,0.6961026439210585,-0.5097709772724144,0.7988113371319022,-0.3892622400006423,0.15780887388863246,0.023278991741628303,0.27641939918537783,-0.5743297924257038,0.2485691311914503,0.7960009958334944,-0.03450396289273882,0.5958656865307841,0.7744812904519084,0.5695872164727579,0.09999340525656891,0.6437362589229124,0.30833226702338046,0.057324328103155166,0.7168988264316172,-0.058153102831255105,-0.005650349225869724,0.5110512680465854,0.6116866147217256,0.619578592131276,-0.1871991392553871,0.21129869663577258,-0.1781155105525746,0.04755941644657391
Thal_PuM_L,0.4595144650700332,0.44609130859884355,0.6310482410287992,0.03885820759313186,0.4683990649140473,0.35550791631100215,0.4684530419713464,0.3734039606062555,0.3341317270039628,0.4436056022387252,-0.07800614101890627,0.5458685641734302,0.41887631515657114,0.24654309977072397,0.5547435518657886,1.0,0.24731508614825257,0.41159203389079385,0.019318506501324634,0.134489743416266,0.4875432857646207,0.4455414071021386,0.535749115630103,-0.09597458023929695,0.2432348238142311,0.428162189214745,-0.1612574491152856,0.6134951926778225,0.4644838455180331,0.6753174814522691,0.2719018888745736,0.3339607714392989,0.3558129616991443,-0.1681159375595508,0.2731555195954537,-0.04733761510919753,0.08684148848507069,0.4941274111863568,-0.19447789000299262,0.5586678078549734,-0.13510171673490856,0.26679850329934973,0.07794810963917506,0.34053156047280586,-0.20035568734756443,0.3762965328316788,0.40813836885906596,-0.16731632915313682,0.6037716323004161,0.6543378703264953,0.3871784106812969,0.4021538239796122,0.580856243779023,0.37142172997170747,0.1956578755402116,0.5997708465056284,0.11645735068883575,0.08352364346255337,0.5823022458959366,0.5771450989198286,0.5779891059482987,-0.017551098421786655,0.025363611826688684,0.12027378167589056,-0.007176258705613057
Cuneus_L,0.23333133705792442,0.20038577953915465,0.03953654054568158,0.06999792851890968,0.1866866203381389,0.16154172614732495,0.25615734573726606,0.11436843982900027,0.17630951685864057,0.1937299234639562,0.011199316461531793,0.17307110440606935,0.2521300798211389,0.01916917642800361,0.18725608782940167,0.24731508614825257,1.0,0.05361762616275467,0.1319037445076014,0.016557726166755354,0.13786290711151925,0.39452800984062436,0.21554244391835986,0.024092035596802307,0.16633794201124014,0.5444092890278737,0.07753342745827255,0.2841125878819232,0.2666175444855257,0.1680889076762533,0.5334706404422319,0.19405998640074348,0.09626828429743008,-0.2153321344783558,0.1611886873953179,0.029859822308435615,0.20280167989221304,0.27844703694751033,0.0602362769604294,0.08718445222380923,-0.012752080251720487,0.18341671182897695,-0.033280562939598315,0.2305611828756653,-0.025559567714370877,0.2084407289990127,0.18137611376019053,-0.20458655641693402,0.265999311748683,0.3017682312213474,0.11244838232843199,0.0970500555673897,0.29234842674416556,0.1471528615802546,0.1906922215729899,0.21510292181224197,-0.17330927096053003,0.030168447912452427,0.3219535244968586,0.19879793906773927,0.1953027871425124,-0.03281584164695558,-0.02235608495497392,0.0677452785912702,0.09870733018260261
Frontal_Inf_Orb_2_R,0.7741103967635286,0.24788928343744127,0.3675731339907822,-0.10896911306379616,0.16821379630676803,0.23641594116842884,0.49522431459660005,0.06081165408345222,0.5211516072532489,0.18788720151304875,-0.5228114334018459,0.7991741888981657,0.6618368213068735,0.2855980110252668,0.8282938011630389,0.41159203389079385,0.05361762616275467,1.0,0.3560819120186641,0.609936676348323,0.36124129634030583,0.09831218009747061,0.2979061126205789,0.49278657109849705,-0.1347550816955461,0.46988827542522327,-0.6646280341247763,0.48733840438724474,0.5086238878091192,0.36286638900564167,0.2603922516150047,0.014414175082831394,0.2316049546636608,0.10375244257828334,0.07621030777413448,-0.2560649800726456,0.05454914877733229,0.6062628525630521,-0.6441393343129952,0.723117752580597,-0.5527558012632536,-0.03363074949819708,0.11405754559184686,0.039149655583923505,-0.6769690635527852,0.1358836399233302,0.7450491652802772,0.008580459230553977,0.38531404430476035,0.620773661247479,0.5041344294947572,-0.053119835550821816,0.6016054523742393,0.14128741036064105,-0.09019164596417792,0.5934543734406263,-0.12463676360805481,-0.030149306451275316,0.28170370275472606,0.3905890953350573,0.5267713161376689,-0.30204837682784696,0.17557679534979567,-0.33727157804511826,-0.10974728537356669
OFClat_L,0.4628177797633218,0.3023630734496985,0.023024407364331766,0.48021292343161104,0.04311989289407763,-0.08673206079278009,0.08658249110487397,0.2764302171757672,0.10426347810549454,0.20868826671374768,0.01106898363504274,0.08228184652199856,0.198354444850716,0.1510054593565145,0.2313340734867603,0.019318506501324634,0.1319037445076014,0.3560819120186641,1.0,0.25495208980810563,0.3654373091705264,0.20287555138214722,0.1249709202601224,0.18356470293088697,0.14816358868762292,0.46371576081951654,-0.0517790388331708,0.13696709132759755,0.24560219652690596,-0.10988476886193692,0.06865147151127332,0.27621993210340967,0.2440649148729173,0.2983041882937168,0.12238469096581822,-0.2517196616582931,0.07137851832016454,0.48566557006318956,0.044228826698106224,0.012429767200111007,-0.1335123917439919,0.1578171764390077,0.4165527221650746,-0.03161051377996255,-0.14541194658051035,0.08514241789615148,0.2440724305385693,0.22192818090519503,0.20297641940007619,0.1907791555603387,0.16173450735179315,0.11189060224633356,0.28714075872481687,0.2062760371595399,0.3847007469528277,0.1610083323068309,-0.2277856499396925,0.07099395415214058,0.2735583529877907,0.05742364268438968,0.05025915626365747,0.12284325352671634,0.17788538211992916,0.020256280797858198,-0.02716030905737568
OFCpost_R,0.6761543324852951,0.17270904565357528,0.07121130098098231,0.013018935117638852,0.19133460481741962,0.22458625783606037,0.2376715176367913,0.11599502895918037,0.3351111800368386,0.04413025948673232,-0.20293344396790358,0.5870661869994142,0.31220370851599805,-0.15453794289485623,0.5001909189812308,0.134489743416266,0.016557726166755354,0.609936676348323,0.25495208980810563,1.0,0.13747561968013502,0.1779978911672518,0.035030982109254295,0.1685160914529263,-0.10135539508411508,0.24804586745394422,-0.5104518338322303,0.36588472542564987,0.10591498737325727,-0.003381430089814511,0.13326880347324932,0.08068033173891409,0.09599879360352279,0.0393130822204773,0.15174986163409418,-0.47305963559289566,0.4104836409039722,0.5012082309648604,-0.47007849842959515,0.5521332527402708,-0.30459123479346123,-0.06084313104282562,0.36343614636269733,0.0010510794064884,-0.476420817469029,0.07167201389833826,0.8265620085785642,0.03735669177842494,0.09280861940799076,0.23273092054498248,0.6184309325886913,-0.048530756069794026,0.31249928503101887,0.14980790170813696,0.01890121959325581,0.09165900726776913,-0.016047954240701878,-0.39824788519279314,0.08414101602515453,0.23160040027197426,0.37031826218713454,0.15559188679656216,0.06788775756015886,-0.44606523355058525,0.04259476792626137
Frontal_Inf_Tri_L,0.37579832714109696,0.6570317182876163,0.5774629814170412,0.3552041104012427,0.7013636848641391,0.08472396301776006,0.438654252303629,0.5448698387041675,0.13120077730155694,0.7957870746692,0.17827850893466912,0.2617377479702211,0.16275939974018658,0.36712515661879114,0.49332512876288925,0.4875432857646207,0.13786290711151925,0.36124129634030583,0.3654373091705264,0.13747561968013502,1.0,0.5049763914390903,0.6163575076105295,-0.09404911948947292,0.39937374374345774,0.3482687891468946,0.25028438369063194,0.5539660693452009,0.2459702451970499,0.4984184681739376,0.3945582297947936,0.5323252348624888,0.7444815159822972,0.11386146997990582,0.4993169483487928,-0.1580830065198252,0.20518095718476484,0.5854674991698953,0.27337737043267196,0.1579574621674859,0.2288183254491721,0.6458389238586729,0.3538075988792842,0.41272675340515685,0.012067355077579311,0.19750910071669817,0.3951326529913854,-0.044283976417861144,0.7941560275833629,0.5276760809049404,0.29941693234638556,0.4955910585552473,0.23754742571109833,0.6108817304777311,0.5572508379887751,0.6623654345591606,-0.0310775439731767,0.18397869616972617,0.696373256953459,0.49017717732307425,0.47898818047624525,0.2232057846217396,0.49468492859522023,0.10976732424547121,0.39751277714023614
