,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pc_R,1.0,-0.25509282467369565,0.14980790170813696,0.11772514507431592,0.2062760371595399,0.4416474206274641,0.1471528615802546,0.029971393110161657,0.0006431974488480255,0.2866901788173468
Thal_MDl_L,-0.25509282467369565,1.0,0.05791938185757269,0.5254566654197795,-0.05530168066327326,0.10452238196319673,0.1035178160945476,-0.10716389209938042,0.5490873298074428,-0.48818004789138586
OFCpost_R,0.14980790170813696,0.05791938185757269,1.0,0.5870661869994142,0.25495208980810563,0.268630456209952,0.016557726166755354,-0.44606523355058525,0.3882363754049075,0.15559188679656216
Temporal_Sup_R,0.11772514507431592,0.5254566654197795,0.5870661869994142,1.0,0.08228184652199856,0.6068767771325407,0.17307110440606935,-0.27620345452518996,0.7636083697184126,-0.2513133076669626
OFClat_L,0.2062760371595399,-0.05530168066327326,0.25495208980810563,0.08228184652199856,1.0,0.24112690852405108,0.1319037445076014,0.020256280797858198,-0.21458096957867917,0.12284325352671634
Heschl_R,0.4416474206274641,0.10452238196319673,0.268630456209952,0.6068767771325407,0.24112690852405108,1.0,0.4013821293835033,-0.049865350355597436,0.1966191795411574,0.006570932427486684
Cuneus_L,0.1471528615802546,0.1035178160945476,0.016557726166755354,0.17307110440606935,0.1319037445076014,0.4013821293835033,1.0,0.0677452785912702,-0.004473912910230684,-0.03281584164695558
Occipital_Inf_R,0.029971393110161657,-0.10716389209938042,-0.44606523355058525,-0.27620345452518996,0.020256280797858198,-0.049865350355597436,0.0677452785912702,1.0,-0.2936181460236326,0.15530279966323016
Temporal_Inf_R,0.0006431974488480255,0.5490873298074428,0.3882363754049075,0.7636083697184126,-0.21458096957867917,0.1966191795411574,-0.004473912910230684,-0.2936181460236326,1.0,-0.36366947108942305
Vermis_8,0.2866901788173468,-0.48818004789138586,0.15559188679656216,-0.2513133076669626,0.12284325352671634,0.006570932427486684,-0.03281584164695558,0.15530279966323016,-0.36366947108942305,1.0
