,Parietal_Inf_L,Precuneus_R,Insula_R,Vermis_3,ParaHippocampal_R,Frontal_Inf_Tri_R,Lingual_R,Rectus_R,Cerebellum_Crus1_L,Occipital_Mid_L,Thal_MGN_R,Vermis_1_2,Cerebellum_4_5_R,Thal_PuM_L,Thal_VA_R,Thal_VA_L,OFCpost_R,Red_N_L,Temporal_Pole_Mid_L,Lingual_L,Rolandic_Oper_L,Temporal_Sup_L,LC_R,Paracentral_Lobule_L,SN_pr_R,OFCmed_L,Postcentral_R,Cerebellum_Crus2_R,Precentral_L,Heschl_R,Vermis_7,Angular_L,Putamen_L,Precentral_R,ParaHippocampal_L,ACC_sub_R,Thal_PuA_R,Vermis_8,Cerebellum_Crus1_R,Hippocampus_R,ACC_sub_L,Supp_Motor_Area_L,Parietal_Inf_R,Frontal_Med_Orb_L,ACC_sup_L,Cerebellum_10_L,Thal_PuM_R,Cerebellum_Crus2_L,Thal_LP_L,Frontal_Inf_Oper_R,Thal_LP_R,Thal_MDm_R,VTA_L,Temporal_Mid_L,Thal_VPL_L,SN_pc_L,Thal_PuI_L,Frontal_Sup_Medial_R,Cerebellum_7b_L,Olfactory_R,Temporal_Pole_Mid_R,Hippocampus_L,Thal_VL_L,Temporal_Sup_R,Frontal_Inf_Oper_L,Thal_Re_R,LC_L,Frontal_Sup_Medial_L,Cuneus_R,Heschl_L,Supp_Motor_Area_R,Vermis_6,SN_pr_L,Cerebellum_9_L,Thal_PuL_L,Rolandic_Oper_R,Cingulate_Mid_L,Thal_VL_R,Cerebellum_3_R,OFClat_R,Amygdala_R,Thal_IL_R,Frontal_Inf_Orb_2_R,Angular_R,Caudate_L,ACC_pre_L,Parietal_Sup_L,Red_N_R,Temporal_Pole_Sup_R,Occipital_Sup_R,Vermis_4_5,Vermis_10,OFCant_R,Frontal_Sup_2_L,OFClat_L,OFCant_L,Cingulate_Post_R,Raphe_D,Thal_PuL_R,Occipital_Inf_R,OFCmed_R,OFCpost_L,Frontal_Mid_2_R,Fusiform_R,Cerebellum_10_R,SupraMarginal_R,Thal_LGN_L,ACC_sup_R,Thal_IL_L,Frontal_Inf_Tri_L,Cingulate_Post_L,Thal_PuI_R,Cerebellum_7b_R,Cerebellum_8_L,Frontal_Inf_Orb_2_L
SN_pr_R,-0.3177190295647081,0.18642567585342262,0.626194147900078,0.7213246114476505,0.5526777363893218,0.47608840516295214,0.20981722851359397,0.650946457311584,-0.14276685176726184,0.11127251775379997,0.24867493288362083,0.645461259536819,0.47307691651585515,0.6200052805284981,0.1911025455349226,-0.18555437933455754,0.35342472281181003,-0.31698705251302534,0.39848617317526824,0.15548150738461705,0.5157442380583988,0.33065831650863486,-0.04445451998550368,0.004249696346292251,1.0,0.6271871659888396,-0.20231140766178568,-0.06532383232868373,-0.38060340075324933,0.49889042676237816,0.03142194978483447,-0.18152401168568758,0.6601815909008114,-0.3233659671511426,0.618117892625266,0.5340896745888115,-0.22087792973012418,0.27787344904607414,-0.02167589802024787,0.6552139578003036,0.6693547519926637,-0.19127097893070316,0.2621606685642735,0.48467994627036554,0.5897530495207889,0.5053987485554404,0.6538050443779502,-0.22065564724411163,0.08813002151873643,0.26615241123934547,0.5419009670500057,0.09077770606413992,0.520093604708847,0.36330318776606424,-0.21299293366607666,0.5487472825768108,-0.12558960062294794,0.09404926781321497,-0.027784427225737336,0.7155011637948046,0.5306061510600671,0.3347087080206866,-0.05642717660231301,0.475173475926129,0.31218504438169314,0.36286684726948254,0.457636597303082,0.30844755751185815,-0.0576189547946281,0.5364903728851905,-0.18326155044350315,0.22797875018366456,0.6962615540367578,0.4737226225261815,0.11521877958293396,0.34716973353055186,0.529102499986707,-0.014356256223076397,0.5360777265511483,0.7277967109492138,0.5654912632564466,0.3272933862118204,0.6596633799437662,-0.0472848983868713,0.39318010525881386,0.608124749978623,0.17174189033664636,0.6148568003664893,0.5967191400567143,0.13061929715672613,0.5739698456566888,0.09971768470359499,0.6148169847219777,-0.14306165120149172,0.5742889012620259,0.4898976101572038,0.4460798263117697,-0.00010714965586122202,0.07302238059597088,0.1318661494338933,0.6445265281587768,0.089868262084701,-0.195732120567944,0.49403015594964583,0.5044273678902889,-0.3649350549964068,-0.11555991774295217,0.5665802233293926,-0.3030133149089703,0.37798422535146625,0.39130340990681695,0.17929317777766904,-0.1680079033472989,0.13111576886647125,0.6563023593224787
OFCmed_L,-0.38777117595341515,0.08174651003292495,0.3197613309802058,0.37718523044392493,0.29003642464247553,0.2729275462042131,0.23523635781184576,0.9069509670474811,-0.06620807262941125,-0.09510081398682213,0.19250902338341044,0.38891785715297533,0.35076162939867794,0.5159308183561901,-0.11882020644389528,-0.4567798922158641,0.06556294523403473,-0.24073807326206123,0.7602150619617538,0.20924041065908544,0.40671509997259103,0.17422988933282618,0.07184173378342873,-0.2511868235384143,0.6271871659888396,1.0,-0.2991326352704182,-0.25945392422407354,-0.6345148525909214,0.228284417041577,0.06677489716777643,-0.10630425100899082,0.5999076849979037,-0.4079242857680593,0.4951459329023306,0.4859265117688288,-0.36001190940542366,0.1226651751716878,-0.22636200333937853,0.45356202665894174,0.703006018399543,-0.510271802669311,0.21268082883109188,0.7713190671909358,0.3848934491030036,0.4396671638426424,0.5672036266417005,-0.17806135811196147,0.14139276965284475,-0.04129979368397764,0.4720376640065133,-0.1344709675083933,0.37694414880374705,0.43472874279705775,-0.26751526292888844,0.6064250430452001,0.025703596427880403,-0.3048341842793776,0.05404163675732403,0.7371782516189542,0.7240689637936816,0.10977609654252553,-0.2632038312399241,0.2977276956360342,0.1036051493676783,0.27818104892697726,0.5152927332791051,-0.10229283481688076,-0.15774496474672892,0.39925316554805307,-0.47647435591419124,0.24895124533994875,0.5833542642073031,0.43095477977697466,0.003627358188643582,0.13777887447358533,0.3367567990807384,-0.2874007541791824,0.3966658517492581,0.6960404907968644,0.4037671566524731,0.16429718954144468,0.5066361023347401,0.036580571773309076,0.1688869899663312,0.5020172329654436,-0.08963232598342895,0.5060462334805114,0.4683218222764207,-0.13051888262723346,0.40580633555128953,0.02832790657462044,0.790794982216488,-0.4760034114953427,0.330526065608963,0.6150118215095192,0.33139138130257145,-0.03458941982003298,-0.1074331853429684,-0.1803364802728494,0.8858322812980716,-0.2627875264833838,-0.5375193744082766,0.31837025439607936,0.29774382384369985,-0.41449036441350784,-0.15358252752894241,0.497700392883288,-0.3725508082162905,0.12929212329808276,0.2770852795393546,0.28175281826745546,-0.10435440979823456,0.15885398243057045,0.5511174836436855
Postcentral_R,0.5116126697512055,0.5121020411807092,0.2398769920902473,-0.21853645681473177,0.22901882229501105,0.16251888564632003,0.47018033926038183,-0.3550899290273359,-0.18285301854980596,0.5032248519219169,0.3307212469576578,-0.2367046866479708,0.06320164547102597,-0.30482395130789164,0.3160562616199165,0.44799005066687964,0.29721985864707684,0.38970254558294753,-0.28962636772870143,0.399107825769023,-0.13924119527453593,0.10897250809883276,0.18503497082968234,0.4393154437942792,-0.20231140766178568,-0.2991326352704182,1.0,-0.03264731018309442,0.38342564704398985,0.26917508368720877,0.08487467194611997,0.48878849277063735,-0.09153585537083199,0.48036453151650965,-0.22237014171026445,-0.0009299138922474181,0.5176875656447942,0.00488555105413943,-0.09090037577606061,0.24284822386244714,-0.07221152660724552,0.49594958542525996,0.09003844420475218,-0.2768627057474157,0.025330061970023014,0.005802596213554042,-0.1510504904615654,-0.13357867388187566,0.2263262635698235,0.3769124667415011,-0.3984175869938555,0.4239840948261954,-0.1094045888811089,-0.12616604419073618,0.35278283257802584,-0.3058151010134614,0.34999492372413193,0.21501973926162263,-0.11092913756623998,-0.07652777247110648,-0.2720588466691256,0.24567709277524397,0.4572945744501568,0.29124226832327854,-0.10980020573767821,-0.12074013139270964,-0.5227281372889887,0.17343580250747626,0.6929699364246954,-0.08011737061143977,0.4908249842091292,0.2545383358987755,-0.27968220523601256,-0.17697708370568854,0.20944555312334828,0.41667589127452226,0.1363998202146506,0.4429987648286565,-0.029367675689413078,-0.13780473382103212,-0.10984998399538758,0.22090299897476007,0.14179825396354004,0.4467770967092687,0.1465691534476322,-0.09569451163086383,0.45648850891301873,-0.101825331679877,0.01961416027800795,0.4796299583983734,0.029399841646118086,0.4016485755817907,-0.11958943991500572,0.2861462560663108,0.036303230803934446,-0.15910832744495904,-0.003923917321681618,0.1794879880268935,0.12881820081696643,0.19350572660235005,-0.23006642019930207,0.23289315334209892,0.37259461461494164,0.2713085707250711,0.0600679889259865,0.8208975350576302,0.43868843299781984,-0.07087636740877179,0.44101934847406465,0.04244425169543479,0.15414802401448902,0.033425678428741085,0.0808785361633612,-0.33780790276006983,-0.04190342374560414
Cerebellum_Crus2_R,-0.12458649247464404,-0.09144325151617684,0.08475636805401031,0.05233307276363329,-0.06365885925748074,0.011053540996177821,0.14166814984130277,-0.22231302605750045,0.6818702777403589,0.28713797152610526,-0.01269212868365545,0.044448208564068635,0.39779229792966414,0.11758723920038143,-0.07239558021779148,-0.10457862379983406,0.07679082861589136,0.3105868923643954,0.11242796989018382,0.08300969614376741,-0.04155199064502258,0.046756818620081894,0.21968598850294674,-0.08345321078031859,-0.06532383232868373,-0.25945392422407354,-0.03264731018309442,1.0,0.025545403620807722,0.12693898704293122,0.6093156632711003,-0.3786692928301165,-0.10904937125552921,-0.08773555786212903,0.04322233772977084,-0.11169119983379465,0.05876945820912158,0.6156456094650238,0.9453821960609913,0.04324350829434244,-0.17004309709703247,0.08549385144380932,-0.05941933331189715,-0.1856499282959381,0.005859324195578898,0.11030177733456945,0.04861517780365536,0.6752244924105475,-0.12840160303252007,0.043624014626377265,0.16745502874717874,-0.008996489711386347,0.05497894701931503,0.07365135776694275,0.041371500557236936,0.4228936617287466,0.1488739045270405,0.2512594302445822,0.5190587358609997,-0.05875062593255365,0.15839137983777415,-0.20904029015096753,-0.059048968548157686,0.0817089708803542,-0.012977380957898247,0.11861632483569254,0.16819485145679894,0.31287154122622346,-0.08336010729887186,-0.03274403831856175,0.16347966087423638,0.2526230927290425,0.16239945517744636,0.40020766849585054,-0.05568611895117257,-0.07243589351005289,0.036222602627200604,-0.005426214868203941,0.2505398812143835,-0.2670223332822515,-0.396862999980568,0.010091934332755808,0.03711479280798679,0.02432630620502095,-0.1500308627099417,-0.05219358212848985,0.027818556667901458,0.21708718750035347,-0.07325773528124385,0.12798045471706845,0.1955975433812002,0.11595802891141564,-0.19009631520619333,0.44014648338994544,-0.09027463559062726,-0.21709869738572612,-0.01973070772739054,0.09539348580590985,0.25114207428393015,0.5109988278857969,-0.17360587218421214,0.045998673336742256,0.33828569592363505,0.2546311635824327,0.44265858700816335,-0.11186559187327086,-0.2367891800901343,-0.15459091803726988,0.14260527534150735,0.1991451122952522,0.014623886458911934,-0.20587201891739232,0.7066654496389276,0.5749165916440038,-0.11489095221013666
Precentral_L,0.706522011233632,0.4562673386725231,0.03027379457909751,-0.045740115840523274,0.150111273720094,0.1860027274804483,0.22913274658106875,-0.6116509373826946,-0.07127111154183458,0.015057374509079,0.23279964056344177,-0.19763702820814535,-0.014970889398384746,-0.27941988273221663,0.5103626702874745,0.741133148715399,0.3495497010912816,0.41024812159332935,-0.6796499140396975,0.2868625986682043,0.1538181234363597,0.3937367539117408,0.07888778841269775,0.5836117808117935,-0.38060340075324933,-0.6345148525909214,0.38342564704398985,0.025545403620807722,1.0,0.06567919286826618,0.09085154661031017,0.5095709900932335,-0.2529822942267482,0.6428907896650486,-0.12431163263477388,0.0327403596762445,0.4643604444974188,0.0919203032612314,0.024927304985068347,0.004672905809712503,-0.19590333678391744,0.7840012521565566,-0.16899831976526178,-0.293069456262095,0.07455100000156405,0.025644476586822344,-0.3888357960471928,0.0037971708670765936,0.17346373249673874,0.4582468828171463,-0.23699027409722423,0.5319607757399061,-0.287410849858721,-0.03476485608873694,0.5137840152121202,-0.5731743875058107,0.18148886747093612,0.6338541975903421,-0.1258495226259187,-0.2769781540799144,-0.40414343177168965,0.38372169250813537,0.660543817980321,0.16833130824511605,0.4829568320723178,-0.15416160384285932,-0.4148477700281819,0.48037150343009977,0.39993476045224724,0.14611234648777477,0.80264879332997,0.17417247934371435,-0.44597187937199845,-0.19921474439677914,0.33853727868963357,0.40020283253998734,0.19417094851019778,0.5828634985043338,-0.07573448545514587,-0.32654124642485377,0.016441495592025672,0.3407205330422209,-0.08411731185353628,0.22578193002217423,0.2620147179833741,-0.09572705769875701,0.1134020506372216,-0.17519025451354386,0.03770251435615354,0.12317621711487986,0.04180436962796007,0.3353811290922857,-0.3526253288814017,0.7073268227009963,0.0028117076742380045,-0.043562175865822964,0.15993169806036742,0.05834359095161628,0.09624483649507325,0.0550667373418977,-0.45710546237749805,0.5742440167532361,0.6486632397854386,0.12011830115305039,-0.1551463448980091,0.5427533368428409,0.5683920619757217,0.028173102895101856,0.600244423684479,0.2936476249738021,0.26850149773959026,-0.16635194157798902,0.03621177721146889,-0.21678740932397067,-0.10484030722792685
Heschl_R,0.05715916971542728,0.5743785863173543,0.8200438759899714,0.5855647789763395,0.8276950281820281,0.6491650397230794,0.6397321373966861,0.15626286990458094,0.034270184756524165,0.2799939615559562,0.6655624720345907,0.470640009090941,0.7348185901708021,0.37132179075865224,0.6980194427019747,0.39651082334438564,0.6518055836802019,0.2272357633939165,0.19553472361223798,0.5477895374419652,0.6038188773783351,0.6300398139654453,0.3063296116768147,0.044356374041484146,0.49889042676237816,0.228284417041577,0.26917508368720877,0.12693898704293122,0.06567919286826618,1.0,0.38478661745199855,0.014075530887260171,0.43295257747665744,0.04894469753290654,0.5176314441241628,0.5419113899747249,0.468872220920036,0.48972233291665745,0.07101277477064992,0.7979570948523671,0.4998565521496285,0.1376953455086014,0.1688640423644655,0.21123048775117761,0.7652356469244903,0.4836711014253685,0.5605424085460086,-0.08697666637877956,0.4945099563686676,0.6341470345515613,0.24659254578736076,0.4706994865315333,0.34458331548227566,0.47878831470759947,0.4315702196580276,0.21929994868229422,0.09697189410383182,0.33646504738341904,0.13642887147783678,0.39936661590055816,0.27797684002742057,0.6639655250273602,0.49380517649041034,0.7552630881847098,0.4585390441758724,0.10832289609249186,0.25781609120363796,0.5819493479945939,0.3304296244450988,0.6086549528566352,0.17660412182301152,0.4909211354814083,0.5206317557963778,0.5445253783735797,0.3458225895648175,0.726522148428166,0.6983929530841807,0.6236505098278013,0.44373298597973687,0.37747202598507923,0.4549266615958099,0.5580066223012728,0.5669018669459492,0.22546066393562444,0.683282897958843,0.6710272507316609,0.3014220154676789,0.6315290417614979,0.622829146049495,0.29612329240926477,0.7251277269524785,0.6279799553022817,0.4062990745666884,0.24141101795952222,0.6421832145449906,0.42057226106761386,0.6341655804778606,0.07698597638343775,0.19057134060297232,0.17495312865028473,0.35447536367304106,0.30667567433342374,0.21253478386845967,0.7722021420886318,0.57031698343193,0.13429487148444585,0.24731025275351612,0.5321822266519395,0.11385906783221601,0.6029374751635108,0.7218533670288345,0.2254811537207646,0.012551798444025826,0.1589430739243058,0.6147392840044239
Vermis_7,0.0071043128021544425,0.2866317414669355,0.25725678245766576,0.19267949718970068,0.29235315871606965,0.32070321085577264,0.6006751671758986,-0.05588893387755042,0.7299720656297786,0.05236649956983897,0.37297766315227027,0.1056832138810887,0.606152562998604,0.24967256949966204,0.2356300649551578,0.1501800010705998,0.31173270122413455,0.5606796058477357,0.3085211759408455,0.5770248999719068,0.321709553839528,0.39863630388991333,0.4843800370179478,-0.009668699191762168,0.03142194978483447,0.06677489716777643,0.08487467194611997,0.6093156632711003,0.09085154661031017,0.38478661745199855,1.0,-0.10467809650648531,0.2242587162166201,0.12178732840916265,0.32329992684410824,0.18392659472352435,0.3422233235288609,0.7455835250510512,0.5668824981697521,0.3155232667039988,0.19466220873515505,0.20005344014225968,-0.1596372598189053,0.08426301357137807,0.2909799031699981,0.44103511126210543,0.24656633295425862,0.6129326817102976,0.20967282702024106,0.3298226080388185,0.18151118613436068,0.2852111331333546,0.2410190208018608,0.5118707490763509,0.4012730723310106,0.4521042644808,0.44411326958737624,0.3124856608183316,0.6595216466654473,0.18231758545432367,0.2895577915295172,0.25006411900213077,0.31241581609120833,0.39180931537440394,0.3092333572923243,0.07970311674431049,0.24381895808635323,0.3639829769162865,0.07770966281480013,0.3099761194839034,0.2395787614859229,0.6489130719406522,0.3397443712962686,0.6690362236783431,0.14901597167438652,0.3112980122817077,0.37551450200641423,0.30853194535400646,0.3830023600086155,-0.07024402720771779,-0.06980545404609056,0.2823980626685981,0.20181737040191478,0.19313951967314774,0.21118604185638137,0.2475366374866919,-0.09721555704034546,0.41603099749997696,0.22240320356487867,-0.0650675267635929,0.510228852655891,0.5117608276335226,0.08732813087441478,0.35890889536142034,0.10160153728672582,0.18497215355624916,0.35417045155685695,0.11893480101256326,0.16042579558565026,0.10968199188882755,0.10109492324102394,0.16984080455552633,0.33155913969692924,0.5286286128670841,0.48415024065122764,0.07265722699276683,0.1690301890132417,0.2636438729081701,0.3377277199967756,0.3633749378403174,0.42981610072363874,0.08479670533631846,0.5510811377555233,0.6247384530790667,0.2602879420122074
Angular_L,0.6798053246486726,0.588081076147251,0.11908963178991745,-0.12838431893690597,0.13396572600641027,0.10523918167394232,0.4248327912686327,-0.08837449748003041,-0.454494364484085,0.187291139875275,0.2359494242400551,-0.1287560337516095,-0.14098830849967317,-0.27995590775550666,0.2643438069882405,0.44901433144040354,0.23105728584972432,0.33059105513188447,-0.34699265182640937,0.4159221411260779,-0.005266615526497618,0.27184874011615484,0.12819315093021263,0.5893447291319385,-0.18152401168568758,-0.10630425100899082,0.48878849277063735,-0.3786692928301165,0.5095709900932335,0.014075530887260171,-0.10467809650648531,1.0,-0.06404771546125082,0.42097807252864605,-0.2216868349708777,0.10186196809519782,0.34598078441264213,-0.2144111337141948,-0.35980253481204805,0.1359895189168532,0.06225082995592532,0.42718112790938373,0.03665033489786083,0.01542831409570367,0.06470681009762282,0.12772018578429062,-0.31620682501384534,-0.3998267506827011,0.2232702459198367,0.3150358918812527,-0.13496913702204788,0.5035885125505247,0.0009593685247830879,-0.027120798863101987,0.29633168807736127,-0.39084870875325434,0.1551870723223015,0.1411279802758791,-0.35629844496251273,0.10593108659540826,-0.08089142715800131,0.2401089913173389,0.4444804357841706,0.2461862990457003,0.14953991278375695,-0.16023230138893957,-0.5450350836253103,0.047897057789101624,0.6773142522101071,-0.007588552866899247,0.4166534478375211,0.19848443568160049,-0.3125580639719262,-0.24424950453688793,0.33073583862534056,0.3134835308174796,0.2211564947032049,0.32056213121118793,-0.12315439540994721,0.11415292897463991,0.12002964593000612,0.2494454855640659,0.20936174538758362,0.3907557000492692,0.18610668738204741,-0.00028724894973362035,0.2336876623947822,-0.17873360675268715,0.15528715792709702,0.3197241558504757,-0.012658999631535155,0.3182032483615819,0.12651886828213904,0.06605655939536642,0.09199951787121761,0.1909633780889253,0.06468142732374864,-0.023212557584904616,-0.014474484357147155,0.05392097225969624,-0.0030872072213599068,0.2985598804126993,0.06210322740767138,0.15534358907534093,-0.04433374004361259,0.5937138014491512,0.4997093937326907,0.12332113799045147,0.4589164765960403,-0.012858021238186211,0.17444962550866985,-0.11277030687115198,-0.12238475805114238,-0.5337400465328819,0.027837642707591852
Putamen_L,-0.18184858480321012,0.23046410906093237,0.608630898456786,0.6124824573697515,0.5536595246710961,0.5435820437195854,0.3364910823919831,0.5191197170672147,0.1509885889240186,-0.19493816386486346,0.3782652518217219,0.4673418645733314,0.5299478500189554,0.7082843924942064,0.2927828956245704,-0.05320049944938957,0.5300735239751931,-0.026205429047453255,0.5674568057286926,0.4112282418419134,0.6556298953414597,0.5142772377929827,0.14205234196691063,-0.022197833078084445,0.6601815909008114,0.5999076849979037,-0.09153585537083199,-0.10904937125552921,-0.2529822942267482,0.43295257747665744,0.2242587162166201,-0.06404771546125082,1.0,-0.15605513201579888,0.715227813480798,0.6519736467282733,-0.06293649576952781,0.4454874198457168,-0.10279444774539973,0.6542558536333263,0.7342721843321616,-0.08759630450588675,0.0789185742973982,0.6354102304967272,0.6670407381729321,0.5853678272173558,0.6259590421814422,0.0401513056056426,0.2466960676739646,0.3015239787547831,0.3884965160553272,0.23899389281813532,0.37492025984450694,0.6692822560258451,0.04771358041780237,0.5486298870397618,0.27524245065662206,0.2013930653754334,0.2789102639516842,0.6935610355273014,0.44641968911007385,0.5202991134499071,0.1631890770238536,0.4552603222337412,0.4324095730988941,0.33354248096414796,0.49680884038095235,0.38260396067681435,-0.19150972451383225,0.598425009211824,-0.02990519059055672,0.40400869814392076,0.6432197168978425,0.565567316180885,0.13059447629920995,0.418758988822192,0.5558713827497932,0.11465056593311646,0.577328008958149,0.4875591630681599,0.4369425758229692,0.49141040303458355,0.5784251717481357,0.01890916525414661,0.555355004007834,0.6741482687376531,-0.1661731788613662,0.681094008384706,0.5202219490631683,-0.2624338089783578,0.6324981236139444,0.2715263050475293,0.593786798280129,0.046427809907694934,0.6318866088496501,0.6277939925091051,0.5474528259269551,0.15963864884238163,0.06581231729169462,-0.2813970684167405,0.6581883059955492,0.27709358474798695,-0.008349298112528167,0.4344693864260538,0.4185942100848684,-0.2130599151373601,0.12731229555701828,0.7547412439143757,-0.04077297198887079,0.5565642581836645,0.5494569343835473,0.2938742323080696,-0.05314767565973655,0.325176602957042,0.7959988727795011
Precentral_R,0.4411573363370049,0.586862560665118,-0.04162552745542842,-0.17095626492149096,0.20080494769288632,0.2338253169504773,0.26598812734557514,-0.5178320773122361,-0.00010491261762117057,0.0025129707172103968,0.3257544542798742,-0.19509160441956447,-0.06697630760932649,-0.29190262256507704,0.423883262291227,0.6464028878877588,0.3353359515323943,0.45010816374327284,-0.5499298047925589,0.24629977361519942,0.06297943550336448,0.2474725316675433,0.048604533408387406,0.6291098712025097,-0.3233659671511426,-0.4079242857680593,0.48036453151650965,-0.08773555786212903,0.6428907896650486,0.04894469753290654,0.12178732840916265,0.42097807252864605,-0.15605513201579888,1.0,0.010287983749052668,-0.06462508455994855,0.4081332332494459,-0.030162454228842103,-0.122711911778354,0.042406929611978214,-0.21889766669883842,0.7856944985740969,-0.23434910899965097,-0.3283621361245705,-0.03255610019296946,0.005490249270828298,-0.2458607413419753,0.01755543073077691,0.09232450679341558,0.6289218732901432,-0.1844121294599022,0.46982150592064736,-0.08395429204503893,0.04238964850890714,0.4880940590398253,-0.42261222740980536,0.2570372307690425,0.5355434266521663,-0.0406208479706996,-0.20574836629582907,-0.4607861952904243,0.3138463961551719,0.6044895946567246,0.30515267453178374,0.36068824571065494,-0.22735519166713755,-0.30525371803787443,0.20348661160138629,0.4930267156330017,0.04072854208263384,0.7769977920303872,0.17588618287400867,-0.3202620713138343,-0.013405412102937529,0.19494917324885952,0.4635940278509703,0.30978834758158047,0.566343500324778,-0.050878276972517796,-0.22273660724228173,0.15025466903530815,0.2504993112985938,-0.03125461188972511,0.3333544733119931,0.1900527132450119,-0.21858874960378452,0.07035015714902713,-0.19573029323066504,0.0773111173050692,0.09753835796127477,0.01855812048293541,0.2293442823161765,-0.3693209037368934,0.32733768495677634,-0.048159865436865436,-0.05718115092447728,0.2686324600150987,-0.08572385498761761,0.10149574560346868,-0.028044586144219112,-0.4183794471987896,0.428686356680537,0.6228772728535917,0.1758222921765517,-0.09686227895804435,0.6126499757053897,0.42132163517843013,0.07963804093016222,0.5914342072474906,-0.003755870341102305,0.24773488106103472,0.09873066820719707,-0.17642225865493336,-0.017117492900944723,-0.10675254293675292
ParaHippocampal_L,-0.2104287322263934,0.3242490633159957,0.5716087117806712,0.6761111887518091,0.703423762193823,0.6071133618072602,0.29610128883377107,0.39820735107992017,0.3093472139040387,-0.2870378647561728,0.45333988694773,0.44657382945271723,0.6593826785490513,0.6757043849144397,0.44379407531597354,0.11537117534594259,0.5983779388529242,-0.01628137781527215,0.41437115197157065,0.33271785553706074,0.7821915226482967,0.6196538761435282,0.013788724691396474,-0.025597095349931594,0.618117892625266,0.4951459329023306,-0.22237014171026445,0.04322233772977084,-0.12431163263477388,0.5176314441241628,0.32329992684410824,-0.2216868349708777,0.715227813480798,0.010287983749052668,1.0,0.5844947964085956,1.1207616749702261e-05,0.5337795074156357,0.056951397689676074,0.6615588669493189,0.5917984612904688,0.07535690611685758,0.04163404417203253,0.5049577343890872,0.6982653025797666,0.5873252732159474,0.6563109641374925,0.18649911344649284,0.2505091660023063,0.48835922251691083,0.4050902825038551,0.25198686146388544,0.28542622679057383,0.7135304182983535,0.23923203632442247,0.471712796791692,0.23291231642160923,0.3936196800618534,0.37058807994288034,0.549541121981705,0.3761514399881063,0.6246867817884819,0.28802842622661634,0.5905923426560309,0.5803251099976168,0.2803711169288078,0.6992384706018089,0.4706947370111081,-0.2204346353567549,0.7046980903520172,0.08373068647451395,0.43529731548045386,0.6355746604046933,0.6780009238414101,0.18986055117327724,0.5068292989068224,0.6987398520831054,0.28931801976755017,0.6721931518392977,0.4187186813515557,0.5515555990019103,0.5022842875225061,0.5014058686925492,-0.0231843715834232,0.5927074676294626,0.6271675069177086,-0.16971601671809186,0.6908068161062025,0.6206317206043042,-0.2972942453552441,0.7085718823666859,0.22053518836265437,0.4227570436066488,0.10336069256874525,0.6386197666401777,0.5821785619033979,0.7922389904363522,0.12236337956188473,0.137234762090182,-0.25503612973395856,0.5360358899545291,0.4030757258526912,0.10541269212428231,0.5717523423325928,0.3942035667333262,-0.3082759670017525,0.08210681374851425,0.7499779417327329,0.03235435993358622,0.5611487756574061,0.6986520438568551,0.3399353556918078,-0.08675657854288084,0.5425530365249638,0.7146022138777194
ACC_sub_R,0.06215107910486138,0.3905930014939805,0.7055106805279061,0.5115376741063731,0.6628791861466299,0.7645012142536801,0.40547167190684735,0.4872070282427898,-0.01637572471737535,0.024108631301400042,0.5750448771133029,0.29414812080028324,0.6226470829239531,0.5565918932054856,0.5827074743516315,0.2114873826273337,0.6409160414875259,0.0916725319537268,0.4022966647299361,0.4059563035642674,0.6815754864585231,0.5725707385730913,0.16080731302185133,0.011161397194612897,0.5340896745888115,0.4859265117688288,-0.0009299138922474181,-0.11169119983379465,0.0327403596762445,0.5419113899747249,0.18392659472352435,0.10186196809519782,0.6519736467282733,-0.06462508455994855,0.5844947964085956,1.0,0.04290296182408259,0.40566689720915194,-0.09900099182454702,0.6961429780727186,0.918811999508923,-0.03986245037316009,0.059711863148533564,0.7520702184810605,0.7823729510467038,0.4933020581945126,0.5177893062961105,-0.1860091355997988,0.43525716564038575,0.45111681862636266,0.3807159322302332,0.37970612587417146,0.0792693211692352,0.5263624340959897,0.16444980774588347,0.2662558755386826,0.19238630192868753,0.39378857744453016,0.032903651386565376,0.7166478623248839,0.5065864211002981,0.5638648905668711,0.3958057448970481,0.5469552324968993,0.6125455620501405,0.318679232734983,0.35195791968550694,0.6300261865559725,0.04227466900260707,0.6806833371649685,0.07105104649711451,0.3614926030409401,0.3610864008615956,0.4088754578496608,0.2879754879152458,0.6610188543405324,0.5780797774120502,0.33265154545025943,0.5306331231282481,0.5077136955237418,0.5201182874505748,0.7351919624806581,0.6592271217669506,0.07773617698534405,0.8012851567769476,0.7872863960292719,0.053405339563287094,0.7449790727192375,0.6581343622433249,0.019402525888000448,0.5745718218600415,0.4654280898780519,0.7239374057121659,0.28781259235637996,0.6428258378345301,0.8024277011155405,0.5565565664775967,0.0963600378723116,0.007535202414630812,-0.09089290516447913,0.5901703041562119,0.3369990864954144,0.12655436595017433,0.5698998121820765,0.3156604883315059,-0.11072520980234576,0.3078357533107622,0.7309088803202705,-0.014196727849525812,0.7385090308703998,0.6087820544819976,0.11043973433651598,-0.021230104253546413,0.09666711760723468,0.6719070337476958
