,Angular_R,Calcarine_R,Cerebellum_9_R,Precuneus_R,Thal_MDl_L,Temporal_Inf_L,Thal_VPL_L,Vermis_7,OFCmed_R,ACC_sub_L,Thal_LP_L,Insula_R,SN_pr_R,Thal_PuL_R,Cerebellum_6_L,Red_N_R,Vermis_10,Cerebellum_Crus2_R,Fusiform_R,Precuneus_L,Olfactory_R,Occipital_Mid_R,Insula_L,Thal_IL_R,Putamen_R,ParaHippocampal_R,Thal_IL_L,Supp_Motor_Area_L,Occipital_Mid_L,Red_N_L,VTA_L,Temporal_Pole_Sup_R,Frontal_Inf_Tri_L,Temporal_Sup_R,Vermis_4_5,Temporal_Inf_R,Frontal_Mid_2_R,Supp_Motor_Area_R,Rolandic_Oper_R,Frontal_Sup_2_L
Thal_LP_L,0.12448533970036783,0.22933503920138298,0.1560941329748378,0.3941473066036821,0.187419454514427,0.2535718643994685,0.3902552978931653,0.20967282702024106,0.20467321831099827,0.3519661188818789,1.0,0.43265421241692736,0.08813002151873643,0.07305984735661315,0.4065930470189878,0.36810740406352743,0.48832822192148556,-0.12840160303252007,0.4108826333525483,0.310565640969226,0.16630300203569814,-0.020076000606384068,0.16644911010322666,0.3850642145638096,0.4869691439423656,0.5128508854049147,0.044036355647864255,0.07338348025393886,0.05811825352099345,0.21020368266747017,-0.08957263591877433,0.2680309654679342,0.44146309583175836,0.334575860025727,0.3622962311261831,0.043321738519811546,0.1467170746106832,0.11481432441442677,0.4744915205203315,0.18240887235286435
Insula_R,0.14286100231980495,0.5912483744015566,0.40448488296790663,0.6101907093076805,0.42864754541830347,0.43805283358612257,0.2788599177086274,0.25725678245766576,0.49761426350474175,0.6797626092367771,0.43265421241692736,1.0,0.626194147900078,0.22471029764689193,0.5554234886569485,0.7346152516932942,0.605215707479203,0.08475636805401031,0.8016770016997197,0.5486758338497454,0.6388193218876028,0.23540738887309862,0.6414284902267632,0.7055763167226062,0.7698616372088305,0.8520755975448538,0.11266324254918629,0.09927057992657962,0.34700664771375095,0.13864915911459255,0.2740880641338548,0.7462820503442986,0.7024567994284995,0.7839622527662845,0.7550478605373376,0.5955446297031554,0.13755706912727464,0.17298113372494167,0.7250170605546027,0.2566405118580395
SN_pr_R,-0.0472848983868713,0.3063221847957722,0.4270036273420444,0.18642567585342262,0.522396436336824,0.4936495452341563,-0.21299293366607666,0.03142194978483447,0.6445265281587768,0.6693547519926637,0.08813002151873643,0.626194147900078,1.0,0.07302238059597088,0.2988550062041921,0.6148568003664893,0.09971768470359499,-0.06532383232868373,0.49403015594964583,0.22495890308525718,0.7155011637948046,0.14149891880226168,0.36111983428780814,0.3272933862118204,0.5297256780913298,0.5526777363893218,-0.3030133149089703,-0.19127097893070316,0.11127251775379997,-0.31698705251302534,0.520093604708847,0.5967191400567143,0.37798422535146625,0.475173475926129,0.5739698456566888,0.49912772923520704,-0.195732120567944,-0.18326155044350315,0.34716973353055186,-0.14306165120149172
Thal_PuL_R,-0.04144809690554257,0.3559510878967502,0.23651902012459222,0.28378845865148195,0.20415010849842893,0.19685524713689304,0.197651531809707,0.16042579558565026,0.002637861586778794,-0.03039652827483134,0.07305984735661315,0.22471029764689193,0.07302238059597088,1.0,0.20027468954857858,0.18402540916121737,0.1742831403173394,0.25114207428393015,0.2912134718156731,0.2856697362418158,0.00704914902307798,-0.03182391518314377,0.4304690866178522,0.20166807787831773,0.056494383134543906,0.22314847712093142,0.18915174229060247,0.16918881722752488,-0.001541067294217734,0.24461090806440322,0.21539833137530767,0.019986368506529288,0.18264851665024048,0.2623326880825174,0.2780927318799479,0.2916386097268594,0.07020668157516892,0.17669653623976012,0.10314447357232051,0.12655083724187732
Cerebellum_6_L,0.12289332213724549,0.4754731820981999,0.597618594026472,0.41517255735779485,0.45638293831745935,0.6971448491452487,0.48637998746400474,0.7178938907461773,0.3724201810033995,0.49992463788797636,0.4065930470189878,0.5554234886569485,0.2988550062041921,0.20027468954857858,1.0,0.654108809452454,0.597343881154111,0.3001046082163294,0.688117314618873,0.3592605317679184,0.4052314690042314,-0.285313482725371,0.47113177108006277,0.5233034888718203,0.49601159205705536,0.6343715660748542,0.2606633389315616,0.19669074947130755,-0.14558799097369185,0.38387826861408075,0.22119340990708608,0.4869377148445615,0.6787286048313226,0.5925111057863299,0.8300846416168598,0.4179709149870929,0.3178769262030304,0.2512258757237502,0.5662263054548561,0.3979768785295291
Red_N_R,0.02095907406922545,0.4671097792192527,0.5989138129690025,0.3396136745231387,0.6010963255179298,0.6994010123370952,0.05871562793390115,0.41603099749997696,0.5920100144130463,0.7697576638720743,0.36810740406352743,0.7346152516932942,0.6148568003664893,0.18402540916121737,0.654108809452454,1.0,0.39512561423533177,0.21708718750035347,0.6921779796903501,0.22864198118458579,0.7140810547244306,-0.03133676064723712,0.4179593826667874,0.6349157369107437,0.5714545885106322,0.6644916797212805,-0.11483287065960103,-0.17920236902981132,0.056243306936298254,0.1558136615638118,0.1885606916115767,0.5423304677317249,0.6974375355961102,0.5459970256350255,0.7178155787109679,0.5516551212786426,0.030050252213851665,-0.053880874386324405,0.49860377848527754,0.19639841462219132
Vermis_10,0.24611802886776465,0.5423981166439704,0.3271523469029715,0.6310427378309214,0.11929537454118681,0.1990071515771419,0.5886169985021916,0.5117608276335226,0.1509070255782799,0.39301850450010484,0.48832822192148556,0.605215707479203,0.09971768470359499,0.1742831403173394,0.597343881154111,0.39512561423533177,1.0,0.11595802891141564,0.7124093720467615,0.577692730823077,0.30778953751161237,0.15327740889727776,0.4632272836675007,0.5797669476484618,0.5049438456810649,0.6505284645169909,0.4265770109083879,0.3323656510877536,0.22102415847137674,0.6055793079282934,0.16815757074070017,0.5342589926799266,0.5505319228378881,0.6727322234949364,0.589134363085193,0.4318310041871547,0.3145994381462222,0.34535694917483634,0.7117489187024486,0.393970162012822
Cerebellum_Crus2_R,0.02432630620502095,0.39654024414907385,0.5128843011327261,-0.09144325151617684,0.09021441831748117,0.17420156050474483,0.041371500557236936,0.6093156632711003,-0.17360587218421214,-0.17004309709703247,-0.12840160303252007,0.08475636805401031,-0.06532383232868373,0.25114207428393015,0.3001046082163294,0.21708718750035347,0.11595802891141564,1.0,0.2546311635824327,-0.126355138812652,-0.05875062593255365,0.14687224535430796,0.13480506874252146,0.010091934332755808,-0.25465733858500905,-0.06365885925748074,0.14260527534150735,0.08549385144380932,0.28713797152610526,0.3105868923643954,0.05497894701931503,-0.07325773528124385,0.1991451122952522,0.0817089708803542,0.1955975433812002,0.5092369569552025,0.33828569592363505,0.16347966087423638,-0.07243589351005289,0.44014648338994544
Fusiform_R,0.2999560253368047,0.821290310463871,0.5708094769042986,0.7487027462878099,0.3701175851376461,0.46778525322693726,0.3554165338727636,0.5286286128670841,0.4340740999700484,0.5707041436260043,0.4108826333525483,0.8016770016997197,0.49403015594964583,0.2912134718156731,0.688117314618873,0.6921779796903501,0.7124093720467615,0.2546311635824327,1.0,0.6876659928773832,0.6097184517797293,0.2850233466120268,0.5507486535890878,0.6848108074800028,0.6248911137342746,0.8256779739416233,0.2794870369519753,0.25882414390703784,0.35358333348413035,0.3982421350995516,0.3004642306474711,0.7408578207221418,0.5978019367235192,0.872026312047234,0.8205646435542191,0.7649573337975227,0.21026920088714643,0.3213943132168067,0.7822522191709264,0.2841188406140993
Precuneus_L,0.44623965757199285,0.7294992223854984,0.2073535418690002,0.9558876059224003,0.06743628405977217,0.14080605661128004,0.5100681355191843,0.25207455104972815,0.19619633143020748,0.2897691252500629,0.310565640969226,0.5486758338497454,0.22495890308525718,0.2856697362418158,0.3592605317679184,0.22864198118458579,0.577692730823077,-0.126355138812652,0.6876659928773832,1.0,0.34693137346477354,0.2532024349057063,0.5782616449036126,0.5052371830766509,0.5610111667663232,0.6472412970867665,0.49695944578295115,0.5954027598369876,0.23561330977714795,0.4018941633788456,0.3876615840221595,0.6008329096697113,0.27969841208489093,0.7969239079083101,0.5532678538715367,0.42562698747565314,0.2214346643997975,0.5725981341826826,0.7164128997268177,0.14827520132072325
Olfactory_R,0.15993868631369737,0.3792047913340649,0.46088675637987403,0.378959867739963,0.5135201402367803,0.43807861283147836,-0.17024224547561492,0.18231758545432367,0.7994498833704968,0.8623820052808149,0.16630300203569814,0.6388193218876028,0.7155011637948046,0.00704914902307798,0.4052314690042314,0.7140810547244306,0.30778953751161237,-0.05875062593255365,0.6097184517797293,0.34693137346477354,1.0,0.14553166928581748,0.36814488833616404,0.5161379367918946,0.5269657347336292,0.5106062455939911,-0.11458481141429736,-0.1870279699667683,0.1531687660290008,0.0035051285758395216,0.33911670424333834,0.6856256896797739,0.4333132725919375,0.566553195539114,0.5778633061005872,0.5935846055292721,-0.20378395402099322,-0.1098900507183225,0.46736407122607265,-0.07243935468434393
Occipital_Mid_R,0.24693925830985855,0.46052228497778075,0.004655828985698226,0.2655392413653089,-0.22725870111086796,-0.4175362037283297,-0.22014118314410125,-0.08932915362932088,-0.025478756979430396,-0.015625773390098307,-0.020076000606384068,0.23540738887309862,0.14149891880226168,-0.03182391518314377,-0.285313482725371,-0.03133676064723712,0.15327740889727776,0.14687224535430796,0.2850233466120268,0.2532024349057063,0.14553166928581748,1.0,-0.030228206746165793,0.0434679435447861,0.12805308873105395,0.07043370574022421,-0.034099665116609106,0.01991812504986995,0.8537127598374417,0.03474661976277305,0.03532358338615161,0.19835886646073717,-0.14085503703960942,0.19128179672656342,-0.05459267244808546,0.40644489891910435,-0.013989051585067294,0.0827258106005312,0.22213072019889646,-0.014591794452163083
Insula_L,-0.03489178266271112,0.46069884185029303,0.2994413999522566,0.5701382086376567,0.2957045098977494,0.29651695917740345,0.4196249956896656,0.1896235144477861,0.2063088651288839,0.35207048653218204,0.16644911010322666,0.6414284902267632,0.36111983428780814,0.4304690866178522,0.47113177108006277,0.4179593826667874,0.4632272836675007,0.13480506874252146,0.5507486535890878,0.5782616449036126,0.36814488833616404,-0.030228206746165793,1.0,0.5931295165510236,0.4741877594404259,0.6078285348263892,0.3955360226898281,0.4097776901433513,-0.041921760548032094,0.26090651689567645,0.28225029028441556,0.5546283381882346,0.571101836837051,0.6405922015684964,0.5943680130150556,0.5116727742983623,0.27959500672996124,0.3878226222674965,0.5400915510726603,0.37154091113346743
Thal_IL_R,0.1381793404151904,0.43639556591455675,0.3344631666762411,0.627677051386433,0.3891082252072907,0.3270746944651492,0.3977818448855524,0.2823980626685981,0.3118504425979092,0.6182370950199396,0.3850642145638096,0.7055763167226062,0.3272933862118204,0.20166807787831773,0.5233034888718203,0.6349157369107437,0.5797669476484618,0.010091934332755808,0.6848108074800028,0.5052371830766509,0.5161379367918946,0.0434679435447861,0.5931295165510236,1.0,0.6584225191270348,0.7241688157408471,0.4456022050244374,0.2781107369318377,0.09499306882489335,0.38126878927190827,-0.043256146112430824,0.5847623798542448,0.7510630842614253,0.6360105900336201,0.57457989574853,0.36650844873304,0.3047649333491298,0.3909872865569735,0.7192402568638852,0.4735803646539013
Putamen_R,0.1318150040343304,0.40762167849783704,0.2710516578873443,0.6261599874893291,0.3729880820299014,0.40217596919147724,0.35511943664619455,0.142302350396147,0.40909050620142123,0.6659679408184987,0.4869691439423656,0.7698616372088305,0.5297256780913298,0.056494383134543906,0.49601159205705536,0.5714545885106322,0.5049438456810649,-0.25465733858500905,0.6248911137342746,0.5610111667663232,0.5269657347336292,0.12805308873105395,0.4741877594404259,0.6584225191270348,1.0,0.7931444591018606,0.1279457013032632,0.23455572031044625,0.11549491945179398,0.12951587453370922,0.22336709221401327,0.681724193883575,0.5792839253495458,0.6591779710234478,0.616225416426127,0.23052269684446566,0.23268394653475652,0.28512150969085215,0.7862083516300907,0.19002150126488201
ParaHippocampal_R,0.11862006162135945,0.5773263109842267,0.37909442616635564,0.7186398486074288,0.34991503442829575,0.49130454385270284,0.47680159074005257,0.29235315871606965,0.40078506164310645,0.6045023574746533,0.5128508854049147,0.8520755975448538,0.5526777363893218,0.22314847712093142,0.6343715660748542,0.6644916797212805,0.6505284645169909,-0.06365885925748074,0.8256779739416233,0.6472412970867665,0.5106062455939911,0.07043370574022421,0.6078285348263892,0.7241688157408471,0.7931444591018606,1.0,0.193886668523682,0.2706138005953404,0.09548957150914456,0.18510557829414906,0.26408320248725053,0.7465079628051418,0.6304615625209983,0.8313605050098686,0.751225245956325,0.4563720572682284,0.19858973478098857,0.27206156407670296,0.8373369915366057,0.22293228108899116
Thal_IL_L,0.2710652595111165,0.3233184843873326,0.025358055277405457,0.5127930232934168,-0.13144456010039385,-0.1409034293425191,0.6872361196861388,0.3377277199967756,-0.2720956211770253,-0.13240080671532825,0.044036355647864255,0.11266324254918629,-0.3030133149089703,0.18915174229060247,0.2606633389315616,-0.11483287065960103,0.4265770109083879,0.14260527534150735,0.2794870369519753,0.49695944578295115,-0.11458481141429736,-0.034099665116609106,0.3955360226898281,0.4456022050244374,0.1279457013032632,0.193886668523682,1.0,0.6866895502219356,0.02483992083135979,0.7129827560180466,-0.027586760696913272,0.14896431540920485,0.18015325470725255,0.3887236710889846,0.15694188515245075,0.09713707524371452,0.47937788949664745,0.6497193434853373,0.34868630337016915,0.4134145289477831
Supp_Motor_Area_L,0.3275027975357117,0.31545553667542686,-0.01660466010417333,0.5590679342007792,-0.11890199546978987,-0.17314786468283347,0.5468000404922355,0.20005344014225968,-0.4181946338112845,-0.19575852378255917,0.07338348025393886,0.09927057992657962,-0.19127097893070316,0.16918881722752488,0.19669074947130755,-0.17920236902981132,0.3323656510877536,0.08549385144380932,0.25882414390703784,0.5954027598369876,-0.1870279699667683,0.01991812504986995,0.4097776901433513,0.2781107369318377,0.23455572031044625,0.2706138005953404,0.6866895502219356,1.0,0.04600449059114024,0.4023114923436078,0.015108222048640438,0.17375764792403608,0.1786428568011069,0.39139936606187503,0.16313696312056858,0.030843532771205412,0.742418713876333,0.9311309132754768,0.4880896141657197,0.5899028684920451
Occipital_Mid_L,0.3326878393314622,0.4622620085095429,0.04819528270576917,0.2654759325520676,-0.1446063644992641,-0.32238649272750003,-0.1604230880521343,0.05236649956983897,0.009711444628245499,0.02073376796790377,0.05811825352099345,0.34700664771375095,0.11127251775379997,-0.001541067294217734,-0.14558799097369185,0.056243306936298254,0.22102415847137674,0.28713797152610526,0.35358333348413035,0.23561330977714795,0.1531687660290008,0.8537127598374417,-0.041921760548032094,0.09499306882489335,0.11549491945179398,0.09548957150914456,0.02483992083135979,0.04600449059114024,1.0,0.0920142296585038,-0.020135070605515254,0.19655525640905938,-0.008664718098634798,0.2502458335655251,0.04477153267027578,0.4359250103748786,0.08904635378077518,0.14688640720705537,0.24492326279316085,0.12022325034314202
Red_N_L,0.32217915470820074,0.46043376456895696,0.2440797961117181,0.47573532490202936,-0.10612053916524113,0.03825085816783541,0.6392666496499994,0.5606796058477357,-0.1515968703639986,-0.0069133326396734335,0.21020368266747017,0.13864915911459255,-0.31698705251302534,0.24461090806440322,0.38387826861408075,0.1558136615638118,0.6055793079282934,0.3105868923643954,0.3982421350995516,0.4018941633788456,0.0035051285758395216,0.03474661976277305,0.26090651689567645,0.38126878927190827,0.12951587453370922,0.18510557829414906,0.7129827560180466,0.4023114923436078,0.0920142296585038,1.0,0.013476571337609114,0.12765152405637695,0.2334304713959404,0.37932703458215855,0.2179545777238195,0.2628556630886586,0.37958454747943426,0.4196796458572771,0.3482969340435953,0.3481948081367875
VTA_L,0.11463384205782022,0.41147388563155896,0.45389803148843383,0.24564880094577443,0.16289379326615566,0.3994490798867089,0.07777234782117806,0.2410190208018608,0.31792668739064883,0.23602904517343828,-0.08957263591877433,0.2740880641338548,0.520093604708847,0.21539833137530767,0.22119340990708608,0.1885606916115767,0.16815757074070017,0.05497894701931503,0.3004642306474711,0.3876615840221595,0.33911670424333834,0.03532358338615161,0.28225029028441556,-0.043256146112430824,0.22336709221401327,0.26408320248725053,-0.027586760696913272,0.015108222048640438,-0.020135070605515254,0.013476571337609114,1.0,0.34349862321064867,0.04375070030316115,0.3983372798635118,0.4507334381626381,0.3988496046700988,-0.15602802674250915,-0.04200380297061575,0.1374155232157694,-0.2650268473619053
Temporal_Pole_Sup_R,0.17259686838927227,0.5004204587436895,0.3817636578312691,0.5999167887218245,0.27135624441461903,0.3690907925109396,0.24772676906338756,0.22240320356487867,0.5894837005491733,0.6849749829910743,0.2680309654679342,0.7462820503442986,0.5967191400567143,0.019986368506529288,0.4869377148445615,0.5423304677317249,0.5342589926799266,-0.07325773528124385,0.7408578207221418,0.6008329096697113,0.6856256896797739,0.19835886646073717,0.5546283381882346,0.5847623798542448,0.681724193883575,0.7465079628051418,0.14896431540920485,0.17375764792403608,0.19655525640905938,0.12765152405637695,0.34349862321064867,1.0,0.47146596027063936,0.8267634105184334,0.6648102480236913,0.6110263939813184,0.08583131014968905,0.1800705985756888,0.7356989677656163,0.09528581143413395
Frontal_Inf_Tri_L,0.06406539698222082,0.30381398096532763,0.4503068065231441,0.3522064121007977,0.5230088231660392,0.5153928081473773,0.3529407995603759,0.3633749378403174,0.3041866870254566,0.611869204432961,0.44146309583175836,0.7024567994284995,0.37798422535146625,0.18264851665024048,0.6787286048313226,0.6974375355961102,0.5505319228378881,0.1991451122952522,0.5978019367235192,0.27969841208489093,0.4333132725919375,-0.14085503703960942,0.571101836837051,0.7510630842614253,0.5792839253495458,0.6304615625209983,0.18015325470725255,0.1786428568011069,-0.008664718098634798,0.2334304713959404,0.04375070030316115,0.47146596027063936,1.0,0.4898133617667573,0.6887091790574752,0.35458341447538516,0.4032982177671962,0.31609995546622066,0.5876421925169887,0.6631561109632975
Temporal_Sup_R,0.3264558621925513,0.7355318822857195,0.4542134236599523,0.8145779301391114,0.25531703613083445,0.3560377528943596,0.4826195376596984,0.39180931537440394,0.42223873977124177,0.5405626129668997,0.334575860025727,0.7839622527662845,0.475173475926129,0.2623326880825174,0.5925111057863299,0.5459970256350255,0.6727322234949364,0.0817089708803542,0.872026312047234,0.7969239079083101,0.566553195539114,0.19128179672656342,0.6405922015684964,0.6360105900336201,0.6591779710234478,0.8313605050098686,0.3887236710889846,0.39139936606187503,0.2502458335655251,0.37932703458215855,0.3983372798635118,0.8267634105184334,0.4898133617667573,1.0,0.735670171197369,0.6611096579425587,0.25559776685297353,0.3864980707701876,0.8381369675317867,0.19473427311894445
Vermis_4_5,0.1753608028287849,0.6331665110067561,0.6153776723538013,0.5565424718812828,0.5268999074603656,0.7139616666888065,0.34248614726309223,0.510228852655891,0.5129244495430871,0.5971200023189543,0.3622962311261831,0.7550478605373376,0.5739698456566888,0.2780927318799479,0.8300846416168598,0.7178155787109679,0.589134363085193,0.1955975433812002,0.8205646435542191,0.5532678538715367,0.5778633061005872,-0.05459267244808546,0.5943680130150556,0.57457989574853,0.616225416426127,0.751225245956325,0.15694188515245075,0.16313696312056858,0.04477153267027578,0.2179545777238195,0.4507334381626381,0.6648102480236913,0.6887091790574752,0.735670171197369,1.0,0.6041288401724881,0.1736365838110608,0.22191701101773867,0.6235495158272931,0.2641161133134309
Temporal_Inf_R,0.1628064263347699,0.7262165464245465,0.5798498846778614,0.420032760452556,0.29149079515769455,0.2913076686794721,0.029023591124396234,0.40725032531264266,0.447542122306103,0.40279569900238904,0.043321738519811546,0.5955446297031554,0.49912772923520704,0.2916386097268594,0.4179709149870929,0.5516551212786426,0.4318310041871547,0.5092369569552025,0.7649573337975227,0.42562698747565314,0.5935846055292721,0.40644489891910435,0.5116727742983623,0.36650844873304,0.23052269684446566,0.4563720572682284,0.09713707524371452,0.030843532771205412,0.4359250103748786,0.2628556630886586,0.3988496046700988,0.6110263939813184,0.35458341447538516,0.6611096579425587,0.6041288401724881,1.0,-0.0065301658108119455,0.0754634908475009,0.38897117271333265,0.14042590852810805
