,Temporal_Pole_Sup_R,Vermis_10,Temporal_Inf_L,OFCpost_R,Cerebellum_9_L,Frontal_Mid_2_R,Thal_PuI_R,Temporal_Sup_R,Fusiform_L,Paracentral_Lobule_L,Rectus_L,Cerebellum_4_5_R,Thal_LP_R,Cerebellum_Crus1_L,Cingulate_Mid_R,Cuneus_L,N_Acc_R,ACC_pre_R,Temporal_Pole_Sup_L,Thal_MDm_L,Vermis_3,Cingulate_Mid_L,Parietal_Sup_L,Heschl_L,Thal_VA_L,Insula_R,Heschl_R,Thal_MDl_L,Vermis_8,ACC_sub_R,Thal_VA_R,OFClat_R,Olfactory_R,Temporal_Mid_L,Angular_L,SN_pr_L,Cerebellum_9_R,Parietal_Sup_R,Thal_PuL_L,Calcarine_R,Thal_MDm_R,Precentral_R,Vermis_1_2,Postcentral_L,OFCant_L
Thal_VA_R,0.5347553994968415,0.6583198649504096,0.23691376835078587,0.7638309033980579,0.26781679614897613,0.4857760346424314,0.126322399409957,0.6599318261551418,0.4997761446602755,0.30334206320856466,-0.042449766784804804,0.5461888110162506,0.028072890105234293,-0.040344665136741405,0.6736837734737309,0.2505209873699883,-0.08610932413051647,0.7061044732228067,0.4135051945669882,0.6631003214695621,0.43176233594103536,0.6508546229837369,0.1814017284472994,0.5753089237796892,0.8328805033957597,0.6636927438835539,0.6980194427019747,0.14003370620968056,0.33316146423555726,0.5827074743516315,1.0,0.11121715850066212,0.19450206878682344,0.40473932898393233,0.2643438069882405,0.11847257910759755,0.180741281943248,0.033348290370253296,0.457695308843977,0.40275315354265073,0.692173059666738,0.423883262291227,0.1675180164035169,0.5354918958635811,0.42413784469413757
OFClat_R,0.7377988188740937,0.19065755025695527,0.27062244453986567,0.2538337482647486,0.4000287329507364,-0.29746029670775603,0.13638881316600185,0.5596554716253688,0.344874432144516,0.092388362778586,0.743134047353023,0.3103034438976785,0.5640516072127727,-0.36674084222800607,0.6093620311764122,0.1915010842332832,0.6690828492809481,0.4183988965422934,0.5538129341360437,0.21904432541089153,0.5001455767550319,0.5513399615377225,0.11035709874106898,0.4056325802413401,-0.15500997935394686,0.5279602449056394,0.37747202598507923,0.29774050393310497,0.08005615715878006,0.5077136955237418,0.11121715850066212,1.0,0.7230941688579418,0.26893676647346426,0.11415292897463991,0.5333466487849606,0.28325870688418375,-0.10515145685952494,0.11671971071952407,0.3017782865980086,0.0826387382165481,-0.22273660724228173,0.5426161523316806,-0.22307903848436325,0.595294493396593
Olfactory_R,0.6856256896797739,0.30778953751161237,0.43807861283147836,0.3951226527360273,0.46375838892866567,-0.20378395402099322,0.06987082024591541,0.566553195539114,0.5371145974199472,0.09286330790537527,0.7392572696362396,0.5870564440458587,0.6406054831445165,-0.08790135332684558,0.6633438679350233,0.15670943044490437,0.744206367048523,0.5350082971897654,0.7014360709248947,0.39388442889482617,0.5542047936985174,0.6026106882304666,0.09142351493174537,0.5788221346485061,-0.1393744248071194,0.6388193218876028,0.39936661590055816,0.5135201402367803,0.411858334056312,0.7166478623248839,0.19450206878682344,0.7230941688579418,1.0,0.45365102875627944,0.10593108659540826,0.5436188307345501,0.46088675637987403,-0.02703943745780747,0.14990357516764424,0.3792047913340649,0.2141353653660586,-0.20574836629582907,0.44889045001394057,-0.17285532318133429,0.7569216446800807
Temporal_Mid_L,0.518202833029597,0.42911708655756403,0.85243877638365,0.5959753658269789,0.7332529823917739,0.12532739410410415,0.4344811789274154,0.522124026948532,0.8239978994426814,-0.008073848789605416,0.32741885911761887,0.6620045741369387,0.28644994413505037,0.46107470108914794,0.6821262254596487,-0.14510873819866166,0.45855206863493164,0.5117510712216181,0.7516849090117966,0.5908753940624428,0.5549012668524771,0.6792283606445668,-0.26983228185838204,0.49799370719097513,0.13896597351883921,0.5304836973703109,0.47878831470759947,0.5219594140166436,0.5880126950486589,0.5263624340959897,0.40473932898393233,0.26893676647346426,0.45365102875627944,1.0,-0.027120798863101987,0.5605898700398683,0.5646020843759507,-0.15900883005480101,0.3046632239759024,0.3740187104007078,0.3843654472044787,0.04238964850890714,0.48704375768229036,0.005155868781829379,0.5734369869280116
Angular_L,0.15528715792709702,0.3182032483615819,-0.35130097770993235,0.23105728584972432,-0.24424950453688793,0.06210322740767138,-0.11277030687115198,0.2461862990457003,-0.058120172837193236,0.5893447291319385,-0.018832078214056754,-0.14098830849967317,-0.13496913702204788,-0.454494364484085,0.19342289688628297,0.4531368562401888,-0.1364627093406469,0.2083784436176553,-0.0022183601461015453,0.33954318834309427,-0.12838431893690597,0.2211564947032049,0.2336876623947822,-0.007588552866899247,0.44901433144040354,0.11908963178991745,0.014075530887260171,-0.12592453028268139,-0.2144111337141948,0.10186196809519782,0.2643438069882405,0.11415292897463991,0.10593108659540826,-0.027120798863101987,1.0,-0.3125580639719262,-0.26595996881107975,0.27699494721705387,0.33073583862534056,0.21172813331925203,0.5035885125505247,0.42097807252864605,-0.1287560337516095,0.6114468167183681,0.1909633780889253
SN_pr_L,0.4685352935649999,0.1504167184846899,0.6944381631114231,0.24471151781912037,0.7472425069010816,-0.14690817185320992,0.2565824628276126,0.4335390032637676,0.5707001655627734,-0.20516449839007517,0.4647113463519526,0.5204116232215901,0.452812199054846,0.2583534398144785,0.5148193058504204,-0.11515287957057933,0.7935112974280584,0.41946435373341057,0.4343182904891451,0.24143028387207122,0.6240060832120025,0.49956955601219805,-0.0846421322039977,0.41349504869186093,-0.18752764033325922,0.48398656437498905,0.5206317557963778,0.35884959371072983,0.4174766037900908,0.3610864008615956,0.11847257910759755,0.5333466487849606,0.5436188307345501,0.5605898700398683,-0.3125580639719262,1.0,0.640406180626617,-0.21034380001556852,0.060242959423111586,0.3500619482441565,0.008268991085677642,-0.3202620713138343,0.6204374051732028,-0.35263298817064764,0.4156868482175592
Cerebellum_9_R,0.3817636578312691,0.3271523469029715,0.6704531146640693,0.3786726157100196,0.8599091375216724,0.17055997007332407,0.12011647300855548,0.4542134236599523,0.5895369882977707,0.0032761252798336736,0.19447679916020352,0.6055380924375099,0.5255378424494731,0.5104305381307361,0.461734448676349,0.053791362303656755,0.5622592595375063,0.34603268182409996,0.46412024917934197,0.30422771641792196,0.4233713761339195,0.4997582928288411,-0.004891905841022483,0.43424272587850166,-0.0747950036754438,0.40448488296790663,0.45229889257332007,0.4001417487885428,0.6252913531057404,0.3765724560358222,0.180741281943248,0.28325870688418375,0.46088675637987403,0.5646020843759507,-0.26595996881107975,0.640406180626617,1.0,-0.1825378599495249,0.06277147007590093,0.5921986928345073,0.14692543025744817,-0.04114300108558215,0.39208721117337253,-0.16608025923494,0.4017175817549598
Parietal_Sup_R,-0.0415719796939482,0.09108925867820054,-0.278727927368565,0.014849299977235202,-0.1873457706089777,0.03868333413804598,-0.11202036273245741,-0.04658535443652691,-0.17561521060129606,0.24622397673624222,-0.03205595190877973,-0.08780002050223305,-0.09164904667376994,-0.24307703157759128,-0.11196128382829852,0.16590714286790473,-0.0747084492026187,0.024633263427161534,-0.12205735467253191,0.05193408032298202,-0.09561669115961399,-0.1129464075538926,0.22122549979706943,-0.13283891067668097,0.04534112095487635,0.013469073096503928,0.025419425628085923,-0.114998354160832,-0.06129161566697401,-0.010227156489743702,0.033348290370253296,-0.10515145685952494,-0.02703943745780747,-0.15900883005480101,0.27699494721705387,-0.21034380001556852,-0.1825378599495249,1.0,0.0414424347822875,-0.023895948552459374,0.06360735154024608,-0.0016811769913668499,-0.06502507675213323,0.14871567234706456,-0.028815150719505602
Thal_PuL_L,0.2888776164980423,0.3309530875230243,0.13455609242275082,0.40402970528587784,0.1171556250784356,0.10647406949553469,0.04136898720422343,0.41366973918989614,0.3504310972837149,0.27624020066155724,0.062375417292543006,0.32604905145445257,0.05632348208905171,-0.10532607595329198,0.4355123789703541,0.2734908544851835,0.10052402276451826,0.35471649226238705,0.279796419137093,0.4389568628479052,0.3419492456269351,0.4299362797155479,0.08406701694266895,0.3264325518193073,0.42369415591531523,0.3906510837250407,0.3458225895648175,0.1285042467018875,0.1903434336418746,0.2879754879152458,0.457695308843977,0.11671971071952407,0.14990357516764424,0.3046632239759024,0.33073583862534056,0.060242959423111586,0.06277147007590093,0.0414424347822875,1.0,0.3479863313621013,0.5214709603977609,0.19494917324885952,0.18098052339331713,0.4694511287196849,0.26000306340839663
Calcarine_R,0.5004204587436895,0.5423981166439704,0.3328514527799985,0.49336484034209593,0.5913677268208893,0.21535344471707926,0.048788286561754164,0.7355318822857195,0.5071381287556187,0.3893984737471102,0.08661443895965687,0.6163393657129971,0.35012218913990556,0.12265347155176336,0.6444041341113913,0.6657701604734586,0.3524482707467378,0.30118937505071675,0.3205784404852374,0.49764961064226726,0.35667387717600363,0.7189443924720645,0.3428987224272782,0.3377629455773257,0.2965200366540937,0.5912483744015566,0.608098069019845,0.15898579139941202,0.4773479532735621,0.25741019346137894,0.40275315354265073,0.3017782865980086,0.3792047913340649,0.3740187104007078,0.21172813331925203,0.3500619482441565,0.5921986928345073,-0.023895948552459374,0.3479863313621013,1.0,0.5570261005817294,0.3090387687239195,0.3793922481143392,0.32901854470227104,0.21765572301315272
Thal_MDm_R,0.45750899257725103,0.65852655304359,0.1102535680125675,0.7082620092242298,0.2512218721797024,0.38063772498831605,0.08101697242541182,0.6596065424602162,0.4291645250277336,0.45587739829141244,-0.08787289823345246,0.41099108262875217,0.006238693444814276,-0.020398265342551042,0.5868619259869448,0.47475890797583264,0.010608282075614912,0.5339077915171083,0.371876089810575,0.7878881047597249,0.32236301680174395,0.6182145434298638,0.1941857245539479,0.32703338375251,0.7310744593600786,0.5575082517969,0.4706994865315333,0.17423972719823205,0.32008029255006154,0.37970612587417146,0.692173059666738,0.0826387382165481,0.2141353653660586,0.3843654472044787,0.5035885125505247,0.008268991085677642,0.14692543025744817,0.06360735154024608,0.5214709603977609,0.5570261005817294,1.0,0.46982150592064736,0.13408883745726013,0.6549116653006669,0.3187641494019278
Precentral_R,0.0773111173050692,0.2293442823161765,-0.13850637480356562,0.3353359515323943,-0.013405412102937529,0.6228772728535917,0.09873066820719707,0.30515267453178374,0.10586208411182432,0.6291098712025097,-0.4231400712137458,-0.06697630760932649,-0.1844121294599022,-0.00010491261762117057,0.16860029584969818,0.3249595942620285,-0.428508517309823,0.17467698998196138,-0.05397528319630792,0.31670145149827766,-0.17095626492149096,0.30978834758158047,0.07035015714902713,0.04072854208263384,0.6464028878877588,-0.04162552745542842,0.04894469753290654,-0.2584303569642559,-0.030162454228842103,-0.06462508455994855,0.423883262291227,-0.22273660724228173,-0.20574836629582907,0.04238964850890714,0.42097807252864605,-0.3202620713138343,-0.04114300108558215,-0.0016811769913668499,0.19494917324885952,0.3090387687239195,0.46982150592064736,1.0,-0.19509160441956447,0.5421811531423378,-0.05718115092447728
Vermis_1_2,0.4961597896317139,0.14485177136830474,0.5352410372756242,0.3447009371398638,0.5092713576711502,-0.11707462734471102,0.22609522024846088,0.4094509733402291,0.5024758856068275,0.039973800585583266,0.5072458662926208,0.43091501338307536,0.4698564144410448,-0.03186888582641368,0.5738121212164563,0.1348541175309878,0.6090367058198598,0.42130975936707643,0.4618758438015447,0.29703689514410103,0.7219182715395427,0.5578258239870049,0.051555200105568216,0.31918556376575175,-0.10138878990680149,0.5408527185211647,0.470640009090941,0.36676162627509806,0.285453381146731,0.29414812080028324,0.1675180164035169,0.5426161523316806,0.44889045001394057,0.48704375768229036,-0.1287560337516095,0.6204374051732028,0.39208721117337253,-0.06502507675213323,0.18098052339331713,0.3793922481143392,0.13408883745726013,-0.19509160441956447,1.0,-0.07535130218376755,0.36697468258580584
Postcentral_L,0.07386513761012145,0.43398041024701184,-0.2633273609422222,0.37896360836925247,-0.18901330273717037,0.4140291093663455,-0.20942284870217515,0.27053959109328574,0.07621160378464845,0.5848445239283316,-0.4032181046600255,0.07014451638738674,-0.2132957550965725,-0.19334500019244247,0.2399708480875712,0.4813132207744035,-0.3817744031205857,0.21984125815765035,-0.026876271780019546,0.3973544377410141,0.04182314000570951,0.2927441703212739,0.25315522528701384,0.1458180180157115,0.7280873155898677,0.19661823153788602,0.17819133829113865,-0.14416108473367212,0.03943949872516058,0.03799958140750225,0.5354918958635811,-0.22307903848436325,-0.17285532318133429,0.005155868781829379,0.6114468167183681,-0.35263298817064764,-0.16608025923494,0.14871567234706456,0.4694511287196849,0.32901854470227104,0.6549116653006669,0.5421811531423378,-0.07535130218376755,1.0,-0.021698248672688582
OFCant_L,0.6802225299883625,0.4438486921624323,0.47551347345656236,0.5153069539493745,0.45753958897492425,-0.05628816308205814,0.07974359569970034,0.5270228873820095,0.5520293987554505,0.043946777754594456,0.5931162609655627,0.5291080752259834,0.5089777715244425,-0.023722970381469772,0.6745508925243764,-0.05429383369510764,0.4839013530870065,0.694083741298699,0.7468666301873131,0.4530116023650881,0.5231954801768213,0.5664750107236586,-0.06149039140374632,0.6392729496710272,0.14688228036206002,0.5355774156604176,0.42057226106761386,0.4118240925452605,0.35129932817026377,0.8024277011155405,0.42413784469413757,0.595294493396593,0.7569216446800807,0.5734369869280116,0.1909633780889253,0.4156868482175592,0.4017175817549598,-0.028815150719505602,0.26000306340839663,0.21765572301315272,0.3187641494019278,-0.05718115092447728,0.36697468258580584,-0.021698248672688582,1.0
