,SN_pr_R,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_R,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_LP_L,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_R,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_R,Caudate_L,Parietal_Inf_R
Precuneus_L,0.22495890308525718,0.3643595066397462,0.5848720511705544,0.7969239079083101,0.43597133458553516,0.5158163996323472,0.6055141402705354,0.16864329302196598,0.42562698747565314,0.4018941633788456,0.19501017755956515,0.47879420687844293,0.5793997090553766,0.5209717563911861,0.5448744956414856,0.4142282922333351,0.6910880429982131,0.45283742029605145,0.6294887057468138,0.4403423058939703,0.30751242733149237,0.5864900551852653,0.5782616449036126,0.5986376497103938,0.25207455104972815,0.6128915480070426,0.4509298514454985,0.26670522270151437,1.0,0.5523602663886754,0.5359381860946845,0.5007120525625273,0.36673456271681,0.28914079504978346,0.5954027598369876,0.4712456400034085,0.2675629566298246,-0.13736113191101562,0.310565640969226,0.49394049016659086,0.2214346643997975,0.14827520132072325,0.5687550966665182,0.14080605661128004,0.34337122953832055,0.7164128997268177,0.3374231662017743,0.16224763607445195,0.450378645017486,0.10992786115146896
SupraMarginal_R,-0.3649350549964068,0.7077700566333552,0.2539107879001437,0.25018488784750037,-0.04354374774488548,0.13429487148444585,0.4778826699517486,0.09209646440892397,-0.1134157722524403,0.4781329272496602,-0.1130788194200769,0.6259316409463123,0.49204131365794307,0.6922658658246443,-0.10426154556335525,-0.13465924527265263,0.18847771516449613,-0.05959789768444753,0.28886850281068166,0.5427533368428409,0.23839429234263007,0.030167264335368055,0.17381903233304577,0.6460455922289763,0.07265722699276683,0.051211493446013216,0.007687397465642958,0.2975643027478801,0.5523602663886754,1.0,0.16417762870175842,0.2903048783811124,0.36668933924514235,-0.3082759670017525,0.590806932767115,0.07198975633412126,-0.2215633735701112,-0.16881432302860108,0.22592537269319618,0.15897795290736177,0.3894253248966882,0.2669407673752608,0.3512117386329356,-0.3558320294055726,-0.24951480974652465,0.36601806828384026,0.3680962402583213,-0.4009214536672321,0.08422205283627164,-0.03440928868280565
Vermis_6,0.22797875018366456,0.20973107450283704,0.5189837292632032,0.6135365774267953,0.32541498865887997,0.4909211354814083,0.2706772180550452,0.1361194995454902,0.4956729836573325,0.44492297116236734,0.6775523516145802,0.1273948392281755,0.4874400436858594,0.25109128343783893,0.5934558767543795,0.13216213652689496,0.5338625770553109,0.47222206690593466,0.4561705053115753,0.17417247934371435,0.2906570101803037,0.460883961698308,0.3178646081412245,0.19769296594658697,0.6489130719406522,0.6155268007782067,0.4323306629878583,0.043155966019187704,0.5359381860946845,0.16417762870175842,1.0,0.326370443671402,0.11203391176721966,0.43529731548045386,0.31265257371928623,0.40585479899363947,0.32878929421285863,0.2572620072111055,0.29467523294308806,0.18200113436926996,0.23572258022369477,0.3029930340666009,0.2910933385444503,0.38328716640099164,0.23274158586576826,0.5621742823789797,0.1384778512160978,0.287507441191391,0.35616676781999296,-0.0020592612389155004
Thal_PuL_L,0.11521877958293396,0.29932618590822535,0.40402970528587784,0.41366973918989614,0.2545256048818806,0.3458225895648175,0.2734908544851835,0.09278709354484388,0.27162281601032456,0.2767175858390413,0.1903434336418746,0.4001219673490404,0.3945220804628027,0.18349580312586447,0.33619752584712576,0.0819963645784178,0.5628208376560307,0.3237397985313266,0.4389568628479052,0.33853727868963357,0.1850841734375782,0.335494157149786,0.5071942419449624,0.4694511287196849,0.14901597167438652,0.360511581462122,0.2549870903449252,0.08406701694266895,0.5007120525625273,0.2903048783811124,0.326370443671402,1.0,0.1352985109310786,0.18986055117327724,0.24550197565006782,0.32465071659196165,0.1451926605624088,-0.011380952977691136,0.2391134814344309,0.3300016025383145,0.10647406949553469,0.21866644553080034,0.457695308843977,0.13455609242275082,0.18098052339331713,0.36363418477281007,0.11594507151567947,0.05632348208905171,0.3671010291488735,0.18595039713227632
Occipital_Sup_R,0.13061929715672613,0.30949851369211495,0.1313016246115595,0.28306530809140673,0.016174856974223255,0.29612329240926477,0.8788820827712934,0.8185013383974505,0.4167532137263272,0.10528244263389228,-0.03985845650330236,0.27436845386782416,0.2545556052445986,0.17049561715873707,0.07247293055645714,0.04622732311756811,-0.07004736331582483,0.020037002723237926,0.07713765040316772,0.12317621711487986,-0.029611257546293113,0.3252272457466387,0.06097884025996548,0.300363133437686,-0.0650675267635929,0.2784624362481798,0.2669705691491827,0.6896222547615353,0.36673456271681,0.36668933924514235,0.11203391176721966,0.1352985109310786,1.0,-0.2972942453552441,0.09812984287060228,0.16284527335503007,0.1279146207448956,0.14122884937133642,0.07516704692137448,0.0024723487549492317,0.004233237632170439,0.015527780372895553,0.12244729199073251,-0.3898251765254449,0.05687696622602911,0.28621803997808615,0.9635734897568268,0.09338327774569526,-0.00904483291429202,0.2392330893454696
ParaHippocampal_L,0.618117892625266,-0.26515382971753954,0.5983779388529242,0.5905923426560309,0.6386197666401777,0.5176314441241628,-0.1573884843757452,-0.25503612973395856,0.36283129158405225,-0.01628137781527215,0.5337795074156357,-0.08097419786985546,0.1339154846680829,-0.13873562496843972,0.6562305509271253,0.5515555990019103,0.6196538761435282,0.6982653025797666,0.5106816635734285,-0.12431163263477388,0.013788724691396474,0.5014058686925492,0.46569413039000285,-0.1609986218700223,0.32329992684410824,0.6615588669493189,0.3942035667333262,-0.16971601671809186,0.28914079504978346,-0.3082759670017525,0.43529731548045386,0.18986055117327724,-0.2972942453552441,1.0,0.07535690611685758,0.4321239551386263,0.4227570436066488,0.056951397689676074,0.2505091660023063,0.42065634623945924,0.10541269212428231,0.10336069256874525,0.44379407531597354,0.7492161026677403,0.44657382945271723,0.5068292989068224,-0.30891109663322097,0.4050902825038551,0.5927074676294626,0.04163404417203253
Supp_Motor_Area_L,-0.19127097893070316,0.618881578364235,0.44517507233860093,0.39139936606187503,0.10453613534666747,0.1376953455086014,0.3528625040518851,0.04540683923083677,0.030843532771205412,0.4023114923436078,0.18400568554849156,0.6525578435617805,0.5063595081466267,0.7092745930903547,0.2271410810074158,0.09686804902571702,0.379543770819868,0.10543853982657127,0.40672812819516696,0.7840012521565566,0.12718998835234296,0.09708010155454955,0.4097776901433513,0.656276845093386,0.20005344014225968,0.13982228842186759,0.03935334179906787,0.13960059117355808,0.5954027598369876,0.590806932767115,0.31265257371928623,0.24550197565006782,0.09812984287060228,0.07535690611685758,1.0,0.11469720261807469,-0.3602598660267626,0.06415550703033475,0.07338348025393886,0.2748356621529545,0.742418713876333,0.5899028684920451,0.47083152219974017,-0.17314786468283347,-0.062100389913650196,0.4880896141657197,0.07466557420607402,-0.16867408141635132,0.2345611831927939,-0.17260433860314922
Cerebellum_3_L,0.5045701534231208,-0.038320876633984265,0.5673289296684032,0.6037099752131484,0.5987342545324721,0.6508738674609845,0.2564863445169162,0.10441810414004739,0.4635366778992674,0.1920509562308908,0.4270826229949436,0.24269237966690343,0.15507187100200745,-0.05487418320612536,0.6331018950862104,0.3764150403180175,0.5700896608041167,0.6034921056649777,0.5010826950368666,0.003887822470013396,0.30999694303550995,0.6028166792605709,0.5419374118844266,0.14824178573105398,0.24225555358028586,0.6842258493799542,0.5989616236504047,0.19330418127364105,0.4712456400034085,0.07198975633412126,0.40585479899363947,0.32465071659196165,0.16284527335503007,0.4321239551386263,0.11469720261807469,1.0,0.42707063395729306,0.04916370511661832,0.2242982850657997,0.4193001524390835,0.09378904546110686,0.17587135233591025,0.5380667305148048,0.4771951183764858,0.6537371930625664,0.5149984173819666,0.18083957876093792,0.25519440175890545,0.5460971195887803,0.19592102773986975
OFCant_R,0.6148169847219777,-0.3540459389378094,0.3373866394973652,0.4824997724154918,0.5880771961090374,0.4062990745666884,0.0808014820499773,0.03042855594380434,0.5158315719560412,-0.05654538277637276,0.26551091367706764,-0.36788343214141433,0.153591406059557,-0.13730950822327911,0.47388509870602785,0.48138778429335216,0.36818666907096476,0.6297702638458292,0.3134846930641422,-0.3526253288814017,0.11972362299342157,0.737376589368589,0.24737796427220451,-0.22126044241616016,0.08732813087441478,0.632554982400121,0.4340221462102368,0.0748278501807364,0.2675629566298246,-0.2215633735701112,0.32878929421285863,0.1451926605624088,0.1279146207448956,0.4227570436066488,-0.3602598660267626,0.42707063395729306,1.0,-0.15601893140222603,0.2731703601035117,0.2604577582189889,-0.33441523714452603,-0.1542553858415398,0.16020174263426107,0.4041447890349917,0.3802052434035847,0.39236795422122783,0.15315995975964644,0.5445124404500341,0.4348252464317855,0.1746538834600017
Cerebellum_Crus1_R,-0.02167589802024787,0.06620598257556609,0.0695719355966215,0.08649940508069584,-0.10373229854106344,0.07101277477064992,0.1962234463223179,0.5647089796684348,0.5634951283231033,0.3414519053608439,0.6624069698700124,-0.002516803090112789,-0.05674660303117239,-0.22698816148451312,0.07968674543528134,-0.3787923296963591,0.03792146287205308,-0.012876996900486956,-0.08739599500370132,0.024927304985068347,0.19871701866416033,0.07472082371687988,0.17401492127140147,0.010286559762689029,0.5668824981697521,0.04229378902903919,0.46022947189779473,0.05603918454484428,-0.13736113191101562,-0.16881432302860108,0.2572620072111055,-0.011380952977691136,0.14122884937133642,0.056951397689676074,0.06415550703033475,0.04916370511661832,-0.15601893140222603,1.0,-0.21784613669424427,-0.05716006753049436,0.29739944893874193,0.41287304155554244,-0.0989492514224702,0.1328307058314919,0.03697618905664085,-0.09190955855034007,0.16234947982048567,0.2581135749371119,-0.1550860947826781,-0.01996644604250964
Thal_LP_L,0.08813002151873643,0.2619046055061043,0.4111027360657638,0.334575860025727,0.3258415090586248,0.4945099563686676,0.07188371318787543,-0.15911106652018572,0.043321738519811546,0.21020368266747017,0.1536785972928939,0.16115463849940698,0.320162216600034,0.12753258727431172,0.21166731597530658,0.26013975600187467,0.417529628018644,0.4769534064449706,0.49093216317740274,0.17346373249673874,0.1855636507099463,0.233152921990441,0.16644911010322666,0.23819186770957712,0.20967282702024106,0.41903284085781356,0.13642265830988384,0.1129229667585534,0.310565640969226,0.22592537269319618,0.29467523294308806,0.2391134814344309,0.07516704692137448,0.2505091660023063,0.07338348025393886,0.2242982850657997,0.2731703601035117,-0.21784613669424427,1.0,0.2666699239623241,0.1467170746106832,0.18240887235286435,0.5158708032187469,0.2535718643994685,0.06699468652847301,0.4744915205203315,0.08797532218495098,0.030139426305761288,0.5190337204490308,-0.052672649232702005
Amygdala_L,0.3807429649099301,0.013750099042872804,0.5577830431792083,0.5424962434986642,0.5435833190293602,0.48945178320777194,0.1179249843617049,-0.029171002777440336,0.30482868329651286,0.20813925180315174,0.23527621011447067,0.34980125223586483,0.15542702915850842,0.08632958204509796,0.5159259715649906,0.47450178458198805,0.595517865401307,0.5264708290817152,0.5885478315196846,0.24151233642499348,0.19223313810046722,0.42250697076498817,0.6443596101478108,0.2947796684868474,0.17479868391317605,0.41068786838611737,0.46477229891634836,-0.010285918773522695,0.49394049016659086,0.15897795290736177,0.18200113436926996,0.3300016025383145,0.0024723487549492317,0.42065634623945924,0.2748356621529545,0.4193001524390835,0.2604577582189889,-0.05716006753049436,0.2666699239623241,1.0,0.22876864320052087,0.1736355071658086,0.5563985727320961,0.3159393196829963,0.369021970621272,0.4913955510570509,-0.038607468126189926,0.22284673567697602,0.49846946297461725,-0.019950601428213983
Frontal_Mid_2_R,-0.195732120567944,0.5443740219333729,0.4723157707770711,0.25559776685297353,0.13960344762159874,0.21253478386845967,0.1370292222196213,0.05375867879002515,-0.0065301658108119455,0.37958454747943426,0.4034190661865624,0.5436997926936309,0.30307729831767605,0.4267092440540271,0.1373605251210026,0.03891680861332764,0.2424020184983467,0.17358457162664315,0.2899734330734836,0.6486632397854386,0.11000620100798966,0.031106955742132313,0.27959500672996124,0.4140291093663455,0.33155913969692924,0.12928061313878586,0.07700438243148756,0.043520826442033755,0.2214346643997975,0.3894253248966882,0.23572258022369477,0.10647406949553469,0.004233237632170439,0.10541269212428231,0.742418713876333,0.09378904546110686,-0.33441523714452603,0.29739944893874193,0.1467170746106832,0.22876864320052087,1.0,0.8233281594800956,0.4857760346424314,-0.022882324703978607,-0.11707462734471102,0.46303640922312145,0.012444495461837922,-0.1354038113667951,0.30596112996651215,-0.30869599414455623
Frontal_Sup_2_L,-0.14306165120149172,0.5611260009168334,0.48091881805110676,0.19473427311894445,0.20610245062320412,0.24141101795952222,0.11596049055193408,0.13404129336678175,0.14042590852810805,0.3481948081367875,0.5231591463224131,0.4352477444654881,0.3889034280674001,0.3294762971395061,0.1761567895449711,-0.07200158608196826,0.3890738618857287,0.3223791584089913,0.3081168548709242,0.7073268227009963,0.1370395899423501,0.08688101295356167,0.37154091113346743,0.5340589396173204,0.35890889536142034,0.20826287020582668,0.10711059350192419,0.0768850036086729,0.14827520132072325,0.2669407673752608,0.3029930340666009,0.21866644553080034,0.015527780372895553,0.10336069256874525,0.5899028684920451,0.17587135233591025,-0.1542553858415398,0.41287304155554244,0.18240887235286435,0.1736355071658086,0.8233281594800956,1.0,0.48618395350266863,0.007938950891967781,-0.08606186645465802,0.4184291260185069,0.045515900877629245,-0.06619186070369182,0.38656588204914955,-0.15708157863767477
Thal_VA_R,0.1911025455349226,0.41897368384694367,0.7638309033980579,0.6599318261551418,0.5564406357826224,0.6980194427019747,0.2505209873699883,-0.06143842141980702,0.19035006087875933,0.3983978079956755,0.33316146423555726,0.6337823886846646,0.5000992093319305,0.27378663222515964,0.4580442655947672,0.4687215423413556,0.7214979528019,0.6982059406886008,0.6631003214695621,0.5103626702874745,0.21350910115968363,0.4091160914814195,0.6284816778840695,0.5354918958635811,0.2356300649551578,0.5942198053178068,0.2505181470706491,0.1814017284472994,0.5687550966665182,0.3512117386329356,0.2910933385444503,0.457695308843977,0.12244729199073251,0.44379407531597354,0.47083152219974017,0.5380667305148048,0.16020174263426107,-0.0989492514224702,0.5158708032187469,0.5563985727320961,0.4857760346424314,0.48618395350266863,1.0,0.23691376835078587,0.1675180164035169,0.7951526507145168,0.11373091010427272,0.028072890105234293,0.8634467399776062,-0.016727251372568006
Temporal_Inf_L,0.4936495452341563,-0.3735210693748039,0.41170755509793583,0.3560377528943596,0.4829300456859356,0.44508383481859076,-0.2973763053832466,-0.2564589324880747,0.2913076686794721,0.03825085816783541,0.5044572946885051,-0.2339797596942912,-0.11759680181589388,-0.37173731259045695,0.5026494156567262,0.34552523689358217,0.5168555388326713,0.57119945575173,0.4230886134468803,-0.32368567364441697,0.12673920511612163,0.3212397443909894,0.29651695917740345,-0.2633273609422222,0.4879325517003163,0.48308151717517367,0.5073331118517465,-0.2774984575335189,0.14080605661128004,-0.3558320294055726,0.38328716640099164,0.13455609242275082,-0.3898251765254449,0.7492161026677403,-0.17314786468283347,0.4771951183764858,0.4041447890349917,0.1328307058314919,0.2535718643994685,0.3159393196829963,-0.022882324703978607,0.007938950891967781,0.23691376835078587,1.0,0.5352410372756242,0.2421917384657165,-0.379903390849796,0.35929080180763623,0.41017156204345273,-0.009727725554193892
Vermis_1_2,0.645461259536819,-0.3671234262637301,0.3447009371398638,0.4094509733402291,0.5970422990526111,0.470640009090941,0.1348541175309878,0.12192716688327591,0.38694642895694786,-0.24539505809379455,0.285453381146731,-0.05174293417236274,-0.19892738370850596,-0.21825750209602227,0.7206146450585906,0.4556474240113961,0.41897948943222524,0.45615611968126235,0.29703689514410103,-0.19763702820814535,0.2114748552175655,0.5228278336550585,0.43546642420631176,-0.07535130218376755,0.1056832138810887,0.544541496673957,0.5501846777280641,0.051555200105568216,0.34337122953832055,-0.24951480974652465,0.23274158586576826,0.18098052339331713,0.05687696622602911,0.44657382945271723,-0.062100389913650196,0.6537371930625664,0.3802052434035847,0.03697618905664085,0.06699468652847301,0.369021970621272,-0.11707462734471102,-0.08606186645465802,0.1675180164035169,0.5352410372756242,1.0,0.23962233035312203,0.06443860947192159,0.4698564144410448,0.26268243497213595,0.21748984604487762
Rolandic_Oper_R,0.34716973353055186,0.33434431235219886,0.7472031700856094,0.8381369675317867,0.5762206651804421,0.726522148428166,0.40191988986408766,0.07242994421252456,0.38897117271333265,0.3482969340435953,0.4275018751843219,0.4076391937722959,0.605586973132263,0.39408920495087696,0.615528061904258,0.5608713962137761,0.6624230307885159,0.7206869511984315,0.6365592359995114,0.40020283253998734,0.2557008222642675,0.6147713496565022,0.5400915510726603,0.38982396380270795,0.3112980122817077,0.7640934919392687,0.3376961485898579,0.24050795199341915,0.7164128997268177,0.36601806828384026,0.5621742823789797,0.36363418477281007,0.28621803997808615,0.5068292989068224,0.4880896141657197,0.5149984173819666,0.39236795422122783,-0.09190955855034007,0.4744915205203315,0.4913955510570509,0.46303640922312145,0.4184291260185069,0.7951526507145168,0.2421917384657165,0.23962233035312203,1.0,0.2855406449481975,0.24952774595704988,0.7738678778441874,-0.015111869848055745
Occipital_Sup_L,0.13877884771630994,0.3175546448019322,0.14654242142868756,0.277616282664896,0.052375525721343595,0.3201540876242489,0.8711902307876622,0.80012965800133,0.41258216338712406,0.11517744748314596,0.013806327561659226,0.23432454365519745,0.2650470628967541,0.1980195760294216,0.06459717234032775,0.022302216387151227,-0.0731854880488882,0.04903642152961681,0.07486269243875932,0.08747320021965582,0.013932545594236364,0.3525882275093881,0.023299378166511977,0.26251681007951194,-0.0404894583231898,0.324139640857164,0.27104530294694834,0.7235894257028784,0.3374231662017743,0.3680962402583213,0.1384778512160978,0.11594507151567947,0.9635734897568268,-0.30891109663322097,0.07466557420607402,0.18083957876093792,0.15315995975964644,0.16234947982048567,0.08797532218495098,-0.038607468126189926,0.012444495461837922,0.045515900877629245,0.11373091010427272,-0.379903390849796,0.06443860947192159,0.2855406449481975,1.0,0.07431583971555233,0.016523816759319205,0.2641499595103641
Thal_LP_R,0.5419009670500057,-0.32654110012618764,0.19856566159062478,0.3785034409620856,0.3596644229443832,0.24659254578736076,0.09233109843742542,0.2877328377753265,0.5865580156264836,-0.09079769238015,0.3631541789005457,-0.2936630091714043,-0.04085695417878575,-0.20083861678116144,0.5170689498099519,0.33505557726631335,0.23108632472045212,0.4149133562546946,0.12629328343253962,-0.23699027409722423,0.04011823314768017,0.55272680525694,0.35221321464052274,-0.2132957550965725,0.18151118613436068,0.4053165589940305,0.42274052553151364,-0.048351351407892304,0.16224763607445195,-0.4009214536672321,0.287507441191391,0.05632348208905171,0.09338327774569526,0.4050902825038551,-0.16867408141635132,0.25519440175890545,0.5445124404500341,0.2581135749371119,0.030139426305761288,0.22284673567697602,-0.1354038113667951,-0.06619186070369182,0.028072890105234293,0.35929080180763623,0.4698564144410448,0.24952774595704988,0.07431583971555233,1.0,0.20747976714990418,0.027369204577375544
Caudate_L,0.39318010525881386,0.19714107162320668,0.7489433253079929,0.6377282538544049,0.6931366328531223,0.683282897958843,0.06374257737689061,-0.17019963060824042,0.2340267167836878,0.27026880005287973,0.41109709302313113,0.31992361357628224,0.45958328920878866,0.1496892976812059,0.552949646321334,0.558988287602598,0.6975681912638986,0.8601636613456831,0.6944598591831782,0.2620147179833741,0.18215371154543464,0.5169060091550634,0.5426048061820734,0.2716829304311161,0.21118604185638137,0.7066820319644539,0.23390982555783751,0.07166583261724982,0.450378645017486,0.08422205283627164,0.35616676781999296,0.3671010291488735,-0.00904483291429202,0.5927074676294626,0.2345611831927939,0.5460971195887803,0.4348252464317855,-0.1550860947826781,0.5190337204490308,0.49846946297461725,0.30596112996651215,0.38656588204914955,0.8634467399776062,0.41017156204345273,0.26268243497213595,0.7738678778441874,0.016523816759319205,0.20747976714990418,1.0,0.005108908719813661
Parietal_Inf_R,0.2621606685642735,-0.11084942942343438,0.0262031966173341,0.10347432270295248,0.16055786244782352,0.1688640423644655,0.23105029066363636,0.194810370656415,0.221890919594752,-0.20433022871512505,-0.0818794021438662,-0.06877565513816106,-0.021840144646592136,-0.09438550344778496,0.13031998714313595,-0.036385436354770546,0.08989987267430996,0.1087057746568859,0.02215795941181734,-0.16899831976526178,0.05710117619591819,0.22611204108720265,0.11705392160262862,0.0055222089345514985,-0.1596372598189053,0.22366429930467052,0.198827236570591,0.2939305565974504,0.10992786115146896,-0.03440928868280565,-0.0020592612389155004,0.18595039713227632,0.2392330893454696,0.04163404417203253,-0.17260433860314922,0.19592102773986975,0.1746538834600017,-0.01996644604250964,-0.052672649232702005,-0.019950601428213983,-0.30869599414455623,-0.15708157863767477,-0.016727251372568006,-0.009727725554193892,0.21748984604487762,-0.015111869848055745,0.2641499595103641,0.027369204577375544,0.005108908719813661,1.0
