,OFCmed_R,ACC_sub_L,Putamen_R,Cerebellum_7b_L,Parietal_Sup_L,Cerebellum_9_R,Occipital_Sup_R,SupraMarginal_L,Cerebellum_6_R,Thal_PuM_R,Thal_LP_R,Temporal_Mid_L,Temporal_Pole_Mid_R,Cuneus_R,Cerebellum_3_L,Vermis_10,Thal_PuL_R,Pallidum_R,Occipital_Sup_L,Occipital_Mid_R,Parietal_Inf_R,ACC_pre_L,Thal_PuA_R,Rolandic_Oper_L,Frontal_Mid_2_L,Caudate_R,Frontal_Inf_Oper_R,Thal_MGN_R,SN_pr_R,Amygdala_L,Cerebellum_8_R,Temporal_Sup_R,Thal_PuM_L,Thal_LGN_L,Insula_L,Thal_VPL_L,Frontal_Mid_2_R,Cerebellum_Crus1_R,Supp_Motor_Area_L,Vermis_8,Temporal_Inf_L,Thal_IL_L,Cerebellum_10_L,Vermis_7,Cingulate_Mid_R,Olfactory_R,Frontal_Inf_Tri_R,Frontal_Inf_Tri_L,Thal_MDl_L,Postcentral_R,Thal_AV_R,ACC_sub_R,Vermis_1_2,Cerebellum_4_5_L,Cerebellum_7b_R,Temporal_Pole_Sup_R,Fusiform_L,OFClat_R,N_Acc_R,Thal_PuI_L,Thal_MDm_R,Calcarine_L,Cerebellum_10_R,Parietal_Sup_R,Fusiform_R,Heschl_L,Thal_PuL_L,Frontal_Med_Orb_L,Frontal_Inf_Oper_L,Vermis_6,Temporal_Sup_L,Thal_VA_L,ACC_pre_R,Cingulate_Post_R,Raphe_D,Temporal_Inf_R,Cerebellum_4_5_R,Cuneus_L,Thal_Re_R,Cingulate_Mid_L,Thal_VA_R,ParaHippocampal_L,Thal_VPL_R,Thal_LGN_R,ACC_sup_L,Occipital_Inf_L,Pallidum_L,Frontal_Inf_Orb_2_L,Vermis_9,Amygdala_R
OFCmed_R,1.0,0.7564499996073941,0.40909050620142123,0.03792803870783334,-0.0280527278502787,0.41353509311534437,-0.02059920872298104,-0.06021124975364049,0.4055081443752816,0.549311625608449,0.5486164916382184,0.49802573008629647,0.7916895291247078,-0.060163138363117596,0.3282227840117819,0.1509070255782799,0.002637861586778794,0.5364739701647445,-0.0024610001550133143,-0.025478756979430396,0.21619172724971356,0.6094911135613176,-0.25959898349300464,0.5133492301455307,-0.4307885935825119,0.48439404026932575,0.0655523985406026,0.24995293609033434,0.6445265281587768,0.19724970375868553,0.10577806465260858,0.42223873977124177,0.5448719009020394,-0.09945089854633452,0.2063088651288839,-0.17913185405107218,-0.4349115478728893,-0.13385814183089725,-0.4181946338112845,0.2528249729005661,0.5243386533253112,-0.2720956211770253,0.5249866288017756,0.10109492324102394,0.5473876346289448,0.7994498833704968,0.3773916370278244,0.3041866870254566,0.4851795885659777,-0.23006642019930207,-0.44743049610880137,0.5901703041562119,0.41187902558192896,0.4167223938549308,0.0025102547822813703,0.5894837005491733,0.4933855261924336,0.7216934049099374,0.7729997021410308,0.04676937278884568,0.04715854404888572,0.16954314161659303,0.41421332425378615,-0.06344165805356282,0.4340740999700484,0.49362972609324385,0.13183867086975393,0.8127161784665163,0.22204200378969965,0.35377174952889223,0.3552645465645962,-0.3269655880799432,0.33201485924572155,0.39105102619184984,-0.06954865301617315,0.447542122306103,0.4732111226933953,-0.037464783676280464,0.30495835482369277,0.4452507778072282,0.03004564137615208,0.5360358899545291,-0.23892617151326548,-0.16469165077845768,0.5293579880468672,0.026880911566794723,0.8045363305306373,0.6548522864462897,0.4627180025500262,0.42498163337676487
ACC_sub_L,0.7564499996073941,1.0,0.6659679408184987,0.07285062414266394,0.006075013914795007,0.3924577740888259,-0.011327982556092698,0.0024600080368014495,0.5313558584090078,0.5957026798056377,0.4709000521036471,0.545856478131031,0.660523201777341,0.01276583326782781,0.45993988949652265,0.39301850450010484,-0.03039652827483134,0.5946721428623956,0.02355112681201945,-0.015625773390098307,0.09739211379094181,0.8173127325049706,-0.09666658144287485,0.6761925313499403,-0.12093832670776804,0.7922399187642952,0.3385919075361104,0.48447279729571946,0.6693547519926637,0.34136745170394794,0.041296956120145854,0.5405626129668997,0.6010765148737718,0.17436753540991695,0.35207048653218204,-0.006272039371568722,-0.08189689242824964,-0.13391282786121075,-0.19575852378255917,0.3968674024279384,0.5141620787085611,-0.13240080671532825,0.5810617258012755,0.19466220873515505,0.6827031570880876,0.8623820052808149,0.6921098416057754,0.611869204432961,0.545100015978047,-0.07221152660724552,-0.1982721006326971,0.918811999508923,0.3940254785212885,0.4687173419969302,-0.025653128016671214,0.6849749829910743,0.5840238452731228,0.666181915305352,0.5838896774990676,0.1699978483500549,0.2704037152341387,0.23320867474440704,0.3780601805932547,-0.030064619732295687,0.5707041436260043,0.6680054233015373,0.2290325211883633,0.8351714585283935,0.48845257346538173,0.3909730778756528,0.49882399141143013,0.005677671559475893,0.6487893817854374,0.5313868892850765,0.09118108030985184,0.40279569900238904,0.607998998589182,-0.03018259061586766,0.3855887023198592,0.5715451556931007,0.38591999712926245,0.5917984612904688,-0.02415994372355012,0.10724321338350337,0.7498663270433812,0.052928049067845,0.7735665566948352,0.7295900204507093,0.5596680344597608,0.5367688048609348
Putamen_R,0.40909050620142123,0.6659679408184987,1.0,0.008059862656078711,0.21146462439526595,0.2710516578873443,0.18559143595224,0.22559957720925164,0.5523748490104693,0.5027426300303928,0.2516268701814189,0.5155399983206936,0.2027788275863427,0.3159585716281469,0.5427425926188681,0.5049438456810649,0.056494383134543906,0.58517927611489,0.20513001797182312,0.12805308873105395,0.06729370262899419,0.6600298866229534,0.3057390869648836,0.6589698016084696,0.08860070675100165,0.8266937910591996,0.6868414672487084,0.655425392260531,0.5297256780913298,0.4959147426686357,-0.1228221637295452,0.6591779710234478,0.43347099481812257,0.38168433010904596,0.4741877594404259,0.35511943664619455,0.23268394653475652,-0.2726328144176371,0.23455572031044625,0.2833402270218901,0.40217596919147724,0.1279457013032632,0.5011590625471752,0.142302350396147,0.7689860516477408,0.5269657347336292,0.7511404955149916,0.5792839253495458,0.3729880820299014,0.22751641476958628,0.26781461267499235,0.7406243349265128,0.40093886767359893,0.48523152122716695,-0.2902195569978571,0.681724193883575,0.5804668003822366,0.4609093835119888,0.28034681298929404,0.15779753412787492,0.5655598014466033,0.44806360770317577,0.3147660708543184,-0.013341768128782575,0.6248911137342746,0.5986766923625033,0.3664260189438832,0.4054712742239912,0.6127545611697586,0.43292515504457774,0.5966335004535969,0.42167615533667985,0.7406881657692131,0.6364465527185643,0.04789351608876015,0.23052269684446566,0.533675772993279,0.2629039403883604,0.1263005841707762,0.717862924657438,0.7028276481983425,0.5631180295816217,0.3803357251741556,0.3744334587061028,0.7468236585911667,0.04148230906231612,0.45506899645879506,0.6708140407927269,0.6115252134013527,0.6970205743975536
Cerebellum_7b_L,0.03792803870783334,0.07285062414266394,0.008059862656078711,1.0,-0.29191475701710373,0.4478866362344337,-0.3985592223449962,-0.043471177007417094,0.3624648578471418,0.3133669635382186,0.04636501072097094,0.5451749785111025,0.1084039823605932,-0.33612947231071144,0.06543915563002377,0.17089396446624913,0.027671289166522773,-0.03521851199155424,-0.342810721140201,-0.3964566753364697,-0.26657607988790893,0.21926652049958206,0.13301228712016025,0.2247599810524033,0.1920949489144439,-0.03677567371294612,0.07217304003404218,0.05610310479594571,-0.027784427225737336,-0.049432041295466335,0.5638797374576178,0.08383660300122585,0.3586537828436196,-0.11367139436284078,-0.04134147220967567,0.18631445747812045,0.32303043198799414,0.5035672773830323,0.046520102475547706,0.7071341462283464,0.542751792138424,0.13428362121416643,0.38259363690373016,0.6595216466654473,0.09400970309812852,0.02777491381515734,0.17665011321662677,0.28590389802334776,0.26349323811356223,-0.11092913756623998,-0.08160457888838621,0.032903651386565376,0.07220204664335318,0.45866583383949094,0.4629509659970772,0.010494227074524897,0.45364659936394747,-0.24019529592678426,0.18585520069645975,0.42406898933029424,0.0074139422650919915,-0.009677435198486333,0.22978697754915375,-0.14906649869711974,0.20218659745798992,0.10460156703339796,-0.09990622589757832,0.013028672478988609,0.11296452103431696,0.4299969848296633,0.15359347454183458,-0.09620798106416427,0.08134956597312244,0.17747429820012325,0.17333020602381355,0.11374382687357719,0.41091683803317836,-0.306795142255913,0.09999296212197949,0.12110697431309969,-0.02665387524996732,0.37058807994288034,0.058846851810724625,-0.2156577400554474,0.171094745145147,0.5295907956840279,0.1862124613032927,0.21728679323481792,0.17019378262070123,-0.08591010159121745
Parietal_Sup_L,-0.0280527278502787,0.006075013914795007,0.21146462439526595,-0.29191475701710373,1.0,-0.004891905841022483,0.6896222547615353,-0.12028768646550685,0.23868494435699317,-0.0005377058335260032,-0.048351351407892304,-0.26983228185838204,-0.00877203696415469,0.5568183054429107,0.19330418127364105,0.1924552562914899,0.07005548739274164,0.16582310302963066,0.7235894257028784,0.6314024922498509,0.2939305565974504,0.02716045942995111,0.17738207657015598,-0.13756786275627594,0.09487269379467285,0.22278102763409016,0.20880467450318949,0.2088178856799057,0.17174189033664636,-0.010285918773522695,0.028590047495506317,0.20811203061140168,-0.13901439506617677,0.1617319989801652,0.07680263159805685,-0.009319172729253106,0.043520826442033755,0.05603918454484428,0.13960059117355808,-0.03325168029342123,-0.2774984575335189,0.053020838716728594,0.003037643223152393,-0.09721555704034546,0.09541230052947457,0.09142351493174537,0.1157178254372382,0.04402784665093928,-0.1699696983664991,0.45648850891301873,0.24866922936960598,0.053405339563287094,0.051555200105568216,-0.11196830471677063,0.0040544139864446705,0.09200906683213733,-0.13584667184081903,0.11035709874106898,0.030863521883510516,-0.06005853975328636,0.1941857245539479,0.3417606531387688,0.1872743442899416,0.22122549979706943,0.26909293170372367,-0.0034434827098191274,0.08406701694266895,-0.16579751914342972,-0.09815298221132672,0.043155966019187704,0.01653146709241744,0.14906017520120055,0.08612609580617911,-0.09349514559005483,0.17497432791940232,0.23849417326908154,0.11836316044692334,0.6450224936738608,-0.00973967725172986,0.09579701851303693,0.1814017284472994,-0.16971601671809186,0.16581905627513305,0.2169973962636578,0.07236967779724783,-0.24485959974871652,-0.05155796157508236,-0.04718963192005658,0.07909902200590715,0.028154799061604504
Cerebellum_9_R,0.41353509311534437,0.3924577740888259,0.2710516578873443,0.4478866362344337,-0.004891905841022483,1.0,-0.027139175185607732,0.09796819323962268,0.6397443304571487,0.4859831338859281,0.5255378424494731,0.5646020843759507,0.4714344246448054,-0.06775785671483232,0.3600106903470728,0.3271523469029715,0.23651902012459222,0.40546756262694794,-0.020975194691212343,0.004655828985698226,-0.03426199568918955,0.44084230683133463,0.018606577270120914,0.40304692012984517,0.11796127578036102,0.44129173508966796,0.33352170063812153,0.3596773736456684,0.4270036273420444,0.3393673495579402,0.7391529187690019,0.4542134236599523,0.5175617164740248,-0.1068964596831925,0.2994413999522566,0.11342370862065906,0.17055997007332407,0.49706368187326616,-0.01660466010417333,0.6252913531057404,0.6704531146640693,0.025358055277405457,0.5115436484359551,0.6331464580838481,0.461734448676349,0.46088675637987403,0.420561165309519,0.4503068065231441,0.4001417487885428,-0.17753577227898737,-0.1543701903626942,0.3765724560358222,0.39208721117337253,0.5368315539080859,0.38128818125517666,0.3817636578312691,0.5895369882977707,0.28325870688418375,0.5622592595375063,0.16378201273223042,0.14692543025744817,0.39724533536734663,0.7367252535102883,-0.1825378599495249,0.5708094769042986,0.43424272587850166,0.06277147007590093,0.3000145672681664,0.42350094914516667,0.45642957776016235,0.414922443516271,-0.0747950036754438,0.34603268182409996,0.40531776608652265,-0.0968843393938066,0.5798498846778614,0.6055380924375099,0.053791362303656755,0.2181683040859108,0.4997582928288411,0.180741281943248,0.5273397001281984,0.10221391754959123,-0.1295240781855492,0.46635853158851565,0.2696956570565295,0.5223829863778557,0.475124864424001,0.43538843856302906,0.17188842325556242
Occipital_Sup_R,-0.02059920872298104,-0.011327982556092698,0.18559143595224,-0.3985592223449962,0.6896222547615353,-0.027139175185607732,1.0,-0.03284111482385559,0.29224906870017897,-0.15279790601349083,0.09338327774569526,-0.3564246962102605,0.0966395053871117,0.7714683419937995,0.16284527335503007,0.2320148512481648,0.09567478226799375,0.2711520132949159,0.9635734897568268,0.9461884406657347,0.2392330893454696,-0.07763987478660676,0.17506198811466525,-0.2055035977083676,0.05765678848827798,0.23003681104170398,0.22910135815369936,0.23630562506031505,0.13061929715672613,0.0024723487549492317,0.08158178662061594,0.28306530809140673,-0.3018877825058764,0.05666018735082589,0.06097884025996548,-0.09575138740670804,0.004233237632170439,0.14122884937133642,0.09812984287060228,-0.03985845650330236,-0.3898251765254449,0.06446408035605355,0.02053046262866493,-0.0650675267635929,0.12171507417428487,0.1338829044384664,0.08739358568223378,-0.0876023703211243,-0.21036545115904065,0.4796299583983734,0.27436845386782416,0.019402525888000448,0.05687696622602911,-0.20815526208015028,0.06814399213516543,0.2071408896137787,-0.24141251335959701,0.1963286441176664,0.04818291425330977,-0.17183089526767603,0.28174949760741963,0.5197819471204113,0.2669705691491827,0.20988665416796948,0.3612848559082971,-0.12979710713089349,0.1352985109310786,-0.18191343438566462,-0.10928798429274798,0.11203391176721966,-0.07004736331582483,0.13327418988036058,-0.07330200847416968,-0.13761197863232855,-0.0628587191931056,0.4167532137263272,0.11115816015586126,0.8788820827712934,-0.07325789018023825,0.13399242387724528,0.12244729199073251,-0.2972942453552441,0.15060018100823203,0.21127068923778913,0.020037002723237926,-0.18879448125363993,-0.12257619793927972,-0.16044564929223992,0.07247293055645714,0.04622732311756811
SupraMarginal_L,-0.06021124975364049,0.0024600080368014495,0.22559957720925164,-0.043471177007417094,-0.12028768646550685,0.09796819323962268,-0.03284111482385559,1.0,0.2167756612597937,-0.20404846533942295,0.06289356992316779,0.2993687526481316,-0.0709442215855725,0.34641847040890983,0.1031265023011917,0.3321774859916701,0.14230165558578023,0.07591279925499635,-0.1081491073568811,-0.0373098958628561,-0.13764713042623714,0.013800376875279165,0.3713060463500832,0.3818123488428057,0.38594290261734626,0.19835105261723587,0.46799110077115674,0.26056173834997604,-0.18502311699142793,0.36443550354292037,-0.0032913272729550923,0.34959757601637625,-0.14947406303556166,0.34229632797015797,0.43602125773648825,0.48686145810937287,0.29180754620119503,-0.05819176462165383,0.5630690989073661,0.08730916119503454,0.04352121077408837,0.4926781733651156,0.3046583790199968,0.21180142644703667,0.385823195795984,-0.03932915383744919,0.1858514914676854,0.20805644336408247,-0.04822619661330361,0.035071881532277464,0.41071990120225077,0.1126530056838723,0.0899354195313147,0.258024423737801,-0.03275308398277409,0.28296580788257486,0.2912079081039555,0.015369947729903176,-0.15381460077595374,0.07548543301193406,0.5193485828263916,0.43309157678339194,0.10312033825222251,-0.05223987858441202,0.2371870846540783,0.2388685860758083,0.38624077691415687,0.014545945494040424,0.6170911235375149,0.3052726171075092,0.579519451741962,0.5452657499564821,0.2874234618065044,0.38561549488016783,-0.29155131681504637,0.07956300605073399,0.06760195845595558,0.2015801933979861,-0.1935300801866112,0.43556884856228917,0.3904703478095176,0.11086200229908783,0.47554761719005756,0.32538240307545,0.17241638160584397,0.27742927260061306,-0.22377075140509445,0.12553721657011666,0.3122140056453079,0.258026158104209
Cerebellum_6_R,0.4055081443752816,0.5313558584090078,0.5523748490104693,0.3624648578471418,0.23868494435699317,0.6397443304571487,0.29224906870017897,0.2167756612597937,1.0,0.48379985556587396,0.3909884174552299,0.5835545724445462,0.48868268481049615,0.39247733294604226,0.5920860046781966,0.7557511417950175,0.2865788023457809,0.5225267378578474,0.3196944461955145,0.21273147403113277,0.09435499279010787,0.5804756291385456,0.38507820960721545,0.6018746174612036,0.2975546573813053,0.6484601749902523,0.6422111127277903,0.6815278056003246,0.4098171319404723,0.405674434377746,0.5273710529863712,0.8172346420070624,0.412303516966164,0.3373673215009469,0.5124718482274311,0.4170427627595663,0.27657610361320134,0.3939865630653,0.24213419449879323,0.7854193702125072,0.4750396633648132,0.34982347281498455,0.7160778461606633,0.6944547076269149,0.761730306962166,0.5553114299529178,0.6507817129241223,0.6385364341869664,0.3801271400576255,0.28434396184559985,0.2168468441088217,0.5339136636967696,0.3723793648508738,0.6813216556502807,0.4015929515472253,0.6442528434572954,0.704931586715653,0.33559051484714153,0.4672288271985844,0.41750176934221994,0.5568054359173452,0.7030315544524005,0.7094584491019491,0.025063054820971223,0.9346121692839079,0.6003073944223841,0.3850181327958075,0.3152199394844876,0.49985615986729387,0.8066859813667967,0.6923732557341551,0.31305921374313483,0.49588489581047607,0.6402844406742185,0.17622724077303364,0.7217561170781511,0.87015219865145,0.4159412369633084,0.21103219601312273,0.7511540413057409,0.5426103797519997,0.5288667582404141,0.46699220241140155,0.3148444539474186,0.6958501372625598,0.347677089127101,0.4101095012643819,0.5675774063126716,0.6617312551050246,0.2580274969668714
Thal_PuM_R,0.549311625608449,0.5957026798056377,0.5027426300303928,0.3133669635382186,-0.0005377058335260032,0.4859831338859281,-0.15279790601349083,-0.20404846533942295,0.48379985556587396,1.0,0.3775387522052414,0.5129281658186436,0.44250410216426544,-0.20915548054136404,0.5023461345559956,0.21397817606441397,0.08940579959625657,0.4845477572119221,-0.12258381247056907,-0.18088900626279264,0.13621176325632847,0.6542429436934408,0.0072405707226476336,0.5639085071019039,-0.15789975035332834,0.4860362067765348,0.32455072878920954,0.24825623935289184,0.6538050443779502,0.3008900755393184,0.1805533101881658,0.5126730326132226,0.6554216524035065,-0.10355976313279239,0.26913085934996095,0.11811607574071922,-0.004565186902148648,0.03149335207447661,-0.16102285278299017,0.43034324507879484,0.616607566362814,-0.18553379778504228,0.5383587781241452,0.24656633295425862,0.5673234328277373,0.5317520241590951,0.5792687144674236,0.45536143016066033,0.42889308040577334,-0.1510504904615654,-0.19637743539553454,0.5177893062961105,0.5134070859689837,0.48101173477393844,-0.061613005820257666,0.5149193951193156,0.6098570024171106,0.5061901319492536,0.6339133645648798,0.13911783561291874,0.07061342240364214,0.14152116963964312,0.45732432121046673,-0.21569101567412044,0.4863127914922043,0.5468204874890343,0.08536101161419632,0.4580083243352681,0.258818154307222,0.3353968026099758,0.37640221849603783,-0.08591798942047162,0.4839361491169573,0.5583108894689157,0.1994821018448345,0.34115509866238625,0.5972588716532143,-0.15864114140889238,0.2834312561374885,0.4968407955761762,0.2552209136231543,0.6563109641374925,-0.01670966674805803,-0.13362666637264406,0.5836781688901348,0.046620639173520495,0.6559774284332955,0.6340196195831915,0.6072843489680886,0.41970696828753623
