,Pallidum_R,Parietal_Sup_L,Heschl_L,Cerebellum_3_R,Thal_LGN_L,Vermis_1_2,Thal_PuI_L,Rectus_R,Thal_LGN_R,Caudate_L,ParaHippocampal_R,Temporal_Sup_R,Cerebellum_6_R,Lingual_L,Cerebellum_6_L,ACC_sup_R,Amygdala_R,Vermis_3,Occipital_Inf_L,Red_N_R,Calcarine_R,Cingulate_Mid_R,Olfactory_L,Rolandic_Oper_R,Rectus_L,Temporal_Sup_L,Amygdala_L,Thal_IL_R,Lingual_R,Thal_PuM_L,Cerebellum_4_5_R,ACC_sup_L,Thal_PuL_L,Cerebellum_7b_R,Thal_Re_R,Frontal_Inf_Oper_L,Thal_MDm_L,Fusiform_R,Cerebellum_9_L,LC_L,Cerebellum_8_R,SupraMarginal_L,Fusiform_L,Thal_IL_L,Frontal_Med_Orb_R,Precuneus_R,Thal_MGN_L,Frontal_Mid_2_R,Thal_VPL_R,Caudate_R,Cerebellum_4_5_L,Occipital_Inf_R,Cuneus_R,ACC_sub_R,Frontal_Sup_2_L,Temporal_Pole_Mid_R,Heschl_R,Insula_R,OFCpost_R,Cerebellum_8_L,OFCmed_R,Angular_L,LC_R,SupraMarginal_R,Frontal_Med_Orb_L,ParaHippocampal_L,Temporal_Mid_L,Occipital_Sup_L,Thal_MGN_R,Thal_VA_R
Pallidum_R,1.0,0.16582310302963066,0.47655483878676125,0.4415966128271824,0.0505009278922801,0.5095711837365638,-0.03405825324969326,0.4276013337880442,0.05998794530166808,0.4417888394454848,0.5845116413878384,0.6186012560538638,0.5225267378578474,0.4166493393478958,0.36324990759231207,0.5856146430843971,0.5162917029373667,0.6194851637384791,-0.07891643662313176,0.5170665053773513,0.4556292074808297,0.6283355132339634,0.5828169133908182,0.5143253115497929,0.3980643614710723,0.4750581035759869,0.5399847485594519,0.45256776031228535,0.46000442934464586,0.4215964082738812,0.45940906860353087,0.5936362099677109,0.28313935142071067,-0.03562732261370115,0.239386627927562,0.403257740183082,0.5278925028677268,0.5725896367364587,0.4311640170275871,0.17769946960927405,0.1906094376639693,0.07591279925499635,0.5028598479684523,0.045663917351377106,0.5287303313089383,0.43687857641393746,0.2081015647808914,0.018503997050117085,0.055079041820523846,0.6559687083446555,0.4455197407188274,0.20237850814045183,0.2542426453239728,0.5072983495211142,0.028562267509412417,0.4273360909505362,0.5117702241826335,0.6853976506732027,0.5238092878099045,0.02627366622526593,0.5364739701647445,0.1793895700587059,0.04196291929201983,0.010830813868020745,0.4028428914139724,0.49643421579192815,0.3447644567823254,0.25796635421072905,0.34953346368114335,0.3599941891877035
Parietal_Sup_L,0.16582310302963066,1.0,-0.0034434827098191274,0.048051017869643865,0.1617319989801652,0.051555200105568216,-0.06005853975328636,-0.011301312810608822,0.2169973962636578,0.07166583261724982,0.1895284985008582,0.20811203061140168,0.23868494435699317,0.08021006949927391,-0.13055504260724418,-0.12135953491744284,0.028154799061604504,0.02652438212551361,-0.24485959974871652,0.03848147142765438,0.3428987224272782,0.09541230052947457,0.05120618702239909,0.24050795199341915,-0.004234431470020808,0.01653146709241744,-0.010285918773522695,0.147600189456107,0.23019612090450475,-0.13901439506617677,0.11836316044692334,0.07236967779724783,0.08406701694266895,0.0040544139864446705,-0.00973967725172986,-0.09815298221132672,0.10283512747624526,0.26909293170372367,-0.13590039567707815,-0.37171647497659505,0.028590047495506317,-0.12028768646550685,-0.13584667184081903,0.053020838716728594,-0.028775576880005323,0.31259152811173363,0.20912724818791278,0.043520826442033755,0.16581905627513305,0.22278102763409016,-0.11196830471677063,0.5470599987836123,0.5568183054429107,0.053405339563287094,0.0768850036086729,-0.00877203696415469,0.3014220154676789,0.33473130975015397,0.15821413787840202,-0.36278272041837456,-0.0280527278502787,0.2336876623947822,0.04805500985822268,0.2975643027478801,-0.16579751914342972,-0.16971601671809186,-0.26983228185838204,0.7235894257028784,0.2088178856799057,0.1814017284472994
Heschl_L,0.47655483878676125,-0.0034434827098191274,1.0,0.6089956263618054,0.409338473466788,0.31918556376575175,0.21313722765265236,0.3711986320548043,0.28682355840545126,0.6853509714595055,0.7361208511726782,0.5818092255109192,0.6003073944223841,0.4654978198607601,0.6914054905449555,0.7084321681702398,0.442055207713561,0.6669317384119348,0.04918543811468944,0.7018030023346563,0.3377629455773257,0.7388862263015528,0.692467935615877,0.6607877698557727,0.36114405357535245,0.6784952776138579,0.4356797455469901,0.6393530529611908,0.43217052151618,0.5911556001375691,0.6553879278762252,0.7283255069333804,0.3264325518193073,-0.06856144146461289,0.26556021030075944,0.6996144052447948,0.53122816018163,0.6459269571229199,0.46586582265632775,0.3660121477701456,0.1308248031532748,0.2388685860758083,0.7465962612491506,0.03925555100855555,0.5339065490544159,0.4589303470017935,0.3841890248473663,0.1505725189104639,0.22127873177681118,0.7162331425911389,0.6590758699214659,-0.15708501374778183,-0.030328862831402553,0.6806833371649685,0.2949654576388921,0.38306815852053927,0.6086549528566352,0.5986975607165512,0.529360029993826,0.2248717604907438,0.49362972609324385,-0.007588552866899247,0.14501311888222088,-0.1299672629161929,0.5267193104950258,0.7046980903520172,0.49799370719097513,-0.13500360200020387,0.6176204986107944,0.5753089237796892
Cerebellum_3_R,0.4415966128271824,0.048051017869643865,0.6089956263618054,1.0,0.19997659212513144,0.474908967435663,0.3167173382755195,0.3922201591365854,0.02835945914439935,0.5021657329253373,0.5967623404301923,0.5052783693217167,0.610641142530192,0.42741463935193696,0.6199564794261876,0.5634245042895599,0.29688638351555063,0.6002523195278832,0.0458240701354856,0.7232657703221271,0.45040943625982655,0.6686405227089725,0.5834339815184826,0.47387018596900976,0.3930693632818521,0.5188982075569357,0.12730617940222133,0.5472460249572025,0.41459365195980713,0.627297529053639,0.7511054967405759,0.616121600975257,0.2142156345368965,0.04121722188161254,0.3870835206293299,0.4844800839878305,0.4647456968494569,0.6798579054106291,0.49448580544772613,0.44087240673951833,0.36113216087702393,-0.0004969656878532996,0.7453507641155479,0.02382515348169866,0.4674150293525857,0.3697593524449756,0.34973173430951565,0.06739328748763652,-0.04021474123930403,0.5758854286098621,0.7463515248862574,0.10199868160738738,-0.0007487388740564513,0.5306331231282481,0.21826042287751252,0.4381980906570129,0.44373298597973687,0.6291236338992726,0.5536844850107633,0.3995943902137836,0.4626504661958682,-0.12315439540994721,0.04681371801696994,-0.2160904429242227,0.4461362183741055,0.6721931518392977,0.5886528349640003,0.06716710992644154,0.5116335350796647,0.30485929754715846
Thal_LGN_L,0.0505009278922801,0.1617319989801652,0.409338473466788,0.19997659212513144,1.0,-0.1352663454535889,0.48438258916551435,-0.1715126609173129,0.8030115460345808,0.5030856704633062,0.4282807381737752,0.31043064196467246,0.3373673215009469,0.4762057383822323,0.290078381231041,0.2860050086979247,0.07471346447697043,0.10666148403157272,0.1865962669484588,0.11023046980557767,0.1867731985050678,0.33576973257929227,0.25676058696034215,0.5172500490444499,-0.01790306043295824,0.47560213149136843,0.13165864145547262,0.5454794080160532,0.45034651752456845,0.0518087234076276,0.18283349948348393,0.3182264729703598,0.3556501454199162,-0.09709728879670053,-0.07478531854592749,0.40426635103917796,0.506753049218122,0.35587267280417845,-0.08906504613414575,-0.4076052118875188,-0.2102782919198972,0.34229632797015797,0.2581978534216981,0.4394721700482759,0.0348658384541515,0.5396337468473249,0.8018931331769842,0.2938016505648971,0.5499391581199646,0.35870981481613645,0.26036741810071196,-0.14405298128503435,0.3826523828275976,0.3078357533107622,0.41321725551227656,-0.16216599028809692,0.24731025275351612,0.26858737400557187,0.3859786896809504,-0.2744397111881081,-0.09945089854633452,0.4997093937326907,0.20632632320214966,0.4399483599620049,0.05997792041880933,0.08210681374851425,0.1603120130510731,0.07757989474517646,0.6301076161080388,0.5694164073551072
Vermis_1_2,0.5095711837365638,0.051555200105568216,0.31918556376575175,0.474908967435663,-0.1352663454535889,1.0,-0.18062147650243504,0.40762016141584495,-0.2844402734795999,0.26268243497213595,0.42173106801874205,0.4094509733402291,0.3723793648508738,0.2732735464138921,0.3277552713071852,0.4453469720606637,0.4556474240113961,0.7219182715395427,-0.181037784677329,0.3967024479387591,0.3793922481143392,0.5738121212164563,0.41677255404107844,0.23962233035312203,0.5072458662926208,0.41897948943222524,0.369021970621272,0.20061797245864676,0.27536832201984957,0.4875540464657201,0.43091501338307536,0.45615611968126235,0.18098052339331713,-0.18834526980519348,0.18422190609261763,0.3341378365559495,0.29703689514410103,0.40204153752081556,0.5092713576711502,0.4304576591026563,0.1552112155451058,0.0899354195313147,0.5024758856068275,-0.17377263664985235,0.37880663662732666,0.25129617956522665,-0.19892738370850596,-0.11707462734471102,-0.10253258839957817,0.37452208899424355,0.4902108801858158,0.12192716688327591,-0.005197512498258038,0.29414812080028324,-0.08606186645465802,0.35655711330064455,0.470640009090941,0.5408527185211647,0.3447009371398638,0.1923124632623957,0.41187902558192896,-0.1287560337516095,0.2114748552175655,-0.24951480974652465,0.31984640676733855,0.44657382945271723,0.48704375768229036,0.06443860947192159,0.18784029783679312,0.1675180164035169
Thal_PuI_L,-0.03405825324969326,-0.06005853975328636,0.21313722765265236,0.3167173382755195,0.48438258916551435,-0.18062147650243504,1.0,-0.11340579281135932,0.4496811271717358,0.24652909678569068,0.1869571251472041,0.2824627971177163,0.41750176934221994,0.5091754890577278,0.4503805927594469,0.2759788011272256,-0.1996565504113535,0.011217615733196316,0.44541394927354155,0.2063788523996052,0.17766304368725713,0.18744005227729174,0.19984604631507025,0.2852358573210181,-0.0487923917374853,0.3060886517542276,-0.05309916643851846,0.33034289856721333,0.4471660291416921,0.21042402596066231,0.31528938810532003,0.18962130723043938,0.1813087695480523,0.3365066155234662,0.09253347825564655,0.11880041123741494,0.3093833453703229,0.32647315966700036,0.2371825316209845,-0.009575747161248878,0.2430148245126366,0.07548543301193406,0.35051169548115196,0.4858473398969512,0.04883837912765533,0.27728120535385903,0.5571052030467446,0.296654081965036,0.32392349377105545,0.17441083045226577,0.3886840509245885,-0.15097870248570727,0.1087994687507449,0.19238630192868753,0.33009213858460806,0.04933086116100503,0.09697189410383182,0.14499794383381262,0.322857988641063,0.24560013728828756,0.04676937278884568,0.1551870723223015,0.3061565213955278,0.23080101957350502,0.12275066535195925,0.23291231642160923,0.34340543966445414,-0.11704937480694234,0.3074994133624473,0.19298296741885101
Rectus_R,0.4276013337880442,-0.011301312810608822,0.3711986320548043,0.3922201591365854,-0.1715126609173129,0.40762016141584495,-0.11340579281135932,1.0,-0.22315598646328597,0.1313001784307164,0.24095729223787724,0.2382178967544365,0.2028096403081011,0.09823703100079202,0.13428665017273553,0.4198542665351503,0.34631467191464116,0.4100745883309776,-0.20065084668570782,0.47063826797541203,0.0923643505527684,0.39127249500403244,0.533217876856428,0.08388565644002656,0.8971291152231397,0.12783619649551742,0.04662400777560736,0.17212341548389162,0.13506238104089852,0.46826403061604527,0.3147476122373735,0.3575896837334002,0.010407231934887705,-0.09116610467487651,0.31109505913582736,0.07300604371662704,0.05405832367937951,0.2794716238301328,0.30818525904781213,0.3788238841732554,-0.012677836526309147,-0.2184731215880324,0.3035674781825063,-0.4462198623639696,0.8629933595786164,0.033843822896552495,-0.0970138441357079,-0.6232580694825167,-0.4541671092788675,0.3897828576607611,0.20867776388776157,-0.0092219808492386,-0.13604018665469605,0.4872070282427898,-0.46345685322362573,0.791186329328614,0.15626286990458094,0.3340610107039792,0.018587295698164488,0.007777332956931701,0.8783650105090742,-0.08837449748003041,0.008424507518897801,-0.4516726240370983,0.802105519712865,0.39820735107992017,0.2706416103023923,0.013189072385715084,0.14722990572149644,-0.1523235416639585
Thal_LGN_R,0.05998794530166808,0.2169973962636578,0.28682355840545126,0.02835945914439935,0.8030115460345808,-0.2844402734795999,0.4496811271717358,-0.22315598646328597,1.0,0.42023313080819147,0.416688058060588,0.4264295281616518,0.3148444539474186,0.44568509602721895,0.1578995395219076,0.22970240417616528,0.10643340604713589,-0.0696017062577153,0.19692634628250558,-0.04010464783009424,0.2578336090669143,0.2881494601173491,0.18604274082752242,0.6351157743126599,-0.09385201350131026,0.33319837376376304,0.16193329425976832,0.4684722971834678,0.47557644776174046,-0.17689720829368097,0.10770798188840237,0.20373943666851313,0.2806797431435281,-0.031486195337639786,-0.1640986545590295,0.29249309055676637,0.44710146319104294,0.37966675236556924,-0.08437599477850291,-0.506791085334228,-0.25080683438397944,0.32538240307545,0.1025972695732268,0.5279837699305611,-0.036500988755769806,0.6197319047181634,0.800944354088886,0.41207228518065253,0.6731982984400378,0.3576638685429238,0.09098034813825172,-0.05220951424502299,0.566452784338672,0.2418117799586218,0.3453818985906213,-0.181308658306114,0.22733980433869863,0.20048877704950327,0.3718032339302488,-0.3252511020230522,-0.16469165077845768,0.530043338284304,0.2394843373458729,0.6554115806784044,-0.012518519540557762,0.0017834493734512514,-0.016635245394607343,0.19892041631123167,0.6135401466284992,0.5710889339730146
Caudate_L,0.4417888394454848,0.07166583261724982,0.6853509714595055,0.5021657329253373,0.5030856704633062,0.26268243497213595,0.24652909678569068,0.1313001784307164,0.42023313080819147,1.0,0.8127350587966761,0.6377282538544049,0.5579703855331201,0.44770196968062687,0.5511134492150015,0.754141143707441,0.558988287602598,0.563791338826761,0.12978244903876648,0.6723496799655316,0.31342981206650344,0.7588716466922667,0.756057212979294,0.7738678778441874,0.2386283234074918,0.6975681912638986,0.49846946297461725,0.8003271153472933,0.45073849014356493,0.45480965950942775,0.633084941503388,0.8601636613456831,0.3671010291488735,-0.1710944612870933,0.20545202932812545,0.6883345181715426,0.6944598591831782,0.6192126919687605,0.35989672456320915,0.2431393613280913,-0.07612678778827574,0.22473213213315466,0.6081884033241746,0.2101563811435041,0.4324759362092578,0.5655013496900217,0.45958328920878866,0.30596112996651215,0.47193202147612723,0.8477423847542006,0.5163256942378744,-0.17019963060824042,0.16614633847065985,0.8012851567769476,0.38656588204914955,0.186399817490698,0.683282897958843,0.752346314107853,0.7489433253079929,0.08346467282503577,0.28487379538682656,0.18610668738204741,0.18215371154543464,0.08422205283627164,0.41129649281644737,0.5927074676294626,0.5595631439457399,0.016523816759319205,0.7226808288945801,0.8634467399776062
