,Thal_IL_R,Occipital_Sup_L,Putamen_R,Thal_PuL_R,Cerebellum_4_5_L,Cuneus_L,Cingulate_Mid_L,Thal_PuL_L,Cerebellum_3_L,Calcarine_L,Red_N_R,Postcentral_L,Thal_PuM_R,ParaHippocampal_L,Thal_VL_L,Frontal_Mid_2_R,Putamen_L,Temporal_Inf_L,Rolandic_Oper_R,Thal_MGN_R,Thal_LP_L,ACC_pre_L,Cerebellum_3_R,Paracentral_Lobule_R,ACC_sup_L,Temporal_Inf_R,Cerebellum_4_5_R,Parietal_Inf_L,Lingual_L,Temporal_Mid_L,Occipital_Mid_R,Fusiform_R,Frontal_Sup_2_L,Amygdala_L,Cerebellum_9_L,ACC_sup_R,Cerebellum_6_R,Temporal_Mid_R,Cerebellum_10_L,Thal_PuA_R,VTA_L,Angular_R,Angular_L,Occipital_Inf_R,Rolandic_Oper_L,Amygdala_R,Cerebellum_8_R,OFCmed_R,Vermis_3,Occipital_Mid_L,Parietal_Sup_L,SN_pc_L,OFCant_L,Frontal_Inf_Orb_2_L,Vermis_10,Temporal_Pole_Sup_R,Cerebellum_Crus1_R,Cerebellum_Crus2_R,Thal_Re_R,OFCpost_R,OFClat_L,Calcarine_R,Vermis_6,Precuneus_L,Insula_L,Thal_PuI_R,Thal_AV_R,SN_pr_L,SN_pr_R,Frontal_Inf_Oper_R,ACC_sub_R,SN_pc_R,SupraMarginal_L,Temporal_Pole_Mid_R,Vermis_9,Frontal_Inf_Tri_L,Frontal_Med_Orb_L,Thal_VL_R,Vermis_1_2,Precentral_L,Temporal_Pole_Sup_L,Cingulate_Mid_R,Paracentral_Lobule_L,Frontal_Inf_Oper_L,Pallidum_L,OFClat_R,Cingulate_Post_L,Cerebellum_7b_R,Rectus_L,Temporal_Sup_L,Thal_LGN_L,Thal_PuM_L,Vermis_8,Thal_PuI_L,Thal_MDl_L,Supp_Motor_Area_R,Parietal_Inf_R,Frontal_Inf_Orb_2_R,Thal_MDm_L,Heschl_R,N_Acc_R,Cerebellum_Crus2_L,Fusiform_L,Hippocampus_R,Thal_LP_R,Pallidum_R,Cuneus_R,Frontal_Sup_2_R,Hippocampus_L,Thal_VPL_R
Thal_IL_R,1.0,0.1580696396672962,0.6584225191270348,0.20166807787831773,0.5332649981175162,0.271995723886421,0.6663969527831602,0.448864760776323,0.5303630154803207,0.45152222520972884,0.6349157369107437,0.4119049072780921,0.28737545726088803,0.5022842875225061,0.6724071480734403,0.3047649333491298,0.49141040303458355,0.3270746944651492,0.7192402568638852,0.6951920702062484,0.3850642145638096,0.5571551973976498,0.5472460249572025,0.24953380760842783,0.7233823985680574,0.36650844873304,0.6726386587387168,0.28261348849133006,0.5187851193371462,0.4965033299875972,0.0434679435447861,0.6848108074800028,0.4735803646539013,0.3813050954439846,0.31744586446248124,0.5863745944468262,0.6443710848696997,0.4893934585218104,0.41450625320509016,0.3008836668710693,-0.043256146112430824,0.1381793404151904,0.2494454855640659,0.054929935916594654,0.6380458124328104,0.37304650239423537,0.13443873368275858,0.3118504425979092,0.4380907575979637,0.09499306882489335,0.147600189456107,0.06504919994878611,0.5833211817768906,0.547167443130372,0.5797669476484618,0.5847623798542448,0.04943443549639862,0.010091934332755808,0.45974549390059444,0.742666527907133,0.549084548322555,0.43639556591455675,0.44121185757110903,0.5052371830766509,0.5931295165510236,0.03409968093177187,0.37272258191138585,0.16312652284809043,0.3272933862118204,0.6262386097425559,0.7351919624806581,0.5341430679648437,0.2799481336681474,0.2533535300676757,0.46075578739635387,0.7510630842614253,0.4310615437230933,0.6299055328690915,0.20061797245864676,0.3407205330422209,0.6335304573892248,0.6997134132734733,0.341336182447844,0.6770289888973194,0.36979295906532106,0.232501434524973,0.7238017508438456,0.049909877261196944,0.21276130105110333,0.7355389788101151,0.5454794080160532,0.3987499924228399,0.48072957855646864,0.33034289856721333,0.3891082252072907,0.3909872865569735,0.09075599040542981,0.5847570146409173,0.6346066942209211,0.5580066223012728,0.14968100737881573,-0.11213143703367408,0.5747416047128182,0.709719227635682,0.2309745843610769,0.45256776031228535,0.2805903748564995,0.47761835229979993,0.6520179212059831,0.4630742947558542
Occipital_Sup_L,0.1580696396672962,1.0,0.20513001797182312,0.03253678369994511,-0.19647392836069924,0.8711902307876622,0.1249431131335641,0.11594507151567947,0.18083957876093792,0.5014220225528795,0.049437209535375046,0.26251681007951194,-0.12258381247056907,-0.30891109663322097,0.08407407038604174,0.012444495461837922,-0.20610682848844256,-0.379903390849796,0.2855406449481975,0.24097540053455532,0.08797532218495098,-0.018132989367039665,0.06716710992644154,0.1980195760294216,0.04903642152961681,0.41258216338712406,0.14349524305690536,0.25295778800095825,0.149811875764753,-0.3271157385782596,0.9287888722341301,0.36859059706440517,0.045515900877629245,-0.038607468126189926,-0.15165529792516824,-0.20981167585136645,0.3196944461955145,0.421622869453468,0.02617986896291783,0.17279312120483076,0.00698092236239562,0.31865283887342194,0.32129081255228437,0.80012965800133,-0.203344525541119,0.022302216387151227,0.09931464482322946,-0.0024610001550133143,-0.06781241418006119,0.9277063625470169,0.7235894257028784,-0.11219943340711114,-0.10466136571936434,-0.12545670318587163,0.25856718438728477,0.2029545326819369,0.16234947982048567,0.150233021039059,-0.01503309087214147,0.14654242142868756,0.052375525721343595,0.5031212668817109,0.1384778512160978,0.3374231662017743,0.023299378166511977,-0.21050449274888325,0.23432454365519745,-0.11154558959087645,0.13877884771630994,0.20665378905687737,0.04106914368251678,0.13506301590848577,-0.1081491073568811,0.11407889616394032,0.06459717234032775,-0.04133948383699037,-0.1614831294275709,0.1389739975113583,0.06443860947192159,0.08747320021965582,-0.1682384166213335,0.11041946513760452,0.32091560536372055,-0.1439421005800608,-0.07946761186239434,0.18395845984186984,-0.04060401756067124,0.0975122168632865,0.0014146311917644272,-0.0731854880488882,0.07757989474517646,-0.2578169875521295,0.013806327561659226,-0.11704937480694234,-0.18524343641622773,0.14586846962801037,0.2641499595103641,0.3525882275093881,0.07486269243875932,0.3201540876242489,0.08079680262204517,-0.35479156904581893,-0.24267577497381473,0.324139640857164,0.07431583971555233,0.25796635421072905,0.7634771649470098,0.032406140732151485,-0.08894458354999336,0.12765614729846003
Putamen_R,0.6584225191270348,0.20513001797182312,1.0,0.056494383134543906,0.48523152122716695,0.2629039403883604,0.717862924657438,0.3664260189438832,0.5427425926188681,0.44806360770317577,0.5714545885106322,0.1856814565798025,0.5027426300303928,0.5631180295816217,0.5610297425200609,0.23268394653475652,0.6176520199546743,0.40217596919147724,0.7862083516300907,0.655425392260531,0.4869691439423656,0.6600298866229534,0.49550998803650603,0.21917588505168634,0.7468236585911667,0.23052269684446566,0.533675772993279,0.13879772683563757,0.4793507105799554,0.5155399983206936,0.12805308873105395,0.6248911137342746,0.19002150126488201,0.4959147426686357,0.3849841190454606,0.7175108986527169,0.5523748490104693,0.38673112049463787,0.5011590625471752,0.3057390869648836,0.22336709221401327,0.1318150040343304,0.2720867033679942,-0.05894684440718438,0.6589698016084696,0.6970205743975536,-0.1228221637295452,0.40909050620142123,0.5209679742413589,0.11549491945179398,0.21146462439526595,0.08186090102951846,0.6214061729224561,0.6708140407927269,0.5049438456810649,0.681724193883575,-0.2726328144176371,-0.25465733858500905,0.1263005841707762,0.7722357120187151,0.6600455030896115,0.40762167849783704,0.43292515504457774,0.5610111667663232,0.4741877594404259,0.2966266669908851,0.26781461267499235,0.34050768894128336,0.5297256780913298,0.6868414672487084,0.7406243349265128,0.37125022946325265,0.22559957720925164,0.2027788275863427,0.6115252134013527,0.5792839253495458,0.4054712742239912,0.5614968762399842,0.40093886767359893,0.15524786164165813,0.5777303168413408,0.7689860516477408,0.22792068259410003,0.6127545611697586,0.45506899645879506,0.4609093835119888,0.6875026188664608,-0.2902195569978571,0.34082714094081523,0.5966335004535969,0.38168433010904596,0.43347099481812257,0.2833402270218901,0.15779753412787492,0.3729880820299014,0.28512150969085215,0.06729370262899419,0.6180567594043981,0.7018505742227336,0.6684859392055671,0.28034681298929404,-0.2532152694613535,0.5804668003822366,0.7586535834486525,0.2516268701814189,0.58517927611489,0.3159585716281469,0.36956044697390694,0.7286905672036852,0.3803357251741556
Thal_PuL_R,0.20166807787831773,0.03253678369994511,0.056494383134543906,1.0,0.2671317405928911,0.1942046984494152,0.2661365482780474,0.2835000981707633,0.24934053316724245,0.3307852856635483,0.18402540916121737,0.28727600256868063,0.08940579959625657,0.137234762090182,0.2480529897481023,0.07020668157516892,0.06581231729169462,0.19685524713689304,0.10314447357232051,0.22124715462047526,0.07305984735661315,-0.03623852598333701,0.13265444711223887,9.881900250030765e-05,0.13862470229564672,0.2916386097268594,0.2389860971556374,0.15005144666469214,0.24425579457976382,0.17200122118955385,-0.03182391518314377,0.2912134718156731,0.12655083724187732,0.27088270901150935,0.24377904368482056,0.061932354687289186,0.2865788023457809,0.3112641474794085,0.13054114891233853,0.23525799964595073,0.21539833137530767,-0.04144809690554257,-0.014474484357147155,0.17462136442217155,0.0935467147104997,-0.1148597288288895,0.29447173638964835,0.002637861586778794,0.23991424505952033,-0.001541067294217734,0.07005548739274164,0.0726612590869957,-0.042542412284238905,0.12423752401272965,0.1742831403173394,0.019986368506529288,0.2369625800369147,0.25114207428393015,-0.019833706169445155,0.25260613493026235,0.16454472241351079,0.3559510878967502,0.1554140360323132,0.2856697362418158,0.4304690866178522,-0.08353925006269974,0.20840499124241385,0.11029034466636198,0.07302238059597088,0.23912547214747235,0.007535202414630812,0.2593216262717415,0.14230165558578023,-0.016502231397306864,0.174809918912172,0.18264851665024048,-0.0716200520461522,0.26641553971388804,0.18031971539999453,0.09624483649507325,0.1455269387858184,0.2117659890303619,0.18543901922229183,0.11716723607140285,0.02676522947354167,-0.05153754420423416,0.2757971157716901,0.19200457571564014,-0.07466669291894629,0.3349536998569849,0.05826623682061698,0.13884539870829962,0.1556065115872519,0.13009886478887808,0.20415010849842893,0.17669653623976012,0.1896574524977558,0.14882257097584428,0.30417818094716387,0.19057134060297232,0.11839879109303332,0.02997769344124923,0.2360298578698576,0.16319167322522468,0.06147669058606454,0.16618476428236956,0.13893550179678713,0.08477149314416564,0.13299887276577924,0.3099520661551477
Cerebellum_4_5_L,0.5332649981175162,-0.19647392836069924,0.48523152122716695,0.2671317405928911,1.0,-0.017761697207312056,0.6666738500551251,0.3180599657068169,0.5778218292927008,0.3909606232043604,0.6252644204461851,0.14459778361162134,0.48101173477393844,0.7148550931050335,0.383960057223715,0.22345542004447777,0.6338589342216735,0.6771738786834084,0.5033299036952974,0.46766379192166424,0.31190180498508974,0.516536059405377,0.7463515248862574,-0.029797287569537093,0.6441554065411299,0.4415864201843284,0.7596986081747483,0.012305304603830005,0.652857541614822,0.7467529617168864,-0.28215268069529165,0.6372257636985206,0.37042189163791406,0.38204736671614536,0.6375209543320964,0.6332391153809923,0.6813216556502807,0.4428569205250542,0.6802635236938445,0.15277217765416296,0.21927609627626177,0.020126975678865427,-0.09828626942385715,-0.10468492266872005,0.789032555726995,0.24810887230330517,0.4006226889987159,0.4167223938549308,0.6896541568019599,-0.14170443851675937,-0.11196830471677063,0.38700033686468543,0.5060137229517524,0.635861390176815,0.4831156391885906,0.5226769333115294,0.2439097994222019,0.23403411580605568,0.20781439289192075,0.6511413248774155,0.5826430622950535,0.3916405559669162,0.6757072023378311,0.35859829275266963,0.5945065735999892,0.265608349233685,0.0946082199936054,0.4249144252785956,0.3844596572848628,0.4702745473813008,0.49138786810980983,0.5328200251804148,0.258024423737801,0.3513770007650264,0.6714344321664998,0.683544735685633,0.39946573318666756,0.34943447931152694,0.4902108801858158,0.13289829033232026,0.7232393734063346,0.6852021214071082,0.03693605237642435,0.621568115973358,0.526413923566203,0.21982762985855664,0.7466368091863625,0.18204520047920794,0.1805921100513219,0.7151695582375435,0.26036741810071196,0.5971144172608497,0.7130454922245983,0.3886840509245885,0.5246288782306312,0.2575848727609646,0.040163921622925605,0.4591357850382273,0.5851283261397447,0.5174842184941343,0.4174360270451141,0.3213523034947755,0.8528315171735029,0.6597183292267387,0.3627520108399889,0.4455197407188274,-0.08844397225626817,0.4004814905465657,0.6261655499693732,0.22667263442497096
Cuneus_L,0.271995723886421,0.8711902307876622,0.2629039403883604,0.1942046984494152,-0.017761697207312056,1.0,0.3591684736113836,0.2734908544851835,0.2564863445169162,0.7266918196696894,0.01415697852329331,0.4813132207744035,-0.15864114140889238,-0.1573884843757452,0.3176289349080283,0.1370292222196213,-0.18825031588978985,-0.2973763053832466,0.40191988986408766,0.3280786260914279,0.07188371318787543,-0.09034876097297506,0.14125729872002127,0.3565043477246983,0.08344052836682188,0.48602495798939327,0.2061416069456093,0.4046490083814438,0.3270681324350876,-0.14510873819866166,0.8111203032688131,0.4845173652760941,0.11596049055193408,0.1179249843617049,-0.01464781884505094,-0.07970238183563488,0.4159412369633084,0.6511901674790699,0.16443631721947186,0.319200578177656,0.09902851548688404,0.3766144670593363,0.4531368562401888,0.7431562469088516,-0.0501540186956068,0.09764206885824528,0.15303436719523686,-0.037464783676280464,-0.00463762179899888,0.786796096154288,0.6450224936738608,-0.1593808987301527,-0.05429383369510764,-0.03742768951814467,0.3464500842315513,0.34446864605904537,0.1962234463223179,0.17158578707311847,-0.04836472474270185,0.33328961460689954,0.12519978412199606,0.6657701604734586,0.2706772180550452,0.6055141402705354,0.2793490480437416,-0.2011931219572938,0.41303934529436,-0.11515287957057933,0.08915987344049815,0.45312258426052576,0.01870688216263065,0.2483406275809199,0.2015801933979861,0.09776937069946239,0.18798335731054946,-0.004746289972649325,-0.1824334851363262,0.3201060408080657,0.1348541175309878,0.2947072268183552,-0.019043379207489095,0.28793920728462297,0.5450781212773205,0.04883359380761753,-0.162605885488782,0.1915010842332832,0.15818199204961886,0.0891452391560048,-0.08868011539764346,0.18046707535340267,0.19291656183920822,-0.2766239115458665,0.09534259521270425,0.0033970827370991548,-0.2040129700225796,0.3915094540178985,0.23105029066363636,0.4455891364689176,0.24680748445996603,0.305603657601836,0.07014384008971837,-0.2778731097019582,-0.04249753987219138,0.3897857129905302,0.09233109843742542,0.3192347933760003,0.8538217957807165,0.10864366474362779,0.08497640533144112,0.32281931905947453
Cingulate_Mid_L,0.6663969527831602,0.1249431131335641,0.717862924657438,0.2661365482780474,0.6666738500551251,0.3591684736113836,1.0,0.4299362797155479,0.6202376895215844,0.7096654194306566,0.6312738276687313,0.2927441703212739,0.4968407955761762,0.6987398520831054,0.5578096264604606,0.21195972629175586,0.5558713827497932,0.5415271115427783,0.7929645077804258,0.7036732474395428,0.3332254895499301,0.5855044067808683,0.645347514034329,0.1584139474185326,0.7909926967394145,0.5929286508873127,0.7109401300666217,0.1452804826600481,0.6516788002687638,0.6792283606445668,0.056361348582392175,0.8397173958478195,0.20838475609447502,0.5579745498717783,0.6568084030109905,0.7805000610951152,0.7511540413057409,0.7476267417230674,0.7078328050647099,0.25827935876874236,0.44629378787657187,0.24156895379312876,0.2211564947032049,0.07516686980717567,0.801440442633085,0.5902029585689702,0.18127256631740832,0.4452507778072282,0.664678013192837,0.08243900432717709,0.09579701851303693,0.27585056182962675,0.5664750107236586,0.6528821472149345,0.5623641265459902,0.8015938658288606,0.02197712772239097,0.036222602627200604,0.1660376588127456,0.7334106486163647,0.7013759228718301,0.7189443924720645,0.6077431825878474,0.7967760483742776,0.691262774065712,0.2750485528659956,0.2535868102660788,0.49956955601219805,0.529102499986707,0.8221406952413193,0.5780797774120502,0.5176979968783694,0.43556884856228917,0.39516008544212067,0.7907254468379009,0.5802799602197403,0.3802865062751619,0.5438879174565795,0.5578258239870049,0.19417094851019778,0.7239256573638988,0.9645852719053305,0.4030870218488847,0.7069966439039879,0.4564322044333495,0.5513399615377225,0.8708697149948442,-0.12359213378504269,0.3373806068076131,0.819950737417089,0.3195372985661196,0.4482935331593301,0.496670306655838,0.22419447628828126,0.3836330648801703,0.4177741213735385,0.12244559318072432,0.7271834095787014,0.6887272078112828,0.6983929530841807,0.4528567539733585,-0.056892492103542046,0.8020473638395818,0.8394273423181924,0.44600770231312786,0.6202071631724014,0.3613108907159629,0.359166618947159,0.7016364124791968,0.38767501619499917
Thal_PuL_L,0.448864760776323,0.11594507151567947,0.3664260189438832,0.2835000981707633,0.3180599657068169,0.2734908544851835,0.4299362797155479,1.0,0.32465071659196165,0.42966510091586896,0.24487871510682752,0.4694511287196849,0.08536101161419632,0.18986055117327724,0.4911023253226737,0.10647406949553469,0.13059447629920995,0.13455609242275082,0.36363418477281007,0.32316786939292935,0.2391134814344309,0.18695569751072205,0.2142156345368965,0.18349580312586447,0.3237397985313266,0.27162281601032456,0.32604905145445257,0.406398448638556,0.46013483807383054,0.3046632239759024,0.04329134569382157,0.4035283998971291,0.21866644553080034,0.3300016025383145,0.1171556250784356,0.2846498259580337,0.3850181327958075,0.3804376614573627,0.21830578656176744,0.3491587624124844,0.1204214118430786,0.054001787900377365,0.33073583862534056,0.09278709354484388,0.3558097211073676,0.0819963645784178,0.033407867733012846,0.13183867086975393,0.3419492456269351,0.06783601354261205,0.08406701694266895,-0.02437147656335304,0.26000306340839663,0.28554750863246864,0.3309530875230243,0.2888776164980423,-0.011380952977691136,-0.05568611895117257,0.06454647037459793,0.40402970528587784,0.2545256048818806,0.3479863313621013,0.326370443671402,0.5007120525625273,0.5071942419449624,0.04136898720422343,0.4001219673490404,0.060242959423111586,0.11521877958293396,0.37841850408546995,0.2879754879152458,0.28288755337411936,0.38624077691415687,0.06555107353994485,0.33619752584712576,0.3689640520834871,0.13338687181837738,0.42149938577911594,0.18098052339331713,0.33853727868963357,0.279796419137093,0.4355123789703541,0.27624020066155724,0.37049289580554423,0.05695723560426049,0.11671971071952407,0.49448569275844156,-0.002140143449583317,0.062375417292543006,0.5628208376560307,0.3556501454199162,0.16334476946925894,0.1903434336418746,0.1813087695480523,0.1285042467018875,0.2604550578840395,0.18595039713227632,0.335494157149786,0.4389568628479052,0.3458225895648175,0.10052402276451826,-0.12787981785114325,0.3504310972837149,0.360511581462122,0.05632348208905171,0.28313935142071067,0.3147898073989804,0.1810868326706855,0.42963066183268595,0.41620341037814784
Cerebellum_3_L,0.5303630154803207,0.18083957876093792,0.5427425926188681,0.24934053316724245,0.5778218292927008,0.2564863445169162,0.6202376895215844,0.32465071659196165,1.0,0.5906139283076781,0.4827271043542053,0.14824178573105398,0.5023461345559956,0.4321239551386263,0.3788904084476229,0.09378904546110686,0.45222478506441666,0.4771951183764858,0.5149984173819666,0.4448603163807294,0.2242982850657997,0.49953992066657255,0.49593739848011315,-0.05487418320612536,0.6034921056649777,0.4635366778992674,0.6735751202761734,0.02031557321203902,0.5330557903583242,0.538380040194101,0.08286117054035405,0.6240784364609995,0.17587135233591025,0.4193001524390835,0.48552046518440506,0.5027799477211214,0.5920860046781966,0.5198649195807362,0.5048469453277851,0.32822287412405443,0.4582317808445419,0.06639325372449041,0.009239151951677836,0.10441810414004739,0.5675371430290559,0.3764150403180175,0.14519580932229353,0.3282227840117819,0.6370440057996498,0.14606586284119635,0.19330418127364105,0.2961427111091132,0.46560479367066226,0.5802139629975679,0.5526942506909256,0.6138497956606769,0.04916370511661832,0.05221568735370355,0.23793257017808983,0.5673289296684032,0.5987342545324721,0.4762633482202369,0.40585479899363947,0.4712456400034085,0.5419374118844266,0.18156570192118165,0.24269237966690343,0.4411670047826509,0.5045701534231208,0.5098066514233435,0.4697263524436585,0.3438240220444604,0.1031265023011917,0.35774043354109114,0.6331018950862104,0.5566801183610958,0.3098696307906349,0.4455194147142024,0.6537371930625664,0.003887822470013396,0.5591943087066481,0.6601207872470075,0.08717477047864772,0.4017725335713529,0.4313764825851315,0.4091002234929462,0.6028400428069969,0.002407074624773086,0.3892025859715165,0.5700896608041167,0.13855542951673824,0.39354212816113704,0.4270826229949436,0.09550694158287212,0.2638867572242395,0.1251014783968953,0.19592102773986975,0.6028166792605709,0.5010826950368666,0.6508738674609845,0.41474544473503305,-0.12940185199837315,0.5401285918066758,0.6842258493799542,0.25519440175890545,0.4532504030461733,0.2080301433837981,0.25477859753488813,0.5228875946233156,0.3308448376360663
Calcarine_L,0.45152222520972884,0.5014220225528795,0.44806360770317577,0.3307852856635483,0.3909606232043604,0.7266918196696894,0.7096654194306566,0.42966510091586896,0.5906139283076781,1.0,0.3029999225378246,0.504607704906908,0.14152116963964312,0.18292168949610113,0.534766634910343,0.18850078005407897,0.16459566519223717,0.21912760543597545,0.5909749826473444,0.5716607667935463,0.2474239443512828,0.17363296766413025,0.3496445819722748,0.26531017804046586,0.3936489381389353,0.5964789664543353,0.5210380714585894,0.37211152210152104,0.7376947706953584,0.38690850355219053,0.424505745080624,0.7360197367461357,0.1726292716002596,0.4282748673544235,0.4385673773273914,0.3084420217053105,0.7030315544524005,0.7911212670126012,0.5168689063606281,0.5059821329184916,0.43750280645308026,0.4130139750446449,0.4268962269097671,0.4257554119972964,0.351434320120886,0.2504566555714036,0.2923489904891762,0.16954314161659303,0.30606067865824976,0.43293462538823707,0.3417606531387688,0.11066915403687833,0.2506954606727154,0.3315574938232926,0.6452005682096684,0.5431109518092185,0.17254460328109483,0.1907014824017808,-0.048836990588477756,0.543475717258238,0.3809219021211827,0.8842297188104294,0.5507163169151219,0.8504869637907035,0.5291391361421559,0.07434903290303015,0.41894720116425777,0.24373164964223534,0.2213526448009669,0.6727292771227151,0.24731413062421603,0.4182837504663963,0.43309157678339194,0.2649367557089703,0.46548329817227857,0.305219680427175,0.04314580964228715,0.5254496146818348,0.4071065949820153,0.27974147155209955,0.3369086520691338,0.6419805204924631,0.4615277250806446,0.37513139117187805,0.07953684889910194,0.32266381032834174,0.5958113626928635,0.13376323512200425,0.08354768475293922,0.5954986570153968,0.26899833901054604,0.014802235514243423,0.3583302980765605,0.17628518026097387,0.011150178291867647,0.4236334176157054,0.1658273704884133,0.5898329011041641,0.5377327884315801,0.5549919523575993,0.28642506142392665,-0.11918546961428036,0.43456982060893984,0.6067841714765837,0.1777640563272985,0.4605371224465437,0.7275848364013237,0.24559838510028698,0.42964728512432343,0.5576877145271302
