,Calcarine_L,Frontal_Inf_Tri_R,Parietal_Sup_L,Thal_MDl_R,Frontal_Inf_Tri_L,Temporal_Pole_Sup_L,Thal_PuL_L,OFCmed_L,OFCpost_L,Thal_IL_R,Thal_PuM_R,Parietal_Sup_R,Cerebellum_10_L,Thal_VPL_L,Pallidum_L,OFCant_L,Occipital_Inf_L,Cerebellum_Crus2_R,Insula_R,N_Acc_L,ParaHippocampal_R,Cerebellum_4_5_R,Thal_MDl_L,Amygdala_R,Hippocampus_R,Thal_PuM_L,OFClat_R,Caudate_R,Frontal_Inf_Orb_2_R,Cerebellum_9_L,Lingual_R,ACC_pre_R,Thal_MGN_R,Thal_VA_L,Thal_Re_R,Temporal_Sup_L,OFCmed_R,Cerebellum_7b_L,Cingulate_Mid_R,Thal_PuA_L,Thal_LGN_L,Thal_LP_R,Frontal_Sup_Medial_R,Temporal_Mid_R,Vermis_8,SupraMarginal_R,Temporal_Pole_Sup_R,SN_pr_L,Occipital_Mid_L,Temporal_Inf_L,Cerebellum_8_L,Cerebellum_10_R,Occipital_Sup_L,SN_pr_R,Parietal_Inf_L
Thal_PuM_R,0.14152116963964312,0.5792687144674236,-0.0005377058335260032,-0.41930489785705105,0.45536143016066033,0.511605415412818,0.08536101161419632,0.5672036266417005,0.09560802689741983,0.28737545726088803,1.0,-0.21569101567412044,0.5383587781241452,0.11811607574071922,0.6559774284332955,0.4405745499640638,0.046620639173520495,0.04861517780365536,0.5750886735374313,0.6004704145940912,0.5512191249222551,0.5972588716532143,0.42889308040577334,0.41970696828753623,0.6306059344444244,0.6554216524035065,0.5061901319492536,0.4860362067765348,0.5448873083212082,0.6084105790756018,0.294080216148336,0.4839361491169573,0.24825623935289184,-0.08591798942047162,0.2834312561374885,0.37640221849603783,0.549311625608449,0.3133669635382186,0.5673234328277373,0.5897355098102913,-0.10355976313279239,0.3775387522052414,0.16835474047123503,0.2466477221223342,0.43034324507879484,-0.33131119613229276,0.5149193951193156,0.6748898480411386,-0.04088397665191438,0.616607566362814,0.3853708131414823,0.45732432121046673,-0.12258381247056907,0.6538050443779502,-0.4067313842096903
Parietal_Sup_R,0.013844980713940507,-0.04176965890779613,0.22122549979706943,0.24595706878073986,0.008786618503466147,-0.12205735467253191,0.0414424347822875,-0.10864665277536056,0.03140905447742264,0.04250433790642758,-0.21569101567412044,1.0,-0.08541837241605038,-0.044184606910759455,-0.12449041580665501,-0.028815150719505602,-0.11492539676832518,-0.13540961760694958,0.013469073096503928,-0.13169656167821434,-0.0538095221054051,-0.08780002050223305,-0.114998354160832,-0.10359775329550444,0.012990992924011903,-0.09953819914081023,-0.10515145685952494,-0.024787741477133845,-0.008223544290022278,-0.1873457706089777,0.14351748767390488,0.024633263427161534,0.0769561537204484,0.04534112095487635,-0.08831409191485513,-0.062287267891426114,-0.06344165805356282,-0.14906649869711974,-0.11196128382829852,-0.1595104358662961,0.23210292217085352,-0.09164904667376994,-0.06085272983080171,-0.034829082067600846,-0.06129161566697401,0.23523130293879685,-0.0415719796939482,-0.21034380001556852,0.2555123346237042,-0.278727927368565,-0.31380347371231965,-0.08174114829153321,0.2734987601774359,-0.13825930466347058,0.30754327089730055
Cerebellum_10_L,0.5168689063606281,0.613786857354231,0.003037643223152393,-0.1069301803613799,0.4854479803073737,0.6489445444424712,0.21830578656176744,0.4396671638426424,0.36178824265987264,0.41450625320509016,0.5383587781241452,-0.08541837241605038,1.0,0.22501369824419618,0.5229067743278135,0.5919374216127636,0.3107541782037596,0.11030177733456945,0.5926055806871963,0.666137419163014,0.5522618164205372,0.6238653178405023,0.420449470699051,0.42851078400598774,0.6882771925236822,0.4385462370820655,0.5556363380961292,0.5467640383769247,0.6494099757806595,0.6897335956464684,0.675160466584758,0.519734387703477,0.4055464533522036,0.1259240667017823,0.18778178867472925,0.6151983306782411,0.5249866288017756,0.38259363690373016,0.7260125431421154,0.4063957975097008,0.13249917540959888,0.4607990095250925,0.3663820475167265,0.6259151152014247,0.6353674594123672,-0.04304630449909966,0.6997115949216822,0.5240850878431196,0.07846331235024627,0.46508927469692063,0.3251024662344626,0.5967272763468802,0.02617986896291783,0.5053987485554404,0.04858077336562112
Thal_VPL_L,0.4703627475411544,0.35774364522240354,-0.009319172729253106,0.42742321668555966,0.3529407995603759,0.13873590958116214,0.39920598680671987,-0.26751526292888844,0.5863268169050089,0.3977818448855524,0.11811607574071922,-0.044184606910759455,0.22501369824419618,1.0,-0.28546702399534285,0.13990918328423732,0.5297523098422676,0.041371500557236936,0.2788599177086274,0.12496857370192348,0.47680159074005257,0.337492078506574,-0.13438362395250406,0.1041770140028461,0.2574556756258819,-0.05581634002842513,-0.19559122231667533,0.22504392248391977,0.11583452936563753,0.2568320914400889,0.49048220489380623,0.35707662580532684,0.416230270737757,0.7951263530524825,-0.1525967178471612,0.5755828064298276,-0.17913185405107218,0.18631445747812045,0.38689026444069835,-0.1776594989828432,0.42113584679002125,-0.26195928971232735,0.4338491201626397,0.3295538872355857,0.28204996633895874,0.4888653259470456,0.24772676906338756,0.01544848828902472,-0.1604230880521343,0.15452914224757722,0.14405789256090426,0.20872151598810168,-0.11157475828362877,-0.21299293366607666,0.40921672421642036
Pallidum_L,0.07953684889910194,0.422544646163543,-0.05155796157508236,-0.4880645706134971,0.4875631014166185,0.7021599487602137,0.05695723560426049,0.7680377244350375,-0.041842639422151814,0.36979295906532106,0.6559774284332955,-0.12449041580665501,0.5229067743278135,-0.28546702399534285,1.0,0.6160460924086633,-0.11661408862415176,-0.021100800761271164,0.5824423221259438,0.6553920401019635,0.44556059410881327,0.5441617331725576,0.6858408407165664,0.4398898213554562,0.6297900883074333,0.7697104871093748,0.6460626439827756,0.5538338956463954,0.5898421971811992,0.542853990798775,0.21730461898815548,0.4281013468453945,0.2758168132578071,-0.37191168164772764,0.4269336796755491,0.3525475988331601,0.8045363305306373,0.1862124613032927,0.5458523879747178,0.7512630660214492,-0.09553016453729841,0.57362588334472,-0.02897690339171627,0.18849684274825193,0.3858163726568639,-0.48822361271703196,0.5096136511086375,0.697697348512999,-0.042575248066973555,0.6710747719726615,0.2933245702073504,0.4431399184525018,-0.07946761186239434,0.7936237861344936,-0.377633101135594
OFCant_L,0.2506954606727154,0.6429190554374173,-0.06149039140374632,-0.18362477470238056,0.5394802075601416,0.7468666301873131,0.26000306340839663,0.6150118215095192,0.3420774480839168,0.5833211817768906,0.4405745499640638,-0.028815150719505602,0.5919374216127636,0.13990918328423732,0.6160460924086633,1.0,0.11284422300665804,-0.21709869738572612,0.5355774156604176,0.5742349449079817,0.5393951459135788,0.5291080752259834,0.4118240925452605,0.5403084420052268,0.6006001151494795,0.49597586415049477,0.595294493396593,0.7330128865671148,0.638811925785851,0.45753958897492425,0.4244368802936129,0.694083741298699,0.4538408918033359,0.14688228036206002,0.28507362795280217,0.5688986834300438,0.6914909063770572,0.06205163880357936,0.6745508925243764,0.545072130961316,0.20716346029714203,0.5089777715244425,0.2737039744912113,0.3869522168748255,0.35129932817026377,-0.13596585971645037,0.6802225299883625,0.4156868482175592,-0.1325031057922812,0.47551347345656236,0.12270507023548247,0.3419508961467207,-0.10466136571936434,0.4898976101572038,0.03742595086358893
Occipital_Inf_L,0.33619927483628326,0.15900956625801513,-0.24485959974871652,0.18908781211731102,0.19405938271954037,0.16525751525961993,0.09644350340523777,-0.04833454657943424,0.15508024941437404,0.12343843864999728,0.046620639173520495,-0.11492539676832518,0.3107541782037596,0.5297523098422676,-0.11661408862415176,0.11284422300665804,1.0,0.2055176509462835,0.05299243745143831,0.2819633040957901,0.11231048185227166,0.2673308698686326,0.02259706491751442,-0.15738596786592157,0.06452603892269312,0.008008655777484055,-0.21055796082133707,0.012681082697275232,-0.011328050501692367,0.3402553229832931,0.4928161661707382,0.037915962801454615,0.26943860985905804,0.26354562451382746,-0.18323075326335464,0.30614588879211485,0.026880911566794723,0.5295907956840279,0.15128066465229972,-0.09328219413209064,0.1865962669484588,-0.13521633815486522,0.16312375981847818,0.14749570323180827,0.3696450041364849,0.30906056554816524,0.028529394355362177,0.05440478799476689,-0.1385179541654911,0.29167763306276523,0.3609183160655558,0.22102173543601078,-0.19048397005959353,-0.3215766362977527,0.21101339314104986
Cerebellum_Crus2_R,0.1907014824017808,0.011053540996177821,0.027818556667901458,0.08270926691736417,0.1991451122952522,-0.056070161870239096,-0.05568611895117257,-0.25945392422407354,0.045998673336742256,0.010091934332755808,0.04861517780365536,-0.13540961760694958,0.11030177733456945,0.041371500557236936,-0.021100800761271164,-0.21709869738572612,0.2055176509462835,1.0,0.08475636805401031,0.1374513949624712,-0.06365885925748074,0.39779229792966414,0.09021441831748117,-0.396862999980568,0.04324350829434244,0.11758723920038143,-0.2670223332822515,-0.05310297070493892,0.03711479280798679,0.40020766849585054,0.14166814984130277,-0.1324608372620293,-0.01269212868365545,-0.10457862379983406,0.11861632483569254,0.046756818620081894,-0.17360587218421214,0.5190587358609997,-0.03370499095457618,0.010687809890201159,-0.2367891800901343,0.16745502874717874,0.2512594302445822,0.32616705597005047,0.6156456094650238,-0.11186559187327086,-0.07325773528124385,0.16239945517744636,0.28713797152610526,0.17420156050474483,0.5749165916440038,0.44265858700816335,0.150233021039059,-0.06532383232868373,-0.12458649247464404
Insula_R,0.5973681772459312,0.7243980972559305,0.33473130975015397,0.04918816890754255,0.7024567994284995,0.648044472227665,0.3906510837250407,0.3197613309802058,0.4665530237980693,0.7055763167226062,0.5750886735374313,0.013469073096503928,0.5926055806871963,0.2788599177086274,0.5824423221259438,0.5355774156604176,0.05299243745143831,0.08475636805401031,1.0,0.5160902292258487,0.8520755975448538,0.7837254447086683,0.42864754541830347,0.49580095363677107,0.9197458331553592,0.4989668945785977,0.5279602449056394,0.8114635037035053,0.8011961498171862,0.4874967254711242,0.6248394377822586,0.6628815290031354,0.6685947927401903,0.31346247394752097,0.2519870835522815,0.6912751284560056,0.49761426350474175,0.055357930468742864,0.8253176741139594,0.39384821624058713,0.26858737400557187,0.35842503780248347,0.426872387202447,0.6132275883480978,0.5284744105772011,0.07478529446133692,0.7462820503442986,0.48398656437498905,0.34700664771375095,0.43805283358612257,0.06430187391558152,0.6105453213129515,0.38485714349816197,0.626194147900078,0.10967384582082605
N_Acc_L,0.3086994818755095,0.46368831336984495,-0.09131205289569301,-0.3553148982147317,0.4522140737550483,0.5482942869152726,0.1360034510472719,0.5883930983838671,0.1488787293243756,0.279329726889489,0.6004704145940912,-0.13169656167821434,0.666137419163014,0.12496857370192348,0.6553920401019635,0.5742349449079817,0.2819633040957901,0.1374513949624712,0.5160902292258487,1.0,0.42750975306944755,0.5941548550380056,0.41118205684513115,0.3420306812204052,0.5847422940531279,0.5524072226949044,0.4409935192168421,0.43651108794921,0.5345861443073635,0.685525321035529,0.46684178932321224,0.4723775956408745,0.23994921172366598,-0.09842299982493491,0.15425234723727582,0.4783000620744533,0.6827300773382565,0.42034365712716176,0.5531074565713453,0.49603706947094295,-0.16412454248744135,0.4546030235428346,0.1333035702366394,0.40892186271392633,0.5585283647036339,-0.22218143824770586,0.524881591262698,0.7648494866612421,-0.02188712712690284,0.6350592696107197,0.47613997799558316,0.619582353348251,-0.08132040883564363,0.557102228159838,-0.18939136362778392
ParaHippocampal_R,0.5762859759837556,0.7451892034207835,0.1895284985008582,0.11284321937782003,0.6304615625209983,0.6666366484043712,0.4051145680991364,0.29003642464247553,0.5413520044062663,0.7241688157408471,0.5512191249222551,-0.0538095221054051,0.5522618164205372,0.47680159074005257,0.44556059410881327,0.5393951459135788,0.11231048185227166,-0.06365885925748074,0.8520755975448538,0.42750975306944755,1.0,0.7368067484013832,0.34991503442829575,0.5897423067606775,0.8587478253818378,0.449469269292675,0.46279571585888846,0.7880779971373122,0.6515969676895116,0.5100261508208707,0.6176213481425121,0.6587504349810855,0.808178705632079,0.5020369401457629,0.12372535061454344,0.7544859139038851,0.40078506164310645,0.02480509528304903,0.8883316069479141,0.36483475186484043,0.4282807381737752,0.24476443955596017,0.48229514236280185,0.5653399844423037,0.42019510808668287,0.15480649102897423,0.7465079628051418,0.4175997493765991,0.09548957150914456,0.49130454385270284,0.11071721875625724,0.4651713067403412,0.17161007008664705,0.5526777363893218,0.1496013882162769
Cerebellum_4_5_R,0.5210380714585894,0.6491190134093746,0.11836316044692334,-0.028591967834276037,0.7198844812139351,0.6637262194040069,0.32604905145445257,0.35076162939867794,0.35713474506537923,0.6726386587387168,0.5972588716532143,-0.08780002050223305,0.6238653178405023,0.337492078506574,0.5441617331725576,0.5291080752259834,0.2673308698686326,0.39779229792966414,0.7837254447086683,0.5941548550380056,0.7368067484013832,1.0,0.4211727944426775,0.2967683741627612,0.8089089577876267,0.5417297724832107,0.3103034438976785,0.665158524747089,0.6195938219367613,0.6887586083925459,0.6446169887370305,0.48919616568690594,0.6259880962735693,0.2205543362672278,0.34779832797729204,0.6546726040982915,0.4732111226933953,0.41091683803317836,0.7595572332788498,0.48510020662748293,0.18283349948348393,0.40039513685962885,0.41683415474109137,0.61031284526112,0.8013504009478882,-0.10330273616548796,0.6566319805245855,0.5204116232215901,0.18281922269740486,0.6432016767132454,0.4445484147709793,0.6351253523646585,0.14349524305690536,0.47307691651585515,-0.03535441640336392
Thal_MDl_L,0.011150178291867647,0.3015687126456656,-0.1699696983664991,-0.12428173259427887,0.5230088231660392,0.5669006936681154,0.1285042467018875,0.4380069544638728,0.07939595832193196,0.3891082252072907,0.42889308040577334,-0.114998354160832,0.420449470699051,-0.13438362395250406,0.6858408407165664,0.4118240925452605,0.02259706491751442,0.09021441831748117,0.42864754541830347,0.41118205684513115,0.34991503442829575,0.4211727944426775,1.0,0.1918358655998154,0.4497104594819713,0.7401662927445909,0.29774050393310497,0.4195507906616492,0.3860671194351759,0.4248985115042061,0.21743185362824013,0.3894084772893229,0.2988914834157403,-0.19390630501135026,0.26657762348786357,0.413593860150261,0.4851795885659777,0.26349323811356223,0.41885241059825246,0.6753389124565038,0.176732576340561,0.4304756504646286,0.14126113667709955,0.13597971823082325,0.4018163900036378,-0.3279979717675873,0.27135624441461903,0.35884959371072983,-0.1446063644992641,0.5507883237484155,0.3189327230188759,0.2867122734487772,-0.18524343641622773,0.522396436336824,-0.15591704000962875
Amygdala_R,0.2504566555714036,0.6037905265053796,0.028154799061604504,-0.2296419926674887,0.3215326025914032,0.5320959301624596,0.0819963645784178,0.4037671566524731,0.24229389303678214,0.37304650239423537,0.41970696828753623,-0.10359775329550444,0.42851078400598774,0.1041770140028461,0.4398898213554562,0.5403084420052268,-0.15738596786592157,-0.396862999980568,0.49580095363677107,0.3420306812204052,0.5897423067606775,0.2967683741627612,0.1918358655998154,1.0,0.5277341476902032,0.2911964409806073,0.6281977363508042,0.5809322892461496,0.47632296303064187,0.332700414235795,0.2108885850563899,0.5766592894320464,0.4077375259713559,0.23529765752131415,0.0808438493778605,0.3975961881492013,0.42498163337676487,-0.08591010159121745,0.627584057442928,0.33382746318330725,0.07471346447697043,0.33505557726631335,0.28998749895512765,0.28791785426369104,0.0899126084376514,-0.13465924527265263,0.7223530181135644,0.4033463454078731,-0.05501035167321994,0.34552523689358217,-0.005456583460433219,0.18773881371100393,0.022302216387151227,0.5654912632564466,-0.0207891978994673
Hippocampus_R,0.6067841714765837,0.7429086445666432,0.2885531431339819,0.03721616918354871,0.6602873247314928,0.7166210391442572,0.360511581462122,0.45356202665894174,0.395927177983472,0.709719227635682,0.6306059344444244,0.012990992924011903,0.6882771925236822,0.2574556756258819,0.6297900883074333,0.6006001151494795,0.06452603892269312,0.04324350829434244,0.9197458331553592,0.5847422940531279,0.8587478253818378,0.8089089577876267,0.4497104594819713,0.5277341476902032,1.0,0.5473578217253029,0.589670217675116,0.7891710544839247,0.8227443504897002,0.5588975726616926,0.7021580983832557,0.6108783397561077,0.7024353583600658,0.24786970126824218,0.28944647551643715,0.70026531593501,0.5759452004684642,0.12673069537844997,0.8770526111272569,0.4719141708133373,0.34033811566688255,0.4053165589940305,0.39986637454228585,0.6532652909808421,0.5658926861609268,0.051211493446013216,0.7902478728245353,0.5115241281860268,0.3093986757029313,0.48308151717517367,0.12797363215546864,0.5833830743791941,0.324139640857164,0.6552139578003036,0.04746094944745292
