,Thal_PuM_R,Thal_PuI_L,Rolandic_Oper_L,Frontal_Mid_2_L,Cerebellum_10_R,Thal_VL_R,Thal_IL_L,Vermis_9,Thal_PuM_L,Cerebellum_9_R,Cerebellum_4_5_R,Postcentral_L,Thal_MDl_R,Occipital_Inf_L,Rolandic_Oper_R,Olfactory_L,Pallidum_L,Putamen_R,Vermis_4_5,Thal_LGN_R,Thal_MDm_R,N_Acc_L,Precentral_R,Fusiform_R,Frontal_Sup_Medial_L,Thal_VPL_L,Vermis_6,Caudate_L,Thal_LGN_L,Pallidum_R,Lingual_R,Hippocampus_L,Cerebellum_9_L,Vermis_7,Temporal_Pole_Sup_L,ACC_sup_L,VTA_L,Calcarine_L,Temporal_Pole_Mid_R,Frontal_Inf_Tri_L,Cerebellum_6_L,Frontal_Inf_Oper_L,Thal_LP_R,OFCpost_R,Cerebellum_Crus1_L,Thal_PuL_L,Frontal_Sup_Medial_R,Thal_VL_L,Thal_PuL_R,Raphe_D,Cuneus_R,Vermis_10,SN_pr_R,Paracentral_Lobule_R,Thal_VPL_R,Olfactory_R,Rectus_R,Temporal_Pole_Mid_L,Thal_MGN_L,OFCant_L
Cerebellum_4_5_R,0.5972588716532143,0.31528938810532003,0.7264136186249937,0.23776026403682146,0.6351253523646585,0.4438491456119231,0.18094026719696252,0.6391978520640067,0.5417297724832107,0.6055380924375099,1.0,0.07014451638738674,-0.028591967834276037,0.2673308698686326,0.6185332393707333,0.641761247990537,0.5441617331725576,0.533675772993279,0.8479683877085693,0.10770798188840237,0.41099108262875217,0.5941548550380056,-0.06697630760932649,0.8436143015672668,0.6604341266271936,0.337492078506574,0.6359089854542309,0.633084941503388,0.18283349948348393,0.45940906860353087,0.6446169887370305,0.533514718281324,0.6887586083925459,0.606152562998604,0.6637262194040069,0.7428376493643959,0.21017892582019007,0.5210380714585894,0.5622534603092633,0.7198844812139351,0.7941481278617984,0.5263919268947322,0.40039513685962885,0.6292311158227595,0.3836951384402809,0.32604905145445257,0.41683415474109137,0.40697869147566296,0.2389860971556374,0.2248037851406485,0.10650495274434574,0.6298712365261285,0.47307691651585515,-0.15382748937093585,0.30911576576604693,0.5870564440458587,0.3147476122373735,0.46229043654261853,0.3000016319439399,0.5291080752259834
Postcentral_L,-0.3812944796818261,0.13853272755613044,0.1567127820106653,0.6479345584414834,0.03904028097475935,0.616932644563728,0.5970044343814153,0.11359313686446451,-0.2645034911729142,-0.16608025923494,0.07014451638738674,1.0,0.7122146414187942,0.20223824294490272,0.38982396380270795,-0.01623418740515661,-0.41865729414334124,0.1856814565798025,0.12168308331116684,0.5284271775082532,0.6549116653006669,-0.20153562323341867,0.5421811531423378,0.24749637375511427,0.41746259519155665,0.5266635812261419,0.19769296594658697,0.2716829304311161,0.5747487377481052,0.04520118092276015,0.3908204639627091,0.37813673192910313,-0.18901330273717037,0.09947117248750614,-0.026876271780019546,0.1384570562166865,-0.15203414447065475,0.504607704906908,-0.29589925923598,0.2795853211254148,0.12264576593208842,0.39369484463339344,-0.2132957550965725,0.37896360836925247,-0.19334500019244247,0.4694511287196849,0.47209674811641733,0.7021619393765636,0.28727600256868063,0.018197025348621547,0.5861975808623,0.43398041024701184,-0.3046699737856868,0.5250031932019305,0.6434122955539778,-0.17285532318133429,-0.45844749342620167,-0.6173188962227023,0.5581073001580463,-0.021698248672688582
Thal_MDl_R,-0.41930489785705105,0.37800661001873637,-0.136151065931175,0.6247006556979777,-0.11664381497330531,0.5667454015939445,0.639159194604636,-0.15078701672999112,-0.28517294049772335,-0.1608504320602264,-0.028591967834276037,0.7122146414187942,1.0,0.18908781211731102,0.33434431235219886,-0.12448856462192676,-0.4880645706134971,0.12255643034812991,-0.05364494222645476,0.714026891326506,0.5180034580692287,-0.3553148982147317,0.6130240401410072,0.17439193077645465,0.32547063358250633,0.42742321668555966,0.20973107450283704,0.19714107162320668,0.6832070028462623,-0.12905676833848395,0.3303476566559385,0.2530085969922853,-0.24895968996024864,0.15226051044843206,-0.18507099848557912,-0.021119034791185015,-0.3499762138176891,0.30389980973544506,-0.4493481244761341,0.17339483477987194,0.04032330509824109,0.16993952060902756,-0.32654110012618764,0.29802714461404023,-0.06138266320948531,0.29932618590822535,0.3905828244811623,0.6368528193040589,0.20127627872405246,0.21841454379702227,0.5393491434820182,0.38217143827582295,-0.4443890985705161,0.6534693588765227,0.6343075805320998,-0.2888862956769991,-0.5808908449728616,-0.5409480549839423,0.6634891267743549,-0.18362477470238056
Occipital_Inf_L,0.046620639173520495,0.44541394927354155,0.13050059167313866,0.16485082097399445,0.22102173543601078,0.28590302177726673,0.3955592026394785,-0.034280444658279494,0.008008655777484055,0.2696956570565295,0.2673308698686326,0.20223824294490272,0.18908781211731102,1.0,0.1631652593702239,0.06316650273306462,-0.11661408862415176,0.04148230906231612,0.22067382845498074,0.19692634628250558,0.38085863279617654,0.2819633040957901,0.20042443669451684,0.2284958550959513,0.11936192758654224,0.5297523098422676,0.3785322918934061,0.12978244903876648,0.1865962669484588,-0.07891643662313176,0.4928161661707382,0.21140030919865702,0.3402553229832931,0.5816452590805243,0.16525751525961993,0.13160179116785373,0.016242352078045173,0.33619927483628326,0.09743674996262548,0.19405938271954037,0.44839592191927274,0.1340270019723125,-0.13521633815486522,0.18138906136847707,0.5335505301103985,0.09644350340523777,0.16312375981847818,0.3630868464885522,0.10223994742130565,0.008310262682524125,0.13340185879391947,0.4765189392742906,-0.3215766362977527,0.1341961783351721,0.4807087370919871,-0.01807738089583255,-0.20065084668570782,0.22651345916393495,0.296587606084962,0.11284422300665804
Rolandic_Oper_R,0.3648899570797641,0.2852358573210181,0.683287399989507,0.33165000214714985,0.3376961485898579,0.7318692528331258,0.34868630337016915,0.615528061904258,0.22252825445334562,0.3101191502226731,0.6185332393707333,0.38982396380270795,0.33434431235219886,0.1631652593702239,1.0,0.6284161890356229,0.239026350192385,0.7862083516300907,0.6235495158272931,0.6351157743126599,0.649216146557946,0.3317465048501719,0.4635940278509703,0.7822522191709264,0.6748402841026405,0.47872826034561056,0.5621742823789797,0.7738678778441874,0.5172500490444499,0.5143253115497929,0.6858792015674673,0.727097568164148,0.41113091368583055,0.3112980122817077,0.539651054979927,0.7206869511984315,0.1374155232157694,0.5909749826473444,0.2306160307677102,0.5876421925169887,0.5662263054548561,0.683711406679423,0.24952774595704988,0.7472031700856094,-0.06581860381567355,0.36363418477281007,0.6517544959003755,0.7239403787530848,0.10314447357232051,0.08793302448174593,0.5129097121868786,0.7117489187024486,0.34716973353055186,0.39408920495087696,0.5807179851807976,0.46736407122607265,0.08388565644002656,-0.009877553916386828,0.605586973132263,0.5512047792788096
Olfactory_L,0.5467540281847634,0.19984604631507025,0.7088481956475814,-0.06702550265215484,0.38658499373076594,0.3095497753635939,-0.0445457178945674,0.6381251646536173,0.5771942561106932,0.3945821629037223,0.641761247990537,-0.01623418740515661,-0.12448856462192676,0.06316650273306462,0.6284161890356229,1.0,0.6588936100242169,0.6692281299654324,0.6425813963759814,0.18604274082752242,0.3570794044839534,0.6054422449220889,-0.0689321312081642,0.6774674304218022,0.5035150216051035,0.09160449963976258,0.4329224137045802,0.756057212979294,0.25676058696034215,0.5828169133908182,0.5259473941615963,0.5153959157399963,0.4859261962528433,0.28526210501785343,0.6418849490226773,0.8134166730533341,0.2936566813616277,0.31543736341395123,0.5204723729867059,0.5882188539891361,0.5326098043624063,0.5424183188169851,0.47265518594688855,0.5035665463208661,-0.035715035957363375,0.2552405961355792,0.2909867262444649,0.3314751102700924,0.04264394973516092,0.13852141013802907,0.15154346620635548,0.47369317641404834,0.6356334543690316,0.015349650016889904,0.11266395398599575,0.8264412327021462,0.533217876856428,0.4242532094682065,0.326013230647496,0.7486543003864894
Pallidum_L,0.6559774284332955,0.009599088531016698,0.587105065735265,-0.27788254383697836,0.4431399184525018,-0.16933237686155,-0.3724509253508512,0.5582823761732377,0.7697104871093748,0.5223829863778557,0.5441617331725576,-0.41865729414334124,-0.4880645706134971,-0.11661408862415176,0.239026350192385,0.6588936100242169,1.0,0.45506899645879506,0.6059409545394501,-0.2933596932563252,-0.03219170692458743,0.6553920401019635,-0.4773537225467588,0.4197641178872135,0.3003141097325381,-0.28546702399534285,0.3066840086880098,0.40407135997191407,-0.09553016453729841,0.5937076523524951,0.21730461898815548,0.2738322587910311,0.542853990798775,0.14860426968085755,0.7021599487602137,0.6308026971245619,0.40520947073283686,0.07953684889910194,0.6624864692868602,0.4875631014166185,0.4454321734861682,0.33248602709601216,0.57362588334472,0.3243620583798009,0.06577691616628165,0.05695723560426049,-0.02897690339171627,-0.17302926686891812,0.02676522947354167,0.07131809143813242,-0.2815369502836135,0.1095112122437397,0.7936237861344936,-0.34640547979599706,-0.34767183404912877,0.7792796832660833,0.7702200930659177,0.7036080037930026,-0.09191976744592524,0.6160460924086633
Putamen_R,0.5027426300303928,0.15779753412787492,0.6589698016084696,0.08860070675100165,0.3147660708543184,0.5614968762399842,0.1279457013032632,0.6115252134013527,0.43347099481812257,0.2710516578873443,0.533675772993279,0.1856814565798025,0.12255643034812991,0.04148230906231612,0.7862083516300907,0.6692281299654324,0.45506899645879506,1.0,0.616225416426127,0.3744334587061028,0.5655598014466033,0.4022329944613998,0.25170637316555555,0.6248911137342746,0.5755416364850541,0.35511943664619455,0.43292515504457774,0.8067420221167111,0.38168433010904596,0.58517927611489,0.5006363536492667,0.7286905672036852,0.3849841190454606,0.142302350396147,0.5777303168413408,0.7468236585911667,0.22336709221401327,0.44806360770317577,0.2027788275863427,0.5792839253495458,0.49601159205705536,0.6127545611697586,0.2516268701814189,0.7722357120187151,-0.13870532709524305,0.3664260189438832,0.461103980581063,0.5610297425200609,0.056494383134543906,0.04789351608876015,0.3159585716281469,0.5049438456810649,0.5297256780913298,0.21917588505168634,0.3803357251741556,0.5269657347336292,0.23545849664597351,0.11992371594137806,0.397128359339254,0.6214061729224561
Vermis_4_5,0.6243361826785656,0.2872716590958089,0.7991815775679071,0.17873562833283824,0.6754731489041128,0.41419815061058296,0.15694188515245075,0.7951733477694556,0.6303178659410563,0.6153776723538013,0.8479683877085693,0.12168308331116684,-0.05364494222645476,0.22067382845498074,0.6235495158272931,0.6425813963759814,0.6059409545394501,0.616225416426127,1.0,0.12560036825796722,0.4830387582178314,0.6549899720958546,0.01855812048293541,0.8205646435542191,0.6182085963191744,0.34248614726309223,0.6994190565291981,0.5972956760495158,0.24813877331974551,0.5761093851036156,0.7057172519572089,0.6740262969708369,0.7548491975334267,0.510228852655891,0.6958950214233985,0.7428761647771098,0.4507334381626381,0.5938578450447192,0.4780848103279792,0.6887091790574752,0.8300846416168598,0.6154311191644879,0.44491715616834665,0.6576807077440687,0.2618327008761658,0.40192805481689214,0.4155810477504216,0.3939133754270038,0.2780927318799479,0.12204728170390021,0.11598681206381585,0.589134363085193,0.5739698456566888,-0.03518154522356067,0.28596067898084615,0.5778633061005872,0.32772527977105825,0.37027409396773303,0.29222616385095446,0.5683827301074112
Thal_LGN_R,-0.13362666637264406,0.4496811271717358,0.12993296942648994,0.32564521531797946,-0.08612238465732476,0.6816099666417267,0.5279837699305611,0.04355740819009685,-0.17689720829368097,-0.1295240781855492,0.10770798188840237,0.5284271775082532,0.714026891326506,0.19692634628250558,0.6351157743126599,0.18604274082752242,-0.2933596932563252,0.3744334587061028,0.12560036825796722,1.0,0.54130680254427,-0.21038866159508862,0.6307978675926119,0.37966675236556924,0.2879090367571401,0.4797028282253674,0.29412803428491663,0.42023313080819147,0.8030115460345808,0.05998794530166808,0.47557644776174046,0.492314948803967,-0.08437599477850291,0.08269596483008834,0.10302563881911751,0.20373943666851313,-0.18970605685084252,0.3479664705231824,-0.181308658306114,0.20105804934145374,0.1578995395219076,0.29249309055676637,-0.16840065486528427,0.3718032339302488,-0.2397917339374202,0.2806797431435281,0.40701733593942113,0.7395117516508141,0.11482192606554342,0.17858718602427037,0.566452784338672,0.5663942018668611,-0.18047970879269903,0.6601735420682532,0.6731982984400378,0.02355587658908804,-0.22315598646328597,-0.3413166097535079,0.800944354088886,0.18561177703128454
Thal_MDm_R,0.07061342240364214,0.3056753715836278,0.4127225144914692,0.39550205725390253,0.38602554258460514,0.7175628405602869,0.6125550992229256,0.40468115876977473,0.07211142920776836,0.14692543025744817,0.41099108262875217,0.6549116653006669,0.5180034580692287,0.38085863279617654,0.649216146557946,0.3570794044839534,-0.03219170692458743,0.5655598014466033,0.4830387582178314,0.54130680254427,1.0,0.23046539818244882,0.46982150592064736,0.596857246238197,0.5285923988546957,0.6228944325250927,0.430650190442477,0.5701517628847621,0.48985497451845605,0.44212648983859854,0.6570972141925592,0.5861530506327474,0.2512218721797024,0.2852111331333546,0.371876089810575,0.47679202175983426,0.11481890593189084,0.6806286533887895,0.00017120951939459422,0.43641215787614085,0.4213773198148086,0.478525805797907,0.006238693444814276,0.7082620092242298,-0.020398265342551042,0.5214709603977609,0.5474018526151467,0.816446157388988,0.34300433545529374,-0.033627251982834665,0.5820983505182571,0.65852655304359,0.09077770606413992,0.434318493484333,0.6811150759114825,0.2141353653660586,-0.17294576225219221,-0.23973089229950562,0.6728858754076893,0.3187641494019278
N_Acc_L,0.6004704145940912,0.224117067597674,0.5878450589669156,-0.11534068461541577,0.619582353348251,0.03260756799397079,-0.003832447939986697,0.5661133126775256,0.5524072226949044,0.607462083843518,0.5941548550380056,-0.20153562323341867,-0.3553148982147317,0.2819633040957901,0.3317465048501719,0.6054422449220889,0.6553920401019635,0.4022329944613998,0.6549899720958546,-0.21038866159508862,0.23046539818244882,1.0,-0.17725476855312025,0.5033921677541929,0.2797257496293727,0.12496857370192348,0.46147452604021655,0.33408596868594786,-0.16412454248744135,0.5737194752849066,0.46684178932321224,0.3372919418623649,0.685525321035529,0.40997909130479004,0.5482942869152726,0.5604795754850658,0.4429195301483504,0.3086994818755095,0.577567940706556,0.4522140737550483,0.6023035996277067,0.36124925959972376,0.4546030235428346,0.4127786334715478,0.3295557012929596,0.1360034510472719,0.1333035702366394,0.06631318917197124,0.1049241130236968,0.011787530483915093,-0.04647946700124209,0.26538215741971194,0.557102228159838,-0.10134754001622659,-0.023280908668586106,0.6657769135522682,0.47564285556765556,0.5887771059152662,0.03124971624343722,0.5742349449079817
Precentral_R,-0.2458607413419753,0.2570372307690425,0.06297943550336448,0.4019665864395618,-0.09686227895804435,0.566343500324778,0.5914342072474906,0.021798243443279817,-0.29190262256507704,-0.04114300108558215,-0.06697630760932649,0.5421811531423378,0.6130240401410072,0.20042443669451684,0.4635940278509703,-0.0689321312081642,-0.4773537225467588,0.25170637316555555,0.01855812048293541,0.6307978675926119,0.46982150592064736,-0.17725476855312025,1.0,0.1758222921765517,0.20348661160138629,0.4880940590398253,0.17588618287400867,0.1900527132450119,0.42132163517843013,-0.05105892009578426,0.26598812734557514,0.3138463961551719,-0.013405412102937529,0.12178732840916265,-0.05397528319630792,-0.03255610019296946,-0.08395429204503893,0.3627426689274162,-0.4607861952904243,-0.003755870341102305,0.08184082106141298,0.36068824571065494,-0.1844121294599022,0.3353359515323943,-0.00010491261762117057,0.19494917324885952,0.5355434266521663,0.6044895946567246,0.10149574560346868,-0.08572385498761761,0.4930267156330017,0.2293442823161765,-0.3233659671511426,0.6644475262881541,0.595139087083335,-0.20574836629582907,-0.5178320773122361,-0.5499298047925589,0.4693288336256604,-0.05718115092447728
