,Occipital_Inf_L,Heschl_R,SN_pr_R,Thal_MGN_L,Rectus_R,OFCpost_R,Frontal_Sup_Medial_L,N_Acc_L,Cingulate_Mid_L,ACC_pre_L,Cerebellum_10_L,Hippocampus_R,Calcarine_R,Thal_VPL_R,Thal_LP_L,Vermis_7,Rectus_L,Frontal_Sup_2_L,Pallidum_L,Occipital_Sup_L,Vermis_10,Temporal_Mid_R,Putamen_L,Vermis_4_5,Rolandic_Oper_R,Frontal_Inf_Oper_L,Insula_R,VTA_L,Heschl_L,Calcarine_L,Thal_VA_R,Temporal_Pole_Sup_L,Frontal_Med_Orb_R,ACC_sup_R,Frontal_Inf_Tri_R,Temporal_Pole_Mid_R,Parietal_Sup_R,ACC_sub_R,OFCant_R,OFCant_L,Cingulate_Post_R,SupraMarginal_L,Parietal_Sup_L,Cerebellum_Crus2_R,Fusiform_R,Olfactory_L,Thal_PuL_R,ACC_sup_L,Supp_Motor_Area_L,Lingual_R,Vermis_8,Thal_PuL_L,SN_pc_L,Cerebellum_9_L,Vermis_1_2,Postcentral_L,OFCpost_L,Paracentral_Lobule_R,Thal_VL_L,Thal_PuA_R,Cuneus_L,Precentral_R,Cerebellum_8_L,Thal_PuI_R,Frontal_Mid_2_L,OFClat_R,Frontal_Inf_Orb_2_L,Thal_LP_R,LC_L,Thal_VPL_L,Temporal_Inf_R,Cerebellum_4_5_R,Frontal_Inf_Oper_R,Temporal_Inf_L,Insula_L,Thal_IL_L,Cerebellum_7b_L,Caudate_R,Vermis_3,Occipital_Inf_R,ACC_pre_R,Angular_L,N_Acc_R,Vermis_6,Cerebellum_6_L,Angular_R,Paracentral_Lobule_L,Amygdala_L,Cuneus_R,Cerebellum_6_R,Thal_PuI_L,Parietal_Inf_R,Thal_IL_R,Lingual_L,Caudate_L,Thal_MDm_L,Olfactory_R,Fusiform_L,Cerebellum_4_5_L,Precuneus_R,LC_R,OFCmed_R,ACC_sub_L,Thal_Re_R,Red_N_R
Occipital_Inf_L,1.0,0.11270610050315337,-0.3215766362977527,0.296587606084962,-0.20065084668570782,0.18138906136847707,0.11936192758654224,0.2819633040957901,0.17033596979484214,0.05930615502713952,0.3107541782037596,0.06452603892269312,0.27113324831051583,0.4807087370919871,0.25573032138263146,0.5816452590805243,-0.18090111930063651,0.18812559989976216,-0.11661408862415176,-0.19048397005959353,0.4765189392742906,0.14749570323180827,0.10537933451133545,0.22067382845498074,0.1631652593702239,0.1340270019723125,0.05299243745143831,0.016242352078045173,0.04918543811468944,0.33619927483628326,0.15681596341272894,0.16525751525961993,0.018759308620023025,0.1729935333766091,0.15900956625801513,0.09743674996262548,-0.11492539676832518,0.05627577777531292,0.03255240585459342,0.11284422300665804,0.2292939821288833,0.27742927260061306,-0.24485959974871652,0.2055176509462835,0.2284958550959513,0.06316650273306462,0.10223994742130565,0.13160179116785373,0.16970456370590792,0.4928161661707382,0.3696450041364849,0.09644350340523777,0.09587203653041398,0.3402553229832931,-0.181037784677329,0.20223824294490272,0.15508024941437404,0.1341961783351721,0.3630868464885522,0.4633372950655183,-0.061943716380710674,0.20042443669451684,0.3609183160655558,0.17453075383283329,0.16485082097399445,-0.21055796082133707,0.09927532088695312,-0.13521633815486522,0.025297302340485894,0.5297523098422676,0.05873540566827497,0.2673308698686326,0.1969107293764954,0.29167763306276523,0.0658275570664454,0.3955592026394785,0.5295907956840279,0.012681082697275232,-0.11697517899731857,-0.21963352370012057,0.037915962801454615,0.1451698725006192,-0.02206551081215114,0.3785322918934061,0.44839592191927274,0.224737518044301,-0.08111285576277896,0.098003327156146,0.13340185879391947,0.347677089127101,0.44541394927354155,-0.3071262012845538,0.12343843864999728,0.5708406153504824,0.12978244903876648,0.2748181725391197,-0.01807738089583255,0.29044933059953193,0.2649280687809455,0.24183793840631185,0.38620016829708337,0.026880911566794723,0.052928049067845,-0.18323075326335464,0.15444399993979396
Heschl_R,0.11270610050315337,1.0,0.49889042676237816,0.2144910541307812,0.15626286990458094,0.6518055836802019,0.5819493479945939,0.46002074920412417,0.6983929530841807,0.6710272507316609,0.4836711014253685,0.7979570948523671,0.608098069019845,0.49391859850400893,0.4945099563686676,0.38478661745199855,0.21966791844171749,0.24141101795952222,0.413361997295351,0.3201540876242489,0.6279799553022817,0.4993954517165135,0.43295257747665744,0.7251277269524785,0.726522148428166,0.4585390441758724,0.8200438759899714,0.34458331548227566,0.6086549528566352,0.5549919523575993,0.6980194427019747,0.4469159851944873,0.34484887078508975,0.5321822266519395,0.6491650397230794,0.27797684002742057,0.025419425628085923,0.5419113899747249,0.4062990745666884,0.42057226106761386,0.6341655804778606,0.12950098001650096,0.3014220154676789,0.12693898704293122,0.7722021420886318,0.6139827629910602,0.19057134060297232,0.7652356469244903,0.1376953455086014,0.6397321373966861,0.48972233291665745,0.3458225895648175,0.21929994868229422,0.5445253783735797,0.470640009090941,0.17819133829113865,0.30667567433342374,-0.02943932478268813,0.49380517649041034,0.468872220920036,0.305603657601836,0.04894469753290654,0.1589430739243058,0.2254811537207646,0.1816830283357723,0.37747202598507923,0.6147392840044239,0.24659254578736076,0.25781609120363796,0.4315702196580276,0.48046671111832545,0.7348185901708021,0.6341470345515613,0.44508383481859076,0.4529314598483462,0.11385906783221601,0.13642887147783678,0.6587959130316219,0.5855647789763395,0.17495312865028473,0.5673775779742302,0.014075530887260171,0.36406345552424696,0.4909211354814083,0.5978439909254452,0.22546066393562444,0.044356374041484146,0.48945178320777194,0.3304296244450988,0.7706909886995448,0.09697189410383182,0.1688640423644655,0.5580066223012728,0.5477895374419652,0.683282897958843,0.5475614608501116,0.39936661590055816,0.5872685817675289,0.5174842184941343,0.5743785863173543,0.3063296116768147,0.35447536367304106,0.4998565521496285,0.10832289609249186,0.6315290417614979
SN_pr_R,-0.3215766362977527,0.49889042676237816,1.0,-0.07198482054363647,0.650946457311584,0.35342472281181003,0.30844755751185815,0.557102228159838,0.529102499986707,0.608124749978623,0.5053987485554404,0.6552139578003036,0.3063221847957722,-0.24058802199277604,0.08813002151873643,0.03142194978483447,0.6633227890619023,-0.14306165120149172,0.7936237861344936,0.13877884771630994,0.09971768470359499,0.3670115860142447,0.6601815909008114,0.5739698456566888,0.34716973353055186,0.31218504438169314,0.626194147900078,0.520093604708847,0.5364903728851905,0.2213526448009669,0.1911025455349226,0.5232347526189651,0.6080238984564182,0.5665802233293926,0.47608840516295214,0.5306061510600671,-0.13825930466347058,0.5340896745888115,0.6148169847219777,0.4898976101572038,0.4460798263117697,-0.18502311699142793,0.17174189033664636,-0.06532383232868373,0.49403015594964583,0.6356334543690316,0.07302238059597088,0.5897530495207889,-0.19127097893070316,0.20981722851359397,0.27787344904607414,0.11521877958293396,0.5487472825768108,0.4737226225261815,0.645461259536819,-0.3046699737856868,0.089868262084701,-0.26147759749155175,-0.05642717660231301,-0.22087792973012418,0.08915987344049815,-0.3233659671511426,0.13111576886647125,0.17929317777766904,-0.23918226469915171,0.7277967109492138,0.6563023593224787,0.5419009670500057,0.457636597303082,-0.21299293366607666,0.49912772923520704,0.47307691651585515,0.26615241123934547,0.4936495452341563,0.36111983428780814,-0.3030133149089703,-0.027784427225737336,0.5797727899183809,0.7213246114476505,0.1318661494338933,0.49040609521653794,-0.18152401168568758,0.7270736240394273,0.22797875018366456,0.2988550062041921,-0.0472848983868713,0.004249696346292251,0.3807429649099301,-0.0576189547946281,0.4098171319404723,-0.12558960062294794,0.2621606685642735,0.3272933862118204,0.15548150738461705,0.39318010525881386,0.3526213203730334,0.7155011637948046,0.501797186954474,0.3844596572848628,0.18642567585342262,-0.04445451998550368,0.6445265281587768,0.6693547519926637,0.36286684726948254,0.6148568003664893
Thal_MGN_L,0.296587606084962,0.2144910541307812,-0.07198482054363647,1.0,-0.0970138441357079,0.4531660124894796,0.39539765571257734,0.03124971624343722,0.42871653941755095,0.10896783113461014,0.32784381270743984,0.42907849359223166,0.40425429200119417,0.49878840194193075,0.320162216600034,0.24044298812809406,-0.03906887325719682,0.3889034280674001,-0.09191976744592524,0.2650470628967541,0.5851761183923228,0.42014800223094145,0.14563790833070583,0.29222616385095446,0.605586973132263,0.38502075160504157,0.34252844922757153,-0.2080158142754494,0.3841890248473663,0.46588003026933855,0.5000992093319305,0.28494258410828055,0.12254502143888925,0.32160741841526685,0.38879130840616616,0.02569650805264735,0.18388231429671198,0.3613275251904531,0.153591406059557,0.2751817993964308,0.3856085754712137,0.3503957683720929,0.20912724818791278,-0.07873124351311717,0.5226681247559956,0.326013230647496,0.12365791992762656,0.3077352360566047,0.5063595081466267,0.5927458247745091,0.2627085450649889,0.3945220804628027,-0.25122410935551487,0.012178635287311767,-0.19892738370850596,0.5581073001580463,0.48604857966464576,0.5793905105021938,0.714127753482577,0.29653464419386383,0.41756786729919904,0.4693288336256604,-0.20102556649719572,-0.036651214308913334,0.36667078362305355,0.017463873173378476,0.09729043093726879,-0.04085695417878575,-0.38360059212843883,0.3725670065263177,0.22318129325765018,0.3000016319439399,0.5096934729803074,-0.11759680181589388,0.32921438464567343,0.5200901623685743,-0.05478838561628302,0.44510748700247366,0.08119090583899749,0.07948933971029526,0.29920008720200586,0.5448216776646764,-0.1627533731319376,0.4874400436858594,0.32531950594153974,0.3094461798138482,0.5269839423886132,0.15542702915850842,0.5502683408274441,0.4678627992125169,0.5571052030467446,-0.021840144646592136,0.5687968064719082,0.595124135647162,0.45958328920878866,0.559322755710772,0.2446104348353415,0.2978866504689681,0.3059339100867133,0.656540818029852,0.18014467336946438,0.003003381336912204,0.2533705624501264,-0.1036122506106458,0.23203706304798147
Rectus_R,-0.20065084668570782,0.15626286990458094,0.650946457311584,-0.0970138441357079,1.0,0.018587295698164488,-0.08326645479464462,0.47564285556765556,0.28010456011542656,0.44650925626874644,0.3603972010596167,0.4152849779422494,0.0923643505527684,-0.4541671092788675,0.053434758381789196,-0.05588893387755042,0.8971291152231397,-0.46345685322362573,0.7702200930659177,0.013189072385715084,-0.013046099877600017,0.20205546958557377,0.5191197170672147,0.32772527977105825,0.08388565644002656,0.07300604371662704,0.3340610107039792,0.32909039843741816,0.3711986320548043,0.0278138734219033,-0.1523235416639585,0.5694931588774744,0.8629933595786164,0.4198542665351503,0.21251922083623082,0.791186329328614,-0.07700517151074603,0.4872070282427898,0.8378854507153634,0.6155844694103415,0.23344168106043,-0.2184731215880324,-0.011301312810608822,-0.22231302605750045,0.2794716238301328,0.533217876856428,-0.056891618269915414,0.3575896837334002,-0.5730863736859246,0.13506238104089852,0.05363308183250151,0.010407231934887705,0.5345575873162769,0.30818525904781213,0.40762016141584495,-0.45844749342620167,-0.21370357909973364,-0.34132657376909864,-0.3169790527315091,-0.49656414205348504,-0.07244538201064976,-0.5178320773122361,0.007777332956931701,0.0481708066180041,-0.6049177799550296,0.7574759456652288,0.45130130206918617,0.5883373296832288,0.3788238841732554,-0.42047478885250095,0.40236672289866315,0.3147476122373735,-0.10983978600693817,0.4026260112892225,0.07569793999526074,-0.4462198623639696,-0.14149893780215292,0.3897828576607611,0.4100745883309776,-0.0092219808492386,0.18156433153246113,-0.08837449748003041,0.7026706233226989,0.1240940504447906,0.13428665017273553,-0.06295215511517292,-0.21436585016773202,0.04662400777560736,-0.13604018665469605,0.2028096403081011,-0.11340579281135932,0.2763005332651299,0.17212341548389162,0.09823703100079202,0.1313001784307164,0.05405832367937951,0.7759514033316276,0.3035674781825063,0.20867776388776157,0.033843822896552495,0.008424507518897801,0.8783650105090742,0.6862915770960295,0.31109505913582736,0.47063826797541203
OFCpost_R,0.18138906136847707,0.6518055836802019,0.35342472281181003,0.4531660124894796,0.018587295698164488,1.0,0.7187342341813726,0.4127786334715478,0.7334106486163647,0.5595135915295819,0.5401410882600023,0.7386847667542069,0.49336484034209593,0.529401672452994,0.4111027360657638,0.31173270122413455,0.05098017078806343,0.48091881805110676,0.3243620583798009,0.14654242142868756,0.5709350372982208,0.5433378223707047,0.5300735239751931,0.6576807077440687,0.7472031700856094,0.5881702908919021,0.784459551849086,0.11625720567962033,0.529360029993826,0.543475717258238,0.7638309033980579,0.6489394163402337,0.2654670305153439,0.6491202020789362,0.7249853183476037,0.13705682947609812,0.014849299977235202,0.6409160414875259,0.3373866394973652,0.5153069539493745,0.6438213173346113,0.33546921593288354,0.15821413787840202,0.07679082861589136,0.674673116127659,0.5035665463208661,0.25260613493026235,0.7229429941311034,0.44517507233860093,0.5716715944231382,0.5295331814292502,0.40402970528587784,0.06426727913543558,0.4670516411480524,0.3447009371398638,0.37896360836925247,0.7361708357633392,0.29847822130915697,0.6798458703358388,0.47642182611922906,0.33328961460689954,0.3353359515323943,0.2021244475200811,0.19724396442037578,0.42510753176157073,0.2538337482647486,0.6556323054207727,0.19856566159062478,0.18082291980569895,0.5150006492188194,0.34197706389781307,0.6292311158227595,0.7531473269398136,0.41170755509793583,0.6680111633538276,0.42385527580292354,0.20121315611024626,0.7271705956156687,0.4854199319238989,0.04142954049876119,0.6973452203247001,0.23105728584972432,0.22492774364944243,0.5189837292632032,0.6013128386194585,0.21718907589511272,0.33209279692105204,0.5577830431792083,0.3001845872084603,0.6594357206212399,0.322857988641063,0.0262031966173341,0.742666527907133,0.5744208878999106,0.7489433253079929,0.7382919239236307,0.3951226527360273,0.645257846505485,0.6511413248774155,0.6410278953341481,0.1259164937754685,0.27524679551280273,0.4949177123581809,0.1707491492092604,0.5404826100931464
Frontal_Sup_Medial_L,0.11936192758654224,0.5819493479945939,0.30844755751185815,0.39539765571257734,-0.08326645479464462,0.7187342341813726,1.0,0.2797257496293727,0.6093850556112645,0.5813724181385579,0.42654598779400676,0.6071805343067885,0.41025868801942794,0.38200152841734364,0.33432489514786046,0.3639829769162865,-0.04127471960675427,0.8068421020989931,0.3003141097325381,0.13285972759717468,0.5290100648537703,0.43745678233512547,0.38260396067681435,0.6182085963191744,0.6748402841026405,0.7162251176745236,0.670737007835796,0.015269583492665391,0.5786032148681363,0.3777614458995387,0.7026762919291981,0.46025988332565726,0.20467375586754138,0.5478393286462409,0.7059029426919047,0.17250311581655045,-0.0041949046060841344,0.6300261865559725,0.238533466040033,0.41532587065960536,0.5316116516600038,0.2834823523603748,0.14781764279493126,0.31287154122622346,0.6198880423039761,0.5035150216051035,0.21055019557872182,0.7462141628412482,0.43222112882976865,0.42079707007523987,0.6311505816262091,0.3387577364227211,0.10177160861165,0.41735912995367697,0.28110559120358336,0.41746259519155665,0.5701067240248716,0.13732243501202407,0.5669941938344139,0.26997470066314005,0.20324208008239328,0.20348661160138629,0.24508109866928696,0.027397431620167036,0.7189213783993069,0.12144283386373118,0.46522012867791135,0.23728850737695575,0.19779114767158795,0.3409045773998056,0.4180768670051202,0.6604341266271936,0.6381366584547473,0.34757876041190755,0.6016693027775402,0.2566346758416756,0.23603765526531165,0.699773964652904,0.5241150190150953,0.16933280658282251,0.6528569069346605,0.047897057789101624,0.08891288907660268,0.42095091730970535,0.5873187266822955,0.08626534255582101,0.26189709661445953,0.40853209225461967,0.12921778441581158,0.6241255099297697,0.2410190751299131,-0.010233918841752782,0.7106473254523857,0.42028793395534436,0.7338369527813756,0.587343779708089,0.3393935516185759,0.519863142614967,0.5968607943291468,0.43687646215121556,0.1404071576729528,0.09433058448562504,0.4619912470931545,0.24354794439948999,0.5878752869459121
N_Acc_L,0.2819633040957901,0.46002074920412417,0.557102228159838,0.03124971624343722,0.47564285556765556,0.4127786334715478,0.2797257496293727,1.0,0.5409864847576373,0.6265040090552815,0.666137419163014,0.5847422940531279,0.37306151835628276,-0.023280908668586106,0.21788801614450434,0.40997909130479004,0.35348839220862993,-0.03276802721644076,0.6553920401019635,-0.08132040883564363,0.26538215741971194,0.40892186271392633,0.6858177843462215,0.6549899720958546,0.3317465048501719,0.36124925959972376,0.5160902292258487,0.4429195301483504,0.4617437419739022,0.3086994818755095,0.14485286171015183,0.5482942869152726,0.5765056718977256,0.5884718670367268,0.46368831336984495,0.577567940706556,-0.13169656167821434,0.496828164392101,0.5687767816998306,0.5742349449079817,0.4965745107362747,0.08470956768837033,-0.09131205289569301,0.1374513949624712,0.5033921677541929,0.6054422449220889,0.1049241130236968,0.5604795754850658,-0.135239698869573,0.46684178932321224,0.5585283647036339,0.1360034510472719,0.6805271143933386,0.685525321035529,0.4226769272396035,-0.20153562323341867,0.1488787293243756,-0.10134754001622659,0.06631318917197124,0.03856673744008954,-0.016054614296005507,-0.17725476855312025,0.47613997799558316,0.24747188827631034,-0.11534068461541577,0.4409935192168421,0.700327210705635,0.4546030235428346,0.6259301502925395,0.12496857370192348,0.4781692082149615,0.5941548550380056,0.3037806033347344,0.6350592696107197,0.3243132302695832,-0.003832447939986697,0.42034365712716176,0.43651108794921,0.5449630995553035,-0.054873595342374355,0.4723775956408745,-0.07933354124195628,0.7852103974585681,0.46147452604021655,0.6023035996277067,0.21782661930281325,-0.0816955756121738,0.4024438125851341,-0.04647946700124209,0.572467330050637,0.224117067597674,0.08649740089789947,0.279329726889489,0.4911041467023659,0.33408596868594786,0.39608111749892183,0.6657769135522682,0.6533084189258715,0.5927367614044606,0.25841094684711163,0.21470595857642372,0.6827300773382565,0.6038561669095653,0.15425234723727582,0.6608713906976508
Cingulate_Mid_L,0.17033596979484214,0.6983929530841807,0.529102499986707,0.42871653941755095,0.28010456011542656,0.7334106486163647,0.6093850556112645,0.5409864847576373,1.0,0.5855044067808683,0.7078328050647099,0.8394273423181924,0.7189443924720645,0.38767501619499917,0.3332254895499301,0.37551450200641423,0.3373806068076131,0.20838475609447502,0.4564322044333495,0.1249431131335641,0.5623641265459902,0.7476267417230674,0.5558713827497932,0.8136308809826996,0.7929645077804258,0.7069966439039879,0.7812809578807024,0.44629378787657187,0.6561184215299961,0.7096654194306566,0.6508546229837369,0.7239256573638988,0.4545838288319271,0.7805000610951152,0.7141059577739164,0.39516008544212067,-0.1129464075538926,0.5780797774120502,0.471683915353653,0.5664750107236586,0.8856950079400848,0.43556884856228917,0.09579701851303693,0.036222602627200604,0.8397173958478195,0.6878141593443919,0.2661365482780474,0.7909926967394145,0.37867313364784383,0.6954803935458119,0.496670306655838,0.4299362797155479,0.27585056182962675,0.6568084030109905,0.5578258239870049,0.2927441703212739,0.5370717600858825,0.1584139474185326,0.5578096264604606,0.25827935876874236,0.3591684736113836,0.30978834758158047,0.24804297891799254,0.2750485528659956,0.16340714061752187,0.5513399615377225,0.6528821472149345,0.44600770231312786,0.2878148858518418,0.4043514192536897,0.5929286508873127,0.7109401300666217,0.8221406952413193,0.5415271115427783,0.691262774065712,0.27775031535522476,0.12110697431309969,0.7543254701288665,0.664678013192837,0.07516686980717567,0.6713712051909297,0.2211564947032049,0.4528567539733585,0.6077431825878474,0.6473170038236481,0.24156895379312876,0.4030870218488847,0.5579745498717783,0.3613108907159629,0.7511540413057409,0.22419447628828126,0.12244559318072432,0.6663969527831602,0.6516788002687638,0.6956067778664942,0.6887272078112828,0.6026106882304666,0.8020473638395818,0.6666738500551251,0.8153299942080945,0.24090628842279357,0.4452507778072282,0.5715451556931007,0.1660376588127456,0.6312738276687313
ACC_pre_L,0.05930615502713952,0.6710272507316609,0.608124749978623,0.10896783113461014,0.44650925626874644,0.5595135915295819,0.5813724181385579,0.6265040090552815,0.5855044067808683,1.0,0.5802679334035287,0.6972925000881134,0.23184950505469967,0.11141800243985116,0.4049839387014332,0.2475366374866919,0.47607048122595735,0.2042829260222289,0.6876647176185067,-0.018132989367039665,0.4584815361135008,0.3140104136317523,0.6741482687376531,0.6463188755666205,0.5680011046196778,0.5137747666463562,0.7183618541417558,0.28807020895122787,0.6512766945264705,0.17363296766413025,0.5279517861287641,0.6100224548501135,0.7019415407365598,0.7890272830931809,0.7353306011333758,0.5150819395981822,0.056083444441023984,0.7872863960292719,0.6994096372898218,0.7350247451252422,0.5397990442416848,0.013800376875279165,0.02716045942995111,-0.05219358212848985,0.5671214478351412,0.8319401241431545,-0.03623852598333701,0.8619491839437748,-0.08280545009434719,0.4254325876156697,0.5154667108594517,0.18695569751072205,0.41774064921274634,0.5468074166584515,0.43316828265616414,-0.11579247696456478,0.2698550946431211,-0.0626640836550237,0.26116910999749765,0.1000737014125495,-0.09034876097297506,-0.21858874960378452,0.2089188707817416,0.19163286520866424,0.04486752668845008,0.5424188699942372,0.7837971375998561,0.4341075286821994,0.4891030082368237,0.16104008387708535,0.39659621465656547,0.6451605414366139,0.4200141686916012,0.5139686105714995,0.4045598947968561,-0.06642628099064546,0.21926652049958206,0.7500864195391896,0.6415327305807208,-0.12238303893911098,0.7984533314856843,-0.00028724894973362035,0.5520679483905083,0.38419407628332874,0.5771041155019395,0.07090713748945622,-0.059645076552950864,0.45254225927753206,-0.05044694254713696,0.5804756291385456,0.14574174840329132,0.05440292011703238,0.5571551973976498,0.40312508221755416,0.7623617070313036,0.4687941050967132,0.6943306989689932,0.5965453038155473,0.516536059405377,0.28873788165852976,0.20204552089280828,0.6094911135613176,0.8173127325049706,0.3150479907117293,0.7319376533345612
