,Cerebellum_4_5_R,Putamen_L,Occipital_Sup_R,Cerebellum_Crus2_L,Frontal_Sup_Medial_R,Temporal_Sup_L,SN_pr_L,SupraMarginal_L,Raphe_D,Thal_PuI_R,Cerebellum_9_L,Thal_MGN_R,Cerebellum_Crus1_R,Thal_VA_L,Calcarine_R,VTA_R,Putamen_R,Supp_Motor_Area_L,Angular_R,Vermis_9,Rolandic_Oper_L,Temporal_Inf_L,Cerebellum_7b_R,Parietal_Inf_R,Cerebellum_4_5_L,Thal_VPL_R,OFCant_R,Thal_IL_L,Frontal_Med_Orb_L,Rolandic_Oper_R,ACC_sub_R,Thal_PuI_L,Cingulate_Post_L,ACC_sup_L,Temporal_Inf_R,Thal_MDl_R,ParaHippocampal_L,Calcarine_L,Frontal_Inf_Orb_2_R,Insula_L,Thal_MDm_R,SN_pc_R,Postcentral_R,SN_pr_R,Precentral_R,OFCmed_R,Paracentral_Lobule_R,VTA_L,Caudate_R,Thal_PuL_R,Thal_PuA_R,Temporal_Pole_Mid_R,Precuneus_L,Vermis_10,Temporal_Pole_Mid_L,Thal_Re_R,Cerebellum_Crus1_L,Rectus_L,Precuneus_R,Frontal_Inf_Oper_L,Cuneus_L,Frontal_Inf_Oper_R,OFClat_R,Frontal_Mid_2_L,Parietal_Sup_R,Cerebellum_10_R,Thal_PuA_L,SupraMarginal_R,N_Acc_L,Frontal_Mid_2_R,Insula_R,Pallidum_R,Postcentral_L,Cuneus_R,Thal_MDl_L,OFClat_L,Frontal_Sup_2_R,Cerebellum_7b_L,Red_N_L,Thal_Re_L,Temporal_Pole_Sup_R,ACC_sup_R,Thal_LP_R,Cerebellum_8_L,Precentral_L,Thal_LGN_L,Red_N_R,Thal_AV_R,Supp_Motor_Area_R,Lingual_R
Cerebellum_9_L,0.7525462467638836,0.5989124247258101,0.3018998423470177,0.0790081918306455,0.7355726580009112,0.7304287543196549,0.1457903430014325,0.6836103547513899,0.13117957820238252,0.3949952069112561,1.0,0.470783003952851,0.21628569551117433,0.5478665513325084,0.2522627930922749,0.37809956516966664,0.7167597786198207,0.7922298439819719,0.3282379482913918,0.8697482721985249,0.6493838119375616,0.5389770681372059,0.06110168840204751,0.4942597988133947,0.8535120347332834,0.7377858822785359,0.5261689124570673,0.42639738278038003,0.07334993637801711,0.5846760560379805,0.44928246055708254,0.4673030839973137,0.2695855466738762,0.7501792307558677,0.26859554450941425,0.49419689589774796,0.5843921738371198,0.2237709866132112,0.5706259424675162,0.5934797554166905,0.4103904429941108,0.3793501798600093,0.7226616107751707,0.25078590064642026,0.7399115222118623,0.3193846908350452,0.5717465639317656,0.08982977441715806,0.7481865400042326,0.7445373740574585,0.2522813797741484,0.2715840243960377,0.5169612425534564,0.7908306556954039,0.5321933565176696,0.019885115946441323,0.3485574367921489,0.4486224185859764,0.5960394282486432,0.6485918994006015,0.33489124948967713,0.7878316129555755,0.5225879172728112,0.7418612983494011,0.35347554718289276,0.6826622657454502,0.673153538712742,0.6370283297665219,0.15256629503137772,0.7402297077674546,0.7258000150005954,0.593496750677415,0.6890314744449347,0.12808145279114702,0.49341574274767697,0.5381897130045011,0.7796556103770103,0.6240490781892758,0.18186577649962427,-0.07882356426405075,0.2292827215074283,0.7335792601443689,0.678148356401796,0.6055417728635192,0.6928837489904955,0.40868101118107186,0.4667455579941701,0.23255495540682009,0.7547799661810715,0.4603052180053785
Thal_MGN_R,0.3889411159488151,0.17927114014105064,0.10114905767236984,0.12308175786616099,0.29194760286410987,0.33855340258250405,-0.14962211378808,0.20644800920348585,-0.1165683572480519,0.10021659614123621,0.470783003952851,1.0,0.14465292558723555,0.35759865008199515,0.28978927963278084,0.3472844295779039,0.3672713781541388,0.3620465708585994,0.13129617782409334,0.4097945986107601,0.1888625969603717,0.18510420171250194,0.1021727638002847,0.20630718609419726,0.41725605759525275,0.29272024500924965,0.358887016348652,0.34614081290746057,0.008894563587303025,0.066889671654778,0.3109135519112726,0.3182492074608042,0.24025467130734773,0.2983705445070009,-0.04484141985697216,0.5836026737849627,0.318925577401953,0.22910873151807445,0.2949465340524919,0.10986947461699038,0.2762335594053343,0.14389823030300256,0.3243492313581632,0.07123511174508869,0.3151813267858419,0.12734111101978354,0.37128041537174034,0.08809150132765556,0.384858058354893,0.1593671567880531,-0.1459028925234801,0.09894891074528227,0.36202291238490886,0.39419801029687035,0.39279938674404785,-0.03140436507584078,0.30419399665952007,0.3417341880218905,0.38285698524196554,0.135463703995356,0.15035424198301647,0.283211741875273,0.31384567725328677,0.44595775868967075,0.18298984777119187,0.46839576666187444,0.27992519526475257,0.12673128886558524,0.07840165602049824,0.4146756137307416,0.34427660621034284,0.3909502918771572,0.33650463507923706,0.11724349645631547,0.33597931299300265,0.32014535127912325,0.40167277396504,0.5632206349706469,-0.026802938337607878,-0.18981502759172336,0.041487428230967634,0.29801384433293576,0.23885575227340194,0.215518935354331,0.27568667068412417,0.12106059625127306,0.04174586451178287,0.3702844095543127,0.28713539541638916,0.3925754612845948
Cerebellum_Crus1_R,0.5442438306081332,0.062131425962293756,0.5243748592516446,0.7141806750233117,0.281633121860378,0.39122500470229954,-0.07866837115600234,0.37276128157772737,0.1855051410236294,0.44539412678417734,0.21628569551117433,0.14465292558723555,1.0,0.17708728224392098,0.6236077159601884,0.1049911742780457,-0.000893512274810775,0.3784518900614315,0.34159928098016096,0.2723677824727468,0.35670072561721405,0.18519088257562286,0.6334030185685929,0.21134859298924785,0.38882837097001327,0.36992426421897645,-0.08071544434769377,-0.003773858712490567,-0.0014825467455184041,0.32657351501441845,-0.0005925563562595222,0.16832948107237003,0.2924028922979137,0.24452411080874223,0.752630423862776,0.3099590959559933,0.236162025404164,0.6171608652499241,0.06484780742750304,0.38379756204953736,0.21987307375604268,-0.04002105759833763,0.24517260516307257,-0.17944329969577516,0.34407901671388824,-0.04964857914102326,0.38978047763297646,-0.19458016351341603,0.26287403804061205,0.16182528782196773,0.3807811781017628,0.2981296750871817,0.3804079955912855,0.07342939520908016,0.08345543934144271,-0.14005030991759201,0.8542786191709538,0.08521885180683152,0.4967332068105608,0.33440278227460646,0.6601780008791924,0.29425855811267976,0.03238180843929666,0.29123119177008805,0.12533786757761853,0.2846618999995966,0.19949554670993114,0.2440769396435796,0.11022034560602549,0.3178947641553774,0.23830959789089992,0.09210195693533944,0.30275756975695667,0.6784811860453382,0.030552169169961584,-0.045260643503959634,0.22557368221687268,0.26918832642944407,-0.025486061098327704,0.011279571191507493,0.7579054273383123,0.18188350879282877,0.058511058365989986,0.5552583718565882,0.3445384563340404,0.3927835525279653,0.05976399449670631,0.04978628610657658,0.3841647020380177,0.6510699286265875
Thal_VA_L,0.453530841238595,0.3855264068636163,0.042267611682265734,0.03528816868885789,0.4899916706901275,0.5009081060628247,0.05690563949678191,0.4496795194230478,-0.023196551124113594,0.2106586334403302,0.5478665513325084,0.35759865008199515,0.17708728224392098,1.0,0.15668974968474375,0.18830443955556178,0.6585482916371092,0.5629271809395555,0.056651706120412364,0.5493245899112111,0.4016543980306383,0.35260210251233753,0.20362942821018745,0.14130304352578243,0.5165840260746326,0.44388983693609346,0.5291591690848171,0.37729524697913436,0.20109976791395878,0.38371358181591214,0.49169265901654646,0.35259768122062024,0.28179777466050093,0.45563520431798865,0.23120117869419055,0.36418916263074064,0.42301586898398214,0.12344329414592232,0.2183866269588212,0.2847885696525242,0.3865189118878272,0.31546485114988376,0.36605997724046513,0.26490917471108405,0.40861185482885143,0.4158552378929161,0.36392909984215505,0.3417575208765589,0.5845664963189818,0.5071280110277453,0.0463210506759613,0.21507317904323198,0.2555058604340757,0.5102091442350326,0.5946966783151099,0.20416115208878444,0.24638387799841957,0.40692767891435155,0.3373954310678844,0.43256957706592486,0.15905111193723015,0.4322681958168943,0.44682211877863715,0.5582526176401598,0.05548355211844392,0.31495859109662794,0.3619041092555718,0.2751790223597538,-0.1708351964409114,0.46955494334674724,0.33342742063163533,0.5408373313100717,0.3667833126621981,-0.006395530406610289,0.6229122578794063,0.6009246548943851,0.5418551979922538,0.47988552831777104,0.19754430305577728,-0.01623503560860362,0.23051816075887185,0.5122007308906339,0.46104206199289555,0.4392902682562811,0.44058745249468684,0.09078721114420828,0.371933825758787,0.2964916665887701,0.43725120412004315,0.2741834981067858
Calcarine_R,0.6618954629913686,0.11499761772563681,0.7771696365060945,0.5876683622378842,0.43671833930192694,0.5017756271158581,-0.08114100955637092,0.5036977737380842,0.41362923266686547,0.365789539967004,0.2522627930922749,0.28978927963278084,0.6236077159601884,0.15668974968474375,1.0,0.0827044066415988,0.01670728916284693,0.45995586024369844,0.6276732909606895,0.2973601896117349,0.40851014692388743,0.10678425988107283,0.3811829762769245,0.5353046666250396,0.4950251976811891,0.3797234414931397,-0.09320948486819987,0.04652486853586414,-0.06939071028329152,0.44019004449418253,-0.08827089916260239,0.29226316956059023,0.31241395051187404,0.4282140624193873,0.3425770248468903,0.14337773131473106,0.24965312186787897,0.9640608916947266,0.192459663020541,0.4383903291846957,0.09247851321449738,-0.1515220502310038,0.5010985072634527,-0.027703784266986265,0.5083464618058359,-0.0955815887933223,0.46673102472853745,-0.21101039170174227,0.31743856137991194,0.1731175978410254,0.4751513992307256,0.219362395709801,0.6854214951691675,0.0957781927138021,0.14881891948599774,-0.00833198446846126,0.7172591819353253,-0.011617593710954678,0.6542874446790511,0.43072200956682305,0.8303723022678496,0.49381192250226474,-0.0817170809259263,0.4669769632788,0.5462259500206088,0.4848533891406987,0.46007850705857345,0.3696516071294064,0.22828343306232574,0.5562009569714849,0.40133919597334006,0.20562183832883682,0.5657224069244754,0.8377723186742485,-0.12513765750700964,-0.12858144227008,0.4094420190883055,0.35924313258788165,0.14687010054219576,0.11390033394786643,0.5689459639563405,0.37379350390492105,0.21153512393267562,0.3037253379731066,0.5141422448674925,0.5826464544296343,0.15678900587507727,0.12534494283213685,0.503782783202776,0.9144948371465043
VTA_R,0.329053808373645,0.34789883787954307,0.01665475961770811,0.1437450394513159,0.25455918665698585,0.23109195911302283,0.2566359897361646,0.1475369282853398,-0.053194478587833265,0.2634780330984983,0.37809956516966664,0.3472844295779039,0.1049911742780457,0.18830443955556178,0.0827044066415988,1.0,0.2839612237442928,0.2186107592601577,0.09458137899605173,0.25240454114193367,0.24897684905916065,0.1544778262619007,0.08343249053182054,0.07692842070993668,0.418318548865813,0.3245370156244243,0.4181802517410926,0.23069487301085342,-0.038416153180167036,0.15033834772957833,0.339985999253489,0.2774976784701782,0.14954643521015992,0.2955594390394411,0.08523264772109881,0.3759644202733593,0.2812069417722024,0.11583898468832651,0.36200958633033975,0.2590757246364292,0.0511113260812809,0.3135374022877286,0.15072226718937956,0.12974276270719529,0.16844834281808554,0.09151986344841806,0.18469103734156314,-0.19403888904570465,0.37059183486140745,0.30720682400115684,0.04881166686853596,0.14959539594340315,0.10205702811486028,0.340470058092832,0.23262488519918634,0.03639400008258625,0.18458007469118723,0.5060342400611842,0.18115234349277756,0.14954321828737108,0.02120851779126908,0.20881585058473806,0.42545460280713,0.31375898652934286,0.022139677085388804,0.28439884279232697,0.3454654309775276,0.17300167076988812,0.19762868648595175,0.2894279263000716,0.41116600157757893,0.19525609256603835,0.16420389466125201,-0.004541141137476997,0.1269903581542938,0.20601487426090864,0.2562531884747826,0.5275775268465105,-0.13533569841107698,-0.1592124333053594,0.17378526918181847,0.2640489505666362,0.309053568568734,0.22956305385650805,0.18658519236395685,0.17924481327490632,0.04553381699285381,0.32493984322155256,0.1033009036541525,0.24585291280498497
Putamen_R,0.4869479610561818,0.6276653661103517,-0.04418345246659699,-0.18120412533730756,0.6470257863328205,0.5702835765473906,0.23807979968245452,0.48938528342928284,0.04066975357783131,0.030485276598841312,0.7167597786198207,0.3672713781541388,-0.000893512274810775,0.6585482916371092,0.01670728916284693,0.2839612237442928,1.0,0.586536941934612,0.01666938418825235,0.7278930891089682,0.43166974652385987,0.4297369099098267,-0.07543482589156347,0.20445288468205203,0.6352243288287944,0.459247299648341,0.7534995998622817,0.5772601811375492,0.21502504024893082,0.399182713696153,0.6719107834094403,0.4363249011691906,0.15024373417783884,0.6189896529692291,0.15816421480837412,0.3233451203935905,0.5415155587073911,0.0031559478986890573,0.484056521903632,0.35121480494872015,0.33901958917767416,0.4946751411311655,0.47905112775063413,0.5045165810814514,0.484866329545763,0.6399907755891119,0.39363581138891457,0.44677206243531065,0.7731983578189314,0.629986868340777,-0.08562376434355347,0.19484024652424575,0.24820561749290368,0.6992761689065582,0.7899096235559436,0.3374878032056511,0.0777349734094455,0.5445757469079122,0.32263004477461366,0.5162009145397405,0.02635757738935351,0.5263354776878683,0.6285339065815467,0.6711135080629358,0.10958870193511087,0.35369315843550614,0.438215653687855,0.38164871367126885,-0.09759012421272435,0.5949808110944432,0.4764385326894651,0.7655446745566312,0.43518958855539674,-0.16535381431207952,0.7553178739687021,0.808846064345816,0.7061079309721872,0.42431817150574896,0.4077784384469669,0.041973718945570886,0.06899555371771492,0.6856262755861603,0.6119707645046254,0.46306143908973124,0.4795815018115794,-0.0009009864282596161,0.5925464968792344,0.37567950180831783,0.5224092708839873,0.2375285067639551
Supp_Motor_Area_L,0.7468574801693834,0.43309342866613515,0.5265907232522007,0.24522012415589722,0.831531039526881,0.7529290748832719,0.037007354553155465,0.8008959428967543,0.28237034986165677,0.5057589426757525,0.7922298439819719,0.3620465708585994,0.3784518900614315,0.5629271809395555,0.45995586024369844,0.2186107592601577,0.586536941934612,1.0,0.488552206359315,0.7197336130451354,0.6837372491677438,0.5194693914984423,0.22344931578934712,0.634575638762622,0.7742256971873703,0.7838042702496891,0.44778775777351204,0.3592330529433667,0.20188103950262767,0.6778796864457203,0.37765634414396504,0.5098302172440838,0.33560413361231056,0.7706856046965737,0.3615026342614864,0.4875029057136876,0.6038256234450745,0.4490609000651467,0.47875943873094523,0.5914689428548418,0.4653515012654435,0.2791367239051958,0.8274360680808319,0.20332580531635847,0.8496273041210067,0.3305758393867027,0.6305087487110715,0.05037923095958746,0.7972788797752444,0.6977733088408352,0.3907509935822994,0.35821531870653517,0.6755234049840984,0.6401626149743742,0.5457344193896717,0.058079360769203246,0.5096620923171578,0.3434385500781345,0.7227628218393098,0.704675203552376,0.529070163108356,0.7764370973411228,0.37385880189943,0.8189305992456947,0.4917388737400742,0.6306257618954066,0.7285112743750128,0.689997121918508,0.12005312627245093,0.845276873081999,0.6750145901924535,0.5612885073813655,0.7871906963378872,0.3492885285001235,0.4419258367692289,0.42766428730019723,0.9023970784589649,0.5883890628992278,0.2739577441296961,-0.0020733742319120983,0.43261565301786425,0.7925036634856788,0.6554189853609999,0.5905309052071797,0.8301295563039949,0.4997775845176754,0.4694358928510016,0.23555693714467657,0.9129379252120371,0.5838066445015296
Angular_R,0.4970024054316034,0.219821727701192,0.8324551279450645,0.28795110095529436,0.4844680463442368,0.330287489602205,0.04991709393269479,0.5577010392369237,0.5105268505066891,0.38238075954526635,0.3282379482913918,0.13129617782409334,0.34159928098016096,0.056651706120412364,0.6276732909606895,0.09458137899605173,0.01666938418825235,0.488552206359315,1.0,0.2672073372119942,0.43019684042252393,0.06872809224548082,0.09631926385222626,0.899248560116744,0.37858172168201776,0.4468462792758156,-0.03153614243262726,0.09012806746599292,-0.12953854758077202,0.47211440574020247,-0.13334413375212228,0.22011453421163973,0.1994789653645621,0.5342553045140991,0.18025615246404972,0.1189043141503995,0.20042145868165354,0.6642752145179331,0.30432691329034545,0.4985657781962248,0.07606301112832978,-0.031529171499759784,0.7224139450566837,-0.022383136147804416,0.682566404965387,-0.025225250625924595,0.5918521935710175,-0.2381943980086498,0.3345891282808096,0.27809714573488936,0.5321723779082592,0.12433052954387594,0.7794907798579933,0.2543234886745908,0.01923192176043751,-0.057133653240706656,0.45905285218286507,-0.016963976899700507,0.7412363099884501,0.46392279434609784,0.7165212778330259,0.5567144048474719,0.02840799694729156,0.42070139971468906,0.8673153925121059,0.4378027836242924,0.5296724609212786,0.7519689562094218,0.3512899597788042,0.5834642571266312,0.4105111317922307,0.12994111400550418,0.7175665538785799,0.6631153171073481,-0.19272127129120808,-0.14751087332728025,0.48796917106052007,0.37546156599291974,0.32212555485650546,0.13707558534367736,0.3049282634705575,0.455960869668687,0.33809360681757594,0.204920499280948,0.6569159395641505,0.5700340048500034,0.19334683104554637,0.0893062837541802,0.6067779584401833,0.5922663815328223
Vermis_9,0.7797334370251452,0.5413121891958939,0.32945068504707714,0.13087854139632124,0.7173370501354568,0.7690635253800113,0.10541541188651272,0.6120728960782684,0.113486764600969,0.40151439908582687,0.8697482721985249,0.4097945986107601,0.2723677824727468,0.5493245899112111,0.2973601896117349,0.25240454114193367,0.7278930891089682,0.7197336130451354,0.2672073372119942,1.0,0.6014273730112623,0.5721587502676665,0.1033869362907997,0.4003875096493645,0.8223879252589676,0.7325203363111165,0.49721083438639835,0.3840199198455227,0.014793111440727839,0.4621832592106783,0.44713521858034705,0.4270751186234299,0.1751967873845383,0.7363597334778182,0.4124300702270621,0.49307772936832117,0.6281940982208034,0.29102127759181545,0.4618098247157386,0.4915053839014956,0.4442896248397178,0.38168756496223905,0.6544286127722243,0.21205188235011313,0.6697388714800164,0.4394257094391297,0.46107101794205313,0.13122642497634812,0.7594428634376889,0.7408885048869972,0.2516158978869036,0.2685547047014386,0.45343062607819806,0.7447138487864363,0.5759311334978074,0.06260616801367669,0.3677014776481946,0.42287725162375855,0.5294077782279702,0.6015521623982946,0.37394165168900284,0.7518370884468034,0.5080279795806454,0.7410344668557621,0.2840130417798112,0.6546142160726404,0.607547908487769,0.5701312292491386,0.07154716187414109,0.7341398709035506,0.6413356122956598,0.6312939135109977,0.6398795179042276,0.1871829152140063,0.5503213176034467,0.5699937354510317,0.7401223433235091,0.4142394094050178,0.22269445447960845,-0.10557860260565238,0.3025622438830808,0.7266910542660441,0.6506358698827435,0.6506129993658125,0.6620734014969817,0.3797303779554554,0.5276322947695322,0.1742699451534452,0.7242330161049574,0.5121839590112732
Rolandic_Oper_L,0.7582317271381154,0.449811769432893,0.41473449272773877,0.3241411520194643,0.7078156034257013,0.7798249345913358,0.33382096401620476,0.7422474744279851,0.46578269169739506,0.4855695889652478,0.6493838119375616,0.1888625969603717,0.35670072561721405,0.4016543980306383,0.40851014692388743,0.24897684905916065,0.43166974652385987,0.6837372491677438,0.43019684042252393,0.6014273730112623,1.0,0.5934322933903111,0.20163801217984814,0.4955369881204105,0.7242135924927201,0.7410747186883696,0.366874842593168,0.5151450876604583,0.2411144485742489,0.8611644100950886,0.45426825142226207,0.4937390403478957,0.3627326187370432,0.7535251382224861,0.390219876447042,0.3732315217704207,0.6940679689685906,0.375700732550489,0.5765425032701126,0.7939507852589666,0.3120105390340113,0.23466728747754614,0.658961329604067,0.23460145460712895,0.6853910031208641,0.2474697213259899,0.477549113363699,-0.17051191423580667,0.6758814725097375,0.5775440769355769,0.3748442540530904,0.28646532493771887,0.5403457975419992,0.5541848152954697,0.3313533707825108,-0.09198379739810325,0.4361303964790313,0.3204354493797482,0.5765317530837892,0.8664683238125358,0.46691546360089264,0.836116140275229,0.32284738574928357,0.641070618815192,0.31343837262101776,0.6003448085609162,0.6671436005590713,0.6404336464685039,0.41540707320568543,0.6732417604105105,0.7868191655897335,0.34983583121011785,0.7011405636355608,0.3835405205376247,0.30872374144895176,0.2615661825677966,0.6616636715781216,0.4303356720984884,0.32626298091748807,-0.02143290486235356,0.47625308602340305,0.7188384401191547,0.49372610145303386,0.5739200304703105,0.7092567774613668,0.6272338806766059,0.5501458387549503,0.20038649630529184,0.7211174425301269,0.5333247047884115
Temporal_Inf_L,0.5028895479197268,0.2758616800836489,0.14686843704990535,0.24258496484884448,0.5181573841368292,0.7123139648813607,0.1559393083347573,0.5072484832193254,0.08602888267833936,0.3914636200635663,0.5389770681372059,0.18510420171250194,0.18519088257562286,0.35260210251233753,0.10678425988107283,0.1544778262619007,0.4297369099098267,0.5194693914984423,0.06872809224548082,0.5721587502676665,0.5934322933903111,1.0,-0.008941390958862691,0.21956265680349726,0.6063832682207304,0.6529885627014151,0.40635657191578956,0.30964466436070665,0.408574879605134,0.44975801244852437,0.4223247124379346,0.3781413594544202,0.32045803283553803,0.4897209993557143,0.2695523329517194,0.5035962880858109,0.7708637805670913,0.06732485976663169,0.3274276861194761,0.3629102248436467,0.4983224073818785,0.36529751387289405,0.4069915969577618,0.16419058439175518,0.4236520460380816,0.3123517607050328,0.32128917545417474,-0.13627022411270875,0.49747632007116604,0.5301480123677482,0.2800954391846783,0.23010616262148548,0.29530906634079174,0.5343235366240994,0.4138558416073482,-0.06828598607320856,0.2837003507659921,0.3210228770074126,0.36671574237360016,0.39394449248244195,0.17982740851329265,0.5256508056208732,0.2975005298583711,0.5222202150451815,0.07541170675594179,0.426722530914054,0.40764075466587224,0.38345411754437786,0.13008982073899694,0.4623374568383283,0.4829773398258987,0.26235083871556175,0.3586978041952613,0.11511495868753414,0.5122955193104157,0.44745926941113207,0.5031966150811827,0.27247339811979276,0.22381494424193388,-0.1011969828657074,0.2589708738159003,0.5133663664193994,0.3716226292886374,0.6381725617687826,0.39175932534695007,0.38599605131535086,0.36530897042849414,0.106762134327326,0.49019306502891563,0.2590267227097384
Cerebellum_7b_R,0.31585202913544685,-0.07345234709147423,0.18162442817620095,0.5465627623379751,0.1919260318796433,0.24183492825327788,-0.21803072393568232,0.30210377374519704,0.03935752352684937,0.33894749360391413,0.06110168840204751,0.1021727638002847,0.6334030185685929,0.20362942821018745,0.3811829762769245,0.08343249053182054,-0.07543482589156347,0.22344931578934712,0.09631926385222626,0.1033869362907997,0.20163801217984814,-0.008941390958862691,1.0,-0.022902708513232423,0.14291505828460796,0.27228776516628733,-0.04101851660392674,-0.028820429784937332,0.024966673594570308,0.18063906763531026,0.03297901450865571,0.03379916355147186,0.3961153737088672,0.19232325146359885,0.4898858920590495,0.163794310645445,0.15957753182437845,0.3787875636140785,-0.11008182292427822,0.2374564406633089,0.3877709431277682,-0.13655679383360284,0.08934783578852559,-0.2749545118637503,0.1391768262179695,0.07077234234334462,0.1443685290316248,-0.07022971639838893,0.1452354038157796,0.13667153732442996,0.23736747719710455,0.31162379919084454,0.16885193554846722,0.02609655789204998,0.09654518787618152,-0.265334918138624,0.515929955438079,0.055399608990094294,0.11220986278260467,0.2199434548614319,0.3693936454809263,0.039859926183833154,0.0709695262707425,0.21936674855919555,-0.03984738245632935,0.2462405377623339,0.1388397016155254,0.06334524615656541,-0.005221712439177826,0.079383190977495,0.0523201495857491,-0.07872330521012753,0.21344101090985113,0.26409336982249976,0.1066131581956082,-0.019907496874991385,0.07326143599253608,0.19244014522889696,-0.052031728517772366,0.018534799594001422,0.6411125602216292,0.14443525925354403,-0.0034285145641420843,0.3058687099313955,0.3018177288190488,0.2544062124158097,0.028912850600274792,-0.06832919077801437,0.21966272612922624,0.3383500288899503
Parietal_Inf_R,0.5268599229827946,0.3481508569372099,0.7783359161081249,0.15235789824610949,0.6083509190096302,0.4256278506396441,0.10192043872163473,0.695330330780776,0.49882483679778244,0.3610841637370852,0.4942597988133947,0.20630718609419726,0.21134859298924785,0.14130304352578243,0.5353046666250396,0.07692842070993668,0.20445288468205203,0.634575638762622,0.899248560116744,0.4003875096493645,0.4955369881204105,0.21956265680349726,-0.022902708513232423,1.0,0.49132845983169193,0.5349049472079958,0.1429598498884147,0.19256369076219637,-0.03364358092551313,0.5642692890737023,-0.0012271793153646776,0.2827169705791126,0.19250299798796416,0.6698575174148468,0.08012196110844773,0.17619474857627693,0.3156992819818207,0.566177298475667,0.44115032872947657,0.544013518089091,0.11954765326363308,0.11768834018096903,0.8864087188876271,0.08472887263892671,0.8222803311873466,0.12261776676565429,0.6798762038632149,-0.15349335119231258,0.44903663653629744,0.42204983808444935,0.5016982186728017,0.08738049980014863,0.8268632716174659,0.39241167598540133,0.135496758827048,-0.008755783774955289,0.36004950609823017,0.07331324546880766,0.7781382339080108,0.5592313754751159,0.6432177437524712,0.6708764076102813,0.170544060065636,0.5274527088267048,0.8974218317655183,0.5306579394672262,0.6258856544372384,0.8389732289277566,0.38883929080818597,0.6600850306285105,0.5328230051010584,0.24953338457799862,0.825438247494104,0.5200735654050497,-0.044578293522411355,0.022149111227202405,0.6458271171227655,0.41279350830330347,0.4221948655218235,0.10403813520144274,0.17064492892508937,0.6101098962133245,0.4684795372231747,0.23168903527294887,0.7535666420509273,0.5694895384244699,0.29293645985353595,0.12687970309051994,0.7420975263591912,0.5359600059196519
Cerebellum_4_5_L,0.8754522037362228,0.5841281043981797,0.4462544354354083,0.23650075105161847,0.7586323521568371,0.8135062435303678,0.27567544000763594,0.7063661582480684,0.20041429800908023,0.5309419478410413,0.8535120347332834,0.41725605759525275,0.38882837097001327,0.5165840260746326,0.4950251976811891,0.418318548865813,0.6352243288287944,0.7742256971873703,0.37858172168201776,0.8223879252589676,0.7242135924927201,0.6063832682207304,0.14291505828460796,0.49132845983169193,1.0,0.7718103921505711,0.4880888284941925,0.3750607537999165,0.11861062188268948,0.6450413621988328,0.4369826096442051,0.4632336764898862,0.40026609151082493,0.7483042458212885,0.35027994791229816,0.4771060968427034,0.666013201586844,0.48295074162959795,0.5270925309832694,0.6190832518190663,0.2978406431286525,0.42274373007888594,0.7020131222680969,0.20349091833318117,0.7475460387856768,0.2856233240800967,0.6002199657194245,-0.10774660613253227,0.7636711056427392,0.7193561200350512,0.40151577823379925,0.2653263095250207,0.6020852233687985,0.7437716445429708,0.5113003132551192,0.03916251121763029,0.5156492706456811,0.45048605231042915,0.6897440145036405,0.6961793443939779,0.5534083263922942,0.8240310224208225,0.48591941173952224,0.7802857801680383,0.36660843439696267,0.6613032234224303,0.6921989530191468,0.5930158615153649,0.22572548482968482,0.7773305740258754,0.7848842013054781,0.575053597704238,0.6788744346837143,0.36313816030394863,0.4064402642662155,0.461040219512302,0.7614197110744038,0.6142918951186023,0.18480505076967882,-0.07770567943128076,0.3597774140709701,0.7298316835857825,0.6755946281900574,0.6410872932481119,0.7015672415277552,0.5705996438446392,0.5103180474310992,0.22414494966268123,0.7375464429002452,0.6796360920240018
Thal_VPL_R,0.7941017797858159,0.41091793097120344,0.4677020884634397,0.3210138681029764,0.7867718955094093,0.8299435094032518,0.08372772108087294,0.7677437613937315,0.2461576487696863,0.6124245529296077,0.7377858822785359,0.29272024500924965,0.36992426421897645,0.44388983693609346,0.3797234414931397,0.3245370156244243,0.459247299648341,0.7838042702496891,0.4468462792758156,0.7325203363111165,0.7410747186883696,0.6529885627014151,0.27228776516628733,0.5349049472079958,0.7718103921505711,1.0,0.4023335929467454,0.2804484504806648,0.18434505106756452,0.6524844285086568,0.36186216086807144,0.5014981060675828,0.40949784791910054,0.8130968185968966,0.4153596526542714,0.5453560461108686,0.7082380320342535,0.3844578222384661,0.45175994940547926,0.6251479859085192,0.5457877384787118,0.35971347551198196,0.7358342781395104,0.08502592536432303,0.740060327087653,0.3005904238923217,0.4613777531931681,-0.14068461539353178,0.7246116724946368,0.7822794808502547,0.566198534724718,0.3693056711600553,0.5900147787441276,0.6704261062529868,0.4305138604718624,-0.1124411468260752,0.4037743166315033,0.3424438808781544,0.6017064567965241,0.6340728640990055,0.531534058962438,0.7657092642020568,0.4497397328025887,0.740088099655854,0.37869717209058357,0.6760143223472668,0.7885358996633335,0.6975026079843429,0.25347891633853376,0.758648965540999,0.7061910728817379,0.3402892303102529,0.7143700776190325,0.3069378153839478,0.40822620853120434,0.35768682998413676,0.7441309119946343,0.48716093269791116,0.26836396253765665,-0.018889651940445548,0.4750332998328183,0.8044726002102675,0.6437119248903475,0.6106822060812647,0.7329536348569938,0.696284969905329,0.482323209438739,0.08763978689177757,0.7826615292918131,0.5292609480050398
