,OFCant_R,Vermis_8,Thal_PuL_L,Postcentral_R,Thal_PuL_R,Supp_Motor_Area_R,Temporal_Sup_R,Cerebellum_Crus1_L,Thal_MGN_R,Cerebellum_9_R,Thal_PuA_R,Raphe_M,Frontal_Mid_2_R,Cerebellum_4_5_R,Thal_LP_L,Occipital_Inf_L,Supp_Motor_Area_L,Cingulate_Post_R,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,ACC_sup_R,Precuneus_L,Lingual_L,Putamen_L,N_Acc_L,Precuneus_R,Thal_VPL_R,Thal_LGN_R,Temporal_Pole_Sup_R,Caudate_R,Thal_MGN_L,Occipital_Mid_R,Red_N_R,Cuneus_R,Frontal_Inf_Orb_2_R,Thal_PuA_L,Vermis_9,Cingulate_Mid_R,Cerebellum_Crus2_R,Pallidum_R,Olfactory_L,Thal_Re_R,ACC_pre_R,Hippocampus_L,Fusiform_L
Thal_PuA_R,-0.017049668746849777,0.4376090353324852,0.3426774806639886,0.5242486031804742,0.3591482856029738,0.4595055268705635,0.5071023702361875,0.34527947868713793,-0.1459028925234801,0.4032584227765615,1.0,0.18357926692928717,0.36499435578889255,0.4758374639819078,0.3624498279449545,0.5380267466490968,0.3907509935822994,0.39409583890082256,-0.06455054818329138,0.4290281476919981,0.36972692841781657,0.5205921741445096,0.6146061745899084,0.22353496366612377,0.38215170889256095,0.45993026311819674,0.566198534724718,0.06435374369334465,0.28867312417182456,0.15332866797993247,-0.32250949493380576,0.5009639625037958,0.1502553229181319,0.43231287000113783,0.1467011079507412,0.36028688653892693,0.2516158978869036,0.44083211918736875,0.31296080718674196,-0.07137060619340743,0.045140411973033784,-0.2644379913055133,0.2948955181964425,0.2039506287080676,0.2579099867071325
Raphe_M,0.3258018075485904,0.1741881734535194,0.39743802955655944,0.23164248980900995,0.42918612349225527,0.22875484516834121,0.28594238402205446,0.22949242605927805,0.26290174777454595,0.4461253441621795,0.18357926692928717,1.0,0.27371016880346877,0.34704776141646404,0.40160565748620797,-0.015269626464910343,0.34076331805871546,0.21266595710235295,0.17701489770415463,0.16711008066612443,0.2513629397146319,0.11617467457326336,0.21315647195494644,0.24363653101070143,0.06976858102017565,0.16416416976073275,0.4316368532948805,0.1985476890091313,0.19832304785149568,0.3504071083310915,0.35335358696555935,-0.013691837030063178,-0.004326339388936297,-0.02408411164717988,0.19796218505244226,0.25979839507284996,0.3622496112714174,0.19606250472863193,0.2184772106269135,0.21935279889853618,-0.018017239044477825,-0.1191774661513075,0.26644405349355565,0.2662391474722586,0.38236556460325744
Frontal_Mid_2_R,0.4729791602439786,0.42262981487241297,0.7641718134902906,0.8111003549158862,0.6601269509079905,0.8198664167861878,0.7523366669065782,0.4693814208088268,0.4146756137307416,0.7268691461659087,0.36499435578889255,0.27371016880346877,1.0,0.7924906337320372,0.7829339094023421,0.14280548528575826,0.845276873081999,0.4915710120258458,0.39060747903874615,0.7755219729197731,0.8256993580761085,0.6943176021165856,0.6765662659860493,0.43842552652778644,0.16977582129018307,0.7429981369830045,0.758648965540999,0.4346460705706093,0.44868887496966003,0.8562562281490915,0.36714433570405763,0.3848999107666581,0.50778000788697,0.43893433950797534,0.5920814355562587,0.7508480306641802,0.7341398709035506,0.7671597400353544,0.2724878335544727,0.6273585196670423,0.42639237175958716,0.15676721448330244,0.7828853563456288,0.7176833906774893,0.6181152111202146
Cerebellum_4_5_R,0.2986651246147302,0.5590633239742084,0.7918937366606494,0.6971456513408063,0.6165715860386177,0.7719326242164778,0.7732184642599504,0.6057737844026769,0.3889411159488151,0.8702682745027663,0.4758374639819078,0.34704776141646404,0.7924906337320372,1.0,0.7252070658916246,0.3426617612428496,0.7468574801693834,0.5850465852173917,0.3605594391198235,0.7403762891727149,0.7132271196635595,0.6377170431442623,0.8473918779153179,0.45300678948662554,0.27362418762868734,0.6790910832700856,0.7941017797858159,0.4308263367453262,0.5664548332649003,0.7012847915732807,0.29643944434235125,0.43396077114114706,0.47339913971952774,0.5459897299732002,0.4975299524688988,0.7155957846478157,0.7797334370251452,0.740825666469118,0.45648404108573376,0.4326565997368523,0.2621122027835072,-0.006527619245389846,0.6753506018514053,0.7036254402433532,0.7417499233259047
Thal_LP_L,0.516406372213955,0.28316318800557483,0.8630490036423045,0.6981339116879115,0.7464503842915332,0.6685805011154321,0.7006076823359094,0.318845178530343,0.3154102378998512,0.7547096626542419,0.3624498279449545,0.40160565748620797,0.7829339094023421,0.7252070658916246,1.0,0.05511450373812262,0.7425171495155216,0.5015687802001021,0.29693309226658715,0.7135382368656205,0.8140252505247718,0.5241697372735716,0.5745206542406224,0.5581287577802181,0.2741405829665591,0.5299222479303609,0.8011514365051267,0.4081056108492077,0.3459093382196721,0.7850848218085701,0.42872443909216956,0.20805537579402678,0.4593416516937771,0.20697731872126884,0.5801597622741783,0.7980781236780052,0.7030659257180754,0.6674739028843923,0.352853218695967,0.5026968935578939,0.39274983367339883,0.0924081337571235,0.763253183158934,0.7471793602727638,0.6276450519666469
Occipital_Inf_L,-0.44084708544986156,0.7586833563121109,0.02948987348767236,0.160261327690277,-0.1020788081268031,0.19457849571886116,0.10821216142048262,0.6284588731720656,-0.07199230554520017,0.27315101745420045,0.5380267466490968,-0.015269626464910343,0.14280548528575826,0.3426617612428496,0.05511450373812262,1.0,0.12481144521453229,0.03141730204813537,-0.007932723719086694,0.17863743828814962,-0.02210154527363403,0.315034249457927,0.6635801474910148,-0.1524853364438727,0.24935195605022298,0.2968263812260511,0.19382147964048274,0.1528830218188195,0.5433201081839805,-0.12548164777808213,-0.295012067580425,0.6706533815390253,-0.14287811217462187,0.7164728467926315,-0.13660053405595093,0.09870829404053919,-0.004743573432634427,0.1306411644253836,0.28582342566291014,-0.25622215600194836,-0.10378168089091395,-0.22213625256566205,-0.05262753912781709,0.06444497083828737,0.311592189438576
Supp_Motor_Area_L,0.44778775777351204,0.40219230848774506,0.7808590753544479,0.8274360680808319,0.6977733088408352,0.9129379252120371,0.7569189338412936,0.5096620923171578,0.3620465708585994,0.7697701059511906,0.3907509935822994,0.34076331805871546,0.845276873081999,0.7468574801693834,0.7425171495155216,0.12481144521453229,1.0,0.5302093715067003,0.35821531870653517,0.776654563193032,0.7925036634856788,0.6755234049840984,0.6284706994364813,0.43309342866613515,0.12005312627245093,0.7227628218393098,0.7838042702496891,0.4339916793614559,0.43261565301786425,0.7972788797752444,0.40186752097935646,0.3097834368357076,0.4694358928510016,0.3492885285001235,0.47875943873094523,0.7285112743750128,0.7197336130451354,0.8018682820170218,0.3510806556191376,0.5612885073813655,0.3004035375506817,0.058079360769203246,0.7337641502268838,0.6771989166344481,0.6067533601241824
Cingulate_Post_R,0.39101717491208926,0.20144526836278426,0.5987738551464801,0.5156686355961263,0.5177962561638404,0.5800406959166248,0.623319890180813,0.29160771762226173,0.290496115876255,0.5719360803448998,0.39409583890082256,0.21266595710235295,0.4915710120258458,0.5850465852173917,0.5015687802001021,0.03141730204813537,0.5302093715067003,1.0,0.21802938674020614,0.6922202771179793,0.5720920531924057,0.5686535727240059,0.44919834682340065,0.4375115141135469,0.22508735379941358,0.5536032544871391,0.6584645762570422,0.2772303186667911,0.2635626404809466,0.47157923787608547,0.20202094168535104,0.11350096493558604,0.5495808899020826,0.1416829614519044,0.4203787402111838,0.4750749539013524,0.5284174612740646,0.6422302212044715,0.2497261492619856,0.21801499840067276,0.23242389096832333,-0.019056259550109957,0.6029661700757349,0.5592996374096285,0.40152995795170476
Temporal_Pole_Mid_R,0.15350101115627376,0.1858684683152896,0.39344071697368876,0.11376958166880455,0.3699565831759936,0.2749763860521989,0.3296726080051882,0.2824864940024109,0.09894891074528227,0.38217850085022487,-0.06455054818329138,0.17701489770415463,0.39060747903874615,0.3605594391198235,0.29693309226658715,-0.007932723719086694,0.35821531870653517,0.21802938674020614,1.0,0.4048930741264098,0.2914553048939222,0.18211587317109637,0.2193857528084,-0.15180114805966383,-0.19344044380818676,0.20289717818847197,0.3693056711600553,0.4913775630049293,0.6270615273911527,0.5003637652441044,0.529975532552195,0.15771337275701097,0.13350049662631325,0.19584802054436945,0.2535753131172774,0.4827661686422757,0.2685547047014386,0.20823237179935117,0.21899470280555275,0.2281636765222529,0.0822214420871947,0.09486454715540578,0.309088671419068,0.48617061758530306,0.412867327346973
Frontal_Sup_Medial_L,0.4443230497615332,0.4302503531912692,0.717557387782882,0.744038668693308,0.5407874527644279,0.7800331910479898,0.7094180367298768,0.4809938077075592,0.3342646403826658,0.6923162617481627,0.4290281476919981,0.16711008066612443,0.7755219729197731,0.7403762891727149,0.7135382368656205,0.17863743828814962,0.776654563193032,0.6922202771179793,0.4048930741264098,1.0,0.8384127846303797,0.7295445435118105,0.6358336528322118,0.3710430757930348,0.2586533758807337,0.6480141322184718,0.7516788989023698,0.35592740989378774,0.4899403693187868,0.7677033699371704,0.26790464704685185,0.29597079711899005,0.6035867823310204,0.4037697120111629,0.5501231564700018,0.7184283771967,0.5613989658489721,0.7717657354584658,0.45324957722315445,0.4383281992824353,0.41172738422811234,0.09083361156565294,0.8360035660373583,0.720566508013176,0.5420410700106543
ACC_sup_R,0.5707843768148498,0.2667796362298326,0.831307620407497,0.8149948242070045,0.77012589796606,0.8007450306571314,0.7525749141852905,0.25987065723449254,0.29801384433293576,0.7401574882022282,0.36972692841781657,0.2513629397146319,0.8256993580761085,0.7132271196635595,0.8140252505247718,-0.02210154527363403,0.7925036634856788,0.5720920531924057,0.2914553048939222,0.8384127846303797,1.0,0.6211206593169513,0.5474999828216202,0.5889530366834103,0.20339969547596062,0.576343879831734,0.8044726002102675,0.317090662827662,0.3468221633068901,0.8613548748744213,0.38152611220761534,0.17899214687229206,0.6353872112328026,0.2040218865892164,0.5838503576278535,0.7850611311939275,0.7266910542660441,0.7743234179767131,0.3801109459032375,0.5724925336789026,0.48236596341680604,0.1618428862152721,0.9377585399927219,0.7760395329963755,0.5533957285443126
Precuneus_L,0.21984874989054945,0.459311064053176,0.5363276592705247,0.809021507442579,0.36697760334212326,0.7503828649979212,0.5865573430888329,0.5283134690057809,0.36202291238490886,0.5399538551165183,0.5205921741445096,0.11617467457326336,0.6943176021165856,0.6377170431442623,0.5241697372735716,0.315034249457927,0.6755234049840984,0.5686535727240059,0.18211587317109637,0.7295445435118105,0.6211206593169513,1.0,0.6584778143722892,0.35383578301325075,0.40851838808507884,0.905995270690393,0.5900147787441276,0.20000457982865494,0.3300479021875643,0.5221915020942014,-0.02561165733951809,0.6214413535793993,0.4022623636399408,0.63509319948531,0.4515072491440391,0.5918496310583092,0.45343062607819806,0.7626499626421862,0.25001391090155217,0.3276080640456945,0.3333452858072959,-0.029902446510239652,0.5190914441961706,0.4405481040416543,0.4005743896378126
Lingual_L,0.07611043177432783,0.7881539881770622,0.5845477674080211,0.6107747659132685,0.45303293219970636,0.6579455786949963,0.651006152057645,0.7392326555729256,0.22769448684842647,0.7503284266874334,0.6146061745899084,0.21315647195494644,0.6765662659860493,0.8473918779153179,0.5745206542406224,0.6635801474910148,0.6284706994364813,0.44919834682340065,0.2193857528084,0.6358336528322118,0.5474999828216202,0.6584778143722892,1.0,0.33648115053321725,0.29186867190753457,0.6929484667434133,0.6445018836413194,0.31906625099502794,0.6520847633729348,0.508212955842428,0.038472119313878575,0.6397369670007884,0.3285539505365109,0.7414267547318114,0.3048447419009624,0.5625574491356615,0.5660463972077767,0.612316886835931,0.5333655126603264,0.31184433753080715,0.20561693855852922,-0.062328049046916995,0.49715499540023517,0.5460358615050629,0.6331186647239702
Putamen_L,0.5927756455483169,0.09421838021353858,0.5809043036689866,0.5057461479776068,0.5638584999012554,0.4470779068273419,0.5387009705471144,0.06358690889375292,0.17927114014105064,0.5303019578269597,0.22353496366612377,0.24363653101070143,0.43842552652778644,0.45300678948662554,0.5581287577802181,-0.1524853364438727,0.43309342866613515,0.4375115141135469,-0.15180114805966383,0.3710430757930348,0.5889530366834103,0.35383578301325075,0.33648115053321725,1.0,0.4627067991963072,0.41925431440532945,0.41091793097120344,0.00533906338963328,0.015669653540839174,0.4699908023820933,0.16670590513577777,0.009569445533382886,0.458408648236227,-0.0205606954206088,0.6581001032107943,0.38892490339295466,0.5413121891958939,0.46613054431837764,0.24691155852863622,0.432577615453987,0.5969774891951609,0.16322764058491368,0.5169974325855399,0.49812757109561046,0.31950828145900895
N_Acc_L,0.15013703762512104,0.14814307942877003,0.22511198481418065,0.3404257607735812,0.06072962791181345,0.23711956062640796,0.2997798067555322,0.09621095834038025,0.07840165602049824,0.24411249832635837,0.38215170889256095,0.06976858102017565,0.16977582129018307,0.27362418762868734,0.2741405829665591,0.24935195605022298,0.12005312627245093,0.22508735379941358,-0.19344044380818676,0.2586533758807337,0.20339969547596062,0.40851838808507884,0.29186867190753457,0.4627067991963072,1.0,0.3247831657104099,0.25347891633853376,-0.011795208392093873,0.01341674691668797,0.04514022653987689,-0.14194672049364274,0.30710455537506137,0.12378974865084082,0.24744501434856078,0.6179577008214242,0.21622009602663148,0.07154716187414109,0.2563108703052152,0.18284016919718935,-0.07614210896284097,0.48088690813710205,-0.32415720960162686,0.12321256721220948,0.1694334281681318,0.18744885585325943
Precuneus_R,0.2593954738736909,0.49706324662297946,0.5759234219651846,0.778450905472583,0.45603127778808783,0.7548247050465777,0.6444492264800532,0.6197048830274651,0.38285698524196554,0.5967782067279166,0.45993026311819674,0.16416416976073275,0.7429981369830045,0.6790910832700856,0.5299222479303609,0.2968263812260511,0.7227628218393098,0.5536032544871391,0.20289717818847197,0.6480141322184718,0.576343879831734,0.905995270690393,0.6929484667434133,0.41925431440532945,0.3247831657104099,1.0,0.6017064567965241,0.33341607571152854,0.38126683079767726,0.5645578804049246,0.13078705190223486,0.6125733165660469,0.3731622991870563,0.668159147821463,0.46959893560772853,0.570623350575048,0.5294077782279702,0.7384981602422763,0.22211012547843806,0.40338102926081193,0.3294236512047052,0.03540492227197325,0.4883265178540925,0.5101690974227175,0.5150701386812263
Thal_VPL_R,0.4023335929467454,0.36477118914098744,0.860538602995488,0.7358342781395104,0.7822794808502547,0.7826615292918131,0.7863874660537808,0.4037743166315033,0.29272024500924965,0.8220914124396859,0.566198534724718,0.4316368532948805,0.758648965540999,0.7941017797858159,0.8011514365051267,0.19382147964048274,0.7838042702496891,0.6584645762570422,0.3693056711600553,0.7516788989023698,0.8044726002102675,0.5900147787441276,0.6445018836413194,0.41091793097120344,0.25347891633853376,0.6017064567965241,1.0,0.5089806024875302,0.4750332998328183,0.7246116724946368,0.41827690572818615,0.30018459914621415,0.482323209438739,0.3069378153839478,0.45175994940547926,0.7885358996633335,0.7325203363111165,0.7457722083356526,0.390168833175471,0.3402892303102529,0.2003446710642656,-0.1124411468260752,0.7458823589527338,0.7453117791570646,0.7100988590250177
Thal_LGN_R,0.04392469395000533,0.20274811454784192,0.4945334756367702,0.2904941881790923,0.40502750901751966,0.3679946596721412,0.31311218831519333,0.3442968146291154,0.2930213892510517,0.465801752863156,0.06435374369334465,0.1985476890091313,0.4346460705706093,0.4308263367453262,0.4081056108492077,0.1528830218188195,0.4339916793614559,0.2772303186667911,0.4913775630049293,0.35592740989378774,0.317090662827662,0.20000457982865494,0.31906625099502794,0.00533906338963328,-0.011795208392093873,0.33341607571152854,0.5089806024875302,1.0,0.3996107090069912,0.4106762056629594,0.5692797851405774,0.217054814723226,0.0656159514385145,0.30000353097339094,0.25120928971723056,0.49762059560235183,0.3875937772063061,0.3556821866361264,0.012143179604367369,0.20361875305094787,0.012503300796324958,0.02804858838093074,0.26998005607137826,0.49550538351490914,0.5768841389769358
Temporal_Pole_Sup_R,0.012205913831220418,0.7246866269117033,0.4312175887299305,0.23231233978814134,0.30952232018233417,0.40156179096634853,0.46047375413974984,0.6807111566635785,0.041487428230967634,0.5994986140270144,0.28867312417182456,0.19832304785149568,0.44868887496966003,0.5664548332649003,0.3459093382196721,0.5433201081839805,0.43261565301786425,0.2635626404809466,0.6270615273911527,0.4899403693187868,0.3468221633068901,0.3300479021875643,0.6520847633729348,0.015669653540839174,0.01341674691668797,0.38126683079767726,0.4750332998328183,0.3996107090069912,1.0,0.4351067143128046,0.2761343661397397,0.49155442906075747,0.1621816041709815,0.5642323434443555,0.17077495748783814,0.39655749813565927,0.3025622438830808,0.31992318198222325,0.6012688752865636,0.07909377378523279,0.11048874281742291,-0.02431307777272725,0.33983300835512903,0.49624575054706527,0.5164643581580823
Caudate_R,0.6699984576930427,0.2639897812469171,0.7936570947788464,0.6692958048416975,0.7255701653220358,0.7170573637758083,0.7052971440475644,0.3454261560880526,0.384858058354893,0.7290430070822187,0.15332866797993247,0.3504071083310915,0.8562562281490915,0.7012847915732807,0.7850848218085701,-0.12548164777808213,0.7972788797752444,0.47157923787608547,0.5003637652441044,0.7677033699371704,0.8613548748744213,0.5221915020942014,0.508212955842428,0.4699908023820933,0.04514022653987689,0.5645578804049246,0.7246116724946368,0.4106762056629594,0.4351067143128046,1.0,0.5782475289243657,0.08948163418968952,0.5935362077978753,0.19896254813552652,0.5800808187469378,0.7151990913556919,0.7594428634376889,0.6754087897094667,0.37181938788198676,0.7620985813454464,0.4361526412878115,0.1602468843310569,0.8649103931140566,0.8024757186915069,0.647501715848057
Thal_MGN_L,0.49489789859219085,-0.07937087859388017,0.5460441674396105,0.13483341923118605,0.5317447287222958,0.23671759429231762,0.2497925498202377,0.13366649646451143,0.4032486351877154,0.4508902909735767,-0.32250949493380576,0.35335358696555935,0.36714433570405763,0.29643944434235125,0.42872443909216956,-0.295012067580425,0.40186752097935646,0.20202094168535104,0.529975532552195,0.26790464704685185,0.38152611220761534,-0.02561165733951809,0.038472119313878575,0.16670590513577777,-0.14194672049364274,0.13078705190223486,0.41827690572818615,0.5692797851405774,0.2761343661397397,0.5782475289243657,1.0,-0.2424099121238977,0.17503546036843612,-0.13535609422597578,0.35257177408347046,0.403628525533476,0.48208343961689676,0.20080378264487478,0.03889927370079341,0.39620044918217023,0.18163110664588675,0.06810557869556771,0.4327742693646794,0.6203315760302324,0.6012618241363447
