,Occipital_Inf_L,Thal_PuL_L,Thal_Re_L,Cingulate_Mid_R,SN_pc_L,Cingulate_Post_R,Frontal_Inf_Tri_L,Cerebellum_8_L,Heschl_R,Red_N_L,Thal_IL_L,Rectus_R,Frontal_Inf_Tri_R,Thal_MGN_L,Vermis_1_2,Frontal_Sup_2_R,Heschl_L,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,Thal_MGN_R,Thal_PuA_R,Cuneus_R,ACC_pre_L,N_Acc_R,Amygdala_R,Fusiform_L,Rolandic_Oper_R,Angular_R,Vermis_4_5,Thal_LGN_R,Frontal_Med_Orb_L,Raphe_D,Frontal_Med_Orb_R,Postcentral_R,Cerebellum_4_5_R,Precuneus_L,Temporal_Sup_R,Amygdala_L,Thal_MDl_L,Cerebellum_Crus2_L
Occipital_Inf_L,1.0,0.02948987348767236,0.11463351928044195,0.1306411644253836,-0.09755872574747057,0.03141730204813537,0.10928669353713694,0.2190620764945864,0.026942217489951622,-0.11222780089167031,-0.33546847213760267,-0.14675828939449323,0.025822488736058233,-0.295012067580425,0.09218247830348845,-0.02189425813058495,-0.06656239529904194,-0.007932723719086694,0.17863743828814962,-0.07199230554520017,0.5380267466490968,0.7164728467926315,-0.3265950849746279,0.33316522543786137,-0.1142458552761731,0.311592189438576,0.16720200518384393,0.36648943858112687,0.271385147237048,0.1528830218188195,-0.16804283122583083,0.2294308492102754,-0.17792203774940657,0.160261327690277,0.3426617612428496,0.315034249457927,0.10821216142048262,0.1758937844851878,-0.35088687103142707,0.7435882403342534
Thal_PuL_L,0.02948987348767236,1.0,0.03477492998985177,0.7143081585356045,0.38000001313291076,0.5987738551464801,0.8146891700049371,0.6421327162362003,0.7031399704721045,0.265573647461389,0.5158148570817108,0.4583083775288881,0.7518210962442291,0.5460441674396105,0.4797444233744269,0.7773906570464416,0.6901463178499357,0.39344071697368876,0.717557387782882,0.31931392839634903,0.3426774806639886,0.2391168042736231,0.6387669770259177,0.12141564668604128,0.4479679199098868,0.6927840849268911,0.7098926325624727,0.4184322451150187,0.7464322112194035,0.4945334756367702,0.1273968765464583,0.34056390187037544,0.210956341436291,0.7138208778669568,0.7918937366606494,0.5363276592705247,0.7764366533571007,0.4406484622387789,0.4298292757257774,0.25131674174412183
Thal_Re_L,0.11463351928044195,0.03477492998985177,1.0,0.10233289889233413,0.0980525394710786,0.13749022926246643,0.006704172871309701,-0.10980140857714203,0.03564173496327538,0.2816468995022417,-0.08860537418456846,-0.1423968727845861,-0.007407816221400716,-0.27845266838303195,0.0832790959604248,-0.00761362677226863,-0.028962268064768214,-0.074995245043217,0.07723552088009382,-0.18981502759172336,0.19662067901880806,0.017761412276381446,-0.04826990125153279,-0.18227953731972033,-0.02553336928735123,-0.20691985844616065,0.046611283554990404,0.13707558534367736,0.04884345093225845,-0.23335197945467137,0.040914427469268586,0.1920848655993739,-0.13041367821492683,0.057576027115375655,0.022231410675767796,0.09555902194621829,0.05037203368649419,-0.07741113718292146,-0.0374650647177902,-0.0025926223095173967
Cingulate_Mid_R,0.1306411644253836,0.7143081585356045,0.10233289889233413,1.0,0.3726533594429264,0.6422302212044715,0.7780473751704062,0.47267986752171776,0.7253966032101716,0.46612288041928196,0.3378220060022328,0.2134041523918368,0.7185586819451291,0.20080378264487478,0.40176696728374567,0.7929574214138092,0.4874006977975925,0.20823237179935117,0.7717657354584658,0.3256665520167482,0.44083211918736875,0.4040479198560921,0.41082143688194733,0.22251567897127392,0.30777693733033934,0.5143448024178484,0.7192694362148352,0.5718760585452434,0.7667558479775736,0.3556821866361264,0.13484868174200917,0.42029130818679855,0.13659900185580065,0.8661847099094229,0.740825666469118,0.7626499626421862,0.7655566996299674,0.17384232633219981,0.36064485361418136,0.12947731537706023
SN_pc_L,-0.09755872574747057,0.38000001313291076,0.0980525394710786,0.3726533594429264,1.0,0.3048146970011108,0.42176537286297117,0.24664114895979153,0.33694443885599556,0.589301277889962,0.5464424646609799,0.4297653298785599,0.4465882199772828,0.1473990872932651,0.24808280241780858,0.33249298249428955,0.22355159404726896,0.07972711848185157,0.3711281434471858,-0.09174119016711367,0.19398282684409007,0.07457395677972738,0.39391967621156504,0.189787935789335,0.5197198414820922,0.2416222166845042,0.4807259363287423,0.27623686786923923,0.2740827213707956,0.06077278480599955,0.09294653148531606,0.3741900132332258,0.040101291777417294,0.3760316543600807,0.2924021262908501,0.3058225567384062,0.4659164274459228,0.23250550057994676,0.17875870315904785,-0.08909975593126548
Cingulate_Post_R,0.03141730204813537,0.5987738551464801,0.13749022926246643,0.6422302212044715,0.3048146970011108,1.0,0.543050881567145,0.39443297941865535,0.5458994726941296,0.40206088206536855,0.2707477745530492,0.3528184054588205,0.4449456670458795,0.20202094168535104,0.45640570044890777,0.5217954642406839,0.38607159224597776,0.21802938674020614,0.6922202771179793,0.290496115876255,0.39409583890082256,0.1416829614519044,0.42267260870992557,0.0909414989371881,0.3552435601521841,0.40152995795170476,0.5565548530313027,0.3206726549470438,0.6293080860609339,0.2772303186667911,0.2933667139662215,0.1258842729950806,0.2458447474314692,0.5156686355961263,0.5850465852173917,0.5686535727240059,0.623319890180813,0.19571189457848248,0.4824080673278516,0.08607047788220956
Frontal_Inf_Tri_L,0.10928669353713694,0.8146891700049371,0.006704172871309701,0.7780473751704062,0.42176537286297117,0.543050881567145,1.0,0.580634349668426,0.7257001344841878,0.4026237569119049,0.5356347145921008,0.531013410653096,0.8493102960118841,0.4276066614753138,0.43224957778556067,0.8838833529603477,0.6335625788231507,0.38375934239147214,0.8467798055468808,0.4004085955983107,0.3207749439402088,0.37596537630758453,0.7312898643270067,0.17107337387187102,0.481387648424573,0.6529212021251128,0.679204874519347,0.4801200704556775,0.8119100189479448,0.4179967512369275,0.1311087000236728,0.3788087827651107,0.20994716372475805,0.783240546943407,0.8135159592833415,0.6517243794427935,0.744704590267586,0.451210542995804,0.4737860708891203,0.25662349137154405
Cerebellum_8_L,0.2190620764945864,0.6421327162362003,-0.10980140857714203,0.47267986752171776,0.24664114895979153,0.39443297941865535,0.580634349668426,1.0,0.3701438123351597,0.06431057280924561,0.4459140846735742,0.3337710510650042,0.49255979913174813,0.6383321192509012,0.40056036309432436,0.5211069468215757,0.41728391978979773,0.44392173899146486,0.414821778836155,0.215518935354331,0.13477715996792128,0.3356954570163289,0.4292906093421926,-0.03061611809194573,0.46916170524449796,0.7675771398213311,0.46564405927389907,0.204920499280948,0.6127627885387328,0.5748928541387368,0.05823219768704732,0.20154089619467414,0.19048544244668256,0.3831133817542055,0.5993286564387418,0.24387442660596592,0.5485783576439567,0.5525612951368499,0.42825620319400465,0.5344178923934442
Heschl_R,0.026942217489951622,0.7031399704721045,0.03564173496327538,0.7253966032101716,0.33694443885599556,0.5458994726941296,0.7257001344841878,0.3701438123351597,1.0,0.33675837132454073,0.24249911229409327,0.2377820931352866,0.7649854353748491,0.16252497225056356,0.41158850419980986,0.7578761835273715,0.38777889664479853,0.33804101516824947,0.7097212207767163,0.08846371754680533,0.4743894688862153,0.22069132139941508,0.4414423341205655,0.18451768271938526,0.27524927459811294,0.38415804889290917,0.7433731860175831,0.48874801426917935,0.6400052646573817,0.2227634312835466,0.20781842095924194,0.3236998162198069,0.1893913560703792,0.7405762302100404,0.6869001261411395,0.5695603265797585,0.8642491167137117,0.22301286249056992,0.27663422175698926,0.02160729001249232
Red_N_L,-0.11222780089167031,0.265573647461389,0.2816468995022417,0.46612288041928196,0.589301277889962,0.40206088206536855,0.4026237569119049,0.06431057280924561,0.33675837132454073,1.0,0.4211745776492405,0.21115485924725108,0.33038819915049733,-0.02411290509767278,0.1467589150633008,0.38694423699715397,0.2573497274119221,0.03564902770157656,0.5036817964383083,-0.026802938337607878,0.18638598904765932,0.1173811609886401,0.39664089414220144,-0.07320978476511776,0.4433437403208561,0.09486170929413512,0.41199314769566553,0.32212555485650546,0.24155561401869505,-0.12624496488459758,0.2253870921081217,0.432280451393554,0.09388542361156241,0.4532489503221833,0.24103538412849304,0.458582304003665,0.3645295518658259,0.13877121973325504,0.3965804077662112,-0.15200723148424414
Thal_IL_L,-0.33546847213760267,0.5158148570817108,-0.08860537418456846,0.3378220060022328,0.5464424646609799,0.2707477745530492,0.5356347145921008,0.4459140846735742,0.24249911229409327,0.4211745776492405,1.0,0.4510785575440687,0.42763081829757543,0.6464994694963804,0.2449562724866904,0.4816136609862431,0.6543574482312915,0.4015210677493601,0.4406992817081883,0.34614081290746057,-0.34336856904907104,0.011559386172139495,0.7078552952557483,-0.07444507188279363,0.48173568454817156,0.3702531786000963,0.4636388591007836,0.09012806746599292,0.36998907539779424,0.3466335705379209,0.2514675817064102,0.4237148481632432,0.3093051667068345,0.2839818944576916,0.3156640352888261,0.20472554144089192,0.3313541986741186,0.4391417339930113,0.5050625277861212,0.05493494501385
Rectus_R,-0.14675828939449323,0.4583083775288881,-0.1423968727845861,0.2134041523918368,0.4297653298785599,0.3528184054588205,0.531013410653096,0.3337710510650042,0.2377820931352866,0.21115485924725108,0.4510785575440687,1.0,0.46675186607235286,0.36437645999787266,0.26717460008877575,0.3848726889293801,0.37126222110574647,-0.010192012576157653,0.37746732778308173,0.29474165621931836,0.04812993455466541,-0.060277335336395864,0.6561561132971988,-0.05240267446126177,0.51798386248109,0.4016110063448504,0.3032672410608172,0.02995772608964218,0.3475853080271896,0.10891176304962293,-0.026336689018704115,-0.1474842240163001,0.11295226100346753,0.25642117583538704,0.37058841604246107,0.16848954513905426,0.32445702018657135,0.3272938974473872,0.4817484313401195,-0.022927303338506174
Frontal_Inf_Tri_R,0.025822488736058233,0.7518210962442291,-0.007407816221400716,0.7185586819451291,0.4465882199772828,0.4449456670458795,0.8493102960118841,0.49255979913174813,0.7649854353748491,0.33038819915049733,0.42763081829757543,0.46675186607235286,1.0,0.33666023202236667,0.4408645513678937,0.8583741919601279,0.5415884994272526,0.2624833183609663,0.6950806394095451,0.23053616472849348,0.3850384677866704,0.2786323637469001,0.6497534285605049,0.14910531808796165,0.42093489938055584,0.5400491288400281,0.7137253663083508,0.47047812105315073,0.7282813348614892,0.37140755152085886,0.15406698423582738,0.3361932567898526,0.21751822370241203,0.7758860354522575,0.7485536703308716,0.5291917532802424,0.8217288545665942,0.3118113808702551,0.37705219790750083,0.08709437042876615
Thal_MGN_L,-0.295012067580425,0.5460441674396105,-0.27845266838303195,0.20080378264487478,0.1473990872932651,0.20202094168535104,0.4276066614753138,0.6383321192509012,0.16252497225056356,-0.02411290509767278,0.6464994694963804,0.36437645999787266,0.33666023202236667,1.0,0.2180072174830818,0.4528165821070688,0.49427817801819995,0.529975532552195,0.26790464704685185,0.4032486351877154,-0.32250949493380576,-0.13535609422597578,0.6293858206927068,-0.14510102745342734,0.47045332312650023,0.6012618241363447,0.21896697503231421,-0.14497103123701657,0.30426496238100603,0.5692797851405774,0.29021769442788226,0.027117580377668433,0.4661669336480624,0.13483341923118605,0.29643944434235125,-0.02561165733951809,0.2497925498202377,0.5460693286086233,0.5422238226295016,0.1955574235217518
Vermis_1_2,0.09218247830348845,0.4797444233744269,0.0832790959604248,0.40176696728374567,0.24808280241780858,0.45640570044890777,0.43224957778556067,0.40056036309432436,0.41158850419980986,0.1467589150633008,0.2449562724866904,0.26717460008877575,0.4408645513678937,0.2180072174830818,1.0,0.33767467436333504,0.3953204331414284,0.22047310051966135,0.3659557558678442,0.1355990501243504,0.24821810514889084,0.14323865554714732,0.2939738334350144,0.09487472474375826,0.09854977536837295,0.41502621002837975,0.473139888082679,0.16820637736140545,0.5617421436174891,0.15986248967028013,0.12046699003384165,0.14811479665458588,0.02078058064751491,0.3177309762445141,0.6212486778891486,0.2604990454973961,0.464571441731004,0.1338090973585276,0.30772061853502686,0.1358173098002158
Frontal_Sup_2_R,-0.02189425813058495,0.7773906570464416,-0.00761362677226863,0.7929574214138092,0.33249298249428955,0.5217954642406839,0.8838833529603477,0.5211069468215757,0.7578761835273715,0.38694423699715397,0.4816136609862431,0.3848726889293801,0.8583741919601279,0.4528165821070688,0.33767467436333504,1.0,0.57185107422192,0.39728005697006846,0.8072150795826807,0.40167277396504,0.27915282184158013,0.2521545823156553,0.7056861567365267,0.06232504495942456,0.45673130242758836,0.565365535466207,0.6454519097574181,0.48796917106052007,0.7453803647851203,0.38707489105398485,0.2905957087377194,0.3311412664280972,0.4012690119040089,0.8333541519681505,0.7133235593719445,0.6417232773334605,0.7512864606891518,0.4251126828605904,0.5073713668425417,0.11926504973797246
Heschl_L,-0.06656239529904194,0.6901463178499357,-0.028962268064768214,0.4874006977975925,0.22355159404726896,0.38607159224597776,0.6335625788231507,0.41728391978979773,0.38777889664479853,0.2573497274119221,0.6543574482312915,0.37126222110574647,0.5415884994272526,0.49427817801819995,0.3953204331414284,0.57185107422192,1.0,0.29255175079005824,0.5632037246280572,0.39465599373773264,-0.04348282484855363,0.17045560460503004,0.6359013086076207,0.06822393367018104,0.29685516476027046,0.5660440108342667,0.5694125361071036,0.22040022961448158,0.5566458388968315,0.35724945935983704,0.267356212660063,0.38765320056623404,0.30727899106945095,0.4411636904167787,0.5807414588519896,0.35031255213905527,0.42369994594498034,0.37453327620853794,0.399227849236565,0.19788747836376872
Temporal_Pole_Mid_R,-0.007932723719086694,0.39344071697368876,-0.074995245043217,0.20823237179935117,0.07972711848185157,0.21802938674020614,0.38375934239147214,0.44392173899146486,0.33804101516824947,0.03564902770157656,0.4015210677493601,-0.010192012576157653,0.2624833183609663,0.529975532552195,0.22047310051966135,0.39728005697006846,0.29255175079005824,1.0,0.4048930741264098,0.09894891074528227,-0.06455054818329138,0.19584802054436945,0.3771093398213777,-0.06364144138333139,0.3491626581213228,0.412867327346973,0.2674986064848294,0.12433052954387594,0.3486807106954264,0.4913775630049293,0.41464473382961814,0.354491957093571,0.41759211988584255,0.11376958166880455,0.3605594391198235,0.18211587317109637,0.3296726080051882,0.5982621528042795,0.18853669755035496,0.36141763894829154
