,Occipital_Inf_L,Thal_PuL_L,Thal_Re_L,Cingulate_Mid_R,SN_pc_L,Cingulate_Post_R,Frontal_Inf_Tri_L,Cerebellum_8_L,Heschl_R,Red_N_L,Thal_IL_L,Rectus_R,Frontal_Inf_Tri_R,Thal_MGN_L,Vermis_1_2,Frontal_Sup_2_R,Heschl_L,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,Thal_MGN_R,Thal_PuA_R,Cuneus_R,ACC_pre_L,N_Acc_R,Amygdala_R,Fusiform_L,Rolandic_Oper_R,Angular_R,Vermis_4_5,Thal_LGN_R,Frontal_Med_Orb_L,Raphe_D,Frontal_Med_Orb_R,Postcentral_R,Cerebellum_4_5_R,Precuneus_L,Temporal_Sup_R,Amygdala_L,Thal_MDl_L,Cerebellum_Crus2_L
Frontal_Sup_Medial_L,0.17863743828814962,0.717557387782882,0.07723552088009382,0.7717657354584658,0.3711281434471858,0.6922202771179793,0.8467798055468808,0.414821778836155,0.7097212207767163,0.5036817964383083,0.4406992817081883,0.37746732778308173,0.6950806394095451,0.26790464704685185,0.3659557558678442,0.8072150795826807,0.5632037246280572,0.4048930741264098,1.0,0.3342646403826658,0.4290281476919981,0.4037697120111629,0.6162943624851265,0.1380882844983788,0.43355459155107934,0.5420410700106543,0.7607099490106396,0.4890845453991028,0.7605110061754616,0.35592740989378774,0.3851636767569744,0.464105695678026,0.3787835470742475,0.744038668693308,0.7403762891727149,0.7295445435118105,0.7094180367298768,0.463111276045523,0.4237945906658298,0.273479741960119
Thal_MGN_R,-0.07199230554520017,0.31931392839634903,-0.18981502759172336,0.3256665520167482,-0.09174119016711367,0.290496115876255,0.4004085955983107,0.215518935354331,0.08846371754680533,-0.026802938337607878,0.34614081290746057,0.29474165621931836,0.23053616472849348,0.4032486351877154,0.1355990501243504,0.40167277396504,0.39465599373773264,0.09894891074528227,0.3342646403826658,1.0,-0.1459028925234801,0.11724349645631547,0.3804864634424822,0.2117012226303745,0.021442086776375952,0.3604441034705851,0.066889671654778,0.13129617782409334,0.49945123836031635,0.2930213892510517,0.008894563587303025,-0.1165683572480519,0.1971570139804696,0.3243492313581632,0.3889411159488151,0.36202291238490886,0.0938758053273217,0.04509625941935977,0.33597931299300265,0.12308175786616099
Thal_PuA_R,0.5380267466490968,0.3426774806639886,0.19662067901880806,0.44083211918736875,0.19398282684409007,0.39409583890082256,0.3207749439402088,0.13477715996792128,0.4743894688862153,0.18638598904765932,-0.34336856904907104,0.04812993455466541,0.3850384677866704,-0.32250949493380576,0.24821810514889084,0.27915282184158013,-0.04348282484855363,-0.06455054818329138,0.4290281476919981,-0.1459028925234801,1.0,0.43231287000113783,-0.09193359614980957,0.34884778186325854,0.08070590029531656,0.2579099867071325,0.3990381111521706,0.5321723779082592,0.39444798849671536,0.06435374369334465,-0.03655785766688843,0.12220270856141553,-0.1191207993729179,0.5242486031804742,0.4758374639819078,0.5205921741445096,0.5071023702361875,0.03518928410880712,-0.13653368977528235,0.23000402193001698
Cuneus_R,0.7164728467926315,0.2391168042736231,0.017761412276381446,0.4040479198560921,0.07457395677972738,0.1416829614519044,0.37596537630758453,0.3356954570163289,0.22069132139941508,0.1173811609886401,0.011559386172139495,-0.060277335336395864,0.2786323637469001,-0.13535609422597578,0.14323865554714732,0.2521545823156553,0.17045560460503004,0.19584802054436945,0.4037697120111629,0.11724349645631547,0.43231287000113783,1.0,-0.10427448874087658,0.32097086305634087,0.05839699823764841,0.4285006903482886,0.4003292174329027,0.6631153171073481,0.5708851076264503,0.30000353097339094,-0.11505491699868871,0.5354942825781357,-0.1045108495127387,0.40217927977767426,0.5459897299732002,0.63509319948531,0.3277265597590569,0.19247438118679094,-0.23454289227017006,0.6153814518234249
ACC_pre_L,-0.3265950849746279,0.6387669770259177,-0.04826990125153279,0.41082143688194733,0.39391967621156504,0.42267260870992557,0.7312898643270067,0.4292906093421926,0.4414423341205655,0.39664089414220144,0.7078552952557483,0.6561561132971988,0.6497534285605049,0.6293858206927068,0.2939738334350144,0.7056861567365267,0.6359013086076207,0.3771093398213777,0.6162943624851265,0.3804864634424822,-0.09193359614980957,-0.10427448874087658,1.0,-0.15339230842814922,0.6064131650878614,0.518412082072508,0.4356951240567272,0.02779394548392528,0.49881789892082967,0.25853780000544063,0.39532734739628367,0.11338849087116783,0.4776597331199791,0.41504934996447534,0.48371992408805503,0.27798376963555066,0.4779449087543281,0.5534375299420111,0.7058543400811575,-0.012115346138744824
N_Acc_R,0.33316522543786137,0.12141564668604128,-0.18227953731972033,0.22251567897127392,0.189787935789335,0.0909414989371881,0.17107337387187102,-0.03061611809194573,0.18451768271938526,-0.07320978476511776,-0.07444507188279363,-0.05240267446126177,0.14910531808796165,-0.14510102745342734,0.09487472474375826,0.06232504495942456,0.06822393367018104,-0.06364144138333139,0.1380882844983788,0.2117012226303745,0.34884778186325854,0.32097086305634087,-0.15339230842814922,1.0,-0.11544025833541384,0.1722752589485409,0.1877056108071796,0.4027214764554528,0.2080030894731782,0.1300315599805884,-0.26051535230024053,0.11063533103971426,-0.2581076383449365,0.2944616999693602,0.2538398126263427,0.362579366566423,0.2082839933723897,-0.15391396979075503,-0.427236090662505,0.19350256395507417
Amygdala_R,-0.1142458552761731,0.4479679199098868,-0.02553336928735123,0.30777693733033934,0.5197198414820922,0.3552435601521841,0.481387648424573,0.46916170524449796,0.27524927459811294,0.4433437403208561,0.48173568454817156,0.51798386248109,0.42093489938055584,0.47045332312650023,0.09854977536837295,0.45673130242758836,0.29685516476027046,0.3491626581213228,0.43355459155107934,0.021442086776375952,0.08070590029531656,0.05839699823764841,0.6064131650878614,-0.11544025833541384,1.0,0.5266857636797704,0.33802509646095835,0.06872929945369252,0.3129035534400689,0.24192148414112147,0.29560594599808154,0.13994480976525317,0.37293590241351693,0.3102644322054743,0.32938842577597854,0.25818203126313305,0.42970990693914957,0.6505601064520353,0.4558518636079919,0.08130621707542963
Fusiform_L,0.311592189438576,0.6927840849268911,-0.20691985844616065,0.5143448024178484,0.2416222166845042,0.40152995795170476,0.6529212021251128,0.7675771398213311,0.38415804889290917,0.09486170929413512,0.3702531786000963,0.4016110063448504,0.5400491288400281,0.6012618241363447,0.41502621002837975,0.565365535466207,0.5660440108342667,0.412867327346973,0.5420410700106543,0.3604441034705851,0.2579099867071325,0.4285006903482886,0.518412082072508,0.1722752589485409,0.5266857636797704,1.0,0.47666638063486927,0.20504685636497286,0.6800004507658995,0.5768841389769358,0.19687796549375508,0.20247862885294846,0.33549870361173945,0.43857024644285525,0.7417499233259047,0.4005743896378126,0.5202292515574463,0.6547401064592417,0.3673933532822391,0.5020525940800816
Rolandic_Oper_R,0.16720200518384393,0.7098926325624727,0.046611283554990404,0.7192694362148352,0.4807259363287423,0.5565548530313027,0.679204874519347,0.46564405927389907,0.7433731860175831,0.41199314769566553,0.4636388591007836,0.3032672410608172,0.7137253663083508,0.21896697503231421,0.473139888082679,0.6454519097574181,0.5694125361071036,0.2674986064848294,0.7607099490106396,0.066889671654778,0.3990381111521706,0.4003292174329027,0.4356951240567272,0.1877056108071796,0.33802509646095835,0.47666638063486927,1.0,0.47211440574020247,0.6745843275006069,0.33646776133087425,0.3017182249912746,0.5639371467148063,0.25975180495720346,0.6843304428023368,0.681763801832134,0.5829203849912642,0.8105971053885307,0.3234189277078331,0.2388598223690109,0.20511094274239197
Angular_R,0.36648943858112687,0.4184322451150187,0.13707558534367736,0.5718760585452434,0.27623686786923923,0.3206726549470438,0.4801200704556775,0.204920499280948,0.48874801426917935,0.32212555485650546,0.09012806746599292,0.02995772608964218,0.47047812105315073,-0.14497103123701657,0.16820637736140545,0.48796917106052007,0.22040022961448158,0.12433052954387594,0.4890845453991028,0.13129617782409334,0.5321723779082592,0.6631153171073481,0.02779394548392528,0.4027214764554528,0.06872929945369252,0.20504685636497286,0.47211440574020247,1.0,0.5207852492581447,0.1756532100662194,-0.12953854758077202,0.5105268505066891,-0.12270650965992672,0.7224139450566837,0.4970024054316034,0.7794907798579933,0.5337807504372589,-0.0077598479157284395,-0.19272127129120808,0.28795110095529436
Vermis_4_5,0.271385147237048,0.7464322112194035,0.04884345093225845,0.7667558479775736,0.2740827213707956,0.6293080860609339,0.8119100189479448,0.6127627885387328,0.6400052646573817,0.24155561401869505,0.36998907539779424,0.3475853080271896,0.7282813348614892,0.30426496238100603,0.5617421436174891,0.7453803647851203,0.5566458388968315,0.3486807106954264,0.7605110061754616,0.49945123836031635,0.39444798849671536,0.5708851076264503,0.49881789892082967,0.2080030894731782,0.3129035534400689,0.6800004507658995,0.6745843275006069,0.5207852492581447,1.0,0.4080879776451814,0.13826915883519603,0.3466118529605663,0.18006288404264006,0.7035864276750353,0.9076897475052811,0.7159576270702245,0.7362008125249321,0.3349393670402405,0.34734398452070514,0.36925286910722965
Thal_LGN_R,0.1528830218188195,0.4945334756367702,-0.23335197945467137,0.3556821866361264,0.06077278480599955,0.2772303186667911,0.4179967512369275,0.5748928541387368,0.2227634312835466,-0.12624496488459758,0.3466335705379209,0.10891176304962293,0.37140755152085886,0.5692797851405774,0.15986248967028013,0.38707489105398485,0.35724945935983704,0.4913775630049293,0.35592740989378774,0.2930213892510517,0.06435374369334465,0.30000353097339094,0.25853780000544063,0.1300315599805884,0.24192148414112147,0.5768841389769358,0.33646776133087425,0.1756532100662194,0.4080879776451814,1.0,0.10185553885209105,0.2661500031192045,0.2313858642025682,0.2904941881790923,0.4308263367453262,0.20000457982865494,0.31311218831519333,0.40051558108099533,0.14151775081021956,0.4443858318946132
Frontal_Med_Orb_L,-0.16804283122583083,0.1273968765464583,0.040914427469268586,0.13484868174200917,0.09294653148531606,0.2933667139662215,0.1311087000236728,0.05823219768704732,0.20781842095924194,0.2253870921081217,0.2514675817064102,-0.026336689018704115,0.15406698423582738,0.29021769442788226,0.12046699003384165,0.2905957087377194,0.267356212660063,0.41464473382961814,0.3851636767569744,0.008894563587303025,-0.03655785766688843,-0.11505491699868871,0.39532734739628367,-0.26051535230024053,0.29560594599808154,0.19687796549375508,0.3017182249912746,-0.12953854758077202,0.13826915883519603,0.10185553885209105,1.0,0.11204320950614068,0.8739798921968495,0.03650229463543582,0.08906359990327178,0.10837945427004642,0.18650316826917063,0.43522171495595624,0.36820741892820563,-0.07767300852784279
Raphe_D,0.2294308492102754,0.34056390187037544,0.1920848655993739,0.42029130818679855,0.3741900132332258,0.1258842729950806,0.3788087827651107,0.20154089619467414,0.3236998162198069,0.432280451393554,0.4237148481632432,-0.1474842240163001,0.3361932567898526,0.027117580377668433,0.14811479665458588,0.3311412664280972,0.38765320056623404,0.354491957093571,0.464105695678026,-0.1165683572480519,0.12220270856141553,0.5354942825781357,0.11338849087116783,0.11063533103971426,0.13994480976525317,0.20247862885294846,0.5639371467148063,0.5105268505066891,0.3466118529605663,0.2661500031192045,0.11204320950614068,1.0,0.0023869959958730575,0.3931495751259059,0.3668950098448238,0.4143997175241721,0.37586641240543756,0.2616263129238348,-0.12813732859430582,0.28724324064151213
Frontal_Med_Orb_R,-0.17792203774940657,0.210956341436291,-0.13041367821492683,0.13659900185580065,0.040101291777417294,0.2458447474314692,0.20994716372475805,0.19048544244668256,0.1893913560703792,0.09388542361156241,0.3093051667068345,0.11295226100346753,0.21751822370241203,0.4661669336480624,0.02078058064751491,0.4012690119040089,0.30727899106945095,0.41759211988584255,0.3787835470742475,0.1971570139804696,-0.1191207993729179,-0.1045108495127387,0.4776597331199791,-0.2581076383449365,0.37293590241351693,0.33549870361173945,0.25975180495720346,-0.12270650965992672,0.18006288404264006,0.2313858642025682,0.8739798921968495,0.0023869959958730575,1.0,0.09378726754989697,0.12585363476676098,0.10234347650689922,0.20557552704457238,0.5078162489425505,0.40865851526679736,-0.0031541111416000063
Postcentral_R,0.160261327690277,0.7138208778669568,0.057576027115375655,0.8661847099094229,0.3760316543600807,0.5156686355961263,0.783240546943407,0.3831133817542055,0.7405762302100404,0.4532489503221833,0.2839818944576916,0.25642117583538704,0.7758860354522575,0.13483341923118605,0.3177309762445141,0.8333541519681505,0.4411636904167787,0.11376958166880455,0.744038668693308,0.3243492313581632,0.5242486031804742,0.40217927977767426,0.41504934996447534,0.2944616999693602,0.3102644322054743,0.43857024644285525,0.6843304428023368,0.7224139450566837,0.7035864276750353,0.2904941881790923,0.03650229463543582,0.3931495751259059,0.09378726754989697,1.0,0.6971456513408063,0.809021507442579,0.7509261823702765,0.1431906615750425,0.2595896867129506,0.12980652900538733
Cerebellum_4_5_R,0.3426617612428496,0.7918937366606494,0.022231410675767796,0.740825666469118,0.2924021262908501,0.5850465852173917,0.8135159592833415,0.5993286564387418,0.6869001261411395,0.24103538412849304,0.3156640352888261,0.37058841604246107,0.7485536703308716,0.29643944434235125,0.6212486778891486,0.7133235593719445,0.5807414588519896,0.3605594391198235,0.7403762891727149,0.3889411159488151,0.4758374639819078,0.5459897299732002,0.48371992408805503,0.2538398126263427,0.32938842577597854,0.7417499233259047,0.681763801832134,0.4970024054316034,0.9076897475052811,0.4308263367453262,0.08906359990327178,0.3668950098448238,0.12585363476676098,0.6971456513408063,1.0,0.6377170431442623,0.7732184642599504,0.37627033725989095,0.3019327652590065,0.406667541598263
