,Frontal_Inf_Oper_R,SN_pc_L,Cerebellum_9_R,Insula_L,Thal_IL_R,Parietal_Sup_L,Thal_PuA_R,Supp_Motor_Area_L,Cerebellum_9_L,SupraMarginal_L,Thal_PuM_L,Frontal_Sup_Medial_R,Vermis_9,Thal_VA_R,Cerebellum_4_5_L,Thal_PuA_L,Occipital_Inf_L,Vermis_4_5,Thal_AV_R,Thal_PuI_L,Vermis_3,Cerebellum_7b_R,Amygdala_R,Frontal_Med_Orb_R,Parietal_Inf_R,Temporal_Pole_Mid_R,Rectus_L,Caudate_R,Cerebellum_8_R,Amygdala_L,Thal_LP_L,Insula_R,Thal_AV_L,Precentral_L,Temporal_Sup_L,Cingulate_Post_R,Cerebellum_Crus1_R,Occipital_Inf_R,Parietal_Sup_R,LC_R,Red_N_R,Temporal_Pole_Mid_L,Cerebellum_3_L,ACC_sup_L,Occipital_Mid_R,Paracentral_Lobule_L,Cingulate_Mid_R,Thal_LGN_R,ACC_sub_R,Temporal_Mid_R,Hippocampus_L,Cerebellum_6_L,Thal_VL_L,Thal_PuM_R,Frontal_Sup_2_L,Postcentral_L,SN_pr_L,Cerebellum_7b_L,Occipital_Sup_R,Precentral_R,Vermis_10,Thal_MDm_L,Thal_MGN_L,Thal_VA_L,Pallidum_L,OFCmed_R,Thal_LP_R,Cerebellum_10_L,Temporal_Sup_R,Cerebellum_Crus2_R,Cerebellum_6_R,Rectus_R,Thal_VPL_L,OFCant_R,Hippocampus_R,Raphe_M,Olfactory_L,OFCmed_L,OFCant_L,Vermis_8
Thal_PuM_L,0.7816545198273354,0.2833401375918766,0.844065733552328,0.6377601763018321,0.4885077615270984,0.4838776689739569,0.47105564074346884,0.8043165033254086,0.8044980784110866,0.7864900307890741,1.0,0.8162969329668873,0.7902670840631759,0.5010203166342972,0.8074052678302857,0.8202829815937712,0.0799400487918168,0.7266871680311547,0.1643307368986901,0.558347648492583,0.8353153185001654,0.25923139997349637,0.47007626967702804,0.21488016614015365,0.5251085169322358,0.3414194725557566,0.42560195156402736,0.7963825724321995,0.33028116521733836,0.4199948758050223,0.8571674395539846,0.7402414227701274,0.4240743225118093,0.7764065191113502,0.8450130725524333,0.6712424590037159,0.2983340652481219,0.08827604383655688,0.3748438937161297,0.15566839701888835,0.5515164204736435,0.5446406015119089,0.6527456877431951,0.8789218858927151,0.22011720762901887,0.6430206671229381,0.7615451035294722,0.44963845014459736,0.4370106655650789,0.5262550507419994,0.7959730306513494,0.7235794083998172,0.7024625207801797,0.5318608366927511,0.8013486974357407,0.7453030339649095,0.11694800316003408,0.5636752849658313,0.4178518728967732,0.7524783594989439,0.7452378546748686,0.7491092764117555,0.4507773603891604,0.5225761471446292,0.37128190390581706,0.37661816389928704,0.6875016456497154,0.7422043717029676,0.7833129943952346,0.41504198454896096,0.47826061949822646,0.4595202298018031,0.9391548618227631,0.5061069299352394,0.8241309018422283,0.4194349894809219,0.28954806872145716,0.16196512880200672,0.14427912923812303,0.31503705083904354
Frontal_Sup_Medial_R,0.776749689746603,0.40743687453413135,0.7182131197261825,0.6563462106706812,0.35476269550548734,0.53994458512919,0.42308580244032234,0.831531039526881,0.7355726580009112,0.7937996562149142,0.8162969329668873,1.0,0.7173370501354568,0.5036455837379581,0.7586323521568371,0.7137325991678748,0.036367324117404565,0.7441492734676475,0.15725509843358243,0.4372697669113344,0.7150122334452229,0.1919260318796433,0.445578191790202,0.34806109812009633,0.6083509190096302,0.3896950678644288,0.3633343449006039,0.8339245080012289,0.22074329978405402,0.3945922970736798,0.7545237960055022,0.6942184759122155,0.3431474123545151,0.778582064362887,0.7721883959629362,0.6562397458023259,0.281633121860378,0.039136239919482604,0.5067585244324728,0.1790059852922333,0.6403472996830697,0.6144799322051298,0.660978223534531,0.8476340377179853,0.21269728138337338,0.7352234733780804,0.8038394795689086,0.3510842295188529,0.48643691242661863,0.5195920401282763,0.716657803755604,0.6964134405340728,0.6314501515882576,0.40473746387186765,0.8755607703746807,0.7663101531614901,0.10596851987923991,0.47416447382408367,0.43188193159439453,0.7951541551903389,0.7010897301450091,0.586460149087668,0.33064597372248583,0.4899916706901275,0.48683808366767645,0.4831479444362946,0.6652662599561974,0.6621435756701406,0.8067237457131818,0.3832877841896182,0.4745312880629123,0.42028875863259857,0.8004209247260491,0.5467962402126381,0.7268022674566537,0.2776624512091093,0.38412453876751523,0.25320825675447434,0.1954166174060089,0.31532144033428855
Vermis_9,0.7518370884468034,0.3089125083669344,0.8208102020196405,0.4915053839014956,0.2961106755941615,0.31246003583303317,0.2516158978869036,0.7197336130451354,0.8697482721985249,0.6120728960782684,0.7902670840631759,0.7173370501354568,1.0,0.5715318347783669,0.8223879252589676,0.607547908487769,-0.004743573432634427,0.7370201315924674,0.1742699451534452,0.4270751186234299,0.8142654998993422,0.1033869362907997,0.4159843924625187,0.12842174911033338,0.4003875096493645,0.2685547047014386,0.42287725162375855,0.7594428634376889,0.25857244404809304,0.31426607126620903,0.7030659257180754,0.6413356122956598,0.5339226158501089,0.6620734014969817,0.7690635253800113,0.5284174612740646,0.2723677824727468,0.05353308548038705,0.2840130417798112,-0.05925375611199874,0.5276322947695322,0.5759311334978074,0.709124342060715,0.7363597334778182,0.10147639023493184,0.5686681424000554,0.6974229713715158,0.3875937772063061,0.44713521858034705,0.4589060356740563,0.71768937482868,0.7843949280796262,0.7006749916027477,0.28889690383923833,0.6350321113078892,0.6398795179042276,0.10541541188651272,0.4142394094050178,0.32945068504707714,0.6697388714800164,0.7447138487864363,0.6113861260983974,0.48208343961689676,0.5493245899112111,0.4943039697141012,0.4394257094391297,0.6506358698827435,0.6404463692743281,0.6711066854196348,0.29050353354465996,0.49303892130712856,0.468306219530415,0.7976541405312016,0.49721083438639835,0.6987151230848868,0.3622496112714174,0.28350429167097196,0.2645370082781203,0.10930697374012925,0.273929773733589
Thal_VA_R,0.35516304061805637,0.2635490955189045,0.3921157303994847,0.20054047620588022,0.1554697261218557,-0.04220515655248664,0.14622698075452936,0.44505636069911253,0.508741068758208,0.3584067675037033,0.5010203166342972,0.5036455837379581,0.5715318347783669,1.0,0.39976508183001236,0.14398857853459246,-0.37032352085662057,0.25848644446655816,-0.12423751847218811,-0.03314879839973595,0.6520062862207301,0.0809152419958698,0.4386367914572458,0.28619420686915553,0.04546486206001456,0.06143757992639372,0.5573230269336231,0.537938194999115,-0.009313085914770784,0.16699803419664333,0.34177129348174423,0.2778367703461161,0.6387961511711547,0.2999061281441244,0.4024581060109685,0.3938074928223642,0.004396841736346381,-0.3265660545285182,0.02978337289194288,-0.273953073644219,0.4689082255544035,0.648668291704436,0.5088301894324252,0.38150675934282174,-0.39558075661588404,0.2930472610187696,0.3408248334619672,-0.008266690647132254,0.6347753031913559,0.08578484659099428,0.39721080242067464,0.3371511745573119,0.5576272136521017,-0.22761712106568327,0.36117635525430775,0.22134702671618117,0.16929420461551373,0.10144113497306922,-0.13620815195619226,0.3647329698041787,0.63488894221035,0.4973230778829381,0.3679180982937119,0.568786280110485,0.5645136428002363,0.7638919358616136,0.45702799951019857,0.34558135436891674,0.4293903526478195,0.2246285359165271,-0.02852039012817699,0.4292034213581746,0.4490537659050325,0.7254789548330932,0.3749813350646376,0.3571543161828763,0.16402719970476745,0.1976861237329186,-0.03833352741291154,-0.08346678343331951
Cerebellum_4_5_L,0.8240310224208225,0.3617001702575697,0.8222730290968289,0.6190832518190663,0.47038678288289903,0.43671447438664196,0.40151577823379925,0.7742256971873703,0.8535120347332834,0.7063661582480684,0.8074052678302857,0.7586323521568371,0.8223879252589676,0.39976508183001236,1.0,0.6921989530191468,0.13245410886982814,0.8795879692773313,0.22414494966268123,0.4632336764898862,0.7465854929736322,0.14291505828460796,0.4517282094306472,0.22305854950884396,0.49132845983169193,0.2653263095250207,0.45048605231042915,0.7636711056427392,0.26886143258515677,0.40493099737494653,0.7774973807783359,0.7848842013054781,0.4210028184145553,0.7015672415277552,0.8135062435303678,0.6137110574454266,0.38882837097001327,0.10588120299777497,0.36660843439696267,0.1352783618788605,0.5103180474310992,0.5113003132551192,0.7068698126935896,0.7483042458212885,0.22965927514382925,0.5738571273657174,0.7310573187802418,0.44001392409668316,0.4369826096442051,0.5683268776876604,0.730562989603557,0.8351940458417012,0.652215135975477,0.45038156486771747,0.7389073740622077,0.6788744346837143,0.27567544000763594,0.6142918951186023,0.4462544354354083,0.7475460387856768,0.7437716445429708,0.6850200052984307,0.40481330658960774,0.5165840260746326,0.40059183373014007,0.2856233240800967,0.6755946281900574,0.7586732072597471,0.7388440368746142,0.30137658675728757,0.5692463995621949,0.5164760956390683,0.8420168701049943,0.4880888284941925,0.7761132205999599,0.40013805126677987,0.26248328055843195,0.23321511063433178,0.15333429913143237,0.3615557014297787
Thal_PuA_L,0.7018474493316998,0.2987652881039556,0.6744586131937034,0.6175835715453161,0.3953676151310477,0.5564577066699942,0.36028688653892693,0.7285112743750128,0.673153538712742,0.7139540504994366,0.8202829815937712,0.7137325991678748,0.607547908487769,0.14398857853459246,0.6921989530191468,1.0,0.09870829404053919,0.6872095334510648,0.417224819358992,0.6890775629306678,0.6190215092390536,0.1388397016155254,0.33479975749247853,0.15826371617883256,0.6258856544372384,0.4827661686422757,0.20431803990966152,0.7151990913556919,0.2051761623150738,0.40722928534882746,0.7980781236780052,0.6571040843796119,0.1983353123764931,0.7045124269753742,0.693287901467796,0.4750749539013524,0.19949554670993114,0.11986377274859668,0.480603782215545,0.20038959800043915,0.3501980642871837,0.3738252735761599,0.5551336242750456,0.799727318167165,0.41035606879145936,0.6177931658947267,0.6892009247305548,0.49762059560235183,0.22934606427497825,0.5347620630456106,0.7117891648230236,0.6203218458036944,0.5022291167846485,0.624131867464191,0.7191744883710556,0.7295082364326161,0.08248317612596788,0.6283660352349494,0.5282029642843316,0.6664891803501226,0.5117602561803548,0.5704757404784597,0.403628525533476,0.3619041092555718,0.3002120917119567,0.09277677657153577,0.7289755930631541,0.7016871798457626,0.6857674888704164,0.2489744127590827,0.5320977838493591,0.26082799849281724,0.8173865360241405,0.2896585055278065,0.716913126540675,0.25979839507284996,0.3611311163891943,0.09939605911295042,0.3878593773667122,0.24295867414610015
Occipital_Inf_L,0.18743991142326533,-0.09755872574747057,0.27315101745420045,0.19307678330261502,0.3857819919874279,0.3873188106225827,0.5380267466490968,0.12481144521453229,-0.1070115289998513,0.2197666132253036,0.0799400487918168,0.036367324117404565,-0.004743573432634427,-0.37032352085662057,0.13245410886982814,0.09870829404053919,1.0,0.271385147237048,-0.20646511949643412,0.009123785007389779,-0.21443393008138675,0.42295331564119976,-0.1142458552761731,-0.17792203774940657,0.21693446606128575,-0.007932723719086694,-0.2176983612740479,-0.12548164777808213,0.6523831066403776,0.1758937844851878,0.05511450373812262,0.13464795139476182,-0.3913899112485677,0.17204804197262688,0.29562883859463807,0.03141730204813537,0.6142968011356547,0.7168978048368951,0.22461369826481756,0.45573918827235466,-0.14287811217462187,-0.251590676884734,-0.10945284020332473,0.05454343192417724,0.6706533815390253,0.1548069604315522,0.1306411644253836,0.1528830218188195,-0.37782135584569787,0.4913283391982802,0.06444497083828737,0.34438544461572695,-0.23060263928078015,0.65516427211634,0.13843015041739626,0.2021572125185214,-0.11584319553368734,-0.021507437935418403,0.5846296144488647,0.19356619992382076,-0.252343414347739,-0.13403919818628318,-0.295012067580425,-0.1741459788017302,-0.4107687751729312,-0.2903106031954696,-0.16074107955398556,0.017699829007988315,0.10821216142048262,0.28582342566291014,0.5235035932581564,-0.14675828939449323,0.03944884185449636,-0.44084708544986156,0.09696716658740802,-0.015269626464910343,-0.10378168089091395,-0.1137861008005862,-0.34051148575416623,0.7586833563121109
Vermis_4_5,0.7796914442725636,0.2740827213707956,0.7970866089104337,0.649952119293824,0.3911157451948026,0.580883513439075,0.39444798849671536,0.7859854707861297,0.766841374143378,0.7278656894225943,0.7266871680311547,0.7441492734676475,0.7370201315924674,0.25848644446655816,0.8795879692773313,0.6872095334510648,0.271385147237048,1.0,0.31589424505367125,0.5106829383029208,0.5766468366818339,0.28410385826834544,0.3129035534400689,0.18006288404264006,0.5558327922077841,0.3486807106954264,0.2571163276542071,0.7111321569589952,0.39013924147357837,0.3349393670402405,0.6720351753620215,0.6716850483765914,0.2873191031569891,0.7253325851430333,0.7815366475423041,0.6293080860609339,0.5913035351808111,0.2836555350992692,0.44551016775458196,0.28366470710927794,0.4382601728886149,0.47542937165982346,0.5607592590558639,0.7047609136302663,0.4294672276095001,0.6216282577377787,0.7667558479775736,0.4080879776451814,0.3031081297044021,0.6894796069189016,0.661295593283674,0.8954641836302917,0.5956276550270493,0.52801919471437,0.7778544921494042,0.7238529909675004,0.04937276567673757,0.6282098756867107,0.5814278408784469,0.7571087681353397,0.6160178564242361,0.5481346848692483,0.30426496238100603,0.521863135581584,0.4000453109237955,0.20082683118910988,0.5459032674263647,0.7101357490799336,0.7362008125249321,0.36926765888973956,0.78079628228193,0.3475853080271896,0.760975013118886,0.3238051027159343,0.6884970112312205,0.28224117230368306,0.27102339497889844,0.1879609416197357,0.2022385723959088,0.5521341074244444
Thal_AV_R,0.10571518581227715,0.10652950465206798,0.1820568079879626,0.10672291987483018,-0.22132438225002304,0.06370524138837967,-0.3866352973304208,0.23555693714467657,0.23255495540682009,0.11989233616818876,0.1643307368986901,0.15725509843358243,0.1742699451534452,-0.12423751847218811,0.22414494966268123,0.417224819358992,-0.20646511949643412,0.31589424505367125,1.0,0.6885215172982596,0.21664943039977821,-0.06832919077801437,0.25503691762654807,0.24275544264737828,0.12687970309051994,0.42064034199580186,0.2037277214165622,0.39377898738140665,0.005582063410937162,0.35715467072284246,0.2768578728167189,0.1258689725557665,0.40885817543063163,0.15972884691985623,0.16197808605776604,0.03743499220910813,0.04978628610657658,0.01633545299064552,0.00966242784664411,-0.15451814544415,0.05447181594817624,0.34594498844462684,0.18675979262390452,0.24256598822912445,0.014667628224331094,0.0817497441904814,0.136150216720463,0.3368505764288683,0.2799992199613059,0.06811883918595543,0.4164234257991103,0.27033199824679593,0.4347244372654177,0.06927577566713901,0.28326425043359216,0.17199784302904128,0.04435613318155442,0.522395091572081,0.015838138079211566,0.061149825229010295,0.07128948652146803,0.39431580007414785,0.533722501465609,0.2964916665887701,0.46078432221642995,-0.044582773975401835,0.2741541214132873,0.3182601234491486,0.051991657162953835,-0.10370034477457735,0.36234494945133894,0.20582327349150992,0.22854240281910496,0.23658596192152284,0.2769745357280938,0.02116514021262859,0.3589328764339553,0.2041454684494822,0.7680242169562875,0.005315301677650316
Thal_PuI_L,0.39308130125883933,0.11423737286791887,0.4988902678753529,0.34481024934211146,-0.06190339545795124,0.270153938230037,-0.10172061493308313,0.5098302172440838,0.4673030839973137,0.4602923832811232,0.558347648492583,0.4372697669113344,0.4270751186234299,-0.03314879839973595,0.4632336764898862,0.6890775629306678,0.009123785007389779,0.5106829383029208,0.6885215172982596,1.0,0.5082308306167088,0.03379916355147186,0.3782041850089962,0.22105993340075705,0.2827169705791126,0.5420950474622293,0.16576459659433612,0.5951516589415997,0.23606471806094415,0.5263548954666586,0.5556195233287844,0.38936429198959577,0.40157705600634813,0.4410124972844777,0.5360916719110819,0.2751734737457537,0.16832948107237003,0.18684503068624714,0.11439984805912332,0.0018653675116238229,0.3547891593304014,0.4313521735043615,0.33607561082902854,0.5426280951733111,0.19641589333973183,0.28774331988957336,0.4249432515803289,0.5046687722950203,0.29554786370335506,0.2835953223624625,0.7097627494671906,0.5091434414129725,0.6081474156724493,0.41499837195751643,0.5450167246676751,0.4558038475392734,0.01726976199950461,0.5455029897747915,0.24914114197399015,0.32184939667570905,0.2584875371063725,0.5181175764980867,0.5347862440724013,0.35259768122062024,0.4369004002840008,0.02108177454797524,0.3680647718154599,0.5096599212185097,0.3279744913122571,0.05560634861233831,0.5356275660810367,0.25680344959005136,0.5592318322812816,0.21881651483788997,0.5911510972319348,0.1250895634451982,0.329292527616943,0.15569717019725535,0.6421780892221114,0.22197767210416897
Vermis_3,0.6697744930280505,0.42830147967924626,0.7197503470609019,0.5368333308351086,0.21991198354977545,0.1800942938015189,0.22050650766778332,0.6622850866128661,0.7716777482683577,0.6267340403994656,0.8353153185001654,0.7150122334452229,0.8142654998993422,0.6520062862207301,0.7465854929736322,0.6190215092390536,-0.21443393008138675,0.5766468366818339,0.21664943039977821,0.5082308306167088,1.0,0.022904226903820952,0.6214551029187921,0.2948089790655229,0.30248088471101536,0.3291406327369396,0.5131226978188381,0.7676046976290197,0.19387168222764817,0.44244651096899784,0.700514823290166,0.6044549731244307,0.6226277870848347,0.6116293855202736,0.7232723462312247,0.5818958349101453,0.13419912610489737,-0.062155766515531195,0.1355529797475501,-0.1302398878352281,0.6425814974613991,0.6066269951090795,0.8054866572764922,0.7509121080011602,-0.10683526974677077,0.48449940414158826,0.6279449875212112,0.3763046394111071,0.6077140085636509,0.3684005039087385,0.8195645150294639,0.6343630248154479,0.7331089952081213,0.2073755945329616,0.6010123962429929,0.5429003957134486,0.28156239927353394,0.38497973274439323,0.13569837547426372,0.570779913477648,0.7572669989792865,0.7177644069726645,0.6170994421311523,0.5543895392180859,0.5100346877655881,0.5093910672910145,0.6532641519419875,0.6384175949680412,0.7055090651937124,0.26919098149425735,0.29861181855571284,0.5244527779674903,0.8076131133498335,0.6255154937495988,0.8095479952406346,0.389264320649562,0.3328135073285145,0.3243412252244089,0.21814375436791197,0.04603913010899644
Cerebellum_7b_R,0.039859926183833154,-0.028992718792294907,0.45322307233565223,0.2374564406633089,0.25436764686294505,0.1846090061629871,0.23736747719710455,0.22344931578934712,0.06110168840204751,0.30210377374519704,0.25923139997349637,0.1919260318796433,0.1033869362907997,0.0809152419958698,0.14291505828460796,0.1388397016155254,0.42295331564119976,0.28410385826834544,-0.06832919077801437,0.03379916355147186,0.022904226903820952,1.0,0.02161105049014683,-0.005737876995229372,-0.022902708513232423,0.31162379919084454,0.055399608990094294,0.1452354038157796,0.7603627848127171,0.24965505672752672,0.11830447173622634,0.0523201495857491,0.06641588953229402,0.3018177288190488,0.24183492825327788,0.26080826299657844,0.6334030185685929,0.4914097165977275,-0.03984738245632935,0.36470544422475165,0.028912850600274792,0.09654518787618152,-0.023490715241707143,0.19232325146359885,0.24494212885813132,0.19062980537662563,0.16689039708325423,0.09842716396125822,0.03297901450865571,0.4190019484854881,0.15408993025014703,0.3715321906622057,0.12368533207842172,0.22805170022117038,0.29481644238223004,0.21344101090985113,-0.21803072393568232,0.19244014522889696,0.18162442817620095,0.1391768262179695,0.02609655789204998,0.1509052910116876,0.04365942896144595,0.20362942821018745,0.0989626141055579,0.07077234234334462,-0.0034285145641420843,0.28360906360052457,0.21338071666436542,0.7226411885174364,0.5492015857846674,0.05879904325579115,0.18890251408970798,-0.04101851660392674,0.13415566131095943,0.1935933830988929,-0.11375241833870638,-0.1030433394929924,-0.05522050066027858,0.6070234037457917
Amygdala_R,0.3387574118952544,0.5197198414820922,0.42838220859539183,0.39623867809619584,0.09075896423935172,0.14327180825202043,0.08070590029531656,0.38929613360748516,0.3359593642779079,0.40233594678494916,0.47007626967702804,0.445578191790202,0.4159843924625187,0.4386367914572458,0.4517282094306472,0.33479975749247853,-0.1142458552761731,0.3129035534400689,0.25503691762654807,0.3782041850089962,0.6214551029187921,0.02161105049014683,1.0,0.37293590241351693,0.16376941565671282,0.3491626581213228,0.5257536264243087,0.5778560044746135,0.22381866321085803,0.6505601064520353,0.4248416196837272,0.39352612975485185,0.4956998607623038,0.3289210977891825,0.427231351739685,0.3552435601521841,0.16971485616055798,-0.043065720376958126,0.0897591731155104,-0.2658192754945114,0.4893681434389451,0.49732164692367403,0.5970817483888956,0.448891583086585,-0.05927237988626115,0.24598789610008456,0.30777693733033934,0.24192148414112147,0.5858703881363827,0.33551336223511674,0.7249609441205357,0.37110176225529257,0.48658828540970195,0.005763201885846177,0.4390364992247101,0.3033016209653299,0.49339858426513156,0.22873038456904363,0.12964586188716204,0.28296178075836564,0.3634000513817983,0.49844072981851223,0.47045332312650023,0.3222748977460893,0.3827803774029554,0.5393578877900799,0.3953849890185784,0.319908029344586,0.42970990693914957,0.2536501153108149,0.20179749111017434,0.51798386248109,0.4585059442947622,0.6119122210092797,0.7369317753398525,0.22979609872121073,0.41610917750256954,0.5496498952735285,0.3010125225486111,0.11934961027296827
Frontal_Med_Orb_R,0.11252317155509883,0.040101291777417294,0.09786389314943336,0.09549431084205322,-0.1193676542293168,-0.05389500895527792,-0.1191207993729179,0.2833247299271724,0.16629319077331586,0.15320607526843152,0.21488016614015365,0.34806109812009633,0.12842174911033338,0.28619420686915553,0.22305854950884396,0.15826371617883256,-0.17792203774940657,0.18006288404264006,0.24275544264737828,0.22105993340075705,0.2948089790655229,-0.005737876995229372,0.37293590241351693,1.0,0.00017832342436634112,0.41759211988584255,0.2158287256752049,0.40959529848497933,-0.04168856589320346,0.5078162489425505,0.21336340083289176,0.1705878773763991,0.4398654581801371,0.07276112446232379,0.2512637411558096,0.2458447474314692,0.025364962434458557,-0.05158819324415185,-0.13484586585021058,-0.01610359112224261,0.21541596210892228,0.4382417556639264,0.2490653693067067,0.11296280556203,-0.2786156236171348,-0.009131429560357908,0.13659900185580065,0.2313858642025682,0.4673681841233067,0.025040292685731595,0.36256016066490737,0.15797438964000865,0.3849219907623069,-0.04663253971955215,0.4196350572800905,0.018113303237258536,-0.02655044129175481,0.2020816622551004,-0.16558362868394352,0.13367873023365393,0.26927688795656207,0.3389816076278272,0.4661669336480624,0.2679475945279269,0.26079104957381183,0.3020102351554071,0.19169034612352748,0.34695859615816443,0.20557552704457238,0.030620752831294645,0.08419803841625577,0.11295226100346753,0.16405598262109608,0.48580732612784133,0.29790918344665,0.12388216896232078,0.07167772027840368,0.04748904619219674,0.46323578474967136,-0.06472507647138086
Parietal_Inf_R,0.6708764076102813,0.35042873290195586,0.4313150970498423,0.544013518089091,0.4901585320075846,0.8636913661167878,0.5016982186728017,0.634575638762622,0.4942597988133947,0.695330330780776,0.5251085169322358,0.6083509190096302,0.4003875096493645,0.04546486206001456,0.49132845983169193,0.6258856544372384,0.21693446606128575,0.5558327922077841,0.12687970309051994,0.2827169705791126,0.30248088471101536,-0.022902708513232423,0.16376941565671282,0.00017832342436634112,1.0,0.08738049980014863,0.07331324546880766,0.44903663653629744,0.05469780060578685,0.0063373635065648625,0.5105540942432526,0.5328230051010584,-0.15527979409185375,0.7535666420509273,0.4256278506396441,0.3496338742918324,0.21134859298924785,-0.012207202744834913,0.8974218317655183,0.3393785953897123,0.29293645985353595,0.135496758827048,0.3466303895851036,0.6698575174148468,0.6358453223548104,0.7994227080221871,0.7163905973742514,0.22738149068126506,-0.0012271793153646776,0.5160077471679371,0.3517748538955163,0.4581565695811694,0.1736383701557076,0.5658288750807831,0.6240693059408113,0.825438247494104,0.10192043872163473,0.41279350830330347,0.7783359161081249,0.8222803311873466,0.39241167598540133,0.26940892112957426,-0.03559463471216401,0.14130304352578243,0.10657095650412494,0.12261776676565429,0.4684795372231747,0.4412373511401911,0.5920946793486273,0.1163783578360167,0.33982864013832914,0.07156601266659944,0.5473894742816233,0.1429598498884147,0.4782784033018484,0.06930682940509719,0.3476620010651506,0.10562853774089029,0.02577788851260145,0.3014385356642295
Temporal_Pole_Mid_R,0.16671649900849095,0.07972711848185157,0.38217850085022487,0.256858832318768,-0.05482038473375919,0.15495811952951005,-0.06455054818329138,0.35821531870653517,0.2715840243960377,0.24340652619900915,0.3414194725557566,0.3896950678644288,0.2685547047014386,0.06143757992639372,0.2653263095250207,0.4827661686422757,-0.007932723719086694,0.3486807106954264,0.42064034199580186,0.5420950474622293,0.3291406327369396,0.31162379919084454,0.3491626581213228,0.41759211988584255,0.08738049980014863,1.0,0.03298856732358493,0.5003637652441044,0.32268066304841964,0.5982621528042795,0.29693309226658715,0.14001418392542003,0.2797875559400071,0.2305098981051974,0.30914986850862614,0.21802938674020614,0.2981296750871817,0.28921620133067333,0.02413787595313355,0.03012419849700139,0.13350049662631325,0.30521865236150936,0.20871819487966595,0.2470532078332333,0.15771337275701097,0.20827568072437602,0.20823237179935117,0.4913775630049293,0.2501212785177096,0.41244303371628266,0.48617061758530306,0.3862274904348041,0.2923368072991961,0.23884688681164115,0.4200260122556996,0.20817941622500463,-0.1585694555990541,0.3167872725001889,0.18216520143986484,0.10223503164000347,0.14641679135936217,0.25370283702814955,0.529975532552195,0.21507317904323198,0.29448574049532966,0.00039780602904056613,0.34595078145683616,0.3644489778384935,0.3296726080051882,0.21899470280555275,0.540821628042004,-0.010192012576157653,0.2731585558803419,0.15350101115627376,0.4029939578615828,0.17701489770415463,0.0822214420871947,-0.049662396966969204,0.6506864396801256,0.1858684683152896
Rectus_L,0.31201689224480744,0.3618577605340487,0.4562534370125016,0.3354998887881664,0.24601802775064024,0.03898152348995261,0.031949038512044114,0.3434385500781345,0.4486224185859764,0.25900863950359376,0.42560195156402736,0.3633343449006039,0.42287725162375855,0.5573230269336231,0.45048605231042915,0.20431803990966152,-0.2176983612740479,0.2571163276542071,0.2037277214165622,0.16576459659433612,0.5131226978188381,0.055399608990094294,0.5257536264243087,0.2158287256752049,0.07331324546880766,0.03298856732358493,1.0,0.5382284768660315,0.060785972456114924,0.3531919792861893,0.4827655641833312,0.5294170334199993,0.5987353022501252,0.24451708341167594,0.3773666899698789,0.22376780555946385,0.08521885180683152,-0.25427904442187693,0.0699934812194214,-0.15053390017098514,0.2715474951299345,0.6027945896356144,0.37299535702953607,0.41208226017371063,-0.20888146560496268,0.1706000559760868,0.1468005727990515,0.09778660435716083,0.7699447031841583,0.1034640167500903,0.45360170683648543,0.33024616775427446,0.6018360031819615,-0.11469012405497069,0.3610855835726884,0.22667039182151005,0.4876595568629526,0.4557444078078029,-0.04955450816820363,0.2274587929785554,0.4608811330772162,0.6869112968198959,0.4617593381893954,0.40692767891435155,0.439574810086189,0.46860219067233544,0.46410702740258797,0.40195626172493776,0.29208286413813855,0.2618370518432751,0.05690647514931768,0.769832027601421,0.48282259515415726,0.7996211642539607,0.4753059199355587,0.39030000416231453,0.5060847760438075,0.3775734314303761,0.13953600986359457,0.07495292859043082
Caudate_R,0.713081118619553,0.39501460063435034,0.7290430070822187,0.5324799187371442,0.20493445824728126,0.38709970920367726,0.15332866797993247,0.7972788797752444,0.7481865400042326,0.6524569040507846,0.7963825724321995,0.8339245080012289,0.7594428634376889,0.537938194999115,0.7636711056427392,0.7151990913556919,-0.12548164777808213,0.7111321569589952,0.39377898738140665,0.5951516589415997,0.7676046976290197,0.1452354038157796,0.5778560044746135,0.40959529848497933,0.44903663653629744,0.5003637652441044,0.5382284768660315,1.0,0.20332336626303996,0.560614816850039,0.7850848218085701,0.6772062001547627,0.5812323201791874,0.6995295919145598,0.7366269611606763,0.47157923787608547,0.26287403804061205,-0.06979550403982406,0.33196198729163495,0.01026889761766673,0.5935362077978753,0.7222526930249397,0.7072805677334196,0.8003079490122226,0.08948163418968952,0.5511170977680285,0.6754087897094667,0.4106762056629594,0.6708806264036019,0.4806742855618512,0.8024757186915069,0.7033848639720057,0.8091531332773684,0.2477754678066053,0.817617723335855,0.661279642026846,0.18945613044763024,0.5794069017335288,0.32478149925469496,0.66527188170479,0.6773217746432675,0.7509584859489346,0.5782475289243657,0.5845664963189818,0.6397016343377987,0.4735946440275987,0.7403963587017061,0.6550406638127634,0.7052971440475644,0.37181938788198676,0.5038413528575765,0.5339936608616764,0.809218700421367,0.6699984576930427,0.7660387995884166,0.3504071083310915,0.4361526412878115,0.3348754489649198,0.4265331759696828,0.2639897812469171
