,Postcentral_R,Putamen_R,Thal_VPL_L,Amygdala_R,Lingual_L,Cerebellum_3_R,Thal_Re_L,Precentral_L,Vermis_8,Thal_IL_L,OFCpost_R,Thal_PuL_R,Vermis_6,Frontal_Sup_Medial_L,Cingulate_Post_R,Temporal_Pole_Sup_R,Frontal_Sup_2_R,Thal_LGN_R,Postcentral_L,LC_R,Angular_R,Hippocampus_R,Vermis_10,Cerebellum_8_R,OFClat_L,Insula_L,Vermis_3,Rolandic_Oper_L,Temporal_Inf_L,Cerebellum_Crus1_R,Supp_Motor_Area_L,Vermis_7,Cerebellum_8_L,VTA_L,Parietal_Sup_L,Frontal_Inf_Tri_R,Parietal_Inf_L,OFCmed_R,Thal_IL_R,Thal_PuI_L,Parietal_Sup_R,ACC_sup_R,Occipital_Mid_L,SN_pr_L,Cerebellum_9_L,Frontal_Inf_Tri_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Vermis_9,Amygdala_L,Thal_MGN_R,N_Acc_R,Cerebellum_3_L,Precuneus_L,Frontal_Med_Orb_R,Temporal_Sup_L,Thal_PuM_R,Cingulate_Mid_L,Precuneus_R,ParaHippocampal_L,Calcarine_L,Precentral_R,Thal_MDm_R,Thal_VA_L,ParaHippocampal_R,Temporal_Pole_Mid_R,Cingulate_Mid_R,ACC_sup_L,Calcarine_R,OFCmed_L,Red_N_R,OFCpost_L,Lingual_R,Frontal_Mid_2_L,Temporal_Sup_R,Temporal_Pole_Mid_L,Paracentral_Lobule_L,Cuneus_L,Rolandic_Oper_R,Temporal_Inf_R,Hippocampus_L,Caudate_R,Thal_MDl_R,Thal_VL_L,Raphe_M,Temporal_Pole_Sup_L,Vermis_4_5,Thal_PuA_L,Occipital_Mid_R,Thal_AV_R,SupraMarginal_L,Frontal_Inf_Orb_2_L,Supp_Motor_Area_R,Thal_Re_R,Rectus_L,Cerebellum_9_R,Fusiform_R,Caudate_L,Occipital_Sup_L,Thal_LGN_L,Thal_MGN_L,Thal_MDl_L,Red_N_L,ACC_sub_L,Rectus_R,Thal_LP_L,Frontal_Inf_Oper_L,Thal_PuM_L,Thal_VA_R,SN_pc_R,Paracentral_Lobule_R,OFCant_L,Pallidum_L,OFCant_R,SupraMarginal_R,Thal_PuI_R,Thal_VL_R,Heschl_R,VTA_R,Vermis_1_2,Thal_MDm_L,Occipital_Inf_L,Angular_L,Cerebellum_10_R,Heschl_L,Olfactory_L,ACC_pre_R,Parietal_Inf_R,Cerebellum_10_L,Cerebellum_6_R
Postcentral_R,1.0,0.47905112775063413,0.7656142520180568,0.3102644322054743,0.6107747659132685,0.5686778517485984,0.057576027115375655,0.8758311840315399,0.35276995303539743,0.2839818944576916,0.4684910016932128,0.631001884996525,0.32946024104591476,0.744038668693308,0.5156686355961263,0.23231233978814134,0.8333541519681505,0.2904941881790923,0.9158330245844216,0.289037697119396,0.7224139450566837,0.644741811794927,0.5950063152574238,0.15273693036493663,0.30427923633160286,0.6145293068794718,0.559679848561929,0.658961329604067,0.4069915969577618,0.24517260516307257,0.8274360680808319,0.08682643045454425,0.3831133817542055,-0.08084060923791862,0.7655187330354748,0.7758860354522575,0.8870254428763177,0.3452485342483395,0.5106371868903944,0.3668293979208665,0.7697099917695743,0.8149948242070045,0.4686319353850495,0.10381203593815502,0.7226616107751707,0.783240546943407,0.7979636769897102,0.03650229463543582,0.6544286127722243,0.1431906615750425,0.3243492313581632,0.2944616999693602,0.5521724898820489,0.809021507442579,0.09378726754989697,0.6736116064948438,0.5302522889166726,0.806713596906958,0.778450905472583,0.49121292126208765,0.5214775556614903,0.9561619200883613,0.3048306292956845,0.36605997724046513,0.568506071560183,0.11376958166880455,0.8661847099094229,0.8394967205187349,0.5010985072634527,0.19128337751526478,0.4723495896037284,0.4581456300982612,0.5779917661409917,0.7350783014431255,0.7509261823702765,0.3738329065561425,0.8565499603641991,0.6001143532453851,0.6843304428023368,0.15298467416902828,0.5596898142982141,0.6692958048416975,0.3214599549010036,0.4650452816658943,0.23164248980900995,0.45267550684728725,0.7035864276750353,0.7116932442008563,0.43990272102047145,0.10176144054881509,0.8381885783162834,0.4623544254639727,0.9026480726521726,0.004735035182097316,0.26235667630009346,0.6646800235342339,0.4334939735954593,0.5564695175600312,0.5630678057397466,0.624893590884582,0.13483341923118605,0.2595896867129506,0.4532489503221833,0.19067857259481671,0.25642117583538704,0.6981339116879115,0.7172011834991306,0.7537501600113407,0.33623727244770496,0.30599955152213926,0.7114310650076937,0.02239280299992271,0.2990524018459035,0.36560628987403543,0.8423916203705528,0.44134865697366876,0.5979003561772148,0.7405762302100404,0.15072226718937956,0.3177309762445141,0.4971970585190789,0.160261327690277,0.7298090805798871,0.6983378460601813,0.4411636904167787,0.3723553970978074,0.7029659304472521,0.8864087188876271,0.6193913253338555,0.40325669814764364
Putamen_R,0.47905112775063413,1.0,0.6499742430756138,0.5361956675669708,0.22488324518278388,0.5362796519556063,0.041973718945570886,0.4795815018115794,-0.02926176815556095,0.5772601811375492,0.41431552008969863,0.629986868340777,0.16593297917217986,0.5013594224479222,0.44273818526492864,0.06899555371771492,0.7061079309721872,0.1543908891480552,0.43518958855539674,-0.22888050249366673,0.01666938418825235,0.5892316319269253,0.6992761689065582,-0.051919205304244986,0.808846064345816,0.35121480494872015,0.7545596831018355,0.43166974652385987,0.4297369099098267,-0.000893512274810775,0.586536941934612,-0.12507419794621966,0.46306143908973124,0.44677206243531065,0.06712178706230401,0.6448741587192838,0.35177711391846006,0.6399907755891119,-0.04135930198927649,0.4363249011691906,0.10958870193511087,0.6856262755861603,-0.21878985930857192,0.23807979968245452,0.7167597786198207,0.6842604544280522,0.6470257863328205,0.21502504024893082,0.7278930891089682,0.3159395803603588,0.3672713781541388,-0.2358737370606568,0.6798037941081143,0.24820561749290368,0.28213074421941214,0.5702835765473906,-0.1338344163728003,0.3013962485278934,0.32263004477461366,0.5415155587073911,0.0031559478986890573,0.484866329545763,0.33901958917767416,0.6585482916371092,0.6734884825001873,0.19484024652424575,0.5491007510495945,0.6189896529692291,0.01670728916284693,0.41134003404142866,0.5925464968792344,0.7005084253317891,0.2375285067639551,0.6711135080629358,0.5172152073036189,0.7899096235559436,0.37122643704583047,0.02635757738935351,0.399182713696153,0.15816421480837412,0.6714201960291876,0.7731983578189314,0.3233451203935905,0.8108087301631535,0.259490039149407,0.5694607560477787,0.5477052478720356,0.438215653687855,-0.2842020974892862,0.37567950180831783,0.48938528342928284,0.6153279621902608,0.5224092708839873,0.3374878032056511,0.5445757469079122,0.5359777649725026,0.2635850021663241,0.7212446256499946,-0.1668544869205249,-0.0009009864282596161,0.513932104657903,0.7553178739687021,0.4077784384469669,0.6888009022216501,0.5492995156856502,0.5888394720691361,0.5162009145397405,0.5966590423672834,0.6906821798561744,0.4946751411311655,0.39363581138891457,0.3537758201758396,0.7929512600865044,0.7534995998622817,0.38164871367126885,0.030485276598841312,0.834372170291173,0.5151315128709816,0.2839612237442928,0.3631122410066481,0.6176919458664457,-0.41025815886708805,0.061338840159566754,0.35369315843550614,0.5212076591931241,0.4316573118481097,0.7399709976746336,0.20445288468205203,0.5559009590072571,0.2186174009032629
Thal_VPL_L,0.7656142520180568,0.6499742430756138,1.0,0.4585059442947622,0.6211355542705888,0.7583826543941236,-0.002238392313429086,0.7748498182872964,0.2916262234479684,0.4647064702916815,0.6257544740528086,0.7724947068812389,0.39958927865499155,0.7632093222847939,0.6416175329933393,0.3503602572358612,0.780300209532509,0.3948516772000522,0.7730109605954467,0.17461838410664346,0.42296379293860353,0.82529772928912,0.743435059957744,0.25132868754856064,0.48748075923936895,0.6743561691041959,0.8076131133498335,0.7605870229848459,0.5811487708265441,0.25716836349812605,0.7858645140668931,0.19619359217493504,0.5754711546550316,-0.040060577656222535,0.49882515777742115,0.7618216696708423,0.7176681393608123,0.36894404585649165,0.42382387111068065,0.5592318322812816,0.411807579143166,0.8732329140340099,0.2793464641329944,0.2071582325374021,0.8323881171855675,0.8492576854050841,0.8004209247260491,0.10486940387481425,0.7976541405312016,0.38896392743352054,0.3775807913407835,0.16506820756592758,0.6735062928856115,0.5940771088272662,0.16405598262109608,0.8499275952645354,0.471400775331001,0.6655615384606822,0.5945171761595899,0.693895793327523,0.3813440247128255,0.7457603318568041,0.38629643850625955,0.5242778468236098,0.768585486328147,0.2731585558803419,0.756133398134992,0.9000604832944343,0.37843768740490774,0.2949671438349801,0.5677174402440625,0.6161479090744769,0.5681873364178639,0.8027830097800245,0.7789667868526449,0.5704790912986812,0.6388300201919372,0.45501647969578923,0.6976741206319155,0.30473679020198957,0.8036549155696199,0.809218700421367,0.4436408543307776,0.7413907853617793,0.3706318393010638,0.6505921623098394,0.760975013118886,0.8173865360241405,0.20913507530265193,0.22854240281910496,0.7900429085336409,0.5837167144987724,0.77268092571993,0.028231846710425983,0.48282259515415726,0.827610558826026,0.5967460243300714,0.7871757960342246,0.3686584458102518,0.5959525594076446,0.415510459959491,0.4818704489260222,0.3508713582816072,0.46668705245331976,0.5361415564226416,0.8803140402148925,0.7179609328546975,0.9391548618227631,0.4490537659050325,0.4425175911943439,0.47441370173553754,0.16696839870240207,0.41364090857087216,0.5432483160984397,0.674771782509694,0.45181707017172307,0.7911874847115593,0.7380721598671954,0.39382013024860363,0.4674526694541293,0.7303133494440244,0.03944884185449636,0.581169368562158,0.7183213932849243,0.6518554056342407,0.39546765771280395,0.8103574042043131,0.5473894742816233,0.7375760937799317,0.4594372297094274
Amygdala_R,0.3102644322054743,0.5361956675669708,0.4585059442947622,1.0,0.22497824774815825,0.4936548927054604,-0.02553336928735123,0.3289210977891825,0.11934961027296827,0.48173568454817156,0.574023428523926,0.49874163759595586,0.24783222972293933,0.43355459155107934,0.3552435601521841,0.2961877768837295,0.45673130242758836,0.24192148414112147,0.3033016209653299,-0.2658192754945114,0.06872929945369252,0.7369317753398525,0.3634000513817983,0.22381866321085803,0.4870401215157855,0.39623867809619584,0.6214551029187921,0.4334009830759782,0.4659203498041329,0.16971485616055798,0.38929613360748516,0.1528020421561704,0.46916170524449796,0.03079620082378188,0.14327180825202043,0.42093489938055584,0.3080399545083823,0.5393578877900799,0.09075896423935172,0.3782041850089962,0.0897591731155104,0.4773416583977497,0.01973126879443369,0.49339858426513156,0.3359593642779079,0.481387648424573,0.445578191790202,0.29560594599808154,0.4159843924625187,0.6505601064520353,0.021442086776375952,-0.11544025833541384,0.5970817483888956,0.25818203126313305,0.37293590241351693,0.427231351739685,0.005763201885846177,0.2084472046078972,0.3530696458491033,0.694064384688719,0.05588765782757538,0.28296178075836564,0.08727101259752605,0.3222748977460893,0.6564333120752637,0.3491626581213228,0.30777693733033934,0.448891583086585,0.02490934005910041,0.5496498952735285,0.4893681434389451,0.6228161653900214,0.18224330576409484,0.5204439209456195,0.42970990693914957,0.49732164692367403,0.24598789610008456,0.15324883948748166,0.33802509646095835,0.3784287023926868,0.7249609441205357,0.5778560044746135,0.1930363326790086,0.48658828540970195,0.22979609872121073,0.4940999063489147,0.3129035534400689,0.33479975749247853,-0.05927237988626115,0.25503691762654807,0.40233594678494916,0.6062323786456274,0.3425723053150538,0.26336708915825674,0.5257536264243087,0.42838220859539183,0.3346954639731322,0.5789527278674851,0.016319952617382266,0.1113796931803753,0.47045332312650023,0.4558518636079919,0.4433437403208561,0.4858480388727848,0.51798386248109,0.4248416196837272,0.40383061370810736,0.47007626967702804,0.4386367914572458,0.5152452136805032,0.3148824263966614,0.3010125225486111,0.3827803774029554,0.6119122210092797,0.2584447983976049,0.2869271166135318,0.5690192659748874,0.27524927459811294,0.26035461013572037,0.09854977536837295,0.49844072981851223,-0.1142458552761731,0.15564461537747093,0.12796734602505067,0.29685516476027046,0.41610917750256954,0.5267840952384854,0.16376941565671282,0.319908029344586,0.20179749111017434
Lingual_L,0.6107747659132685,0.22488324518278388,0.6211355542705888,0.22497824774815825,1.0,0.5360903252805289,0.08036014144481904,0.6434877850531295,0.7881539881770622,0.1002171432272676,0.43109208523345094,0.45303293219970636,0.7626172813339421,0.6358336528322118,0.44919834682340065,0.6520847633729348,0.5324279871296803,0.31906625099502794,0.6399821685930478,0.44664091456417604,0.5594315393869405,0.6069926706812491,0.3485387599615218,0.6282012868780464,0.08384961024051182,0.5973415062472358,0.3629453310165832,0.6125660321127269,0.35159494322767293,0.7077770039845525,0.6284706994364813,0.5202885970342159,0.539805196197257,-0.2894705720941541,0.6036656985718813,0.5742603521438371,0.6387876411193752,0.08967855469983715,0.5035391411888919,0.31402323472054167,0.44467355681559223,0.5474999828216202,0.7037170595207609,0.06731593443998515,0.49118156980648686,0.6727908396232449,0.5795461032028507,-0.05636343177503997,0.5660463972077767,0.3575912605737132,0.22769448684842647,0.2961186087656593,0.4237595096211503,0.6584778143722892,-0.02111618451247214,0.7162820154707055,0.6529171624762383,0.6034576584650935,0.6929484667434133,0.4440343256822195,0.8678170715250692,0.6496689648443315,0.2395138605302157,0.2833643823965827,0.5936056328364335,0.2193857528084,0.612316886835931,0.600197894745065,0.8605627585642828,0.18507274698473275,0.3285539505365109,0.3160189695746207,0.9170854689924957,0.6054062080986996,0.651006152057645,0.2683194390612339,0.5337836320330503,0.8390753651453525,0.5778734422708549,0.5167835230646615,0.5460358615050629,0.508212955842428,0.2735782145304834,0.3211373865398103,0.21315647195494644,0.6518126368742507,0.8156387449641609,0.5625574491356615,0.6397369670007884,0.021006770338020772,0.6584831437674871,0.34711111526513794,0.6579455786949963,-0.062328049046916995,0.17422983244426501,0.7503284266874334,0.7732410136249073,0.4994887941728867,0.6966643265216989,0.7173624164165838,0.038472119313878575,0.08794861468010821,0.17367382873326587,0.0475992569739821,0.25107306007704633,0.5745206542406224,0.6128950626891084,0.6166719358899642,0.09387985340276264,0.09139375302877646,0.4888968335451797,-0.09495165455458165,0.13068673642004866,0.07611043177432783,0.5029500354286323,0.5426178738551717,0.35766636263666407,0.5603805335854797,0.18766821480851903,0.41953610896614874,0.3473022593695691,0.6635801474910148,0.6564403309694197,0.6128602503398725,0.3078444144607367,0.20561693855852922,0.49715499540023517,0.5058423139742623,0.5179073555959367,0.7866309683706398
Cerebellum_3_R,0.5686778517485984,0.5362796519556063,0.7583826543941236,0.4936548927054604,0.5360903252805289,1.0,-0.023255991212783492,0.6263405595803383,0.19875039592467608,0.3942573145241451,0.4868918302823892,0.6770215912359855,0.4682208369402401,0.6180561282599119,0.6259705149186183,0.3951726649491752,0.6195420623414261,0.396535980535572,0.5658703481725523,0.12660945146124208,0.2740920943480113,0.7982761007649263,0.6910802408860467,0.2847300382582272,0.39519065858699404,0.6640510934713021,0.8225131003746989,0.7722901974693569,0.6896082453021771,0.29370964874683664,0.6294450723350308,0.29233638805907136,0.5990704670080278,-0.10223475728522068,0.2756495023648199,0.6927405620620006,0.4775116172302059,0.3089818328089767,0.34010851904084466,0.4148587587348197,0.19165732910516506,0.6610688206231313,0.142978693295633,0.25649078994681546,0.7025767791390851,0.6690770322270484,0.6887203486903573,0.2675207456338237,0.7115384860692116,0.4385863755487996,0.10154321209743766,0.10007318653040018,0.79554731527847,0.4096733079191858,0.2576646042382699,0.7348317723462003,0.3923373772017081,0.5608988059365214,0.4857751671106372,0.6851882949663167,0.21087064916233314,0.6163095606856603,0.304693747818883,0.4380890662827975,0.7551517179032251,0.3207361525969538,0.661701172845154,0.6996660465329437,0.22180728134018785,0.326650820115877,0.5233314972190607,0.4587105445479826,0.44594282427596216,0.6031930534820613,0.7717161517407733,0.3747929014992936,0.5020495719944466,0.375053388326914,0.7050341308844892,0.42588061759648693,0.7423656240696719,0.6454914756843888,0.3378387142627954,0.5468931699252666,0.330227172371476,0.44791464202224307,0.6728468069890626,0.6089037383398135,0.11188096701199263,0.14730824242631754,0.634728379560253,0.48591758268080626,0.6521427373528462,0.015472991337005894,0.3227780839483973,0.7176231707305174,0.5590709621327942,0.6676125736120334,0.2087561976236356,0.535556790836375,0.42156279269781827,0.39536985589142387,0.30403765047344994,0.3213351779321623,0.4284480671881323,0.6903169427607599,0.6685603984508247,0.7533385991347121,0.3834665528938693,0.39492494906763836,0.43152630016634574,0.103787782224412,0.27628980676938564,0.4050286259372974,0.612061292555052,0.4793717892242563,0.6572985281299543,0.6398635158406732,0.2803878483150521,0.6366771051781173,0.5648940822456209,0.07013410463279046,0.37303165898542595,0.539054356137341,0.5904679258898665,0.282629532353355,0.6476644911019294,0.3754289019137084,0.639799913456849,0.41567603946931697
Thal_Re_L,0.057576027115375655,0.041973718945570886,-0.002238392313429086,-0.02553336928735123,0.08036014144481904,-0.023255991212783492,1.0,0.03877757662614452,0.08596845740580429,-0.08860537418456846,-0.17220665280719802,0.045555239781150614,-0.000432354111912425,0.07723552088009382,0.13749022926246643,0.10373629554463569,-0.00761362677226863,-0.23335197945467137,0.0923791444360533,0.09781041221642107,0.13707558534367736,0.011229267182401635,-0.08196789591308605,0.0003879002903625686,-0.016415785536223682,0.1093728446762494,-0.07772978911355068,-0.02143290486235356,-0.1011969828657074,0.011279571191507493,-0.0020733742319120983,-0.12285478505647304,-0.10980140857714203,0.09188077942521887,0.16252255277501554,-0.007407816221400716,0.16469096146007775,0.05918075247708591,-0.11696682831461264,-0.06876810167033898,0.18879803359339573,0.073338764472237,0.13727070824668922,-0.00805379162128196,-0.07882356426405075,0.006704172871309701,0.053659021170911855,0.040914427469268586,-0.10557860260565238,-0.07741113718292146,-0.18981502759172336,-0.18227953731972033,-0.04152396417101001,0.09555902194621829,-0.13041367821492683,0.05788179320663416,0.08520501763398622,0.035072054359099276,0.018042172789910244,-0.13674494189755865,0.09412537654184279,0.024239755554093224,0.03230562605088973,-0.01623503560860362,-0.08245678684421998,-0.074995245043217,0.10233289889233413,0.047511770600707166,0.11390033394786643,0.020245658569897677,0.11873035068996582,-0.10143969874369188,0.08931468441682326,0.0015568921906650452,0.05037203368649419,0.029668613922157666,0.11131677497660716,0.08456737852524725,0.046611283554990404,-0.06587025398736764,-0.012559380204369128,-0.08352410802150911,-0.2965377440359639,-0.08501864477357213,-0.16556674710482028,0.08261566093783476,0.04884345093225845,0.04602570916955256,0.12000304009552776,-0.04596180152733056,0.12005306965191986,0.04911108000696501,0.0607571016709069,0.156594491594136,-0.19889040056544438,-0.060593504484492376,-0.10753550698118977,-0.005033793442656119,0.164980643464188,0.10669261178852212,-0.27845266838303195,-0.0374650647177902,0.2816468995022417,-0.1818266282301071,-0.1423968727845861,-0.029149583718048995,0.002024097290788669,-0.034219998412306066,-0.02775318086363781,-0.11706130565133314,0.09406783007485166,-0.06436454838935164,0.023838429374673478,-0.10049962278616976,0.10193950345444648,-0.11364143990184726,0.018567700925292786,0.03564173496327538,-0.1592124333053594,0.0832790959604248,-0.17974965937839052,0.11463351928044195,0.1905631590382074,0.06357248222341408,-0.028962268064768214,0.06466871170799249,0.059113800691242925,0.10403813520144274,-0.02085028074308924,0.009533659244826862
Precentral_L,0.8758311840315399,0.4795815018115794,0.7748498182872964,0.3289210977891825,0.6434877850531295,0.6263405595803383,0.03877757662614452,1.0,0.40622714599896054,0.37964668579036814,0.4587335565925046,0.5957174757112625,0.41770929421349556,0.7837699104513614,0.5513447811129926,0.40968685706416996,0.7692386924968475,0.274126802498682,0.950314055802289,0.329103869869031,0.6569159395641505,0.6843388877947869,0.6295742697100951,0.3578523537617769,0.2725642569659969,0.6950473647281282,0.6116293855202736,0.7092567774613668,0.39175932534695007,0.3445384563340404,0.8301295563039949,0.15528684581140728,0.45005813509198395,-0.03011358741007198,0.7382128173121522,0.6748267418751004,0.8528413612835615,0.30998479609064367,0.42445022087250356,0.4410124972844777,0.6330067308730318,0.810870966215742,0.47579780257893184,0.07586441430102195,0.6928837489904955,0.7890002212763384,0.778582064362887,0.048713687047555056,0.6620734014969817,0.19230316183105653,0.27568667068412417,0.24604117790355778,0.5562427813330225,0.7845541032060065,0.07276112446232379,0.6713391075730429,0.5000239514307404,0.8819635593942117,0.7273429300795666,0.523979442041792,0.52202407698175,0.8860840788327103,0.33579895015074507,0.44058745249468684,0.6701498686098916,0.2305098981051974,0.8575121916334735,0.8825964199835715,0.5141422448674925,0.18756991117198396,0.5302546626385629,0.46901564876525137,0.6115685672660582,0.7420325580485182,0.7651072785324169,0.35130983587519515,0.8765468135683809,0.5989355785396612,0.7300920350704387,0.34624767479859386,0.5916807236155366,0.6995295919145598,0.283196422650105,0.5155181255077865,0.23732150726201462,0.4987865598537407,0.7253325851430333,0.7045124269753742,0.4369753144414106,0.15972884691985623,0.833270544065345,0.4946982303243377,0.900226550522362,-0.01868511154587597,0.24451708341167594,0.7503275756691388,0.5718312989880284,0.5764053999604847,0.585527805409315,0.5612679087414901,0.18221278729513576,0.3233423378182123,0.4804694313218173,0.19403913700625725,0.2700428229894213,0.6653106149851384,0.7715570378810928,0.7764065191113502,0.2999061281441244,0.24968278294953586,0.6620596531287075,0.08748305920300647,0.38365405521927515,0.34120846771105673,0.7590198796452868,0.47843098699401615,0.6007492120128559,0.7444893357672342,0.18658519236395685,0.4061803623010759,0.5220180836767527,0.17204804197262688,0.7141983650368903,0.664163550468419,0.5347452348264394,0.36481336028574585,0.6863970483876599,0.7535666420509273,0.6479164491410511,0.5363746442236599
Vermis_8,0.35276995303539743,-0.02926176815556095,0.2916262234479684,0.11934961027296827,0.7881539881770622,0.19875039592467608,0.08596845740580429,0.40622714599896054,1.0,-0.0640142202180116,0.27780039015577057,0.12145159440849293,0.7154185845077898,0.4302503531912692,0.20144526836278426,0.7246866269117033,0.29118356176395527,0.20274811454784192,0.4057659519194459,0.3621002130933237,0.4163098425602462,0.3331228823288885,-0.019259771496739634,0.7656819613233145,-0.08154606445415741,0.336676706112913,0.04603913010899644,0.34833026415187146,0.10867181529441686,0.8485948054015607,0.40219230848774506,0.5843966110430358,0.42654151794784617,-0.2230643966000721,0.450013035512852,0.2981927800733418,0.4233972954382939,-0.015363652765017435,0.3369772828472772,0.22197767210416897,0.27168585848750154,0.2667796362298326,0.6778208824632204,-0.1026051803542034,0.1860219358062998,0.43539685643737863,0.31532144033428855,-0.11312054870457132,0.273929773733589,0.3120121780614158,0.13449426127711106,0.21647751369450233,0.11013969351469725,0.459311064053176,-0.06472507647138086,0.46551109986630823,0.5281970638972552,0.3845114644163066,0.49706324662297946,0.19570088494875787,0.7535836859177134,0.3899270196859001,0.158509496995746,0.14244150257801277,0.2813377701802896,0.1858684683152896,0.3417831156766371,0.3154006081124329,0.7557202695635324,0.11528713344542074,0.12989087167122598,0.1682478269777609,0.7438829627972817,0.38835515990406777,0.3674307940135463,0.10738544395541988,0.3125832407068767,0.6751504282718674,0.3086673414098376,0.5329242765826249,0.29908125504194566,0.2639897812469171,0.23600790289108783,0.17509495688027746,0.1741881734535194,0.5922569662334213,0.5521341074244444,0.24295867414610015,0.6098576983616153,0.005315301677650316,0.41232191928490336,0.17676278264402387,0.43199320011798364,-0.03034971094677492,0.07495292859043082,0.5654154689650294,0.658311780921989,0.33675348371735353,0.610180910865298,0.4865876389169025,-0.07937087859388017,0.008926629100456473,0.04301953463775972,-0.061127336088588814,0.09973606074727097,0.28316318800557483,0.3590862597299476,0.31503705083904354,-0.08346678343331951,-0.06470702870013326,0.34812011384684455,-0.10446116462929371,0.013696718059133304,-0.12096984524828917,0.23722727389192597,0.3824407359187812,0.11327029710212326,0.2568065125936402,0.07974720347758622,0.16371472930926972,0.15076332354420333,0.7586833563121109,0.48023889972224876,0.46414332596271995,0.07727503217086115,0.09403769609688119,0.25430188466832404,0.3014385356642295,0.2734338138204503,0.7688239623509827
Thal_IL_L,0.2839818944576916,0.5772601811375492,0.4647064702916815,0.48173568454817156,0.1002171432272676,0.3942573145241451,-0.08860537418456846,0.37964668579036814,-0.0640142202180116,1.0,0.4892607940497942,0.37137492447101106,0.21007961187726057,0.4406992817081883,0.2707477745530492,0.24440507120654545,0.4816136609862431,0.3466335705379209,0.38778226828099543,-0.03949710768758596,0.09012806746599292,0.5064822907183766,0.3250212988222994,0.07805556721145028,0.3853836555412318,0.4490166049990137,0.5070064942242567,0.5151450876604583,0.30964466436070665,-0.003773858712490567,0.3592330529433667,-0.16921455213365844,0.4459140846735742,0.33059639653584927,0.1266541415313081,0.42763081829757543,0.26574892684435647,0.28411750499020016,-0.1969642897377878,0.639606374037756,0.05635712045709489,0.5254599223963434,-0.09188386900879761,0.2952570506205415,0.42639738278038003,0.5356347145921008,0.391391630683819,0.2514675817064102,0.3840199198455227,0.4391417339930113,0.34614081290746057,-0.07444507188279363,0.44061738412306223,0.20472554144089192,0.3093051667068345,0.37096066517496196,-0.042640297075186816,0.2680851767490111,0.27935613453634456,0.6086537799063856,-0.03651756727858933,0.2301388303844502,0.1423966463661984,0.37729524697913436,0.5880324999963855,0.4015210677493601,0.3378220060022328,0.49992209478395516,0.04652486853586414,0.42929415666313253,0.4244020135625341,0.42554926118973113,0.21950131990635172,0.4581138790428833,0.3313541986741186,0.5258467417016989,0.2597834457668828,-0.0364436565435,0.4636388591007836,0.19916773446555253,0.6354088182847925,0.6061354707513091,0.26224342241803267,0.5995165604826741,-0.04186288838711622,0.35713380833535374,0.36998907539779424,0.44343078397277713,-0.07856676795007733,0.6586573853304185,0.3772998861613323,0.7004828201976678,0.3241297374473543,0.26539108643340353,0.4083584515038834,0.3759947555861146,0.37303580702085953,0.6105563822049501,-0.025814211916378272,-0.08006745414072323,0.6464994694963804,0.5050625277861212,0.4211745776492405,0.5628628895119636,0.4510785575440687,0.4241936925722991,0.49858068668029504,0.36676269108686194,0.17397342171493702,0.18101685667988265,0.2504831987097578,0.610667127245175,0.5885438664609374,0.5131508940259153,0.2664469979083016,0.018477564709074745,0.511865203017717,0.24249911229409327,0.23069487301085342,0.2449562724866904,0.5523825163800663,-0.33546847213760267,0.08041039581481615,0.14859823330725802,0.6543574482312915,0.5528792537333989,0.5172400160377889,0.19256369076219637,0.44391295480902754,0.2556421231566972
