,Postcentral_R,Putamen_R,Thal_VPL_L,Amygdala_R,Lingual_L,Cerebellum_3_R,Thal_Re_L,Precentral_L,Vermis_8,Thal_IL_L,OFCpost_R,Thal_PuL_R,Vermis_6,Frontal_Sup_Medial_L,Cingulate_Post_R,Temporal_Pole_Sup_R,Frontal_Sup_2_R,Thal_LGN_R,Postcentral_L,LC_R,Angular_R,Hippocampus_R,Vermis_10,Cerebellum_8_R,OFClat_L,Insula_L,Vermis_3,Rolandic_Oper_L,Temporal_Inf_L,Cerebellum_Crus1_R,Supp_Motor_Area_L,Vermis_7,Cerebellum_8_L,VTA_L,Parietal_Sup_L,Frontal_Inf_Tri_R,Parietal_Inf_L,OFCmed_R,Thal_IL_R,Thal_PuI_L,Parietal_Sup_R,ACC_sup_R,Occipital_Mid_L,SN_pr_L,Cerebellum_9_L,Frontal_Inf_Tri_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Vermis_9,Amygdala_L,Thal_MGN_R,N_Acc_R,Cerebellum_3_L,Precuneus_L,Frontal_Med_Orb_R,Temporal_Sup_L,Thal_PuM_R,Cingulate_Mid_L,Precuneus_R,ParaHippocampal_L,Calcarine_L,Precentral_R,Thal_MDm_R,Thal_VA_L,ParaHippocampal_R,Temporal_Pole_Mid_R,Cingulate_Mid_R,ACC_sup_L,Calcarine_R,OFCmed_L,Red_N_R,OFCpost_L,Lingual_R,Frontal_Mid_2_L,Temporal_Sup_R,Temporal_Pole_Mid_L,Paracentral_Lobule_L,Cuneus_L,Rolandic_Oper_R,Temporal_Inf_R,Hippocampus_L,Caudate_R,Thal_MDl_R,Thal_VL_L,Raphe_M,Temporal_Pole_Sup_L,Vermis_4_5,Thal_PuA_L,Occipital_Mid_R,Thal_AV_R,SupraMarginal_L,Frontal_Inf_Orb_2_L,Supp_Motor_Area_R,Thal_Re_R,Rectus_L,Cerebellum_9_R,Fusiform_R,Caudate_L,Occipital_Sup_L,Thal_LGN_L,Thal_MGN_L,Thal_MDl_L,Red_N_L,ACC_sub_L,Rectus_R,Thal_LP_L,Frontal_Inf_Oper_L,Thal_PuM_L,Thal_VA_R,SN_pc_R,Paracentral_Lobule_R,OFCant_L,Pallidum_L,OFCant_R,SupraMarginal_R,Thal_PuI_R,Thal_VL_R,Heschl_R,VTA_R,Vermis_1_2,Thal_MDm_L,Occipital_Inf_L,Angular_L,Cerebellum_10_R,Heschl_L,Olfactory_L,ACC_pre_R,Parietal_Inf_R,Cerebellum_10_L,Cerebellum_6_R
Vermis_3,0.559679848561929,0.7545596831018355,0.8076131133498335,0.6214551029187921,0.3629453310165832,0.8225131003746989,-0.07772978911355068,0.6116293855202736,0.04603913010899644,0.5070064942242567,0.5131716837371804,0.804428031374328,0.3184223137331776,0.579362699231473,0.5818958349101453,0.26000664817605723,0.690570628668224,0.3763046394111071,0.5429003957134486,-0.1302398878352281,0.13429592292655226,0.8095479952406346,0.7572669989792865,0.19387168222764817,0.6506111321788046,0.5368333308351086,1.0,0.6591979700252502,0.7206243968161825,0.13419912610489737,0.6622850866128661,0.17837573839040521,0.6516231636453127,0.15630875522352117,0.1800942938015189,0.6838107749665847,0.4548315073763835,0.5093910672910145,0.21991198354977545,0.5082308306167088,0.1355529797475501,0.7620596908656386,-0.07872542913780332,0.28156239927353394,0.7716777482683577,0.6962548395457001,0.7150122334452229,0.23386272967513544,0.8142654998993422,0.44244651096899784,0.18148117498640254,-0.07157441886564135,0.8054866572764922,0.3231709145167027,0.2948089790655229,0.7232723462312247,0.2073755945329616,0.46499898778111254,0.40115179506666915,0.7501240658053159,0.02375734414933421,0.570779913477648,0.46251717723770724,0.5543895392180859,0.7799851837483486,0.3291406327369396,0.6279449875212112,0.7509121080011602,0.033432197902732066,0.3243412252244089,0.6425814974613991,0.652196275287618,0.267351175679758,0.6742267957215897,0.7055090651937124,0.6066269951090795,0.48449940414158826,0.19700622900702724,0.5777391398845774,0.410051802165469,0.8195645150294639,0.7676046976290197,0.42393878541940067,0.7331089952081213,0.389264320649562,0.5244966465526728,0.5766468366818339,0.6190215092390536,-0.10683526974677077,0.21664943039977821,0.6267340403994656,0.5081581179619036,0.642877979427672,0.09209746441755737,0.5131226978188381,0.7197503470609019,0.4147125926937059,0.733517323526538,0.007121174102916299,0.3003915317670577,0.6170994421311523,0.6734471006759641,0.40336388965540354,0.5802818512574807,0.5244527779674903,0.700514823290166,0.6097602744447738,0.8353153185001654,0.6520062862207301,0.559448339133012,0.3670475998430253,0.21814375436791197,0.5100346877655881,0.6255154937495988,0.563600734911596,0.36457198929807544,0.8701703313050908,0.6093369592926849,0.27607449431304953,0.49419299219455803,0.7177644069726645,-0.21443393008138675,0.25311574083618726,0.45328598421448835,0.5501417391347921,0.3328135073285145,0.7603784350139233,0.30248088471101536,0.6384175949680412,0.29861181855571284
Rolandic_Oper_L,0.658961329604067,0.43166974652385987,0.7605870229848459,0.4334009830759782,0.6125660321127269,0.7722901974693569,-0.02143290486235356,0.7092567774613668,0.34833026415187146,0.5151450876604583,0.517520820148935,0.5775440769355769,0.4897363477079825,0.75211978208556,0.5450490720490972,0.47625308602340305,0.6616636715781216,0.4580888934186377,0.7011405636355608,0.32084695953127146,0.43019684042252393,0.7329356411280287,0.5541848152954697,0.3764324812568134,0.2615661825677966,0.7939507852589666,0.6591979700252502,1.0,0.5934322933903111,0.35670072561721405,0.6837372491677438,0.3220517425343728,0.5739200304703105,-0.17051191423580667,0.45399093327914875,0.7400102140968344,0.5974013844645993,0.2474697213259899,0.41636604735803334,0.4937390403478957,0.31343837262101776,0.7188384401191547,0.361321245831325,0.33382096401620476,0.6493838119375616,0.7721515002574292,0.7078156034257013,0.2411144485742489,0.6014273730112623,0.45979924474709233,0.1888625969603717,0.2509784950375756,0.6652488382613237,0.5403457975419992,0.26397763535900887,0.7798249345913358,0.5147922779969899,0.637906607994872,0.5765317530837892,0.6940679689685906,0.375700732550489,0.6853910031208641,0.3120105390340113,0.4016543980306383,0.6901444757130052,0.28646532493771887,0.6757265851413368,0.7535251382224861,0.40851014692388743,0.30902951329172346,0.5501458387549503,0.3878264609830909,0.5333247047884115,0.641070618815192,0.7590386173506497,0.3313533707825108,0.5602959124221275,0.46691546360089264,0.8611644100950886,0.390219876447042,0.7252012511981246,0.6758814725097375,0.3732315217704207,0.5075820580614538,0.1522142657901752,0.50515407048871,0.6884227460809427,0.6671436005590713,0.3040125224497957,0.20038649630529184,0.7422474744279851,0.5420078577531732,0.7211174425301269,-0.09198379739810325,0.3204354493797482,0.7198234869706955,0.6186769966885984,0.7184841858025159,0.44181088338567265,0.6272338806766059,0.39332865043072257,0.30872374144895176,0.32626298091748807,0.2957691890982495,0.4705301197153508,0.6917851976369378,0.8664683238125358,0.7401059309449493,0.24802894388431035,0.23466728747754614,0.477549113363699,0.13581466128165992,0.23748718289862494,0.366874842593168,0.6404336464685039,0.4855695889652478,0.5899178743897822,0.63368496962535,0.24897684905916065,0.5064264392760843,0.6008066252989742,0.23009286547879007,0.5261932040417922,0.6003448085609162,0.643883232334017,0.3715600371197006,0.6911274366109986,0.4955369881204105,0.649977234447803,0.4905102746209318
Temporal_Inf_L,0.4069915969577618,0.4297369099098267,0.5811487708265441,0.4659203498041329,0.35159494322767293,0.6896082453021771,-0.1011969828657074,0.39175932534695007,0.10867181529441686,0.30964466436070665,0.4072345635700778,0.5301480123677482,0.4014884152172173,0.4747682401380691,0.5067831916172696,0.2589708738159003,0.5031966150811827,0.4323759177120928,0.3586978041952613,-0.011915166531915246,0.06872809224548082,0.6443237588144559,0.5343235366240994,0.2539107853618055,0.44745926941113207,0.3629102248436467,0.7206243968161825,0.5934322933903111,1.0,0.18519088257562286,0.5194693914984423,0.23777523089170752,0.6381725617687826,-0.13627022411270875,0.15355203058706154,0.4401362472798355,0.3083950508737728,0.3123517607050328,0.24931321590668074,0.3781413594544202,0.07541170675594179,0.5133663664193994,0.0655158865078782,0.1559393083347573,0.5389770681372059,0.4843040095265333,0.5181573841368292,0.408574879605134,0.5721587502676665,0.5211798410880797,0.18510420171250194,0.027516132811343134,0.5307506094116272,0.29530906634079174,0.45603164108709376,0.7123139648813607,0.40378340994119827,0.3757105409345131,0.36671574237360016,0.7708637805670913,0.06732485976663169,0.4236520460380816,0.4983224073818785,0.35260210251233753,0.5546257046553444,0.23010616262148548,0.47666709369888177,0.4897209993557143,0.10678425988107283,0.10248844170078077,0.36530897042849414,0.3609872863221218,0.2590267227097384,0.5222202150451815,0.44133580351638324,0.4138558416073482,0.3285776675997633,0.17982740851329265,0.44975801244852437,0.2695523329517194,0.7174154822090076,0.49747632007116604,0.5035962880858109,0.5187213199970688,0.2943998416620125,0.40702315398029004,0.45484348685039105,0.40764075466587224,-0.07679089761475483,0.106762134327326,0.5072484832193254,0.2930799342160553,0.49019306502891563,-0.06828598607320856,0.3210228770074126,0.5440414060598783,0.3603921959948555,0.6305150410271407,0.09021893109188996,0.38599605131535086,0.5419628817111466,0.5122955193104157,0.22381494424193388,0.38418141131070394,0.2911162286016128,0.4964344671298898,0.39394449248244195,0.6214324920168875,0.4183421078683523,0.36529751387289405,0.32128917545417474,0.10713819721364727,0.17999163435851454,0.40635657191578956,0.38345411754437786,0.3914636200635663,0.5808984226289358,0.3397891880418128,0.1544778262619007,0.41176727294885956,0.5489495388612026,0.13806676087868763,0.2124579195369267,0.426722530914054,0.49704423812033693,0.13380824123852633,0.5606614503732132,0.21956265680349726,0.503879100118234,0.25223522331814874
Cerebellum_Crus1_R,0.24517260516307257,-0.000893512274810775,0.25716836349812605,0.16971485616055798,0.7077770039845525,0.29370964874683664,0.011279571191507493,0.3445384563340404,0.8485948054015607,-0.003773858712490567,0.2785104378239069,0.16182528782196773,0.811550446633287,0.37140572098971875,0.22417565136471237,0.7579054273383123,0.22557368221687268,0.269146768995553,0.30275756975695667,0.292702800545025,0.34159928098016096,0.33396390244202906,0.07342939520908016,0.798532213469299,-0.045260643503959634,0.38379756204953736,0.13419912610489737,0.35670072561721405,0.18519088257562286,1.0,0.3784518900614315,0.6215297881081799,0.5552583718565882,-0.19458016351341603,0.33409772441922914,0.26012469468457133,0.3322595188338153,-0.04964857914102326,0.3559849835761253,0.16832948107237003,0.12533786757761853,0.18188350879282877,0.5378448879414989,-0.07866837115600234,0.21628569551117433,0.3514500378650114,0.281633121860378,-0.0014825467455184041,0.2723677824727468,0.31772948203782186,0.14465292558723555,0.1819774819638737,0.17978996072340456,0.3804079955912855,0.025364962434458557,0.39122500470229954,0.4540665983390671,0.33541821753613377,0.4967332068105608,0.236162025404164,0.6171608652499241,0.34407901671388824,0.21987307375604268,0.17708728224392098,0.36154743241723875,0.2981296750871817,0.31604628694293785,0.24452411080874223,0.6236077159601884,0.02336797307230653,0.05976399449670631,0.18170910793181447,0.6510699286265875,0.29123119177008805,0.41800513856826993,0.08345543934144271,0.2420010231040674,0.6601780008791924,0.32657351501441845,0.752630423862776,0.28976240120063884,0.26287403804061205,0.3099590959559933,0.1470161065375115,0.21744409147578933,0.4761733478781092,0.5913035351808111,0.19949554670993114,0.5217090528307524,0.04978628610657658,0.37276128157772737,0.11365612840442307,0.3841647020380177,-0.14005030991759201,0.08521885180683152,0.5615068994747797,0.7232075107146901,0.3066614018047993,0.5036988330671164,0.3927835525279653,0.08403767167172135,0.030552169169961584,-0.025486061098327704,-0.00930210093377022,0.07431676930023717,0.19655300998909964,0.33440278227460646,0.2983340652481219,0.004396841736346381,-0.04002105759833763,0.38978047763297646,-0.050482590797627125,0.011967445137831993,-0.08071544434769377,0.2440769396435796,0.44539412678417734,0.14742994934586748,0.206642400286593,0.1049911742780457,0.22907895732714195,0.20037771423869633,0.6142968011356547,0.3727617285014144,0.2846618999995966,0.04025249753285781,0.0016248172456273162,0.1626970984718747,0.21134859298924785,0.32010959425731605,0.8161457401244867
Supp_Motor_Area_L,0.8274360680808319,0.586536941934612,0.7858645140668931,0.38929613360748516,0.6284706994364813,0.6294450723350308,-0.0020733742319120983,0.8301295563039949,0.40219230848774506,0.3592330529433667,0.5153915384600983,0.6977733088408352,0.49535884548023545,0.776654563193032,0.5302093715067003,0.43261565301786425,0.9023970784589649,0.4339916793614559,0.7871906963378872,0.19226973953544071,0.488552206359315,0.6795019920301647,0.6401626149743742,0.3049687454865695,0.42766428730019723,0.5914689428548418,0.6622850866128661,0.6837372491677438,0.5194693914984423,0.3784518900614315,1.0,0.19875056750029862,0.5905309052071797,0.05037923095958746,0.5614960055214133,0.7758574944118292,0.737257225760193,0.3305758393867027,0.4028600676267853,0.5098302172440838,0.4917388737400742,0.7925036634856788,0.3676627177717589,0.037007354553155465,0.7922298439819719,0.8319552922531135,0.831531039526881,0.20188103950262767,0.7197336130451354,0.35073240123731697,0.3620465708585994,0.1415910695938367,0.5907412794344217,0.6755234049840984,0.2833247299271724,0.7529290748832719,0.48650181500415834,0.7014951218231771,0.7227628218393098,0.6038256234450745,0.4490609000651467,0.8496273041210067,0.4653515012654435,0.5629271809395555,0.7057489703026298,0.35821531870653517,0.8018682820170218,0.7706856046965737,0.45995586024369844,0.13760025480177296,0.4694358928510016,0.4965068099522394,0.5838066445015296,0.8189305992456947,0.7569189338412936,0.5457344193896717,0.7424915846635144,0.529070163108356,0.6778796864457203,0.3615026342614864,0.6771989166344481,0.7972788797752444,0.4875029057136876,0.6354257991306386,0.34076331805871546,0.5786546850380077,0.7859854707861297,0.7285112743750128,0.3097834368357076,0.23555693714467657,0.8008959428967543,0.4720512006861941,0.9129379252120371,0.058079360769203246,0.3434385500781345,0.7697701059511906,0.5678955479671892,0.730713498531944,0.42746078717830527,0.4997775845176754,0.40186752097935646,0.4419258367692289,0.2739577441296961,0.41096626645437134,0.3131095474214663,0.7425171495155216,0.704675203552376,0.8043165033254086,0.44505636069911253,0.2791367239051958,0.6305087487110715,0.23515514779249377,0.4718172383771944,0.44778775777351204,0.689997121918508,0.5057589426757525,0.7077469036970265,0.7424960604609528,0.2186107592601577,0.4187443053683361,0.6209367785764539,0.12481144521453229,0.575068643943152,0.6306257618954066,0.5167733404364127,0.3004035375506817,0.7337641502268838,0.634575638762622,0.7220253372821753,0.5897621798765464
Vermis_7,0.08682643045454425,-0.12507419794621966,0.19619359217493504,0.1528020421561704,0.5202885970342159,0.29233638805907136,-0.12285478505647304,0.15528684581140728,0.5843966110430358,-0.16921455213365844,0.19766959505349138,0.1936996112434451,0.5074202768504071,0.12241019983659428,0.10339971912655162,0.5227788970256424,0.040910274646720056,0.2147272050910561,0.10149650884070209,0.21240811441815727,0.11737607745106704,0.20255697798399303,0.05882558258422273,0.6668353705082645,-0.06703857514393265,0.2630472090363866,0.17837573839040521,0.3220517425343728,0.23777523089170752,0.6215297881081799,0.19875056750029862,1.0,0.4472411474711612,-0.33711397873630616,0.08816578163463115,0.17972046217539941,0.11157011466989084,-0.029815557637958966,0.4420599746510054,-0.026528076564899302,-0.06261373086240617,0.056633747264016286,0.3274157172412262,0.06505152532236003,0.11147993727903409,0.18325951406469027,0.1364056702464198,-0.16900540277234552,0.2458278178295265,0.27569679899887034,-0.06831444612225533,0.2440239314749853,0.17461879775980624,0.0994354517349328,-0.10978439586786677,0.32883393851624343,0.36021701067408457,0.13296982236443336,0.17788596602267798,0.19732995434136194,0.37178341421875555,0.18010811381946035,0.12096140987205012,0.061975834381672076,0.18071711095081117,0.10687322387110516,0.12885193590253227,0.127187961727185,0.3441820960138756,-0.02036132406300673,0.0678824042070123,0.11827372165509123,0.3342270437909862,0.09401269630807671,0.3043134756214559,-0.07952226572127373,0.07900637254881598,0.42311538227646733,0.18609563730803055,0.5768500952179609,0.17685515751823264,0.07834582044698167,0.21821172470304318,-0.02596020674676376,0.24387224877442693,0.32186252444425095,0.26895281889952527,0.03214683792375454,0.3326681784135484,-0.31825673758808803,0.2014192931287469,-0.14595001475344976,0.23399183267420634,-0.3687854097354687,0.08211934343941817,0.414332730917979,0.388337964114744,0.13521150533518156,0.30799317656184544,0.4174428333610857,0.047109491449083836,-0.049656172985476005,-0.1963343301840754,-0.05101087677724208,0.17022405783415348,0.13208859608333012,0.26672635725353366,0.2652555143756057,0.09515179316065052,0.05586314357598909,0.09082473812292532,-0.37688650655772205,-0.20118195408755324,-0.13398655612223312,0.1377136498382472,0.39267902044270503,0.07842423834382943,0.1612391543294531,0.053920993412698216,0.22178528176252907,0.16491330565426496,0.5713872542001324,0.21486459284732978,0.24983365504027677,-0.08808923283883566,-0.17630761083804433,0.0726001438770389,-0.0006162336026937273,0.11761732815320287,0.44146278812433526
Cerebellum_8_L,0.3831133817542055,0.46306143908973124,0.5754711546550316,0.46916170524449796,0.539805196197257,0.5990704670080278,-0.10980140857714203,0.45005813509198395,0.42654151794784617,0.4459140846735742,0.456713704544238,0.6185911308059274,0.6911282239818068,0.414821778836155,0.39443297941865535,0.5888033519660986,0.5211069468215757,0.5748928541387368,0.3886502262780077,-0.030032238440697887,0.204920499280948,0.6218624257409159,0.370313491865416,0.6310226411050631,0.32451695392651947,0.4104748814417559,0.6516231636453127,0.5739200304703105,0.6381725617687826,0.5552583718565882,0.5905309052071797,0.4472411474711612,1.0,0.08854276207232147,0.137198261772297,0.49255979913174813,0.33995885411218757,0.186501497149094,0.20484764729018548,0.5210712970690566,0.02633901701107943,0.47794120041588156,0.19503020348574976,0.07119916300276165,0.6055417728635192,0.580634349668426,0.49823982636949193,0.05823219768704732,0.6506129993658125,0.5525612951368499,0.215518935354331,-0.03061611809194573,0.5566070693557549,0.24387442660596592,0.19048544244668256,0.6431735296127298,0.38509490617957765,0.3224151869797172,0.4587878972354239,0.6621494337644898,0.25960266336717547,0.43128784570046463,0.47265785259632126,0.4392902682562811,0.6779307663766944,0.44392173899146486,0.47267986752171776,0.4926195051584811,0.3037253379731066,0.1907890931525514,0.3139859944792998,0.4060994942554708,0.45271538118313215,0.4962095013785399,0.5485783576439567,0.45202881859570865,0.33639986046211245,0.3624749113533636,0.46564405927389907,0.6559606119392823,0.7280170316007897,0.5644124316430306,0.5369393074812198,0.5083910092032907,0.30577619737308176,0.5709461471375645,0.6127627885387328,0.48789826595968183,0.20057730470999516,0.3165877186095235,0.549177408817517,0.3063499499726389,0.5370812479380265,0.05055854893714026,0.31340254561101333,0.738403428389385,0.612988802255424,0.6030713982025387,0.17621876807876377,0.26345251652054535,0.6383321192509012,0.42825620319400465,0.06431057280924561,0.33337634960156676,0.3337710510650042,0.5186950337021838,0.49537814480492975,0.601144129677071,0.3174799527354462,0.16346236270347445,0.3772393414909342,0.274549792486227,0.394718082654737,0.24789991719051976,0.44319784142047364,0.42661595110442496,0.541232290351061,0.3701438123351597,0.22956305385650805,0.40056036309432436,0.5469110755923478,0.2190620764945864,0.26938280032214085,0.3391464490574298,0.41728391978979773,0.12317039051613575,0.46958056014733507,0.23168903527294887,0.5982044284858128,0.6597612459943806
VTA_L,-0.08084060923791862,0.44677206243531065,-0.040060577656222535,0.03079620082378188,-0.2894705720941541,-0.10223475728522068,0.09188077942521887,-0.03011358741007198,-0.2230643966000721,0.33059639653584927,-0.29520562438544723,0.07708492414654505,-0.09369591435681748,-0.01904235597249575,-0.07024567080021771,-0.05520154254277582,0.17667563659137797,0.004287131643794106,-0.0654133467833876,-0.37475070141685957,-0.2381943980086498,-0.08847168503968307,0.029773821103596294,-0.14104785184748972,0.30745621501578496,-0.2486274533212168,0.15630875522352117,-0.17051191423580667,-0.13627022411270875,-0.19458016351341603,0.05037923095958746,-0.33711397873630616,0.08854276207232147,1.0,-0.24740782673653194,0.052741384503802516,-0.12461309383480178,0.19436934037548328,-0.5310740814635798,0.2980007981276038,-0.1960374751601493,0.11000619633858486,-0.370347643061889,-0.23141475821132387,0.08982977441715806,0.07033110571971171,0.07093422990920134,0.11217584691005314,0.13122642497634812,0.019445848901750332,0.08809150132765556,-0.6102104071449593,0.12912999778665227,-0.2019650833479698,0.1364997739565578,-0.0834801498089481,-0.3542417298898305,-0.10075564850370743,-0.16961653259852166,-0.023672939051525094,-0.2880587921907339,-0.10707691325995242,0.2352940330268231,0.3417575208765589,0.11138111109652203,0.2530253167966457,0.04191142695902236,0.03342078963205108,-0.21101039170174227,0.12282917326014083,0.17478028174177362,0.024250991047410103,-0.1699129484414217,0.06040443777952704,-0.07254268195703095,0.39282660256645896,-0.06087396355887364,-0.2902184069644655,-0.08438303199837614,0.035923578175457674,0.1020648298321977,0.19215377818391782,0.08492190510780646,0.3190387925527708,-0.16683527928926853,0.046086443164024424,-0.022371102606016505,0.03990648381334728,-0.30925880085970975,0.42022324328580973,-0.035288779808387204,0.05156187903595343,-0.003625912970962372,0.44404769680397466,-0.06707720836099046,-0.07111555881600455,-0.10309640214272169,0.1446922076785557,-0.3589206859416535,-0.5456837026638912,0.29886033064502987,0.434230887751201,0.1388463380262088,0.35599122080589757,0.010628959265657139,-0.0638220992627876,-0.04229478770982941,-0.032348940890854355,0.24028432311339815,-0.167144661126812,-0.11864345771375812,0.4770741708593779,0.6117002858032102,0.11160006164768543,-0.06392308884233612,-0.3599951267679373,0.27864311676107206,0.02225760566872969,-0.19403888904570465,-0.029313162446882052,0.07791503246152418,-0.49308000843961,-0.2728527250100718,-0.20940256588053022,0.08598853029536144,-0.010598756413675994,0.1532055856695578,-0.15349335119231258,0.06523226979976031,0.048216318775384216
Parietal_Sup_L,0.7655187330354748,0.06712178706230401,0.49882515777742115,0.14327180825202043,0.6036656985718813,0.2756495023648199,0.16252255277501554,0.7382128173121522,0.450013035512852,0.1266541415313081,0.3191033231445722,0.2815537440074107,0.3711354379945194,0.6388494906067289,0.4335448567449185,0.32827658507581176,0.53094338547126,0.1440378195161028,0.8358829433396908,0.4178670411017631,0.8783863594843994,0.45839073602867914,0.31062779628075904,0.22497192513642092,-0.029520904429606386,0.5494265343493989,0.1800942938015189,0.45399093327914875,0.15355203058706154,0.33409772441922914,0.5614960055214133,0.08816578163463115,0.137198261772297,-0.24740782673653194,1.0,0.4383365604957463,0.9076968719572702,0.09767985863547689,0.4650025741634426,0.270153938230037,0.9035435998400668,0.544394972744231,0.7906007326114298,0.04872798089863132,0.36634421466781797,0.5513644431292608,0.53994458512919,-0.02592955922353384,0.31246003583303317,0.03692703533651521,0.24957633260348636,0.3841352628332515,0.15857607891189054,0.9341844582992571,-0.05389500895527792,0.45311472430540456,0.6281556129744867,0.7530475065728574,0.7976781768199854,0.3061000178262536,0.710446310374231,0.6974801109179488,0.1468785668723233,0.10041319370481774,0.3709638055391277,0.15495811952951005,0.656076473369295,0.608262484679204,0.6890768161743087,0.08907224426520598,0.2961265248804936,0.19641787270266126,0.6476517405073784,0.5658099860746225,0.4959740333933175,0.12429835036250649,0.7924120331312302,0.7674115717717465,0.4966926039682425,0.1581443269678028,0.3165009540297727,0.38709970920367726,0.11485925349047856,0.16177656181589825,0.048675593813063724,0.31038796469871316,0.580883513439075,0.5564577066699942,0.7333841172862884,0.06370524138837967,0.6745233205862171,0.3335074122744694,0.6754399009692649,-0.07862799391781336,0.03898152348995261,0.44319310453523686,0.4379765388828245,0.2931508754872262,0.8711659470762578,0.6084946129565604,-0.15033091026598577,-0.040654062554132404,0.4554400826716409,-0.054149267201415635,0.08308133948627879,0.4322986377967447,0.5054055402295423,0.4838776689739569,-0.04220515655248664,0.02683724788355614,0.6623472263514038,-0.01932653259899483,0.03220391987619076,0.07631199456006904,0.6229895061541111,0.38441864473968507,0.23897160205033816,0.4957770639107426,0.05694554830977193,0.19386600631807224,0.22791394179755134,0.3873188106225827,0.8865022103873462,0.5406430372863272,0.2619305377390115,0.32270715729406274,0.4033366209428168,0.8636913661167878,0.33455466480910223,0.4448497395239282
Frontal_Inf_Tri_R,0.7758860354522575,0.6448741587192838,0.7618216696708423,0.42093489938055584,0.5742603521438371,0.6927405620620006,-0.007407816221400716,0.6748267418751004,0.2981927800733418,0.42763081829757543,0.4975539778015099,0.7057219573826508,0.398490461373386,0.6950806394095451,0.4449456670458795,0.31047881360870644,0.8583741919601279,0.37140755152085886,0.6813686034774259,0.11500558820523267,0.47047812105315073,0.6883181240119229,0.6178936107927046,0.09755659535584334,0.45127745964087007,0.65000563622173,0.6838107749665847,0.7400102140968344,0.4401362472798355,0.26012469468457133,0.7758574944118292,0.17972046217539941,0.49255979913174813,0.052741384503802516,0.4383365604957463,1.0,0.6234532258707154,0.3530624965832014,0.36626513782652803,0.44457115065580793,0.4554828940170249,0.8026597500528381,0.23232216600439298,0.27558845170940227,0.7562597214963656,0.8493102960118841,0.8377753892851307,0.15406698423582738,0.7131900125768322,0.3118113808702551,0.23053616472849348,0.14910531808796165,0.7292584991309286,0.5291917532802424,0.21751822370241203,0.716866742308596,0.37367210229763953,0.5532829436930294,0.6196883236661398,0.5460956524415868,0.39721559079220836,0.7752799183286346,0.2379808409872033,0.4825876783789487,0.7010573284131096,0.2624833183609663,0.7185586819451291,0.7652531532019186,0.40417474863198133,0.35733619744568784,0.5659583053504254,0.5057543632277466,0.5485378715095159,0.7301664314431758,0.8217288545665942,0.5102729422705151,0.6058436692963839,0.4461238698599837,0.7137253663083508,0.30736235295311637,0.6641154255939083,0.7826986861059823,0.36051088413304216,0.5947527095913911,0.21867308755192225,0.506744205631609,0.7282813348614892,0.6843656125289298,0.2382624948595255,0.21874419244504598,0.7020870523957082,0.5819235788259367,0.7829751240040099,0.1055873754669476,0.4012459856269109,0.6703077576073873,0.5098025483111894,0.7019888842658611,0.31107675853538647,0.4871107490527157,0.33666023202236667,0.37705219790750083,0.33038819915049733,0.4318184722474309,0.46675186607235286,0.7532763213491721,0.7840131748965364,0.7301581628195053,0.4344258695296874,0.3709129030576836,0.5537413217583855,0.169717676279807,0.4127201263162684,0.500216662056622,0.7442492215251671,0.3892146136850252,0.7049011426593381,0.7649854353748491,0.2584198328062935,0.4408645513678937,0.5725959002979926,0.025822488736058233,0.4515262949608947,0.5748002290610367,0.5415884994272526,0.4397619860375864,0.7697987006218282,0.6023911690134263,0.6099313055788222,0.4229454930974678
