,Temporal_Pole_Mid_L,Temporal_Sup_L,Pallidum_L,Postcentral_R,Frontal_Sup_2_R,Vermis_1_2,OFCmed_L,Vermis_6,Precuneus_L,ACC_sub_R,Cerebellum_7b_R,SN_pc_R,Raphe_D,Red_N_R,Cerebellum_10_L,Cingulate_Mid_R,Supp_Motor_Area_R,Frontal_Sup_Medial_L,Insula_L,OFCmed_R,OFCpost_L,Cerebellum_9_L,Thal_MGN_L,Amygdala_L,OFCpost_R,Cerebellum_7b_L,LC_L,SupraMarginal_L,Parietal_Sup_R,Olfactory_R,ACC_sup_R,Occipital_Mid_L,Thal_LP_R,Hippocampus_R,VTA_R,Thal_PuL_R,Temporal_Mid_R,Calcarine_R,Frontal_Mid_2_L,Cerebellum_Crus2_L,Thal_PuA_L,Temporal_Pole_Mid_R,Thal_PuA_R,Temporal_Inf_R,Frontal_Inf_Tri_L,Occipital_Inf_R,Frontal_Inf_Tri_R,Cerebellum_Crus1_R,Vermis_10,Thal_AV_R
Cerebellum_7b_R,0.09654518787618152,0.24183492825327788,0.0989626141055579,0.08934783578852559,0.07326143599253608,0.14418385381727888,-0.1030433394929924,0.3822355461202976,0.16885193554846722,0.03297901450865571,1.0,-0.13655679383360284,0.03935752352684937,0.028912850600274792,0.28360906360052457,0.16689039708325423,0.21966272612922624,0.3330779553283094,0.2374564406633089,0.07077234234334462,0.16337423217181019,0.06110168840204751,0.04365942896144595,0.24965505672752672,0.19995736024430638,0.19244014522889696,0.133086369917296,0.30210377374519704,-0.03984738245632935,-0.10465076803015257,0.14443525925354403,0.3721523983766846,-0.0034285145641420843,0.13415566131095943,0.08343249053182054,0.13667153732442996,0.4190019484854881,0.3811829762769245,0.21936674855919555,0.5465627623379751,0.1388397016155254,0.31162379919084454,0.23736747719710455,0.4898858920590495,0.18856365799514707,0.4914097165977275,-0.033925016108486285,0.6334030185685929,0.02609655789204998,-0.06832919077801437
SN_pc_R,0.4466113931011328,0.3174404479637796,0.2581002816822153,0.30599955152213926,0.31090637919131764,0.09433516878048974,0.34401419713785614,-0.12114583837159171,0.1393555308999129,0.617103980538251,-0.13655679383360284,1.0,-0.3632589982660026,0.32374281830763485,0.24670545539656327,0.2322661630455826,0.23056472291040217,0.20744476171715062,0.25486278288578007,0.5046792129372221,0.7918969937211499,0.3793501798600093,0.2549772930469509,0.1329733081240905,0.5566630925026207,0.22492917730037584,0.12603211435531447,0.2642199693626935,0.1096254986974065,0.42267075988587083,0.4246269428284502,-0.22730016526945335,0.40205523673821514,0.4670827852024453,0.3135374022877286,0.4674239334366617,0.05026352474394869,-0.1515220502310038,0.38535994356820935,-0.24478650568639193,0.10307745306672614,-0.2066519538057056,0.2037524189498938,0.029033395577459258,0.32396365482018197,-0.4161334224136619,0.3709129030576836,-0.04002105759833763,0.5130512157179365,-0.09432669763374997
Raphe_D,-0.0700543261397047,0.25911127273899354,0.05107829200586747,0.3931495751259059,0.3311412664280972,0.14811479665458588,0.17721121928995495,0.3440314309944322,0.4143997175241721,-0.11064949056582178,0.03935752352684937,-0.3632589982660026,1.0,0.2683494091757721,0.2661778436690921,0.42029130818679855,0.39232437293460193,0.464105695678026,0.4334203127903987,-0.17019637687451353,-0.21875985793978353,0.13117957820238252,0.027117580377668433,0.2616263129238348,0.04036407342001479,0.16490491419240808,-0.09429829238634893,0.4297544949971089,0.35428458352391823,0.2948654636044755,0.3855807096432297,0.4631416521944382,0.19506341527322113,0.3718244136175024,-0.053194478587833265,0.1282832218059901,0.41267883058191157,0.41362923266686547,0.22379654562915857,0.28724324064151213,0.5484643222431999,0.354491957093571,0.12220270856141553,0.20184013116463062,0.3788087827651107,0.27577656696315217,0.3361932567898526,0.1855051410236294,-0.005919927897187645,0.4156911151008669
Red_N_R,0.5616498245008925,0.5674634520281073,0.5044104200015537,0.4723495896037284,0.5585134860201043,0.32058923691098,0.4999658374262582,0.1845723158001645,0.4022623636399408,0.5352695009328376,0.028912850600274792,0.32374281830763485,0.2683494091757721,1.0,0.3260661521578954,0.5280227657472134,0.5638374371942514,0.6035867823310204,0.4754528703460377,0.5666934303615951,0.4961135186208872,0.4667455579941701,0.17503546036843612,0.2752801524566844,0.22504257260561156,0.09700214862884529,0.09235280506647485,0.5495858523915526,0.2267143829977606,0.4498960313338143,0.6353872112328026,0.09280177259322844,0.32493549716055176,0.5632610559246688,0.04553381699285381,0.44024229403415044,0.2073992319202532,0.15678900587507727,0.6180983167165175,-0.11230529292127617,0.3501980642871837,0.13350049662631325,0.1502553229181319,0.1995910880056958,0.6065331076866267,-0.09077948084902662,0.5659583053504254,0.05976399449670631,0.5254217105996909,0.05447181594817624
Cerebellum_10_L,0.46645681628649266,0.6385008704619177,0.44844969467401324,0.6193913253338555,0.6967104410986688,0.47056819309240966,0.08404709097019816,0.42228145271685785,0.4813503262851043,0.3685376791300201,0.28360906360052457,0.24670545539656327,0.2661778436690921,0.3260661521578954,1.0,0.6391104417020634,0.627524202358706,0.6389065013802685,0.6263810694684637,0.2332204385787586,0.45918705539270843,0.7885403113528779,0.46418301665761064,0.41539207429664227,0.5475263980766796,0.6898262902617502,-0.08146995053463099,0.7114502175383779,0.23279887641814198,0.451024574654474,0.6530913418584692,0.21191960355709627,0.6279114537131907,0.6482523642073591,0.41003637299184365,0.6640207807351752,0.4891041080212827,0.3441774066328607,0.6465400703402392,0.262385492520382,0.7016871798457626,0.3644489778384935,0.22943564898815952,0.2741454709530307,0.6621435578870846,0.14359809181901115,0.6099313055788222,0.32010959425731605,0.6551900804047525,0.3182601234491486
Cingulate_Mid_R,0.3855997222119917,0.7182600748504374,0.3497601464637381,0.8661847099094229,0.7929574214138092,0.40176696728374567,0.1472722637351477,0.41600123670278094,0.7626499626421862,0.2425248088894653,0.16689039708325423,0.2322661630455826,0.42029130818679855,0.5280227657472134,0.6391104417020634,1.0,0.8831016665520642,0.7717657354584658,0.6234308374619064,0.35737182804210177,0.4031894220344627,0.721587893287427,0.20080378264487478,0.17384232633219981,0.37487976303500936,0.4267665719565858,0.28879146138227785,0.847011264273599,0.564943562385869,0.3576023883544233,0.7743234179767131,0.4249552260676535,0.5572302304695019,0.6755034787778958,0.1178236022973396,0.6039220198132792,0.5876004570988503,0.4703263042149067,0.7336569373684766,0.12947731537706023,0.6892009247305548,0.20823237179935117,0.44083211918736875,0.28411849463823824,0.7780473751704062,0.06775654018801752,0.7185586819451291,0.31604628694293785,0.6387585702517986,0.136150216720463
Supp_Motor_Area_R,0.4159589527304073,0.7520645789212654,0.3719136794623371,0.9026480726521726,0.8525694602567417,0.4528208701362994,0.17423823351645842,0.487131622387981,0.7503828649979212,0.26869555529468614,0.21966272612922624,0.23056472291040217,0.39232437293460193,0.5638374371942514,0.627524202358706,0.8831016665520642,1.0,0.7800331910479898,0.6431825476075709,0.3548853025872188,0.4390178621753641,0.7547799661810715,0.23671759429231762,0.22562874445988296,0.41902954162871364,0.4258878472428518,0.3092123819310176,0.8382998573719767,0.6044349899869484,0.3912376649948219,0.8007450306571314,0.423602531248743,0.5662539325855592,0.6695269935423008,0.1033009036541525,0.6514464542322168,0.6035817416488388,0.503782783202776,0.7636187791911303,0.2229444867526354,0.6908268923533479,0.2749763860521989,0.4595055268705635,0.37340819227175465,0.8174004906932526,0.12890708868533374,0.7829751240040099,0.3841647020380177,0.6188051063138093,0.11006341637296352
Frontal_Sup_Medial_L,0.5428859093323082,0.7847110252729622,0.38236854900717804,0.744038668693308,0.8072150795826807,0.3659557558678442,0.2527464013644731,0.44307275786013345,0.7295445435118105,0.4548458292482798,0.3330779553283094,0.20744476171715062,0.464105695678026,0.6035867823310204,0.6389065013802685,0.7717657354584658,0.7800331910479898,1.0,0.6750401226930831,0.36690859521924246,0.43117852965944475,0.6075497863537306,0.26790464704685185,0.463111276045523,0.48012236734991265,0.530529310915237,0.19168212087881192,0.814811577306197,0.4826023406844923,0.45039092791576907,0.8384127846303797,0.49667092505111604,0.5079781365655454,0.739914616203261,0.2274421132952349,0.5407874527644279,0.5076057947163112,0.5504625782124917,0.850276909960249,0.273479741960119,0.7184283771967,0.4048930741264098,0.4290281476919981,0.2838755560473418,0.8467798055468808,0.130912910070242,0.6950806394095451,0.37140572098971875,0.5711160106461011,0.2519149276624548
Insula_L,0.2541286852959453,0.6065825932713461,0.1896111814283163,0.6145293068794718,0.5501310716565173,0.5130262110695945,0.28123766288505053,0.40913475718880793,0.6121880190460044,0.379889021185511,0.2374564406633089,0.25486278288578007,0.4334203127903987,0.4754528703460377,0.6263810694684637,0.6234308374619064,0.6431825476075709,0.6750401226930831,1.0,0.24241363547624128,0.46687110034905666,0.5934797554166905,0.18014261531944267,0.2901818625363362,0.6133892861993803,0.3975003763546094,0.20511554302775642,0.709882669467643,0.4202427528873116,0.6077719652018153,0.6409993708903878,0.42329444223031104,0.4460092204873034,0.6890891675843958,0.2590757246364292,0.5288263839782593,0.6055820752203148,0.4383903291846957,0.5833991128849646,0.23682336086042663,0.6175835715453161,0.256858832318768,0.44789818618769334,0.4036759778485213,0.660635376886869,0.23126463846013415,0.65000563622173,0.38379756204953736,0.5476279731068164,0.10672291987483018
OFCmed_R,0.6680594884590704,0.3512187480077431,0.5401180115537865,0.3452485342483395,0.45789206218167056,0.18089229514989863,0.4910380897625898,-0.06834529819162022,0.18433561095907736,0.5898568831872232,0.07077234234334462,0.5046792129372221,-0.17019637687451353,0.5666934303615951,0.2332204385787586,0.35737182804210177,0.3548853025872188,0.36690859521924246,0.24241363547624128,1.0,0.7146652400879915,0.3193846908350452,0.2159439378635092,0.22239576018818724,0.36825488540335,-0.009527573988355544,0.08108185257076968,0.3930314121726601,0.11725928281576292,0.3875237713311023,0.4561670835644759,-0.16624738671151482,0.29198717292062326,0.4255227298930018,0.09151986344841806,0.40764747989530836,0.012481288311582845,-0.0955815887933223,0.4897670024901566,-0.2798933164529527,0.09277677657153577,0.00039780602904056613,0.1139467350481383,0.1048683357194148,0.39786842408389533,-0.28355407884961753,0.3530624965832014,-0.04964857914102326,0.4899448803518431,-0.044582773975401835
OFCpost_L,0.714770771410534,0.4951549791164067,0.5726974681195883,0.4581456300982612,0.5357892383084304,0.24577468779230804,0.4820291281287196,0.14137410847353113,0.3122794747631681,0.7243817415247388,0.16337423217181019,0.7918969937211499,-0.21875985793978353,0.4961135186208872,0.45918705539270843,0.4031894220344627,0.4390178621753641,0.43117852965944475,0.46687110034905666,0.7146652400879915,1.0,0.5728442003743186,0.39478200786173095,0.2881113180446139,0.7417865375483104,0.39374543812121704,0.013985362145476682,0.4797814124699606,0.20065867573108892,0.595662263867716,0.6007285795012447,-0.06805262818472875,0.49295714203437685,0.6185537986640326,0.42001631705165543,0.5880660693818739,0.26149111984169304,0.08120033810395526,0.6398447104883411,-0.05868428197228256,0.2799137218803672,0.046226640868501714,0.16217245015112247,0.287176349141752,0.5874818647367929,-0.2228259895477875,0.5057543632277466,0.18170910793181447,0.6322024428428528,0.11584596654690062
Cerebellum_9_L,0.5321933565176696,0.7304287543196549,0.4917290184362573,0.7226616107751707,0.7796556103770103,0.5386818704451836,0.14993111908073836,0.39586126271341926,0.5169612425534564,0.44928246055708254,0.06110168840204751,0.3793501798600093,0.13117957820238252,0.4667455579941701,0.7885403113528779,0.721587893287427,0.7547799661810715,0.6075497863537306,0.5934797554166905,0.3193846908350452,0.5728442003743186,1.0,0.4764545454000992,0.222547485399324,0.5364286288259336,0.6240490781892758,0.0394037684300038,0.6836103547513899,0.35347554718289276,0.5308838863273334,0.7335792601443689,0.09484098190574519,0.678148356401796,0.6690801365248935,0.37809956516966664,0.7445373740574585,0.42325082313311657,0.2522627930922749,0.7418612983494011,0.0790081918306455,0.673153538712742,0.2715840243960377,0.2522813797741484,0.26859554450941425,0.7835782462276897,-0.04150614358062803,0.7562597214963656,0.21628569551117433,0.7908306556954039,0.23255495540682009
Thal_MGN_L,0.5124083615328096,0.3973011926645019,0.46061725881015797,0.13483341923118605,0.4528165821070688,0.2180072174830818,0.10934274630095364,0.27279921660711226,-0.02561165733951809,0.5888170526761675,0.04365942896144595,0.2549772930469509,0.027117580377668433,0.17503546036843612,0.46418301665761064,0.20080378264487478,0.23671759429231762,0.26790464704685185,0.18014261531944267,0.2159439378635092,0.39478200786173095,0.4764545454000992,1.0,0.5460693286086233,0.4874475927621055,0.43838428005430335,-0.47782425589246247,0.19903949768412427,-0.20016514873622293,0.5146580455037986,0.38152611220761534,-0.2487986395896801,0.4662636356376465,0.43529992395961864,0.3050341624501259,0.5317447287222958,0.15291023799735592,-0.11750076187735313,0.4107388424989935,0.1955574235217518,0.403628525533476,0.529975532552195,-0.32250949493380576,0.34518671769497233,0.4276066614753138,0.006056446803581524,0.33666023202236667,0.08403767167172135,0.3659438310192699,0.533722501465609
Amygdala_L,0.46193773411167416,0.5036166493635157,0.3232998781012349,0.1431906615750425,0.4251126828605904,0.1338090973585276,0.27919470615956654,0.4408250613009721,0.12737889813935305,0.447310725988314,0.24965505672752672,0.1329733081240905,0.2616263129238348,0.2752801524566844,0.41539207429664227,0.17384232633219981,0.22562874445988296,0.463111276045523,0.2901818625363362,0.22239576018818724,0.2881113180446139,0.222547485399324,0.5460693286086233,1.0,0.46984896088556827,0.26202234779022043,-0.2556452373019921,0.31222417014522175,-0.09825993537757892,0.43083115378609643,0.4107575286523558,0.17993224392763515,0.378268321848428,0.596956733759925,0.28528228394444316,0.3940891656374683,0.35897996186810305,0.2221806601011879,0.4713845551061293,0.4468958264320491,0.40722928534882746,0.5982621528042795,0.03518928410880712,0.41868177502815535,0.451210542995804,0.30416468356464593,0.3118113808702551,0.31772948203782186,0.17209809206452384,0.35715467072284246
OFCpost_R,0.4505373593270381,0.5372389170569932,0.27393413013334983,0.4684910016932128,0.5285772206031445,0.2346648398125288,0.25441964977950765,0.29175415203359256,0.39053070261770734,0.5724657209292798,0.19995736024430638,0.5566630925026207,0.04036407342001479,0.22504257260561156,0.5475263980766796,0.37487976303500936,0.41902954162871364,0.48012236734991265,0.6133892861993803,0.36825488540335,0.7417865375483104,0.5364286288259336,0.4874475927621055,0.46984896088556827,1.0,0.5509941315396528,-0.002165372135260047,0.4717577061150624,0.25472723515522433,0.6994485076215431,0.5477574848340835,0.17212093147736318,0.5286344908567806,0.6731794709741967,0.5369799634435157,0.5612219338418639,0.3990085915555094,0.2594272229760341,0.6046241353160793,0.27274814876349524,0.5021209379627702,0.2889183748239789,0.22264569647089522,0.3100114837181164,0.5928556551154546,0.03676161182005091,0.4975539778015099,0.2785104378239069,0.46483051578243856,0.2680252737439415
Cerebellum_7b_L,0.413979753308806,0.47168330566417255,0.3718772250983142,0.47875267430439905,0.5473458181837568,0.25352555624623807,0.03197825425277823,0.37584496254350375,0.47032743226936174,0.2958321886602086,0.19244014522889696,0.22492917730037584,0.16490491419240808,0.09700214862884529,0.6898262902617502,0.4267665719565858,0.4258878472428518,0.530529310915237,0.3975003763546094,-0.009527573988355544,0.39374543812121704,0.6240490781892758,0.43838428005430335,0.26202234779022043,0.5509941315396528,1.0,-0.1551347713286174,0.49400979332647227,0.315267874557229,0.39160063042047105,0.4974321716013885,0.2675189426580249,0.5006087139658779,0.49647978484849903,0.5275775268465105,0.4201653436519697,0.3497687682585612,0.35924313258788165,0.5747888644388454,0.2876733350128074,0.6283660352349494,0.3167872725001889,0.10273293704280193,0.0882481039380081,0.581891350096458,-0.07712306685076752,0.44734159861944717,0.26918832642944407,0.485496914003888,0.522395091572081
LC_L,-0.24382831386341886,0.20589686306256258,-0.3856763218255787,0.3588483044527556,0.0613433658896394,0.10492666513441001,-0.09973376254434524,0.02102520691172264,0.3857916687432203,-0.19739642481446967,0.133086369917296,0.12603211435531447,-0.09429829238634893,0.09235280506647485,-0.08146995053463099,0.28879146138227785,0.3092123819310176,0.19168212087881192,0.20511554302775642,0.08108185257076968,0.013985362145476682,0.0394037684300038,-0.47782425589246247,-0.2556452373019921,-0.002165372135260047,-0.1551347713286174,1.0,0.23221730070482813,0.4012799154896945,-0.26973386587287906,0.09640157060478018,0.4129157956353895,-0.09310416452887917,0.050550932241508556,-0.18026069180740126,-0.04150979882198593,0.16590903542863114,0.2702893997674367,0.1382484937809359,0.06114271746376906,-0.05317195455843612,-0.35582128085552434,0.6242363002424499,-0.07347968458387863,0.11530770555393369,0.07154343593688205,0.1440322161248334,0.18223990387111128,0.15373447963690945,-0.6321554250693759
SupraMarginal_L,0.4744378689954784,0.7604025511910417,0.363267513937574,0.8381885783162834,0.747558863169022,0.4165739481512787,0.24674589343020184,0.44330812727683655,0.7382235893990206,0.32498738387313264,0.30210377374519704,0.2642199693626935,0.4297544949971089,0.5495858523915526,0.7114502175383779,0.847011264273599,0.8382998573719767,0.814811577306197,0.709882669467643,0.3930314121726601,0.4797814124699606,0.6836103547513899,0.19903949768412427,0.31222417014522175,0.4717577061150624,0.49400979332647227,0.23221730070482813,1.0,0.5644281681119172,0.4240121190489026,0.7989160556116601,0.4941410513100846,0.5635274524642413,0.7335510084045268,0.1475369282853398,0.650488979947077,0.6111402152628397,0.5036977737380842,0.7370851598345608,0.23956602594697388,0.7139540504994366,0.24340652619900915,0.5525303336506745,0.3167694834650218,0.7808216353250692,0.11272947750935408,0.7020870523957082,0.37276128157772737,0.5840497071494938,0.11989233616818876
