,Cingulate_Post_L,Cerebellum_Crus1_L,Vermis_7,Thal_PuL_L,Occipital_Inf_R,Frontal_Mid_2_L,Vermis_3,Raphe_D,Thal_MGN_L,ACC_sup_L,Thal_IL_L,Cerebellum_7b_R,Cerebellum_6_L,VTA_R,Supp_Motor_Area_L,Temporal_Mid_L,Cerebellum_Crus1_R,Supp_Motor_Area_R,Lingual_L,Olfactory_R,Precentral_L,Hippocampus_R,Amygdala_R,Frontal_Inf_Orb_2_R,Thal_MDm_L,Occipital_Inf_L,Cerebellum_7b_L,OFCmed_L,Paracentral_Lobule_L,Thal_VL_L,Cerebellum_4_5_R,Frontal_Inf_Tri_R,Thal_MDm_R,Temporal_Sup_R,Thal_PuM_L,Cuneus_L,Paracentral_Lobule_R,OFClat_R,Vermis_10,Thal_VL_R,Thal_MGN_R,SN_pr_R,Temporal_Pole_Mid_L,OFCpost_L,Parietal_Inf_L,Insula_L,Precentral_R,Frontal_Sup_Medial_L,Temporal_Mid_R,Frontal_Inf_Oper_L,Rectus_L,Parietal_Inf_R,ACC_sub_R,Occipital_Mid_R,Frontal_Mid_2_R,Thal_PuL_R,ACC_pre_L,Thal_AV_R,Occipital_Sup_R,Rolandic_Oper_R,Thal_MDl_R,Lingual_R,Thal_IL_R,Temporal_Pole_Mid_R,ParaHippocampal_R,Vermis_9,Thal_MDl_L,Occipital_Sup_L,Vermis_6,Temporal_Pole_Sup_L,Cerebellum_3_R,Precuneus_R,Pallidum_R,Cerebellum_3_L,Cingulate_Post_R,Occipital_Mid_L,Precuneus_L,Cingulate_Mid_L,Thal_VA_R,Temporal_Inf_R,Temporal_Pole_Sup_R,Caudate_L,Vermis_1_2,Amygdala_L,Hippocampus_L,LC_L,Thal_LGN_R,Thal_PuI_R,VTA_L,Angular_R,Postcentral_L,Red_N_L,Thal_VPL_R,Parietal_Sup_R,OFCant_L,Rectus_R,Olfactory_L,Frontal_Inf_Oper_R,Calcarine_L,Cingulate_Mid_R,Thal_PuI_L,Cerebellum_8_L,Calcarine_R,Frontal_Med_Orb_L,Temporal_Inf_L,Frontal_Inf_Tri_L,ACC_pre_R,Thal_LP_R,Cerebellum_10_L,Red_N_R,OFClat_L,Thal_PuA_L,Frontal_Sup_Medial_R,Cerebellum_Crus2_R,Caudate_R
Cerebellum_4_5_R,0.37659314058714155,0.6057737844026769,0.3855305555950749,0.7918937366606494,0.3638224705121657,0.7278455384385772,0.649350526374271,0.3668950098448238,0.29643944434235125,0.7675373146518235,0.3156640352888261,0.31585202913544685,0.8855900089401859,0.329053808373645,0.7468574801693834,0.6528203938674447,0.5442438306081332,0.7719326242164778,0.8473918779153179,0.3633457638960633,0.7607031846802167,0.754916068078828,0.32938842577597854,0.4975299524688988,0.5552353414862525,0.3426617612428496,0.5130007870958881,0.18736149658534157,0.6287051559711443,0.5632462172006331,1.0,0.7485536703308716,0.3555455283759361,0.7732184642599504,0.8012299992124524,0.6638065119474601,0.5466346139160494,0.34049780818856484,0.643420695142594,0.5984038412105687,0.3889411159488151,0.12879804477212972,0.39839476229897175,0.43614646661828416,0.6607812004645319,0.6872449888196099,0.7432471736537634,0.7403762891727149,0.6763605892791332,0.6949554768679298,0.27497255586898633,0.5268599229827946,0.28569038394980945,0.43396077114114706,0.7924906337320372,0.6165715860386177,0.48371992408805503,0.20525300651825332,0.5633588618758605,0.681763801832134,0.4324253273219895,0.8270611322193527,0.4710227539935475,0.3605594391198235,0.7882922927039969,0.7797334370251452,0.3019327652590065,0.5248302117925214,0.696348671789852,0.6201948061650768,0.7794333806612834,0.6790910832700856,0.4326565997368523,0.6055453866154368,0.5850465852173917,0.45498508255366804,0.6377170431442623,0.6890755665172393,0.25694885708531834,0.4954732064294043,0.5664548332649003,0.7001826259692313,0.6212486778891486,0.37627033725989095,0.7036254402433532,0.21661382284878117,0.4308263367453262,0.5316966258516217,-0.1106528850345948,0.4970024054316034,0.7354139369030203,0.24103538412849304,0.7941017797858159,0.38929173557436003,0.09784609441304333,0.37058841604246107,0.2621122027835072,0.8194535356562986,0.6352506536793685,0.740825666469118,0.49895703715778783,0.5993286564387418,0.6618954629913686,0.08906359990327178,0.5028895479197268,0.8135159592833415,0.6753506018514053,0.5376231047582138,0.6962763501410898,0.47339913971952774,0.2690448032934988,0.7155957846478157,0.7441988663962911,0.45648404108573376,0.7012847915732807
Frontal_Inf_Tri_R,0.11068548765279086,0.3517860192638813,0.17972046217539941,0.7518210962442291,0.017324727067997772,0.7301664314431758,0.6838107749665847,0.3361932567898526,0.33666023202236667,0.7652531532019186,0.42763081829757543,-0.033925016108486285,0.6850262587151777,0.2584198328062935,0.7758574944118292,0.49481888409500974,0.26012469468457133,0.7829751240040099,0.5742603521438371,0.5794688051724098,0.6748267418751004,0.6883181240119229,0.42093489938055584,0.6209351479863066,0.5725959002979926,0.025822488736058233,0.44734159861944717,0.35733619744568784,0.6058436692963839,0.5947527095913911,0.7485536703308716,1.0,0.2379808409872033,0.8217288545665942,0.7301581628195053,0.4461238698599837,0.5537413217583855,0.4389097058791235,0.6178936107927046,0.7049011426593381,0.23053616472849348,0.31709385779509797,0.5102729422705151,0.5057543632277466,0.6234532258707154,0.65000563622173,0.7752799183286346,0.6950806394095451,0.5282975921447574,0.7840131748965364,0.4012459856269109,0.6023911690134263,0.4726334377782501,0.2382624948595255,0.8658027807371054,0.7057219573826508,0.6497534285605049,0.21874419244504598,0.44108807916924514,0.7137253663083508,0.36051088413304216,0.5485378715095159,0.36626513782652803,0.2624833183609663,0.7010573284131096,0.7131900125768322,0.37705219790750083,0.31107675853538647,0.398490461373386,0.506744205631609,0.6927405620620006,0.6196883236661398,0.596208881662553,0.7292584991309286,0.4449456670458795,0.23232216600439298,0.5291917532802424,0.5532829436930294,0.4344258695296874,0.30736235295311637,0.31047881360870644,0.7019888842658611,0.4408645513678937,0.3118113808702551,0.6641154255939083,0.1440322161248334,0.37140755152085886,0.3892146136850252,0.052741384503802516,0.47047812105315073,0.6813686034774259,0.33038819915049733,0.7092135646639293,0.4554828940170249,0.169717676279807,0.46675186607235286,0.4397619860375864,0.8748477278345985,0.39721559079220836,0.7185586819451291,0.44457115065580793,0.49255979913174813,0.40417474863198133,0.15406698423582738,0.4401362472798355,0.8493102960118841,0.7697987006218282,0.6986197894713545,0.6099313055788222,0.5659583053504254,0.45127745964087007,0.6843656125289298,0.8377753892851307,0.26067249998890235,0.7826986861059823
Thal_MDm_R,0.24667657626449255,0.259851990770295,0.12096140987205012,0.40186256101320544,0.19014420011601907,0.4259601201240745,0.46251717723770724,0.0027263362820077737,0.4008220676756344,0.3293103317573089,0.1423966463661984,0.3877709431277682,0.42696662314611267,0.0511113260812809,0.4653515012654435,0.4463868785075108,0.21987307375604268,0.4439943919523327,0.2395138605302157,0.01711467436299174,0.33579895015074507,0.2899390346825445,0.08727101259752605,-0.012561621984467771,0.4026971813627925,0.050522371921597684,0.19136523954150092,-0.19688947777219806,0.3461570797600048,0.44658288787178924,0.3555455283759361,0.2379808409872033,1.0,0.2903669993595445,0.5239015160732076,0.14460571913530038,0.21380568371003558,0.16994142190058764,0.3724389067645921,0.551952626502212,0.2762335594053343,0.05642591826151543,0.4487904085186521,0.2242156476155276,0.31020376596725546,0.11643665328198094,0.3271252275326713,0.3957381730983665,0.18366315544604161,0.23218424694555173,0.08336102566653444,0.11954765326363308,0.26453867822899024,-0.02149142579522287,0.35117059181100957,0.4207055932919974,0.2705117322063016,0.0962270140095856,0.0636550042216929,0.2136480665625191,0.5775076834088991,0.1356072502321759,0.14012143316920042,0.3975670942435304,0.34040444959452926,0.4442896248397178,0.5619008622389482,0.0933143564799066,0.3003299419087858,0.40386990685276997,0.304693747818883,0.18497771173062702,0.21271289127166582,0.22348384180593758,0.4198732264343283,0.051743494111615704,0.18599974883000134,0.2340620651984495,0.4916198115472252,0.3343451131956784,0.3737350576206175,0.40884989644405717,0.2996777897716075,0.26096696273148595,0.4318078688596818,0.015106893352713596,0.3383173661407816,0.2385237612113637,0.2352940330268231,0.07606301112832978,0.28785286721041325,0.1478965124322371,0.5457877384787118,0.05574536589881161,0.14126468497266256,0.09328220914867219,-0.07443178073896929,0.2693676457239075,0.041874309871035506,0.39331869612245934,0.28688354463793764,0.47265785259632126,0.09247851321449738,0.27541407520347605,0.4983224073818785,0.35317169075605565,0.46683578442476376,0.26555063682403585,0.3822162291734278,0.2681445162721303,0.37941743913561327,0.34183889752605634,0.4651894312359545,0.13616214219281333,0.4317044050847998
Temporal_Sup_R,0.33413022475439846,0.39404960302702463,0.3043134756214559,0.7764366533571007,0.12869625067397583,0.6729179970226131,0.7055090651937124,0.37586641240543756,0.2497925498202377,0.7811261300718313,0.3313541986741186,0.21338071666436542,0.7144480384741215,0.18890194805586696,0.7569189338412936,0.6170725766180424,0.41800513856826993,0.8093062353366938,0.651006152057645,0.4633180192611502,0.7651072785324169,0.7523178166571773,0.42970990693914957,0.5741981446647674,0.4846139685702315,0.10821216142048262,0.3893691863575401,0.29381860051490516,0.6684354603937375,0.4728928745956194,0.7732184642599504,0.8217288545665942,0.2903669993595445,1.0,0.7833129943952346,0.5879553922185625,0.5492556309814696,0.435545752046342,0.6381251965731926,0.6526184053432988,0.0938758053273217,0.15089431217643487,0.39183972379220067,0.4839802806577283,0.6883392092703784,0.7646056178142088,0.7926938202644426,0.7094180367298768,0.7167302133478934,0.7910664760172879,0.29208286413813855,0.5920946793486273,0.3221309498934081,0.33421100109316193,0.7523366669065782,0.7349783951280134,0.4779449087543281,0.051991657162953835,0.47763208572745475,0.8105971053885307,0.21801254792832978,0.5401003891925396,0.4449711026382163,0.3296726080051882,0.729335646455373,0.6711066854196348,0.29664842810767106,0.42354279946048573,0.4290431112373229,0.48555112722194615,0.7717161517407733,0.6444492264800532,0.41726020444297607,0.7343323970412236,0.623319890180813,0.35716762388668505,0.5865573430888329,0.6424642950364621,0.4293903526478195,0.48304651206560884,0.46047375413974984,0.5870940502602815,0.464571441731004,0.31843371863614406,0.636941715918433,0.21869520251411215,0.31311218831519333,0.5057993888381016,-0.07254268195703095,0.5337807504372589,0.7156500063683895,0.3645295518658259,0.7863874660537808,0.42099836886417213,0.06687802306169775,0.32445702018657135,0.3258285355469251,0.8065956133129308,0.4214331410423253,0.7655566996299674,0.3279744913122571,0.5485783576439567,0.40631086929650895,0.18650316826917063,0.44133580351638324,0.744704590267586,0.6812003017391542,0.6576432917619848,0.658768210519109,0.5541788969246202,0.34530995396712105,0.6857674888704164,0.8067237457131818,0.5213806300117396,0.7052971440475644
Thal_PuM_L,0.4256732456622043,0.35871032594232716,0.2652555143756057,0.9074360514749794,0.08827604383655688,0.8051611383448642,0.8353153185001654,0.2299481767417809,0.4507773603891604,0.8789218858927151,0.36676269108686194,0.25923139997349637,0.7235794083998172,0.37932476644209345,0.8043165033254086,0.7089882960998061,0.2983340652481219,0.7847507965195503,0.6166719358899642,0.4279857545309805,0.7764065191113502,0.8241309018422283,0.47007626967702804,0.5071000385320992,0.7491092764117555,0.0799400487918168,0.5636752849658313,0.16196512880200672,0.6430206671229381,0.7024625207801797,0.8012299992124524,0.7301581628195053,0.5239015160732076,0.7833129943952346,1.0,0.4680729120810226,0.4566522468162698,0.5317995012472445,0.7452378546748686,0.8175757191446841,0.330449778519227,0.16326333899264667,0.5446406015119089,0.5815598287737532,0.711471615321479,0.6377601763018321,0.7524783594989439,0.7772345518106618,0.5262550507419994,0.670906641554928,0.42560195156402736,0.5251085169322358,0.4370106655650789,0.22011720762901887,0.773106305644533,0.8059777513060072,0.6141578450211848,0.1643307368986901,0.4178518728967732,0.6671626892532542,0.5158029020247256,0.5173732039630223,0.4885077615270984,0.3414194725557566,0.7586245142080461,0.7902670840631759,0.5017303567553381,0.37656621266832807,0.4069989828428029,0.6337377134092121,0.7533385991347121,0.5775752385075444,0.46597438887114606,0.6527456877431951,0.6712424590037159,0.2996376270216235,0.5830708725141713,0.6708648514586776,0.5010203166342972,0.3662971926655955,0.40982859288506085,0.7471652432494856,0.43205580115288755,0.4199948758050223,0.7959730306513494,0.17702615421754034,0.44963845014459736,0.5129416805333729,-0.032348940890854355,0.40922942344483165,0.7453030339649095,0.3192735301660615,0.9571592011108438,0.3748438937161297,0.14427912923812303,0.4595202298018031,0.28954806872145716,0.7816545198273354,0.3583001827362798,0.7615451035294722,0.558347648492583,0.601144129677071,0.3495102417405012,0.1512949053193707,0.6214324920168875,0.8169033298792218,0.8146945036099157,0.6875016456497154,0.7422043717029676,0.5515164204736435,0.46570831495278325,0.8202829815937712,0.8162969329668873,0.41504198454896096,0.7963825724321995
Cuneus_L,0.3742237166575836,0.65768682693547,0.42311538227646733,0.43150821367745285,0.4159946160272576,0.49266443120640263,0.19700622900702724,0.356489339575409,-0.12254121478587801,0.4862289763090786,-0.0364436565435,0.3693936454809263,0.6488167896781961,0.02120851779126908,0.529070163108356,0.5810422641589345,0.6601780008791924,0.6056564217607228,0.8390753651453525,0.0665873088069285,0.5989355785396612,0.47073515486264106,0.15324883948748166,0.21287902919743085,0.16854175097158688,0.5920282562258495,0.30024234256852783,0.08668876337570962,0.6136934646905765,0.07384005749508442,0.6638065119474601,0.4461238698599837,0.14460571913530038,0.5879553922185625,0.4680729120810226,1.0,0.5793719723348519,0.07619128550050061,0.256608600919133,0.20380999276568645,0.15035424198301647,-0.1461393638904699,0.08272632886911387,0.187768318409404,0.7314766858996357,0.5434883970599951,0.6228412654735463,0.5372140462353177,0.812378993174684,0.5291706216009727,-0.005921693693026687,0.6432177437524712,-0.08325989457623362,0.7818485534851832,0.5445210934415111,0.35316285602284525,0.012141640911490245,-0.08507522726531518,0.8794134521297059,0.5005236055296705,0.11841021378116943,0.7824893691017357,0.5308313183665544,0.19952109612620683,0.4775670726682433,0.37394165168900284,-0.10808417310559129,0.8221053791457648,0.6341854541849505,0.39666568719090267,0.375053388326914,0.7912404670684217,0.17821393065330657,0.27400560534668233,0.4260899005478103,0.829094612326699,0.7929904880093147,0.6277310465681448,0.006285630961128601,0.48799764145596064,0.5132175283090171,0.2407732310632012,0.2617164377261937,0.14743141628092316,0.34022956313814384,0.39064032922709224,0.25888178908848203,0.5183067820544093,-0.2902184069644655,0.7165212778330259,0.6413809941051448,0.21721218389113642,0.531534058962438,0.6401726002737392,-0.1326698421853629,0.07939341474044968,0.110253061303293,0.5739757891783617,0.8638093761105258,0.6015397649171804,0.1577324737936033,0.3624749113533636,0.8303723022678496,-0.07768178692210655,0.17982740851329265,0.5107696540497886,0.31122203211759,0.32151487563394227,0.3723116412965805,0.24407590040362795,-0.046085734891045844,0.4907620022234202,0.5018645631145031,0.4400777969563531,0.3385111962198228
Paracentral_Lobule_R,0.4382776514018284,0.5362894413513017,0.09082473812292532,0.4607841466781345,0.028740865074520106,0.5851385191506921,0.3670475998430253,0.1528806999677915,0.09437787279112893,0.5268043924070456,0.2504831987097578,0.1443685290316248,0.5805824642441582,0.18469103734156314,0.6305087487110715,0.49534545249463074,0.38978047763297646,0.7050515997046528,0.4888968335451797,0.3343089371783266,0.6620596531287075,0.4630827090165798,0.3148824263966614,0.43618625755395934,0.4012455250080146,0.14499470584410298,0.458313157394707,0.19261692777369885,0.7615542384796997,0.3491447207585906,0.5466346139160494,0.5537413217583855,0.21380568371003558,0.5492556309814696,0.4566522468162698,0.5793719723348519,1.0,0.39247647445854167,0.49249558376284536,0.4427229050985442,0.37128041537174034,0.0481028551004599,0.3255307545058613,0.46672063617745874,0.7322797286404724,0.5587700105573963,0.7313640548606899,0.5669204740767059,0.4846034315708029,0.5623503727072044,0.2787719429464793,0.6798762038632149,0.2724386996840474,0.3585278581955499,0.5505439014045327,0.43287486735936287,0.3188557789008736,0.14067800266034872,0.5293103881904564,0.500221553350584,0.2155206505028442,0.5005131224766834,0.3902350268024567,0.06875473911329807,0.4577150829841229,0.46107101794205313,0.2779482211780871,0.4555717352663433,0.42149990982694824,0.37318027016898603,0.43152630016634574,0.8212745331621126,0.30982513639482084,0.3460158099133355,0.5909329821629637,0.3934270078354359,0.7537593978650294,0.5773098085347661,0.3056093492879297,0.21876302723148197,0.2317488842786788,0.40974977034874155,0.3776276160582493,0.044332321479064955,0.3708640013739655,0.23436134558378724,0.1829682747890897,0.30128450347119584,-0.11864345771375812,0.5918521935710175,0.6913801197920778,0.3657301898814159,0.4613777531931681,0.6476547967534095,0.020260109629159435,0.27204540056404297,0.2760414719504842,0.5971369658553357,0.45597291735642165,0.6532978533325549,0.16640636431253839,0.3772393414909342,0.46673102472853745,0.0834243343093411,0.32128917545417474,0.5537820209697385,0.44968145778160756,0.3399177310019015,0.495343508717648,0.3710046570970017,0.37128002070218363,0.36637315015129324,0.6002027090549127,0.14671580906902335,0.43011949717431813
OFClat_R,0.2040237349055022,-0.04743882246385971,0.06410673174530553,0.45093686713492315,-0.3303941752873391,0.5213237710611471,0.6000606313201501,-0.31954944817296527,0.3203910928706319,0.5050266106635878,0.2915861657555786,0.0709695262707425,0.3079502013043567,0.42545460280713,0.37385880189943,0.31047343899282126,0.03238180843929666,0.3259614571231856,0.16605794180466105,0.4832235628937938,0.3467671620592605,0.5184194787937924,0.5306842280323143,0.472225016289116,0.64258413994635,-0.3311720383299492,0.32961995741550204,0.40033558627710997,0.3151128135846094,0.567643482151072,0.34049780818856484,0.4389097058791235,0.16994142190058764,0.435545752046342,0.5317995012472445,0.07619128550050061,0.39247647445854167,1.0,0.6360979049658524,0.6891412159067188,0.31384567725328677,0.00919842964241354,0.5795718190356288,0.8980242218687918,0.34406301536997375,0.399155932032936,0.3718206907593394,0.3406952408754255,0.1134241950780874,0.38411741537206756,0.8293796729065505,0.170544060065636,0.6970164213711074,-0.2439477246657271,0.35338373437397747,0.5681888309323831,0.616612998326261,0.007238177434999286,-0.043917686026500764,0.22092374214857988,0.20690106108546139,0.06369769123439666,0.34641778842844884,-0.059620548828602044,0.4219822180651474,0.5080279795806454,0.5102957400800894,-0.13449339277496977,-0.06448409710528859,0.5263696085251877,0.44095387183987805,0.2623717501868801,0.41690604657092395,0.4746143089956171,0.4256403617046941,-0.18255897335052104,0.22795393453043866,0.15072273237661832,0.7143866132405612,0.1122745478706219,-0.009194852291797586,0.46819928004081157,0.213771037419703,0.1756505243532078,0.4336940389849287,0.07289450448137516,-0.015882724653465217,0.20403865623984835,-0.0316196618452479,0.02840799694729156,0.32517902813597777,0.31032348002666693,0.4497397328025887,0.15842333349927953,-0.05512356756006101,0.7046982844658248,0.4189826874364943,0.3826254204461463,8.652579572987159e-05,0.32195816542014927,0.010049624065822837,0.22244930411834876,-0.0817170809259263,0.05041597467448176,0.2975005298583711,0.4434180110759807,0.578858557859515,0.48393968999061243,0.41081545144279147,0.39038679943026394,0.7701985887428294,0.22135252920928478,0.4660384600605025,0.32830380024651046,0.5227064755593737
Vermis_10,0.3535259243783997,0.1546857533656571,0.05882558258422273,0.6837628354894546,-0.24238725995138033,0.685410716369623,0.7572669989792865,-0.005919927897187645,0.3659438310192699,0.6836998306106478,0.3250212988222994,0.02609655789204998,0.5646750058023399,0.340470058092832,0.6401626149743742,0.47253607684491866,0.07342939520908016,0.6188051063138093,0.3485387599615218,0.4231899122544103,0.6295742697100951,0.6285261438161756,0.3634000513817983,0.5083647770642746,0.6122593307190014,-0.252343414347739,0.485496914003888,0.13234406321767966,0.5347818980688436,0.6329111703012881,0.643420695142594,0.6178936107927046,0.3724389067645921,0.6381251965731926,0.7452378546748686,0.256608600919133,0.49249558376284536,0.6360979049658524,1.0,0.74018160617308,0.39419801029687035,0.07779615277320469,0.5301711238770522,0.6322024428428528,0.5342233286522421,0.5476279731068164,0.6327921532600114,0.5711160106461011,0.26547305897379886,0.5584400862196199,0.4608811330772162,0.39241167598540133,0.4976241105574361,-0.06924057506182263,0.597378097445699,0.6367332069273935,0.5943979570188425,0.07128948652146803,0.15467543787338903,0.5026805125961173,0.3749608332391167,0.2866137294326901,0.37551197754555343,0.14641679135936217,0.6480777941827701,0.7447138487864363,0.5125183412715918,0.09834094032336822,0.18534380355706273,0.3986484523672756,0.6910802408860467,0.47954649138643535,0.4977876413509357,0.6107271403831986,0.6077251577983505,0.0004861295161703689,0.47606836657151386,0.5140664719774076,0.63488894221035,0.14785399221446135,0.06514380713547287,0.5899944801087748,0.48656373675994485,0.17209809206452384,0.5510283308580325,0.15373447963690945,0.16912584944948159,0.3248204871322694,0.029773821103596294,0.2543234886745908,0.5689033770441222,0.298914203137083,0.6704261062529868,0.29075986014933525,0.09291225551743036,0.45065678751410193,0.2582528322039373,0.6521272928045699,0.114667858355025,0.6387585702517986,0.2584875371063725,0.370313491865416,0.0957781927138021,0.22934598628189978,0.5343235366240994,0.6341295615623006,0.6777953247374567,0.5782015229815513,0.6551900804047525,0.5254217105996909,0.624386162166593,0.5117602561803548,0.7010897301450091,0.21760507100489743,0.6773217746432675
Thal_VL_R,0.3158489657792036,0.1616043268704033,0.07842423834382943,0.7505169576379981,-0.1606989633389327,0.7761088640667138,0.8701703313050908,0.0488627135580101,0.5539937104592326,0.7536070463216639,0.511865203017717,0.10893357970861033,0.6127483287675257,0.27966126620010656,0.7077469036970265,0.5507684374162354,0.14742994934586748,0.6518474923372721,0.35766636263666407,0.509363828723904,0.6007492120128559,0.7167658781409858,0.5690192659748874,0.4353345370841804,0.8274322557030794,-0.25128578506746957,0.4541810613923327,0.3036615879246949,0.4977549667905444,0.8447107658819394,0.5984038412105687,0.7049011426593381,0.551952626502212,0.6526184053432988,0.8175757191446841,0.20380999276568645,0.4427229050985442,0.6891412159067188,0.74018160617308,1.0,0.3488831825594821,0.32253045893165944,0.786390994051207,0.7316555860860489,0.5252472952440408,0.45834904123905684,0.5980498957995384,0.6611794280937565,0.2987956745268655,0.6014807288032878,0.6089744635605924,0.316024987186938,0.7361098544903718,-0.13982024576655033,0.6795887464500172,0.7729341152974786,0.8234172987099072,0.26243418106088084,0.10765174134538143,0.509799255076282,0.5013565442474747,0.29420651785989566,0.21415655098719874,0.30094192314474527,0.704900367680544,0.7498636500290842,0.7804799060528202,0.026320670408457633,0.2469654920769374,0.6660583644611181,0.6572985281299543,0.43188523324005507,0.6495500700635249,0.6853572829502191,0.5966563843766777,-0.029347986842549467,0.3895949874121343,0.4152330050916218,0.7678221387439172,0.2935080409903135,0.2567170610820785,0.7998988176102112,0.37208944074449246,0.4171027477007998,0.7492800298762646,-0.042525282514411254,0.27892588477367913,0.2853789082980141,0.27864311676107206,0.15347866914234554,0.5551253784090444,0.4235412599003076,0.7516835220433075,0.21102742096000102,0.2564094511481908,0.6028899541658977,0.33843463440425486,0.6309153389411218,0.08960694542466345,0.6358807475412025,0.4789387285274075,0.541232290351061,0.09514597483032108,0.29061282287630924,0.5808984226289358,0.7542586043525775,0.8623021277132185,0.6731246755418585,0.6209474396910246,0.6544092691007639,0.7946204113383816,0.58225762245479,0.771742549850102,0.3006272496241843,0.8470097128279384
Thal_MGN_R,0.24025467130734773,0.30419399665952007,-0.06831444612225533,0.31931392839634903,-0.055601973864950915,0.44595775868967075,0.18148117498640254,-0.1165683572480519,0.4032486351877154,0.2983705445070009,0.34614081290746057,0.1021727638002847,0.37865551508183226,0.3472844295779039,0.3620465708585994,0.13843651401903312,0.14465292558723555,0.28713539541638916,0.22769448684842647,0.20684244759038628,0.27568667068412417,0.18154204720354417,0.021442086776375952,0.2949465340524919,0.5066927970370372,-0.07199230554520017,0.5632206349706469,-0.11534960591374926,0.259751074717678,0.5156765322467454,0.3889411159488151,0.23053616472849348,0.2762335594053343,0.0938758053273217,0.330449778519227,0.15035424198301647,0.37128041537174034,0.31384567725328677,0.39419801029687035,0.3488831825594821,1.0,0.07123511174508869,0.39279938674404785,0.3411371264978697,0.2983775848623502,0.10986947461699038,0.3151813267858419,0.3342646403826658,0.05133126495280915,0.135463703995356,0.3417341880218905,0.20630718609419726,0.3109135519112726,0.020829989978037464,0.4146756137307416,0.1593671567880531,0.3804864634424822,0.3702844095543127,0.10114905767236984,0.066889671654778,0.5836026737849627,0.3925754612845948,0.19329282293086458,0.09894891074528227,0.30241743998023596,0.4097945986107601,0.33597931299300265,0.10830661609446741,0.256684489925824,0.3488363097055605,0.10154321209743766,0.38285698524196554,0.3909502918771572,-0.005638211596991835,0.290496115876255,0.0770543129194687,0.36202291238490886,0.2822733435224032,0.17236785656390918,-0.04484141985697216,0.041487428230967634,0.44114926474207355,0.1355990501243504,0.04509625941935977,0.2501038752870175,-0.08503381564543755,0.2930213892510517,0.10021659614123621,0.08809150132765556,0.13129617782409334,0.33650463507923706,-0.026802938337607878,0.29272024500924965,0.18298984777119187,0.2722406685339886,0.29474165621931836,0.1456054189904537,0.283211741875273,0.22910873151807445,0.3256665520167482,0.3182492074608042,0.215518935354331,0.28978927963278084,0.008894563587303025,0.18510420171250194,0.4004085955983107,0.3286935148776397,0.23885575227340194,0.3860541706662099,0.04174586451178287,0.32014535127912325,0.27992519526475257,0.29194760286410987,-0.0303359930908994,0.384858058354893
SN_pr_R,-0.0006299595299055208,-0.06401457399536065,-0.36378461845381704,0.34996827169842193,-0.06406113058025144,0.258795476394003,0.352196601459917,0.49696756042011236,0.4801927980008032,0.2527933032035284,0.7103093920403961,-0.2749545118637503,0.16280908885184311,0.12974276270719529,0.20332580531635847,-0.03770491069776856,-0.17944329969577516,0.13393037260096113,-0.054890384891839596,0.5754392499221622,0.09678964957716822,0.36663428151025873,0.4043133174067348,0.357091648518326,0.2310078646992899,-0.3441571590874432,0.25742939225887357,0.41893771586914624,0.06583856585611718,0.4116076090754569,0.12879804477212972,0.31709385779509797,0.05642591826151543,0.15089431217643487,0.16326333899264667,-0.1461393638904699,0.0481028551004599,0.00919842964241354,0.07779615277320469,0.32253045893165944,0.07123511174508869,1.0,0.43481364479909607,0.11401762849836289,0.06912709280377177,0.14704457207726826,0.025277302307144457,0.24296786546669885,0.011439648145642321,0.2078819984841363,0.12195877899976984,0.08472887263892671,0.333192618934442,-0.11089239864907036,0.3031091352149865,0.2837169625987322,0.5153877931027557,0.7228872378956285,-0.06876663491011721,0.2665592709941712,0.07906801921698123,0.11131399750185808,-0.43179414189339294,0.41049733995683846,0.44888126528254163,0.21205188235011313,0.3437177766369273,-0.14449769106035723,0.13009302387779162,0.1708324990150895,0.24174105251216202,0.10403523410700932,0.349077354919351,0.4031131797483959,0.09844210953770642,-0.15212088684487818,0.008790894669289158,0.0424647246022887,0.006569170521417611,0.04845053162008223,0.12350372305607585,0.46414326393928806,0.11595622743848646,0.425199009785989,0.5374845518527589,-0.6702942253352739,0.28214450028054117,-0.1680844353857825,0.5351323852603416,-0.022383136147804416,0.13245636696795737,0.35345395188556183,0.08502592536432303,-0.02172252590472338,0.7062387208595613,0.20386011462427958,0.4215564075427628,0.13301862842171153,-0.12078060973870125,0.15943738538966315,0.6538975090643256,0.3062660922681191,-0.027703784266986265,0.2389005976785966,0.16419058439175518,0.33059592290454903,0.3460393627089105,0.3684528754160273,0.28994291655576065,0.31387599932718824,0.2090819013394665,0.41652594139378374,0.24168493304682193,-0.1706408923476283,0.40722583461325335
