,Thal_LGN_R,Frontal_Sup_Medial_L,Amygdala_L,OFCant_L,Vermis_4_5,OFCmed_R,Cerebellum_Crus2_L,OFCpost_L,Frontal_Mid_2_R,Cingulate_Mid_L,Temporal_Sup_R,Thal_MDm_L,Temporal_Mid_L,Thal_PuI_L,Rolandic_Oper_R,Thal_VL_R,Putamen_L,Temporal_Pole_Sup_R,Occipital_Sup_R,SN_pr_R,Heschl_R,Occipital_Mid_L,Thal_LP_L,Olfactory_L,Raphe_D,Cerebellum_Crus1_R,OFCmed_L,Thal_IL_L,Cerebellum_10_L,Thal_PuL_R,Thal_AV_L,Angular_R,Cerebellum_Crus1_L,Postcentral_R,Parietal_Sup_R,LC_L,Rolandic_Oper_L,Frontal_Sup_Medial_R,ACC_pre_R,Cerebellum_Crus2_R,Cerebellum_6_R,VTA_R,Frontal_Mid_2_L,Frontal_Inf_Tri_L,Supp_Motor_Area_L,Thal_PuI_R,ACC_sub_L,Frontal_Inf_Orb_2_L,Temporal_Mid_R,Vermis_9,Cingulate_Post_R,ACC_sup_R,Cerebellum_9_R,Postcentral_L,Olfactory_R,Frontal_Inf_Oper_R,Cerebellum_9_L,Frontal_Med_Orb_L,Calcarine_L,Thal_MGN_R,Thal_LGN_L,Thal_VL_L,ACC_sub_R,Thal_AV_R,Frontal_Med_Orb_R,Angular_L,Paracentral_Lobule_R,Thal_VPL_L,Cerebellum_7b_L,Cerebellum_10_R,Rectus_R,Cingulate_Mid_R,SupraMarginal_L,Cerebellum_4_5_R,Thal_IL_R,Cerebellum_4_5_L,Vermis_8,Cerebellum_6_L,OFClat_R,ACC_sup_L,Vermis_3,Precuneus_L,Thal_VA_L,Occipital_Sup_L,Supp_Motor_Area_R,ParaHippocampal_R,Calcarine_R,Thal_LP_R,Cerebellum_7b_R,Vermis_10,Frontal_Inf_Tri_R,Red_N_R,Occipital_Inf_R,Precentral_L,Thal_Re_R,Insula_L,N_Acc_L,Thal_PuM_L,Thal_VPL_R,Thal_MDm_R
Thal_LGN_R,1.0,0.35592740989378774,0.40051558108099533,0.3537601082570605,0.4080879776451814,-0.13050568726957384,0.4443858318946132,0.060714882341768354,0.4346460705706093,0.302051692746011,0.31311218831519333,0.4131850672097923,0.3390344600620968,0.5046687722950203,0.33646776133087425,0.27892588477367913,0.00533906338963328,0.3996107090069912,0.27600286405495916,0.28214450028054117,0.2227634312835466,0.16105151987310093,0.4081056108492077,0.012503300796324958,0.2661500031192045,0.269146768995553,-0.05665436253072973,0.3466335705379209,0.3863211544215581,0.40502750901751966,0.2375400413989572,0.1756532100662194,0.3442968146291154,0.2904941881790923,0.058700847326201275,-0.15496092394966435,0.4580888934186377,0.3510842295188529,0.26998005607137826,0.012143179604367369,0.4604327122167248,0.2726303644638827,0.33663130523955886,0.4179967512369275,0.4339916793614559,0.4325036669144122,0.20396968499396004,0.13213360443698438,0.40923686997505665,0.3875937772063061,0.2772303186667911,0.317090662827662,0.465801752863156,0.2796304123433602,0.2770991590413141,0.41095539839881584,0.4266663273605375,0.10185553885209105,0.1602875070012221,0.2930213892510517,0.3196734952231703,0.3002588038686011,0.15195932644221308,0.3368505764288683,0.2313858642025682,0.20170447207775213,0.1829682747890897,0.3948516772000522,0.3868089523076057,0.294284547654221,0.10891176304962293,0.3556821866361264,0.29415621744327336,0.4308263367453262,0.2238264951366441,0.44001392409668316,0.20274811454784192,0.43272465316160624,-0.015882724653465217,0.3177485531682932,0.3763046394111071,0.20000457982865494,0.19199288880739437,0.1813536303105813,0.3679946596721412,0.48501494948454127,0.22985035101979184,0.3589716711404328,0.09842716396125822,0.16912584944948159,0.37140755152085886,0.0656159514385145,0.2764499109699673,0.274126802498682,0.02804858838093074,0.24038618175121598,-0.011795208392093873,0.44963845014459736,0.5089806024875302,0.3383173661407816
Frontal_Sup_Medial_L,0.35592740989378774,1.0,0.463111276045523,0.2430159877334349,0.7605110061754616,0.36690859521924246,0.273479741960119,0.43117852965944475,0.7755219729197731,0.7426178377899207,0.7094180367298768,0.5823249378983139,0.6868717493535276,0.5410962246659838,0.7607099490106396,0.6611794280937565,0.3710430757930348,0.4899403693187868,0.4683100757121167,0.24296786546669885,0.7097212207767163,0.49667092505111604,0.7135382368656205,0.41172738422811234,0.464105695678026,0.37140572098971875,0.2527464013644731,0.4406992817081883,0.6389065013802685,0.5407874527644279,0.27052960817570076,0.4890845453991028,0.4809938077075592,0.744038668693308,0.4826023406844923,0.19168212087881192,0.75211978208556,0.879495415754862,0.8360035660373583,0.45324957722315445,0.5560357916321306,0.2274421132952349,0.850276909960249,0.8467798055468808,0.776654563193032,0.40251127390310354,0.4076720559116962,0.6381626163897036,0.5076057947163112,0.5613989658489721,0.6922202771179793,0.8384127846303797,0.6923162617481627,0.7941442401324161,0.45039092791576907,0.7218125633406077,0.6075497863537306,0.3851636767569744,0.5085426756150289,0.3342646403826658,0.5998110349808566,0.6281873874724199,0.4548458292482798,0.2519149276624548,0.3787835470742475,0.6829323438277901,0.5669204740767059,0.7632093222847939,0.530529310915237,0.6305159025956841,0.37746732778308173,0.7717657354584658,0.814811577306197,0.7403762891727149,0.32181264680853455,0.7011291668625423,0.4302503531912692,0.6438249830971249,0.3406952408754255,0.8184790632085611,0.579362699231473,0.7295445435118105,0.44787158679925626,0.5333420633223043,0.7800331910479898,0.7031984520773101,0.5504625782124917,0.5079781365655454,0.3330779553283094,0.5711160106461011,0.6950806394095451,0.6035867823310204,0.130912910070242,0.7837699104513614,0.09083361156565294,0.6750401226930831,0.2586533758807337,0.7772345518106618,0.7516788989023698,0.3957381730983665
Amygdala_L,0.40051558108099533,0.463111276045523,1.0,0.45774722144693447,0.3349393670402405,0.22239576018818724,0.4468958264320491,0.2881113180446139,0.42304869362498493,0.09874792556781131,0.31843371863614406,0.43308855585832007,0.4433262803540434,0.5263548954666586,0.3234189277078331,0.4171027477007998,0.08572076828723557,0.604067606989267,0.10623614421418619,0.425199009785989,0.22301286249056992,0.17993224392763515,0.45037462237256953,0.23240080267135954,0.2616263129238348,0.31772948203782186,0.27919470615956654,0.4391417339930113,0.41539207429664227,0.3940891656374683,0.44376587755761504,-0.0077598479157284395,0.3226881561335046,0.1431906615750425,-0.09825993537757892,-0.2556452373019921,0.45979924474709233,0.3945922970736798,0.4971370128081753,0.31439896576813325,0.4471512694135867,0.28528228394444316,0.4713845551061293,0.451210542995804,0.35073240123731697,0.3298852631372086,0.4517303136938458,0.4754318148700123,0.35897996186810305,0.31426607126620903,0.19571189457848248,0.4107575286523558,0.4440837689097591,0.14561583998063116,0.43083115378609643,0.21989996710586635,0.222547485399324,0.43522171495595624,0.18832468317791726,0.04509625941935977,0.17436979115320372,0.4487713938158096,0.447310725988314,0.35715467072284246,0.5078162489425505,0.1505935178169418,0.044332321479064955,0.38896392743352054,0.26202234779022043,0.13583741464262464,0.3272938974473872,0.17384232633219981,0.31222417014522175,0.37627033725989095,0.01760321339777355,0.40493099737494653,0.3120121780614158,0.446333370027827,0.1756505243532078,0.32861836795090904,0.44244651096899784,0.12737889813935305,0.2564803219975128,0.10613977059748637,0.22562874445988296,0.5977326930755881,0.2221806601011879,0.378268321848428,0.24965505672752672,0.17209809206452384,0.3118113808702551,0.2752801524566844,0.30416468356464593,0.19230316183105653,0.22585259171642072,0.2901818625363362,-0.05949230689998974,0.4199948758050223,0.4272853992312571,0.26096696273148595
OFCant_L,0.3537601082570605,0.2430159877334349,0.45774722144693447,1.0,0.2022385723959088,-0.01611266172897004,0.09444168024267327,0.07529972439790593,0.29824266819337203,0.019633198995857443,0.06687802306169775,0.28704828336874716,-0.09637094451623804,0.6421780892221114,0.161742501989522,0.2564094511481908,-0.007537125772227669,0.20719483595186322,-0.07349351889749957,0.7062387208595613,0.07985807351562779,-0.08157187849148945,0.2598267799680368,0.2499600364896728,0.34012792725511687,-0.050482590797627125,0.0974674768563817,0.610667127245175,0.3436880584965167,0.16459895275113118,0.4215738715960745,-0.012291820654590944,0.07314389591100239,0.02239280299992271,-0.06849311381978476,-0.6502344431146355,0.13581466128165992,0.1954166174060089,0.2162420197569285,-0.12072841463195427,0.2710190026006551,0.2700356568442413,0.3008360154003738,0.28619698927934045,0.23515514779249377,-0.06292676259840825,0.44705807043375434,0.4286554244537221,0.04505696969617629,0.10930697374012925,0.04374477783472856,0.20403048274157598,0.12386520934880453,0.07941915210775699,0.4461562156380639,0.005633408729531511,0.21734773194635773,0.3903695225054243,-0.0837888938164385,0.2722406685339886,-0.29405753354561204,0.41950542117824596,0.3038960831202926,0.7680242169562875,0.46323578474967136,-0.03285558719173453,0.020260109629159435,0.16696839870240207,0.4677873154878464,-0.08638664501727658,0.0995190062277294,0.0830440428928061,0.09733259995129645,0.09784609441304333,-0.355405215330894,0.15333429913143237,-0.10446116462929371,0.20078040272361353,-0.05512356756006101,0.13761610123457055,0.21814375436791197,0.04065950009424346,0.2470063783817002,-0.07512138229492114,0.07629798219416248,0.4347155806063868,0.006338646479631984,0.28434183024027887,-0.05522050066027858,0.09291225551743036,0.169717676279807,0.10109067275682203,-0.07564847612492162,0.08748305920300647,0.430244567735087,0.053757345622212405,-0.24440521266343715,0.14427912923812303,0.07546807147824035,0.14126468497266256
Vermis_4_5,0.4080879776451814,0.7605110061754616,0.3349393670402405,0.2022385723959088,1.0,0.20082683118910988,0.36925286910722965,0.4261146112439969,0.7953031528516664,0.6792065916514892,0.7362008125249321,0.5481346848692483,0.6461709458072252,0.5106829383029208,0.6745843275006069,0.5997826422744309,0.45574095209807525,0.5218347704232044,0.5814278408784469,0.2073706338082273,0.6400052646573817,0.4859902792840786,0.6720351753620215,0.27102339497889844,0.3466118529605663,0.5913035351808111,0.1879609416197357,0.36998907539779424,0.7101357490799336,0.5610753124432404,0.2873191031569891,0.5207852492581447,0.6959504400590678,0.7035864276750353,0.44551016775458196,0.11872285096526744,0.6884227460809427,0.7441492734676475,0.6414422286890016,0.36926765888973956,0.78079628228193,0.28921036276442486,0.7630129993788364,0.8119100189479448,0.7859854707861297,0.46565771375843446,0.3058661558221673,0.5051444992542278,0.6894796069189016,0.7370201315924674,0.6293080860609339,0.674184056590175,0.7970866089104337,0.7238529909675004,0.38491188448161695,0.7796914442725636,0.766841374143378,0.13826915883519603,0.6448282970397078,0.49945123836031635,0.5623804011390271,0.5956276550270493,0.3031081297044021,0.31589424505367125,0.18006288404264006,0.5807640910695433,0.6692798635555923,0.760975013118886,0.6282098756867107,0.6414921653463872,0.3475853080271896,0.7667558479775736,0.7278656894225943,0.9076897475052811,0.3911157451948026,0.8795879692773313,0.5521341074244444,0.8954641836302917,0.3001939781824476,0.7047609136302663,0.5766468366818339,0.7159576270702245,0.521863135581584,0.5325943669754064,0.7745273049918319,0.7562148728620125,0.6939974994540726,0.5459032674263647,0.28410385826834544,0.6160178564242361,0.7282813348614892,0.4382601728886149,0.2836555350992692,0.7253325851430333,0.08474781312663764,0.649952119293824,0.1896059986801785,0.7266871680311547,0.7047937250834146,0.3473165358614213
OFCmed_R,-0.13050568726957384,0.36690859521924246,0.22239576018818724,-0.01611266172897004,0.20082683118910988,1.0,-0.2798933164529527,0.7146652400879915,0.32874443231673,0.1495838011020291,0.3427302895015757,0.31827657730431186,0.28971947529449465,0.02108177454797524,0.1992516327498228,0.6177073286369874,0.43058376419878436,0.001251364046711261,-0.09280711438693252,0.16866423430891975,0.3495331763033256,-0.16624738671151482,0.2721703847191736,0.4002376953581363,-0.17019637687451353,-0.04964857914102326,0.4910380897625898,0.28411750499020016,0.2332204385787586,0.40764747989530836,0.5204710673963874,-0.025225250625924595,-0.02804510572427407,0.3452485342483395,0.11725928281576292,0.08108185257076968,0.2474697213259899,0.4831479444362946,0.5983229483465874,0.25060763649345724,-0.04494841912086645,0.09151986344841806,0.4897670024901566,0.39786842408389533,0.3305758393867027,-0.007530039649163578,0.5062643715137091,0.4653748304119821,0.012481288311582845,0.4394257094391297,0.37567034621684137,0.4561670835644759,0.28457065457715963,0.28888134507039703,0.3875237713311023,0.2577161996722786,0.3193846908350452,0.2663846598445226,-0.04806998192117533,0.12734111101978354,-0.01788489904927933,0.5084866950039172,0.5898568831872232,-0.044582773975401835,0.3020102351554071,0.11351840047113844,0.3248719718506236,0.36894404585649165,-0.009527573988355544,0.1992880458829984,0.45384119484613206,0.35737182804210177,0.3930314121726601,0.20278467602284783,-0.022593640544547232,0.2856233240800967,-0.015363652765017435,0.244542510038536,0.6666002175984249,0.3755706622021455,0.5093910672910145,0.18433561095907736,0.4158552378929161,-0.1451437949773071,0.3548853025872188,0.3862526340707585,-0.0955815887933223,0.29198717292062326,0.07077234234334462,0.4899448803518431,0.3530624965832014,0.5666934303615951,-0.28355407884961753,0.30998479609064367,0.10309853475280802,0.24241363547624128,0.0328470299986466,0.37661816389928704,0.3005904238923217,0.38192023143238324
Cerebellum_Crus2_L,0.4443858318946132,0.273479741960119,0.4468958264320491,0.09444168024267327,0.36925286910722965,-0.2798933164529527,1.0,-0.05868428197228256,0.25358564167502856,0.23133109746936045,0.15410293525989038,0.19281642943742158,0.40815327465081613,0.3593356890075159,0.20511094274239197,-0.02863118405635688,-0.10260957983508814,0.7550757559242379,0.4450535780586871,-0.021611647018241094,0.02160729001249232,0.5546546861038492,0.21544365866768067,-0.0009622378996270587,0.28724324064151213,0.7141806750233117,-0.08792544079074581,0.05493494501385,0.262385492520382,0.0936831791331616,-0.040722624335090274,0.28795110095529436,0.7240840248512074,0.12980652900538733,0.06444942029057882,0.06114271746376906,0.3241411520194643,0.11395370266789141,0.08242346428951974,0.35199533619630313,0.7246843409599315,0.1437450394513159,0.18596607705489027,0.25662349137154405,0.24522012415589722,0.3933683208771779,-0.08142635025227911,0.04163005518917337,0.5322971748994999,0.13087854139632124,0.08607047788220956,0.12170522425202547,0.47076158259249856,0.2213646740222599,-0.007536151156601975,0.171422845308455,0.0790081918306455,-0.07767300852784279,0.549856491489006,0.12308175786616099,0.3716022936612432,0.06647581452383429,-0.09714464359391847,0.20355863687188389,-0.0031541111416000063,0.3408702725476982,0.16186139640839237,0.1770602783628074,0.2876733350128074,0.34540545309541076,-0.022927303338506174,0.12947731537706023,0.23956602594697388,0.406667541598263,0.2579479694872758,0.23650075105161847,0.7436403775513261,0.4884077338711969,-0.20383839381726035,0.1675668634184779,0.009988097863574219,0.23343211969910346,0.03528816868885789,0.5131480301251012,0.2229444867526354,0.23706553725861115,0.5876683622378842,0.019290946910579625,0.5465627623379751,-0.18052322629512754,0.08709437042876615,-0.11230529292127617,0.7257846128724867,0.2196140838297006,-0.08202570092502169,0.23682336086042663,0.08587616398595826,0.2339097187637866,0.3210138681029764,0.19927429710641378
OFCpost_L,0.060714882341768354,0.43117852965944475,0.2881113180446139,0.07529972439790593,0.4261146112439969,0.7146652400879915,-0.05868428197228256,1.0,0.4773217572960908,0.2417202760484885,0.4839802806577283,0.6426439083238655,0.3997348472606032,0.1886922479459756,0.3021665636267782,0.7316555860860489,0.7361784884648949,0.1605286963101024,0.09472458121035313,0.11401762849836289,0.3989747616319838,-0.06805262818472875,0.5429433279408834,0.5162069812822039,-0.21875985793978353,0.18170910793181447,0.4820291281287196,0.42554926118973113,0.45918705539270843,0.5880660693818739,0.6117691890071015,0.10732684786411226,0.14141801967798662,0.4581456300982612,0.20065867573108892,0.013985362145476682,0.3878264609830909,0.5489630361114181,0.6441841621797553,0.40208918520391373,0.16765647641671932,0.42001631705165543,0.6398447104883411,0.5874818647367929,0.4965068099522394,0.23639766087238273,0.6638641028574699,0.6138936102663953,0.26149111984169304,0.6048467316883108,0.4379472048969416,0.6007285795012447,0.5918398815142267,0.4331890806144788,0.595662263867716,0.43790066558779334,0.5728442003743186,0.04938246667828851,0.1435161639883418,0.3411371264978697,0.16057120837643316,0.6753457713699798,0.7243817415247388,0.11584596654690062,0.17178553684543907,0.20228375567811457,0.46672063617745874,0.6161479090744769,0.39374543812121704,0.37217734322441426,0.71872863340118,0.4031894220344627,0.4797814124699606,0.43614646661828416,0.24880459396984875,0.5596537321041288,0.1682478269777609,0.49885577428548483,0.8980242218687918,0.5789778416061543,0.652196275287618,0.3122794747631681,0.5028439298513865,-0.02124694749444682,0.4390178621753641,0.5693842917064242,0.08120033810395526,0.49295714203437685,0.16337423217181019,0.6322024428428528,0.5057543632277466,0.4961135186208872,-0.2228259895477875,0.46901564876525137,0.0419352112429145,0.46687110034905666,0.264238533404898,0.5815598287737532,0.4801610672505787,0.2242156476155276
Frontal_Mid_2_R,0.4346460705706093,0.7755219729197731,0.42304869362498493,0.29824266819337203,0.7953031528516664,0.32874443231673,0.25358564167502856,0.4773217572960908,1.0,0.6542878910274893,0.7523366669065782,0.5896565805119653,0.5402925804271291,0.5617083290749879,0.623759935112505,0.6795887464500172,0.43842552652778644,0.44868887496966003,0.5692860022232306,0.3031091352149865,0.7156288680910959,0.42941733750015487,0.7829339094023421,0.42639237175958716,0.3776960354291454,0.3178947641553774,0.2782156803969561,0.43198241419735856,0.6333573452047179,0.6601269509079905,0.3627792793199449,0.5834642571266312,0.4693814208088268,0.8111003549158862,0.5490752220238312,0.15514502397404256,0.6732417604105105,0.8284297905145754,0.7828853563456288,0.2724878335544727,0.5725473646477165,0.2894279263000716,0.8684932615837252,0.8989045186187675,0.845276873081999,0.4728848186901588,0.4306770474081952,0.6013619845416669,0.5850934040166578,0.7341398709035506,0.4915710120258458,0.8256993580761085,0.7268691461659087,0.7620709884559876,0.5152731651753472,0.8159412800843967,0.7402297077674546,0.1925786333167546,0.5426495023946345,0.4146756137307416,0.5128248271296986,0.66477600202389,0.4087104293620194,0.3074752289679297,0.2955997527475829,0.5693181418779854,0.5505439014045327,0.7813702144352666,0.5441170873670645,0.6654127806933786,0.3603881793302593,0.7671597400353544,0.7045470895387094,0.7924906337320372,0.34379357319713927,0.7773305740258754,0.42262981487241297,0.7500332224659426,0.35338373437397747,0.7837973985694021,0.6151561515083397,0.6943176021165856,0.46955494334674724,0.47909964234329966,0.8198664167861878,0.7513813443722794,0.5562009569714849,0.6937600268756461,0.079383190977495,0.597378097445699,0.8658027807371054,0.50778000788697,0.08191832428572207,0.7500659218728548,0.15676721448330244,0.5595597502148368,0.16977582129018307,0.773106305644533,0.758648965540999,0.35117059181100957
Cingulate_Mid_L,0.302051692746011,0.7426178377899207,0.09874792556781131,0.019633198995857443,0.6792065916514892,0.1495838011020291,0.23133109746936045,0.2417202760484885,0.6542878910274893,1.0,0.6424642950364621,0.3826690403579431,0.5627927346874014,0.4370566842341685,0.7074718520129291,0.4152330050916218,0.35344317333650443,0.3384861372080397,0.6352007691836142,0.0424647246022887,0.6264586806406339,0.548217351153557,0.5497874652233603,0.273082668127375,0.5301945106635815,0.33541821753613377,0.059842055319123996,0.2680851767490111,0.53869608699849,0.39401206566005526,-0.005283351418670789,0.6254860586699911,0.46251668823060055,0.806713596906958,0.5890084022538876,0.36583290376043875,0.637906607994872,0.6502336817540423,0.5215436679234966,0.34207562469972974,0.5003358697709351,0.0745288768096,0.6131314741017847,0.6557318003580423,0.7014951218231771,0.4535400213972376,0.0038229337726099362,0.38693383239636964,0.5629831211124268,0.5264925732673111,0.5294443053343371,0.6670999510011485,0.6183678941812483,0.8811890625586425,0.25314911267729806,0.7163362167783388,0.5626753773945258,0.08845352106943992,0.5299770407698402,0.2822733435224032,0.6321365683609025,0.3677994742246662,0.07965801193824952,0.11139189661688698,0.05684846051170168,0.6831554407417768,0.5773098085347661,0.6655615384606822,0.41169321500164335,0.6478644519199831,0.07527683000383036,0.8929112579129385,0.7699628259434433,0.6890755665172393,0.4221719320817261,0.6120363469593234,0.3845114644163066,0.5684280380178057,0.15072273237661832,0.7763120830987648,0.46499898778111254,0.8153181560246748,0.2776204659599789,0.6465981718675199,0.8065783000887702,0.558492889803139,0.5391040089016247,0.3632929168971696,0.22559455532443393,0.5140664719774076,0.5532829436930294,0.4365709991363159,0.12732120242911618,0.8819635593942117,-0.042836962729560286,0.6216892776912273,0.3948908990606149,0.6708648514586776,0.661688880158699,0.2340620651984495
