,ParaHippocampal_R,N_Acc_R,Cerebellum_Crus2_L,Raphe_D,Temporal_Pole_Sup_R,N_Acc_L,Raphe_M,Rectus_L,Occipital_Inf_R,Thal_LGN_L,Thal_MDl_L,Pallidum_R,Frontal_Sup_2_R,Cerebellum_3_R,Cerebellum_10_L,Thal_MGN_R,ACC_sup_L,Precentral_L,Hippocampus_L,Frontal_Inf_Orb_2_L,Vermis_8,Frontal_Med_Orb_R,Caudate_L,Frontal_Inf_Oper_R,Occipital_Sup_L,Temporal_Sup_L,Calcarine_L,Rectus_R,Frontal_Inf_Orb_2_R,SN_pr_L,ACC_sub_R,Vermis_4_5,SupraMarginal_R,VTA_L,Red_N_R,Precuneus_R,SN_pr_R,Frontal_Inf_Tri_R,LC_R,Parietal_Inf_L,Angular_L,SupraMarginal_L,Temporal_Pole_Mid_L,Rolandic_Oper_R,Thal_MDm_R,Red_N_L,Thal_PuI_L,Parietal_Sup_R,Olfactory_L,OFCpost_R,Cerebellum_4_5_L,Thal_VPL_R,Frontal_Mid_2_L,Angular_R,Thal_PuM_L,Frontal_Inf_Oper_L,Amygdala_L,Caudate_R,Postcentral_L,Vermis_3,Heschl_R,SN_pc_R,Supp_Motor_Area_R,Thal_VA_R,Occipital_Mid_L,Hippocampus_R,Cingulate_Post_L,Lingual_R,LC_L,Parietal_Sup_L,Cerebellum_8_L,Occipital_Mid_R,Temporal_Pole_Sup_L,Frontal_Inf_Tri_L,Thal_IL_R
ParaHippocampal_R,1.0,0.008210253432824718,0.23706553725861115,0.3723280224002885,0.5016002483012248,0.15928122805146072,0.30593422738009324,0.40109681469732744,0.11236902064393836,0.36008016477996746,0.5172422252982735,0.5872446346647548,0.7398905707585632,0.7551517179032251,0.6721249113706683,0.30241743998023596,0.7207391340856614,0.6701498686098916,0.871284591720804,0.657606028169899,0.2813377701802896,0.3486030564389869,0.7542558334200186,0.6708152802028235,0.2842134504954819,0.7160532583317282,0.382155650585677,0.46838058352175477,0.5828265485981287,0.21286015116135795,0.49879199028159227,0.7562148728620125,0.5528960216005595,0.11138111109652203,0.58628877267996,0.6058065294367424,0.44888126528254163,0.7010573284131096,0.009259337125187396,0.5584637995296855,0.41752322576490136,0.6618187947039444,0.5948796815102021,0.6488114269969569,0.34040444959452926,0.3746558519888254,0.6156665826481975,0.2378438359910058,0.39791102975785486,0.5913217234121163,0.8083957272542582,0.7063822403940895,0.7610633014733161,0.318655903278542,0.7586245142080461,0.6637842210339205,0.5977326930755881,0.8236146854566231,0.6142807463685627,0.7799851837483486,0.6556480600716771,0.31416143738458613,0.6722970262699187,0.38502910018990155,0.24403071533863127,0.8624070866342053,0.3686552606246834,0.5929364087840158,-0.14023939499427432,0.3709638055391277,0.6779307663766944,0.17925747531030894,0.6117295185929245,0.7900499763803941,0.18111188063902905
N_Acc_R,0.008210253432824718,1.0,0.19350256395507417,0.11063533103971426,0.04725433892484303,0.736530927041148,0.1303747187059814,0.010969696987924382,0.15463266623118657,0.5135534387636913,-0.427236090662505,-0.0869894231130721,0.06232504495942456,0.10007318653040018,0.09213170856147254,0.2117012226303745,0.21361171886098476,0.24604117790355778,-0.028807014881379045,0.08995141279368184,0.21647751369450233,-0.2581076383449365,-0.08003455857720858,0.33323422966637867,0.42727052282455497,0.13307424845785046,0.33923438453591515,-0.05240267446126177,0.43204211764591344,0.08308370775235528,-0.1651247575781609,0.2080030894731782,0.2641456239897343,-0.6102104071449593,-0.16683592991163826,0.29325823946165247,-0.3716579810972788,0.14910531808796165,0.35724638930606106,0.2912538203277139,0.35476914197235926,0.14193388613492805,-0.3528762271617333,0.1877056108071796,-0.16329394007611442,-0.07320978476511776,-0.041555501263542856,0.35780216023247474,0.13947035654322393,0.3772005535785403,0.1768980520318056,0.23209724544365273,0.10656865591340273,0.4027214764554528,0.1634803871207996,0.20788531929740003,-0.15391396979075503,-0.00890037211379124,0.3095292530339259,-0.07157441886564135,0.18451768271938526,0.027058681072411144,0.21338581266721443,-0.2288511372427054,0.40612127029190115,0.11415936812647391,0.08586412830292085,0.26728598914327945,0.46245394756734787,0.3841352628332515,-0.03061611809194573,0.44524339097921606,-0.08318991221960892,0.17107337387187102,0.6338248547868777
Cerebellum_Crus2_L,0.23706553725861115,0.19350256395507417,1.0,0.28724324064151213,0.7550757559242379,0.08587616398595826,0.12971220747623852,0.006507518897456006,0.7257846128724867,0.3716022936612432,-0.09675123398501582,-0.10337329897478181,0.11926504973797246,0.16337636832891106,0.262385492520382,0.12308175786616099,0.1675668634184779,0.2196140838297006,0.31864112445430165,0.04163005518917337,0.7436403775513261,-0.0031541111416000063,0.2828533187515125,0.171422845308455,0.5131480301251012,0.37445020238310606,0.549856491489006,-0.022927303338506174,-0.0004983291089423405,-0.10416638563223968,-0.09714464359391847,0.36925286910722965,0.11412274996912115,-0.24519553711473366,-0.11230529292127617,0.28525040892518383,-0.021611647018241094,0.08709437042876615,0.32595400595982377,0.2098844403845981,0.3408702725476982,0.23956602594697388,-0.03409473219250537,0.20511094274239197,0.19927429710641378,-0.15200723148424414,0.3593356890075159,0.06444942029057882,-0.0009622378996270587,0.27274814876349524,0.23650075105161847,0.3210138681029764,0.18596607705489027,0.28795110095529436,0.2339097187637866,0.15592566502577115,0.4468958264320491,0.13512242576371158,0.2213646740222599,0.009988097863574219,0.02160729001249232,-0.24478650568639193,0.2229444867526354,-0.29342586322887537,0.5546546861038492,0.2610941709715111,0.19049176054964007,0.5816419005761768,0.06114271746376906,0.27720688803113375,0.5344178923934442,0.5354878592504886,0.4230137511238722,0.25662349137154405,0.2579479694872758
Raphe_D,0.3723280224002885,0.11063533103971426,0.28724324064151213,1.0,0.39009332546302977,0.17288480522658536,-0.22908442930559417,-0.2879846601726526,0.27577656696315217,0.29631294678641784,-0.12813732859430582,0.06226150815177288,0.3311412664280972,0.3115916617963672,0.2661778436690921,-0.1165683572480519,0.44063065054701905,0.45912627805569983,0.375786661484912,0.37646470479700755,0.23619002236940848,0.0023869959958730575,0.2607697630463289,0.3643449890621638,0.5143889513114677,0.25911127273899354,0.3522583005020223,-0.1474842240163001,0.29777134605612227,0.03850045218254036,-0.11064949056582178,0.3466118529605663,0.45656026683577344,0.1004035900107263,0.2683494091757721,0.36138677503629313,0.49696756042011236,0.3361932567898526,0.306908169191142,0.4187133526977726,0.456652367321682,0.4297544949971089,-0.0700543261397047,0.5639371467148063,0.0027263362820077737,0.432280451393554,0.5193696651556874,0.35428458352391823,0.3189980686283727,0.04036407342001479,0.20041429800908023,0.2461576487696863,0.22379654562915857,0.5105268505066891,0.2299481767417809,0.43825744940566563,0.2616263129238348,0.28399050932288394,0.5008078826618737,0.14894212352652483,0.3236998162198069,-0.3632589982660026,0.39232437293460193,-0.3672858050691816,0.4631416521944382,0.3718244136175024,0.13483847707177093,0.440431083862463,-0.09429829238634893,0.46849509683570506,0.20154089619467414,0.5048347774232275,0.03144854482716727,0.3788087827651107,-0.002898010839244134
Temporal_Pole_Sup_R,0.5016002483012248,0.04725433892484303,0.7550757559242379,0.39009332546302977,1.0,0.01341674691668797,0.19832304785149568,0.11119853881669162,0.688734103336272,0.367993173870922,0.13337176206169704,0.07909377378523279,0.35555359388426044,0.3951726649491752,0.40755919543892394,0.041487428230967634,0.3719977893654251,0.40968685706416996,0.49624575054706527,0.2649139274121605,0.7246866269117033,0.1943534546074989,0.46486559363875807,0.31097466136584473,0.4937545513178769,0.4912743345930032,0.5172884770712458,0.10777413071342866,0.17077495748783814,-0.11484383050388505,0.16416727980931506,0.5218347704232044,0.2701803382758202,-0.05520154254277582,0.1621816041709815,0.38126683079767726,0.12350372305607585,0.31047881360870644,0.33036715275958284,0.34834145630975843,0.40345782973947275,0.4146786255706457,0.21693291493066671,0.433970671829345,0.3737350576206175,0.07903530952088865,0.4149762919551408,0.08347947201588804,0.11048874281742291,0.3860426272481828,0.3597774140709701,0.4750332998328183,0.404323230065531,0.3049282634705575,0.40982859288506085,0.3671865224113584,0.604067606989267,0.4351067143128046,0.35728392032805384,0.26000664817605723,0.30590914200310626,-0.1504861807949129,0.40156179096634853,-0.022668686422957288,0.5153502092164446,0.4872505871716532,0.29610652568248497,0.6217617877205903,-0.0018189714711994824,0.32827658507581176,0.5888033519660986,0.49155442906075747,0.5657815988157621,0.45420219884291424,0.18709933943185644
N_Acc_L,0.15928122805146072,0.736530927041148,0.08587616398595826,0.17288480522658536,0.01341674691668797,1.0,0.06976858102017565,0.21968160283571692,0.04101015126639703,0.5274915998550913,-0.2296774150287347,-0.07614210896284097,0.07428484335627986,0.2621367789468442,0.135707084198106,0.07840165602049824,0.32912970369362643,0.32000835554603413,0.1694334281681318,0.4028009299634367,0.14814307942877003,-0.163680070604681,0.0666807931150328,0.36741737420056764,0.3890604695794414,0.22178780766689324,0.2901581796671409,0.2207823586432307,0.6179577008214242,0.4062867743488194,0.0829276863551802,0.1896059986801785,0.2903189467220941,-0.6460169516484728,0.12378974865084082,0.3247831657104099,-0.20703697005285346,0.2221509164124379,0.3568408885801319,0.3860992282501777,0.38912026323961024,0.3194165357555763,-0.1765191881558045,0.3847417188968559,-0.28116154296816004,0.29356203763740957,-0.0012386758542227772,0.34061459939280414,0.48088690813710205,0.5123046945000441,0.22572548482968482,0.25347891633853376,0.1650080903197528,0.3512899597788042,0.24049376589881213,0.4034812307313132,-0.05949230689998974,0.04514022653987689,0.4003492608275937,0.09974851679050067,0.20904595204511212,0.2991979659009392,0.23711956062640796,-0.13489333583530277,0.3362365195800176,0.34563221840147806,0.2218150192681938,0.23806868915761684,0.4261439377937581,0.4270796326235404,-0.03653361165234636,0.30710455537506137,0.0647854609137067,0.22438505923384716,0.47246965509928723
Raphe_M,0.30593422738009324,0.1303747187059814,0.12971220747623852,-0.22908442930559417,0.19832304785149568,0.06976858102017565,1.0,0.39030000416231453,-0.007231246133836267,0.23939838260491747,0.2119749589443484,0.21935279889853618,0.2950392159985828,0.330227172371476,0.36336255280242274,0.26290174777454595,0.2541428503016971,0.23732150726201462,0.2662391474722586,0.08444776143834642,0.1741881734535194,0.12388216896232078,0.32140979656138535,0.2093314592222289,0.037355557835651795,0.26579911280760865,0.05170512394173991,0.22621856532561238,0.19796218505244226,-0.016852342522910728,0.2340330461656335,0.28224117230368306,0.21075329668818815,-0.16683527928926853,-0.004326339388936297,0.16416416976073275,-0.11846147804035634,0.21867308755192225,-0.11797515933264233,0.1647019847740942,0.12007765678893542,0.16441344380622527,0.1996533993008225,0.06925096225918528,0.23658440102556066,-0.16535761386936051,0.1250895634451982,0.019677703373350845,-0.018017239044477825,0.43570396453916965,0.40013805126677987,0.4316368532948805,0.31091588423736,0.04842830357359088,0.4194349894809219,0.05527201381590209,0.22502752179805668,0.3504071083310915,0.15551541087354168,0.389264320649562,0.20361330487189558,0.3815942389150213,0.22875484516834121,0.3571543161828763,0.01653385137355694,0.3298161389952776,0.0864987307452029,0.16148564751945982,0.026045716269545608,0.048675593813063724,0.30577619737308176,-0.013691837030063178,0.2699289570691221,0.27041593773052564,0.3933724066977058
Rectus_L,0.40109681469732744,0.010969696987924382,0.006507518897456006,-0.2879846601726526,0.11119853881669162,0.21968160283571692,0.39030000416231453,1.0,-0.25427904442187693,0.08256535829952524,0.4719240654624316,0.45291305396479475,0.4048309048426873,0.3227780839483973,0.40195626172493776,0.3417341880218905,0.41208226017371063,0.24451708341167594,0.45360170683648543,0.5235696416244011,0.07495292859043082,0.2158287256752049,0.5480740574930428,0.31201689224480744,-0.1320078723704891,0.3773666899698789,0.04255012387168081,0.769832027601421,0.47599633363460725,0.4876595568629526,0.7699447031841583,0.2571163276542071,0.15843531409322667,-0.06707720836099046,0.2715474951299345,0.22385725503621684,0.12195877899976984,0.4012459856269109,-0.15053390017098514,0.21330805582595883,0.028882491324578406,0.25900863950359376,0.6027945896356144,0.18223416614565563,0.08336102566653444,0.17738644173557055,0.16576459659433612,0.0699934812194214,0.5060847760438075,0.7544769408481242,0.45048605231042915,0.3424438808781544,0.4800601604400849,-0.016963976899700507,0.42560195156402736,0.3265248615989046,0.3531919792861893,0.5382284768660315,0.22667039182151005,0.5131226978188381,0.1878780771877774,0.7971678654895793,0.19735582781129196,0.5573230269336231,-0.15327157593623023,0.4753059199355587,0.09808502695730956,0.12681898527971705,-0.11299285586033289,0.03898152348995261,0.31340254561101333,-0.20888146560496268,0.5916155863602327,0.4421041544684031,0.24601802775064024
Occipital_Inf_R,0.11236902064393836,0.15463266623118657,0.7257846128724867,0.27577656696315217,0.688734103336272,0.04101015126639703,-0.007231246133836267,-0.25427904442187693,1.0,0.2961610338885118,-0.1946495917785236,-0.2689112706197202,-0.03483777476512979,0.1363616467410031,0.14359809181901115,-0.055601973864950915,0.03392793810860718,0.07602105059256764,0.16596004553276061,-0.11322233596224765,0.6491403551156045,-0.05158819324415185,0.08180582274649395,0.08054469783960863,0.4099692007318536,0.23708334993535268,0.4503704579108205,-0.16499842918787241,-0.10420131995604455,-0.20573696579336143,-0.2575479939383598,0.2836555350992692,0.051252819050355176,-0.18475174878700104,-0.09077948084902662,0.1539037087204317,-0.06406113058025144,0.017324727067997772,0.3160110387765975,0.03502341056984919,0.19445392262059372,0.11272947750935408,-0.1844404247632646,0.16731597391514377,0.19014420011601907,-0.13189230104653396,0.18684503068624714,-0.09506961077010999,-0.13637590069420116,0.03676161182005091,0.10588120299777497,0.19664352252634515,-0.021274744952333998,0.1282414962750245,0.08827604383655688,0.11139494892913818,0.30416468356464593,-0.06979550403982406,0.05708539495186561,-0.062155766515531195,-0.028205470308953127,-0.4161334224136619,0.12890708868533374,-0.3265660545285182,0.4210622199887164,0.11079089298337855,0.08519467675390373,0.4905622214558252,0.07154343593688205,0.11627906444584811,0.3779117464238944,0.49382029792772214,0.21644241532432063,0.08561840408989277,0.15769754635801608
Thal_LGN_L,0.36008016477996746,0.5135534387636913,0.3716022936612432,0.29631294678641784,0.367993173870922,0.5274915998550913,0.23939838260491747,0.08256535829952524,0.2961610338885118,1.0,-0.1244170613229613,0.012435531624456844,0.41002302321428113,0.535556790836375,0.42028985359200277,0.12106059625127306,0.5773475946739705,0.5612679087414901,0.38249871579758166,0.19629271543976456,0.4865876389169025,-0.01530573428945719,0.34589012807558145,0.6593384549854233,0.6731461207303465,0.6226809027668767,0.6162406348027266,0.1654851680533833,0.3083212427204655,0.10288214049166947,-0.030417197903790744,0.5623804011390271,0.5609263262519668,-0.5456837026638912,0.1978537568105623,0.5392528996069716,-0.24589043769449645,0.4871107490527157,0.495112351954179,0.6333539272686315,0.7126340313108527,0.6232262518009313,0.008395184251297035,0.5887463991418597,0.13549990544976775,0.12943149301910353,0.154157633150761,0.4944735869871444,0.1045062433119855,0.3658385251685405,0.5705996438446392,0.696284969905329,0.4479306427995739,0.5700340048500034,0.6182950252128925,0.5186258985358503,0.17436979115320372,0.31717426860393805,0.613543848139337,0.3003915317670577,0.5400363972149871,0.17686834083291517,0.5602431302414831,-0.007630153570476515,0.6476047224684817,0.5354766644569714,0.3752996332964641,0.5891060292317353,0.5815094180045577,0.6084946129565604,0.26345251652054535,0.5530130104293266,0.3623301656567929,0.512277923001544,0.7273146382341538
