,Cerebellum_7b_L,Cingulate_Mid_R,Thal_MDm_R,Olfactory_L,Putamen_L,VTA_R,Calcarine_L,Cingulate_Post_L,N_Acc_R,SN_pr_L,ACC_pre_R,ACC_sub_L,Occipital_Sup_R,SN_pc_L,Cerebellum_Crus2_L,Caudate_R,Pallidum_R,Thal_PuL_L,Cingulate_Post_R,Cerebellum_10_L,OFClat_R,Frontal_Mid_2_R,Thal_AV_R,Thal_PuM_R,Cuneus_L,Cerebellum_10_R,OFCant_L,Cerebellum_Crus2_R,Parietal_Sup_L,Parietal_Sup_R,SupraMarginal_R,N_Acc_L,Precuneus_L,Frontal_Inf_Orb_2_R,SN_pr_R,Insula_R,Vermis_1_2,Cerebellum_9_R,Fusiform_L,Thal_PuA_R,Parietal_Inf_L,Cerebellum_3_R,Precentral_R,Vermis_3,Frontal_Inf_Oper_L,Cerebellum_8_R,Thal_MDl_L,Thal_VA_L,ParaHippocampal_R,Vermis_10,Frontal_Mid_2_L,Thal_IL_L,Thal_PuI_R,Vermis_7,Thal_PuL_R,LC_R,Cerebellum_3_L,Heschl_R,Thal_AV_L,Frontal_Sup_2_R,Cerebellum_6_L,OFClat_L,Temporal_Pole_Mid_L,Thal_VPL_R,Occipital_Mid_R,Temporal_Pole_Sup_L,OFCmed_R,LC_L,ParaHippocampal_L,ACC_sup_L,Temporal_Mid_R,Vermis_8,Calcarine_R,Frontal_Sup_Medial_R,Temporal_Mid_L,Rolandic_Oper_R,Paracentral_Lobule_L,Thal_MGN_R,Parietal_Inf_R,Insula_L,Temporal_Inf_R,Putamen_R,OFCant_R,Amygdala_R,Thal_VL_L,Frontal_Inf_Orb_2_L,Raphe_D,Thal_VA_R,Temporal_Sup_R,Hippocampus_L,Thal_MDm_L,Cuneus_R,Thal_MGN_L,Thal_MDl_R,Occipital_Inf_L
Cerebellum_7b_L,1.0,0.4267665719565858,0.19136523954150092,0.2763952705245488,0.3728338293978909,0.5275775268465105,0.3390589083152799,0.38764699639897476,0.18072092324406477,0.07085575298506966,0.43859372272103786,0.35235125483357843,0.30077484126680143,0.0665532095285972,0.2876733350128074,0.5794069017335288,0.4167808734712942,0.6212903189241537,0.3840468744449009,0.6898262902617502,0.32961995741550204,0.5441170873670645,0.522395091572081,0.36875632012988074,0.30024234256852783,0.44419749416569765,0.4677873154878464,0.1538174766930239,0.38150963843215635,0.315267874557229,0.37722954703944556,0.14702181944021916,0.47032743226936174,0.4383870338162098,0.25742939225887357,0.5478151775137413,0.25352555624623807,0.564340764536359,0.4776722917862278,0.10273293704280193,0.4872927728629794,0.3806165820292997,0.4856007651403239,0.38497973274439323,0.3787200962173596,0.13374149906670382,0.21893537365821547,0.47988552831777104,0.5327619845511348,0.485496914003888,0.5747888644388454,0.4180693441523157,0.3432162281229587,-0.06377663623556805,0.4201653436519697,0.13978626823278278,0.28344526466442793,0.39208440672670186,0.3489325195179638,0.5473458181837568,0.537183135646692,0.2460603060033223,0.413979753308806,0.48716093269791116,0.20721872791305587,0.414090876473407,-0.009527573988355544,-0.1551347713286174,0.46300767478553045,0.5211598575964873,0.3497687682585612,0.22978732892930842,0.35924313258788165,0.47416447382408367,0.3312690206523943,0.4482583799385881,0.39601971902171734,0.5632206349706469,0.41279350830330347,0.3975003763546094,0.0882481039380081,0.42431817150574896,0.39947410595052985,0.22873038456904363,0.5687251250775074,0.44476386554627373,0.16490491419240808,0.10144113497306922,0.3893691863575401,0.47226840367909545,0.6161525129665275,0.2516297423267606,0.43838428005430335,0.5191379749469226,-0.021507437935418403
Cingulate_Mid_R,0.4267665719565858,1.0,0.39331869612245934,0.3001904979556748,0.46613054431837764,0.1178236022973396,0.45980981959194805,0.410619830138554,0.22251567897127392,0.037092951178313266,0.6804481332728008,0.20883721485352735,0.5500415771310525,0.3726533594429264,0.12947731537706023,0.6754087897094667,0.46883285919317935,0.7143081585356045,0.6422302212044715,0.6391104417020634,0.32195816542014927,0.7671597400353544,0.136150216720463,0.5044449096666268,0.6015397649171804,0.6611144217384242,0.0830440428928061,0.3170978094797839,0.656076473369295,0.564943562385869,0.7786767502931677,0.2563108703052152,0.7626499626421862,0.48611536301598385,0.15943738538966315,0.6344342301001614,0.40176696728374567,0.6896281649953626,0.5143448024178484,0.44083211918736875,0.8193636256587513,0.661701172845154,0.8695190668503717,0.6279449875212112,0.742483384185887,0.2660527793189902,0.36064485361418136,0.42503022299381443,0.6610722232690232,0.6387585702517986,0.7336569373684766,0.3378220060022328,0.42921560615619286,0.12885193590253227,0.6039220198132792,0.22259355446645493,0.6116643151575212,0.7253966032101716,0.19693993315630393,0.7929574214138092,0.6802890437809388,0.3272857774286116,0.3855997222119917,0.7457722083356526,0.3578665898296097,0.45221488549933153,0.35737182804210177,0.28879146138227785,0.5383803609911585,0.8287671676586081,0.5876004570988503,0.3417831156766371,0.4703263042149067,0.8038394795689086,0.6325399363765822,0.7192694362148352,0.7614261902075233,0.3256665520167482,0.7163905973742514,0.6234308374619064,0.28411849463823824,0.5491007510495945,0.31469112351261264,0.30777693733033934,0.5187273077536185,0.4487297350466814,0.42029130818679855,0.3408248334619672,0.7655566996299674,0.6152547435045771,0.49423226753670235,0.4040479198560921,0.20080378264487478,0.3472770430839871,0.1306411644253836
Thal_MDm_R,0.19136523954150092,0.39331869612245934,1.0,-0.07443178073896929,-0.08274924201485416,0.0511113260812809,0.041874309871035506,0.24667657626449255,-0.16329394007611442,-0.2767361344825627,0.46683578442476376,0.3597908973096478,0.0636550042216929,-0.035155411076064444,0.19927429710641378,0.4317044050847998,0.21271289127166582,0.40186256101320544,0.4198732264343283,0.3822162291734278,0.16994142190058764,0.35117059181100957,0.0962270140095856,0.2902473026366706,0.14460571913530038,0.3170990211793926,0.14126468497266256,0.13616214219281333,0.1468785668723233,0.05574536589881161,0.29755474484827665,-0.28116154296816004,0.18599974883000134,-0.012561621984467771,0.05642591826151543,0.07171452625384092,0.2996777897716075,0.44010386372932503,0.3596534096895281,0.18962896281498628,0.31020376596725546,0.304693747818883,0.3271252275326713,0.46251717723770724,0.23218424694555173,0.3230915710089238,0.5619008622389482,0.3865189118878272,0.34040444959452926,0.3724389067645921,0.4259601201240745,0.1423966463661984,0.2385237612113637,0.12096140987205012,0.4207055932919974,0.0076760705279539454,0.22348384180593758,0.31673838547169564,0.4251715785219765,0.43079512370478446,0.42696662314611267,0.37941743913561327,0.4487904085186521,0.5457877384787118,-0.02149142579522287,0.40386990685276997,0.38192023143238324,0.015106893352713596,0.46443370647575183,0.3293103317573089,0.18366315544604161,0.158509496995746,0.09247851321449738,0.4651894312359545,0.4463868785075108,0.2136480665625191,0.3461570797600048,0.2762335594053343,0.11954765326363308,0.11643665328198094,0.3343451131956784,0.33901958917767416,0.23773672852501992,0.08727101259752605,0.44658288787178924,-0.05077028726699957,0.0027263362820077737,0.4916198115472252,0.2903669993595445,0.4318078688596818,0.4026971813627925,0.005450111443004295,0.4008220676756344,0.5775076834088991,0.050522371921597684
Olfactory_L,0.2763952705245488,0.3001904979556748,-0.07443178073896929,1.0,0.5969774891951609,0.24740048697966388,0.18025565789396278,0.10854251413512322,0.13947035654322393,0.46779407829550823,0.48679247755671834,0.3630864023908037,0.18344459967466384,0.6330501028915139,-0.0009622378996270587,0.4361526412878115,0.35714543868543963,0.34953305387675,0.23242389096832333,0.24434193665332507,0.4189826874364943,0.42639237175958716,0.3589328764339553,-0.0070696096005151655,0.110253061303293,0.2747726000798409,0.2499600364896728,0.15388076529625913,0.32270715729406274,0.3079679408155179,0.2892672154892505,0.48088690813710205,0.3333452858072959,0.7465235867494697,0.4215564075427628,0.4567277124404224,0.14593977371241904,0.28274249961570985,0.20582016360954336,0.045140411973033784,0.39287800745291973,0.282629532353355,0.265777013749484,0.3328135073285145,0.4851827666543922,-0.013550092000643046,0.26712229618073047,0.22645030340796396,0.39791102975785486,0.2582528322039373,0.457909585272483,0.5528792537333989,-0.0015360625015168766,-0.17630761083804433,0.2582354754479468,0.05314471249000688,0.3509188387166274,0.2596623214153848,0.18428382894470638,0.42465343512057596,0.23488028248471204,0.3463870133065184,0.3930527197630356,0.2003446710642656,0.06628396411484007,0.3877240723828566,0.4002376953581363,-0.09499089835870275,0.43901828498448275,0.4649375048531935,0.1508174133832609,0.09403769609688119,0.16270149945606519,0.38412453876751523,0.1468964747213285,0.3570512196960659,0.3218514846921699,0.1456054189904537,0.3476620010651506,0.5263799618915094,0.05557976555038121,0.4316573118481097,0.5142517411776153,0.41610917750256954,0.41839700660540935,0.7998819247864789,0.3189980686283727,0.16402719970476745,0.3258285355469251,0.4787517599045533,0.2732795681506446,0.07181020292291056,0.18163110664588675,-0.0691208038139894,-0.10378168089091395
Putamen_L,0.3728338293978909,0.46613054431837764,-0.08274924201485416,0.5969774891951609,1.0,0.34789883787954307,0.15759409761970541,0.19334882662880562,0.18998321747235383,0.5267658308964761,0.5169974325855399,0.32892764569774563,0.19037303113862095,0.6228450831040592,-0.10260957983508814,0.4699908023820933,0.432577615453987,0.5809043036689866,0.4375115141135469,0.45539328297627135,0.6748394393051765,0.43842552652778644,0.16199556915525515,0.018949653625713728,0.20685677705505132,0.41739140826734317,-0.007537125772227669,0.24691155852863622,0.2699313744848305,0.31020718382825757,0.41159209809864755,0.4627067991963072,0.35383578301325075,0.6581001032107943,0.2439868031141891,0.6174330447465454,0.3396067230393495,0.5303019578269597,0.31950828145900895,0.22353496366612377,0.46104656785626436,0.5014301562242369,0.4771019291612767,0.5798684202639216,0.5598200552421607,0.023100620711679492,0.3688821422846929,0.3855264068636163,0.48373483520234156,0.5374938538365321,0.4965389327652664,0.4390403393105701,0.19605269308832504,-0.025345650181000823,0.5638584999012554,-0.0227748083296242,0.5447796005441033,0.42183263098376395,0.31880979184435293,0.45261684320796436,0.4298620263945288,0.5485961388011219,0.42749653098807927,0.41091793097120344,0.009569445533382886,0.474441771668986,0.43058376419878436,0.023871681815576074,0.3548014758338436,0.6227018507835971,0.258625603428833,0.09421838021353858,0.11499761772563681,0.45119616984908206,0.37437946292078617,0.44084999137230846,0.4461682907617343,0.17927114014105064,0.3481508569372099,0.5969965938506423,0.10462603698159526,0.6276653661103517,0.5927756455483169,0.47072418685755135,0.5053413067157119,0.6790691979931222,0.0576418040695548,0.42421151849679023,0.5387009705471144,0.49812757109561046,0.4886782101536058,-0.0205606954206088,0.16670590513577777,-0.014477262148416726,-0.1524853364438727
VTA_R,0.5275775268465105,0.1178236022973396,0.0511113260812809,0.24740048697966388,0.34789883787954307,1.0,0.11583898468832651,0.14954643521015992,0.1477011479413726,0.2566359897361646,0.2704906216043998,0.27580133050388683,0.01665475961770811,0.15784608851051454,0.1437450394513159,0.37059183486140745,0.19525609256603835,0.3986258325293563,0.19674478685217728,0.41003637299184365,0.42545460280713,0.2894279263000716,0.32493984322155256,0.1649571472476252,0.02120851779126908,0.28439884279232697,0.2700356568442413,0.11262317139066233,0.05694554830977193,0.022139677085388804,0.17300167076988812,0.19762868648595175,0.10205702811486028,0.36200958633033975,0.12974276270719529,0.41116600157757893,0.12313597558919973,0.35175363939932425,0.36163423367373637,0.04881166686853596,0.15009270668260002,0.2803878483150521,0.16844834281808554,0.27607449431304953,0.14954321828737108,0.039761203996353744,0.1269903581542938,0.18830443955556178,0.34779522130099666,0.340470058092832,0.31375898652934286,0.23069487301085342,0.2634780330984983,0.053920993412698216,0.30720682400115684,-0.04307743480985823,0.20158874056394693,0.10494978056267039,0.29020338301245896,0.2562531884747826,0.28217337197897574,0.20601487426090864,0.23262488519918634,0.3245370156244243,0.023744768313123138,0.27854952772236263,0.09151986344841806,-0.18026069180740126,0.2812069417722024,0.2955594390394411,0.16014921658327488,0.07974720347758622,0.0827044066415988,0.25455918665698585,0.09608604817383849,0.15033834772957833,0.08658911851913073,0.3472844295779039,0.07692842070993668,0.2590757246364292,0.08523264772109881,0.2839612237442928,0.4181802517410926,0.26035461013572037,0.3562602706694223,0.3260100621035942,-0.053194478587833265,0.09896295564538378,0.18890194805586696,0.3013614150870625,0.4907926851581211,-0.004541141137476997,0.3050341624501259,0.3759644202733593,-0.0736984324514257
Calcarine_L,0.3390589083152799,0.45980981959194805,0.041874309871035506,0.18025565789396278,0.15759409761970541,0.11583898468832651,1.0,0.26444515494174403,0.33923438453591515,-0.013988193015439633,0.287670719822452,-0.11971944112973133,0.8235213912302528,0.12460309006773847,0.549856491489006,0.3095939511313035,0.21544464173075886,0.3341916348073025,0.22291469215577941,0.300215542727831,8.652579572987159e-05,0.5426495023946345,0.03179126396296852,0.6130401712666813,0.8638093761105258,0.48119301256105523,-0.0837888938164385,0.4153071627932426,0.710446310374231,0.5926083944996531,0.3936868063575316,0.2901581796671409,0.6909253750494087,0.18451687848687937,-0.12078060973870125,0.421920488910775,0.17809789364274287,0.4832527751716261,0.4031154632449491,0.5594307565503363,0.6185518095768738,0.21087064916233314,0.5287580849032093,0.02375734414933421,0.4227601743208638,0.48250271572487163,-0.17783079316045203,0.12344329414592232,0.382155650585677,0.114667858355025,0.45607064113250484,-0.03651756727858933,0.4087714953437872,0.37178341421875555,0.19704651773929463,0.45373717386064905,0.14163839918778048,0.418420645595023,-0.21350932721214005,0.3892825218868741,0.6037210985066471,-0.11951202441747348,0.12861085423976878,0.3844578222384661,0.7706992631230768,0.48914937414304466,-0.04806998192117533,0.35712712519931783,0.2158430154821045,0.42435633692224506,0.6833521505801675,0.7535836859177134,0.9640608916947266,0.4161827418154791,0.4502834388639369,0.3899783270089128,0.481544266707641,0.22910873151807445,0.566177298475667,0.4291406494162658,0.33489284083276105,0.0031559478986890573,-0.06444832521307771,0.05588765782757538,0.07618328943874164,0.24090190097180547,0.3522583005020223,-0.14438830266693709,0.4214331410423253,0.2838571539775446,0.1226091537948343,0.8210936733611881,-0.1863501602480944,0.1186234516560353,0.707197076348867
Cingulate_Post_L,0.38764699639897476,0.410619830138554,0.24667657626449255,0.10854251413512322,0.19334882662880562,0.14954643521015992,0.26444515494174403,1.0,0.08586412830292085,0.05085963537276087,0.3528797136204834,0.19012501670450135,0.1920460702217765,0.13281394430397464,0.19049176054964007,0.2719777174542136,0.042602224004741236,0.3454763684068069,0.7964543876218834,0.3857198891279007,0.2040237349055022,0.23042066612582707,0.07946676449888883,0.2887174841416078,0.3742237166575836,0.34206701536158013,0.10637039850264214,0.2876075736374046,0.3898892769828327,0.17681868931467667,0.1338141876712409,0.2218150192681938,0.5195203724644766,0.26989044557040726,-0.0006299595299055208,0.31503661784151826,0.2719944298064024,0.35944068944768015,0.28103947143647573,0.2839387625730318,0.46117834498149485,0.37630468439318,0.3096230645732321,0.2635062487320957,0.3240231674135996,0.2954558621824674,0.30202194221363166,0.28179777466050093,0.3686552606246834,0.3535259243783997,0.4979378640746534,0.1753125511137626,0.221550740831678,0.04006812222880898,0.1601316288125957,0.31347404370775184,0.13115669137689956,0.30708817448434866,0.12510899095553976,0.2668470780999814,0.3275340388732578,0.20467701142938374,0.27002100841029403,0.40949784791910054,0.126380925874517,0.35722563869530993,0.16865294602946723,0.14887388218762432,0.37648676892300664,0.35828215512329686,0.26296432305236117,0.2594118339051054,0.31241395051187404,0.4087790541308973,0.5921321678470058,0.44236166511625635,0.3313176568485875,0.24025467130734773,0.19250299798796416,0.4320981899718643,0.1027211841614909,0.15024373417783884,0.21540707239093324,0.2409934953691616,0.35485824240031677,0.3444784271867988,0.13483847707177093,0.08987397107927647,0.33413022475439846,0.36160684932047704,0.33262351734607065,0.23619204830286497,0.0530620733408086,0.11179638858480055,0.1365483746355837
N_Acc_R,0.18072092324406477,0.22251567897127392,-0.16329394007611442,0.13947035654322393,0.18998321747235383,0.1477011479413726,0.33923438453591515,0.08586412830292085,1.0,0.08308370775235528,-0.031376028819938284,-0.2760442370523185,0.4196327855269345,0.189787935789335,0.19350256395507417,-0.00890037211379124,-0.0869894231130721,0.12141564668604128,0.0909414989371881,0.09213170856147254,0.04173892214420873,0.18088525883669007,-0.1758693463028873,0.4012340160430485,0.35591150774737257,0.39439914413772814,-0.2607017319361927,0.07474750447397262,0.3841352628332515,0.35780216023247474,0.2641456239897343,0.736530927041148,0.362579366566423,0.43204211764591344,-0.3716579810972788,0.468970297954572,0.09487472474375826,0.2307404021368456,0.1722752589485409,0.34884778186325854,0.2912538203277139,0.10007318653040018,0.2982926610193729,-0.07157441886564135,0.20788531929740003,0.11294152331936962,-0.427236090662505,-0.23481130507076453,0.008210253432824718,0.1259267073218271,0.10656865591340273,-0.07444507188279363,0.38715668051416774,0.2440239314749853,0.01701602749595986,0.35724638930606106,-0.0775079232692114,0.18451768271938526,-0.43988832929147254,0.06232504495942456,0.10704186612366481,-0.3025333450577838,-0.3528762271617333,0.23209724544365273,0.44524339097921606,-0.08318991221960892,-0.22987722293574706,0.46245394756734787,0.09574658686293633,0.21361171886098476,0.280031415266012,0.21647751369450233,0.2958882536794514,0.11331914698735251,0.14947971554974473,0.1877056108071796,0.2847265305761897,0.2117012226303745,0.3743679759459244,0.4361126319264386,0.001639095411243936,-0.2358737370606568,-0.11590112012075297,-0.11544025833541384,-0.23001445999744402,0.08995141279368184,0.11063533103971426,-0.2288511372427054,0.2082839933723897,-0.028807014881379045,0.01757910362656666,0.32097086305634087,-0.14510102745342734,0.0527702882724995,0.33316522543786137
SN_pr_L,0.07085575298506966,0.037092951178313266,-0.2767361344825627,0.46779407829550823,0.5267658308964761,0.2566359897361646,-0.013988193015439633,0.05085963537276087,0.08308370775235528,1.0,0.17816100113102123,0.19789337691616685,0.03962056081419517,0.6832469059489337,-0.10416638563223968,0.18945613044763024,0.17372560986621963,0.18355317093763387,0.11874289776454712,0.0657445546308975,0.42586062093977384,0.06714941784760728,0.04435613318155442,-0.1145136737680571,0.02177689975178908,0.037582684831601335,-0.04849959631044014,-0.002911029447154547,0.04872798089863132,0.1052685957788108,0.10167534615923639,0.4062867743488194,0.08548726460329369,0.35397077989573583,0.19611460218308333,0.38998953002531084,0.09941654243446232,0.1151690808047317,0.18038152864897208,0.09097686415381745,0.10779739161893839,0.25649078994681546,0.07063269284256425,0.28156239927353394,0.4049681810755744,-0.10635128857965132,0.07433394818256828,0.05690563949678191,0.21286015116135795,0.19339826087473913,0.13712222078692393,0.2952570506205415,0.09456477931340053,0.06505152532236003,0.21871462023068006,-0.07740883356715775,0.35943157821401456,0.043310246933012615,0.09240862557847015,0.06545609576142426,0.032918934581190475,0.2582204850982882,0.09392046348978138,0.08372772108087294,-0.0608372449146224,0.11939116106595582,0.1924095941516225,0.005089087715715102,0.2728894910594841,0.19713680668235287,0.03901284127824921,-0.1026051803542034,-0.08114100955637092,0.10596851987923991,0.1353158564120297,0.21376837918388297,0.06385103639660916,-0.14962211378808,0.10192043872163473,0.368396180428749,-0.007256889706901403,0.23807979968245452,0.3594986385556576,0.49339858426513156,0.11694298312623443,0.39354166619276265,0.03850045218254036,0.16929420461551373,0.1646025860488488,0.2620486412037432,0.32877491532359826,-0.0733386682181051,0.08260861236591328,-0.13269428929458818,-0.11584319553368734
