,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_R,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_L,Frontal_Sup_Medial_L,SN_pc_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_MDm_L,Postcentral_R,Thal_PuI_R,Lingual_L,Red_N_L,Thal_VA_R,LC_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,Thal_AV_R,Olfactory_L,Thal_PuI_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuM_L,Temporal_Mid_L,Thal_IL_L,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus2_R,Thal_MGN_L,Hippocampus_L,Thal_MDl_L,Vermis_4_5,Cuneus_R,Thal_PuL_R,OFCmed_R,Thal_LP_L,VTA_R,Thal_MGN_R,Calcarine_L,Occipital_Mid_L,Cerebellum_8_L,ParaHippocampal_R,Thal_PuL_L,Supp_Motor_Area_R,Parietal_Sup_R,OFCant_R,Cerebellum_4_5_R,Thal_Re_R,Cerebellum_Crus1_L
SN_pc_L,1.0,-0.035155411076064444,0.4606430626586817,0.4659164274459228,0.29820903466776044,0.33694443885599556,0.21751735965212157,-0.09436288039569053,0.23281579066340558,0.48283440119292,0.0007835155324843631,0.0938564774290216,0.21375773479812696,0.3417846905150683,0.3089125083669344,0.5197198414820922,0.3079385191766939,0.4754655621085948,0.0980525394710786,0.3862806229157136,0.3741900132332258,0.5966162384503138,0.6320425385160736,0.41705891947337126,0.019600476435308174,0.5285761189084242,0.1794639980167196,0.29080223191641424,0.3058225567384062,0.4242092047390745,0.11926880435235179,0.1987044440673556,0.21778862883391648,0.4434301369712402,0.24827433043645145,0.6832469059489337,0.3034488497352709,0.6359319609173232,0.31172445001395277,0.30638120586851203,0.25146019667052477,0.24808280241780858,0.20423221102392905,0.3814819684012489,0.4807259363287423,0.1540922617620207,0.2521110948151961,0.323846919003425,0.35042873290195586,0.04862017087606518,0.13471818948422304,0.3711281434471858,0.35634558268433913,0.040101291777417294,0.2364873692395759,0.3618577605340487,0.06914888243095506,0.24372761739645518,0.3760316543600807,0.2155353965009335,0.23587753317887342,0.589301277889962,0.2635490955189045,0.03954749485515006,0.4297653298785599,0.43880630772256607,0.2416222166845042,0.10652950465206798,0.6330501028915139,0.11423737286791887,0.40743687453413135,0.5300869272291427,0.2833401375918766,0.3000057404176494,0.5464424646609799,0.13281394430397464,0.1269232026114802,0.37050436781770346,0.23552389064853643,0.1473990872932651,0.4869908112053459,0.17875870315904785,0.2740827213707956,0.07457395677972738,0.40853517204989176,0.46257718098353523,0.3046594392783666,0.15784608851051454,-0.09174119016711367,0.12460309006773847,0.09933604290102549,0.24664114895979153,0.44947343644224413,0.38000001313291076,0.3466175981837673,0.2988355749756351,0.40568444165116485,0.2924021262908501,0.040040269847530285,0.022634537047910012
Thal_MDm_R,-0.035155411076064444,1.0,0.1597841192142814,0.2903669993595445,0.37941743913561327,0.31673838547169564,0.14460571913530038,0.19014420011601907,0.3343451131956784,0.2681445162721303,0.158509496995746,0.4251715785219765,0.13549990544976775,0.21380568371003558,0.4442896248397178,0.08727101259752605,0.46779737061940635,-0.28116154296816004,0.03230562605088973,0.33579895015074507,0.0027263362820077737,-0.012561621984467771,0.11643665328198094,0.28785286721041325,0.12096140987205012,0.2899390346825445,0.3170990211793926,0.1468785668723233,0.18599974883000134,0.29755474484827665,0.3003299419087858,0.3597908973096478,0.0636550042216929,0.46443370647575183,0.4653515012654435,-0.2767361344825627,0.18366315544604161,-0.05077028726699957,0.35117059181100957,0.4528122741882694,0.4983224073818785,0.2996777897716075,0.44658288787178924,0.26555063682403585,0.2136480665625191,0.0933143564799066,0.5457877384787118,0.40884989644405717,0.11954765326363308,0.21987307375604268,0.3865189118878272,0.3957381730983665,-0.038908229873267926,0.28821103719788793,0.3620618739363033,0.08336102566653444,0.3562821197134765,0.4026971813627925,0.3048306292956845,0.2385237612113637,0.2395138605302157,0.1478965124322371,0.4916198115472252,0.0076760705279539454,0.09328220914867219,0.2693676457239075,0.3596534096895281,0.0962270140095856,-0.07443178073896929,0.28688354463793764,0.4651894312359545,-0.19688947777219806,0.5239015160732076,0.4463868785075108,0.1423966463661984,0.24667657626449255,0.3737350576206175,0.3461570797600048,0.13616214219281333,0.4008220676756344,0.4318078688596818,0.5619008622389482,0.3473165358614213,0.005450111443004295,0.4207055932919974,0.38192023143238324,0.2807762136061232,0.0511113260812809,0.2762335594053343,0.041874309871035506,0.051743494111615704,0.47265785259632126,0.34040444959452926,0.40186256101320544,0.4439943919523327,0.05574536589881161,0.23773672852501992,0.3555455283759361,-0.1795773483489189,0.259851990770295
OFCpost_R,0.4606430626586817,0.1597841192142814,1.0,0.48837456080156116,0.4155021902295762,0.36927103676907214,0.2876601394799044,0.03676161182005091,0.3100114837181164,0.22504257260561156,0.27780039015577057,0.385446726617578,0.3658385251685405,0.40761411747586074,0.4952451375974038,0.574023428523926,0.5372389170569932,0.5123046945000441,-0.17220665280719802,0.4587335565925046,0.04036407342001479,0.7482137458886283,0.6133892861993803,0.4735845225688961,0.19766959505349138,0.6731794709741967,0.48009440218764954,0.3191033231445722,0.39053070261770734,0.3837014288108661,0.29175415203359256,0.49514983177360644,0.2707405952851335,0.675017427566187,0.5153915384600983,0.3358623149360502,0.3990085915555094,0.6476145882512586,0.5481349655268327,0.5674681767570896,0.4072345635700778,0.2346648398125288,0.5195402530815368,0.5286344908567806,0.40227412320619166,0.21450176664693427,0.563492632021704,0.5779776826095828,0.332556687816954,0.2785104378239069,0.32371136617621954,0.48012236734991265,0.5566630925026207,0.2161220199578997,0.27393413013334983,0.7544769408481242,0.3416795222224992,0.6156880030765897,0.4684910016932128,0.46459016948054394,0.43109208523345094,0.2364674314872344,0.3338353070207135,0.07067137424368737,0.5513587559931906,0.4897598027468916,0.5768361863397632,0.2680252737439415,0.5967961065719579,0.3573588475024776,0.4929348582347767,0.25441964977950765,0.5929836191118325,0.41927255031799726,0.4892607940497942,0.26151478679741214,0.3860426272481828,0.39984797710487,0.3282943787936788,0.4874475927621055,0.6262533518156883,0.2977171751922419,0.47361774981870836,0.1174769070265787,0.5612219338418639,0.36825488540335,0.611511377457028,0.5369799634435157,0.4025607816781073,0.29327716155664074,0.17212093147736318,0.456713704544238,0.5913217234121163,0.6154526412215668,0.41902954162871364,0.25472723515522433,0.6581263599465325,0.5240454457290065,-0.09838419268231295,0.289094022484758
Temporal_Sup_R,0.4659164274459228,0.2903669993595445,0.48837456080156116,1.0,0.34530995396712105,0.8642491167137117,0.5879553922185625,0.12869625067397583,0.48304651206560884,0.5541788969246202,0.3674307940135463,0.21067941790005673,0.5791503190596043,0.5492556309814696,0.6711066854196348,0.42970990693914957,0.7124086958073705,0.2997798067555322,0.05037203368649419,0.7651072785324169,0.37586641240543756,0.5741981446647674,0.7646056178142088,0.7156500063683895,0.3043134756214559,0.7523178166571773,0.5342416422074804,0.4959740333933175,0.5865573430888329,0.8034844224891721,0.4290431112373229,0.27236841504143217,0.47763208572745475,0.5316694046060259,0.7569189338412936,0.1646025860488488,0.7167302133478934,0.5196396415933968,0.7523366669065782,0.6971573237649716,0.44133580351638324,0.464571441731004,0.4728928745956194,0.6576432917619848,0.8105971053885307,0.42354279946048573,0.7863874660537808,0.5870940502602815,0.5920946793486273,0.41800513856826993,0.441894328427889,0.7094180367298768,0.3424709086504333,0.20557552704457238,0.31973714199571135,0.29208286413813855,0.49177076907847056,0.4846139685702315,0.7509261823702765,0.5057993888381016,0.651006152057645,0.3645295518658259,0.4293903526478195,0.28106857380863975,0.32445702018657135,0.8065956133129308,0.5202292515574463,0.051991657162953835,0.3258285355469251,0.3279744913122571,0.8067237457131818,0.29381860051490516,0.7833129943952346,0.6170725766180424,0.3313541986741186,0.33413022475439846,0.46047375413974984,0.6684354603937375,0.5213806300117396,0.2497925498202377,0.636941715918433,0.29664842810767106,0.7362008125249321,0.3277265597590569,0.7349783951280134,0.3427302895015757,0.7006076823359094,0.18890194805586696,0.0938758053273217,0.4214331410423253,0.35716762388668505,0.5485783576439567,0.729335646455373,0.7764366533571007,0.8093062353366938,0.42099836886417213,0.4058831579148882,0.7732184642599504,-0.02382474765282619,0.39404960302702463
OFClat_L,0.29820903466776044,0.37941743913561327,0.4155021902295762,0.34530995396712105,1.0,0.3479828603667278,-0.046085734891045844,-0.3769814803846417,0.08857721303572282,0.5617294693791902,-0.08154606445415741,0.761824049178711,-0.08103338535551476,0.37128002070218363,0.5699937354510317,0.4870401215157855,0.4766118473689289,-0.09146394549759453,-0.016415785536223682,0.2725642569659969,-0.34393392444553667,0.3460956689943193,0.21307590427531506,0.24018662675221458,-0.06703857514393265,0.4223218220369537,0.23347307539054873,-0.029520904429606386,0.13487403855203578,0.18142023314792755,0.0007688845276337155,0.8024134387409874,-0.18080790882654083,0.4477257936337364,0.42766428730019723,0.2582204850982882,-0.020458340830675194,0.47681811373229244,0.3867270776207981,0.43079671188744584,0.44745926941113207,0.27593273246874717,0.7354994638354667,0.4460473220381915,0.17828941443188162,-0.2897506408577665,0.35768682998413676,0.5699945258263366,0.022149111227202405,-0.045260643503959634,0.6009246548943851,0.35196827327530555,0.6865034114793589,0.3441577760871847,0.6899616644378795,0.68457810612531,-0.013283136976291316,0.581655367907048,0.30427923633160286,-0.013607941380602786,0.08384961024051182,0.3645382719689658,0.8594773898359783,-0.31343924709350945,0.6335572172547488,0.3333014782039087,0.30001948908987097,0.10134201739283458,0.3463870133065184,0.1319383112646704,0.5190255976209665,0.4038476349127135,0.46570831495278325,0.3670842585671691,0.3853836555412318,0.20467701142938374,-0.049667991155509225,0.256125010361275,0.12569717159665864,0.43752781475588415,0.49986508626662224,0.819787744714339,0.32529094023688765,-0.3632564101533502,0.5444195381132597,0.7634736193904945,0.41634997418366926,0.20601487426090864,0.32014535127912325,-0.11951202441747348,-0.310506325027807,0.32451695392651947,0.4525915194159782,0.40118833908690493,0.34883810417574623,0.03736133795476228,0.8391850897803514,0.2690448032934988,0.1188888764669655,-0.03024867981522203
Heschl_R,0.33694443885599556,0.31673838547169564,0.36927103676907214,0.8642491167137117,0.3479828603667278,1.0,0.5259023950896516,-0.028205470308953127,0.25540129958912766,0.5627456384603796,0.2568065125936402,0.1599326595918815,0.5400363972149871,0.4512601911774797,0.612771505815617,0.27524927459811294,0.6499652766703446,0.20904595204511212,0.03564173496327538,0.7444893357672342,0.3236998162198069,0.49609584570356824,0.624095890419037,0.7057167398040581,0.1612391543294531,0.6164724224891974,0.5180244135339721,0.4957770639107426,0.5695603265797585,0.7289961154004311,0.25589117388549854,0.27899954695645623,0.44241148925351403,0.4532235072835776,0.7424960604609528,0.043310246933012615,0.5358735352725313,0.4519485456736563,0.7156288680910959,0.6974694029521344,0.3397891880418128,0.41158850419980986,0.4448331191615127,0.6544284261282125,0.7433731860175831,0.3988720910042755,0.7123956881603835,0.4909435056735397,0.5880995220744779,0.206642400286593,0.43484153674703113,0.7097212207767163,0.25450619261955854,0.1893913560703792,0.35512188914039716,0.1878780771877774,0.37145142214112636,0.39094637877140986,0.7405762302100404,0.40434110435140513,0.5603805335854797,0.33675837132454073,0.42107438227664995,0.3145004364246312,0.2377820931352866,0.7556841412880497,0.38415804889290917,0.00152189394942778,0.2596623214153848,0.31018923871364384,0.8222194974668894,0.18865865320864464,0.7494455943124098,0.5254582719501284,0.24249911229409327,0.30708817448434866,0.30590914200310626,0.685928661095148,0.44685341099338666,0.16252497225056356,0.5485271196808318,0.27663422175698926,0.6400052646573817,0.22069132139941508,0.6825458711997425,0.3495331763033256,0.6973724541454478,0.10494978056267039,0.08846371754680533,0.418420645595023,0.35295646615203113,0.3701438123351597,0.6556480600716771,0.7031399704721045,0.7703640720242529,0.4848509607607575,0.38822448985787905,0.6869001261411395,-0.006299041333049621,0.25677674720599686
Cuneus_L,0.21751735965212157,0.14460571913530038,0.2876601394799044,0.5879553922185625,-0.046085734891045844,0.5259023950896516,1.0,0.4159946160272576,0.48799764145596064,0.24407590040362795,0.6751504282718674,-0.2075702049180599,0.6702939081780548,0.5793719723348519,0.37394165168900284,0.15324883948748166,0.5040076586806919,0.3249570547216381,0.08456737852524725,0.5989355785396612,0.356489339575409,0.21287902919743085,0.5434883970599951,0.6413809941051448,0.42311538227646733,0.47073515486264106,0.43434963419058414,0.7674115717717465,0.7929904880093147,0.5338608898768794,0.6341854541849505,-0.10339812054235116,0.8794134521297059,0.2864610936210807,0.529070163108356,0.02177689975178908,0.812378993174684,0.20079473336762227,0.5445210934415111,0.5280991441946619,0.17982740851329265,0.2617164377261937,0.07384005749508442,0.32151487563394227,0.5005236055296705,0.8221053791457648,0.531534058962438,0.2407732310632012,0.6432177437524712,0.6601780008791924,0.15905111193723015,0.5372140462353177,0.011287705847197106,-0.07075831167535508,-0.0077025734320269185,-0.005921693693026687,0.6688811997737659,0.16854175097158688,0.6001143532453851,0.5183067820544093,0.8390753651453525,0.21721218389113642,0.006285630961128601,0.3767870614841729,0.07939341474044968,0.5739757891783617,0.43097356892890537,-0.08507522726531518,0.110253061303293,0.1577324737936033,0.5018645631145031,0.08668876337570962,0.4680729120810226,0.5810422641589345,-0.0364436565435,0.3742237166575836,0.5132175283090171,0.6136934646905765,0.4400777969563531,-0.12254121478587801,0.34022956313814384,-0.10808417310559129,0.6954489150550688,0.7968826459370363,0.35316285602284525,0.01646617518640573,0.3977910423191153,0.02120851779126908,0.15035424198301647,0.8638093761105258,0.829094612326699,0.3624749113533636,0.4775670726682433,0.43150821367745285,0.6056564217607228,0.6401726002737392,-0.05398145289544798,0.6638065119474601,-0.13197158148973182,0.65768682693547
Occipital_Inf_R,-0.09436288039569053,0.19014420011601907,0.03676161182005091,0.12869625067397583,-0.3769814803846417,-0.028205470308953127,0.4159946160272576,1.0,0.5663839599977725,-0.09077948084902662,0.6491403551156045,-0.20180066068324493,0.2961610338885118,0.028740865074520106,0.05353308548038705,-0.043065720376958126,0.23708334993535268,0.04101015126639703,0.10907367824517948,0.07602105059256764,0.27577656696315217,-0.10420131995604455,0.23126463846013415,0.05708539495186561,0.561759343824895,0.11079089298337855,0.16739880795291864,0.11627906444584811,0.08296564595391422,0.051252819050355176,0.623272004202785,-0.24980051570440348,0.33891617053758694,0.12232076692388874,0.07530452716367148,-0.20573696579336143,0.47366942546079016,-0.11322233596224765,0.08191832428572207,0.07519431687501385,0.12590440185314383,0.2029536897412232,-0.14860999488073257,-0.1825132929863545,0.16731597391514377,0.4099692007318536,0.19664352252634515,0.08180582274649395,-0.012207202744834913,0.6577561810201892,-0.11238626177463064,0.130912910070242,-0.4161334224136619,-0.05158819324415185,-0.22842619417016005,-0.25427904442187693,0.6277863763692271,-0.08446269157787657,-0.029949235016415204,0.22699876338081518,0.5212398070667517,-0.13189230104653396,-0.3265660545285182,0.3160110387765975,-0.16499842918787241,0.08054469783960863,0.33195011797938734,0.01633545299064552,-0.13637590069420116,0.18684503068624714,0.039136239919482604,-0.09722485131580734,0.08827604383655688,0.3019276454178334,-0.09154124056067996,0.08519467675390373,0.688734103336272,0.017981637209080328,0.3336553619346778,0.006056446803581524,0.16596004553276061,-0.1946495917785236,0.2836555350992692,0.5617567588775542,-0.013610414485233792,-0.28355407884961753,0.002122847825783267,-0.02674997682276604,-0.055601973864950915,0.4503704579108205,0.4210622199887164,0.3779117464238944,0.11236902064393836,0.10022041664097749,0.12890708868533374,-0.09506961077010999,-0.3971534779767779,0.3638224705121657,-0.12259151206157404,0.5654983926681239
Temporal_Inf_R,0.23281579066340558,0.3343451131956784,0.3100114837181164,0.48304651206560884,0.08857721303572282,0.25540129958912766,0.48799764145596064,0.5663839599977725,1.0,0.1995910880056958,0.5329242765826249,0.1786268407574757,0.20051424171237792,0.21876302723148197,0.4124300702270621,0.3784287023926868,0.35506671961214764,-0.0008205924019423583,-0.06587025398736764,0.34624767479859386,0.20184013116463062,0.12390897234907691,0.4036759778485213,0.24964018120016804,0.5768500952179609,0.4555985741152423,0.10153088118678019,0.1581443269678028,0.19716094063195555,0.27498140442003655,0.6892733822234869,0.17913433181828597,0.3808508405301961,0.38391057721980343,0.3615026342614864,-0.007256889706901403,0.7468477625532458,0.1545992957305916,0.3046253726937572,0.2632258555721731,0.2695523329517194,0.27981318544438744,0.21242510886050636,0.20489598033384226,0.31406267014936845,0.2694741919107711,0.4153596526542714,0.31003718955248166,0.08012196110844773,0.752630423862776,0.23120117869419055,0.2838755560473418,0.029033395577459258,0.07338839420235474,0.15795351346362674,0.14523179750735457,0.6961118768373366,0.23028238885896124,0.15298467416902828,0.4626558451075124,0.5167835230646615,0.07757885514703927,0.20400338021648184,-0.00018576680457877437,0.14534635015367375,0.3056609681118965,0.5293775628808798,0.08157611634718216,0.05557976555038121,0.23724957770351238,0.3283010848891009,0.15426293694289234,0.3662971926655955,0.37222726635950465,0.19916773446555253,0.1027211841614909,0.7580238052738683,0.24807396876635304,0.5849372197949396,0.34518671769497233,0.44659784386250956,0.1954962623804543,0.4517546468037417,0.45633226270754945,0.3742375631905462,0.1048683357194148,0.22712581441923413,0.08523264772109881,-0.04484141985697216,0.33489284083276105,0.253670367322352,0.6559606119392823,0.5408725495812218,0.37123956415544074,0.37340819227175465,-0.025586872708573644,0.0682530070613346,0.4954732064294043,-0.08986362591262724,0.5439987204830217
Red_N_R,0.48283440119292,0.2681445162721303,0.22504257260561156,0.5541788969246202,0.5617294693791902,0.5627456384603796,0.24407590040362795,-0.09077948084902662,0.1995910880056958,1.0,0.12989087167122598,0.3889024932727313,0.1978537568105623,0.3710046570970017,0.5276322947695322,0.4893681434389451,0.5674634520281073,0.12378974865084082,0.11873035068996582,0.5302546626385629,0.2683494091757721,0.39609882206392627,0.4754528703460377,0.5194300364786569,0.0678824042070123,0.5632610559246688,0.3411657272033495,0.2961265248804936,0.4022623636399408,0.40053380355208046,0.1845723158001645,0.4343423584299475,0.151047119181348,0.4868045511614528,0.4694358928510016,0.3491676007088776,0.2073992319202532,0.5627403597084086,0.50778000788697,0.5676711436679914,0.36530897042849414,0.32058923691098,0.5805654672298599,0.32493549716055176,0.527640289146856,0.13605806822334796,0.482323209438739,0.5654391891413738,0.29293645985353595,0.05976399449670631,0.371933825758787,0.6035867823310204,0.32374281830763485,0.21541596210892228,0.5044104200015537,0.2715474951299345,0.1794984055912197,0.4087321672624214,0.4723495896037284,0.01847102368939819,0.3285539505365109,0.6646950064468877,0.4689082255544035,-0.021025369947449128,0.4865461317627609,0.5133223410464465,0.314047510641349,0.05447181594817624,0.4089377620566222,0.3547891593304014,0.6403472996830697,0.4999658374262582,0.5515164204736435,0.4559663756510499,0.4244020135625341,0.36216602542432064,0.1621816041709815,0.4482220877497624,0.2843632586552962,0.17503546036843612,0.5997614165189329,0.6121076544770595,0.4382601728886149,0.07281645514954209,0.44024229403415044,0.5666934303615951,0.4593416516937771,0.04553381699285381,0.04174586451178287,0.13359967818155408,0.09280177259322844,0.3139859944792998,0.58628877267996,0.47539582960951127,0.5638374371942514,0.2267143829977606,0.47318114961579666,0.47339913971952774,0.19467207648177656,0.09675821970564606
