,SN_pc_R,Precuneus_L,Frontal_Inf_Oper_R,Cingulate_Post_R,Thal_PuL_R,Thal_MDm_R,Cerebellum_Crus1_R,Vermis_6,Cerebellum_10_R,Frontal_Sup_Medial_L,Precuneus_R,Cerebellum_3_L,Thal_LP_L,Frontal_Inf_Oper_L,Cingulate_Mid_L,Thal_AV_R,Postcentral_L,Occipital_Sup_R,Thal_VA_R,LC_L,Temporal_Sup_L,Temporal_Inf_R,Supp_Motor_Area_R,Pallidum_R,Frontal_Sup_2_R,Frontal_Inf_Tri_R,OFCant_R,N_Acc_L,Parietal_Sup_R,Temporal_Pole_Mid_L,Rolandic_Oper_L,Insula_L,Amygdala_L,OFClat_L,Frontal_Sup_2_L,Vermis_3,Frontal_Med_Orb_L,Hippocampus_R,Thal_MDm_L,Cerebellum_Crus1_L,Postcentral_R,Raphe_D,Cerebellum_10_L,Insula_R,OFCmed_L,Thal_LGN_L,Thal_MDl_L,OFCmed_R,Cerebellum_Crus2_R,ACC_sup_R,Cingulate_Mid_R,Cuneus_R,Precentral_R,Thal_PuA_R,Thal_PuA_L,OFCpost_R,Thal_MGN_R,Pallidum_L,Occipital_Inf_R,Temporal_Sup_R,Frontal_Sup_Medial_R,Cerebellum_9_R,OFCant_L,Cingulate_Post_L,Temporal_Pole_Mid_R
Precuneus_R,0.19764004686875783,0.905995270690393,0.7011760461568393,0.5536032544871391,0.45603127778808783,0.18497771173062702,0.4967332068105608,0.5972145708436177,0.5204458281768729,0.6480141322184718,1.0,0.4341027247641775,0.5299222479303609,0.6179169051940615,0.7148122561704262,0.1748253337400139,0.7768378924128174,0.7903445911638225,0.1640295830276041,0.24993361422377375,0.587378764300649,0.35058461134591595,0.7548247050465777,0.40338102926081193,0.680191779248152,0.6196883236661398,0.2593954738736909,0.3247831657104099,0.7102234728734956,0.2901801945181921,0.5765317530837892,0.5964206312247236,0.20375810762212257,0.1965581218486545,0.7290030174438858,0.40115179506666915,0.07255784461254144,0.6245319014869591,0.4192208646611661,0.6197048830274651,0.778450905472583,0.36138677503629313,0.5462653842956646,0.5936580714869536,0.20991050979615591,0.5392528996069716,0.17606532169551806,0.17663887904337586,0.22211012547843806,0.576343879831734,0.7384981602422763,0.668159147821463,0.7751777306910363,0.45993026311819674,0.570623350575048,0.4596053713821033,0.38285698524196554,0.22461755452266766,0.1539037087204317,0.6444492264800532,0.628055323302671,0.5967782067279166,0.10434653609879706,0.4253506077142855,0.20289717818847197
Cerebellum_3_L,0.42726054223205384,0.2983614173886575,0.6834745316240353,0.4247790256046409,0.7045640239329601,0.22348384180593758,0.17978996072340456,0.3267450888002051,0.33284610433523487,0.5351160328105128,0.4341027247641775,1.0,0.6373843620352702,0.6698163424963037,0.42586047047925063,0.18675979262390452,0.48077720863801304,0.22730644226222135,0.5088301894324252,-0.002720647434595556,0.608614989268602,0.40275832197118155,0.5902744590716112,0.5413331325595153,0.6628341359175124,0.7292584991309286,0.5016100247814155,0.08790011475825836,0.16940436671775608,0.46760307249151184,0.6652488382613237,0.5234840913596711,0.4537586515820008,0.47937509520054117,0.5030076358923732,0.8054866572764922,0.19991469044631624,0.7360058358648136,0.50216271065238,0.1903623002715945,0.5521724898820489,0.2937199970120441,0.5594389991571764,0.5696941123400221,0.5054548595514331,0.3307407845485292,0.436022240066299,0.4753582994943719,0.33172357721040674,0.6658310752662512,0.6116643151575212,0.12171261406072009,0.5872267623768807,0.26276857302607076,0.5551336242750456,0.38380178406847726,-0.005638211596991835,0.4357169724868126,-0.032081302661540835,0.7343323970412236,0.660978223534531,0.582155683278537,0.1386296743296327,0.13115669137689956,0.20871819487966595
Thal_LP_L,0.40882057148970524,0.5241697372735716,0.7280301652997587,0.5015687802001021,0.7464503842915332,0.2807762136061232,0.19655300998909964,0.3278261912797422,0.6473291564635177,0.7135382368656205,0.5299222479303609,0.6373843620352702,1.0,0.644492555292216,0.5497874652233603,0.2768578728167189,0.6719668678335007,0.392862742763006,0.34177129348174423,0.08950224788814459,0.7817193937496363,0.22712581441923413,0.6685805011154321,0.5026968935578939,0.7778772224180832,0.7532763213491721,0.516406372213955,0.2741405829665591,0.37935291363484636,0.5482243044677454,0.6917851976369378,0.5886188096181788,0.45037462237256953,0.41634997418366926,0.7450578513097917,0.700514823290166,0.12249389477410548,0.764222617069212,0.6914021096481596,0.318845178530343,0.6981339116879115,0.24973224379821407,0.7317803505252963,0.7858248694612503,0.26318465918571693,0.5869248915647827,0.37974043311477684,0.2721703847191736,0.352853218695967,0.8140252505247718,0.6674739028843923,0.20697731872126884,0.6634937749596873,0.3624498279449545,0.7980781236780052,0.611511377457028,0.3154102378998512,0.38206663856856665,0.002122847825783267,0.7006076823359094,0.7545237960055022,0.7547096626542419,0.2598267799680368,0.2941656974403952,0.29693309226658715
Frontal_Inf_Oper_L,0.2795437919970155,0.5970762214236834,0.8118968996103404,0.5274213472633659,0.5659531657247184,0.23218424694555173,0.33440278227460646,0.4063156621337017,0.5403996581371865,0.730162039428398,0.6179169051940615,0.6698163424963037,0.644492555292216,1.0,0.6645026137309351,0.11356890349679007,0.7662979781046185,0.45551652333937936,0.3394975129988504,0.23196957848673905,0.6835893331864925,0.3478731439776306,0.76806642476818,0.4932314712554474,0.6878054238497023,0.7840131748965364,0.39057336055520425,0.4034812307313132,0.41100508975465505,0.3931969015940073,0.8664683238125358,0.8081268138142289,0.2811381412837968,0.3647371468837458,0.68282331158743,0.6097602744447738,0.11152987519605218,0.6561951976457867,0.5194905530217094,0.4028046815561953,0.7172011834991306,0.43825744940566563,0.6141047144014938,0.7727203078629843,0.4019779819316629,0.5186258985358503,0.3354892564867255,0.37098166845725067,0.4685908049698693,0.7418489721522546,0.742483384185887,0.34948946511924806,0.7273069468955219,0.36700090648759703,0.5944637484750984,0.45439633288135706,0.135463703995356,0.3982699424070811,0.11139494892913818,0.7910664760172879,0.7533115143930482,0.6746786671450068,0.06669521345871772,0.3240231674135996,0.17170782377417565
Cingulate_Mid_L,0.10148023628870272,0.8153181560246748,0.7163362167783388,0.5294443053343371,0.39401206566005526,0.2340620651984495,0.33541821753613377,0.41446152107510503,0.6478644519199831,0.7426178377899207,0.7148122561704262,0.42586047047925063,0.5497874652233603,0.6645026137309351,1.0,0.11139189661688698,0.8811890625586425,0.6352007691836142,0.08175008584342504,0.36583290376043875,0.6000160794195967,0.24857955498247553,0.8065783000887702,0.29190389057964305,0.6352988309441956,0.5532829436930294,0.12657584292825869,0.3948908990606149,0.5890084022538876,0.14789911640533038,0.637906607994872,0.6216892776912273,0.09874792556781131,0.058098565876282725,0.7376792913792566,0.46499898778111254,0.08845352106943992,0.6086940966421591,0.3826690403579431,0.46251668823060055,0.806713596906958,0.5301945106635815,0.53869608699849,0.5895235430024458,0.059842055319123996,0.6321365683609025,0.171514282584196,0.1495838011020291,0.34207562469972974,0.6670999510011485,0.8929112579129385,0.557371066963464,0.8090350376298329,0.4548732886389803,0.6498551089240924,0.3190492420905534,0.2822733435224032,0.14120679853050466,0.12732120242911618,0.6424642950364621,0.6502336817540423,0.6183678941812483,0.019633198995857443,0.46672191804906943,0.16812457470919598
Thal_AV_R,-0.09432669763374997,0.08935584538747758,0.10571518581227715,0.03743499220910813,0.1481450358056851,0.0962270140095856,0.04978628610657658,0.28194876688896153,0.050340455261108565,0.2519149276624548,0.1748253337400139,0.18675979262390452,0.2768578728167189,0.11356890349679007,0.11139189661688698,1.0,0.17199784302904128,0.015838138079211566,-0.12423751847218811,-0.6321554250693759,0.16197808605776604,0.08157611634718216,0.11006341637296352,0.2920524056889405,0.3370618221229459,0.21874419244504598,0.23658596192152284,-0.15530361063304565,0.00966242784664411,0.34594498844462684,0.20038649630529184,0.10672291987483018,0.35715467072284246,0.10134201739283458,0.28326425043359216,0.21664943039977821,0.15106292255719816,0.2769745357280938,0.39431580007414785,0.1675854126478199,0.10176144054881509,0.4156911151008669,0.3182601234491486,0.1258689725557665,0.2041454684494822,-0.21267685598746028,0.2666715183536814,-0.044582773975401835,-0.10370034477457735,0.2720895960464107,0.136150216720463,0.11823516124992714,0.061149825229010295,-0.3866352973304208,0.417224819358992,0.2680252737439415,0.3702844095543127,0.46078432221642995,0.01633545299064552,0.051991657162953835,0.15725509843358243,0.1820568079879626,0.7680242169562875,0.07946676449888883,0.42064034199580186
Postcentral_L,0.218070083220221,0.858661752493351,0.8029555156153441,0.5579261992204909,0.5618373357945722,0.28785286721041325,0.30275756975695667,0.3947738159738966,0.7143836706595242,0.7941442401324161,0.7768378924128174,0.48077720863801304,0.6719668678335007,0.7662979781046185,0.8811890625586425,0.17199784302904128,1.0,0.6856623058077036,0.22134702671618117,0.31499513218041,0.6923586099397505,0.24964018120016804,0.8822597163519248,0.4356154670154712,0.7597755958879787,0.6813686034774259,0.3104945401870368,0.4003492608275937,0.7491241255834519,0.33869892097516624,0.7011405636355608,0.6986481055435552,0.14561583998063116,0.24018662675221458,0.8160429414415271,0.5429003957134486,0.004137149983294769,0.6729464386329201,0.4894519246831709,0.4457412752357748,0.9158330245844216,0.5008078826618737,0.606427362569871,0.6837437713586543,0.21234412825385643,0.613543848139337,0.26073951860044414,0.28888134507039703,0.35751648111319206,0.8119524369263759,0.8607739575983496,0.48809475605253344,0.872239677037347,0.47265811547543085,0.7295082364326161,0.4735845225688961,0.33650463507923706,0.30941435586700483,0.05708539495186561,0.7156500063683895,0.7663101531614901,0.7097272632363584,0.07941915210775699,0.3810446570057374,0.20817941622500463
Occipital_Sup_R,-0.05830958285976821,0.7944400909889213,0.5735763781116191,0.23898155423383055,0.2959765381468096,0.0636550042216929,0.5243748592516446,0.5723433731381786,0.4325031789178817,0.4683100757121167,0.7903445911638225,0.22730644226222135,0.392862742763006,0.45551652333937936,0.6352007691836142,0.015838138079211566,0.6856623058077036,1.0,-0.13620815195619226,0.3840065523920806,0.42185020835426656,0.3808508405301961,0.6020690351765556,0.18685013853317045,0.43627528850753466,0.44108807916924514,-0.12942936340798766,0.3587325994697366,0.7826045073460919,0.003194382513808235,0.41473449272773877,0.4647142589736667,0.10623614421418619,-0.18080790882654083,0.4924995271094749,0.13569837547426372,-0.19406210721278225,0.4283042919764048,0.11669049302043362,0.5956581558524948,0.6550320489038098,0.45318061631915385,0.2679448432926118,0.42277781216009547,0.0891750439941612,0.6201246552389497,-0.20410356869547733,-0.09280711438693252,0.2608126152251189,0.40549088690667795,0.5500415771310525,0.834382370805789,0.6222490212594372,0.6015231483066633,0.5282029642843316,0.2707405952851335,0.10114905767236984,-0.07298394670768288,0.33891617053758694,0.47763208572745475,0.43188193159439453,0.4609743352643682,-0.07349351889749957,0.1920460702217765,0.18216520143986484
Thal_VA_R,0.6290627243579054,0.09956947965657618,0.35516304061805637,0.3938074928223642,0.617770827390436,0.4916198115472252,0.004396841736346381,-0.03448388081568052,0.19627403722891976,0.2816932836157863,0.1640295830276041,0.5088301894324252,0.34177129348174423,0.3394975129988504,0.08175008584342504,-0.12423751847218811,0.22134702671618117,-0.13620815195619226,1.0,0.05597365376279176,0.4024581060109685,0.20400338021648184,0.3907635895335788,0.5306507013790281,0.48459815192994327,0.4344258695296874,0.7254789548330932,-0.13489333583530277,0.02978337289194288,0.648668291704436,0.24802894388431035,0.20054047620588022,0.16699803419664333,0.8594773898359783,0.36117635525430775,0.6520062862207301,0.22593274780485423,0.3749813350646376,0.4973230778829381,-0.06056275608517588,0.33623727244770496,-0.3672858050691816,0.34558135436891674,0.2778367703461161,0.1976861237329186,-0.007630153570476515,0.7015422727201367,0.7638919358616136,0.2246285359165271,0.4855224014867288,0.3408248334619672,-0.3706531376464878,0.3647329698041787,0.14622698075452936,0.14398857853459246,0.3338353070207135,0.17236785656390918,0.5645136428002363,-0.3265660545285182,0.4293903526478195,0.5036455837379581,0.3921157303994847,-0.03833352741291154,0.08987397107927647,0.06143757992639372
LC_L,0.12603211435531447,0.3857916687432203,0.32712153931950055,0.19115301376329608,-0.04150979882198593,0.015106893352713596,0.18223990387111128,0.02102520691172264,0.4324665149627256,0.19168212087881192,0.24993361422377375,-0.002720647434595556,0.08950224788814459,0.23196957848673905,0.36583290376043875,-0.6321554250693759,0.31499513218041,0.3840065523920806,0.05597365376279176,1.0,0.20589686306256258,-0.07347968458387863,0.3092123819310176,-0.10307320918841203,0.0613433658896394,0.1440322161248334,-0.1366246967106475,0.4261439377937581,0.4012799154896945,-0.24382831386341886,0.18901453071100127,0.20511554302775642,-0.2556452373019921,-0.088330700741704,0.19939947689604798,-0.0680649425509575,-0.12039418585218599,0.050550932241508556,-0.08746377013009367,0.21214394323476818,0.3588483044527556,-0.09429829238634893,-0.08146995053463099,0.27543065874948597,-0.09973376254434524,0.5815094180045577,-0.20692577095426237,0.08108185257076968,0.1847807325695698,0.09640157060478018,0.28879146138227785,0.28569197388689205,0.3909504613022947,0.6242363002424499,-0.05317195455843612,-0.002165372135260047,-0.08503381564543755,-0.3856763218255787,0.07154343593688205,0.21869520251411215,0.17986247651789547,0.13950080644344762,-0.6502344431146355,0.14887388218762432,-0.35582128085552434
Temporal_Sup_L,0.3174404479637796,0.5759399337469748,0.7812750263776561,0.6643597513334298,0.6866748978760508,0.46779737061940635,0.39122500470229954,0.5373025089866511,0.7504160790827239,0.7847110252729622,0.587378764300649,0.608614989268602,0.7817193937496363,0.6835893331864925,0.6000160794195967,0.16197808605776604,0.6923586099397505,0.42185020835426656,0.4024581060109685,0.20589686306256258,1.0,0.35506671961214764,0.7520645789212654,0.4805934838675988,0.746026758166738,0.716866742308596,0.43392886043899126,0.22178780766689324,0.3353533035672643,0.5770765946434132,0.7798249345913358,0.6065825932713461,0.5036166493635157,0.4766118473689289,0.7834347395006557,0.7232723462312247,0.2026121990014982,0.7753552227951686,0.6306992101831295,0.497431235774566,0.6736116064948438,0.25911127273899354,0.6385008704619177,0.7301349231796218,0.2637153326404409,0.6226809027668767,0.5095952636980479,0.3512187480077431,0.3503864975142443,0.7954149302236635,0.7182600748504374,0.3443972608236386,0.6672969850283362,0.45152760908974876,0.693287901467796,0.5372389170569932,0.33855340258250405,0.3390382764386427,0.23708334993535268,0.7124086958073705,0.7721883959629362,0.813482075247495,0.10760409647207117,0.44659095910924135,0.30914986850862614
