,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pc_L,1.0,-0.035155411076064444,0.4606430626586817,0.4659164274459228,0.29820903466776044
Thal_MDm_R,-0.035155411076064444,1.0,0.1597841192142814,0.2903669993595445,0.37941743913561327
OFCpost_R,0.4606430626586817,0.1597841192142814,1.0,0.48837456080156116,0.4155021902295762
Temporal_Sup_R,0.4659164274459228,0.2903669993595445,0.48837456080156116,1.0,0.34530995396712105
OFClat_L,0.29820903466776044,0.37941743913561327,0.4155021902295762,0.34530995396712105,1.0
