,Cerebellum_3_R,Parietal_Sup_L,OFCmed_L,Pallidum_L,Amygdala_R,ACC_sub_R,Precentral_R,Cuneus_L,Rolandic_Oper_L,Thal_VA_L,Supp_Motor_Area_L,Vermis_1_2,Thal_PuI_R,SupraMarginal_L,Thal_VL_L,Thal_PuL_R,Parietal_Inf_L,Thal_AV_L,VTA_R,Thal_AV_R,Thal_MGN_R,Olfactory_L,Vermis_3,Raphe_D,Thal_VA_R,OFCpost_R,Precuneus_R,Fusiform_L,Rectus_R,Frontal_Med_Orb_R,Cingulate_Post_L,OFCant_L,SN_pc_R,Temporal_Sup_R,Supp_Motor_Area_R,Frontal_Sup_2_L,Parietal_Inf_R,LC_R,Red_N_L,Temporal_Mid_R,ACC_sup_R,Frontal_Mid_2_R,Frontal_Inf_Orb_2_L,Rolandic_Oper_R,Vermis_4_5,Thal_IL_R,OFClat_L,Lingual_L,N_Acc_R,VTA_L,Heschl_R,Occipital_Sup_L,Amygdala_L,Cerebellum_3_L,Cingulate_Mid_R,Thal_PuA_R,ParaHippocampal_L,Frontal_Mid_2_L,Frontal_Med_Orb_L,SN_pr_L,Temporal_Inf_R,Lingual_R,Temporal_Sup_L,SupraMarginal_R,Cingulate_Mid_L,Thal_LP_R,Cerebellum_9_R,OFClat_R,Hippocampus_R,N_Acc_L,Paracentral_Lobule_L,Insula_R,ACC_pre_R,Occipital_Sup_R,Temporal_Mid_L,Thal_PuM_L,Cerebellum_7b_R,Heschl_L,Thal_LGN_R,Precentral_L
Cerebellum_3_R,1.0,-0.09218487557760043,-0.17012255312145824,0.04818554953719397,0.16823423400880277,0.05901841362990945,-0.016535951991700677,0.0656433859937585,0.04317296978473609,0.09777220604917669,0.04183529901918658,0.4909547517731906,-0.06505039280936921,0.028719627035637667,0.24487671554449192,0.3027937886288724,0.015265136248201633,-0.05742174266502846,0.2935299752067341,0.40490313750687024,0.2718191965563702,-0.3607536041107043,0.4408784216522067,0.08665181111486048,0.026772874160642217,-0.08612242747412842,0.09347657525621436,-0.18690474361683185,0.22449043569643595,0.03120447831844477,0.5435112908734857,-0.06324933423424177,0.28526041283023446,0.3683933899491925,0.04455729466509288,-0.009611150686778024,-0.15884446311974293,0.2566867894832516,0.3806439521472657,0.26422005752968836,0.19357299163085445,-0.03001436379140742,-0.1029101366467422,0.4412830036097523,0.6177709027766719,0.34536075195012483,-0.042496469900908426,0.012926508937952347,0.12805387252018036,0.41936864194174694,-0.1440505227377698,-0.07646504081884292,-0.06365710546942918,0.2646446263221834,0.4395923230355018,0.05099915830220801,-0.18465847563443807,0.03245776184895298,-0.07017404088649451,0.08884619186885853,0.3157126308602312,0.2653837970971997,-0.0008448476737943976,0.001640085705480372,0.23986514866380848,0.14649104675513616,0.07976981122408268,-0.015667640600785442,0.06260765246237225,-0.341615470918194,0.023442091402487923,-0.08140989391414845,0.10626737836588748,-0.03382929352448738,-0.09733441820225941,0.1265692429574667,0.07359193805072067,-0.1544870855983821,-0.006526668599633392,0.024777985388184008
Parietal_Sup_L,-0.09218487557760043,1.0,0.24696235978593403,0.23199410166680456,-0.04196258087035087,-0.09974500675504178,0.023991689501551054,0.5724929707225567,0.06691536331148924,-0.16411118469199718,0.2094668117516848,-0.41102113734337176,-0.19265513131936118,0.6814393405548352,-0.009602341808595162,-0.3664636382249401,0.7934767372687029,0.09764511268814115,-0.06672137699280757,-0.09294633550252558,-0.13136611571882867,0.007112992091205907,0.08381752591451143,0.18988024036513604,0.13609832600798719,0.35028184880655816,0.7838397458152236,-0.08706422118823558,0.034318142938473094,0.22756331110068276,0.25903134274111766,0.3068749476235589,-0.03551397668033418,0.12367804440013554,0.14572871411511318,-0.288864590565753,0.5110412706405526,-0.2842198044763406,-0.14176263213141205,0.1019438747706721,-0.12367929901149079,-0.42125786296983964,0.05424503175482861,-0.04718782140630532,-0.026077696051571862,0.05780503299664136,-0.3605136641245663,-0.046491647587214545,0.04747892614858703,-0.12113591579320643,0.06441267045721248,0.5576047144872907,-0.11464600990622782,0.05455227375091733,0.1625183374761571,-0.34562547531786925,-0.024899298162383163,-0.2465127577862923,0.25826038261970824,0.0009765727378353221,-0.04489628263556125,-0.06847404578458509,-0.06484705253855397,0.09199537886526928,0.03665923115493059,-0.1464241564937924,-0.17920129341949534,0.20833178904817784,-0.06979041040589315,0.014915465393724375,0.5400824562230907,0.06468938573353555,0.03773958321651288,0.5468973768602952,0.052473799464780466,-0.3307882736802665,0.03393457276121638,0.43925191507031247,-0.016223672107307952,0.4103732288438875
OFCmed_L,-0.17012255312145824,0.24696235978593403,1.0,-0.04345453860419627,0.06547886066524229,0.043972734271459125,0.018258054395103366,0.09413768525749293,-0.06144515720357016,0.07834660623032644,0.11807346553069815,-0.2741559640795572,0.14812073554584068,0.09340883754491447,0.14689120775589862,0.043742962228152674,0.08375212043421149,-0.056714838605128215,0.1600327458659367,-0.05629263355038448,0.09374751237961916,0.3191514292965164,-0.059752559324085526,-0.21794465250613057,0.2049582844330257,0.4914456097466202,0.2288246372878795,0.20243639202432592,0.10284493047519819,0.5394828725036742,0.12639976259326638,0.4079045963059685,0.10626026493714122,0.15471928286197467,0.11091364926546562,0.011102298256238725,0.1799840039361991,-0.24472517844198544,-0.0011016459946532207,0.0769130636800775,-0.21843420699207472,-0.2555547019871952,0.28985273538747436,0.2119072551849478,0.07907876787759753,0.06513032076111402,-0.4052883855599799,-0.044527102808223744,0.3380538297219317,-0.06392788281042396,-0.18231708733417856,0.14891416825651824,0.1446266874646716,-0.030320258560013847,0.16832834168740235,0.10273828703892558,0.4627676112133045,-0.22804305882749246,0.6154418829219401,0.39251113395444254,0.057649434433341744,0.09135478159159324,-0.1085733076712074,-0.026047159420337786,-0.021732442909522705,-0.06582850584657872,-0.0943642515020918,0.04853049094533427,0.050130519566377464,0.3904559820031437,0.12355844995979175,0.2669758546403576,0.5318981786936563,0.1490887259687935,0.03526464485128378,0.03342026739580728,-0.14120458460591057,0.02817299595194922,0.03708903947660064,0.09712849454650548
Pallidum_L,0.04818554953719397,0.23199410166680456,-0.04345453860419627,1.0,0.1127348267966723,-0.19881246626510404,0.2862877998024305,0.45559633261016963,0.10454935094534461,-0.2432613042731731,0.33958897506248875,-0.02126671208112257,0.13749106808688433,0.148859804279954,0.06522617843818178,-0.11257857969502613,0.1983799701486483,0.21490033181970758,-0.1083475012207939,0.12730768919421123,-0.03562501197669967,-0.1716146153581851,0.4908065023355719,0.2522197064037603,0.3223688276525677,-0.035905387838496824,0.48315844942182584,0.21157829176408816,0.023207575810675816,0.00593601567134699,0.1851353889600984,0.09495092061519571,-0.28452002633980267,0.37479645477549184,0.37592736332663423,-0.16169804189859685,0.18102473421263549,-0.28218248927581413,-0.2394325634650167,0.641486226450802,-0.1335604996169691,-0.2476566081287124,-0.309232669080599,0.25336258712380566,0.3700667137786112,0.4035946112025851,-0.2693902411512085,0.490139862434491,-0.36097805934702354,-0.16044415460426306,-0.027738982285170192,0.3020811848135471,0.19721847957228839,0.07337687605318274,0.31224892933602266,-0.20257276506598454,-0.18639090085895516,0.01245224944180256,0.0921321218960737,-0.11212421325269194,0.45510251832628723,0.4848465650490954,-0.2597018061249233,0.11269623065832779,-0.3339468509255359,-0.05171010570637569,0.3271812671207497,0.2467086750662111,0.044533719056848796,-0.19900604050470905,0.42805992404555265,0.08936580798571078,-0.00880180226891601,0.38589894088772597,-0.04279449282666022,-0.2813557844185721,0.41355056630349507,0.30424033753613283,0.13130141515653682,0.2593074398971269
Amygdala_R,0.16823423400880277,-0.04196258087035087,0.06547886066524229,0.1127348267966723,1.0,0.6703896843257119,-0.5196440045160102,0.12086363769746238,-0.16427551279595637,0.030695531998734697,-0.48613144930345575,0.39039181121346217,0.27329267046409367,-0.23794898013784338,0.17337034778463503,0.36994158309170255,-0.14490004345756968,0.500624789352258,0.12327158788021994,0.5576337895127964,0.21951999321185475,0.3869701728457606,0.26467221889897485,-0.2382587513663557,0.4224251807667068,-0.20424549061632857,-0.09011570263703501,0.03092684117416921,-0.06691039332423128,0.4041009767668256,-0.1014895993042843,0.12373520348715884,-0.08061258497451643,0.5027075738702341,-0.4991303457094313,-0.40911633660929936,-0.35762654150893813,0.08604095832091871,0.02727208119155283,0.5665857390718048,0.5954858244218904,-0.1895213777752801,-0.08114769369546009,0.41995231124176075,0.0998757213151097,0.2928726335467103,0.09140353783877436,0.15130241458766416,0.2916483801904521,0.04239810317806249,-0.4388885588545231,0.05426408629707124,0.54962896662353,-0.21820055136372268,0.08334303947125875,0.44563832519423957,0.23993269555993474,-0.4380659472865621,-0.2564160367805394,0.19707785470280445,0.6132009297131753,0.01644514568894788,0.28087392135112865,-0.3053666667736695,0.10223072647080657,0.5745513238017582,-0.1463754443427681,0.03359938900875201,0.7062549220286806,0.31609963578567424,-0.4371743451350755,0.2680548217272737,0.30415424570282207,0.060797654792533885,0.12873388005382894,0.23597656604974682,-0.06381537782269815,-0.21326290039905627,0.10856690548932055,-0.44600971351896607
ACC_sub_R,0.05901841362990945,-0.09974500675504178,0.043972734271459125,-0.19881246626510404,0.6703896843257119,1.0,-0.6650646713365636,-0.1517203235541773,-0.09581552786512187,0.25638665320099974,-0.7728156488080888,0.3492565935585687,0.26293931756793787,-0.3587687954227406,0.36485329605786204,0.4708048782158413,-0.2411639770365845,0.4917275653501868,0.005332322227881416,0.5250116298796292,0.29067028335511774,0.5600630148640579,-0.07127824830785309,-0.38434155678124704,0.24484491945596285,-0.18918953319774334,-0.2597982490857121,-0.17402907341326493,-0.09428730390703854,0.44933271353406457,-0.1503096701012072,0.1358662461921135,0.27370513264345664,0.2981361832434076,-0.7998489568648809,-0.41822867500423905,-0.3786597039878377,0.18608026548597612,0.29672850579543614,0.056519295131835574,0.7583445875649155,-0.09181861631928007,-0.01520470098949529,0.25498904446350007,-0.17953933544388684,0.27002124920029247,0.3115920762684882,-0.24593625469596161,0.5080922342873601,-0.021230489738389,-0.36271930549838544,-0.23404722805389336,0.33822270486331196,-0.32807902521266485,-0.04849819940378427,0.6794902954971996,0.3937996923779136,-0.5545408894866038,-0.3687790969118462,0.19938298242171693,0.1946478135249017,-0.39765510758087635,0.5002893855310927,-0.34398617510396307,0.3970524333981489,0.6818673615430608,-0.44982543963339583,-0.15400151299656573,0.6277805328101597,0.48944465880695975,-0.6576826081324266,0.217516829356466,0.32704984916240404,-0.24181986305793984,0.08882069748712637,0.47735892252056594,-0.3055178440882167,-0.4839790831552944,0.18412063097229067,-0.6550256526886303
Precentral_R,-0.016535951991700677,0.023991689501551054,0.018258054395103366,0.2862877998024305,-0.5196440045160102,-0.6650646713365636,1.0,0.2810185410491417,-0.16544136125404532,-0.40607596919687233,0.6257838874237797,-0.30220626445101484,-0.26845260961544276,-0.03866846038876493,-0.3354365173589187,-0.3046318560454932,-0.12341005621222363,-0.47232004659670224,-0.05167654117838165,-0.4574939376822736,-0.09201289082183525,-0.5184834155310761,0.2259217291060049,0.36266577358534735,-0.21103839490537848,-0.023639510284977207,0.2282096716818566,0.2704781697492446,-0.22258997398769703,-0.3937890820866334,0.12937376104844384,-0.021298417407207094,-0.1663222596473515,-0.18316896347905512,0.7451251430717417,0.3954548249524834,0.6472772812037435,-0.25431378198107774,-0.21649158768624396,0.039280845344751354,-0.507665967239267,0.31895590231804166,0.07488539803567883,-0.09132119468223779,0.1359259952577668,-0.11695689251831237,-0.23455522276788235,0.19317593382300619,-0.47077168821362536,-0.04157747196169031,0.5182929238755792,0.2290407547700495,-0.13840461626785983,0.37570001531410774,0.4105944615888872,-0.5626569434119029,-0.2855744218595913,0.22246197673092621,0.3302460129041946,-0.09161323454086669,-0.2506594108751142,0.3809646480751741,-0.44296948330344527,0.7329992260757776,-0.3629855894635918,-0.5447507509889234,0.19103601067953668,-0.04016756859739092,-0.5707413860537638,-0.3580385218953808,0.47723111580965516,-0.17774963612749145,-0.07332270495189026,0.37457653452524553,-0.025626666248384947,-0.39773216429432195,0.11505675062504052,0.18709489654475495,-0.031006722513094203,0.3133629427609707
Cuneus_L,0.0656433859937585,0.5724929707225567,0.09413768525749293,0.45559633261016963,0.12086363769746238,-0.1517203235541773,0.2810185410491417,1.0,0.054347028754176664,-0.4490174140828528,0.21468600103329644,-0.2497377124177405,-0.2069259574992688,0.306307430532633,-0.10321394959727725,-0.5017510176510768,0.2991664990526457,0.2700292648221895,-0.0735879978437708,0.1586027501400446,-0.24616247574447805,-0.17860075608254186,0.48788263307502455,0.3790073292889355,0.09108530097766676,-0.0030172766721496373,0.5567995622316648,0.4281717056086392,-0.20524311453999966,0.06609127046017432,0.14174350339121503,0.1254591347999668,-0.34327645761219056,0.14867951169676197,0.2955212381371395,-0.2784666140686381,0.45735930170712785,-0.42794298127544184,-0.5051947355205976,0.5273672643950983,-0.1184084207517826,-0.2900676945449267,-0.2122231556053786,0.19439829689744828,0.11946288348994748,0.219084791565196,-0.2794619070807257,0.499894679588963,-0.3015734104982426,-0.08516762824638184,0.025620024602461888,0.8515566468483762,0.39211212973566956,0.4821237950528664,0.3989885023056949,-0.3933323203085813,-0.27982648373769803,-0.261508059187583,0.19938802966721636,-0.184350246789717,0.3415558623704643,0.43006395652975576,-0.30000828668690016,0.28170576131975067,-0.1368652447967819,-0.07988043638377608,0.1541451670139152,-0.10475525387210965,-0.11898805107126911,-0.2385074702426749,0.34363832335295963,-0.19359770726158185,0.04681015554070848,0.8080968299093053,0.273720163642771,-0.5208538389035113,0.23474933432503345,0.2981125384537279,-0.19025621709165008,0.18337320449089986
Rolandic_Oper_L,0.04317296978473609,0.06691536331148924,-0.06144515720357016,0.10454935094534461,-0.16427551279595637,-0.09581552786512187,-0.16544136125404532,0.054347028754176664,1.0,0.2985749003636959,0.011145791779954922,0.09000048338926303,0.10069482955386579,0.40045357347734867,0.36236259085144423,-0.09565775090444109,0.24279465521500343,0.3617804043615239,0.1881722901022355,0.21225877502184062,-0.17191766827454472,-0.06588469095742187,0.14487746244415176,0.16005808811949004,-0.0875857562311782,0.1453661425834492,0.1733875938675724,0.17735973624172646,0.14257196652420642,-0.046808434601319254,0.20753247526542548,-0.16620077752769713,0.14899602944504184,-0.1117399040067817,0.018843352869250228,0.000892805395406631,-0.23817022206441796,-0.09980499082203985,-0.005183386164782983,-0.11923559918093789,-0.1007371939167591,-0.16412195671159724,-0.2795228107436228,0.10176467529799388,0.1786298654151491,0.19918748113217363,-0.03729815454188013,0.280198964317317,-0.029045190033328172,0.07642300223771446,0.01587169207865271,0.10895500230143824,0.07815599212658635,0.27115577237523397,-0.18379263539931773,0.0974427569928209,-0.0468767129306287,0.2745514033334369,-0.03444198372077627,-0.11495536107722637,-0.03337246035978974,0.16714235211075035,0.10043857917042723,-0.26482847354259753,0.36814404867349987,0.1646947108664261,0.25211954460862046,-0.08482505504348072,-0.04196810613111685,-0.17264791319681236,0.1680207151574661,0.10285800611200495,-0.2601897402371841,-0.10167906213260093,0.26676029775134935,0.1602771031297609,0.22581634533125058,0.4767435977575355,-0.00863363799182689,0.28575832248110283
Thal_VA_L,0.09777220604917669,-0.16411118469199718,0.07834660623032644,-0.2432613042731731,0.030695531998734697,0.25638665320099974,-0.40607596919687233,-0.4490174140828528,0.2985749003636959,1.0,-0.18083089348122533,0.14833134109192125,0.4162958178675916,0.019804503097690978,0.61793356526897,0.47736797563305833,0.012656778733130817,0.06271683576821001,0.2810486404742505,0.27325541462008895,0.3468074782989286,0.29414031252191,-0.03668069011073013,-0.4335911780611851,0.16796334610115884,0.2572033653232533,-0.07712823642426214,-0.03996558939336961,0.23466129965939025,0.27231841520635997,0.17944107211839502,0.04551350313655222,0.48839390006993855,0.06516102359733841,-0.24193411461850384,0.12194934040651884,-0.45125154999248374,0.15256318915976752,0.37709280635127096,-0.3272057825670196,0.11874286347085725,-0.028062016219393828,0.30070642145332127,0.07851493241299666,0.21855209547862597,0.16091955921887344,0.19310379352099993,-0.1908829863748431,0.5617092360484843,0.12245662139068317,-0.17077216363708392,-0.4709660982729123,-0.12755641155441133,-0.06801100538779987,-0.1550761692389785,0.5079433486417992,0.43895978455477175,0.16493127691160908,-0.043504386975442295,0.36309141344664747,-0.11001387531885358,-0.1622226370752046,0.49449722302639726,-0.49095655811638605,0.3887494540197193,0.45525960157663065,-0.1509462302090599,0.08213740601862958,0.33415086093436003,0.35092431013135666,-0.14745116204184164,0.385727257312149,0.19168693354982108,-0.5806632624215874,0.12243473772172613,0.7144862896345673,-0.17414374112341335,-0.07452268390277665,0.2638022036845959,-0.014860641870197705
