,Fusiform_R,SN_pc_L,Temporal_Sup_L,OFClat_L,OFCmed_L,Thal_MDm_R,Rolandic_Oper_L,Frontal_Sup_Medial_L,Frontal_Inf_Oper_R,Thal_VL_L,Thal_MGN_L,Cerebellum_9_L,ACC_pre_R,ParaHippocampal_R,Parietal_Inf_L,N_Acc_L,Temporal_Mid_R,Amygdala_R,N_Acc_R,Postcentral_R,Frontal_Mid_2_L,Parietal_Inf_R,Thal_PuI_L,Occipital_Inf_L,Cerebellum_Crus1_L,Rectus_L,Caudate_R,Cerebellum_Crus2_L,Cerebellum_10_R,Thal_LP_R,SN_pr_R,Temporal_Pole_Mid_L,Putamen_L,SupraMarginal_R,Precuneus_R,Thal_VPL_R,Cingulate_Post_R,Vermis_9,OFCpost_R,Lingual_L,Postcentral_L,Lingual_R,Occipital_Sup_R,Vermis_1_2,VTA_R,Thal_IL_R,Thal_LGN_L,Thal_VA_R,Cerebellum_8_R,Temporal_Inf_L,Cerebellum_8_L,Thal_VA_L,Thal_Re_L,Cuneus_R,LC_L,Occipital_Sup_L,Fusiform_L,Cerebellum_3_R,Vermis_3,Caudate_L
Thal_MGN_L,0.03838679498269026,-0.17840565873663392,0.1971968451613408,0.06215771139767467,0.12195814060320337,0.0007578782603472936,-0.0031190228547583027,0.18164844602137897,0.12573067616933467,0.10469580905056054,1.0,-0.1331112719184231,0.18161196338456148,-0.06806570306051234,-0.07815303391288538,0.04276216696875818,0.04993152357556042,-0.014893579628094884,0.06533692474836714,0.11673603893520812,0.05249381001054056,0.031651178396317946,0.20752082432285093,0.11406910800956933,0.06638512393933908,0.04970931132495389,0.0106251454952908,-0.045705250390273074,-0.15466569045311074,-0.043665765906555555,0.03287487563376683,-0.2303305501693635,0.19225141281805416,0.03223762544193517,0.052699766120589846,0.044393498107876725,0.10270307269198006,0.08204936148926595,0.037551969041775046,0.09622757605486777,0.0028788696460045793,0.11616755859671571,-0.02436204626896443,0.027560810838612535,0.0400787827699445,-0.03338519717502421,0.08418858014086153,0.09008377471989532,-0.011589536903176925,0.19241930448194614,0.06586228848269379,0.22200063201077758,-0.00802736798530065,-0.07887033148510757,-0.020380390342359233,-0.0005519652782528874,0.2032591375565384,-0.0861750911266524,-0.022376849044143422,-0.011662156321875125
Cerebellum_9_L,0.35373295985732467,-0.12533929888586293,-0.10382169681161167,-0.07602703312410627,-0.434338410792444,-0.11095499602337124,0.23673443699247043,-0.13744382958000945,-0.3149022589817339,-0.12778613433763192,-0.1331112719184231,1.0,-0.4899845215667398,-0.16027759681298306,0.02586606829615497,-0.44706157781857636,0.31354250531518435,0.18739220603199677,-0.42738806847905275,-0.34192482278129016,0.24663627985909115,-0.3605830637283896,-0.3340696455430507,0.18298325071614185,0.4732188760966025,0.05747080075034234,-0.24543712087759242,0.7022141710253799,-0.1147289799191608,0.018901602594067438,-0.3866654724455671,0.0958240356078581,0.015816620922860503,-0.25440549722950084,-0.0809382649802114,-0.2663232284359398,-0.12711410689954428,0.3155252592288692,-0.32170358384270087,0.5145442228460358,-0.04002338649096107,0.4291716189791374,0.0542125245096215,0.34540649389677497,-0.050123470959282726,-0.07219146232613577,-0.21110889729398175,-0.17000037674671278,0.3762987826492132,0.031289272182175414,0.6346311111236519,-0.14758095308870184,0.02981285493654413,0.04949082539438919,0.13811217540546905,0.159198961823092,0.19808111305482068,0.1483934401476359,0.22543943051683618,-0.022869994331417468
ACC_pre_R,0.1431627225352147,0.08487245399213915,0.027099088226585914,-0.09711659575670403,0.5318981786936563,0.35899940033329647,-0.2601897402371841,0.3385488608553614,0.534461388182596,0.4328358155980389,0.18161196338456148,-0.4899845215667398,1.0,0.4742439040330851,-0.18251890454945674,0.3843167557152034,0.2462774314264554,0.30415424570282207,0.5952521556468575,0.21125689210926188,-0.33994548025995336,-0.014428202706675641,0.23283739186973834,0.12395388156952125,-0.11706890648313029,0.03350855125952209,0.5411134772716545,-0.23273305387228624,-0.09570040270575023,0.13491278574949403,-0.039724881346151326,0.1697427263339274,0.15580929145929953,-0.09164141426812909,0.09617065748138609,0.44940002805253454,0.4132805331223478,0.23099887864582247,0.37615600581786424,-0.15343643326109996,-0.19348460618119717,0.09284002981841784,0.028160460876191052,-0.08920408257760702,0.30494385686963005,0.22434433785837837,0.1322946118394232,0.40500243730556956,0.13773239786760613,0.14561985437065955,-0.0894035746134477,0.19168693354982108,0.04204158480525699,0.040282079973106864,-0.2092126571960862,0.021570573537894766,0.11995943503296423,0.10626737836588748,0.12120856716280086,0.0023581031982390713
ParaHippocampal_R,0.26999809104495565,0.10167274836613156,0.2702938180281183,-0.03709965850151888,0.34492261793442186,0.3611573807572039,0.07658339818523856,-0.1525169290105752,0.20390770113286316,0.5786662266332276,-0.06806570306051234,-0.16027759681298306,0.4742439040330851,1.0,0.10115941105323252,0.6579313721036497,0.1382281240432174,0.5784412391764218,0.7726957101078203,-0.3772620050935951,-0.3157128199337665,-0.44107479395239224,0.3230393661907739,-0.2924312406977167,-0.42204207010229455,0.2889199884538331,0.6666860157597462,-0.33962585037074733,0.29345124915846554,0.6041723513446476,0.24954781913293264,0.19655790710716886,0.1970059402210767,-0.5739204836044358,0.06242097904250317,0.5846358931412359,0.2302279470811979,-0.02785152724784658,0.4475998917553826,-0.1639783785930943,0.003257362722992652,-0.15256010415031962,-0.23075527675164953,0.06911385487890682,0.26863588732467414,0.40567708210509806,0.17449841552745543,0.3848788895235248,-0.1329243088910957,-0.033066625762649106,-0.1935207675688288,0.42370171366334164,0.18140289161740672,-0.014510048639289091,0.006717485760097476,-0.17979891942704782,-0.0010835284814598386,0.10865885530173351,0.13742641621430707,0.4923972431171601
Parietal_Inf_L,-0.026447980940345495,0.19870571058316988,-0.0935701160690413,-0.32893388890906256,0.08375212043421149,0.16645833783784728,0.24279465521500343,-0.010751286978006239,-0.2290903677917788,0.0674285440798508,-0.07815303391288538,0.02586606829615497,-0.18251890454945674,0.10115941105323252,1.0,-0.02866796279788413,-0.007523864273937402,-0.14490004345756968,0.045602234255467555,0.034119688958953814,0.1906820224271109,0.14647478090028304,-0.05125661028730999,-0.27660511150848993,-0.35392687082390345,-0.12139141440273785,-0.1827792042435265,-0.12928858128027768,0.2571413467120818,-0.09791994185828204,0.27329295692026734,-0.10219393327396276,-0.06696815933336424,-0.22516154840877067,0.6906694288528359,-0.08525818231584645,-0.11464673227429852,0.0626608118032205,0.4366523791520328,-0.07799990255205974,0.9203077074632388,-0.015177111658566703,0.17976813263822425,-0.3550773130120815,0.07957150684743071,0.04609564733115471,0.1901682340661165,0.10765453185882538,0.16923322195344526,-0.5890005140556646,-0.27085979176122826,0.012656778733130817,-0.23414461469993014,0.3013200121445771,-0.32076283934085814,0.2337601231898405,-0.21042460553840528,0.015265136248201633,0.12821476306459814,-0.09761278445245271
N_Acc_L,0.021358817378614187,-0.21010669651076677,0.2899385328036333,0.04828114264228352,0.3904559820031437,0.35460641273462784,-0.17264791319681236,-0.029712000695944204,0.22202984341013865,0.3067530740275721,0.04276216696875818,-0.44706157781857636,0.3843167557152034,0.6579313721036497,-0.02866796279788413,1.0,-0.13217310521876918,0.31609963578567424,0.6338424417866192,-0.2097701684590491,-0.2163538237926631,-0.2022994093377086,0.6611506728067367,-0.4218934179822332,-0.5072754507024713,0.09752427192759615,0.4763703698895453,-0.4738251563424981,0.39701270810562844,0.30815530319386064,0.5603122022396408,-0.1796088952398261,0.3840712793883145,-0.3292225067238386,-0.03193446510067539,0.47251164514975497,-0.0021557337208952857,-0.23392142771938612,0.44316148269813976,-0.2596100589590558,-0.083588287665443,-0.35014518169399994,-0.3338579975376288,-0.2410717759200502,0.02880915896772819,0.1673476064192144,0.4349838197535476,0.49240573202843396,-0.29689133493336817,-0.02755808877415098,-0.48116525515843855,0.35092431013135666,0.03274578021311589,-0.07719946119605478,-0.04224117200923502,-0.3914942033576187,-0.020262085833031632,-0.341615470918194,-0.24315862428530127,0.29216473792970105
Temporal_Mid_R,0.7332581026791202,-0.043847021904179106,-0.22873771631641507,-0.24050329374907037,0.0769130636800775,0.25859879020063914,-0.11923559918093789,-0.12971286884680674,0.09143693539375546,0.0018729792327258465,0.04993152357556042,0.31354250531518435,0.2462774314264554,0.1382281240432174,-0.007523864273937402,-0.13217310521876918,1.0,0.5665857390718048,-0.17616718138765594,0.27146406858162603,-0.2515967178048627,-0.010351588255917997,-0.43110015108971284,0.21229597600850197,0.12858890892780134,0.014173343072397912,0.31318187638177525,0.2791863610528023,-0.2706732951389374,0.06708388308097109,-0.30666774744162406,-0.021159534517264583,0.42100436588970747,0.005692536127940559,0.31141639888061523,0.09463423991107019,0.2644162436746778,0.48136258654594255,-0.13556526226616064,0.5202073708863518,-0.10829649579345967,0.5420719588348059,0.47340572510034584,0.1957463605747907,0.004632040496685184,0.348924898697277,-0.24285526414717673,0.434273739180733,0.35263353426573135,-0.12180097387587843,0.3395684510062723,-0.3272057825670196,-0.11107563996648813,0.4247595081832796,-0.09757063665841864,0.41620821917466544,0.2009151046904543,0.26422005752968836,0.5058319640030678,-0.28779250835880205
Amygdala_R,0.5006462447194592,-0.03908846258957297,0.28087392135112865,0.09140353783877436,0.06547886066524229,0.06536915565690733,-0.16427551279595637,-0.454774039872485,0.03277475008515345,0.17337034778463503,-0.014893579628094884,0.18739220603199677,0.30415424570282207,0.5784412391764218,-0.14490004345756968,0.31609963578567424,0.5665857390718048,1.0,0.2916483801904521,-0.2988614430493129,-0.4380659472865621,-0.35762654150893813,-0.03671523008038339,-0.06379627796655553,-0.17638265071887027,0.35606575530144846,0.7082971117638767,-0.09822322688871414,-0.09201475771236779,0.5745513238017582,-0.13666839903003444,-0.03543503902057883,0.33980712933956125,-0.3053666667736695,-0.09011570263703501,0.30148116706697653,0.08674858793752419,-0.014847440756415477,-0.20424549061632857,0.15130241458766416,-0.27498645079841494,0.01644514568894788,0.060797654792533885,0.39039181121346217,0.12327158788021994,0.2928726335467103,-0.17833743620394013,0.4224251807667068,-0.18087148654185317,0.031117711315459578,0.15477744573900346,0.030695531998734697,0.09607081922208881,0.05172281069024057,0.18731360308352918,0.05426408629707124,0.03092684117416921,0.16823423400880277,0.26467221889897485,0.34917627696036196
N_Acc_R,-0.06397290462593445,0.27859374921326807,0.29727990456383196,-0.025388936102169055,0.3380538297219317,0.32857363314681765,-0.029045190033328172,0.09064467119319321,0.42757393619062806,0.5784882976301504,0.06533692474836714,-0.42738806847905275,0.5952521556468575,0.7726957101078203,0.045602234255467555,0.6338424417866192,-0.17616718138765594,0.2916483801904521,1.0,-0.26747447140500147,-0.1897335054869471,-0.3107284271919809,0.5731642876788574,-0.39192947324647653,-0.5120767024445414,0.3424158265588016,0.5882931759098862,-0.47837258952042694,0.3291064109392458,0.4030946247515006,0.30704657732539636,0.19948769156941792,0.05423732452169452,-0.4106161858885647,0.009541947156337454,0.601540741699211,0.30857473920284756,-0.12436690281489342,0.5827287628225517,-0.4719009007718898,0.03680510063777372,-0.3326222907401858,-0.39551830864540827,-0.0047338950335560435,0.37066119040101647,0.18108287535651246,0.3082984246778679,0.2889480225686854,-0.16694842277364563,-0.02487198735752002,-0.330876166886474,0.5617092360484843,0.1368228382260098,-0.3080907222593787,0.02116721199784456,-0.38263090909905184,-0.21898761215092072,0.12805387252018036,-0.07539610767190429,0.43390201238940873
Postcentral_R,0.09026136432286787,0.0663009649511061,-0.5252284728712625,-0.3945756235111097,0.24578783681490726,0.19261181247989306,-0.23018336306945925,0.33336313893907193,0.2523770433389657,-0.2434630750359888,0.11673603893520812,-0.34192482278129016,0.21125689210926188,-0.3772620050935951,0.034119688958953814,-0.2097701684590491,0.27146406858162603,-0.2988614430493129,-0.26747447140500147,1.0,-0.12412632523141676,0.7904216306724967,-0.3056579013797357,0.3583770042982486,0.1980831880533384,-0.5097613289617476,-0.2731564893037391,0.09205861468105768,-0.34478234338957725,-0.5292847570639437,0.01207610120189831,-0.016956169241318094,0.035505372066920136,0.7207187460419741,0.48215726873182824,-0.21137204631051643,0.11460275592352195,0.39643361088784923,0.1499766264494248,0.12950982012479512,0.06724477264145536,0.3363493691031558,0.6196934177257836,-0.40071109929969795,0.03948809641135954,0.009659355398628265,-0.09283432055803673,0.05658231213231151,0.3204965765153202,0.016813729420000458,-0.01753782747520591,-0.45908230818792034,-0.21967642090314177,0.5121196068436289,-0.277635378181042,0.41905487001457564,0.20526209252455022,0.005297259764545155,0.20934575924470167,-0.7036671602004194
Frontal_Mid_2_L,-0.04805814459923576,0.14892981069374664,-0.0914526073141263,0.03258816275505571,-0.22804305882749246,0.24615380622362934,0.2745514033334369,0.5503282251696271,0.07323253243060635,0.059319830856818044,0.05249381001054056,0.24663627985909115,-0.33994548025995336,-0.3157128199337665,0.1906820224271109,-0.2163538237926631,-0.2515967178048627,-0.4380659472865621,-0.1897335054869471,-0.12412632523141676,1.0,-0.3220806709198268,0.3054546011599264,-0.16474782802690566,0.16418538466849533,-0.17038719501994964,-0.5382501216129304,0.36999226232175597,0.2226274309590126,-0.1900569729844785,0.2343617199563368,0.003229706285702313,-0.10714532127840946,-0.20696633034662823,-0.056994372557472306,0.05042760846750217,0.029243196286396298,0.2649609920148886,0.172289687229458,0.055958691156751936,0.3595116183956453,0.20631188028621578,-0.42338919371904854,-0.0697204884077612,0.08578702111890445,-0.07684806908723446,0.26687128922635595,-0.1869519472365157,0.37596503261710523,-0.10791917594365501,0.03716027683941198,0.16493127691160908,-0.21783805936283704,-0.25079220342556496,-0.22561693556733267,-0.2970193732759316,0.04360598115500273,0.03245776184895298,0.1326451937827853,-0.25563385575266645
Parietal_Inf_R,-0.20389813955150166,-0.04245993883701899,-0.30219861612076593,-0.24190595036484872,0.1799840039361991,-0.209198043726064,-0.23817022206441796,0.030233920128040503,-0.15573100557511718,-0.42323900478316073,0.031651178396317946,-0.3605830637283896,-0.014428202706675641,-0.44107479395239224,0.14647478090028304,-0.2022994093377086,-0.010351588255917997,-0.35762654150893813,-0.3107284271919809,0.7904216306724967,-0.3220806709198268,1.0,-0.38974107117635753,0.33731649598654334,0.0975443014244301,-0.4135127972048903,-0.3102390071442727,-0.11354464198900148,-0.35327970476370996,-0.49263362599423327,0.024598202601744727,-0.12965361330940134,-0.10705700064873327,0.8408525313994815,0.4310286649666649,-0.47300152720862554,-0.14495168789797233,-0.04218136808551553,0.011098705813362562,-0.015227076415311031,0.10996627318746706,-0.007750005410678767,0.7296469108471677,-0.339237010337991,-0.1659830311901363,-0.1632188486381778,-0.1537922292739793,-0.14711378780348552,-0.043838631686577346,-0.009207258735464819,-0.11873125469558517,-0.45125154999248374,-0.09686470191484974,0.4761106659801704,-0.07301723267346857,0.48990478639673135,0.043295259160743726,-0.15884446311974293,-0.04261957752157629,-0.41357921862593683
