,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_R,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_L,Frontal_Sup_Medial_L,SN_pc_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_MDm_L,Postcentral_R,Thal_PuI_R
Vermis_8,-0.1946706137813561,0.3953800559412075,0.2307472337435441,0.028409744098703532,-0.3954831715247999,-0.2542608271919835,0.3239016466801322,0.5651447108964838,0.42718634240457865,-0.20082507893792384,1.0,-0.024264572262786045,-0.01949423546518741,0.44827893781539585,0.8947553693079031,-0.060920920407507684,-0.4760594586861836,-0.1639795537500749,-0.05533976681083181,0.3506621237603149,0.09799309653276021,0.6036350566390585,-0.00021515584426427397,-0.07782540270163428,0.8097241405979706,-0.2865891710224034,-0.31448333942940093,-0.15963281168370907,0.27678662103232965,-0.038908327752565565,0.26041601005078424,-0.4886611170830421,0.19895482903415757,-0.08901774565277136,0.5918608383032419,0.09438517458417814,0.4034318957076692,-0.013774133442723728,-0.2365925014848103,0.1834703729562209,0.3169982925216194,-0.2179068208180867,0.07743796092100902,-0.289961487209811,0.2837573113533877,0.31977338294173435,-0.041259626647790544,-0.5549074311418806,-0.04505638799094639,0.7404485155889596,-0.18158422711702815,0.6058960145180816,-0.24353103299065185,0.09393100724868161,0.3269660631981141,-0.44528548763915876,0.6999255339615256,0.24305285682781144,0.38438626770290496,0.1512132432589603
Thal_AV_L,-0.2397027084130973,-0.059231905526729876,-0.22850099766536575,0.10147120705914234,0.012904844453795838,-0.21594932202273967,0.2700292648221895,0.12115196043326351,0.28899269104882486,-0.005539283667857777,-0.024264572262786045,1.0,-0.22156599042733297,-0.12458956749049718,-0.01752024486360322,0.500624789352258,0.2763389889138822,-0.0038359035142239563,0.3664125044856858,-0.3477605059514885,0.18583061398915454,-0.354584665573577,0.32727085114151405,-0.1621957633962886,0.005436396469093735,0.28811123930861404,-0.05981902346570027,0.09764511268814115,0.0032322394109645667,-0.30764955538443095,0.13582918310552458,0.4348227242338124,0.16979087971283788,0.09826711649732908,-0.49803804893883147,-0.21020997962845744,0.32757652889312133,-0.37976693738937317,-0.21833005179062387,-0.4403504905057291,0.23561103062876007,0.24937448920903027,0.3305515474558392,0.5034384013714729,0.09287988743966624,0.32959272529896755,0.029727002847146716,0.5572441161499208,-0.2163237872415004,-0.021324081429072838,0.06271683576821001,-0.5426592725088984,-0.16253250808293238,0.22582894948282156,0.21490033181970758,0.28668555476351765,-0.005685147165121097,0.34928933898478626,-0.3169851752681314,0.07946942887317439
Thal_LGN_L,0.1455190247036597,0.3784211165366304,0.4080569189665197,0.06446505598137765,-0.022353702494619113,-0.13026513737406334,-0.2854108450531203,-0.17166696236179116,-0.08336880168215027,0.32232067518398244,-0.01949423546518741,-0.22156599042733297,1.0,0.11415523519977838,-0.04477176419136706,-0.17833743620394013,0.19882152609911363,0.4349838197535476,-0.002709414536212744,0.29984876186252024,-0.4340893234458429,0.3782395501262226,0.2920628822282817,0.26720762939641535,-0.14099098985848976,0.11502221304567947,0.5090292687008233,0.024951463589184247,0.07773693444451435,-0.2953392528764467,-0.012243536853632657,0.05492132754776511,-0.4195478097635751,0.3067002627952082,0.23631132359613127,0.3724425991790886,-0.24285526414717673,0.26701987219889284,-0.14371950149649312,0.13698092814690985,-0.0963323296861959,-0.15596937924821003,0.37691478341353946,-0.006101111032215316,-0.005910707529584112,-0.3913166303626415,0.33859641680986535,0.0305528956653432,-0.1537922292739793,-0.02583445604972404,0.3066706412348542,0.268446289723152,0.4765321425744731,0.1448567661658392,-0.012572537629270436,-0.04885590294412198,-0.011882068844435666,0.2804844688888703,-0.09283432055803673,0.38042710370579336
Paracentral_Lobule_R,0.10452288691501219,0.4853630946838373,0.5602315058498963,0.14473426969954517,-0.6341509117456609,-0.022708443521479483,0.5104466514567271,0.4208461705054727,0.11576723821011167,-0.16397660136837702,0.44827893781539585,-0.12458956749049718,0.11415523519977838,1.0,0.5417914382815158,-0.29451120050083224,-0.46132533164406797,-0.1267209550953735,-0.2497230592068371,0.6989401719263022,0.10162601384736915,0.6551075537420007,-0.015619004996268513,0.573290686733627,0.3973470147159371,-0.2410069638718826,0.02938517438784936,0.5973643280461381,0.8585603726706329,0.14305339034954392,0.09658191522454264,-0.5424357721986723,0.3800745396054881,-0.11283977482436641,0.700706021587593,0.16461212336114645,0.21625637985094767,0.030275892301468276,-0.4307441434237949,-0.004720395088734253,-0.2066170042534124,-0.5046058858904126,0.12660832854619322,-0.37502776061927784,0.11130750622214934,0.4071057638072842,-0.051871036491634416,-0.508830805069624,0.4168702101315403,0.4521795118475484,-0.14937056971910434,0.37753107118574475,-0.0603381245896991,0.1633434440428716,0.4390041027441296,-0.42963470286700245,0.30965010168358964,0.17527960305965526,0.6183617434509024,0.045560925419345054
Vermis_9,-0.020148254824337124,0.4834346831445198,0.30583572067558135,0.18510998392442982,-0.4490583181369177,-0.3165749799360471,0.39729468172292465,0.6093871830749874,0.5048557170318636,-0.10480787437809454,0.8947553693079031,-0.01752024486360322,-0.04477176419136706,0.5417914382815158,1.0,-0.014847440756415477,-0.4917245063190733,-0.23392142771938612,-0.12675134081614955,0.4571737573201615,0.12757102233540618,0.6326227495205381,-0.003772879130224113,0.0932139745565284,0.7775048744204583,-0.22505949766762334,-0.27942667992427644,0.0028670143754550366,0.4499463988198505,-0.059898253028776896,0.33647313500526177,-0.4845110609712168,0.22661909920050832,-0.17179278892484562,0.6362814255973421,0.1303116302433101,0.48136258654594255,-0.014430968332948964,-0.3284192883006699,0.13991822027704173,0.11411505670382392,-0.1630034408936585,0.1628207723955736,-0.25953676237834844,0.3911943087223838,0.34865588290975513,0.04423230344581996,-0.5289528122414553,-0.04218136808551553,0.7857275715716604,-0.1792325971634284,0.557389809069546,-0.170637165161995,0.17393518503689348,0.3810814701607137,-0.352867490169198,0.7253338853808599,0.2989895388032723,0.39643361088784923,0.1525542438277273
Amygdala_R,-0.03908846258957297,0.06536915565690733,-0.20424549061632857,0.5027075738702341,0.09140353783877436,-0.4388885588545231,0.12086363769746238,0.1361316667322394,0.6132009297131753,0.20463703852307819,-0.060920920407507684,0.500624789352258,-0.17833743620394013,-0.29451120050083224,-0.014847440756415477,1.0,0.28087392135112865,0.31609963578567424,0.09607081922208881,-0.44600971351896607,-0.2382587513663557,-0.2887200320991203,0.3429193742488556,-0.27498645079841494,-0.14249268515021984,0.7062549220286806,-0.09201475771236779,-0.04196258087035087,-0.12026683189011363,-0.3053666667736695,0.12227518872609897,0.5946074307837764,0.060797654792533885,0.23993269555993474,-0.48613144930345575,0.19707785470280445,0.5665857390718048,-0.08114769369546009,-0.1895213777752801,-0.40911633660929936,0.031117711315459578,0.39039181121346217,0.17337034778463503,0.5745513238017582,0.41995231124176075,0.05426408629707124,0.30148116706697653,0.34917627696036196,-0.35762654150893813,0.020173778024926172,0.030695531998734697,-0.454774039872485,-0.08061258497451643,0.4041009767668256,0.1127348267966723,0.35606575530144846,0.133818162820659,0.3062136046091435,-0.2988614430493129,0.27329267046409367
Temporal_Sup_L,0.004026436783548475,-0.18479298256480395,-0.23287926775890827,0.009012344598638013,0.5655871329247951,0.1722872578047952,-0.30000828668690016,-0.3403716532695184,-0.18513370828338457,0.21986978889967088,-0.4760594586861836,0.2763389889138822,0.19882152609911363,-0.46132533164406797,-0.4917245063190733,0.28087392135112865,1.0,0.2899385328036333,0.24767422804279532,-0.32136092941206185,-0.16056239354285728,-0.4930374386476376,0.45253797397004697,-0.0074991221229722,-0.5148751495146779,0.3974338574228177,0.2541213066270315,-0.06484705253855397,-0.34195234716893863,-0.2689794619820965,0.16927987436298692,0.527479259968219,-0.3383308199657698,0.4004120580170345,-0.4493584138814429,0.043798105142863766,-0.22873771631641507,0.39980224617722776,0.3181371846925198,0.08016791796232897,0.3165175752085246,0.4257246957949299,0.3700519829294325,0.5940053716271025,-0.04287123732455631,-0.22801071560623196,0.22285944908648808,0.7368134544894156,-0.30219861612076593,-0.6021340626189771,0.49449722302639726,-0.3076091959083148,0.2966966568971478,-0.022549165256871243,-0.2597018061249233,0.40701039657259896,-0.446903609158361,0.1718920438219351,-0.5252284728712625,0.09880701493439142
N_Acc_L,-0.21010669651076677,0.35460641273462784,0.44316148269813976,0.25541402396227963,0.04828114264228352,-0.3272183744709695,-0.2385074702426749,-0.22508432084532656,0.06027517537629243,0.17843405623579367,-0.1639795537500749,-0.0038359035142239563,0.4349838197535476,-0.1267209550953735,-0.23392142771938612,0.31609963578567424,0.2899385328036333,1.0,0.03274578021311589,-0.2082322099288583,-0.7741626612211386,0.0549864490906483,0.501171301708031,-0.083588287665443,-0.4174361604222606,0.6263145204464721,0.39701270810562844,0.014915465393724375,-0.10979812930275912,-0.3292225067238386,-0.146588149166983,0.4858422187450719,-0.3338579975376288,0.6670149439504299,-0.2603095082146069,0.5985477575228213,-0.13217310521876918,0.39187865832921626,-0.1361667017354277,-0.1193179656542701,-0.02755808877415098,-0.2410717759200502,0.3067530740275721,0.30815530319386064,0.10440439675435612,-0.3914942033576187,0.47251164514975497,0.29216473792970105,-0.2022994093377086,-0.3164291977755022,0.35092431013135666,-0.029712000695944204,0.2884869060067191,0.5022094727965548,-0.19900604050470905,0.09752427192759615,-0.20310030804745932,0.4336518854427663,-0.2097701684590491,0.6054103486514895
Thal_Re_L,0.01411200259083469,-0.16659121937340957,-0.19030105785393828,-0.17062463591893626,0.18492337578814527,0.03497500679236761,-0.0523484681203725,-0.04238791829546029,-0.10100093756196019,0.10907075929711059,-0.05533976681083181,0.3664125044856858,-0.002709414536212744,-0.2497230592068371,-0.12675134081614955,0.09607081922208881,0.24767422804279532,0.03274578021311589,1.0,-0.31684162564207446,0.06453924217607067,-0.27003159246826336,0.18696121821549727,-0.2530346951517571,-0.1058498758678297,0.04046899005278003,-0.047662857045683266,-0.16105236588282676,-0.2448574913186853,-0.09046835381571938,0.030686293729173173,0.30191581320064814,-0.07961358807326634,0.14110938182069457,-0.3310136699665696,-0.02732683289678673,-0.11107563996648813,-0.13839488648501,0.033611740197976796,-0.09771445388912878,0.36681670944539624,0.18879483985239437,0.2313871710607096,0.3053240781740756,-0.10255097931055834,-0.004700109798545228,0.024673416083265884,0.3701718826800846,-0.09686470191484974,-0.14423717665120445,0.28232063416998765,-0.17668489475255597,0.149471946090458,0.12178034588934279,-0.12984174787983913,0.127424522811391,-0.09737261740774579,0.16214196514266974,-0.21967642090314177,0.01789348778259177
Precentral_L,0.21797810381926397,0.39073697493881054,0.543505103497261,-0.059355633112130476,-0.44118538200975427,-0.005103646743339409,0.18337320449089986,0.2803411328571223,0.0157918805523689,-0.122475751005591,0.3506621237603149,-0.3477605059514885,0.29984876186252024,0.6989401719263022,0.4571737573201615,-0.44600971351896607,-0.32136092941206185,-0.2082322099288583,-0.31684162564207446,1.0,0.08990967214739917,0.720109744823217,0.0011417629015426194,0.8127308100003794,0.41057795009753606,-0.30997723157767637,0.19938929701801503,0.4103732288438875,0.5725662767635534,-0.15610810724707425,0.03807457907189998,-0.6839430352272474,-0.0035819667972093396,-0.28839057455665046,0.8319567138676743,0.12130508421329661,-0.038345662621024706,0.11509847263277194,-0.3346316879350774,0.2926484441977691,-0.350241833973579,-0.42394558060176785,0.07856623708856968,-0.33548534641755984,0.008307312474751517,0.1303802029794529,-0.08181951982650457,-0.4539416829489833,0.06376333255088285,0.5291831572869039,-0.014860641870197705,0.5542495245170559,0.11469932745640952,-0.09196521218583875,0.2593074398971269,-0.389606660958279,0.29203326578664174,0.03899600788736607,0.24525532708641934,0.030226659769629023
Raphe_D,-0.021241498129357064,-0.4863232165975805,-0.4234734658271144,-0.35408487826457935,-0.08525287411633904,0.4832841586335391,0.3790073292889355,0.3821164113977348,-0.16754138660656895,-0.2648264909350677,0.09799309653276021,0.18583061398915454,-0.4340893234458429,0.10162601384736915,0.12757102233540618,-0.2382587513663557,-0.16056239354285728,-0.7741626612211386,0.06453924217607067,0.08990967214739917,1.0,-0.19743584838953895,-0.3542908375231317,0.048181110767026,0.4009468405850691,-0.6479029162108617,-0.5149839795674073,0.18988024036513604,0.1540436537053409,0.42295422564858376,0.10483900069718685,-0.42244954497520426,0.5533623521082516,-0.42299614868727137,0.14122018534729114,-0.6753462788490656,0.1542356964125,-0.421243965202596,0.13129805604975223,0.052557376097837366,0.14627981964466719,0.1359337264040006,-0.4114002100404416,-0.2982943583433071,-0.2659319425136437,0.6143629107215735,-0.6631660490690816,-0.20642629856587671,0.40984861107933657,0.19023990658661516,-0.4335911780611851,-0.06287052971426983,-0.4120572401166937,-0.40925175047786155,0.2522197064037603,-0.21316505911386233,0.10916303129270062,-0.5039381758967366,0.26971257993548536,-0.70242377746733
Frontal_Inf_Orb_2_R,0.14262468325010816,0.6407545338291408,0.690476524466992,0.1935133568068449,-0.49106893988550704,-0.3088613406433068,0.1533696120504824,0.36355290723441086,0.26900193645910325,0.03289533343157317,0.6036350566390585,-0.354584665573577,0.3782395501262226,0.6551075537420007,0.6326227495205381,-0.2887200320991203,-0.4930374386476376,0.0549864490906483,-0.27003159246826336,0.720109744823217,-0.19743584838953895,1.0,0.10104080941975006,0.3958686103079403,0.518504755170951,-0.17462604814814814,0.19625706065167736,0.145649389444949,0.5138054359640203,-0.15740801771715965,0.03218636523131993,-0.4784862985384309,-0.006360085344926298,0.008501513897272439,0.8005536656725147,0.38671139337433846,0.1410504462974125,0.15565832221691647,-0.48834162843200835,0.16046098054820912,-0.23808202079058988,-0.45897986073474695,0.22996541782449895,-0.3304814251429401,0.24578786462707208,0.01524775364893741,0.15317032101760797,-0.5708935974976326,0.006514586305277736,0.680534126255818,0.004763397306971645,0.728424429032045,0.16236888516737227,0.2758788844570529,0.2737636697301505,-0.4034045361964763,0.47947581304414694,0.2827695943676991,0.35092581013598423,0.28386713607052244
