,OFCpost_R,Thal_VPL_R,Temporal_Sup_R,Frontal_Inf_Orb_2_L,Pallidum_L,Precuneus_R,Pallidum_R,Precuneus_L,Thal_LGN_R,Vermis_7,Cerebellum_4_5_L,SupraMarginal_R,OFCant_L,Precentral_L,Vermis_10,Caudate_R,Thal_PuM_R,Cerebellum_Crus2_R,Thal_VL_R,Cerebellum_7b_R,Frontal_Sup_Medial_L,SN_pc_R,Thal_Re_L,Paracentral_Lobule_L,Postcentral_R,Vermis_1_2,ACC_sub_R,Occipital_Inf_R,Cerebellum_9_R,OFClat_L,Frontal_Inf_Tri_L,Thal_MDm_R,Red_N_R,Cerebellum_7b_L,Thal_VPL_L
Cerebellum_4_5_L,0.2179811903356384,0.4851145466237848,0.39939865555579834,0.07396809194940371,0.3398949669554261,0.3290765233722617,0.03479715677605874,0.29351272861540567,0.2534027831037946,0.29920479491806456,1.0,-0.2660456484896972,0.07414079462653127,0.23010245375592783,-0.13618964051297827,0.10608549541156989,0.34903289428893564,0.3516542869642815,0.5470707212234209,0.2430816251903341,0.22503144036242795,0.11239016229097203,-0.0016208400252867175,0.25010672241530124,0.0776133810294515,0.10940093844817113,-0.026545886919545025,0.20360416479443755,0.2864522100083457,-0.1675379691804039,0.15443343486829972,0.6195294580035526,0.17254995969660625,0.2199450463102366,0.3318366257022965
SupraMarginal_R,-0.2574425153110746,-0.3952835251528335,-0.11379995564090792,-0.07310655903346687,0.11269623065832779,0.0845945017792591,0.07064839784839673,0.15730356112590332,-0.09856806606700134,0.043861776304451726,-0.2660456484896972,1.0,-0.14359726041758986,-0.15610810724707425,0.26023005125523835,-0.27548681940279324,-0.565295160614568,-0.2766635105555884,-0.3904541903444344,-0.17453003173911294,0.028186335221810417,-0.2727117282808229,-0.09046835381571938,0.12260523344022389,0.7207187460419741,-0.0354587188349199,-0.34398617510396307,0.10273272671771234,-0.18999931163272746,-0.04023493700016391,-0.2435283282994655,-0.2921963916554033,-0.17440596775357906,-0.062377533080480205,-0.37551840382797075
OFCant_L,0.4485124139311017,0.25702865998627933,0.26274977272857203,0.22280819385945555,0.09495092061519571,0.3178702143179559,-0.26919242660840365,0.3343201010724821,0.18592708316411072,-0.003934290119868051,0.07414079462653127,-0.14359726041758986,1.0,0.13722170890351307,-0.2524135744096501,0.22238629231360532,0.07234431445538016,-0.05925824452691076,0.3442442320211532,0.048696776156759825,0.23447052442458102,0.16746088750853894,0.02351198236617781,0.1764904535429444,0.2341189861929756,-0.28797042392218175,0.1358662461921135,0.22850411124558306,-0.019699632687924587,-0.20862087973030902,0.386221423910233,0.33482755657488006,0.14545365466346935,0.023392355478974017,0.14569183805617927
Precentral_L,0.543505103497261,-0.08181951982650457,-0.059355633112130476,0.11509847263277194,0.2593074398971269,0.5515945859567907,0.07651059082801856,0.5725662767635534,0.03436581496837471,0.41057795009753606,0.23010245375592783,-0.15610810724707425,0.13722170890351307,1.0,-0.49423837844290414,-0.5549310137113969,-0.19839688152166363,0.44466861544753306,-0.1665801667566635,0.5030992696053692,0.5542495245170559,0.11469932745640952,-0.31684162564207446,0.857789649127534,0.24525532708641934,-0.42394558060176785,-0.6550256526886303,0.2803411328571223,0.4834177982598629,-0.44118538200975427,0.26273403750129826,0.39073697493881054,-0.122475751005591,0.5137765319389851,0.19168833575476252
Vermis_10,-0.37603056330847884,0.10924750752958236,0.02179701337104734,0.2204426901511778,-0.22739318349852433,-0.23289062246150333,0.15496832984959938,-0.25952897057512636,0.2001977268921531,-0.5385988846062514,-0.13618964051297827,0.26023005125523835,-0.2524135744096501,-0.49423837844290414,1.0,0.2744270636835096,0.0243850174937503,-0.6137803986645837,-0.08962999882444178,-0.6258179849880033,-0.46497728719494774,-0.05070591868180511,-0.02656355724352609,-0.32988891358985595,-0.1124218588990037,0.35006813337322323,0.29698296559252385,-0.38639757920889733,-0.7046989856189747,0.44234660790132974,-0.2718832641011298,-0.30161413710388485,0.17177902262725336,-0.6701955457213045,-0.0075568997226998155
Caudate_R,-0.025554448948580052,0.5883998114545961,0.6738869519227907,0.057934618628788466,-0.008359145104410368,-0.08946204264731328,-0.3717423532612139,-0.08882205515041958,0.24627096655584646,-0.47191898410414995,0.10608549541156989,-0.27548681940279324,0.22238629231360532,-0.5549310137113969,0.2744270636835096,1.0,0.5857160401633762,-0.22245020457019996,0.726536473512448,-0.25275961900138405,-0.44165991492202367,0.27002791772107587,0.09377582838006655,-0.46414367062611217,-0.2731564893037391,0.32068952371353654,0.812897051544581,-0.16463717420409368,-0.41190851059083666,0.17989010716603382,0.015453185426310499,0.16455553628746522,0.4793898312659458,-0.4899488509063554,0.13926137001320205
Thal_PuM_R,0.16236404780243682,0.7843791845226586,0.36663553367846236,0.21358774237222056,-0.13133974927804828,-0.28365660878603854,-0.20662122080909273,-0.33423553644544857,0.3452348440956647,-0.32785987322306326,0.34903289428893564,-0.565295160614568,0.07234431445538016,-0.19839688152166363,0.0243850174937503,0.5857160401633762,1.0,0.09395433246029139,0.6814753706969946,-0.03261160839827811,-0.041867051690776945,0.5075856026208233,0.19450273991348518,-0.33456451718582353,-0.5021366878981217,0.23700607642798519,0.591303448315189,-0.2509566559164693,-0.0785161059255652,0.2341944805776938,0.21240815452673045,0.46621318581218196,0.3716876996523024,-0.22343549938973092,0.5017814242715458
Cerebellum_Crus2_R,0.12172437336083156,0.049231365312990674,0.17720958201359382,-0.4246386271532343,0.3834186909170519,0.13994770365618645,-0.20101434190867207,0.19054707572633078,-0.062084199265929396,0.6679858025598157,0.3516542869642815,-0.2766635105555884,-0.05925824452691076,0.44466861544753306,-0.6137803986645837,-0.22245020457019996,0.09395433246029139,1.0,0.17683591616773497,0.8414060810906898,0.22989237718233338,-0.13712822076333495,-0.1638330443355879,0.35419751110114217,-0.03568165773248401,0.010718562610360903,-0.2887069988812459,0.3390121698254031,0.8586101670184653,-0.3547893410634585,-0.07153073869002859,0.37122283033428566,-0.03823291676280837,0.6187567247556771,-0.0906347674331291
Thal_VL_R,0.23351981536892177,0.7780744951464756,0.7311110311891149,0.07180580216936991,0.29720555297811996,0.12727369550746992,-0.2688637185426122,0.14450315226931015,0.31953497783601065,-0.08002923104669611,0.5470707212234209,-0.3904541903444344,0.3442442320211532,-0.1665801667566635,-0.08962999882444178,0.726536473512448,0.6814753706969946,0.17683591616773497,1.0,0.10998663442643813,-0.048212835693723206,0.22326769006482058,0.017685870870624242,-0.1033206559703755,-0.07228524834247059,0.12784704560823318,0.49413923237849633,0.05884423878987411,0.005193011981467727,-0.05052935836573634,0.1725033981205866,0.6621840530043301,0.36145118820943317,-0.12300803314180599,0.3470777786610583
Cerebellum_7b_R,0.1853535923186138,0.007015566307843362,0.12024076957482213,-0.4338668712004957,0.41355056630349507,0.28931510429346546,-0.1373310576430025,0.3396731763254332,-0.06231584669182384,0.662678703564534,0.2430816251903341,-0.17453003173911294,0.048696776156759825,0.5030992696053692,-0.6258179849880033,-0.25275961900138405,-0.03261160839827811,0.8414060810906898,0.10998663442643813,1.0,0.2379691678938293,-0.14596324841090103,-0.13671953746290333,0.44166503533779977,0.09034840934668466,-0.18406101445331935,-0.3055178440882167,0.4112193890803418,0.8323161231321458,-0.35141311714062246,0.028851466434245823,0.3811465634004494,-0.11475544961220885,0.6079582820512336,-0.06130973462991376
Frontal_Sup_Medial_L,0.5377670341031469,0.07771627623675001,-0.12756669939453913,0.40624698843274565,-0.017542319476346817,0.06115014205564406,-0.08199684333721877,0.14877854131001483,-0.026967057445322115,0.48046300601468855,0.22503144036242795,0.028186335221810417,0.23447052442458102,0.5542495245170559,-0.46497728719494774,-0.44165991492202367,-0.041867051690776945,0.22989237718233338,-0.048212835693723206,0.2379691678938293,1.0,0.17527812559114117,-0.17668489475255597,0.41969343213014104,0.33336313893907193,-0.3536789756245744,-0.5666319117296241,0.3454527960816322,0.46527745798503184,-0.241235437082607,0.5152871895127783,0.40575949589289056,-0.0464629507234527,0.595483034859892,0.28014401678493744
SN_pc_R,0.3951359003433918,0.4723233022981659,0.1843889144715435,0.36245334865149686,-0.28452002633980267,-0.03639645305941829,-0.25895489617970224,-0.062138785778111875,0.22510781440033853,-0.4344086173018221,0.11239016229097203,-0.2727117282808229,0.16746088750853894,0.11469932745640952,-0.05070591868180511,0.27002791772107587,0.5075856026208233,-0.13712822076333495,0.22326769006482058,-0.14596324841090103,0.17527812559114117,1.0,0.149471946090458,-0.016814531796608363,-0.1963916245730697,0.020288081994463362,0.27370513264345664,-0.3039312170571737,-0.16469016496389852,0.11310008832989066,0.41599709165154913,0.21856259393608357,0.5392680286383874,-0.09589792514620679,0.4612183688468281
Thal_Re_L,-0.19030105785393828,0.024673416083265884,-0.17062463591893626,-0.13839488648501,-0.12984174787983913,-0.19458845286824722,0.20830672556651647,-0.2448574913186853,-0.0075959828417679585,-0.1058498758678297,-0.0016208400252867175,-0.09046835381571938,0.02351198236617781,-0.31684162564207446,-0.02656355724352609,0.09377582838006655,0.19450273991348518,-0.1638330443355879,0.017685870870624242,-0.13671953746290333,-0.17668489475255597,0.149471946090458,1.0,-0.3661153859076703,-0.21967642090314177,0.18879483985239437,0.30819208703022555,-0.04238791829546029,-0.04408666510241581,0.18492337578814527,0.10716801793624114,-0.16659121937340957,0.10907075929711059,-0.0319089868964556,0.13819505503477553
Paracentral_Lobule_L,0.4823258408695792,-0.08573044542496056,0.10998996574458558,0.0802408306524475,0.42805992404555265,0.7506487829357444,0.06220576663241869,0.7978038665896298,0.10940937737624215,0.37928343933567427,0.25010672241530124,0.12260523344022389,0.1764904535429444,0.857789649127534,-0.32988891358985595,-0.46414367062611217,-0.33456451718582353,0.35419751110114217,-0.1033206559703755,0.44166503533779977,0.41969343213014104,-0.016814531796608363,-0.3661153859076703,1.0,0.5174490444992371,-0.438276801559609,-0.6576826081324266,0.2740116083368901,0.3625782646166132,-0.4692029772048873,0.0911039587847966,0.4288181802205485,-0.1319780572529364,0.4098803495007548,0.12640485270541474
Postcentral_R,0.1499766264494248,-0.21137204631051643,0.13029461885298282,0.07439568062929917,0.39418503199192695,0.48215726873182824,0.010951179524854178,0.5995799066108941,-0.017259156591293484,0.3096894545645533,0.0776133810294515,0.7207187460419741,0.2341189861929756,0.24525532708641934,-0.1124218588990037,-0.2731564893037391,-0.5021366878981217,-0.03568165773248401,-0.07228524834247059,0.09034840934668466,0.33336313893907193,-0.1963916245730697,-0.21967642090314177,0.5174490444992371,1.0,-0.40071109929969795,-0.49090366131300583,0.4080004259092585,0.08164688196155125,-0.3945756235111097,0.04170063926695476,0.19261181247989306,-0.14640522644741458,0.19575201134691667,-0.19481855003262485
Vermis_1_2,-0.4941778270153689,0.1384883276379193,0.1947569276362873,-0.22413101309276193,-0.02126671208112257,-0.34591702011631204,-0.023969433901148966,-0.3804420780114683,0.0735433995412377,-0.07519521796276055,0.10940093844817113,-0.0354587188349199,-0.28797042392218175,-0.42394558060176785,0.35006813337322323,0.32068952371353654,0.23700607642798519,0.010718562610360903,0.12784704560823318,-0.18406101445331935,-0.3536789756245744,0.020288081994463362,0.18879483985239437,-0.438276801559609,-0.40071109929969795,1.0,0.3492565935585687,-0.12348871142057935,-0.08193265572816541,0.31608740720689366,-0.2249583560941451,-0.29289269475744784,0.4039199048999123,-0.08139672020279654,-0.02239754215237975
ACC_sub_R,-0.18918953319774334,0.43552459330175425,0.2981361832434076,-0.01520470098949529,-0.19881246626510404,-0.2597982490857121,-0.1832600839963889,-0.3425956334137985,0.18412063097229067,-0.559227791070158,-0.026545886919545025,-0.34398617510396307,0.1358662461921135,-0.6550256526886303,0.29698296559252385,0.812897051544581,0.591303448315189,-0.2887069988812459,0.49413923237849633,-0.3055178440882167,-0.5666319117296241,0.27370513264345664,0.30819208703022555,-0.6576826081324266,-0.49090366131300583,0.3492565935585687,1.0,-0.21798014750911096,-0.44982543963339583,0.3115920762684882,0.031218102587521786,-0.046909152418894845,0.30863835232577586,-0.5071966163047926,0.15014260476862834
Occipital_Inf_R,0.126879272914481,-0.16286041563568326,0.11974679708189735,-0.09633514235128544,0.4340765391763525,0.3265436319799687,0.1191520954479507,0.40788854182717527,-0.14735570771212256,0.6404921661038333,0.20360416479443755,0.10273272671771234,0.22850411124558306,0.2803411328571223,-0.38639757920889733,-0.16463717420409368,-0.2509566559164693,0.3390121698254031,0.05884423878987411,0.4112193890803418,0.3454527960816322,-0.3039312170571737,-0.04238791829546029,0.2740116083368901,0.4080004259092585,-0.12348871142057935,-0.21798014750911096,1.0,0.4819925553390392,-0.35817060916123006,0.19506451781634673,0.19044197227688775,-0.10845777518778417,0.47654973154197133,-0.10926726595511196
Cerebellum_9_R,0.16874063214855015,-0.08836944807634034,-0.05002369388427159,-0.3507579340573569,0.3271812671207497,0.12270467158329852,-0.0476668055275245,0.19915027671714544,-0.20759713705082541,0.8537575982303145,0.2864522100083457,-0.18999931163272746,-0.019699632687924587,0.4834177982598629,-0.7046989856189747,-0.41190851059083666,-0.0785161059255652,0.8586101670184653,0.005193011981467727,0.8323161231321458,0.46527745798503184,-0.16469016496389852,-0.04408666510241581,0.3625782646166132,0.08164688196155125,-0.08193265572816541,-0.44982543963339583,0.4819925553390392,1.0,-0.38107909279101776,0.12083487351425308,0.30455986960499554,-0.10057787868377469,0.830542579564917,-0.03979499267573579
OFClat_L,-0.4812945627766251,0.12070912936779081,-0.12347479911753508,0.2521727247355429,-0.2693902411512085,-0.532833363137348,0.06850566765603877,-0.5651271029843791,0.05712090839145121,-0.4246570675782095,-0.1675379691804039,-0.04023493700016391,-0.20862087973030902,-0.44118538200975427,0.44234660790132974,0.17989010716603382,0.2341944805776938,-0.3547893410634585,-0.05052935836573634,-0.35141311714062246,-0.241235437082607,0.11310008832989066,0.18492337578814527,-0.4692029772048873,-0.3945756235111097,0.31608740720689366,0.3115920762684882,-0.35817060916123006,-0.38107909279101776,1.0,-0.37628305321692207,-0.27770711536585907,-0.02074578578762341,-0.40966605192643685,0.02401029647781798
Frontal_Inf_Tri_L,0.6427243330254648,0.2753444164803899,-0.02062194780960407,0.23751939344129758,-0.21063850715273327,0.1802805600487207,0.0021976408635876045,0.16238848268681805,0.0793423408082519,0.10513703534943954,0.15443343486829972,-0.2435283282994655,0.386221423910233,0.26273403750129826,-0.2718832641011298,0.015453185426310499,0.21240815452673045,-0.07153073869002859,0.1725033981205866,0.028851466434245823,0.5152871895127783,0.41599709165154913,0.10716801793624114,0.0911039587847966,0.04170063926695476,-0.2249583560941451,0.031218102587521786,0.19506451781634673,0.12083487351425308,-0.37628305321692207,1.0,0.3363510566841947,0.23269061251610215,0.24810578681227383,0.5155255946180126
Thal_MDm_R,0.549652543166183,0.6439848040438779,0.45777034953536844,0.20181831199556227,0.40409915257848206,0.41581859990402953,-0.11086863805776773,0.4158116268707362,0.3823303816640797,0.20147162744146116,0.6195294580035526,-0.2921963916554033,0.33482755657488006,0.39073697493881054,-0.30161413710388485,0.16455553628746522,0.46621318581218196,0.37122283033428566,0.6621840530043301,0.3811465634004494,0.40575949589289056,0.21856259393608357,-0.16659121937340957,0.4288181802205485,0.19261181247989306,-0.29289269475744784,-0.046909152418894845,0.19044197227688775,0.30455986960499554,-0.27770711536585907,0.3363510566841947,1.0,0.15780961347997188,0.21620223385806026,0.4933797772088133
Red_N_R,0.18509021090350142,0.48195688143194937,0.5045788773015585,0.06685320811116052,-0.05848963939019835,-0.008231553689166957,-0.32800644999280854,0.0041426456145070715,0.38761492062290237,-0.2075815339085918,0.17254995969660625,-0.17440596775357906,0.14545365466346935,-0.122475751005591,0.17177902262725336,0.4793898312659458,0.3716876996523024,-0.03823291676280837,0.36145118820943317,-0.11475544961220885,-0.0464629507234527,0.5392680286383874,0.10907075929711059,-0.1319780572529364,-0.14640522644741458,0.4039199048999123,0.30863835232577586,-0.10845777518778417,-0.10057787868377469,-0.02074578578762341,0.23269061251610215,0.15780961347997188,1.0,-0.06912133255247986,0.2134696495902315
Cerebellum_7b_L,0.19111270641509476,-0.19682008212690644,-0.14872008557594849,-0.18516886252637202,0.2451118858282296,0.20318920352010628,0.011839565596096589,0.2546676713673899,-0.20300866346129076,0.7767523481682108,0.2199450463102366,-0.062377533080480205,0.023392355478974017,0.5137765319389851,-0.6701955457213045,-0.4899488509063554,-0.22343549938973092,0.6187567247556771,-0.12300803314180599,0.6079582820512336,0.595483034859892,-0.09589792514620679,-0.0319089868964556,0.4098803495007548,0.19575201134691667,-0.08139672020279654,-0.5071966163047926,0.47654973154197133,0.830542579564917,-0.40966605192643685,0.24810578681227383,0.21620223385806026,-0.06912133255247986,1.0,0.012832187333441237
Thal_VPL_L,0.4146767343087514,0.5402489055056279,0.053388627652214346,0.34914088755487394,0.0021968166606723674,0.11528286584264595,0.1662580929408104,0.045629138919641106,0.372808766472708,-0.1279416738980143,0.3318366257022965,-0.37551840382797075,0.14569183805617927,0.19168833575476252,-0.0075568997226998155,0.13926137001320205,0.5017814242715458,-0.0906347674331291,0.3470777786610583,-0.06130973462991376,0.28014401678493744,0.4612183688468281,0.13819505503477553,0.12640485270541474,-0.19481855003262485,-0.02239754215237975,0.15014260476862834,-0.10926726595511196,-0.03979499267573579,0.02401029647781798,0.5155255946180126,0.4933797772088133,0.2134696495902315,0.012832187333441237,1.0
