,Vermis_1_2,ACC_sup_R,Rolandic_Oper_L,Thal_PuM_L,Cingulate_Post_L,ACC_pre_L,Fusiform_R,Supp_Motor_Area_L,Putamen_L,Thal_AV_L,Angular_L,Cerebellum_3_R,Thal_VA_L,Amygdala_R,SN_pc_R,Thal_MDm_L,Frontal_Sup_2_L,Vermis_10,ACC_sup_L,SupraMarginal_R,Thal_MDl_R,LC_R,Putamen_R,Vermis_4_5,Supp_Motor_Area_R,N_Acc_R,Thal_IL_L,Rolandic_Oper_R,ACC_sub_L,Heschl_R,Precuneus_L,Temporal_Sup_R,Lingual_L,OFCmed_L,Cerebellum_4_5_R,Parietal_Inf_R,Parietal_Sup_R,SN_pr_L,Cerebellum_Crus2_R,Temporal_Pole_Sup_L,Cerebellum_7b_R,Thal_PuI_L,Cerebellum_8_L,Postcentral_L,Calcarine_L,Cerebellum_Crus2_L,Occipital_Inf_L,Thal_VL_L,Cerebellum_Crus1_L,ParaHippocampal_L,Precentral_R,Thal_PuA_R,Temporal_Sup_L,Vermis_8,Frontal_Sup_Medial_R,Heschl_L,Pallidum_R,Thal_VA_R,Frontal_Mid_2_R,Calcarine_R,Thal_LP_L,Frontal_Inf_Orb_2_R,Temporal_Inf_R,Cingulate_Post_R,Thal_PuI_R,Thal_VL_R,Cingulate_Mid_L,Pallidum_L,Thal_LGN_R,Thal_LP_R,OFCpost_R,Insula_R,ParaHippocampal_R,VTA_R,Frontal_Sup_Medial_L,Thal_LGN_L,Amygdala_L,Precentral_L,Frontal_Med_Orb_R,Cerebellum_4_5_L,Paracentral_Lobule_L,SN_pr_R,Thal_MDm_R,Thal_PuL_R,Thal_Re_R
Vermis_1_2,1.0,0.505500348285242,0.09000048338926303,0.23290955104969033,0.0012449028527161858,0.3713115141121402,0.26730686941909676,-0.418249901802743,0.1169161891827446,0.24937448920903027,-0.321078863640062,0.4909547517731906,0.14833134109192125,0.39039181121346217,0.020288081994463362,-0.027836089252557292,-0.025482556052590297,0.35006813337322323,0.4449895623628897,-0.0354587188349199,-0.14758564343112476,0.5073895800076547,0.27655583834845543,0.1503443347224901,-0.4395617226394832,-0.0047338950335560435,0.1182251907657087,0.1864492932846297,0.29472548896930445,0.023941862254706677,-0.3804420780114683,0.1947569276362873,0.0794906128733391,-0.2741559640795572,0.30584662111775046,-0.339237010337991,-0.5579813226145369,-0.16437053743924518,0.010718562610360903,-0.12136413709360906,-0.18406101445331935,-0.1019653822999597,0.29383310475691815,-0.34874074193944976,0.10763226956278521,0.051541861251417076,-0.03999109992590605,0.1169630467159662,0.044949788703574856,0.08085366095027756,-0.30220626445101484,0.21687021735004577,0.4257246957949299,-0.2179068208180867,-0.41842695729085244,-0.28081947696938514,-0.023969433901148966,-0.08036879848474163,0.25970613593083575,0.11871452576732737,0.22578941314968703,-0.45897986073474695,0.18150853170912293,0.15081504529489662,-0.08414878551182702,0.12784704560823318,0.26467725805275333,-0.02126671208112257,0.0735433995412377,0.3975479916806238,-0.4941778270153689,-0.07692007593503852,0.06911385487890682,-0.006286234889246076,-0.3536789756245744,-0.15596937924821003,0.1580506604227303,-0.42394558060176785,-0.11867780377025441,0.10940093844817113,-0.438276801559609,-0.29842453662262197,-0.29289269475744784,0.3755984255625228,0.172056881872519
ACC_sup_R,0.505500348285242,1.0,-0.1007371939167591,0.22807580922972764,-0.15337946458366322,0.6912742064228727,0.005592878114541747,-0.8201483190568806,0.18604302204142986,0.474786892609972,-0.22249672238652754,0.19357299163085445,0.11874286347085725,0.5954858244218904,0.01983862423425694,0.06929825025296459,-0.43264893171073915,0.5576272046232328,0.8080925798709094,-0.06840088953650404,-0.27310466578824794,0.4186856626289195,0.3188587820714682,-0.21118904647170722,-0.8065386056525657,0.17631764773598305,-0.02406719206959012,0.13649030840337326,0.7496200155520721,-0.07252370562241689,-0.3460890021060677,0.27290986439818865,-0.17335489359564252,-0.21843420699207472,0.18413703210873322,-0.20471664683216317,-0.5080277597768919,-0.05905869218282666,-0.373861615219308,0.02988381193780317,-0.44550580624925684,-0.07032140388078477,-0.07263598030251711,-0.3697093022898026,-0.23909607071940928,-0.49884586159603594,-0.23735859136652132,0.09144404848415044,-0.37276643921551333,0.13779652142699977,-0.507665967239267,0.3638587513762309,0.529678613436499,-0.612483297522071,-0.8277926200444726,-0.39043303844696364,-0.06196973136135421,0.16145534546596624,0.2041256500955406,-0.15794914697962031,0.28336845081113443,-0.7633125829933506,0.10299788918742404,0.09009919455551815,0.010005348248213199,0.2833274798397873,0.42486766139144777,-0.1335604996169691,0.10212363060032928,0.5604805393410199,-0.5434289616400164,-0.04786383386377825,0.291891795034218,-0.0939932500641301,-0.8263381620928717,-0.21008712143335517,0.11081451835007106,-0.7428777922357771,0.0572697539167644,-0.0928765076658535,-0.6452238329935963,-0.16417128702614261,-0.3006386095294999,0.34363806928696033,0.22479026117820525
Rolandic_Oper_L,0.09000048338926303,-0.1007371939167591,1.0,0.1602771031297609,0.20753247526542548,0.08207378259986171,0.05964952972068964,0.011145791779954922,0.13519849529170583,0.3617804043615239,0.09077464870798532,0.04317296978473609,0.2985749003636959,-0.16427551279595637,0.14899602944504184,0.2941778817296836,0.000892805395406631,-0.09310014941412918,0.2727310851314741,-0.26482847354259753,0.10800526962013497,-0.09980499082203985,0.4773256442897677,0.1786298654151491,0.018843352869250228,-0.029045190033328172,0.2706725061523398,0.10176467529799388,-0.13862162132350261,0.01587169207865271,0.1390237395316701,-0.1117399040067817,0.280198964317317,-0.06144515720357016,0.13853438852495972,-0.23817022206441796,-0.011374053176569168,-0.11495536107722637,0.17881477513274666,-0.09404540619588943,0.22581634533125058,0.04663248553549047,-0.0008177384684239584,0.3134496834059862,0.29093726175405377,0.11907752576741262,0.018013113585030723,0.36236259085144423,0.11073612908053372,-0.0468767129306287,-0.16544136125404532,0.0974427569928209,0.10043857917042723,0.07273225662635618,-0.1289327280961995,0.4767435977575355,0.4031400457294087,-0.0875857562311782,-0.16412195671159724,0.16890130360066952,0.20857973328586632,0.07472088452813545,-0.03337246035978974,0.09676473747790827,0.10069482955386579,0.022878785199066255,0.36814404867349987,0.10454935094534461,-0.00863363799182689,0.1646947108664261,0.1453661425834492,0.10285800611200495,0.07658339818523856,0.1881722901022355,-0.03792293981963845,0.03058906178007327,0.07815599212658635,0.28575832248110283,-0.046808434601319254,0.24645227912503553,0.1680207151574661,0.12749704439741316,0.07895427523457028,-0.09565775090444109,-0.17415842083033004
Thal_PuM_L,0.23290955104969033,0.22807580922972764,0.1602771031297609,1.0,0.13507564812827277,0.49450184508826334,-0.026480816838323852,-0.23477986415165775,0.202702710148909,0.04020156158064631,-0.353397675358629,0.1265692429574667,0.7144862896345673,0.23597656604974682,0.66043531310194,0.5721966168119326,0.20682845916837206,0.06694579605173587,0.32862607050516496,-0.5034364405116422,0.24625544755134646,0.15190722190244288,0.5676411611178818,0.16631454184019667,-0.30647152979670594,0.654008000416958,0.44334304662278695,0.20400601869508583,0.45793604199034327,-0.23252138967376484,-0.3655640883765548,0.1844821508810155,-0.25151007507606027,0.03342026739580728,0.27692523735991986,-0.5730050681117204,-0.3982149152138863,0.5194311272932255,-0.07939349164638561,0.18676190212704746,-0.16514415226919155,0.6999004865207211,-0.26765814990090053,-0.040060811698822335,-0.13494130835090948,-0.2695572323176861,-0.4495456650495277,0.6726456993801848,-0.35729590825189445,0.4426571944377619,-0.39773216429432195,0.7667014108255199,0.5683263365812905,-0.2268607889586206,-0.0796841398744003,-0.2722433653951862,-0.11549039052744366,0.15239440759060222,0.08067763856884703,-0.3004399327048375,0.8307854948869987,-0.0028905077985051193,-0.02415584224868547,0.3051812138539968,0.5253036676114295,0.45268927945494114,0.4383872820718885,-0.2813557844185721,0.3886374511538062,0.682268672203489,0.19532693877244015,0.5526454919076284,0.5367509563558901,0.3286658019497514,0.07736884217153302,0.42033832829980033,0.013941818091390952,-0.09302865308665136,0.2824995669836764,0.24830050578059507,-0.27071261404407115,0.40737290913386676,0.3366342998494902,0.6990826574649455,0.22150350879455732
Cingulate_Post_L,0.0012449028527161858,-0.15337946458366322,0.20753247526542548,0.13507564812827277,1.0,-0.13691777970178334,0.09670253086595303,0.3886949288564194,-0.07518402767689604,-0.04120386590772491,0.2215994215852932,0.5435112908734857,0.17944107211839502,-0.1014895993042843,0.36600854296841023,0.38128338162113923,0.16264253187286812,-0.23558635283293894,-0.18779479748575606,-0.05023295974155062,0.5474850058625242,0.040560459897328295,0.15479865488632738,0.6530868378078564,0.3386558311877544,0.24178589914075782,0.44367964171621915,0.3083927715205001,-0.2242121711825966,-0.06127930667334447,0.5022956954182883,0.24879547630488663,0.034284471734759306,0.12639976259326638,0.24153555120844758,0.03421059038970533,0.30552928029663745,0.2371652897512719,0.17499661168042208,-0.034920709371894953,0.1796875164754715,-0.04231288673486847,-0.02378182538114744,0.39303208925797434,0.5842676174292323,0.041517858316505264,-0.03171004300845183,0.421088322198808,-0.07022397331793989,-0.008116284184530694,0.12937376104844384,0.014546969311104394,-0.05035666460603542,0.14309901108223208,0.282986013537524,0.13038536613601587,-0.03723612248590776,0.03536830872672076,-0.19157015489598753,0.48628229201045314,-0.0346057827019363,0.31952899509177674,0.11583840261940345,0.6893621917697879,-0.006033708510711858,0.19024878859749927,0.2834767770059635,0.1851353889600984,0.043797623638638504,-0.01360960626688892,0.3242957307581371,0.1519480703731512,0.12557857839419043,0.27060802731251427,0.25067147592017075,0.10168402654073187,-0.11919960347063903,0.41064607353651883,0.17154259519741122,0.43001845331825134,0.3871303353457812,0.005893233432234497,0.35981301186899844,0.1342283092426861,0.20668206339599746
ACC_pre_L,0.3713115141121402,0.6912742064228727,0.08207378259986171,0.49450184508826334,-0.13691777970178334,1.0,-0.09980768304036153,-0.7449622685074084,0.15303416519107851,0.5366195028801354,-0.12444734134197526,-0.00805939453673407,0.4315083169269541,0.5101605374994026,0.24485493308080705,0.35861353423706427,-0.28150260449833114,0.3696945082614005,0.6881863128931902,-0.32374020033088136,-0.17136605494749374,0.3573352040339628,0.5622943720371009,-0.14237840151557193,-0.7855368754031771,0.5186723405929988,0.14940269565328673,0.15464209916901084,0.8512893376229939,-0.23324561479839256,-0.37192506132789793,0.17667573508150564,-0.21660892476007046,0.011618837381219889,0.02158551479519415,-0.3458639083247138,-0.41848851034138074,0.1250491342789723,-0.4629470953216471,0.4062963540055241,-0.4505012245837501,0.21775362168069323,-0.10032598497892561,-0.33830672512091986,-0.26295474409455727,-0.4956000573477411,-0.10299876956862926,0.4312770059511674,-0.2869353434905317,0.5000226070828251,-0.6801955193591123,0.5909244033512718,0.6435012525660346,-0.45341100718819854,-0.5660642735021334,-0.29678957250186827,-0.02492129528397456,0.1695093606672066,0.0080221463517073,-0.2891449962312449,0.6444691598353129,-0.5193113597128673,0.022769277276190564,0.1418324476250345,0.18031105787821206,0.36368245324024046,0.43784850347845394,-0.31918787855429603,0.11891878378985721,0.645695824505963,-0.14461687618726193,0.1760535521410118,0.5460889362705964,0.044065972737110465,-0.4237280199139503,-0.019817062041627878,0.27887072554698644,-0.6528962383209703,0.448144756111063,-0.09441964499942457,-0.6785728488098787,-0.08444213341411462,-0.15787412602421502,0.47340367938441263,0.18896234259211475
Fusiform_R,0.26730686941909676,0.005592878114541747,0.05964952972068964,-0.026480816838323852,0.09670253086595303,-0.09980768304036153,1.0,0.08946200756012412,0.48499981832671296,0.20307957037087485,-0.13702870973706313,0.2847408996058238,-0.13123050291819785,0.5006462447194592,-0.2078676590576422,0.28027957210145865,-0.17510354158466407,-0.20273036895009258,-0.14318610650481997,-0.13157113908840584,0.30621706664994974,-0.23528145262136155,0.08254407474925393,0.47001718125855774,0.12874976573513805,-0.06397290462593445,0.18438279508573427,0.5107541915300374,-0.0515720238541231,-0.3150765369614437,0.2146154289058244,0.5190213699786556,0.5961930515228383,0.15212183126830586,0.5916735178634339,-0.20389813955150166,0.00037542275098906405,0.1315156330020484,0.5094510964830832,-0.09736868803784345,0.43413857676931955,-0.15840305626367995,0.17856189444241052,-0.12866693432482396,0.4871038851550729,0.3943808744326062,0.08902648609414936,0.12218225377549753,0.17930485877591096,0.005809925159314225,-0.04958974683667684,0.1402880682908303,-0.18065059101717051,0.42642168614256737,0.11654779928729325,0.04404097059583954,-0.03496294474816015,0.39412932587263283,-0.28644761363870885,0.5563571999139577,-0.21708561958866943,0.2109734979544915,0.7646389688880918,0.19332888310425225,0.2915900678465602,0.46162978215333045,-0.22369319792979325,0.510292728601444,0.1341947232610384,0.1805910772666087,-0.019081816628827363,0.2767227333097546,0.26999809104495565,0.10528459075804482,-0.011249937758348547,-0.07945666111488475,0.4754220356437748,0.028571845581812826,0.23522330159153537,0.5616170604488923,0.08259434913086088,-0.09179261870398034,0.34478021920324015,0.20401751026169776,0.1548630504001346
Supp_Motor_Area_L,-0.418249901802743,-0.8201483190568806,0.011145791779954922,-0.23477986415165775,0.3886949288564194,-0.7449622685074084,0.08946200756012412,1.0,-0.0450482321577985,-0.49803804893883147,0.287905865179362,0.04183529901918658,-0.18083089348122533,-0.48613144930345575,-0.006746954100577236,-0.01851239607348901,0.3668939600115677,-0.49940837487194845,-0.8032444637143926,0.13644908342883397,0.4316248664450141,-0.30936938035533984,-0.3109757113495709,0.4774256730529809,0.9583945313681399,-0.22494249293894628,0.12989820592541393,0.08767748936074278,-0.7634106712322412,0.08906759720099568,0.5756337839518101,-0.008897549525629215,0.20621420645819857,0.11807346553069815,-0.021672967510317866,0.2553225549811499,0.5499367009837269,0.156055138339221,0.4204215965626343,-0.2090353045274843,0.45610465557628094,0.007720409121651814,0.12287107569689637,0.5017911008934487,0.4209561283980926,0.4180540748509448,0.14153074027230708,-0.016314835637719644,0.2381626903170796,-0.2323234964477076,0.6257838874237797,-0.4478395101846868,-0.4493584138814429,0.5918608383032419,0.821100713385183,0.41351826237074374,0.006824196372683546,-0.002042049473189507,-0.1905718954234484,0.35614691982002006,-0.434296316733236,0.8005536656725147,0.06919901370972316,0.1500379475043375,-0.008156426767423168,-0.13434077808182976,-0.4097487300432121,0.33958897506248875,0.02597423992386222,-0.5183986802105177,0.44454865293675794,0.10017787433250042,-0.36788719128833103,0.1645857937669126,0.7557136873852865,0.23631132359613127,-0.23561858312954653,0.8319567138676743,-0.11776953610350299,0.2663314884846896,0.8321249259948075,0.16929998294108187,0.4398739986475235,-0.22535750071348937,-0.08800802793635185
Putamen_L,0.1169161891827446,0.18604302204142986,0.13519849529170583,0.202702710148909,-0.07518402767689604,0.15303416519107851,0.48499981832671296,-0.0450482321577985,1.0,0.3174216804942124,-0.19725967108592843,-0.1546176077543723,0.12819429585462105,0.33980712933956125,-0.11585245439957495,0.313067935215471,-0.16330412040071252,0.06649914702564932,0.10652760883681367,-0.13328873674793404,0.1873722152806425,-0.15351480066911244,0.3784402625239629,0.22030999641401916,-0.02874276236047343,0.05423732452169452,0.19784293987495136,0.27134471290291406,0.12832423806819004,-0.11676445975689632,0.17601356587271444,0.45513520074129443,0.33685193584753176,0.10754577320114726,0.28303094872506557,-0.10705700064873327,-0.017441860186728896,0.24650950870751187,0.09512817550608087,-0.097218014931615,0.08945630143897453,0.29397759053886263,-0.12143967515726022,-0.10404713103678705,-0.004284603012065814,-0.05060414471202138,-0.18129634609554057,0.28977109389631006,-0.18115621282964062,0.3973816693611672,-0.0677183319090596,0.28691222602352434,0.18187486901640207,0.09478695230232702,-0.09867580346070122,0.12336308785238531,0.18539282234376522,0.5580808583063521,-0.09947657046794121,0.18106312281966633,0.008894681999577785,0.09071462716541898,0.3683370252638985,0.171027617143429,0.4558616197040845,0.46806677210253916,-0.18634547321419634,0.5607953716029844,0.4671371090556433,0.2623159370699821,0.02704207183539798,0.49159524977769453,0.1970059402210767,-0.07127399532853221,-0.15644216209748454,0.24412560324325114,0.2495498746781089,-0.09790911691164234,0.23055192730634638,0.33671408643309514,0.06436181994493118,0.19018170907687315,0.3947188789051433,0.3034904159062948,0.022862616239097393
Thal_AV_L,0.24937448920903027,0.474786892609972,0.3617804043615239,0.04020156158064631,-0.04120386590772491,0.5366195028801354,0.20307957037087485,-0.49803804893883147,0.3174216804942124,1.0,0.022263187617231915,-0.05742174266502846,0.06271683576821001,0.500624789352258,-0.16253250808293238,0.34928933898478626,-0.4403504905057291,0.048355964721118506,0.5819226042683392,-0.30764955538443095,-0.12490055107164001,0.03352009588995188,0.5460703489087017,-0.09388032129326745,-0.4676768014174496,0.03234751866470351,-0.0337387849955775,0.09287988743966624,0.4348227242338124,-0.21594932202273967,0.0032322394109645667,0.10147120705914234,0.34338452613839904,-0.056714838605128215,0.13939223986338564,-0.2163237872415004,-0.1306306494047437,-0.21020997962845744,-0.030004412585811005,0.15340151847994984,-0.008516209873660684,-0.2594357486324283,0.3000806824759775,-0.1621957633962886,0.13241857719069847,0.026752680470204564,0.22967875076281302,0.3305515474558392,0.09771085225779369,0.09826711649732908,-0.47232004659670224,0.28942297401240186,0.2763389889138822,-0.024264572262786045,-0.5334520027904824,-0.005421182762097976,0.3554255050363765,0.13178861908947379,-0.21833005179062387,0.17327614244587397,0.21311597397528426,-0.354584665573577,0.28899269104882486,0.07742066880663523,0.07946942887317439,0.2807500692258369,0.3549664774523365,0.21490033181970758,-0.0466452426915966,0.5034384013714729,-0.22850099766536575,-0.00610585021022325,0.3599479268392085,-0.07484204489781193,-0.5426592725088984,-0.22156599042733297,0.5428938905629296,-0.3477605059514885,0.22582894948282156,0.056460533388202665,-0.3395351391405805,-0.2955509261538823,-0.059231905526729876,-0.076423293526375,-0.08032463646805361
