,Occipital_Sup_L,Cingulate_Mid_L,Thal_IL_R,Lingual_L,Temporal_Pole_Sup_L,Cerebellum_Crus2_R,Cuneus_R,N_Acc_R,ACC_sup_R,Thal_PuM_L,VTA_R,Cingulate_Mid_R,Hippocampus_R,Thal_PuA_L,Fusiform_R,SN_pc_L,Lingual_R,Calcarine_R,ACC_pre_R,Thal_LP_L,Thal_MGN_L,Cerebellum_9_R,Thal_MDm_R,Temporal_Sup_L,Thal_VL_R,Parietal_Inf_L,Thal_MDl_R,Parietal_Inf_R,Cerebellum_8_L,Vermis_1_2,Putamen_L,Rectus_R,Cerebellum_4_5_L,Frontal_Inf_Oper_R,SN_pr_L,Frontal_Med_Orb_L,Vermis_8,Olfactory_R,LC_L,Putamen_R,Frontal_Mid_2_L,Cerebellum_10_R,Olfactory_L,Vermis_7,Temporal_Sup_R,Occipital_Inf_R,Paracentral_Lobule_L,Cerebellum_Crus1_R,Cuneus_L,Cerebellum_4_5_R,Frontal_Inf_Oper_L,Frontal_Inf_Orb_2_L,N_Acc_L,Cingulate_Post_R,Frontal_Inf_Tri_R
Occipital_Sup_L,1.0,-0.12445983883193225,-0.010419621894091543,0.5076275358327503,0.20541713371654993,-0.020194325115482848,0.7616767638072599,-0.38263090909905184,-0.15054393040962985,-0.6428100164914828,-0.13385330963651962,0.12553409168846685,-0.3301499193486272,-0.5085380862425992,0.15764910245489952,-0.22877141575233287,0.3932645775331201,0.5346410784104216,0.021570573537894766,-0.4798593038027489,-0.0005519652782528874,0.1392761608968033,-0.2184021279160761,-0.22801071560623196,-0.21468695043184283,0.2337601231898405,-0.15527230590937202,0.48990478639673135,0.43030445868327233,-0.17817768150457441,-0.1030339813551162,-0.23543882894892465,-0.0022727522286988063,-0.27051557274652366,-0.3692526290829277,0.25786880510451327,0.31977338294173435,-0.18493634237772927,-0.17259316319071533,-0.15627468682882498,-0.2970193732759316,-0.5835170746844086,-0.2281693189561556,0.385492281998504,-0.07687192102871733,0.5486890264037007,0.22284273750161493,0.24231609523322684,0.8515566468483762,-0.119752502497259,-0.0990860172997366,-0.2095114014054986,-0.3914942033576187,-0.135157680899779,-0.06528915721537136
Cingulate_Mid_L,-0.12445983883193225,1.0,0.24042150643579444,-0.14090036694382221,0.27527187161270406,-0.31125906471656595,-0.1268284300537509,0.2728879719545747,0.42486766139144777,0.4383872820718885,0.05971266473280181,0.0012435104360403871,0.19915875801717073,0.44186253791646335,-0.22369319792979325,0.2813573836235408,-0.22403129358699048,-0.0985111610688892,-0.10945275780827253,0.5807362151329138,-0.11263479257342336,-0.3690309373540627,-0.1681202571149984,0.572255840838812,-0.0077464569467524495,0.06540573346697012,-0.07726244920197978,-0.24410545496554273,-0.05592003930818327,0.26467725805275333,-0.18634547321419634,-0.2055459035578914,0.06619319719081215,-0.05099713000270537,0.022578655040537042,-0.31569511468086076,-0.3926266701876116,-0.03473867389381621,0.30938702972498416,0.5135353922636574,-0.03755625086689578,0.2230445220064229,0.0882984983658645,-0.4526419413596202,-0.15970271056140892,-0.3343055807018921,-0.24745268016689798,-0.4405405252430636,-0.1368652447967819,0.24282601318430927,-0.22466318161609844,0.07935132476249596,0.04548678772380144,0.18642585939336684,-0.2830908828570622
Thal_IL_R,-0.010419621894091543,0.24042150643579444,1.0,0.17935747187372456,-0.02127524745826002,0.05708219858201111,0.1711700170045902,0.18108287535651246,0.18602079240171468,0.23752423667231096,0.14666883360177635,0.4095359825538641,0.39518475125156827,0.2883316868132941,0.3655816215589885,0.27713571680380517,0.1949776320337377,0.28295096988864393,0.22434433785837837,0.010745577255224447,-0.03338519717502421,-0.03449646404684099,0.47230556045933625,0.13660916190949235,0.5743577347052264,0.04609564733115471,0.468504885678741,-0.1632188486381778,-0.08315408984062236,0.11760604863408994,0.3292242483156751,-0.0015584015962875955,0.5204824845389636,0.12192443520696979,0.24804030855731704,-0.03156573415394892,0.087301950078782,0.08608408233490555,-0.012991493501561657,0.3263244860564212,-0.07684806908723446,0.24326789789207934,0.1293412184190844,-0.08453948016073194,0.4347024153111857,0.08265588557208993,0.06817541900195007,0.05684510985516632,0.219084791565196,0.5553167677443515,-0.049986542526423094,-0.0354314294403019,0.1673476064192144,0.4805174299228687,0.18545174136158413
Lingual_L,0.5076275358327503,-0.14090036694382221,0.17935747187372456,1.0,-0.012992443385263489,0.37796640217699856,0.5287813625456687,-0.4719009007718898,-0.17335489359564252,-0.25151007507606027,-0.15948257203112914,0.016430895714589853,-0.04558289044094779,-0.15579473863806673,0.5961930515228383,-0.3336886141521676,0.8168812903874547,0.6995973262806685,-0.15343643326109996,-0.22991311516723695,0.09622757605486777,0.46000994062968253,0.13930455321033314,-0.09775259052578936,0.04216538911429077,-0.07799990255205974,0.060036745888838186,-0.015227076415311031,0.4910866378235934,0.0794906128733391,0.33685193584753176,-0.29689864520107634,0.4601387576345452,-0.06813027891146824,-0.3137998508511797,0.042851494503161815,0.5340915486539853,-0.27179113253344017,-0.12740666940665396,0.13342368884835484,0.055958691156751936,-0.366529284487684,-0.14314380734347193,0.6639571592179777,-0.04174636527082204,0.5174159299220027,0.11463631103726327,0.45902700378870986,0.499894679588963,0.3696342927745485,0.05763792164755512,-0.2733671875667609,-0.2596100589590558,0.1101958378376063,-0.05053362532249179
Temporal_Pole_Sup_L,0.20541713371654993,0.27527187161270406,-0.02127524745826002,-0.012992443385263489,1.0,-0.4794253066698436,0.19248383078036602,0.5016103112352794,0.02988381193780317,0.18676190212704746,0.10773150428941994,0.011897975269848067,0.13931594119354596,0.33876168604397133,-0.09736868803784345,-0.2595300775329709,-0.04344399385629462,-0.06412726724153929,0.5155362311369854,0.4197745848485113,0.15580821844092474,-0.3403057133853618,-0.07104478233939725,0.2735393870657824,0.0980819300641087,-0.1700298059642938,-0.05195048765315158,0.11662473487135114,0.07992711707791673,-0.12136413709360906,-0.097218014931615,-0.11821213069745605,0.025434512499273663,0.14650275040032762,0.2968655791575949,0.3756040427073006,0.07205446499967619,0.3943829753217419,0.06532790338047277,0.20362887720277473,-0.3955459766169123,-0.2714418241368503,0.4523430058064195,-0.17848384998029795,-0.06613687321352256,0.06968624203845451,-0.281811523344136,-0.3057016911837478,0.093343796346183,-0.04737948078665437,-0.04429979616419881,0.44023284973388305,0.4437605584579771,0.03683372814935772,0.19141454570267694
Cerebellum_Crus2_R,-0.020194325115482848,-0.31125906471656595,0.05708219858201111,0.37796640217699856,-0.4794253066698436,1.0,0.10848253967447123,-0.21534725372049263,-0.373861615219308,-0.07939349164638561,0.2023606470329814,0.09320735807729931,-0.05595817229592673,-0.13954336927612854,0.5094510964830832,0.1421191720128001,0.5165927882156272,0.3291343269226617,-0.22346834075546174,-0.25901755777905927,-0.13228777841626355,0.8586101670184653,0.37122283033428566,-0.47315742341939804,0.17683591616773497,0.1971130084452638,0.3480891625934548,-0.33923026953336033,0.26071882729877605,0.010718562610360903,0.09512817550608087,0.347203861106521,0.3516542869642815,0.02138366263515903,-0.027350722368481305,0.11414038092031853,0.5269774923785642,-0.11679583852188427,-0.1981087727067175,-0.17521113943781727,0.4366671276492877,0.11252563475331498,-0.2983016453161613,0.6679858025598157,0.17720958201359382,0.3390121698254031,0.35419751110114217,0.8613535491527066,0.1218131611313094,0.24862342341054555,0.4579983406694677,-0.4246386271532343,-0.2576586928375102,0.042533445293385666,0.1502483252464012
Cuneus_R,0.7616767638072599,-0.1268284300537509,0.1711700170045902,0.5287813625456687,0.19248383078036602,0.10848253967447123,1.0,-0.3080907222593787,-0.20853238205243751,-0.48247800079982966,-0.07520508297575469,0.359711649627213,-0.13713676822579826,-0.3285773702036534,0.3000541089209227,-0.14337891502484346,0.4692028240165073,0.5382307903011903,0.040282079973106864,-0.4760209418154785,-0.07887033148510757,0.16821142134095798,0.12950285689954563,-0.3406264225616273,-0.00718862190683088,0.3013200121445771,0.09771016636280437,0.4761106659801704,0.16038955363497573,-0.4380352118037438,0.057103737043507616,-0.2791440977784597,0.23221273252742414,-0.17341594187247353,-0.12724810183747215,0.27235742959129905,0.3884558918803558,-0.2197533142462192,-0.34632455523791417,-0.21973295148651137,-0.25079220342556496,-0.38289747299884025,-0.07738348685585437,0.3151646669833399,0.02543451301783631,0.4764946440969923,0.3549569128542928,0.29146114424640585,0.8963739014374666,0.1436101864000344,-0.025266192076354065,-0.14305222406651785,-0.07719946119605478,-0.059018181213683366,0.04581953948878951
N_Acc_R,-0.38263090909905184,0.2728879719545747,0.18108287535651246,-0.4719009007718898,0.5016103112352794,-0.21534725372049263,-0.3080907222593787,1.0,0.17631764773598305,0.654008000416958,0.37066119040101647,0.12638601675290836,0.4978694427544641,0.5872704778958654,-0.06397290462593445,0.27859374921326807,-0.3326222907401858,-0.28254811334193947,0.5952521556468575,0.5804165126112892,0.06533692474836714,-0.28396712861808243,0.32857363314681765,0.29727990456383196,0.5093237750038868,0.045602234255467555,0.31164160013402675,-0.3107284271919809,-0.330876166886474,-0.0047338950335560435,0.05423732452169452,0.4334312567886677,0.16740491387588574,0.42757393619062806,0.7084560402392833,0.23992172185150887,-0.20167411003054778,0.7148639366179309,0.02116721199784456,0.37380171232792264,-0.1897335054869471,0.3291064109392458,0.5416062652026489,-0.4283677423320003,0.4043688273922698,-0.19489126524319586,-0.19748663958680845,-0.23079801168915018,-0.3015734104982426,0.09241579424622096,0.22323508100644715,0.4212176627306222,0.6338424417866192,0.30857473920284756,0.45941259483631863
ACC_sup_R,-0.15054393040962985,0.42486766139144777,0.18602079240171468,-0.17335489359564252,0.02988381193780317,-0.373861615219308,-0.20853238205243751,0.17631764773598305,1.0,0.22807580922972764,-0.0939932500641301,-0.005289880165215925,0.5438075769770192,0.2891127719701882,0.005592878114541747,0.06150043790664407,-0.4099224958604372,-0.15794914697962031,0.026262624880825383,0.28336845081113443,-0.06923494333811762,-0.608124193842241,-0.3006386095294999,0.529678613436499,0.2833274798397873,-0.27681090779088685,-0.27310466578824794,-0.20471664683216317,-0.07263598030251711,0.505500348285242,0.18604302204142986,-0.20536767260260533,-0.0928765076658535,-0.11442022974384454,-0.05905869218282666,-0.6763974756848389,-0.612483297522071,0.10986611978866574,0.4732555789828718,0.3188587820714682,-0.5469439804268201,0.0711869705712265,0.3531670242339963,-0.5998164110208936,0.27290986439818865,-0.39464638878088315,-0.6452238329935963,-0.5702612519727958,-0.1184084207517826,0.18413703210873322,-0.6220881115588718,-0.15954429910387563,0.1622322945768519,0.09009919455551815,-0.280972521775331
Thal_PuM_L,-0.6428100164914828,0.4383872820718885,0.23752423667231096,-0.25151007507606027,0.18676190212704746,-0.07939349164638561,-0.48247800079982966,0.654008000416958,0.22807580922972764,1.0,0.3286658019497514,-0.07493335602752196,0.5325611171950619,0.7700559159199726,-0.026480816838323852,0.32053502120383665,-0.2071581843588469,-0.3004399327048375,0.26201766010173155,0.8307854948869987,0.0883537407276715,-0.18401068791861191,0.3366342998494902,0.5683263365812905,0.45268927945494114,-0.11777446930770993,0.24625544755134646,-0.5730050681117204,-0.26765814990090053,0.23290955104969033,0.202702710148909,0.13485216031064387,0.24830050578059507,0.3626173404906501,0.5194311272932255,-0.13155779880877594,-0.2268607889586206,0.2722881390487173,0.09023541231814468,0.5676411611178818,0.1763235894260279,0.5146034306268942,0.3379245168536904,-0.4071879028212399,0.1844821508810155,-0.3463712295125308,-0.27071261404407115,-0.25279159756900943,-0.5208538389035113,0.27692523735991986,0.162253322810443,0.36823491530419783,0.4961545784288931,0.3051812138539968,0.17679685536846595
VTA_R,-0.13385330963651962,0.05971266473280181,0.14666883360177635,-0.15948257203112914,0.10773150428941994,0.2023606470329814,-0.07520508297575469,0.37066119040101647,-0.0939932500641301,0.3286658019497514,1.0,0.22177061366822462,0.1227508660480835,0.115173444425669,0.10528459075804482,0.3593436229235301,0.1015447459340818,-0.029118985505202602,0.30494385686963005,0.18444333576846397,0.0400787827699445,0.198104209357637,0.25389967796797447,-0.12451464624433776,0.3328265193129787,0.07957150684743071,0.2841864711801519,-0.1659830311901363,-0.042253509922770965,-0.006286234889246076,-0.07127399532853221,0.37939648097487333,0.22895897456207467,0.3233044003245258,0.47606311278415686,0.26769887039398943,0.19908785173699278,0.1653412956045126,-0.03060845619295283,0.04812034315660003,0.08578702111890445,0.07668219465052276,-0.08947413853327553,0.04242797112862685,0.23215690673012374,0.020343348707188347,0.09915635504621155,0.2283937616822545,-0.0735879978437708,0.09711501820349172,0.37027054536534953,0.10088816981149075,0.02880915896772819,0.19679246424274838,0.41762261241124077
Cingulate_Mid_R,0.12553409168846685,0.0012435104360403871,0.4095359825538641,0.016430895714589853,0.011897975269848067,0.09320735807729931,0.359711649627213,0.12638601675290836,-0.005289880165215925,-0.07493335602752196,0.22177061366822462,1.0,0.05296756962278228,-0.16667968382230963,0.26775932276546494,0.4226136369412299,0.3196461300438862,0.44372558754824143,0.4101837416681365,-0.33821871915530005,0.03840910109499702,0.02968064485400543,0.445758341799834,-0.23652286309103257,0.4360763253044897,0.03468552608368949,0.4969540088533103,0.24965990936852717,-0.049445319802100096,-0.13416320537550736,0.08582110210586666,0.11375334981120398,0.48797810179690493,0.4146937946065264,0.3984783398018926,0.23827391430970601,0.3065310785523374,-0.03583505512713312,-0.20789300147782042,-0.14723456879303395,-0.07183048515450603,-0.06909084659799246,-0.1673784565765461,0.10267817748553282,0.5465525354400975,0.2252320971265283,0.3534943886171306,0.19585276039440236,0.3989885023056949,0.39507838406971435,0.11067653223010998,0.15006495077211504,-0.01924319963584922,0.4944859839959534,0.5223043529951101
Hippocampus_R,-0.3301499193486272,0.19915875801717073,0.39518475125156827,-0.04558289044094779,0.13931594119354596,-0.05595817229592673,-0.13713676822579826,0.4978694427544641,0.5438075769770192,0.5325611171950619,0.1227508660480835,0.05296756962278228,1.0,0.5322512254966203,0.3672665950541189,0.011673893055695606,-0.22752001259093238,-0.1946147157398598,0.20092972732004913,0.3728568221687141,-0.022913884305520146,-0.3486556630498932,0.3365876565942099,0.3974338574228177,0.6547407909039493,-0.02082615760973739,0.13065517495459456,-0.44427304592220956,-0.2641055636138341,0.22989375115432711,0.45837207773299543,0.032301521986919164,0.29187136265750574,0.11496225924615676,0.4494436051785065,-0.30461899268661824,-0.2865891710224034,0.43230091473274584,0.1844743272786238,0.3969624234773093,-0.24977546951974117,0.3745696627609827,0.6218876855719141,-0.41775711749544714,0.5602432795486963,-0.1944591016009193,-0.29221019982489144,-0.22354846311581555,-0.11898805107126911,0.4648295691487793,-0.24601207847459175,0.1428268714776668,0.6263145204464721,0.19202032644754427,0.06311219177380459
Thal_PuA_L,-0.5085380862425992,0.44186253791646335,0.2883316868132941,-0.15579473863806673,0.33876168604397133,-0.13954336927612854,-0.3285773702036534,0.5872704778958654,0.2891127719701882,0.7700559159199726,0.115173444425669,-0.16667968382230963,0.5322512254966203,1.0,-0.033165794228101717,-0.0034134619628610917,-0.24589105013364118,-0.3186968034104022,0.21849101795351009,0.7606848286023203,-0.03741502096517037,-0.19314224989261336,0.2778128890180056,0.4881140836583019,0.4125595245348048,-0.2731425880027141,0.10704978014704282,-0.5600142631849401,-0.19726846699862582,0.13401253200128083,0.22453633819908192,-0.017015949003170532,0.19663283465411677,0.24493044800795954,0.3931143359130344,-0.17852963513017112,-0.14821614959727444,0.3685275279462717,0.1495878066711533,0.569154153422545,-0.01460073037471506,0.4554453101979224,0.5861472059928787,-0.36691224146485507,0.030381746624066456,-0.3094505245116345,-0.4259900904568818,-0.29108433717963433,-0.4129451981292172,0.27278251562588385,0.025024249650125494,0.21922000117440224,0.6552591896088628,0.21102845853326854,0.08745167213255295
Fusiform_R,0.15764910245489952,-0.22369319792979325,0.3655816215589885,0.5961930515228383,-0.09736868803784345,0.5094510964830832,0.3000541089209227,-0.06397290462593445,0.005592878114541747,-0.026480816838323852,0.10528459075804482,0.26775932276546494,0.3672665950541189,-0.033165794228101717,1.0,-0.05006765666555801,0.6394490574784217,0.5563571999139577,0.1431627225352147,-0.21708561958866943,0.03838679498269026,0.41563935175395933,0.34478021920324015,-0.18065059101717051,0.46162978215333045,-0.026447980940345495,0.30621706664994974,-0.20389813955150166,0.17856189444241052,0.26730686941909676,0.48499981832671296,0.10333262813793893,0.5616170604488923,0.16655506561628827,0.1315156330020484,0.07828661787398528,0.42642168614256737,0.08059271966061751,-0.02391425641236408,0.08254407474925393,-0.04805814459923576,-0.15129901860442319,0.054566871852424335,0.46759439087639976,0.5190213699786556,0.48825921188219834,0.08259434913086088,0.5580861838758147,0.31914278628121817,0.5916735178634339,0.12266965695778898,-0.24935200818740455,0.021358817378614187,0.19332888310425225,0.2833114595066632
