,Vermis_4_5,ParaHippocampal_L,Vermis_6,Thal_LGN_R,Olfactory_R,Putamen_L,Temporal_Pole_Sup_R,Supp_Motor_Area_L,ACC_sup_R,ACC_sub_L,Caudate_L,OFClat_R,Cerebellum_Crus1_L,Frontal_Sup_Medial_L,Caudate_R,VTA_R,Thal_PuL_R,VTA_L,OFCant_R,Rectus_L,Cerebellum_7b_R,ParaHippocampal_R,Thal_Re_L,Thal_PuI_R,Temporal_Inf_R,Cerebellum_3_R,Fusiform_R,Thal_LGN_L,Putamen_R,Thal_IL_L,Cingulate_Post_R,OFCpost_L,Cerebellum_6_L,OFCmed_R,Insula_L,Red_N_L,Cingulate_Mid_L,Thal_VL_L,Parietal_Inf_L,Frontal_Mid_2_R,Vermis_3,Frontal_Inf_Oper_R,Thal_AV_L,Temporal_Pole_Mid_R,Cerebellum_6_R,Thal_MDm_L,Amygdala_R,Cuneus_L,Fusiform_L,Vermis_8,SN_pr_R,SN_pr_L,Cuneus_R,Thal_AV_R,ACC_pre_L,Cerebellum_9_L,Thal_PuM_R,Temporal_Inf_L,N_Acc_L,N_Acc_R,Cerebellum_9_R,Occipital_Sup_L,Angular_R,Frontal_Inf_Oper_L,Temporal_Mid_L
Caudate_L,-0.22521201445156783,0.3757070664659177,-0.0017854801544609825,0.12379814080347377,0.290019905361887,0.0875237976527603,0.31614874816187394,-0.7156879234489029,0.6496330343762697,0.7081253050899341,1.0,-0.29127326811816845,-0.30091078596613297,-0.5114327156629046,0.5105797176307583,0.007160062789770515,0.34045893401719357,0.04286440496136744,0.2234691949965279,0.591837633960349,-0.4275624346980719,0.4923972431171601,0.3701718826800846,0.15183023997254846,-0.15774426158705565,0.020688619498677136,-0.2011443681077553,0.0305528956653432,0.6973636300857551,0.17477706250569996,0.07078877295667606,-0.26590024895838554,-0.37377586821304504,-0.5140420402014797,0.4536496698361554,0.2953835421564315,0.6913625068060613,0.46086177020077357,-0.09761278445245271,0.09530943654816523,-0.191157546042296,-0.09246281421205035,0.5572441161499208,0.2578689020363806,-0.4908844041134658,0.32566368352722963,0.34917627696036196,-0.3082779912256593,-0.13726472514919305,-0.5549074311418806,0.07068393623791269,0.020370083012995897,-0.35566187385842013,0.4406087411147072,0.8158663748808506,-0.022869994331417468,0.48396956834504407,0.20726422932796348,0.29216473792970105,0.43390201238940873,-0.47213752081342475,-0.239175418378356,-0.5182652240045992,-0.3260452421987009,0.3970934084936684
OFClat_R,0.26885013460119167,0.11578513260626352,-0.13560397066628108,0.2981927948237088,0.20385652254686673,0.24762751630827837,0.2897004450233766,0.4028269806991312,-0.27813085339197824,-0.12693959990828327,-0.29127326811816845,1.0,-0.42475338488698866,0.2323001983684017,0.06159262841015849,0.18201777210502282,0.1784170481773758,-0.044224181514552555,-0.015525119576632527,-0.059794084096660885,0.31267703011515,0.1535978939899917,-0.30509416270855577,0.2629215185360537,0.2324851791403377,-0.015667640600785442,0.12217280930349772,0.5075870787929146,-0.16767229754438892,0.17551715984370966,0.0005381661762580185,0.41741863571114685,-0.10358272050406846,-0.0550781148169629,0.19145897961144437,0.17608595763970863,-0.2883756711125074,0.14607457669763607,0.4342348300874532,-0.3949864898027627,0.09087558640899265,0.013079029579263811,-0.3005301158354637,0.3417575462978581,0.11868446484340066,0.15935936852895416,0.03359938900875201,-0.10475525387210965,-0.23222369894557118,0.06520619165581665,0.3350679327827847,0.36561289219343923,-0.05693240556358139,-0.06697792253444018,-0.2605494165674495,-0.007156271348476567,0.17875967629781994,-0.447749179719621,0.281017185125844,0.19989494983946005,0.2083678152569647,-0.24086980620676132,0.10731530244684541,0.2788081999871126,-0.466356423451999
Cerebellum_Crus1_L,0.026440238645734984,-0.2735139577676752,0.22736864133097628,-0.43034441252395556,-0.4157841476321025,-0.18115621282964062,-0.5275172249958036,0.2381626903170796,-0.37276643921551333,-0.3999465031999601,-0.30091078596613297,-0.42475338488698866,1.0,0.34944470825107615,-0.5197984014533007,-0.028332746839912024,-0.48065844633886995,0.1951386295376175,-0.2086737643328808,-0.32983845660781413,0.27103682248384897,-0.42204207010229455,0.1425117211286391,-0.3266517321106661,0.02356724050957728,-0.08272427790165812,0.17930485877591096,-0.35537137070516833,-0.1726967488028445,-0.26718585595439365,-0.07717155976962004,-0.313264361122599,0.6141243179514283,0.3169062909251055,-0.19211503921073472,-0.5036945465016403,-0.16177475262062552,-0.23067206428916204,-0.35392687082390345,0.1667028549306248,0.18938983090818698,-0.07328469676412759,0.09771085225779369,-0.35755449253861304,0.44761130359137113,-0.15535013495022698,-0.17638265071887027,0.29690168455011534,0.716153122272972,0.6569748915239059,-0.46250456977074705,-0.3933084814729802,0.32614699593662394,-0.08370040802201899,-0.2869353434905317,0.4732188760966025,-0.35318107058173664,0.594657761983106,-0.5072754507024713,-0.5120767024445414,0.5628591334013836,0.47295490581400434,0.1723400598147145,0.17731888467625648,0.46248797416716964
Frontal_Sup_Medial_L,0.376261871163352,0.0669966135229002,0.03829175143972273,-0.026967057445322115,0.00979526609258255,-0.15644216209748454,-0.2928235439650557,0.7557136873852865,-0.8263381620928717,-0.5242734355114793,-0.5114327156629046,0.2323001983684017,0.34944470825107615,1.0,-0.44165991492202367,0.24009020341327347,0.010840344902492062,0.18974784438926073,0.06674185749828222,-0.4740212407061576,0.2379691678938293,-0.1525169290105752,-0.17668489475255597,0.10473198371074915,-0.047347628900408174,-0.04723650120168244,-0.011249937758348547,0.268446289723152,-0.20912917817491525,0.2034660457637205,0.1876350902180665,0.435546556067369,0.34120387378072625,0.5386619521704993,-0.013576436419328175,-0.010725524018990866,-0.3115764260680323,0.1325263957257392,-0.010751286978006239,-0.039208889109579044,0.1695820139033391,0.4019932855085369,-0.5426592725088984,-0.2332674963882433,0.3273574658995957,0.15008471665382225,-0.454774039872485,-0.06298337779808492,0.33861888583390165,0.6058960145180816,0.13566401008197299,0.30486793994037525,0.004077025039604267,-0.33994716846403633,-0.4237280199139503,-0.13744382958000945,-0.041867051690776945,0.1422290116357407,-0.029712000695944204,0.09064467119319321,0.46527745798503184,-0.03977663321558736,0.1500577363944783,0.6656986092668847,-0.08791734025398863
Caudate_R,0.10322603224051623,0.4699846091181717,0.019811073576663004,0.24627096655584646,0.502807045645783,0.364949643166828,0.81188178387678,-0.5662822051578006,0.7189229440506963,0.7950220095278646,0.5105797176307583,0.06159262841015849,-0.5197984014533007,-0.44165991492202367,1.0,0.1709317305554097,0.6730482552273653,0.11757626939038815,0.4446104861289808,0.5686992984258921,-0.25275961900138405,0.6666860157597462,0.09377582838006655,0.35140093701225594,0.41472099863738865,0.20744724907095044,0.20630491698215578,0.03669272132212903,0.35262403166171113,0.2579140125934941,0.2851536436735305,0.17265310094794095,-0.2547080479649931,-0.5694496973118429,0.390396257190249,0.4023213981818809,0.15871434014294414,0.4243393403930314,-0.1827792042435265,-0.16702427885179302,0.01501268498886096,0.2327734859824165,0.3786610253453904,0.5708629583914752,-0.176138951143479,0.4428263768506337,0.7082971117638767,-0.11595781799533901,-0.29209596879178784,-0.3330273747714567,-0.02048842325575682,0.40146019529720717,-0.20803190288999276,0.6061095599563862,0.7164445784200258,-0.24543712087759242,0.5857160401633762,-0.1035606088648376,0.4763703698895453,0.5882931759098862,-0.41190851059083666,-0.23031343336659937,-0.2498311218185433,-0.2309903743512011,-0.09993161921362403
VTA_R,0.3630517225079771,0.09204190025730666,-0.03173173410193944,-0.02235645469399905,0.1653412956045126,-0.07127399532853221,0.2076395104772066,0.1645857937669126,-0.0939932500641301,-0.008792292937160714,0.007160062789770515,0.18201777210502282,-0.028332746839912024,0.24009020341327347,0.1709317305554097,1.0,0.32979816464396017,0.5136255297175742,0.20582773122091994,0.054100224520692214,0.19995001642854068,0.26863588732467414,0.0073068449404881265,0.19435158396552946,0.1692008636392123,0.2935299752067341,0.10528459075804482,0.06293759067912097,0.04812034315660003,0.26465632998962413,0.19679246424274838,0.1406560013965708,0.046194649842905694,0.007749886950124717,0.2660397974557366,0.21645465619484314,0.05971266473280181,0.3354098897765408,0.07957150684743071,-0.24968807079517796,0.23852076270794734,0.3233044003245258,-0.07484204489781193,0.1403734408110789,0.05313277507479925,0.36134580623687357,0.12327158788021994,-0.0735879978437708,0.00048531205812727714,0.19908785173699278,0.1938692894465739,0.47606311278415686,-0.07520508297575469,0.31926012792829445,0.044065972737110465,-0.050123470959282726,0.332493779385914,-0.002949513322637684,0.02880915896772819,0.37066119040101647,0.198104209357637,-0.13385330963651962,-0.04866821575141387,0.37027054536534953,-0.1469400810070536
Thal_PuL_R,0.30523403432807333,0.439920346578761,0.031293918639820256,0.42749896095524365,0.41829210961032987,0.3034904159062948,0.4551040248744565,-0.22535750071348937,0.34363806928696033,0.4491441004344765,0.34045893401719357,0.1784170481773758,-0.48065844633886995,0.010840344902492062,0.6730482552273653,0.32979816464396017,1.0,0.25670941979932776,0.3464054815596617,0.5205261958176073,-0.13536257946078656,0.4642594398841256,0.03182600196154878,0.49822476520255704,0.21958374901820196,0.3027937886288724,0.20401751026169776,0.21648578009152963,0.36794193256873187,0.47409870731713577,0.41935215479535304,0.17774235980876063,-0.10203338228654633,-0.19666710335855697,0.4379102291606375,0.5990135081323346,0.0856344748098471,0.48236691722266695,-0.24893094797205592,0.057765306597404184,0.09133859600531288,0.4772263720124229,-0.076423293526375,0.44206687388573457,-0.05359335415732891,0.41462810801396616,0.36994158309170255,-0.5017510176510768,-0.2995332587731463,-0.2340486750895372,0.24331839096013005,0.5734411119258107,-0.5770645832485363,0.34782134823975336,0.47340367938441263,-0.28020796116374924,0.7145040917982324,-0.12353843698517679,0.3841802411985613,0.6206737703665473,-0.22562047300077134,-0.6242920591536821,-0.42596593719914877,0.07110119900017149,-0.2771421285415738
VTA_L,0.31159462336281296,0.01915025383736203,-0.009471654164399546,-0.2499873814597223,0.065542008202273,-0.2661925648980518,0.030354008955632027,0.04696378521205143,-0.0055607354199630355,0.015029652684697305,0.04286440496136744,-0.044224181514552555,0.1951386295376175,0.18974784438926073,0.11757626939038815,0.5136255297175742,0.25670941979932776,1.0,0.2509670053810735,0.2633580274452979,0.07920597791992726,0.02412832395725842,0.09246210893940679,-0.2451832453129476,0.05620183661886526,0.41936864194174694,0.009623781071205614,-0.12749704139827778,-0.03001816795015044,0.16001646868675623,0.23477277684945355,-0.11963130261273999,0.040095109527497605,0.09586186875332926,-0.023252869800898007,0.365063133748301,0.06309131083351269,0.18657438827439554,-0.08721449500181039,-0.0813320672956633,0.14385823698918696,0.17261383672067354,0.014820632664425713,0.11935931139782878,0.015304568783035119,0.06756946885901835,0.04239810317806249,-0.08516762824638184,-0.09823264368309303,0.10960695196220713,-0.3354242986874916,0.13596228974864485,-0.19885347820616586,0.31377813648885455,0.13940945897224008,0.11735491117418985,0.048271945474729044,0.10456836442615813,-0.3924120047329176,0.23793719353408013,0.21820982347581877,0.042927611599406994,0.04009412068303203,0.23386467018871632,0.0002263090425808593
OFCant_R,0.21010467081006307,0.4367933848513541,-0.05502673043348736,0.05243125095490108,0.5389188821390879,0.05403787277622265,0.5181368897613993,-0.1466796436822789,0.07019924544182957,0.3396300659394886,0.2234691949965279,-0.015525119576632527,-0.2086737643328808,0.06674185749828222,0.4446104861289808,0.20582773122091994,0.3464054815596617,0.2509670053810735,1.0,0.1986296210095348,-0.11785631985672723,0.5616853185437771,0.17836980289451643,0.23143912523848398,0.23156913031615994,0.09354569769323753,0.1567838207410334,0.0030664443646914604,0.2888130484966556,0.31392966793891924,0.275582918549241,0.3287719987332965,-0.061715972521618374,-0.1492902385738216,0.2851967227184927,0.1867168746205507,0.06032340218106452,0.4445522202787658,0.09287027995542992,-0.44589559390512007,0.06633462423405759,0.2623720652280885,0.1874345850700232,0.1952016376132555,-0.04347598120208158,0.4324844552937346,0.26532565776564726,0.10583257804356448,0.02766245790859339,0.006716486390771955,0.01819238959445285,0.3322511503024879,0.03536759073863324,0.32733733531808906,0.43184849978129763,-0.3715012104856322,0.26147389041916935,-0.027262026190137966,0.29694222752338656,0.5593415429044304,-0.1564837476594864,0.14053124266150516,0.017695292841371148,0.1296568214157416,0.029928793184982455
Rectus_L,0.05710150819974256,0.2655377520146981,0.01736952537562404,0.19666401987745158,0.37731690590689365,0.1717152555562797,0.39557270877570916,-0.5256182884515089,0.6099220462866249,0.5296849584510678,0.591837633960349,-0.059794084096660885,-0.32983845660781413,-0.4740212407061576,0.5686992984258921,0.054100224520692214,0.5205261958176073,0.2633580274452979,0.1986296210095348,1.0,-0.13582922329984387,0.2889199884538331,0.127424522811391,0.11368546813121037,0.11717203593239836,0.2139265258622594,0.031486420778643984,-0.04885590294412198,0.3845512250576843,0.18295599526559134,0.16670269064546878,-0.18507341363159752,-0.24279928164295883,-0.43411338819225004,0.2796530225510049,0.3997277240794087,0.24853221559721875,0.2986332842997232,-0.12139141440273785,-0.012221724970013576,-0.1662533072076608,0.02560851290922897,0.28668555476351765,0.41414308191724813,-0.2713837357812457,0.17621611195480683,0.35606575530144846,-0.3474225779607744,-0.3707681795465343,-0.44528548763915876,-0.1226755553290658,0.08798915124836787,-0.4928315616906763,0.44815152087215504,0.5835060088807146,0.05747080075034234,0.34615009428315463,-0.06667087609875252,0.09752427192759615,0.3424158265588016,-0.2698005661764617,-0.32095043860584715,-0.3999598173104206,-0.1285732017394972,-0.0031596731053737935
