,Cerebellum_10_R,Cerebellum_4_5_L,Occipital_Inf_R,Calcarine_L,SN_pc_L,Cerebellum_10_L,Hippocampus_L,ACC_sub_R,Thal_MDl_R,Heschl_L,Vermis_8,LC_L,LC_R,Occipital_Inf_L,Occipital_Sup_L,Temporal_Pole_Mid_L,Vermis_6,Hippocampus_R,Temporal_Pole_Sup_R,Supp_Motor_Area_R,Cingulate_Mid_L,Paracentral_Lobule_R,Temporal_Sup_L,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,Cerebellum_Crus1_R,Thal_MDl_L,Rolandic_Oper_R,Precentral_L,Precuneus_R,Cerebellum_4_5_R,Frontal_Sup_2_L,Cerebellum_Crus2_L,Temporal_Mid_L,Thal_IL_L,Thal_PuI_L,Olfactory_R,Lingual_R,Thal_PuL_R,OFCpost_L,Frontal_Sup_Medial_R,OFCpost_R,Pallidum_L,Olfactory_L,Red_N_R,Cerebellum_9_R,Cerebellum_8_L,Thal_MDm_L,Rectus_L,N_Acc_R,Thal_MDm_R,OFClat_R,Vermis_10,Amygdala_L,Rolandic_Oper_L,ParaHippocampal_R,Frontal_Mid_2_R,Thal_LP_L,Thal_MGN_R,Calcarine_R,Raphe_M,SN_pr_R,Thal_LP_R,Temporal_Mid_R,Thal_PuL_L,Cuneus_R,ACC_pre_L,Thal_Re_L,Putamen_R,Cerebellum_Crus2_R,SN_pr_L,Cerebellum_6_R,Thal_VL_R,OFCmed_R,Insula_R,Vermis_4_5,Thal_VL_L,Parietal_Inf_L,Vermis_3,Cuneus_L,Temporal_Inf_R,Rectus_R,Temporal_Inf_L,Thal_PuM_R,Cingulate_Post_R,ACC_pre_R,ACC_sup_R,Cingulate_Post_L,ACC_sup_L,Frontal_Med_Orb_L,Parietal_Inf_R,Occipital_Mid_L,Thal_PuA_L,Thal_AV_R,OFCmed_L,Red_N_L,Vermis_7,OFCant_L,Occipital_Sup_R,Cerebellum_8_R,Lingual_L,ACC_sub_L,Thal_PuI_R,Postcentral_L,Vermis_9,Caudate_R,Raphe_D,Frontal_Inf_Oper_L,Thal_VPL_R,Parietal_Sup_R
Cerebellum_10_R,1.0,0.05031644271944188,-0.3219914799343315,-0.182290596210044,0.27688574335308097,0.4739304545667078,0.23284573314313728,0.20733143770530812,0.2642222525704612,-0.04821097015033067,-0.31448333942940093,-0.01455716084935968,0.07491332032400785,-0.7524539180677985,-0.5835170746844086,-0.06615224511287716,-0.04207990418289852,0.3745696627609827,0.1873649554027548,-0.09209043728053774,0.2230445220064229,0.02938517438784936,0.2541213066270315,0.3656275285502146,-0.05423643172667797,-0.13331233499809617,0.49575364245723147,-0.004510211537038396,0.19938929701801503,0.06001252278653399,0.10861081080905143,-0.03144636010368874,-0.3190267385694809,-0.35771405965167696,0.3402326312593128,0.5290331513438017,0.24337972140951927,-0.35503817258116654,0.3740543758192776,0.13728836385349383,-0.08611411366586152,0.31044828318313555,0.02937718447402911,0.253043841573599,0.2955551991253041,-0.07928877721446213,-0.4707971656451482,0.33917381068707736,0.17735298882423858,0.3291064109392458,0.39159563813385084,0.45637817380149187,0.05879426291820141,-0.30759262561578554,0.1440361160662984,0.29345124915846554,-0.16210958658638086,0.32266500752874583,0.26380552089949677,-0.38990165239983726,-0.15676701072556498,0.4827265617963243,0.23252920320388917,-0.2706732951389374,0.2484302193177574,-0.38289747299884025,0.10728988945162989,-0.047662857045683266,0.27495290324594673,0.11252563475331498,0.3068845144334087,-0.1308402086210844,0.2518610461128188,-0.18139920929234138,0.44733324053198015,0.05076724126720491,0.4122274993375459,0.2571413467120818,-0.1093151520387275,-0.43506960450538085,-0.0889963587881127,0.19531155107089,-0.3719653529372814,0.4741193495505514,0.13391646535707724,-0.09570040270575023,0.0711869705712265,0.1285038967010482,0.1989053146581795,-0.1567463424286972,-0.35327970476370996,-0.6809391591191772,0.4554453101979224,0.014746718900485413,-0.08634111946785905,0.40698359094543407,-0.33727127484252106,0.07942654020303203,-0.5746306031183597,-0.14058321739397153,-0.366529284487684,0.18284416560357686,0.4596893334328855,0.2679564530310992,-0.27942667992427644,0.21670775258079075,-0.5149839795674073,0.11010802933591644,0.4718059817951649,-0.06541504039719469
Cerebellum_4_5_L,0.05031644271944188,1.0,0.20360416479443755,0.5095398737574431,0.18162377027190574,0.06257674396845214,0.21494859198038485,-0.026545886919545025,0.6213453671977597,0.08793559846922189,0.45200137827830655,-0.18284317826618213,-0.16039489162428364,0.0010943912990617674,-0.0022727522286988063,0.18601616863867848,0.6940881478552378,0.29187136265750574,0.24795110223065586,0.30857901586357417,0.06619319719081215,0.31531722237426546,-0.005304901438638992,0.23090770029336924,0.22503144036242795,0.3573263528149952,0.4150781882574541,0.533120323059374,0.23010245375592783,0.3290765233722617,0.8124296243019946,0.06558877156446256,0.16689686538321136,0.08947639822935097,0.47883702257164823,0.13327583777259133,0.06284868532541943,0.5970887473595523,0.2097946604591907,0.2294342306904882,0.2824247516988959,0.2179811903356384,0.3398949669554261,-0.001201636480762606,0.17254995969660625,0.2864522100083457,0.15035114638219868,0.6118697976019478,0.00225848632964845,0.16740491387588574,0.6195294580035526,0.11810597312117671,-0.13618964051297827,0.1911694153732249,0.24645227912503553,0.32734625289971303,-0.18269771490827175,0.02933489348563248,0.2640654361341727,0.5797076893349932,0.10088229823144157,0.14775123184401007,0.21785137821256062,0.37873181718712506,0.20634516644511863,0.23221273252742414,-0.09441964499942457,-0.0016208400252867175,0.24373180028816033,0.3516542869642815,0.323847920319602,0.503187696984485,0.5470707212234209,-0.023343697851894614,0.25652652385029184,0.77961541594303,0.5052803798249501,0.0449726314518936,0.6050676321275423,0.2550588798154032,0.5486647919111025,0.1634420884416926,0.10123789258733935,0.34903289428893564,0.5574887408131095,0.23139370641382254,-0.0928765076658535,0.43001845331825134,-0.14140675709711423,0.10638708063717582,-0.3007154523668643,-0.060626869707935266,0.19663283465411677,0.3933625139636502,0.06814158798076718,0.02485458965963965,0.29920479491806456,0.07414079462653127,-0.07921490007226109,0.3115492830139871,0.4601387576345452,-0.07627082184592904,0.4469851796674639,0.0888392180298583,0.5411338601614171,0.10608549541156989,-0.2263024890002835,0.3164494384563618,0.4851145466237848,0.01634071723935663
Occipital_Inf_R,-0.3219914799343315,0.20360416479443755,1.0,0.5129036109667605,-0.08242673298788951,-0.340917634689856,-0.1280577012338086,-0.21798014750911096,0.18950201522462948,0.21118887787830198,0.5651447108964838,-0.37528851859519713,-0.3751562404721525,0.5182238389128355,0.5486890264037007,-0.002402527220603174,0.18763761292539655,-0.1944591016009193,-0.03278433720698865,0.42756037697597343,-0.3343055807018921,0.4208461705054727,-0.3403716532695184,-0.06634787308836784,0.3454527960816322,0.6477085997316914,0.014799767545455951,0.21361639418629247,0.2803411328571223,0.3265436319799687,0.08889324232488137,0.040466586640426724,0.5466712624709626,0.15016162442668118,-0.05826779855793973,-0.3958742124874113,-0.02717316948809822,0.6246202371874175,-0.2225014628972457,0.14293979885947058,0.44227521746801934,0.126879272914481,0.4340765391763525,-0.21255584929445043,-0.10845777518778417,0.4819925553390392,0.28236492600355745,0.04562668626986331,-0.44083464961287966,-0.19489126524319586,0.19044197227688775,0.01952512941312663,-0.38639757920889733,0.43753458199087714,-0.046510952705316695,-0.046354818012785994,-0.3110418616343429,-0.41314973323046683,-0.2968872088368967,0.5561687053265241,0.1283132630267328,-0.2706465551669089,-0.18759665963030708,0.5695703007715299,-0.23738671603254402,0.4764946440969923,-0.258694224072703,-0.04238791829546029,-0.09747003316929766,0.3390121698254031,-0.06795383491823463,0.611051508436694,0.05884423878987411,0.340729504790733,0.05224172646374543,0.3116868221897159,-0.05465318339306853,0.10759554264599713,0.4199714224154803,0.48974873401624014,0.3669235333834949,-0.021681906524960083,0.01420394164112224,-0.2509566559164693,0.10240847038392502,0.31103718977927597,-0.39464638878088315,0.21357579135554702,-0.48171218834842,0.510461977261008,0.1997474727113598,0.5165580849073894,-0.3094505245116345,-0.038797474399244,0.3250841007163189,-0.262478137572775,0.6404921661038333,0.22850411124558306,0.48463408958897347,0.6081318172706559,0.5174159299220027,-0.34351068734586526,-0.10857886386864052,0.05536114984030847,0.6093871830749874,-0.16463717420409368,0.3821164113977348,0.23359802376435088,-0.16286041563568326,0.4616704028566463
Calcarine_L,-0.182290596210044,0.5095398737574431,0.5129036109667605,1.0,0.4022604493830936,-0.28326729368629483,-0.21416558462783544,-0.21641571770177617,0.4267326319904622,0.18475118533374682,0.43769425250347477,-0.26258501520198213,-0.2016863101124651,0.2590249539603187,0.4216655676773827,0.4012090006758109,0.38826812931594834,-0.16239158790841085,-0.014606259503542187,0.4298699769391658,-0.07686259207833297,0.4428590197304825,-0.3061889188497558,0.20128556183744073,0.22101504145503661,0.6652945910072925,0.045855324063854466,0.3986584199398992,0.41780874563941633,0.44030964435993863,0.3202801128465445,-0.01550197041786192,0.47081360083410256,0.07196161359988265,0.22247790599333966,-0.4244119448450565,-0.1784878488930942,0.6494430354048838,-0.08718414735612605,-0.09017442732452126,0.3535138953317264,0.07970673881730615,0.47090741227727256,-0.47417107151836657,0.05501429404855801,0.5833880313832329,0.32532113919879857,0.2301113713900765,-0.059540722990353026,-0.13052630383773653,0.30740971174897025,0.13018526268218553,-0.49523527911661114,0.24617140508139174,0.29093726175405377,-0.007767648863414313,-0.3549358337165686,-0.32635023931528206,-0.14039544663521372,0.7537011713808417,-0.2295044462364582,-0.2925102300037134,0.00831410990400062,0.5170720810211068,-0.0692834948850808,0.39431035619129234,-0.26295474409455727,-0.02897564601603422,-0.03711609301806831,0.5675271729428948,-0.042832462701843106,0.5720465920636725,0.1990570741532202,0.12565053267263412,-0.064499200229096,0.6230074483759348,0.20780710022379217,0.2552652679502892,0.6863771310284802,0.564292269831334,0.4786275233331673,0.2761817815022926,-0.0407269082802394,-0.04833341047267446,0.39278117891507686,0.077192013348788,-0.23909607071940928,0.5842676174292323,-0.307931026471452,0.24280090937573082,0.0005063781440118304,0.2873526175686117,-0.3031840642320682,0.3463331709361751,-0.09551257176705037,-0.0330161648638909,0.5366695557485628,0.014339659284133506,0.3436244338353285,0.6223744392638271,0.4670277055318322,-0.2786871013892911,-0.12414788894267266,0.2216039599314267,0.5809593336280426,-0.0935901180844455,0.3731005351283616,0.3793154839581498,0.03778901282017844,0.35734590144901884
SN_pc_L,0.27688574335308097,0.18162377027190574,-0.08242673298788951,0.4022604493830936,1.0,0.2528039530339854,-0.26440851408946525,0.05948710738466654,0.3522020887738323,-0.10725577662179633,-0.1946706137813561,-0.08161089742578864,0.14833827024100119,-0.3384176787855898,-0.22877141575233287,0.4054094282276138,0.09297590131872724,0.011673893055695606,0.05304594058098332,0.10329089434040278,0.2813573836235408,0.10452288691501219,0.004026436783548475,0.24597993630571316,0.0701987782403114,0.04221600603339939,0.11005551324655458,0.27406334072903216,0.21797810381926397,0.08552760798995064,0.19858211784376834,0.12685626248240936,-0.1541757937993941,-0.2873167619073551,0.3041834380003911,-0.015184886557621494,-0.18983056990187733,-0.04191966797759509,0.33085869135452195,0.017120643923787003,0.11947060237850492,0.09259113741904668,-0.01290672456599582,-0.41394252845811585,0.3806100258339763,-0.01330605959206488,-0.18149615279239878,0.13138338182233794,0.03126213944789121,0.27859374921326807,0.18135763335096014,0.22534298265925023,-0.08286365556893105,-0.2458983204671939,-0.003993060895989251,0.10167274836613156,-0.01000978206639346,0.007092544508940396,0.36623509160985745,0.0792682859416789,-0.6050240299699369,0.09543019835275635,0.1617467215434037,-0.043847021904179106,0.007977625531027658,-0.14337891502484346,-0.07969057679274565,0.01411200259083469,-0.04162798273648016,0.1421191720128001,0.2424147014870229,-0.016157224869778934,0.17485078036902482,0.10600527197504087,0.084974476787659,0.3567630424883113,0.23583026340205343,0.19870571058316988,0.39149640162892435,-0.03807028400624069,0.0119084707011926,0.20402100296362208,-0.22811607149700847,0.2719519534542059,0.3466703248316244,0.08487245399213915,0.06150043790664407,0.5766939474344766,-0.08332936494503415,0.02578791345049478,-0.04245993883701899,-0.3202013484968716,-0.0034134619628610917,0.25167080043664053,-0.17042584372317957,0.5703488000012163,-0.2628238018427702,-0.00471441709690713,-0.16076190818209352,0.03395630810677777,-0.3336886141521676,0.009117376912424981,-0.06643688045334041,0.23589387208859242,-0.020148254824337124,0.15262765567495795,-0.021241498129357064,0.120805073461894,0.28486691303476297,0.13870144273010973
Cerebellum_10_L,0.4739304545667078,0.06257674396845214,-0.340917634689856,-0.28326729368629483,0.2528039530339854,1.0,0.1400410427650264,0.42870348580233486,0.13120932056761703,-0.3208937850458803,-0.31032021224937384,0.2836205612139263,0.3011852465083008,-0.4900403523213738,-0.6187369663538365,0.005139757230572922,0.008251902540612891,0.4142408016765648,0.1791545437686946,-0.35603505854451345,0.298554499302723,-0.3533050009610921,0.38508872826132096,0.17678609254876407,-0.22228899053510848,-0.38979714710977353,0.33532505039508037,0.2058132500627591,-0.3430342949633899,-0.24073912199302408,0.22860404543253157,0.11528986273786597,-0.3943508317708446,-0.1764654940481661,0.36743708963897703,0.4139104714545826,0.16981166119965138,-0.31377504128992567,0.5333928847318183,0.08099087410990109,-0.2638208761568177,-0.04292370021579079,-0.11152912241266184,0.26168625011063307,0.41902673556528053,-0.3293872214194041,-0.4057941255287563,0.2371916778486158,0.33890150094662397,0.3501603294824046,0.13954265925793716,0.028662980406591328,0.3750445132965539,-0.12123148202276737,-0.020353740123380305,0.2923852933911017,0.28565156434650035,0.35861496734644516,0.45265277293260064,-0.26837907004710543,0.0019766029639173744,0.30482980367677837,0.36805581683254207,-0.1698704916435006,0.10213194638450201,-0.4445964171290457,0.32553814889935584,0.1313259605940544,0.2941868231273296,-0.21147411179353195,0.2837148976194039,-0.2070923870745811,0.31348856188803875,-0.08688494334003762,0.3286153459088901,0.010395401246704948,0.33446830884238454,-0.2640141127730778,-0.12861598921801992,-0.48308025553324796,-0.1091708473768401,0.05349941639038426,0.03490184160458859,0.4992504037564863,0.27167904384176017,0.11335105154459545,0.40810756987311597,0.048441718056007936,0.33374042832352685,-0.2497163882006419,-0.2550235326680792,-0.6047359925522265,0.49290688379754083,0.1428295317344078,0.03982002214242929,0.5203349968711247,-0.44977222118385257,-0.03342372566512223,-0.4809749442679371,-0.39102918791562613,-0.3716206084793354,0.3554992979630155,0.3449230730501895,-0.23877164440896828,-0.3181468032255746,0.4351099934446623,-0.4540394930578443,-0.1717404191418199,0.4796786230593442,-0.38454360215567335
Hippocampus_L,0.23284573314313728,0.21494859198038485,-0.1280577012338086,-0.21416558462783544,-0.26440851408946525,0.1400410427650264,1.0,0.12883488279115188,0.0425440492196176,0.21396867017750698,0.05037582276228327,-0.1284796467268909,-0.20369860681381832,-0.05381548995626076,-0.12765712664203077,-0.16002246366054437,0.010587407049597021,0.37764969082766564,0.10500079006773651,-0.03143079874156374,0.18018854039694418,0.05244680132882799,0.37680075926088674,-0.06589074148307003,0.18832110754910267,-0.2531584119639727,0.5177970463353363,-0.07764158416333866,0.05767816527968353,0.07452814238720626,0.07857237892172636,0.13591461518264705,-0.2075626961386583,0.27339011668633595,0.26366204548958466,0.5731738290296565,0.320184818502766,-0.033326262325124534,0.17394717050744832,0.2611115267251262,0.036700849150943814,0.37561976190306073,-0.07637923576886536,0.5139660418927449,-0.052063005515728546,-0.16423213746347287,-0.2358304223557857,0.47979668460222635,-0.0569633372157258,0.38237621476898853,0.35944180533290354,0.1430018814940517,0.03574333575021228,0.23464680511545022,0.28795374720865424,0.3753907187491497,-0.02372391251359919,0.531639656277137,0.15167300669696065,-0.12078902364788459,0.35142662845703593,0.5803133495768155,0.3659624149361493,-0.29163599066210866,0.516685961745075,0.058110950433327965,0.2829532970881491,0.2188979918898842,0.466735881896457,-0.2447379688849531,0.38196427884717865,-0.20813251576846648,0.19856129668073266,-0.14192542434772337,0.5244026156626079,-0.03238339635246369,0.42774100838915574,0.030802351411446254,0.04825267008986742,-0.0808126671687179,-0.14478646810319534,-0.11277381741025064,0.29381556061426967,0.4332142972622748,0.09582977408555945,0.18222420890439256,-0.09729265899618726,-0.060926169270251254,0.14336120092203086,0.1458461368256666,-0.11841824534201706,-0.08564754359219845,0.5594248280661321,0.05567692001416408,0.2457387717272917,-0.08333508251061131,-0.1541681990811908,0.15460530129081299,-0.25022349347806006,-0.1621279428377838,0.1430253857379209,0.17632576071112516,0.5581845978000959,0.09868793149898743,-0.03691841039745059,0.06436021358489324,-0.41972687278751153,0.12257007139928819,0.29337938772569555,-0.011825597938192886
ACC_sub_R,0.20733143770530812,-0.026545886919545025,-0.21798014750911096,-0.21641571770177617,0.05948710738466654,0.42870348580233486,0.12883488279115188,1.0,-0.0931913115726535,-0.4839790831552944,-0.44100336727190137,0.2791202985688212,0.18608026548597612,-0.2652629203892631,-0.23404722805389336,0.08486106858780751,-0.02116865584274285,0.6277805328101597,0.6445186752192229,-0.7998489568648809,0.3970524333981489,-0.5047332270784141,0.5002893855310927,0.5282023011878693,-0.5666319117296241,-0.39390423609502695,0.16023895689252568,0.25498904446350007,-0.6550256526886303,-0.2597982490857121,0.22628085125998024,-0.41822867500423905,-0.4365717566700392,0.08882069748712637,0.12909713776506943,0.14831873690918754,0.3445996303269019,-0.39765510758087635,0.4708048782158413,-0.04128854407837508,-0.5933916273149806,-0.18918953319774334,-0.19881246626510404,0.5600630148640579,0.30863835232577586,-0.44982543963339583,-0.17437382543781044,0.3666378287583167,0.4888600351665149,0.5080922342873601,-0.046909152418894845,-0.15400151299656573,0.29698296559252385,0.33822270486331196,-0.09581552786512187,0.675600561417569,-0.09181861631928007,0.5071208035103362,0.29067028335511774,-0.2514188442796555,0.2385911008327581,-0.03862481976356589,0.6818673615430608,0.056519295131835574,0.04755341437827669,-0.2057224056719017,0.797722580997597,0.30819208703022555,0.4398950371187844,-0.2887069988812459,0.19938298242171693,-0.2088374956228986,0.49413923237849633,-0.5998234422682727,0.217516829356466,-0.17953933544388684,0.36485329605786204,-0.2411639770365845,-0.07127824830785309,-0.1517203235541773,0.1946478135249017,-0.09428730390703854,0.08519003097980771,0.591303448315189,0.08378376514750703,0.32704984916240404,0.7583445875649155,-0.1503096701012072,0.644485239600166,-0.3687790969118462,-0.3786597039878377,-0.28881733661545034,0.6090608307315432,0.5250116298796292,0.043972734271459125,0.29672850579543614,-0.559227791070158,0.1358662461921135,-0.24181986305793984,-0.4882605104379574,-0.24593625469596161,0.9113960364760507,0.26293931756793787,-0.36874658173524655,-0.42633752889728865,0.812897051544581,-0.38434155678124704,-0.3769171636483425,0.43552459330175425,-0.3891186317033498
Thal_MDl_R,0.2642222525704612,0.6213453671977597,0.18950201522462948,0.4267326319904622,0.3522020887738323,0.13120932056761703,0.0425440492196176,-0.0931913115726535,1.0,0.024543351127838658,0.33254137085572694,-0.27869829608164504,-0.14530322284088737,-0.23008995106604166,-0.15527230590937202,0.2876723999749036,0.37048769379073954,0.13065517495459456,0.2700055201606621,0.42166217424693336,-0.07726244920197978,0.46743671030960904,-0.23948152496117775,0.24716293805369988,0.3899053518598109,0.37030998502835233,0.47181624751773443,0.5146146698258204,0.376983185897482,0.43489169780506187,0.4157163798343954,0.0491508759061437,0.01758917708077031,-0.28685105250092197,0.5137859469951938,0.2201031937446478,0.20718288599833146,0.37023982562940483,0.2835747724474103,0.4369691344788144,0.4676850546356904,0.5063600868122887,0.3297460640329351,-0.04366734117754537,0.2935383970968983,0.29597425669231564,-0.12132996120812051,0.6090692343066771,-0.04488259766304008,0.31164160013402675,0.7813517268279291,0.3170301319348589,-0.2899632703353868,-0.07286845848335635,0.10800526962013497,0.29264800277785563,-0.34005885909911215,-0.056745968221775446,0.3218107468730506,0.346143976953632,-0.26323564151658096,0.17743982399945235,-0.02040594432924811,0.2681208742744791,0.1491033505216554,0.09771016636280437,-0.17136605494749374,-0.17646555700667477,0.1059546759630602,0.3480891625934548,0.4238588173911353,0.365350510988007,0.5848415012674757,0.10911932148905142,0.3131993134888141,0.7093917768233925,0.5324861569452786,0.210640923329027,0.4247487463582951,0.08897564599277427,0.3912232187933251,0.43344802483385075,-0.21956262567332088,0.27684510274098917,0.5957891761852524,0.3880595980120606,-0.27310466578824794,0.5474850058625242,-0.3712516230897509,0.37285883687165294,-0.14055699483772333,-0.18448448856425945,0.10704978014704282,0.26383242297018217,0.2089567809455342,0.21288868656549373,0.19161406586229973,0.2672857282070944,-0.14424589753135714,0.42795945535144847,0.060036745888838186,-0.13938393492910342,0.4068279823572949,0.2246961868585864,0.4723065255413658,0.14667233287098566,-0.3176689798993691,0.5489917538639033,0.5524512344212118,0.2962355322393884
Heschl_L,-0.04821097015033067,0.08793559846922189,0.21118887787830198,0.18475118533374682,-0.10725577662179633,-0.3208937850458803,0.21396867017750698,-0.4839790831552944,0.024543351127838658,1.0,0.17346258818353782,-0.2655947686676871,-0.20956599572561826,0.08561711984321026,0.38597941792668633,-0.3145265735172588,0.12215853074940797,-0.13447505262013024,-0.21377064646665608,0.40347964310244167,-0.12642819123894536,0.4302744334851645,-0.09051257889174198,-0.2956811198161307,0.15357531960046772,0.17133220773106198,0.1000176703935514,-0.04268708958153582,0.538220068763882,0.4172414825290307,-0.05497600916917582,-0.007884406199180544,0.045931157480525904,0.11764708625947327,0.11324177181619895,-0.03740964363716018,-0.05807450416383541,0.20572151707669645,-0.2785390442973208,0.03899968493728902,0.150508154535795,0.2502168229846045,0.30424033753613283,-0.19488541785171715,-0.1263728396611427,0.15095300220678912,-0.017692824119486132,-0.06660007046651606,-0.238847730217931,-0.23785483573497262,0.09232784307913648,0.2046031674481299,-0.0276017312653683,-0.07079887673880655,0.4767435977575355,-0.21120689509250104,-0.21764324327519496,-0.32541849928181854,-0.19889304177433936,0.19525515508227861,-0.01035015049423975,0.2638759843242629,-0.30328146691657254,0.08607131059734185,0.05289824251765159,0.27926798277481724,-0.29678957250186827,-0.18024695918218417,0.07356583015001246,0.08009887980544605,-0.11079048133850677,0.02974488955637213,-0.18283939046355488,0.16172493571058566,0.15100359577024258,0.14225173743014854,-0.0713226929367201,0.4854394291789743,0.1341284998858823,0.2981125384537279,-0.0011791508388824597,-0.01113704051926292,-0.23625598617431462,-0.3314518199686068,-0.09766610657988471,-0.21943211884008235,-0.39043303844696364,0.13038536613601587,-0.2071540427498264,0.1811194802056525,0.2070002801851439,0.3125021515190344,-0.31474602263096324,-0.26651575247093484,0.02817299595194922,-0.2034384654684183,0.2540881479795872,-0.03508363671119178,0.2681330910872323,0.18280630590327807,0.3086438412174249,-0.43494866704102486,-0.021560756419716616,0.5470287943163787,0.23920420662894457,-0.3694511158192823,0.2648271592353022,0.12721909901847778,-0.1846225128719267,0.3916111736950959
