,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_R,Thal_Re_L,SN_pc_R,Cerebellum_6_L,Frontal_Sup_Medial_L,Vermis_6,ACC_pre_L,Pallidum_L,LC_L,Red_N_R,Cerebellum_Crus2_R,Occipital_Sup_R,Frontal_Inf_Orb_2_L,Vermis_9,Lingual_L,Thal_MGN_R,SN_pr_L,Thal_LP_L,Putamen_L,Occipital_Mid_R,Frontal_Sup_Medial_R,Cerebellum_10_L,Temporal_Pole_Mid_L,Thal_LGN_R,SupraMarginal_L,Frontal_Mid_2_L,Thal_PuI_R,Temporal_Mid_R,Thal_PuA_R,Caudate_L,Temporal_Pole_Sup_R,Occipital_Mid_L,Cerebellum_9_R,Supp_Motor_Area_R,Rectus_L,Thal_IL_L,OFCant_L,Thal_LGN_L,LC_R
Red_N_R,0.03289533343157317,0.3167001444909778,0.10907075929711059,0.5392680286383874,-0.052830289534181146,-0.0464629507234527,0.030405705439997804,0.27383978133702447,-0.05848963939019835,0.1323376341373956,1.0,-0.03823291676280837,-0.28445705791584486,0.06685320811116052,-0.10480787437809454,-0.2846149317232742,0.4289050083802924,0.4180738532970405,0.1889120650322423,0.2479652471910635,-0.24627039541648754,-0.06562502409984894,0.41902673556528053,0.06649007691170158,0.38761492062290237,-0.09926942394510839,-0.11671438063952647,0.22059991463834874,0.07430071856427814,0.4329447308432702,0.23661321251717718,0.3386623661548702,-0.43101945999958813,-0.10057787868377469,-0.20539499955229584,0.44033014067719806,0.40903642657935696,0.14545365466346935,0.32232067518398244,0.3487320218679292
Cerebellum_Crus2_R,0.5459273225620468,0.1502483252464012,-0.1638330443355879,-0.13712822076333495,0.46726432791694217,0.22989237718233338,0.19409957036130177,-0.4629470953216471,0.3834186909170519,-0.1981087727067175,-0.03823291676280837,1.0,-0.045641391683513104,-0.4246386271532343,0.5710881674353966,0.37796640217699856,-0.18603380790635238,-0.027350722368481305,-0.25901755777905927,0.09512817550608087,-0.18854625365601924,0.39096639547898593,-0.21147411179353195,0.2871276393223557,-0.062084199265929396,0.2504890257808195,0.4366671276492877,0.13970876485864536,0.40039738038601774,-0.03953180474842468,-0.40390786476694435,-0.041385473235323926,-0.15196854090562986,0.8586101670184653,0.4141681293343908,-0.10564301550524018,0.020770940511483805,-0.05925824452691076,0.025264751569372274,-0.3116726632101818
Occipital_Sup_R,-0.006360085344926298,-0.07070132846988937,-0.07961358807326634,-0.4723462032592924,0.125836027457615,-0.12026119199288896,0.037709764014074,-0.2364518385958845,0.38589894088772597,-0.08933451655539489,-0.28445705791584486,-0.045641391683513104,1.0,-0.26062181708889937,0.22661909920050832,0.37183383101393935,-0.29297806287237865,-0.2841896581096016,-0.6632788036414741,0.00030044150832668243,0.8860470586043397,0.024040098554612657,-0.4809749442679371,-0.03084777811565894,-0.29031663274715297,0.11331329269972006,-0.42338919371904854,-0.46975422092338887,0.47340572510034584,-0.6018052464923985,-0.3660754001018886,-0.07783592596370016,0.7902999187862376,0.053380883782532744,0.2146213333097896,-0.30508087322469885,-0.27905310233295755,0.04468873563670263,-0.4195478097635751,-0.25493210669484034
Frontal_Inf_Orb_2_L,0.15565832221691647,0.24457670285331967,-0.13839488648501,0.36245334865149686,-0.07955901358636082,0.40624698843274565,-0.025964411419843774,0.08636656563554225,-0.309232669080599,-0.15646730920962776,0.06685320811116052,-0.4246386271532343,-0.26062181708889937,1.0,-0.014430968332948964,-0.2733671875667609,0.3624400056805802,0.438910925653648,0.3131174509116449,-0.09207593654318758,-0.10903957778422438,0.2697888892596002,0.20055239776705747,-0.25167809459167606,0.18460699143203338,0.018214784672064534,0.11767403628030314,0.23758291525895323,-0.29200545049022736,0.1530382309348307,0.035437926723698006,0.09056236823937978,-0.08692345011530539,-0.3507579340573569,0.11768717520641575,-0.1507295783488474,0.31984501477608596,0.22280819385945555,0.26701987219889284,0.129697642964229
Vermis_9,0.6326227495205381,0.532558334825931,-0.12675134081614955,-0.170637165161995,0.7068173356808095,0.557389809069546,0.33647313500526177,-0.45272605413527534,0.3810814701607137,-0.32774078076186086,-0.10480787437809454,0.5710881674353966,0.22661909920050832,-0.014430968332948964,1.0,0.513067082215742,-0.18577979636139513,0.1303116302433101,-0.3348151976538319,0.06833118638991871,0.22200691813069506,0.6867125953955651,-0.3181468032255746,0.19005857452068337,-0.1349787469896276,0.22276704599077857,0.2649609920148886,0.1525542438277273,0.48136258654594255,-0.12853686150632787,-0.5289528122414553,-0.05297613989730555,0.3309521387669695,0.7213036118536522,0.6910359275179498,-0.352867490169198,0.15833564819951432,0.11876606833448193,-0.04477176419136706,-0.27669019264063954
Lingual_L,0.10155574226865147,-0.05053362532249179,0.06388979039792714,-0.4985170835137223,0.7409672171588579,0.0769550139023038,0.5945530712321313,-0.21660892476007046,0.490139862434491,-0.12740666940665396,-0.2846149317232742,0.37796640217699856,0.37183383101393935,-0.2733671875667609,0.513067082215742,1.0,-0.34522654832650224,-0.3137998508511797,-0.22991311516723695,0.33685193584753176,0.351026204983774,0.12283747166116708,-0.3716206084793354,-0.06934219918869891,-0.04741190922860441,-0.03365094548114898,0.055958691156751936,0.040905929928118596,0.5202073708863518,-0.18765506811186147,-0.19366640386533943,-0.19106278750842853,0.4691593692133406,0.46000994062968253,0.2847804789403468,-0.23245125607147757,-0.061281913061323835,-0.1741255122119123,-0.21688739447075675,-0.3348383227095258
Thal_MGN_R,-0.022374202475007047,0.2543524907267782,0.007496070992398261,0.4160493078563386,-0.07937867685198545,-0.027379748906956852,0.07035188579353685,0.2090308839535132,-0.03562501197669967,0.15214761464474877,0.4289050083802924,-0.18603380790635238,-0.29297806287237865,0.3624400056805802,-0.18577979636139513,-0.34522654832650224,1.0,0.478062588568983,0.232047625765157,0.1489099059493013,-0.2968587991321513,-0.05146957220818218,0.45265277293260064,0.049558868197150004,0.3702947539170349,-0.19852526721938105,-0.08822958462182308,0.3892138014652137,-0.028642405365822972,0.38123345485960397,0.16046824567136192,0.3474277293957821,-0.4645314145262809,-0.38626425364826406,-0.14420555411145106,0.24734360594051913,0.4364623239607648,0.07172495095613973,0.18248836917250197,0.21499814787407834
SN_pr_L,0.38671139337433846,0.5990505349937536,-0.02732683289678673,0.49700396993754825,-0.03070444749223603,0.30486793994037525,-0.054163229219441035,0.1250491342789723,-0.11212421325269194,-0.1079969267806727,0.4180738532970405,-0.027350722368481305,-0.2841896581096016,0.438910925653648,0.1303116302433101,-0.3137998508511797,0.478062588568983,1.0,0.2880363629893088,0.24650950870751187,-0.22189169843236897,0.30174717364751524,0.2837148976194039,0.08603735757312118,0.3698856809591123,0.05721511022838961,0.020613539666450235,0.521932273226692,0.0005931334945446272,0.4859066355611281,0.020370083012995897,0.4909130005492051,-0.36026822685930426,-0.08924358529631018,0.11743413645770684,0.08798915124836787,0.4211363940566561,0.35235618418070186,0.3724425991790886,-0.08682056415018774
Thal_LP_L,-0.23484045829542863,-0.030432094382920105,0.3205861921706311,0.4632854411403516,-0.1949109668924316,-0.012006395399163644,-0.037054083074301705,0.6444691598353129,-0.5131596243103135,0.22697368039210244,0.1889120650322423,-0.25901755777905927,-0.6632788036414741,0.3131174509116449,-0.3348151976538319,-0.22991311516723695,0.232047625765157,0.2880363629893088,1.0,0.008894681999577785,-0.5573094546264996,-0.25759021354783435,0.35861496734644516,0.08648997107154556,0.14447104148544435,-0.17510803983281947,0.0650144328628229,0.3389317820544758,-0.4875517120835065,0.682594642067142,0.7571117976675408,0.21802724667955786,-0.37826239210680274,-0.26311614441047715,-0.5031886358381433,0.393436209032924,0.24325230583254465,-0.010574071728216642,0.2088073008145892,0.25142627563950914
Putamen_L,0.09071462716541898,0.19586372640412733,-0.01319673769210436,-0.11585245439957495,0.22745574594211665,-0.15644216209748454,0.27786000996584864,0.15303416519107851,0.5607953716029844,0.01579579710928296,0.2479652471910635,0.09512817550608087,0.00030044150832668243,-0.09207593654318758,0.06833118638991871,0.33685193584753176,0.1489099059493013,0.24650950870751187,0.008894681999577785,1.0,0.00011738707984285202,-0.09867580346070122,0.21666036172020023,-0.29311024082977644,0.4671371090556433,-0.16324767989675612,-0.10714532127840946,0.4558616197040845,0.42100436588970747,0.28691222602352434,0.0875237976527603,0.29969964340880245,-0.1654649390551777,0.017753603408074907,-0.02874276236047343,0.1717152555562797,0.19784293987495136,0.15475920904372786,0.24412560324325114,-0.15351480066911244
Occipital_Mid_R,-0.030542019096656617,0.05563765376645944,-0.019027751283753124,-0.39889979260607,0.11771032762440764,-0.006064673907945795,0.04341942433577456,-0.18544516577751524,0.34008108252941893,-0.1396006975130143,-0.24627039541648754,-0.18854625365601924,0.8860470586043397,-0.10903957778422438,0.22200691813069506,0.351026204983774,-0.2968587991321513,-0.22189169843236897,-0.5573094546264996,0.00011738707984285202,1.0,0.09749742211371938,-0.41067645308235906,-0.11553241227739697,-0.2181494343038341,0.015162011647582999,-0.4755732551788123,-0.4575146426712393,0.4406787991886055,-0.5209760930899827,-0.3511681870422504,-0.07182921448933566,0.8223965411287734,-0.0296839912187561,0.2121880933781905,-0.3881442643720934,-0.2690268512693503,0.2058936520855646,-0.33769899949257526,-0.2617647725878525
Frontal_Sup_Medial_R,0.8216043857738646,0.5936516408316285,-0.23898132012927217,0.07816385248609456,0.41413594333909787,0.9317518094222869,0.06997684133008292,-0.5660642735021334,0.15388850996474418,-0.5133829581411924,-0.06562502409984894,0.39096639547898593,0.024040098554612657,0.2697888892596002,0.6867125953955651,0.12283747166116708,-0.05146957220818218,0.30174717364751524,-0.25759021354783435,-0.09867580346070122,0.09749742211371938,1.0,-0.2638208761568177,0.20887243295368785,-0.04369362992300565,0.20462921575876578,0.4763437917855835,0.09746666793386048,0.07913529276509303,-0.18338045791418403,-0.703387480556109,-0.22508464175383855,0.08971160501579012,0.5861056088174944,0.8320397190118131,-0.5208169312674263,0.1601328887088045,0.27817233604765124,0.22715992173867183,-0.2956839834955482
Cerebellum_10_L,-0.25162683651751905,0.06287548602154774,0.1313259605940544,0.4474930504686545,-0.1621837375893138,-0.22228899053510848,0.008251902540612891,0.32553814889935584,-0.11152912241266184,0.2836205612139263,0.41902673556528053,-0.21147411179353195,-0.4809749442679371,0.20055239776705747,-0.3181468032255746,-0.3716206084793354,0.45265277293260064,0.2837148976194039,0.35861496734644516,0.21666036172020023,-0.41067645308235906,-0.2638208761568177,1.0,0.005139757230572922,0.33982951345460427,-0.3585198829100696,-0.05366757264250111,0.3449230730501895,-0.1698704916435006,0.5338837490656344,0.3503716221494651,0.1791545437686946,-0.6047359925522265,-0.3293872214194041,-0.35603505854451345,0.33890150094662397,0.36743708963897703,-0.03342372566512223,0.2524070756297106,0.3011852465083008
Temporal_Pole_Mid_L,0.15263694762794244,0.21542835162409796,0.12833303246975133,0.28182179940983876,0.09798958628925093,0.15925913141022857,0.04925967801737894,0.044694368327754454,-0.06034355790915099,-0.04452677830008774,0.06649007691170158,0.2871276393223557,-0.03084777811565894,-0.25167809459167606,0.19005857452068337,-0.06934219918869891,0.049558868197150004,0.08603735757312118,0.08648997107154556,-0.29311024082977644,-0.11553241227739697,0.20887243295368785,0.005139757230572922,1.0,-0.23459758788829,-0.02902395311986867,0.003229706285702313,-0.06192870761088973,-0.021159534517264583,0.1537462455282351,-0.03014100872419121,0.06242588367796011,-0.09623251002644274,0.2909301638186386,3.588882933153835e-05,0.03169653635179276,0.07451156339358561,0.030761194028557703,-0.06016894672882842,-0.06740493459298728
Thal_LGN_R,0.07843933312032603,0.1406757930915564,-0.0075959828417679585,0.22510781440033853,-0.009131822664856678,-0.026967057445322115,0.12086371342233172,0.11891878378985721,0.13130141515653682,0.056825176605142844,0.38761492062290237,-0.062084199265929396,-0.29031663274715297,0.18460699143203338,-0.1349787469896276,-0.04741190922860441,0.3702947539170349,0.3698856809591123,0.14447104148544435,0.4671371090556433,-0.2181494343038341,-0.04369362992300565,0.33982951345460427,-0.23459758788829,1.0,-0.06706405810125636,0.04577263501093834,0.46135639823867386,-0.001251217285864567,0.35773417908081495,0.12379814080347377,0.2031354434258745,-0.42427937381953607,-0.20759713705082541,-0.0026427329044625167,0.19666401987745158,0.33863678392961366,0.18592708316411072,0.4774801581546429,-0.002801386955190425
SupraMarginal_L,0.471033469599044,0.04942623074763044,-0.20810013935335261,0.15123486256559007,-0.11868373846471338,0.19138764646701895,-0.07312338755994754,-0.3434861488192657,0.148859804279954,-0.4297861741955495,-0.09926942394510839,0.2504890257808195,0.11331329269972006,0.018214784672064534,0.22276704599077857,-0.03365094548114898,-0.19852526721938105,0.05721511022838961,-0.17510803983281947,-0.16324767989675612,0.015162011647582999,0.20462921575876578,-0.3585198829100696,-0.02902395311986867,-0.06706405810125636,1.0,0.3724100010074369,-0.06492043200040906,-0.05547109471912829,-0.26849036770989737,-0.15708846118626335,0.009659151082100227,0.19760529468645238,0.2554514634358545,0.378119656224507,-0.19054986816724628,0.15126014968073861,0.1649040656592961,0.20990014618926695,-0.2909006690326551
Frontal_Mid_2_L,0.4322321632433334,-0.009182506806519709,-0.21783805936283704,0.13587003992084656,0.26204189080194346,0.5503282251696271,0.11227360285244034,-0.4813347427332956,0.01245224944180256,-0.22561693556733267,-0.11671438063952647,0.4366671276492877,-0.42338919371904854,0.11767403628030314,0.2649609920148886,0.055958691156751936,-0.08822958462182308,0.020613539666450235,0.0650144328628229,-0.10714532127840946,-0.4755732551788123,0.4763437917855835,-0.05366757264250111,0.003229706285702313,0.04577263501093834,0.3724100010074369,1.0,0.1287608447089129,-0.2515967178048627,-0.08702038200956665,-0.25563385575266645,-0.4594884186183678,-0.2965153903409059,0.47180701701908206,0.518101810021497,-0.17038719501994964,0.2098603590247024,-0.19586654867280318,0.26687128922635595,-0.024597375282241974
Thal_PuI_R,0.28386713607052244,0.3440904784238347,0.01789348778259177,0.21432460910881007,0.12455323191663553,0.10473198371074915,0.08821899719338017,0.18031105787821206,0.13749106808688433,-0.08191728448769352,0.22059991463834874,0.13970876485864536,-0.46975422092338887,0.23758291525895323,0.1525542438277273,0.040905929928118596,0.3892138014652137,0.521932273226692,0.3389317820544758,0.4558616197040845,-0.4575146426712393,0.09746666793386048,0.3449230730501895,-0.06192870761088973,0.46135639823867386,-0.06492043200040906,0.1287608447089129,1.0,0.049032537182446385,0.6605574091167631,0.15183023997254846,0.38668818192063004,-0.4688988722220682,0.0355994428050471,-0.005539212021898522,0.11368546813121037,0.4335192509512756,0.16811643013963556,0.38042710370579336,-0.13884326558576324
Temporal_Mid_R,0.1410504462974125,0.2746150354747845,-0.11107563996648813,-0.35977711319013056,0.45758454670333015,-0.12971286884680674,0.37840988807821807,-0.07413129877629235,0.641486226450802,-0.09757063665841864,0.07430071856427814,0.40039738038601774,0.47340572510034584,-0.29200545049022736,0.48136258654594255,0.5202073708863518,-0.028642405365822972,0.0005931334945446272,-0.4875517120835065,0.42100436588970747,0.4406787991886055,0.07913529276509303,-0.1698704916435006,-0.021159534517264583,-0.001251217285864567,-0.05547109471912829,-0.2515967178048627,0.049032537182446385,1.0,-0.08135486962916831,-0.28779250835880205,0.39969024620795746,0.3082418019531486,0.28897679366369783,0.1529712765248857,0.014173343072397912,-0.0009326417600549411,0.16266739919041376,-0.24285526414717673,-0.137243433227081
Thal_PuA_R,-0.08047611759646396,0.24647650465571022,0.21653007877070882,0.48197255664658406,-0.08711069258874023,-0.10436154015823879,-0.0032758682211273256,0.5909244033512718,-0.20257276506598454,0.16875886669661125,0.4329447308432702,-0.03953180474842468,-0.6018052464923985,0.1530382309348307,-0.12853686150632787,-0.18765506811186147,0.38123345485960397,0.4859066355611281,0.682594642067142,0.28691222602352434,-0.5209760930899827,-0.18338045791418403,0.5338837490656344,0.1537462455282351,0.35773417908081495,-0.26849036770989737,-0.08702038200956665,0.6605574091167631,-0.08135486962916831,1.0,0.5696891714794016,0.5079269163888948,-0.5549445471210929,-0.14256902897156856,-0.4715857846974497,0.3671494878384731,0.3947667984277128,0.13874385433391676,0.32960721377717,0.13598906372877723
Caudate_L,-0.5708935974976326,-0.2836211393230365,0.3701718826800846,0.3038562264323953,-0.37377586821304504,-0.5114327156629046,-0.0017854801544609825,0.8158663748808506,-0.36979244935769234,0.37099119408396025,0.23661321251717718,-0.40390786476694435,-0.3660754001018886,0.035437926723698006,-0.5289528122414553,-0.19366640386533943,0.16046824567136192,0.020370083012995897,0.7571117976675408,0.0875237976527603,-0.3511681870422504,-0.703387480556109,0.3503716221494651,-0.03014100872419121,0.12379814080347377,-0.15708846118626335,-0.25563385575266645,0.15183023997254846,-0.28779250835880205,0.5696891714794016,1.0,0.31614874816187394,-0.20798810805921658,-0.47213752081342475,-0.7723288711417269,0.591837633960349,0.17477706250569996,-0.1579539346565293,0.0305528956653432,0.36047761104254106
Temporal_Pole_Sup_R,0.011849254868083681,0.35069519842506575,-0.025829107738775673,0.1965577764086402,-0.15350833652103882,-0.2928235439650557,0.014775862261223034,0.5066064536646009,0.017585415003994524,0.035609486046394204,0.3386623661548702,-0.041385473235323926,-0.07783592596370016,0.09056236823937978,-0.05297613989730555,-0.19106278750842853,0.3474277293957821,0.4909130005492051,0.21802724667955786,0.29969964340880245,-0.07182921448933566,-0.22508464175383855,0.1791545437686946,0.06242588367796011,0.2031354434258745,0.009659151082100227,-0.4594884186183678,0.38668818192063004,0.39969024620795746,0.5079269163888948,0.31614874816187394,1.0,-0.15603680297662356,-0.2665747094968728,-0.4164163931140683,0.39557270877570916,0.18735536136660752,0.40251314811598415,0.11353260486963364,0.05945881051130906
Occipital_Mid_L,-0.033487071647353164,-0.037211943555538446,0.04524394458703706,-0.4585201101749405,0.18917282465226373,0.06517349617920412,0.08483155232787154,-0.12269934941422819,0.18921877556787986,-0.13768483595527226,-0.43101945999958813,-0.15196854090562986,0.7902999187862376,-0.08692345011530539,0.3309521387669695,0.4691593692133406,-0.4645314145262809,-0.36026822685930426,-0.37826239210680274,-0.1654649390551777,0.8223965411287734,0.08971160501579012,-0.6047359925522265,-0.09623251002644274,-0.42427937381953607,0.19760529468645238,-0.2965153903409059,-0.4688988722220682,0.3082418019531486,-0.5549445471210929,-0.20798810805921658,-0.15603680297662356,1.0,0.08611208295873882,0.21868673570343367,-0.34263298425393723,-0.28615962498116837,0.0714236237346494,-0.4233167433631125,-0.201861256228652
Cerebellum_9_R,0.6360247927249859,0.22157787204927726,-0.04408666510241581,-0.16469016496389852,0.5539105239595085,0.46527745798503184,0.15789400268873646,-0.5032119454946381,0.3271812671207497,-0.30272811682143647,-0.10057787868377469,0.8586101670184653,0.053380883782532744,-0.3507579340573569,0.7213036118536522,0.46000994062968253,-0.38626425364826406,-0.08924358529631018,-0.26311614441047715,0.017753603408074907,-0.0296839912187561,0.5861056088174944,-0.3293872214194041,0.2909301638186386,-0.20759713705082541,0.2554514634358545,0.47180701701908206,0.0355994428050471,0.28897679366369783,-0.14256902897156856,-0.47213752081342475,-0.2665747094968728,0.08611208295873882,1.0,0.5531809414099123,-0.2698005661764617,-0.010054609596570716,-0.019699632687924587,-0.001251774042359038,-0.35187670016815126
