,Hippocampus_L,Temporal_Sup_R,VTA_R,Red_N_L,Thal_MDl_L,Thal_PuI_L,Cerebellum_Crus2_L,Cuneus_R,Occipital_Mid_R,Raphe_M,Putamen_R,Thal_AV_R,Frontal_Med_Orb_L,ParaHippocampal_R,Frontal_Sup_2_L,Thal_PuM_R,Frontal_Inf_Oper_R,Angular_L,Postcentral_L,Angular_R,Thal_Re_R,Frontal_Inf_Orb_2_L,OFClat_R,Rolandic_Oper_L,Precuneus_L,Vermis_8,Cerebellum_Crus1_L,OFCpost_L,OFCpost_R,Occipital_Mid_L,ACC_pre_R,Thal_LP_R,Cerebellum_9_R,Temporal_Inf_R,Thal_VA_R,Cerebellum_3_R,Thal_MDm_L,Olfactory_R,Parietal_Inf_R,Frontal_Inf_Tri_L,Cerebellum_6_L,OFCant_R,Cerebellum_Crus2_R,Temporal_Mid_R,Parietal_Sup_R,Caudate_L,Temporal_Pole_Mid_R,Thal_IL_L,Thal_VL_R,Hippocampus_R,OFCmed_R,Vermis_4_5,Lingual_R,Fusiform_R,Cingulate_Post_L,SupraMarginal_R,Parietal_Inf_L,Frontal_Sup_Medial_R,Cerebellum_7b_R,ACC_sub_L,Olfactory_L,Cerebellum_7b_L,Cerebellum_4_5_L,Red_N_R,Cuneus_L,Supp_Motor_Area_R,Raphe_D,Occipital_Sup_R,Paracentral_Lobule_R,Thal_PuA_L,Parietal_Sup_L,Thal_LGN_L,Heschl_R,Thal_PuL_R,Thal_MDm_R,SupraMarginal_L,Thal_LGN_R,Thal_MGN_L,Frontal_Inf_Oper_L,Thal_PuA_R,SN_pc_L,Paracentral_Lobule_L,Thal_AV_L,Thal_VPL_R,ACC_sub_R,Temporal_Pole_Sup_L,Postcentral_R,LC_L,Rectus_R,Cerebellum_9_L,OFClat_L,Cerebellum_8_R,Putamen_L,OFCmed_L,Frontal_Med_Orb_R,Thal_MDl_R,ACC_sup_L,Pallidum_R,Thal_VL_L,Precentral_R,ACC_pre_L,N_Acc_R,Occipital_Inf_L,Cerebellum_3_L,Precuneus_R,Supp_Motor_Area_L,Frontal_Inf_Orb_2_R,Vermis_1_2,Vermis_6,Insula_R,ACC_sup_R,Occipital_Sup_L,Temporal_Pole_Mid_L,Heschl_L,Frontal_Mid_2_L,Rolandic_Oper_R,SN_pr_R,Vermis_10,Frontal_Inf_Tri_R,Thal_LP_L,Thal_IL_R,ParaHippocampal_L,Cerebellum_Crus1_R,Cingulate_Mid_L,Amygdala_L,Temporal_Mid_L,Precentral_L,Cerebellum_8_L,Cerebellum_4_5_R,VTA_L
Hippocampus_L,1.0,-0.07561485148077696,0.08963754910735003,-0.08333508251061131,0.5177970463353363,0.5731738290296565,-0.2075626961386583,0.058110950433327965,-0.19732131431719768,0.35142662845703593,0.466735881896457,0.05567692001416408,0.1458461368256666,0.3753907187491497,0.13591461518264705,0.4332142972622748,0.12949862760596512,-0.02043438626312007,0.09868793149898743,-0.15257947590300844,-0.10294163298260112,0.39662832489810074,0.1430018814940517,0.28795374720865424,-0.030138969037099228,0.05037582276228327,-0.10363885972740171,0.2611115267251262,0.37561976190306073,-0.08564754359219845,0.18222420890439256,0.3659624149361493,-0.16423213746347287,-0.14478646810319534,0.2270345914554962,-0.3968540806123535,0.47979668460222635,0.320184818502766,-0.11841824534201706,0.3600813140576215,-0.01996013988386355,0.25053868752955827,-0.2447379688849531,-0.29163599066210866,-0.011825597938192886,0.3185712997331474,-0.06589074148307003,0.26366204548958466,0.19856129668073266,0.37764969082766564,-0.14192542434772337,-0.03238339635246369,-0.033326262325124534,-0.04874653160611787,-0.060926169270251254,-0.2615684762964052,0.030802351411446254,0.036700849150943814,-0.20336537693142612,0.17632576071112516,0.5139660418927449,-0.12678525901294327,0.21494859198038485,-0.052063005515728546,-0.0808126671687179,-0.03143079874156374,-0.41972687278751153,-0.25022349347806006,0.05244680132882799,0.5594248280661321,0.025521491017362116,0.36176866633718363,-0.01849836433867801,0.17394717050744832,0.35944180533290354,0.051996280636721265,0.3527040065250656,0.19590850004514893,0.12257007139928819,0.4416691057667067,-0.26440851408946525,0.01846356388924621,0.14351527770315012,0.29337938772569555,0.12883488279115188,0.440018839626698,-0.16162657598101432,-0.1284796467268909,-0.11277381741025064,-0.2752365493422904,0.10261304212842935,-0.1621279428377838,0.3628163633644738,0.2457387717272917,0.23477195386242175,0.0425440492196176,0.14336120092203086,0.32370571802255876,0.42774100838915574,-0.14645514638378546,0.2829532970881491,0.38237621476898853,-0.05381548995626076,0.011944085159901597,0.07452814238720626,-0.022686971743343158,0.1382301777290358,-0.2452717987805309,0.010587407049597021,0.5244026156626079,-0.09729265899618726,-0.12765712664203077,-0.16002246366054437,0.21396867017750698,0.050926415553182995,-0.07764158416333866,0.5803133495768155,0.03574333575021228,0.0789975135245576,0.531639656277137,0.1695954771028881,0.5199239219706008,-0.2531584119639727,0.18018854039694418,0.23464680511545022,0.27339011668633595,0.05767816527968353,-0.2358304223557857,0.07857237892172636,-0.2563433516065551
Temporal_Sup_R,-0.07561485148077696,1.0,0.23215690673012374,0.32902655606734305,0.13668715387025535,0.09544705230138757,-0.26866722110363567,0.02543451301783631,0.015025334281465495,-0.004835932265792434,0.11508080261250936,0.4338629854142084,0.09566775211932886,0.4805459744660639,-0.2851906896483134,0.36663553367846236,0.3378939313943614,0.03145291297956446,0.0018874979490524826,0.11283511806068199,0.3949608638081831,0.02812665540612205,0.3403883509900238,-0.1117399040067817,0.3820215671322182,0.028409744098703532,-0.4409277183857322,0.33869494956422846,0.21453897565699598,-0.20824013614982967,0.4444312236340075,0.2463149505960292,-0.05002369388427159,0.6571786795931908,0.5690983567178279,0.3683933899491925,0.38024955341782457,0.4460604555642262,-0.12254308545532448,-0.02062194780960407,0.07911943389674139,0.36023870694594573,0.17720958201359382,0.6301063806142773,0.11969978526410566,-0.011735598226442533,0.49621431761916435,0.365279193182497,0.7311110311891149,0.5602432795486963,-0.25641386801670807,0.47917825823027604,0.08975402429198705,0.5190213699786556,0.24879547630488663,-0.11379995564090792,0.09424542346335547,0.014593536938369397,0.12024076957482213,0.25415325045173603,0.2436181531240394,-0.14872008557594849,0.39939865555579834,0.5045788773015585,0.14867951169676197,-0.02698289124252247,-0.35408487826457935,0.09333940335863802,0.14473426969954517,0.030381746624066456,0.12367804440013554,0.06446505598137765,-0.44962968289846506,0.5774466926519239,0.45777034953536844,-0.011653646018733607,0.2870226045853968,0.0784203934787794,0.04919312373797849,0.31396250401651454,0.2805591970390596,0.10998996574458558,0.10147120705914234,0.533019763538117,0.2981361832434076,-0.06613687321352256,0.13029461885298282,-0.004935258156905687,0.40755486367128363,-0.11191600914396095,-0.12347479911753508,0.07962723408453865,0.45513520074129443,0.15471928286197467,0.5193523411759651,0.4837221660342266,-0.07469012778550745,-0.4450432303014382,0.3390365778388319,-0.18316896347905512,0.17667573508150564,0.4043688273922698,-0.36308250153394184,-0.3348513215640665,0.3118909869472063,-0.008897549525629215,0.1935133568068449,0.1947569276362873,0.1973550196696099,0.4789360253469778,0.27290986439818865,-0.07687192102871733,0.05415088722893775,-0.042331467237865836,-0.22906781383748667,0.7218330414447962,0.10084985626075024,0.02179701337104734,0.4678304422211013,-0.12658142768325387,0.4347024153111857,0.2726849498709639,0.16170972819804572,-0.15970271056140892,0.0971981770078847,-0.3183303315457082,-0.059355633112130476,-0.16123165689501567,0.3593035524486525,0.1856929489990965
VTA_R,0.08963754910735003,0.23215690673012374,1.0,0.21645465619484314,0.09559237586917504,0.22056603022358398,0.03339121436428653,-0.07520508297575469,-0.21975444415603404,-0.21015141307227334,0.04812034315660003,0.31926012792829445,0.26769887039398943,0.26863588732467414,-0.0369273696609399,0.332493779385914,0.3233044003245258,-0.022721181217395872,0.10612558056145727,-0.04866821575141387,0.22252255793564843,0.10088816981149075,0.18201777210502282,0.1881722901022355,0.12226862792502577,0.19908785173699278,-0.028332746839912024,0.1406560013965708,0.32405883372487526,-0.13617281696019937,0.30494385686963005,0.1396636081328025,0.198104209357637,0.1692008636392123,0.07367908577021726,0.2935299752067341,0.36134580623687357,0.1653412956045126,-0.1659830311901363,0.2594516031439348,0.046194649842905694,0.20582773122091994,0.2023606470329814,0.004632040496685184,0.08775244694188795,0.007160062789770515,0.1403734408110789,0.26465632998962413,0.3328265193129787,0.1227508660480835,0.007749886950124717,0.3630517225079771,0.1015447459340818,0.10528459075804482,0.27060802731251427,-0.14819830981871127,0.07957150684743071,0.2576782664719371,0.19995001642854068,-0.008792292937160714,-0.08947413853327553,0.12650485981281767,0.22895897456207467,0.22427328239762775,-0.0735879978437708,0.15771626730696098,-0.2477650063419306,-0.13762673425393868,0.1589265118388712,0.115173444425669,-0.06672137699280757,0.06293759067912097,-0.30814986365235136,0.32979816464396017,0.25389967796797447,0.17809191580234787,-0.02235645469399905,0.0400787827699445,0.37027054536534953,0.2300478211134757,0.3593436229235301,0.09915635504621155,-0.07484204489781193,0.31718439848002605,0.005332322227881416,0.10773150428941994,0.03948809641135954,-0.03060845619295283,0.37939648097487333,-0.050123470959282726,-0.12792441755878023,0.2619532136475787,-0.07127399532853221,0.1600327458659367,0.35253897846696886,0.2841864711801519,-0.1445289670907211,-0.31126449422752994,0.3354098897765408,-0.05167654117838165,0.044065972737110465,0.37066119040101647,-0.0856567820948083,0.12419940926794812,0.0315739442259123,0.1645857937669126,0.325659371455584,-0.006286234889246076,-0.03173173410193944,0.2256003195080148,-0.0939932500641301,-0.13385330963651962,0.34634525199896754,0.0574403750925617,0.08578702111890445,0.4040423188705953,0.1938692894465739,-0.22819564312612733,0.41762261241124077,0.18444333576846397,0.14666883360177635,0.09204190025730666,0.2283937616822545,0.05971266473280181,0.0463559111851585,-0.1469400810070536,0.17285856659727153,-0.042253509922770965,0.09711501820349172,0.5136255297175742
Red_N_L,-0.08333508251061131,0.32902655606734305,0.21645465619484314,1.0,0.33210914988730633,0.37579423491896974,-0.35908744165678547,-0.5965250191592836,-0.3708591984597168,-0.37123645715993975,0.3064580931952815,0.12370837632692656,-0.039928282904977054,0.28491959031418307,0.08279144753218669,0.375469928915058,0.3563343266990661,-0.22122432714726264,0.024297011548824746,-0.3100506285074702,0.2617046169544093,0.17832271515165615,0.17608595763970863,-0.005183386164782983,-0.10948946740734584,-0.36348179915068624,-0.5036945465016403,0.1926220695973471,0.19651536207657563,-0.5320254060020895,0.23670708588407122,0.2157029457951948,-0.21180858425720578,-0.08440662544974377,-0.0357868788250889,0.3806439521472657,0.17809752758557715,0.34019438413016606,-0.24866468200852004,0.2656229358556935,-0.24810255560931738,0.1867168746205507,-0.13254267798723224,-0.19382460931105797,-0.19847214713659928,0.2953835421564315,0.26147060326422045,0.40262810347578226,0.2095566752988314,0.18968376227948297,0.014124368998526336,0.23002077409987573,-0.30025766377059776,-0.10494528635166311,0.3391691655087644,-0.18102431375520858,-0.025861909580818694,-0.06917345855688532,-0.17793302704107553,0.2596151482648681,0.06496454687481153,-0.1546203066262604,0.02485458965963965,0.7991171303344259,-0.5051947355205976,-0.2318813568595075,-0.25317803997402,-0.44978061131684555,-0.2026170939190087,0.3193541180385582,-0.14176263213141205,0.39523710016123154,-0.12343022565485158,0.5990135081323346,0.09510482124003099,-0.032398185768726315,0.35348435812249085,-0.020015949457494086,0.1171988258449169,0.4352992560219499,0.5703488000012163,-0.13413682364846077,-0.1320997482667384,0.42144151785720774,0.29672850579543614,-0.07422822655835705,-0.21595803276405096,0.17741115966802612,0.40764281692661153,-0.2640182360981198,0.08354301618728624,-0.17334857958788055,0.029118222517948135,-0.0011016459946532207,0.23725102176843466,0.21288868656549373,0.11908353299952756,-0.3659890649424375,0.3436158677836046,-0.21649158768624396,0.2728497239320921,0.5644369361532293,-0.4991821688738739,-0.2975815639620803,-0.11241891660015005,-0.12752003127003453,-0.029582969465425313,0.3396261152734887,-0.07780474719642552,0.3360077367970267,0.21528049627361917,-0.5309999307580003,0.1751185135777544,-0.2034384654684183,0.00016372174739574994,0.24040840266768315,0.11920779850391955,0.1803928699724513,0.23303303260547642,0.30174986980782476,0.16540715413632984,0.3309886648692398,-0.212444804579613,0.2417457354055702,-0.3123048836126326,-0.26513127275824977,-0.060383116634609546,-0.3038133551878041,0.051803601106121304,0.365063133748301
Thal_MDl_L,0.5177970463353363,0.13668715387025535,0.09559237586917504,0.33210914988730633,1.0,0.5636528462354601,-0.06889950527081673,-0.18794984078941293,-0.32996000892660177,0.028168622799542208,0.4716320985740478,0.02948017248343187,0.16105362629554412,0.3819990376916366,0.22885488102010382,0.5153462788628982,0.4155386307802265,-0.20428708680527585,0.07757239016224664,-0.22272064474270864,-0.005761862668005101,0.22942989001354455,0.21528497335160768,0.28512192444995293,0.08637986528185757,0.14906106917794457,-0.2143425087432349,0.33864622261698235,0.47272507615547965,-0.3817662840781884,0.2387014174188457,0.19575621458797934,0.11241877184924655,0.0298878054519253,0.2731138028538596,-0.019098654359741674,0.6697322765767092,0.3236462311420268,-0.320373591116809,0.5047616572429386,0.11081093102174107,0.2232890818148201,0.07521041548173169,-0.13546520891679403,-0.01293653061168664,0.18888777794863082,0.10431586347452096,0.5863301472386764,0.4005664012599725,0.27025324833750974,0.05695165254104075,0.3236008515004187,0.07984230474541874,0.08272771400303687,0.29673634022359213,-0.34510236027598107,0.011957714978821424,0.2506354722843473,0.10199846414142433,0.08966997172807656,0.310044705533223,0.09633656246682015,0.4150781882574541,0.3073975018066928,-0.2179414518968558,0.12956759967056197,-0.43564378039517987,-0.4642219511326246,0.15802292508304788,0.6337366337151205,-0.09322383535994135,0.5321092265171964,-0.24994236153358312,0.3592816147774446,0.6594356224091212,0.05935994203310899,0.48400558147632466,0.0006814402163674728,0.36743246168666993,0.6089197399444857,0.11005551324655458,0.14263893689402365,0.04920173182372116,0.5976631441304386,0.16023895689252568,0.07628955698772247,-0.12241182263331706,-0.16819467533238752,0.19162338083492933,-0.1736541533351424,-0.07092463952608698,0.11925931553156681,0.3221329703132392,0.11334918559393464,0.254341673075966,0.47181624751773443,-0.03564857169228858,0.08124264067214555,0.6609077568462142,-0.06810717193789931,0.1297189886056295,0.43508609234285167,-0.2873846955953017,-0.07388829316212235,0.13746354060869903,0.14528334878835092,0.3214036804630064,-0.07540181924933667,0.18172557214891713,0.5362466224031549,-0.16805936434238603,-0.35529573631061195,0.03198612834724908,0.1000176703935514,0.25213573828771085,0.15531240778831967,0.4212795375952639,-0.052939169909855505,0.3518943389929483,0.3520568238207156,0.40405551032189746,0.34618941963470307,0.04672356157504449,0.17651036523718228,0.08139356675551955,-0.025638620983751415,0.20585097030724978,-0.22969638098712936,0.29722513685697216,-0.13088681391221565
Thal_PuI_L,0.5731738290296565,0.09544705230138757,0.22056603022358398,0.37579423491896974,0.5636528462354601,1.0,-0.32109552017669635,-0.5126887501649579,-0.6402807005245469,0.10685615941095301,0.334646299387727,-0.08241837507267444,0.07352070511203079,0.3230393661907739,0.25823054569070625,0.5482503851112325,0.3799372996204078,-0.3393183683412409,0.04254743672123541,-0.47782515269921516,0.036511804258266986,0.4592148646437908,0.37319870856735976,0.04663248553549047,-0.21023851724856613,-0.09879860508746817,-0.4092250387312346,0.419641833354668,0.45293368773261045,-0.6368775215922259,0.23283739186973834,0.17397120975665056,-0.15185384884707434,-0.16587475807962057,0.3296775569530941,-0.16873606136342012,0.41024812078164347,0.4894606911031551,-0.38974107117635753,0.3850216578781751,-0.1656549850953477,0.14037759158045202,-0.09640559404484807,-0.43110015108971284,-0.2544538465468424,0.25187158615104255,0.12114077111435212,0.38043922772376787,0.2789482512653576,0.3727935018975468,-0.06073384262780761,0.09314464026928679,-0.2960334576293199,-0.15840305626367995,-0.04231288673486847,-0.38877350472912237,-0.05125661028730999,0.14727034348815515,-0.1256919792338779,0.16798002148871252,0.4930931587193481,-0.13292588532599536,0.13327583777259133,0.3054155100361836,-0.6398722450095778,-0.04900498595899398,-0.7173118178433943,-0.7089919456178891,-0.10362247691953078,0.6208633896029928,-0.26012800932394153,0.6013335530618559,-0.23156821506713482,0.5476114160467861,0.39305360107557724,-0.03991883867256911,0.45495808614536476,0.20752082432285093,0.3322987765230015,0.5731102943782926,-0.015184886557621494,-0.006332139313344547,-0.2594357486324283,0.5443522619441071,0.14831873690918754,0.14677859978472055,-0.3056579013797357,0.001132647693682132,0.25351644266335843,-0.3340696455430507,0.08825845304536131,-0.13277801928611735,0.29397759053886263,0.17411165613265422,0.27113971168259376,0.2201031937446478,0.025894811239468112,-0.17907300187179623,0.4341500451407405,-0.23377790448203006,0.21775362168069323,0.5731642876788574,-0.5494135285470603,-0.4253996500909212,-0.15701471055875366,0.007720409121651814,0.2275634696106858,-0.1019653822999597,-0.11988989272097135,0.5943896287214963,-0.07032140388078477,-0.6811368030078762,-0.15491648650586867,-0.03740964363716018,0.3054546011599264,0.022109426010840177,0.5746274840531929,0.08078689782285706,0.2760997533912426,0.5912087139161342,0.04184573093755047,0.5311550881027011,-0.23027580030880626,0.07768988690809989,-0.24314378566593595,-0.2265526674538232,0.08322346552250408,-0.42874761665193645,0.060565952919437165,-0.11681089093945489
Cerebellum_Crus2_L,-0.2075626961386583,-0.26866722110363567,0.03339121436428653,-0.35908744165678547,-0.06889950527081673,-0.32109552017669635,1.0,0.2126032144827403,0.16084356272908024,0.1389075821476639,-0.1931848497799143,-0.10570111993130417,0.21399315248432377,-0.33962585037074733,0.22064721538012183,-0.1954799938683169,-0.015421326360400675,-0.1591741158250873,-0.1284267326116029,0.0932895944759146,-0.21712207239016273,-0.35586919121163685,-0.06190166892607901,0.11907752576741262,-0.01449202878655588,0.7058906532918151,0.8057765356120603,-0.2506878111881396,-0.12681051737658086,0.27105051955713766,-0.23273305387228624,-0.2355563002766689,0.8564642962484429,0.23585434346618186,-0.242743332809777,0.0018512703085505578,-0.08239523295498072,-0.37023275120819255,-0.11354464198900148,0.024247454346935916,0.6480135056431672,-0.2887941761254863,0.6957084613633038,0.2791863610528023,0.03397923324697603,-0.43661092182069083,-0.09188940694467054,-0.21893370134402387,-0.2077864756679498,-0.4211652432202255,0.3826268125213385,0.1980649718203684,0.7055126306867038,0.3943808744326062,0.041517858316505264,0.002467806524774112,-0.12928858128027768,0.45467043785443156,0.6275144224702539,-0.5183059743245104,-0.45077681212181697,0.794682993804746,0.16689686538321136,-0.2496922096600859,0.18354099491045572,0.4629777009898138,0.41492691434891854,0.1627226728494729,0.15732478458389826,-0.22764856527173305,-0.2906976250549055,-0.1768878515915919,-0.002460792961206858,-0.36924652776700345,0.02522412738210781,0.01275668051584944,-0.28852476759848766,-0.045705250390273074,0.37074700071007727,-0.25862818107563995,-0.1541757937993941,0.16008404835728765,0.026752680470204564,-0.31201948869233126,-0.4365717566700392,-0.1996185242900328,0.09205861468105768,-0.14731771196919305,-0.012350828725244916,0.7022141710253799,-0.2962410661418857,0.7422815831043827,-0.05060414471202138,-0.09594057974375256,-0.24760011282292815,0.01758917708077031,-0.3964971398631942,0.14432605277029686,-0.18786536204725102,0.30210806283020275,-0.4956000573477411,-0.47837258952042694,0.5136557872692249,0.42151268941123454,-0.0604397235634423,0.4180540748509448,0.35369074184707616,0.051541861251417076,0.18993318866890696,-0.1977018518267904,-0.49884586159603594,0.2665486117262724,0.15671872575764081,0.045931157480525904,0.36999226232175597,-0.07673417154381947,-0.36730892381176317,-0.5577170136522667,0.017883466987039,-0.23654727342935605,-0.17719094763241103,-0.36350038111421507,0.7913016604489994,-0.280257292683124,0.3642321397641447,0.15503339007543673,0.29501619670007967,0.6095391127161418,0.06389507279476793,0.164704963170638
Cuneus_R,0.058110950433327965,0.02543451301783631,-0.07520508297575469,-0.5965250191592836,-0.18794984078941293,-0.5126887501649579,0.2126032144827403,1.0,0.6812776638606316,0.12957072986302373,-0.21973295148651137,0.049370609026829514,0.27235742959129905,-0.014510048639289091,-0.22231013736841304,-0.3484206944633419,-0.17341594187247353,0.49790631131725127,0.1888336402881059,0.6643188854300291,-0.07788274390188754,-0.14305222406651785,-0.05693240556358139,0.026377231954625355,0.5407791455029081,0.3884558918803558,0.32614699593662394,0.13376823249032266,0.0690977139732633,0.6822115307219221,0.040282079973106864,-0.12673903679176568,0.16821142134095798,0.2526369937038189,0.15066767519032445,-0.10063844538573968,0.02982383363985988,-0.2197533142462192,0.4761106659801704,-0.08036605822981538,0.29329062813769274,0.03536759073863324,0.10848253967447123,0.4247595081832796,0.5660991627019292,-0.35566187385842013,-0.16983280639921544,-0.1647893348537539,-0.00718862190683088,-0.13713676822579826,0.0029711331327397865,0.044052006282499945,0.4692028240165073,0.3000541089209227,0.08396903544559421,0.2490403376803531,0.3013200121445771,0.15524127121487513,0.23093085043884065,-0.2106564201007005,-0.07738348685585437,0.12653637249055213,0.23221273252742414,-0.47998770305661437,0.8963739014374666,0.34840501327200357,0.2696751085721525,0.7473208047136878,0.5379193634271968,-0.3285773702036534,0.5399512314284005,-0.21268754733777354,0.06068468013837912,-0.5770645832485363,0.12950285689954563,0.2646534810370455,-0.230483030527316,-0.07887033148510757,-0.025266192076354065,-0.38357192853008987,-0.14337891502484346,0.3549569128542928,0.2037138359490025,-0.3063868181704209,-0.2057224056719017,0.19248383078036602,0.5121196068436289,-0.34632455523791417,-0.2791440977784597,0.04949082539438919,-0.35008330904146134,0.260058842102781,0.057103737043507616,0.2018324816051739,0.07219326795860323,0.09771016636280437,-0.2544418607613735,0.25077543262874186,-0.14489433395986667,0.32074974435587716,-0.29747403850461746,-0.3080907222593787,0.506254179455185,0.44911760400415807,0.547164985595205,0.24330507288455513,0.20525910883988902,-0.4380352118037438,0.25655672974893656,-0.13065686871620497,-0.20853238205243751,0.7616767638072599,0.0553552339191454,0.27926798277481724,-0.25079220342556496,0.07715342005634575,-0.054233669752090805,-0.2644066383414196,0.04581953948878951,-0.4760209418154785,0.1711700170045902,-0.24464294829725222,0.29146114424640585,-0.1268284300537509,0.39688739506038895,0.2549099375628745,0.1937094439986608,0.16038955363497573,0.1436101864000344,-0.19885347820616586
Occipital_Mid_R,-0.19732131431719768,0.015025334281465495,-0.21975444415603404,-0.3708591984597168,-0.32996000892660177,-0.6402807005245469,0.16084356272908024,0.6812776638606316,1.0,0.10796461176538165,-0.26108685145060895,-0.13475182217721302,0.37448699276257996,-0.2029857964023315,-0.13461088820551867,-0.6138588505720016,-0.10483595775181453,0.4978568291360014,-0.016310710093971233,0.7490135105442233,-0.06536271318621557,-0.10903957778422438,-0.2159067355138915,-0.22408127544986328,0.4666592007384959,0.2193561448501163,0.3412130062282379,0.1288597769542877,-0.07926138537612912,0.8223965411287734,0.21465215582943248,-0.2973094076253997,-0.0296839912187561,0.03858342391072734,-0.024530797917866234,-0.0952380999720273,-0.2748470058062332,-0.12008340480817357,0.7292241156828707,0.007079364467470173,0.11771032762440764,0.12446343964389298,-0.18854625365601924,0.4406787991886055,0.5600844623342107,-0.3511681870422504,-0.3953169396271509,-0.2690268512693503,-0.19099800066943176,-0.3376274402532911,0.22021264436925225,-0.053223298470676805,0.32812106239119143,0.1477980399590842,0.07005918325193589,0.5706797123185948,0.06105515329733376,0.09749742211371938,-0.054856924314544704,-0.20264117627169168,-0.14388620996826956,0.11828294439836633,-0.11597949700024072,-0.24627039541648754,0.7118676163890532,0.2121880933781905,0.5537252651383154,0.8860470586043397,0.3692527204436691,-0.4988765264836913,0.5127370272993587,-0.33769899949257526,0.28627949454155527,-0.485275143994887,-0.19004644661472067,0.015162011647582999,-0.2181494343038341,0.006505553760967687,-0.14834908605675798,-0.5209760930899827,-0.1799225324172672,0.15671001045066352,0.158142565528892,-0.45881624300194607,-0.1634626791011793,0.28565729639630494,0.6428246292901126,-0.1396006975130143,-0.2628816639235704,-0.09207293371113498,-0.33312969070467746,0.1390518993854479,0.00011738707984285202,0.3263758138422652,0.08894927394993658,-0.1075216193941731,-0.2905723443489225,0.22990736516094917,-0.318008367991025,0.4291814560043042,-0.18544516577751524,-0.2917258357092364,0.6620784159366045,0.35768084535417133,0.41698678516086446,0.14571688463376584,-0.030542019096656617,-0.17053156795951555,0.04341942433577456,-0.2469324955853428,-0.1157440116254743,0.8101133889800098,-0.11553241227739697,0.1506164162107104,-0.4755732551788123,-0.0203485735626124,-0.2981651757657385,-0.06902972966824154,0.05563765376645944,-0.5573094546264996,-0.03592411835324493,-0.021067015745150706,0.12517796523988545,-0.24352064394422662,0.3344947333659446,0.3135322640589471,-0.034408633913454716,0.2529285948384787,-0.16475748017945518,-0.00023138458550849055
Raphe_M,0.35142662845703593,-0.004835932265792434,-0.21015141307227334,-0.37123645715993975,0.028168622799542208,0.10685615941095301,0.1389075821476639,0.12957072986302373,0.10796461176538165,1.0,0.2644544006754362,0.031190527151585202,-0.10158066520980956,0.1722865257116313,-0.10255761179617083,0.12231979522242263,-0.06061735922617578,-0.1261866534274191,-0.2996387683834791,-0.19861757636447974,-0.26899192110880715,-0.013189145256227356,-0.1963127588481175,0.06610168980177741,-0.19376745478582985,0.21418668305265792,0.21254645150068593,-0.0663925159276419,-0.19938088711340787,0.17636587120801128,0.06161441617198458,0.2644552983152737,-0.019749349375355305,0.24013191463479064,0.2971263823382949,-0.29036607550317395,0.11127429946696947,0.1530331653176877,-0.1645333484988675,-0.04301560845622853,0.2354212228080916,0.061612513236258416,-0.04969939548113581,0.2553563275218633,-0.2926657853969494,0.20409345396627476,-0.02836601272057058,-0.12032087501831608,0.14647247185602183,0.2780918771384307,-0.23955794871543584,-0.12139819583920744,0.16100610518350159,0.30827901094501875,-0.38349234553575007,-0.15129418450797763,-0.2834506551792911,-0.211640200008651,-0.12099042975749667,0.18453082049730485,0.44945643314766415,-0.07116297624599881,0.10088229823144157,-0.1888094668431057,0.06388837951479355,-0.22713047325141372,-0.060350871298851506,0.06320007645122039,-0.22711427150807834,0.2657430388143709,-0.17555016663708503,-0.09976949320080039,-0.09688824816317997,-0.004910992864532265,-0.07352306985522594,-0.3006799648370028,0.03176091872706623,0.11814432413550596,-0.19897886617778052,0.18850587721387496,-0.6050240299699369,-0.2592568486303786,0.3556350772512358,0.020787538594712978,0.2385911008327581,0.26488531704860246,-0.18657387802556513,0.16613699689081834,-0.31993680154009485,0.16342884514965683,0.13481052979803593,-0.0959184465464137,0.4634431500852555,0.23953705098928915,0.11535799014555838,-0.26323564151658096,0.23657051614558608,0.2961050045061569,0.042570076603261266,-0.2049860458756792,0.2659548372874165,-0.09974318676980556,0.2529550210023716,-0.0759148098961661,-0.14734053888794596,-0.2684850950723843,-0.18421016639461424,0.20640072449140634,0.1259543911466341,0.19409189630121865,0.1546903968564054,0.12776337780648528,-0.44331787752020607,-0.01035015049423975,-0.17047085135480194,0.07554427188319972,0.08216965912042443,0.1414493974302462,-0.08567689640815433,0.18374149739683426,0.007761149412187518,0.3699307242232427,-0.02764819689752604,-0.06143376525196258,0.522479136577513,0.41080533393116314,-0.3126391846276846,0.20607931375338107,0.16909554576974828,-0.36348271621493006
