,Cerebellum_7b_L,Thal_PuA_R,OFCant_R,Cerebellum_6_R,Paracentral_Lobule_R,Cerebellum_Crus1_L,OFCpost_L,Thal_IL_L,Precentral_R,Frontal_Mid_2_R,Thal_AV_L,Cerebellum_7b_R,Frontal_Inf_Orb_2_R,VTA_L,Thal_MDm_L,Postcentral_L,Frontal_Inf_Tri_R,Cerebellum_10_L,Thal_VL_R,Supp_Motor_Area_L,Calcarine_L,Rectus_R,Vermis_6,Angular_R,Temporal_Inf_L,N_Acc_R,Cerebellum_Crus1_R,Vermis_9,Red_N_L,Cerebellum_4_5_L,Insula_L,Frontal_Sup_2_R,SN_pr_L,Parietal_Inf_L,Thal_MDl_L,Frontal_Med_Orb_L,Cerebellum_8_L,Rectus_L,Precuneus_L,Fusiform_L,Thal_IL_R,Frontal_Sup_Medial_L,Amygdala_R,Supp_Motor_Area_R,Thal_LP_L,Frontal_Sup_Medial_R,SN_pr_R,Lingual_L,Thal_PuL_L,Occipital_Sup_R,Lingual_R,N_Acc_L,Vermis_8,OFCpost_R,Temporal_Sup_L
Cerebellum_7b_L,1.0,0.10373183028009916,0.11055955398673206,0.5796388906511639,-0.22917763703549301,0.5848896654255736,0.16161843862160297,0.10992490332878505,0.14630872672708486,0.21988296429113943,0.032238569681437866,0.3640359349287124,0.1765377063649664,-0.06091570593626888,0.08065625883366483,-0.3632433559573934,0.30907027331890213,0.07120423567401324,0.13429849209877587,0.09608314622555746,0.3665326954208143,0.050361124610753955,0.4484160496444501,0.018800191858583,0.6053453944835684,0.20243757333676876,0.474894684016366,0.33459541026611106,0.30991991134768915,0.2758396396805339,0.23853425720283633,0.058980208613297794,0.26820085577916714,-0.5127191685810256,-0.021691261890011502,-0.16455832694376546,0.3972627688353083,0.01965328945327536,-0.21123083202806817,0.5284974518653609,0.10704978997398774,0.24287262800257012,0.21773565333400524,0.19869237660420103,0.1276602819328449,0.21398630403849783,0.337622387134913,0.39389262236407685,0.2957329623761727,0.01763111929062441,0.3029945088779999,0.26604825982260516,0.1778166297035943,0.29672419572051806,0.16914728323965192
Thal_PuA_R,0.10373183028009916,1.0,0.3893446364571245,0.13192628957355515,-0.07827142897255715,-0.03456014842918015,0.42591993604023703,0.503300418445566,0.12525492729580856,0.39052960265555703,0.15206870828386312,-0.04460176773390502,0.4814295163308946,-0.059141277568969995,0.4206077998441175,0.026570095957766382,0.48002615838947116,0.4746933005213682,0.27160518114057736,0.04447463981028072,0.06364183843304379,0.5129994333395391,0.14702743105095664,-0.17655156454452817,0.09782840266162532,0.420161194327253,-0.16750671266765674,0.13107950622671669,0.17605770775619758,0.3223896337511672,0.4163851775554929,0.2152361955537832,0.6359639395361527,0.045667048238877496,-0.13309065422770766,0.17780416481169556,0.07824507835316194,0.2035412451203111,0.05880212602496902,0.19593508080144706,0.6839783296574443,0.39885076830465344,0.3065155984506467,0.17679250675815958,0.5009591074347993,0.47250788165839436,0.5863802139005111,0.010463593262760482,0.34553712554689237,-0.25251606808881916,0.24156483343505336,0.6220253879044252,0.22200680477797327,0.3162230253045442,0.29198312586350333
OFCant_R,0.11055955398673206,0.3893446364571245,1.0,-0.13931063822640638,-0.021681992364358887,-0.09851658033591441,0.21652622922775383,0.09777734815851231,0.17429410447634808,0.34289089099385306,-0.07919805812673544,-0.3402235573738855,0.4115820941503523,-0.12428066277850167,-0.1801975372098203,-0.057616361442062496,0.24338190547643113,-0.07944464585603032,-0.21500141425875455,0.1961079599165913,-0.022479096844621963,0.4471908334773253,-0.15312785268873003,0.0053417881040567,0.15355291580981945,-0.0006172717923449969,-0.2857434452425379,-0.3031625427747272,0.16143935519988067,0.15658207853917305,0.12784368319409894,0.14558514200090797,0.20982376824541826,-0.11213682413781392,-0.18011042443973355,0.17638966303960346,-0.17694468410142408,0.33210267171560076,-0.010256093141613746,0.011495367490621064,0.02050178524579132,0.18799165750864988,0.5871193275575713,0.2851545734366203,0.09065645052295782,0.13738770950687185,0.3040112520556234,-0.19291094095420058,0.19462545828238045,-0.2787636555043971,-0.21620011096676675,0.3145042005544294,-0.04713679780921339,0.47898826510794357,0.06043534339885841
Cerebellum_6_R,0.5796388906511639,0.13192628957355515,-0.13931063822640638,1.0,-0.19217847306808336,0.8379747546723822,0.17464843210059325,0.23967425080392202,0.11734915618968958,0.2332333045598404,0.11742737096562406,0.727685930045576,0.33235628748541474,0.028955569870221094,0.26030143779042436,-0.28376748497644066,0.4835454634376659,0.4095697102198239,0.2582028801337287,0.0839634176180475,0.585901867725089,0.014498990234141649,0.718936562382755,-0.011760932304550298,0.7706220996277414,0.366713368804653,0.8508083337047231,0.6788769172411931,0.3624607455992932,0.5929978000215964,0.3900483224007574,0.2230122400544988,0.3778024915938219,-0.5053703112255494,0.04367826337988291,-0.22807651311024826,0.7471478790111832,-0.08964451998962884,-0.2649352070751372,0.8496625673279039,0.25413590190448104,0.40970095955275965,0.2320119259097058,0.20536672684077567,0.048338465850462094,0.36475292453853364,0.44241309968016834,0.7815308161837863,0.20688310669441604,0.017601316568788068,0.6820137863737225,0.4529880618529692,0.5757861952476148,0.37770871144678947,0.37490753619557265
Paracentral_Lobule_R,-0.22917763703549301,-0.07827142897255715,-0.021681992364358887,-0.19217847306808336,1.0,-0.1952780667574376,0.09481689156868368,-0.0800951585002022,0.42582900230446574,0.19715458466735522,0.18324713088730538,-0.09939464610427241,-0.11200494658544037,0.11521213283464139,-0.06655473813636888,0.5452271772558579,-0.13243332310609401,0.08159021196616038,0.02400517983787687,0.47995590561556767,0.26800019484493287,-0.11805996646142078,-0.13463487646431058,0.6024789747448482,-0.08111657103210668,0.07471686348129976,-0.21902916610958958,0.005461841956166706,-0.045327865272777206,0.18280598258452885,0.13009126311786526,0.47408526848929505,-0.2738878011766738,0.37033029958060104,0.282797108187128,-0.11968129713641279,-0.06884066683235344,0.15752501070207642,0.49602956428573536,-0.07711746245511618,-0.23706924935667634,0.2508088706989565,0.03569482736382688,0.41410222579508854,0.06979424841830942,0.2910124978712752,-0.2375104072797087,0.06984975758524758,-0.005738392541307499,0.45966922574518626,0.06857111401578016,-0.12359454205563308,0.001243961532746466,0.02034883815930294,0.25095325174234623
Cerebellum_Crus1_L,0.5848896654255736,-0.03456014842918015,-0.09851658033591441,0.8379747546723822,-0.1952780667574376,1.0,-0.03030565232079455,-0.004290374650493685,0.14401309403396725,0.1273357781129562,-0.047964420650884014,0.826563513839304,0.3018745370441566,-0.02567065265370388,0.07644070991852542,-0.45596023604141644,0.3280232311221321,0.20390714890266662,0.1360443681298957,-0.010317963191730447,0.45994489351916285,-0.1975365234974606,0.6916932689663846,-0.12313409687714166,0.8138668207413561,0.2642545446396632,0.9221775977730704,0.6535047539406017,0.2201322808948285,0.3677123544231696,0.15234155774802918,0.08661508073456858,0.1071742429440718,-0.70708115727699,-0.03784688310081615,-0.3559948033110327,0.879708621256845,-0.20154205588554622,-0.475353562271471,0.7120769261467546,0.09184291675568572,0.28155791177831596,0.05320276547676146,0.10201380262196713,-0.07060300722496451,0.25785407040372194,0.3019310137308285,0.7411798352342169,0.004424669669201165,-0.04982372680356107,0.5915418484579421,0.27405970809220914,0.5572777595679913,0.21515251242792194,0.23842453352355955
OFCpost_L,0.16161843862160297,0.42591993604023703,0.21652622922775383,0.17464843210059325,0.09481689156868368,-0.03030565232079455,1.0,0.5248045742581661,0.16513165925049622,0.3478470948494445,0.3861030245567654,0.056323482496026846,0.4267513838113268,-0.027439319185377044,0.44655593382513076,0.15854229343226986,0.45591146264088855,0.4941643075772118,0.3864647379554378,0.1153182920829839,0.11212343327155282,0.4824077495144451,-0.00043856201088706185,0.06894084393173866,0.18069215246209272,0.43371860119142985,-0.03705857941665734,0.2800172210102126,0.38702353151082336,0.4180740251818736,0.6977196491985165,0.2772451028432641,0.3621404636816541,0.09076644957147374,0.278201293721169,0.16580700469677262,0.045848946524170854,0.5424121470607189,0.16353401478860033,0.32699481345886755,0.37348010707441726,0.40242354897830024,0.4767224963169863,0.11404922258638024,0.3385934146677816,0.4498908486356492,0.2376707190391275,0.19003890165544873,0.3639888628182262,0.061107435365468254,0.2881346490765727,0.38704680038473194,0.10619897908047926,0.5956743283885063,0.4742793253303342
Thal_IL_L,0.10992490332878505,0.503300418445566,0.09777734815851231,0.23967425080392202,-0.0800951585002022,-0.004290374650493685,0.5248045742581661,1.0,0.11482407763187931,0.2680837844158546,0.7370244129864018,0.03656485448896077,0.3054663369392279,-0.05400522624464477,0.7680152619744096,0.07718370974496774,0.5857885917634196,0.4552668392820674,0.652042675308189,-0.0733961378083267,0.09414847297113983,0.3167217030405869,0.20502842503026983,-0.01502097196319479,0.09333501349315232,0.5372946237841426,-0.012003373343334978,0.209118567408353,0.41879791346017364,0.37903445625869714,0.6444822651437353,0.21132867234701613,0.6477200733028778,0.03944813688501412,0.4409216732729353,0.15947323661784743,0.07877979175607819,0.296657372331417,0.08676949434532542,0.3638946088323613,0.7235154429873606,0.40523222529475234,0.3505100704615191,-0.07853156020780112,0.37766420698614483,0.40432172886814455,0.30625945616646894,0.19516996023140668,0.4600287037691251,-0.03879025992458584,0.32673143348466965,0.542165739046095,0.15338494519728219,0.4237764544987826,0.3961543694535149
Precentral_R,0.14630872672708486,0.12525492729580856,0.17429410447634808,0.11734915618968958,0.42582900230446574,0.14401309403396725,0.16513165925049622,0.11482407763187931,1.0,0.6311743714170912,0.3219978414049412,-0.022544307760958487,-0.10988741679862277,0.3489810240107737,0.2007109262663609,0.4425861511927957,0.2695447500365409,0.08322569070175065,0.3771720702940956,0.7069024801493825,0.4208480335736551,0.08413656519083211,0.02716342829974681,0.5686749171007848,0.25340062156463766,0.3134565816379069,0.01918513904304751,0.13469429355362683,0.1735391800913845,0.26170934570216126,0.45718709214689557,0.6194087583192764,-0.11927797715221841,0.15657276017960262,0.37086576924592785,-0.30089396168516824,0.09420946432889635,0.14908935036318818,0.4393404167273477,0.2619814017602981,0.0073261845043704685,0.56423717091021,0.3789627390602655,0.6091898141215432,0.3209217255283805,0.5479149942986475,0.014944256510646256,0.2506415755689601,0.10218552755624304,0.4289111298466395,0.2660508682902209,0.04954451506365343,-0.03287235958575924,0.30972322397389,0.5768526775472955
Frontal_Mid_2_R,0.21988296429113943,0.39052960265555703,0.34289089099385306,0.2332333045598404,0.19715458466735522,0.1273357781129562,0.3478470948494445,0.2680837844158546,0.6311743714170912,1.0,0.31890271839940654,0.003948952598347941,0.35729028296964255,0.23793309484219785,0.319501163030119,0.3222764047376712,0.6469888750601925,0.274735919218865,0.41474150666820325,0.6021167689144914,0.5294143557589986,0.2376501667926806,0.05168014744589839,0.45805494964236576,0.3772672564025922,0.2994926459576981,0.007055912923622702,0.2645349424597047,0.40729993606682946,0.3533530688646828,0.558766649668458,0.7087577543979254,0.11798164344592192,0.17948740823879294,0.34375951125189413,0.1288723926628784,0.13821000895457966,0.16574511957741764,0.5004454628415002,0.40985651273585616,0.20079347979393267,0.7808421016306684,0.42651821725779054,0.54486816121546,0.5122766167764691,0.7871513008573758,0.28448643942496876,0.2707243880610866,0.2902001418033897,0.3343906444677146,0.3650756016326966,0.39540550138808256,0.09654398903768648,0.40795981653324553,0.6540937955010604
Thal_AV_L,0.032238569681437866,0.15206870828386312,-0.07919805812673544,0.11742737096562406,0.18324713088730538,-0.047964420650884014,0.3861030245567654,0.7370244129864018,0.3219978414049412,0.31890271839940654,1.0,0.01732997949390415,-0.028565211463817814,0.047656267459621426,0.7625164518638794,0.3289600933031948,0.42844089699051885,0.25530199985000274,0.7670976942032183,0.20519532900942947,0.26936659452608125,0.010125407690689679,0.08178882134591992,0.35189739497860584,0.01976225689571349,0.4660078245547804,-0.005303314769891441,0.1408413187044436,0.3804184806868895,0.1870213817355853,0.5526485763755195,0.3004288694311724,0.1445832232629641,0.2220600729406357,0.8454714041998195,-0.178329277035424,-0.0225539567627762,0.2950383568278368,0.35776233229216486,0.2691709004241306,0.3755798856354385,0.3877123739345909,0.271915215320981,0.0743190073303049,0.37454358242370267,0.38835826585413136,-0.09235351821334296,0.23522065451048357,0.4209693303297931,0.38133147700803105,0.2585099736652122,0.15253073448476792,0.08575982915864279,0.3319903379155473,0.43354867663577196
Cerebellum_7b_R,0.3640359349287124,-0.04460176773390502,-0.3402235573738855,0.727685930045576,-0.09939464610427241,0.826563513839304,0.056323482496026846,0.03656485448896077,-0.022544307760958487,0.003948952598347941,0.01732997949390415,1.0,0.32457733183886694,-0.10389527702755236,0.1842554672984711,-0.30924526877840663,0.2627206869257079,0.437296313011727,0.20976754917519833,-0.11956430374513566,0.28716489332210904,-0.2563478564267874,0.6402716115945487,-0.20790083374521592,0.5486856587978709,0.3819318127675656,0.8706340826812855,0.7510409662086528,0.11961789264237113,0.2757567709939244,0.1578399841133644,0.02888191775502005,0.08745395168687349,-0.5032915985217361,0.02635809724909162,-0.3336108403465397,0.861222241301754,-0.20299592609150338,-0.45178926529296753,0.5446267386331467,0.15161173262687427,0.22168993727924802,-0.14719303331437564,-0.04541520006127902,-0.04562839350683544,0.25170949622192434,0.18378518781710498,0.6328377037011301,-0.02049055384796682,-0.04547654084227844,0.5542802921931127,0.26977205425103684,0.6246451668047666,0.050279172008722395,0.17676331982447477
Frontal_Inf_Orb_2_R,0.1765377063649664,0.4814295163308946,0.4115820941503523,0.33235628748541474,-0.11200494658544037,0.3018745370441566,0.4267513838113268,0.3054663369392279,-0.10988741679862277,0.35729028296964255,-0.028565211463817814,0.32457733183886694,1.0,-0.23144957247522543,0.20082747625320624,-0.1948088180276814,0.5724372811505565,0.5222024751688447,0.0759643518492005,-0.1192824704085155,0.13680346954641992,0.28415754641100854,0.27671684773930083,-0.19982280730532045,0.35686342015038497,0.33100927634761257,0.193595874489522,0.47359755480375937,0.34394068540147893,0.34302126252630205,0.26848810324792677,0.23934701630758087,0.4577171807920432,-0.20149708602999947,-0.12569180120789392,0.3255430269713093,0.4528474076266016,0.12235586470054037,-0.15018194893666115,0.406353656719004,0.3825210497285067,0.3741567775143742,0.27325889151217936,0.051039374056409174,0.15533069484369075,0.41117561349062326,0.4952834410052604,0.2456563007910066,0.19876832191775173,-0.2075366766342218,0.3462894999539168,0.6749289499715899,0.33439529810797297,0.34118992660286396,0.2222491417965307
VTA_L,-0.06091570593626888,-0.059141277568969995,-0.12428066277850167,0.028955569870221094,0.11521213283464139,-0.02567065265370388,-0.027439319185377044,-0.05400522624464477,0.3489810240107737,0.23793309484219785,0.047656267459621426,-0.10389527702755236,-0.23144957247522543,1.0,0.08210794532709265,0.3627994461499662,-0.011226379454999085,-0.11210275045421443,0.2517265840896178,0.26030640247562287,0.18154589310611938,0.060067019342020446,0.02377451449616799,0.1592480237698841,-0.07306198917113023,0.09192256612188739,-0.013995853370456966,0.07602821325039005,0.0385060514126051,0.060658400823927955,0.2106167867809412,0.04670533035636483,-0.2668070511897432,0.3500696099563906,0.2074286831791052,-0.021023403760788616,-0.10907379432711799,-0.05073783397108392,0.3082216791732765,0.017437547550300123,-0.09825037296829606,0.12744775897273267,0.1530266118022352,0.20088944109371287,0.20360283585398697,0.0874354813423183,-0.018235634948886564,0.10296408377333478,-0.14571042850767826,0.14725275501055135,0.23991357021227364,-0.07197130748750213,-0.3296158901344977,0.13036932167251186,0.3543862523308079
