,Cerebellum_7b_L,Thal_PuA_R,OFCant_R,Cerebellum_6_R,Paracentral_Lobule_R,Cerebellum_Crus1_L,OFCpost_L,Thal_IL_L,Precentral_R,Frontal_Mid_2_R,Thal_AV_L,Cerebellum_7b_R,Frontal_Inf_Orb_2_R,VTA_L,Thal_MDm_L,Postcentral_L,Frontal_Inf_Tri_R,Cerebellum_10_L,Thal_VL_R,Supp_Motor_Area_L,Calcarine_L,Rectus_R,Vermis_6,Angular_R,Temporal_Inf_L,N_Acc_R,Cerebellum_Crus1_R,Vermis_9,Red_N_L,Cerebellum_4_5_L,Insula_L,Frontal_Sup_2_R,SN_pr_L,Parietal_Inf_L,Thal_MDl_L,Frontal_Med_Orb_L,Cerebellum_8_L,Rectus_L,Precuneus_L,Fusiform_L,Thal_IL_R,Frontal_Sup_Medial_L,Amygdala_R,Supp_Motor_Area_R,Thal_LP_L,Frontal_Sup_Medial_R,SN_pr_R,Lingual_L,Thal_PuL_L,Occipital_Sup_R,Lingual_R,N_Acc_L,Vermis_8,OFCpost_R,Temporal_Sup_L
Thal_MDm_L,0.08065625883366483,0.4206077998441175,-0.1801975372098203,0.26030143779042436,-0.06655473813636888,0.07644070991852542,0.44655593382513076,0.7680152619744096,0.2007109262663609,0.319501163030119,0.7625164518638794,0.1842554672984711,0.20082747625320624,0.08210794532709265,1.0,0.16803409704728653,0.5336994634951269,0.44085316421766946,0.9257889443123105,-0.017373081643720138,0.1871517194855157,0.16004296430151696,0.31022697944926514,0.08312731673451275,0.04407947980790514,0.6062488613384923,0.0857357735427178,0.3613794367806537,0.38096004580686355,0.10386874602092211,0.5371571828481098,0.16451525210967308,0.4190456526955966,0.1766493674380594,0.5948631375320542,-0.03019769310969363,0.15926787803922096,0.19347513802485866,0.2362987365119462,0.3138968528138999,0.761446589491197,0.34488889836030423,0.12491428643868958,-0.06074667028824463,0.6326599530565982,0.4491293586358819,0.2468008906921327,0.2474310325269103,0.3220448300883661,0.23907510522733355,0.4561630729636793,0.3561360815000067,0.226707443432474,0.29735445326961796,0.42848457363576603
Postcentral_L,-0.3632433559573934,0.026570095957766382,-0.057616361442062496,-0.28376748497644066,0.5452271772558579,-0.45596023604141644,0.15854229343226986,0.07718370974496774,0.4425861511927957,0.3222764047376712,0.3289600933031948,-0.30924526877840663,-0.1948088180276814,0.3627994461499662,0.16803409704728653,1.0,-0.005679529953417961,0.13420668358108653,0.29909716970646066,0.5798258933876145,0.10962623911757634,0.10851233903966401,-0.3144113705640529,0.44296412530904977,-0.40887084941027557,0.22814519827839086,-0.37366732198549857,-0.0584300288396945,-0.07685273498774249,0.09412345136609003,0.34611721721296945,0.4148448850757764,-0.2260079146307048,0.8299277964371305,0.38659783710609097,-0.06431587734812952,-0.29131032399505047,0.13526635834811093,0.6753115961976934,-0.21736337578578213,-0.06439806608031584,0.2874039008523548,0.11390169494778982,0.4368185901534371,0.23601857475900126,0.25562169985529426,-0.18013365928903688,-0.13966327854290528,0.1620472997588489,0.376525663161803,0.025341843187750807,-0.03705066504766086,-0.3030019477483398,-0.009740996627422841,0.46679490663091416
Frontal_Inf_Tri_R,0.30907027331890213,0.48002615838947116,0.24338190547643113,0.4835454634376659,-0.13243332310609401,0.3280232311221321,0.45591146264088855,0.5857885917634196,0.2695447500365409,0.6469888750601925,0.42844089699051885,0.2627206869257079,0.5724372811505565,-0.011226379454999085,0.5336994634951269,-0.005679529953417961,1.0,0.47205858000420753,0.4822493817914743,0.1346790503693661,0.38183695242044746,0.32245233906916604,0.3109987599247851,0.1257303776058897,0.470523122930705,0.47689995465187424,0.28088979068620595,0.3931549319213562,0.48284804399295567,0.4247362249414024,0.6095236399428478,0.47165910879079614,0.4721558336641133,-0.17505799100191258,0.3262253283199185,0.028757157387329927,0.3558591603663302,0.2074603436042416,0.002032095233903093,0.5943824560414434,0.49230382744314655,0.6849541719827361,0.4155183921871717,0.19938590409089493,0.33951059728946986,0.7208917333805573,0.38935516141070325,0.37390835366075137,0.38531737164540514,0.02328911842829293,0.42658255005721474,0.5759204842598299,0.3401713674772698,0.5038551060423115,0.5298445641911985
Cerebellum_10_L,0.07120423567401324,0.4746933005213682,-0.07944464585603032,0.4095697102198239,0.08159021196616038,0.20390714890266662,0.4941643075772118,0.4552668392820674,0.08322569070175065,0.274735919218865,0.25530199985000274,0.437296313011727,0.5222024751688447,-0.11210275045421443,0.44085316421766946,0.13420668358108653,0.47205858000420753,1.0,0.322887753761769,0.12933640394025683,0.13318157134295855,0.24734635796329196,0.2915036943239033,-0.12077225711733333,0.16981889833987354,0.7030771468449476,0.23980570717392427,0.6553594034596322,0.3085573255482028,0.5113465015544449,0.5410274094350427,0.3632537900667491,0.47822285942615234,-0.003903055420701131,0.11910889935030881,-0.018074930120738058,0.44251911332340244,0.1813207139047305,-0.016733368932452215,0.43349931390199475,0.4918363307057766,0.5013536078324478,0.26017472377942746,0.19016336826991942,0.3163126720625898,0.5500722295232384,0.3609311371125551,0.27875604265634557,0.32131225887256043,-0.08621813524634427,0.33739794592907324,0.7017573735195954,0.35352459875844483,0.24074625528693144,0.39792402474231064
Thal_VL_R,0.13429849209877587,0.27160518114057736,-0.21500141425875455,0.2582028801337287,0.02400517983787687,0.1360443681298957,0.3864647379554378,0.652042675308189,0.3771720702940956,0.41474150666820325,0.7670976942032183,0.20976754917519833,0.0759643518492005,0.2517265840896178,0.9257889443123105,0.29909716970646066,0.4822493817914743,0.322887753761769,1.0,0.13238117040051434,0.30320291905684654,0.058558858033347254,0.2696437236141927,0.2199433455742352,0.10393745902871812,0.5763099593030118,0.1301833191440307,0.3890932124058035,0.3713480636993867,0.10725062771729643,0.5720426414636556,0.22530681585409,0.21671764522620904,0.22617161257062374,0.6822675871479295,-0.11619439307344158,0.18112326657980382,0.12362043827605171,0.32493713823402187,0.32496488846476007,0.6086950315082862,0.3969747416504285,0.13574373185596655,0.05176284897489806,0.6316319971176761,0.47222200349089993,0.14458703261705316,0.3238194990308503,0.2906938345989548,0.38035132936650634,0.5223205262983639,0.22710631909353116,0.14966209584685922,0.2824756988994772,0.5609545015928312
Supp_Motor_Area_L,0.09608314622555746,0.04447463981028072,0.1961079599165913,0.0839634176180475,0.47995590561556767,-0.010317963191730447,0.1153182920829839,-0.0733961378083267,0.7069024801493825,0.6021167689144914,0.20519532900942947,-0.11956430374513566,-0.1192824704085155,0.26030640247562287,-0.017373081643720138,0.5798258933876145,0.1346790503693661,0.12933640394025683,0.13238117040051434,1.0,0.5086474936486303,0.0987734271614622,-0.14388588514158593,0.5461244032081892,0.14889099412140183,0.1696708300917968,-0.025077066983387738,0.0689263294521323,0.17469277777245687,0.37981382571205713,0.41237747601366515,0.6426550788162219,-0.17586039157401628,0.3156281174851672,0.30329936632809434,-0.28544614132986207,-0.032280113161840145,0.13080237817501453,0.5485802238400211,0.15321966720004135,-0.2194535058928852,0.5073561246818393,0.43434411199033446,0.8441367994686193,0.19959090998420062,0.4697236010567985,-0.05916160329413964,0.19704328872461152,0.17325637953902626,0.34899437961544233,0.10457055790109333,0.06855804253004948,-0.05284422368375275,0.27138298878050815,0.4990436690710628
Calcarine_L,0.3665326954208143,0.06364183843304379,-0.022479096844621963,0.585901867725089,0.26800019484493287,0.45994489351916285,0.11212343327155282,0.09414847297113983,0.4208480335736551,0.5294143557589986,0.26936659452608125,0.28716489332210904,0.13680346954641992,0.18154589310611938,0.1871517194855157,0.10962623911757634,0.38183695242044746,0.13318157134295855,0.30320291905684654,0.5086474936486303,1.0,-0.10047654812458122,0.32973630642788754,0.5817198482400415,0.6272391792098285,0.1794032670814227,0.40420568043345256,0.4580917350728582,0.3031756320557086,0.6105798991384712,0.3618853893215409,0.49821107301158857,0.003673725025838888,-0.07888167673438629,0.3484136547134036,-0.18449558948181988,0.36607679993884634,-0.1174260374719253,0.37552689142768264,0.7055111889745231,0.013444721691783963,0.5223722052653866,0.33320449836799465,0.5928081875853808,0.21026096251567553,0.5007096572565496,0.10669041203430824,0.791949065995779,0.22571146015570157,0.5015547279502266,0.6712210002660005,0.13917571485556315,0.30826418835568536,0.3280921513610491,0.5030876606925163
Rectus_R,0.050361124610753955,0.5129994333395391,0.4471908334773253,0.014498990234141649,-0.11805996646142078,-0.1975365234974606,0.4824077495144451,0.3167217030405869,0.08413656519083211,0.2376501667926806,0.010125407690689679,-0.2563478564267874,0.28415754641100854,0.060067019342020446,0.16004296430151696,0.10851233903966401,0.32245233906916604,0.24734635796329196,0.058558858033347254,0.0987734271614622,-0.10047654812458122,1.0,0.02288467486579288,-0.10274796792271028,0.020309858705937954,0.14611504962282765,-0.26101919545047203,-0.11229235782801462,0.32143042201026917,0.23634185272185151,0.40963089489240573,0.16070934119886796,0.5773034945699709,0.12474144249008592,-0.1635314477258137,0.3314636845279084,-0.158859353449683,0.5382895883595363,0.09048573379021141,0.10739388419743805,0.30308853414913167,0.2421153236237882,0.5149885296785469,0.1310013774032354,0.26911310937665905,0.2536392820545093,0.5262263180429938,-0.1696266601679096,0.2857108433235643,-0.21253999018705969,-0.03151042264569564,0.4450248133183395,-0.0049313231551711125,0.5779694466557912,0.2695262429257538
Vermis_6,0.4484160496444501,0.14702743105095664,-0.15312785268873003,0.718936562382755,-0.13463487646431058,0.6916932689663846,-0.00043856201088706185,0.20502842503026983,0.02716342829974681,0.05168014744589839,0.08178882134591992,0.6402716115945487,0.27671684773930083,0.02377451449616799,0.31022697944926514,-0.3144113705640529,0.3109987599247851,0.2915036943239033,0.2696437236141927,-0.14388588514158593,0.32973630642788754,0.02288467486579288,1.0,-0.1400199116603663,0.5854445268777614,0.3461795930485699,0.6737356672822005,0.49234956954590897,0.28978384457148454,0.3142935007013894,0.10466628407561494,0.0010078396488290824,0.3967518343229732,-0.4585504911789925,-0.0031844511099955934,-0.22180369887523949,0.6110736015771996,0.05957597145505461,-0.30599037586276356,0.6369873829624111,0.34328338905835054,0.1865057413522368,-0.0520384919130041,-0.10690939296590089,0.1617222699088443,0.20241197409787554,0.3518717486388188,0.5463330187885784,0.10261740107516616,-0.021306145228022724,0.5685244190974498,0.3589285241268257,0.5957939164771354,0.22373768843405034,0.1636910827554467
Angular_R,0.018800191858583,-0.17655156454452817,0.0053417881040567,-0.011760932304550298,0.6024789747448482,-0.12313409687714166,0.06894084393173866,-0.01502097196319479,0.5686749171007848,0.45805494964236576,0.35189739497860584,-0.20790083374521592,-0.19982280730532045,0.1592480237698841,0.08312731673451275,0.44296412530904977,0.1257303776058897,-0.12077225711733333,0.2199433455742352,0.5461244032081892,0.5817198482400415,-0.10274796792271028,-0.1400199116603663,1.0,0.1617887213107632,-0.02171735081598092,-0.17015000821362522,-0.0012806205017303173,0.20477410015410105,0.13739543708212612,0.18702306130735571,0.5761085391742081,-0.2836495060587348,0.31395519970969216,0.5248006754517278,-0.052184783864874594,-0.16522562779636427,0.11203380866726896,0.724530205360266,0.19143921620900625,-0.25200640166154115,0.3445255060480653,0.22125846373169278,0.5197038021386512,0.17595199104773346,0.33377540794315647,-0.2184810111912301,0.2130942844955205,0.11566821234829552,0.8198104412301197,0.15245629372555738,-0.2428850535413325,-0.01470955500986276,0.21507109839258864,0.36289770337515387
Temporal_Inf_L,0.6053453944835684,0.09782840266162532,0.15355291580981945,0.7706220996277414,-0.08111657103210668,0.8138668207413561,0.18069215246209272,0.09333501349315232,0.25340062156463766,0.3772672564025922,0.01976225689571349,0.5486856587978709,0.35686342015038497,-0.07306198917113023,0.04407947980790514,-0.40887084941027557,0.470523122930705,0.16981889833987354,0.10393745902871812,0.14889099412140183,0.6272391792098285,0.020309858705937954,0.5854445268777614,0.1617887213107632,1.0,0.15161376584072486,0.6845561736421597,0.48578995092958904,0.4422500246400395,0.5254180719073394,0.31058880098957514,0.33208037888692776,0.2269837981773007,-0.6625667211732068,0.03088841126907062,-0.1609254665040179,0.6543116233559289,0.02863407103295917,-0.22287442824763018,0.8538811330496981,0.046351970203315614,0.4434470595503243,0.2848944728840819,0.23783111082850422,0.010648639770953658,0.40196871066691164,0.3476097885322433,0.7370204831065464,0.19342803953421545,0.14324124384148368,0.5799297908631782,0.2928243485876652,0.5466915188141447,0.43861195718527185,0.41382882511986074
