,Vermis_6,Thal_VPL_R,Fusiform_L,Temporal_Pole_Mid_L,Cingulate_Mid_R,Frontal_Sup_Medial_R,Paracentral_Lobule_R,Putamen_R,Postcentral_L,Lingual_R,Temporal_Inf_R,ACC_sub_L,Occipital_Mid_L,Olfactory_R,Thal_AV_R,Cerebellum_Crus1_R,Parietal_Sup_L,Precuneus_L,Thal_MGN_R,Thal_LGN_L,Paracentral_Lobule_L,Frontal_Inf_Orb_2_L,Heschl_L,Cerebellum_9_R,Thal_MDm_L,Thal_MDl_R,Red_N_R,Temporal_Pole_Sup_L,ACC_sub_R,Rectus_L,Cerebellum_4_5_L,Cerebellum_9_L,Thal_PuI_R,Rolandic_Oper_R,Thal_AV_L,Cerebellum_4_5_R,Hippocampus_R,Supp_Motor_Area_R,Frontal_Mid_2_L,Cerebellum_7b_L,ACC_pre_R,Cingulate_Post_R,Caudate_L,Parietal_Inf_L,Fusiform_R,ACC_pre_L,Frontal_Med_Orb_R,Supp_Motor_Area_L,Temporal_Pole_Sup_R,OFClat_L,Precentral_R,Pallidum_R,VTA_L,Thal_IL_R,Thal_LP_L,Thal_VA_L,Cerebellum_7b_R,Occipital_Inf_R,Thal_VL_R,Hippocampus_L,Raphe_D,Pallidum_L,Vermis_4_5,Thal_PuM_L,Frontal_Inf_Oper_R,SupraMarginal_R,OFCmed_L,Cerebellum_10_L,Frontal_Sup_2_R,Temporal_Sup_L,Thal_MDl_L,Frontal_Med_Orb_L,Insula_L,Frontal_Sup_2_L,Vermis_8,Cerebellum_3_L,ParaHippocampal_L,ACC_sup_L,Angular_L,Precentral_L
Vermis_6,1.0,0.47073900367420796,0.6369873829624111,0.5008317815389063,0.06033001042865666,0.20241197409787554,-0.13463487646431058,0.1826391662508624,-0.3144113705640529,0.5685244190974498,0.5925526148760467,-0.049916077884260605,-0.07359642484239765,0.3302842755284969,0.23975666321830513,0.6737356672822005,0.48043237342916256,-0.30599037586276356,-0.11275366910531426,-0.03141585647369104,-0.3412072546531197,0.021964880883759235,-0.16758987111861778,0.6726916174047449,0.31022697944926514,0.19854371029690798,0.4309351171834453,0.3342033050461149,0.22228556929887172,0.05957597145505461,0.3142935007013894,0.697429380991513,-0.31229640000926356,0.22893728209498054,0.08178882134591992,0.209818046751709,0.24973693592387852,-0.10690939296590089,0.2271933243621854,0.4484160496444501,0.33627788915837165,0.07573848823835805,0.18759981356253463,-0.4585504911789925,0.5754132996696749,0.2590240815505422,-0.27968106960015515,-0.14388588514158593,0.2472448576778566,-0.26804843454061905,0.02716342829974681,0.03077531115933408,0.02377451449616799,0.34328338905835054,0.1617222699088443,0.005037886440859099,0.6402716115945487,0.6785954535083121,0.2696437236141927,0.20230093501919558,-0.2905471630394344,0.39599404389442117,0.3488684585507789,0.3034268355245499,0.22724006049108755,-0.1362446942712221,-0.3086890425733124,0.2915036943239033,0.0010078396488290824,0.1636910827554467,-0.0031844511099955934,-0.22180369887523949,0.10466628407561494,0.15171550396566066,0.5957939164771354,0.5638268415183604,0.37449059662796164,0.22232532158525323,-0.161467983062561,-0.17937999694263232
Thal_VPL_R,0.47073900367420796,1.0,0.4007520029890592,0.38801763637835224,0.1507249089542284,0.47082186604749915,-0.06490612795621174,0.3653910892838311,0.09070161280299537,0.6175279083406245,0.3820128940964458,-0.1246862677287108,0.3889521905356124,0.5580936275987695,0.7596730664878897,0.24789296702752672,0.37978537494102804,0.16224023372652807,-0.054711304405744905,0.43884709587212095,0.023944726245773932,0.055514296541380646,-0.11111207171002227,0.4409567526128352,0.8934608149999977,0.5780644234454654,0.25435174685461653,0.28827208595679815,0.5172236395228565,0.08634618439466327,0.10707457461267111,0.4619936269304659,-0.18187624061198981,0.4222972867904786,0.6173355646117538,-0.06640150491880986,0.42757363528724435,-0.053460460897889174,0.19672990441616225,0.20795447826868066,0.599967527824459,0.11731492846751951,0.4388836874132894,0.06210955577632689,0.5767638443289943,0.7032770112565692,-0.07544183307870539,-0.06178096444454603,0.36422697197007886,-0.3496656034449833,0.22615816596868515,0.060096651156397715,0.18290905302529883,0.7042376334227082,0.6432138364668127,0.1172288581792474,0.3754263181190304,0.5069354672759226,0.9070642600513609,0.4862354350612342,-0.0619158886965672,0.5628359140046812,0.263298773133445,0.7559526768319125,0.47616478410629526,0.1706154465208655,-0.3749829887805551,0.41055474577223233,0.16977649771388698,0.49926394997384366,0.47164241550043956,-0.04474470083412955,0.4858156855854776,0.4033724991117376,0.3084396268452656,0.3010123833644064,0.1877093815617279,0.39857403281918113,0.1324613503031078,0.07502850049659598
Fusiform_L,0.6369873829624111,0.4007520029890592,1.0,0.431037757857048,0.41457346893388886,0.48518680577650325,-0.07711746245511618,0.45834413568529514,-0.21736337578578213,0.7264010431400589,0.7376056395633578,0.373787225100938,-0.05475950887496782,0.4387301599629688,0.39772044377887955,0.6481962568365983,0.30891747747677956,-0.06541284496797013,0.049671113831372266,0.2204302966023137,-0.18106407215540055,0.4694153592570074,0.28071676359893505,0.6604283304397789,0.3138968528138999,0.32703884993874116,0.3916630069607248,0.6815432444937306,0.27443409504411764,0.05210470551846191,0.6943233725166935,0.6479724530908656,-0.02191274798940653,0.5228408174496976,0.2691709004241306,0.592147894262328,0.5128826139266257,0.2373613007138518,0.3726352925467844,0.5284974518653609,0.5613163808580662,0.542971628253281,0.5449676691781966,-0.43570033877901415,0.8144563407638776,0.4550158546240799,0.024147579815432457,0.15321966720004135,0.5757471549798896,0.020592885835005632,0.2619814017602981,0.2691998468226906,0.017437547550300123,0.24144014469919425,0.14765285804090073,0.2675021934419537,0.5446267386331467,0.5934578318432415,0.32496488846476007,0.46017903335334254,0.13236953462655493,0.5582346280787697,0.6180964796064746,0.46398834414430495,0.5170723673941686,0.16512087999911085,0.1304456081191651,0.43349931390199475,0.38378874385836775,0.5075892563849301,0.2207500727722236,-0.10320444475868708,0.5020569706292033,0.3739994750826975,0.48885014502156077,0.6884664509134866,0.6956630534570076,0.4871805184274375,-0.03623480737904855,-0.07860367455594777
Temporal_Pole_Mid_L,0.5008317815389063,0.38801763637835224,0.431037757857048,1.0,-0.03789584483237247,0.18008378159363533,-0.15722355673647984,-0.07858438595847111,-0.27242556585619765,0.5874479992973096,0.3500533239979956,0.22901418870904386,-0.08087688981444098,0.24257329484678114,0.07850127311237036,0.670965316637078,0.4187592647844994,-0.32613569341525556,-0.34653597696930044,-0.15148922183303834,-0.33187699010278177,-0.04578573473241472,-0.21123058797279287,0.6985927102960436,0.13331166491890453,0.2420063839767995,0.15142830250467174,0.23950538989054687,0.21017416216323942,-0.3700396455100347,0.11086508204204774,0.8217310375721718,-0.42809562687864505,-0.007293325768601631,-0.10875477473082641,-0.02689228283774267,-0.03503381149857076,-0.18972276631397048,0.2524913724534121,0.22171123885913172,0.2349403928591921,0.054912799470336705,0.1762625022396658,-0.35080497354888024,0.344560477239806,0.16083046991423547,0.11582751376473308,-0.2656106373384839,0.1349098118995991,-0.5640653799620797,-0.007101989308808918,-0.21599089372492972,0.15523850825220853,0.1056323497845073,-0.060043426084392136,-0.09791470523131626,0.7467447428689374,0.7911401922030258,0.2138920783136164,-0.024254121048862615,0.06323629722186866,0.1877944415534329,0.282946872053766,0.23308099628156848,-0.09724038804643921,-0.09765449670766514,-0.3448247030219986,0.18765035628321955,0.020642546925807467,0.22695760453923874,-0.006451159884476285,0.07064716835758379,0.0475275084571285,0.07056044690303645,0.3223146322177245,0.3965112870989872,0.09921713259087533,0.00010319179260881664,-0.057865550290052616,-0.15337428679097792
Cingulate_Mid_R,0.06033001042865666,0.1507249089542284,0.41457346893388886,-0.03789584483237247,1.0,0.686419439709672,0.3668017637904023,0.3166399620250907,0.3886962270670038,0.40866266076162905,0.1256521046704201,0.3814612715063132,0.3228888924846735,0.19193121656446804,0.4191671117556606,0.047733597978576965,-0.14010941911104977,0.5464556411402622,0.39073117275363584,0.23920639820418757,0.5302002304075742,0.4601298835266687,0.6150693469995542,0.06598766503661183,0.1102408460999498,0.2598456714006312,0.314903636817821,0.4441144468663043,0.17178508688295938,0.07317000773424023,0.5407992038392938,0.08208481072794602,0.24920906529130896,0.47554594470937894,0.21975240275808663,0.4854739482616459,0.19276004724562984,0.8227466133476997,0.5168694851571211,0.2869130222557218,0.3878999296089622,0.8542119862569835,0.4541224089852719,0.17793922790388936,0.2907966363979191,0.19085608162633283,0.05183108230647445,0.7660927065338689,0.47442604359762175,0.2899642693299111,0.6714603713019727,0.18607915266747765,0.3137638590496727,0.025180788628846575,0.3726928305581367,0.17872159208801097,-0.027440685595143493,-0.06873424965777733,0.22874362810522025,0.22043737783102313,0.1972965126637834,0.3431695075521581,0.6366997711392539,0.27957200903353985,0.607511635499591,0.5636628705831931,0.2759176573329238,0.17576530277941646,0.724822199045762,0.6080399295750519,0.256437753906803,-0.03945400338557855,0.4723322491553969,0.7221596432907483,0.05849607526425217,0.40326242292711695,0.387258042463687,0.5586191302922535,0.40913552183315866,0.5104757164586625
Frontal_Sup_Medial_R,0.20241197409787554,0.47082186604749915,0.48518680577650325,0.18008378159363533,0.686419439709672,1.0,0.2910124978712752,0.5285462013567552,0.25562169985529426,0.4899310866043041,0.3744526455283466,0.24192947324787986,0.22716541335142706,0.5399814886247104,0.6582970594281182,0.14869443583223557,0.11366565645126715,0.3160352806449371,0.28297515678910934,0.35141555788909845,0.25508460757049517,0.5614478616468459,0.3745576453248339,0.3754029364549562,0.4491293586358819,0.35643850966213764,0.39245661165571677,0.5722598402740857,0.40921387283723376,0.2052994549068122,0.48112488069537085,0.35887070193018705,0.23146515310359572,0.6395744671413744,0.38835826585413136,0.3839159405480995,0.3768383292299998,0.49684791692930486,0.6388167909624655,0.21398630403849783,0.7471103496543297,0.6422257789613671,0.6495940984393878,0.04213508435187419,0.39920156506286564,0.6444379870583172,0.13974841408029018,0.4697236010567985,0.5566952906062429,0.08420664106787386,0.5479149942986475,0.34072654344557174,0.0874354813423183,0.3945183585341508,0.4685076416059681,0.33142139676793747,0.25170949622192434,0.14012974618423735,0.47222200349089993,0.3972395445908536,0.11685088649786966,0.6216317316146055,0.5854207144032704,0.5015296838789339,0.704610880091785,0.3957298647908714,0.09339299127507344,0.5500722295232384,0.803629843202549,0.7192758086953402,0.3189013759715251,0.022646579840281303,0.6665125589637417,0.8348746135523869,0.3271450431504541,0.41619001032185393,0.4418230087839877,0.6768994287535848,0.25582963088915256,0.38917213288310887
Paracentral_Lobule_R,-0.13463487646431058,-0.06490612795621174,-0.07711746245511618,-0.15722355673647984,0.3668017637904023,0.2910124978712752,1.0,-0.1718152166039302,0.5452271772558579,0.06857111401578016,-0.18181707308053252,0.1582126245705512,0.355125620549413,-0.10266501023189875,0.053148391382824955,-0.21902916610958958,-0.13342641138707304,0.49602956428573536,0.01120723740535317,0.06666561000293976,0.46369199521967586,0.14340128443743305,0.4106616250802788,-0.16389797359465152,-0.06655473813636888,0.3157622026684154,0.05698044642702728,0.03130228149507242,-0.19974474960130809,0.15752501070207642,0.18280598258452885,-0.11732057952243752,0.05364859952709703,-0.12212352771713848,0.18324713088730538,0.14521022403965275,-0.11058254080727802,0.41410222579508854,0.23851125914663898,-0.22917763703549301,0.04270277183827397,0.34573818318591387,0.017359046643212365,0.37033029958060104,-0.17146541696286194,-0.08967128411315087,-0.1274355879077998,0.47995590561556767,0.08188290745169458,0.055477706337709355,0.42582900230446574,-0.1521247426636452,0.11521213283464139,-0.23706924935667634,0.06979424841830942,-0.1645831944941049,-0.09939464610427241,-0.17865430477761368,0.02400517983787687,-0.02257775538269352,0.2604842839343523,-0.0553594474879732,0.2707560948782543,0.1421891373437086,0.08802642111154202,0.5610766288841,0.06787135716626348,0.08159021196616038,0.47408526848929505,0.25095325174234623,0.282797108187128,-0.11968129713641279,0.13009126311786526,0.3231979227238022,0.001243961532746466,0.04174570949746887,-0.09711381899538897,0.2641531857438713,0.62286106008544,0.44602537164976686
Putamen_R,0.1826391662508624,0.3653910892838311,0.45834413568529514,-0.07858438595847111,0.3166399620250907,0.5285462013567552,-0.1718152166039302,1.0,0.0009889894823101471,0.22081553084342517,0.45108581246523205,0.2390054926942718,-0.038831174987551634,0.6098498959775505,0.6717980738596363,0.07611959106779434,0.1585647485878773,0.01805245939609822,0.5552118092210824,0.6517828782770879,-0.06102207564168276,0.5366761449182194,0.21726275365536535,0.33648242971004316,0.5137455105190458,0.06611954441803845,0.332650146302112,0.49402600539963687,0.4448340309656663,0.3336663107830046,0.49052464844133276,0.21797526343645954,0.5200997354828083,0.6960967657796352,0.4665182391553577,0.46332033773598136,0.8147379850824247,0.16319813709059286,0.39857694673265437,0.23073168604163394,0.7045901185095579,0.32206161631913793,0.7977689458242873,-0.07340529632296736,0.6411916702743519,0.6735552329045011,0.28917016330621337,0.12938860292857407,0.6567480474903806,0.2217945646644232,0.13948281695553874,0.8676343609279193,-0.05505505781885684,0.5377040187608071,0.3814382580668508,0.7767120732118552,0.08654601097975563,0.01463532697410893,0.3776024388376283,0.7706076563635479,-0.0823298194672171,0.8090495588038795,0.4285859273771248,0.4315723622812838,0.5761497250079466,-0.043179179892207147,0.29022273988479075,0.6277043543601855,0.3165798165187684,0.41859046228442776,0.27360852858898654,0.17221266336005916,0.6599040907153533,0.4440805858891003,0.16413449086671664,0.37449190747249617,0.6641731937111905,0.454656413287505,-0.19054320115827614,0.1312026901816136
Postcentral_L,-0.3144113705640529,0.09070161280299537,-0.21736337578578213,-0.27242556585619765,0.3886962270670038,0.25562169985529426,0.5452271772558579,0.0009889894823101471,1.0,0.025341843187750807,-0.18652827483387266,0.050205195720271795,0.5191652554967736,0.044530305774477016,0.25821717605210553,-0.37366732198549857,-0.07950032837574206,0.6753115961976934,0.24231160873792343,0.41728029182011406,0.7209566747881828,0.13158736141077473,0.4933464461840123,-0.2935726086889613,0.16803409704728653,0.270367370497276,-0.20675388089998326,-0.03366221124691732,0.11251856860704733,0.13526635834811093,0.09412345136609003,-0.25975488399225677,0.20716049065160372,0.10796397721510591,0.3289600933031948,0.06612196037263338,0.017717318890871123,0.4368185901534371,0.29071448550089096,-0.3632433559573934,0.1578217512086082,0.2660581642744568,0.04473422835342222,0.8299277964371305,-0.10110749850212888,0.05722231990554439,0.0343883479961512,0.5798258933876145,0.09810785518576869,0.1415951377277922,0.4425861511927957,-0.07225670211251062,0.3627994461499662,-0.06439806608031584,0.23601857475900126,-0.10504324000882645,-0.30924526877840663,-0.3032158520716545,0.29909716970646066,0.13159342675045527,0.18801103707166444,0.04212891430387185,0.26208498580197676,0.14695491460823892,0.22594438261099753,0.5136695100808459,0.08148988431140514,0.13420668358108653,0.4148448850757764,0.46679490663091416,0.38659783710609097,-0.06431587734812952,0.34611721721296945,0.5160125058525743,-0.3030019477483398,-0.08093479447311591,-0.2505223911561312,0.3228962450481518,0.5799506318305804,0.8378749052147711
Lingual_R,0.5685244190974498,0.6175279083406245,0.7264010431400589,0.5874479992973096,0.40866266076162905,0.4899310866043041,0.06857111401578016,0.22081553084342517,0.025341843187750807,1.0,0.5869093648629647,0.26669873991583126,0.25330425756784763,0.37532125310104136,0.5068605455350889,0.5397912162969372,0.3016114024628389,0.09113721410628416,0.004626100991860522,0.22922257040821953,-0.0027818622981418124,0.35767325435243547,0.17491348679413524,0.5751299772953308,0.4561630729636793,0.424538396976577,0.24830057929354377,0.49849602404340326,0.30593912687013836,-0.14000410749644715,0.5793206520189537,0.6614573521146149,-0.17534118181096048,0.4025379279129397,0.2585099736652122,0.33854332104213014,0.3142634837406502,0.21730654616020964,0.34890592118649866,0.3029945088779999,0.4842317589695958,0.5158099634025157,0.4090898021961844,-0.09430864647642577,0.6615801186800204,0.4100111329979608,0.06782113190479787,0.10457055790109333,0.4877724662614062,-0.23346596686742163,0.2660508682902209,0.011643471203057367,0.23991357021227364,0.3573512389314331,0.2932646199460217,0.042628869626457296,0.5542802921931127,0.6625279897938642,0.5223205262983639,0.2797309948959131,0.12641625460937728,0.49844324568483245,0.7185098990846663,0.5009614790452308,0.36941534262337,0.18456132999381847,-0.060961366220449814,0.33739794592907324,0.3301702129951853,0.5886765423388252,0.24809411679289037,-0.005967876331019594,0.4532760008632125,0.41288460398947824,0.42497144648283613,0.7018095313643039,0.36888319464138475,0.39095020026093363,0.11372156872381196,0.11725084038705341
