,Occipital_Mid_L,Thal_MDm_L,OFCpost_R,Cerebellum_9_L,Thal_MGN_L,Putamen_L,Cuneus_R,Thal_IL_L,Parietal_Sup_R,Frontal_Sup_Medial_L,Thal_PuL_L,Occipital_Sup_L,Fusiform_L,Vermis_7,Frontal_Sup_2_R,Cerebellum_4_5_R,Vermis_9,Thal_PuI_L,Temporal_Sup_L,Frontal_Med_Orb_L,Temporal_Mid_L,Caudate_L,Occipital_Sup_R,Vermis_4_5,N_Acc_L,Occipital_Inf_L,ParaHippocampal_R,OFClat_R,Heschl_R,Temporal_Inf_R,Cingulate_Mid_L,Cerebellum_8_R,Cerebellum_10_R,Insula_L,OFCmed_L,Vermis_6,Cerebellum_6_L,Hippocampus_L,OFCant_R,Cerebellum_Crus1_R,Temporal_Mid_R,Thal_LP_L,Cerebellum_3_R,Frontal_Inf_Tri_R,ParaHippocampal_L,Amygdala_L,Rectus_L,Thal_LGN_L,Frontal_Mid_2_L,Thal_VA_L,Thal_MGN_R,SupraMarginal_L,Angular_L,Occipital_Mid_R,Olfactory_R,Frontal_Mid_2_R,Insula_R,Thal_PuI_R,Putamen_R,Caudate_R,SN_pr_L,LC_L,Calcarine_R,Thal_AV_R,Vermis_8,Temporal_Pole_Sup_L,Rectus_R,Thal_IL_R,ACC_sup_L,Cuneus_L,Cerebellum_Crus1_L,Cerebellum_6_R,Vermis_3,Thal_VA_R,SN_pr_R,Thal_LP_R,Cerebellum_Crus2_L,Postcentral_L,Cerebellum_3_L,Cerebellum_Crus2_R,Frontal_Inf_Tri_L,Thal_VL_R,Frontal_Inf_Orb_2_R,ACC_pre_L,ACC_sub_L,Cerebellum_8_L,Temporal_Pole_Mid_L,Cerebellum_4_5_L,OFCmed_R,Thal_MDm_R,Frontal_Sup_Medial_R,Frontal_Inf_Oper_R,Temporal_Pole_Mid_R,ACC_pre_R,Frontal_Inf_Oper_L,OFCpost_L,Precentral_R,Cingulate_Post_R,VTA_L,Supp_Motor_Area_R,Thal_VPL_R,Rolandic_Oper_L,Frontal_Inf_Orb_2_L,Cerebellum_10_L,Raphe_D,Lingual_R,Temporal_Sup_R,Precuneus_R,Temporal_Inf_L,Fusiform_R
Occipital_Mid_L,1.0,0.3848967998268554,0.02783410056949034,-0.17767119961016276,0.23099299526688558,0.15357417935781612,0.7232490836797147,0.0807594017166244,0.45947302027982007,0.16477619369662896,0.13320438295969134,0.6524023933828685,-0.05475950887496782,-0.14625309394644148,0.25135214389207333,-0.22027348097227317,0.13924028313627873,0.31114794391040623,0.3297307477005128,0.25907005517745385,0.2152586760834837,0.1439182429273515,0.6099897791959816,0.19559488592115262,0.01992219990324129,-0.183329722758726,-0.09910365907564386,-0.041429960776742374,0.050271506519652974,-0.1435887319047112,0.24008804619263116,-0.25847249155482316,-0.002309015216567743,0.153989843997472,-0.034420406691302134,-0.07359642484239765,-0.08722577324229906,0.14909994617902678,-0.16288978895324624,-0.350392803095659,0.25089663218734637,0.5016497424834359,0.004010481923703119,-0.053361914997247926,-0.17421765503041153,-0.02065691454554269,-0.01808166452268781,0.2741162446681459,-0.12270483298719907,-0.21501489982563474,-0.03002073409521664,0.662011183709344,0.6979895602938142,-0.2272110524250226,0.16117667233122476,0.30340157502575327,0.1861418326898188,-0.09802984491859827,-0.038831174987551634,0.31301053035049764,-0.11832792117543021,-0.09524287840260863,0.24867483687289743,0.34209515186550626,-0.12787559441690718,-0.037152774976762254,0.059585519924275514,0.12144237122655073,0.06080886881100227,0.8051489149662531,-0.32029227007056016,-0.13802220451933764,-0.13181460752407104,0.2613518658099183,0.03656013520848097,-0.1919365767340801,-0.18813753435772312,0.5191652554967736,-0.06650043013383147,-0.292617124707076,-0.16004787457990013,0.4165828022445632,-0.003159255201255899,0.20938540130855637,0.150732605672935,-0.21675235651538152,-0.08087688981444098,-0.07206387598498432,0.09200504813998868,0.462313657873362,0.22716541335142706,0.10032033186850625,-0.24123289785634913,0.09677121488073835,-0.10580898346822011,0.12739335279127892,0.18036048992877488,0.19022005902020234,0.3284694019484389,0.24257990667612286,0.3889521905356124,-0.12735019597966415,0.07466188972955895,0.08266584249583837,0.15293610593914883,0.25330425756784763,0.21616968247517324,0.5063550672082272,-0.24242307416264433,0.1323135513965876
Thal_MDm_L,0.3848967998268554,1.0,0.29735445326961796,0.2556807049334388,0.8035495213949199,0.6461365974240393,0.32472006312174095,0.7680152619744096,-0.026690540484253383,0.34488889836030423,0.3220448300883661,0.15460239117110405,0.3138968528138999,0.10617856844527158,0.16451525210967308,-0.0068116843941327665,0.3613794367806537,0.7609066716150108,0.42848457363576603,-0.03019769310969363,0.34504664605977686,0.45362002787150274,0.23907510522733355,0.18860326138767092,0.3561360815000067,0.1716911781757335,0.446039133208675,0.08471184978065299,0.18123131898843234,0.38424588277315164,0.1275978362701692,0.1761839643436138,0.4073845922957642,0.5371571828481098,-0.2569090826352414,0.31022697944926514,0.2169929912425864,0.6330933197881683,-0.1801975372098203,0.0857357735427178,0.6357897689178919,0.6326599530565982,-0.06007743082494238,0.5336994634951269,0.21427684638967706,0.25373184989776365,0.19347513802485866,0.6192186819130044,0.10467709064936158,0.22750637814702704,0.058085199360742884,0.17921364477769608,0.11925966327977264,0.15744321959607147,0.5885359948441083,0.319501163030119,0.7150817006875843,-0.013153254014491546,0.5137455105190458,0.8200216891678473,0.4190456526955966,0.07320166660055265,0.16241303913031316,0.8375685528612168,0.226707443432474,0.24316369588699796,0.16004296430151696,0.761446589491197,0.4515048299860539,0.3701604780369013,0.07644070991852542,0.26030143779042436,-0.02832104914738053,0.8039663589524091,0.2468008906921327,0.22350655948614742,0.07704835726824566,0.16803409704728653,0.18812956648073426,0.05034650598702036,0.2771090915562818,0.9257889443123105,0.20082747625320624,0.7823957471939332,-0.15739393278561054,0.15926787803922096,0.13331166491890453,0.10386874602092211,0.24672093190718677,0.790515774634393,0.4491293586358819,0.5628301950320824,0.17176347993685834,0.6778074578003991,0.2605179176882908,0.44655593382513076,0.2007109262663609,0.09073078341942799,0.08210794532709265,-0.06074667028824463,0.8934608149999977,0.2960641377772552,0.09978350816648689,0.44085316421766946,-0.026973754676912372,0.4561630729636793,0.6530005587028804,0.015340623907051373,0.04407947980790514,0.5468116915625693
OFCpost_R,0.02783410056949034,0.29735445326961796,1.0,0.12374927414789832,0.37633364801950286,0.5818457086752498,0.17316872718357113,0.4237764544987826,-0.19560089039963932,0.4325864131549892,0.28931540569866426,0.021809255640128335,0.4746927135853707,0.11521067646087883,0.26594484963165393,0.45047121197430323,0.1816267814573259,0.13821843111359192,0.45865627879274445,0.02807123248129153,0.39869635173399537,0.4462919907268727,0.03209048761539468,0.4074049918629082,0.40448381760302105,0.11295520742936893,0.6276096792735943,0.559796606297777,0.5305893094019556,0.40365602810723644,0.3384915558480762,0.08701412069103258,0.23810456896795842,0.5771118328734737,0.4580423274119111,0.22373768843405034,0.31191508614172625,0.5971993632635397,0.47898826510794357,0.14554794211340402,0.46681302371698313,0.26473468389847676,0.2827199974002622,0.5038551060423115,0.6728581094758002,0.4404567629702882,0.5975264933255525,0.4133301991057838,0.2819930563055048,0.40170145602247137,0.33277377078655135,0.00991151951886609,0.0037347948134239368,-0.010580626396468857,0.3917407433668728,0.40795981653324553,0.6680656976067729,0.3715456217515112,0.5617214349982236,0.4002849994324666,0.3524756700243714,0.22355166196316298,0.3393670866136567,0.40606517681525306,0.23475439405244133,0.6597364431724674,0.5779694466557912,0.2009178000302837,0.3795706007577622,0.11301258181629455,0.21515251242792194,0.37770871144678947,0.47321955516836156,0.3470660076051057,0.3161923972031532,0.4756618489582353,0.13392609972396274,-0.009740996627422841,0.4351452809069675,0.19801973668479497,0.4394633654232288,0.2824756988994772,0.34118992660286396,0.4070785058170066,0.2018576922144436,0.08392092595332915,-0.09627730600138808,0.46636961608321637,0.6471863764803969,0.4500554297898228,0.4086164750154492,0.5004876452824252,-0.030834623398843002,0.47081475539277357,0.44689581109241566,0.5956743283885063,0.30972322397389,0.3426729904257079,0.13036932167251186,0.3005064316577096,0.24059752573323415,0.5151500111976681,0.4605028682807404,0.24074625528693144,0.1613273625181416,0.2607505975336396,0.6138191246586144,0.19812339382449745,0.43861195718527185,0.5503390743389548
Cerebellum_9_L,-0.17767119961016276,0.2556807049334388,0.12374927414789832,1.0,0.4353608476620634,0.26116160043638925,-0.23921179709688362,0.14246923269269546,-0.3959433294890749,0.35177446386526745,0.054847214962025166,-0.13851234391554348,0.6479724530908656,0.6261334684624178,0.13195122595901182,0.2718675822138315,0.8342812419605944,0.4749786263742312,0.3370826713475651,-0.22154475507628243,0.5882937441825621,0.31264554280917484,-0.06193640373642348,0.4346447196684049,0.45180802118705876,0.7592246780801868,0.4437924357707755,-0.03257630680880409,-0.05878316514627682,0.6596408809302159,0.1413442124885615,0.9678212779520765,0.5474351741411924,0.2635446744824396,-0.28701069717445965,0.697429380991513,0.7527983421984186,0.15640950333028983,-0.23636039162168282,0.8376855164773078,0.44456837426058393,0.06279681496382954,0.3165277384303314,0.3627592536243816,0.33856643222862826,0.12661338371772426,-0.16905593162974847,-0.05960175943370747,0.4690201746515497,0.026240070504108502,-0.16141088591126201,-0.14232317089426877,-0.09588067031592194,0.7424922902001754,0.4582904980290363,0.14944388475590514,0.3060262434624675,-0.2996940916365439,0.21797526343645954,0.19821348586524615,0.17968073923525876,-0.06630552711752871,0.23701456714607444,0.2942552684444441,0.5842716269993778,0.3860072055619697,-0.16010591930089849,0.25983640131167574,0.33070934166517996,-0.3751513406282711,0.8653917780202863,0.7535305449930926,0.2574787192843474,0.08232223280135009,0.30768241957842,0.31331120279085756,0.5779421744373685,-0.25975488399225677,0.5597644968849238,0.633249520771574,0.5925820580916424,0.2860070994274364,0.44092566635180586,0.25436446423233006,0.11090666412527082,0.9319823910424274,0.8217310375721718,0.3760333612145092,-0.06542255700659379,0.34342287638189467,0.35887070193018705,0.20377998140156198,0.7696080291122467,0.3784072104798222,0.5035021228427462,0.12379998596275585,0.0926983989993659,0.17719507670671952,-0.024279037223575533,-0.01024010429758585,0.4619936269304659,0.36418947154616005,0.18449806079202424,0.514687985065052,-0.001121358843886119,0.6614573521146149,0.20384181401576437,-0.14818336556516082,0.6244579677861182,0.5095621652956771
Thal_MGN_L,0.23099299526688558,0.8035495213949199,0.37633364801950286,0.4353608476620634,1.0,0.5255076787344636,0.17276628197952354,0.6065439871402064,-0.23146974703265052,0.3364231287768899,0.27425755901541804,0.06649092564511999,0.4963272961446937,0.2793484578403721,0.0825708619009429,0.16217345295468635,0.48431595710084424,0.7017386869131592,0.4029825323587348,0.031249221358691168,0.46756133570608704,0.46902742936292463,0.24479339798472818,0.25017142146514504,0.31351983891068247,0.40473905488079637,0.5634199094141381,-0.02643110260529922,0.18078120586390606,0.5458820515317415,0.1221627323082513,0.3919428649770919,0.36085079393385516,0.49272042856363835,-0.20017823645663044,0.44714544598357386,0.42533659301175053,0.6649318267071989,-0.226222807740485,0.3753957614533318,0.6420323608321873,0.45781154275224095,0.0734619954025205,0.5363202699740177,0.43644191282931794,0.026986819067407127,0.10256154756797381,0.48250176249440296,0.03754111223932829,0.23815059777588657,-0.1236747945266693,-0.016048488356302248,0.06633134459642089,0.3927979161762584,0.5577846697927746,0.3363985297086753,0.656037910782392,-0.12662014193149243,0.46848056513034625,0.7587757436987239,0.3514141981238018,-0.09302386316560278,0.22429618398015258,0.6257198088577095,0.32299696717419607,0.3488213430446545,0.05748379768498185,0.5331581815771812,0.33299769205574997,0.2112887887036927,0.34423776736808137,0.48720107922822437,0.08645588750347734,0.6110720588851312,0.1726512059634308,0.3951410623223661,0.327239177659284,-0.12674931819641766,0.25752736137086557,0.3848645948353628,0.35595235211386367,0.7763202907616312,0.23256225521085883,0.7017880833985043,0.07843873238264927,0.30518159395475486,0.3508817613083141,0.1565768745899511,0.09564538269483562,0.7598915558311837,0.4022627664835683,0.5009703773141027,0.36913398304041645,0.6355907232833402,0.2315647877232269,0.40712613088759375,0.07319307666041346,0.0913419761596344,0.06293573270268123,-0.14962528322647747,0.7655153036815135,0.3840163794852444,0.07483010067203309,0.3587674963035618,0.12462526563515576,0.5076540061198008,0.6500806924563707,-0.026001635407190277,0.3420460969873605,0.652227844554753
Putamen_L,0.15357417935781612,0.6461365974240393,0.5818457086752498,0.26116160043638925,0.5255076787344636,1.0,0.15387899116068343,0.7450825256763041,-0.07297968483183608,0.6551206495949559,0.5306492147996708,-0.012519600182216884,0.5439159901076672,0.2548993203920424,0.4485960828638232,0.4710508796207764,0.3857248344371188,0.45168088834350834,0.6636919538757262,-0.02969597745067451,0.44826498974819656,0.6441564114533629,0.007410552816875387,0.5368318271981168,0.654165927633999,0.03545092398033032,0.7032774837490579,0.41036918002221295,0.4773668880154444,0.535627152964723,0.48487222103780636,0.1907968181757759,0.6082595893417475,0.8521382522749485,0.18849011064530358,0.24321044415893409,0.38265016472720703,0.6969901697271141,0.17629869575037813,0.15723034244808082,0.6590574790255219,0.40720895387802614,0.2645599142726328,0.7099897967135614,0.5785131875298182,0.64195850819595,0.26800485882720576,0.6196019752634494,0.478556099158161,0.5255214573960132,0.4483393597967605,0.22463812358541552,0.033180932316030975,0.015053363990738812,0.6432265623231519,0.4898452509602051,0.8740710294524772,0.3838385968666774,0.7953354511143413,0.7325098466011744,0.5977655330533743,0.4098150330472176,0.37194570173092395,0.7654592979895749,0.28414380033899345,0.5871009007225836,0.4712175204397307,0.5875809096217556,0.6673095543757809,0.24491560210025456,0.162402957930903,0.4597197528266638,0.4885642220340797,0.632689677564762,0.40647148171998865,0.39908094082362894,-0.012474777072319821,0.22197783309795965,0.48370366493737266,0.14374102848164053,0.5979561581298455,0.5742235349495329,0.38826673402352524,0.7577352735244407,0.12048942207950557,0.23113548056587352,-0.04642360943593784,0.5896110333159511,0.5109752730711321,0.6532786716930297,0.6557032532051464,0.7164639263768303,0.10537460026371767,0.7698752233535284,0.6714351245528435,0.5824556828011203,0.33868760789357916,0.4744387266096097,0.0569916197332282,0.3365041953510333,0.5288760161459214,0.6984102333984167,0.5817647032987794,0.6120597253145412,0.03624325352784388,0.45206217765208945,0.8370681917496231,0.19256000475569565,0.29603077220306195,0.6672660488423252
Cuneus_R,0.7232490836797147,0.32472006312174095,0.17316872718357113,-0.23921179709688362,0.17276628197952354,0.15387899116068343,1.0,0.09569274318784375,0.35969282256457397,0.264751199157414,0.10031028870397843,0.5342294364136988,-0.028405203046483658,-0.31468103232940536,0.3373730076079029,-0.10125450011423487,-0.034947556495509326,0.11684454735594407,0.3112503980193818,0.14823205271398457,0.2250975983289941,0.10202343097693396,0.6164390180661161,0.21610750697793388,-0.10208865441234975,-0.2055152411490447,-0.13434517224132675,0.11479174998530939,0.2710449581272011,-0.13114940592023558,0.33694681254811604,-0.2988870201047104,-0.14579436275951807,0.19466977619025774,0.04138610239977266,-0.12305367415270942,-0.12604686785472477,0.1447827699180535,0.07551318025222278,-0.3493480357828719,0.3134754564754672,0.4877452677228352,0.059823782842239305,0.0960966581491556,-0.10253233546645543,-0.0837934338993844,0.1640642344337848,0.28204997874483423,-0.016153803095526137,-0.129407121282538,0.10124854432354086,0.626515683922416,0.5969667705608983,-0.28051370425619593,0.040782173993328744,0.5157404142620788,0.2206183521800668,0.1138800523271692,-0.03848663880208509,0.32063211737624137,-0.17104811882761622,-0.21058469238565383,0.38493311045175777,0.3109363792806746,0.03525582150490516,0.0323513173513852,0.08241295935206859,0.07838182630251771,0.1806842173248442,0.7363616669826426,-0.30447644737350404,-0.18493938825559403,0.010594370752105096,0.3535685655146728,-0.044407957048852156,-0.02407960292766222,-0.11061902022759645,0.5050221869246349,-0.0805808998052199,-0.2765697134634692,-0.0338046574323531,0.41782956915189784,-0.04324937890327277,0.1838043990075154,0.02488946929387942,-0.25794660385937485,-0.2027469409407879,-0.02751804801908476,0.14439897636168272,0.498073294199678,0.3420416047367703,0.33638867203706874,-0.3363750962792186,0.09009172972261384,-0.00712815785289669,0.21689930840448937,0.4299570153448483,0.29614941002602085,0.2539741554206479,0.3564031001731089,0.29910079491913855,0.07084888628687364,0.14782280893885952,-0.044550741265749164,0.2460258469362197,0.21836909859298334,0.31342893954469214,0.5922500351335567,-0.0967687057720017,0.030004907328532282
Thal_IL_L,0.0807594017166244,0.7680152619744096,0.4237764544987826,0.14246923269269546,0.6065439871402064,0.7450825256763041,0.09569274318784375,1.0,-0.02688776376506693,0.40523222529475234,0.4600287037691251,0.017704080852718077,0.3638946088323613,0.049471602464966145,0.21132867234701613,0.28062213874148423,0.209118567408353,0.46465992960293595,0.3961543694535149,0.15947323661784743,0.2072244995095712,0.6550304341962728,-0.03879025992458584,0.2995699802611421,0.542165739046095,0.0012676928827457133,0.6235561373717321,0.32177928192657956,0.360390364571739,0.3683282427278312,0.16693769568893468,0.06171992946828591,0.4654438755933353,0.6444822651437353,0.054498430735755186,0.20502842503026983,0.1451490718418315,0.8062777272297202,0.09777734815851231,-0.012003373343334978,0.47135362110492723,0.37766420698614483,0.07117692808040907,0.5857885917634196,0.5040499603447595,0.5514961593272271,0.296657372331417,0.7853367502897995,0.19310449430431517,0.7057158263178086,0.3352714473538207,0.01698894232801125,-0.15009438616265347,-0.06064719640112619,0.4975748409591539,0.2680837844158546,0.7274077841110813,0.3687291207250196,0.7447087933237888,0.7258553755195888,0.6477200733028778,0.30170750972653465,0.11224765511908952,0.7215917725403511,0.15338494519728219,0.4034793503016697,0.3167217030405869,0.7235154429873606,0.35090013924835606,0.1695775125431529,-0.004290374650493685,0.23967425080392202,0.18091758855188012,0.7755499399982195,0.30625945616646894,0.3280250972280185,-0.043976222161797855,0.07718370974496774,0.3194836364591396,-0.08897163801586686,0.33304647031021445,0.652042675308189,0.3054663369392279,0.8018290876277098,0.04135480168946975,0.07877979175607819,-0.015658256766914274,0.37903445625869714,0.3796116344013489,0.4921255894562444,0.40432172886814455,0.48158073731074935,0.15528033079370238,0.7310043918461779,0.36269075702914566,0.5248045742581661,0.11482407763187931,0.183594017204342,-0.05400522624464477,-0.07853156020780112,0.6134429453333824,0.40676720942737293,0.2898066540797552,0.4552668392820674,-0.10110338283509017,0.32673143348466965,0.6754894933910219,-0.054831757119533836,0.09333501349315232,0.6170153061517786
Parietal_Sup_R,0.45947302027982007,-0.026690540484253383,-0.19560089039963932,-0.3959433294890749,-0.23146974703265052,-0.07297968483183608,0.35969282256457397,-0.02688776376506693,1.0,0.0510530014517865,0.07001209044674676,0.4573049860860878,-0.34832468353620527,-0.330081304458726,0.3052308593208573,-0.13940890354271293,-0.1559420828996499,-0.16507438358063983,0.08222405326762915,0.30268585380342017,-0.16543941941129234,-0.003927832469786273,0.2962906484890008,0.03779478939164351,-0.15344696695336477,-0.5359299771743766,-0.24151005427240355,0.044798046918650955,0.04444919852347552,-0.376022754461191,0.1678013882061341,-0.46533018733123405,-0.08039026685982076,-0.007700856683410517,0.15623250312295914,-0.4396625429656952,-0.47522621953699923,-0.06360234618932738,-0.027677972698613013,-0.5676295703861458,-0.12562761193489688,0.12598006416383126,0.04223072479978406,-0.16544594633864704,-0.2999290487077795,-0.03713901663563563,0.008593484348553735,0.1927019984183503,-0.12842803744145212,-0.06065785426838794,0.15292462516288233,0.5101579001397697,0.3785523853483685,-0.4923567358637067,-0.1213454525094504,0.12069549614626902,-0.14141763589924694,0.16359992406855903,-0.13085841580939436,-0.002759367934896518,-0.18805940622712466,0.03453920171349173,-0.04009420868937379,0.0118645771259828,-0.3043778706649022,-0.1967601617815785,-0.002212848277284144,-0.10639294078209723,-0.05253868628025468,0.47653297729646227,-0.5690388928864389,-0.5004019657786454,-0.17974536261389185,0.09000528491200768,-0.21625695786486032,-0.24733661602120008,-0.4246669636946198,0.5456048854135832,-0.21668588581158094,-0.5361839208982414,-0.24793344302470532,-0.00992554189260034,-0.04928751328543648,-0.01974020431037619,0.14824247953523595,-0.3502615852730242,-0.283459014016039,-0.08539680835579427,0.027516649028447755,-0.052113483502223244,0.07590136923315292,-0.13913524744950173,-0.31760684605663886,-0.020511635873176882,-0.18952610882507073,0.028280589000570653,0.112474685168518,0.09407332741819015,0.05980010864418509,0.176467576465739,-0.09574578047120726,-0.1741617413858203,0.13819150118811285,-0.010208786459984614,0.058465445704746474,-0.0896279608296703,-0.036148840175267566,0.35687047718497195,-0.4389232892053423,-0.26549372147044925
Frontal_Sup_Medial_L,0.16477619369662896,0.34488889836030423,0.4325864131549892,0.35177446386526745,0.3364231287768899,0.6551206495949559,0.264751199157414,0.40523222529475234,0.0510530014517865,1.0,0.4044927710606598,0.15635890840902367,0.531545736876909,0.27502449554474556,0.8420692897151197,0.47406181934311875,0.4607005122047525,0.23841757303364167,0.7563794388413717,0.03391752313931923,0.623557896395134,0.7361654335675425,0.25676201189554626,0.6273932396389935,0.5440830567537981,0.17356566862370074,0.4711073943584522,0.3572604521939937,0.5214032915068607,0.3513350821868973,0.8480423412310062,0.28563285942575634,0.4727700791894846,0.6820013525292973,0.2337767013560902,0.1865057413522368,0.36151957650403765,0.442462803614328,0.18799165750864988,0.18158106609875904,0.5447223481977309,0.391273962300191,0.33861031523749585,0.6849541719827361,0.5369465424735087,0.46105092778418066,0.21989978028234514,0.40366445929758804,0.6760688317660121,0.43312875288151614,0.34182703298881234,0.3637819566968412,0.25285972934711454,0.14156191048994135,0.4622855405107915,0.7808421016306684,0.625639848959334,0.2727443657513236,0.5842681160577953,0.5655768017131186,0.2386017372236174,0.1718522735993116,0.48992477182288385,0.5804150564498857,0.2780352547318401,0.607815298997175,0.2421153236237882,0.28476657955884743,0.6599163513900049,0.27362104658850694,0.28155791177831596,0.40970095955275965,0.5344794005883808,0.46808305515025594,0.32874405373846893,0.3811262970157339,0.12516813117549855,0.2874039008523548,0.44786567782394876,0.1658072472766193,0.7018908908098445,0.3969747416504285,0.3741567775143742,0.5692958409687943,0.34525649770368794,0.367084381882289,0.17453340389100389,0.5507594728786107,0.36197697413740626,0.5626675686123903,0.9306730323677582,0.6684591016588054,0.11912404989395617,0.7167074848239688,0.7273108743821595,0.40242354897830024,0.56423717091021,0.7071406319931253,0.12744775897273267,0.5187176904840004,0.38658725901977353,0.6498580198594591,0.5793860556274804,0.5013536078324478,0.15719526999681752,0.48042771674301515,0.6318330627141309,0.5031912273036547,0.4434470595503243,0.460216974153222
