,Frontal_Inf_Orb_2_L,Occipital_Mid_R,Rolandic_Oper_L,Thal_MGN_R,Frontal_Sup_2_L,Cerebellum_10_L,Frontal_Med_Orb_R,ParaHippocampal_R,Olfactory_L,OFCmed_R,Cerebellum_8_R,Vermis_7,Parietal_Inf_L,Occipital_Mid_L,Temporal_Mid_R,Raphe_D,Cingulate_Post_R,Temporal_Inf_L,OFCmed_L,Temporal_Pole_Mid_L,Putamen_R,VTA_L,ParaHippocampal_L,OFCpost_R,Vermis_4_5,VTA_R,Frontal_Inf_Tri_L,Frontal_Inf_Oper_L,Vermis_6,SN_pc_R,SupraMarginal_R,Calcarine_L,Occipital_Sup_R,SN_pr_R,Thal_MDm_R,Thal_VA_L,Frontal_Sup_Medial_L,SN_pc_L,Cuneus_L,Occipital_Inf_R,Rectus_R,Thal_PuA_L,OFCant_L,Pallidum_R,Cerebellum_Crus1_R,Cerebellum_4_5_L,Cerebellum_6_R,Cerebellum_Crus1_L,Vermis_10,Heschl_R,Frontal_Inf_Orb_2_R,Thal_PuL_L,Thal_LGN_L,N_Acc_R,OFClat_R,Rectus_L,Frontal_Sup_Medial_R,Thal_VPL_L,Temporal_Sup_R,Rolandic_Oper_R,Cerebellum_7b_R,Temporal_Inf_R,Supp_Motor_Area_L,Parietal_Sup_R,Occipital_Inf_L,Thal_PuA_R,Cingulate_Post_L,Angular_L,Hippocampus_L,LC_R,Cerebellum_4_5_R,Thal_PuI_L,OFCpost_L,Thal_AV_L,Amygdala_L,Cerebellum_8_L,Putamen_L,Frontal_Inf_Oper_R,Paracentral_Lobule_R,SupraMarginal_L,Calcarine_R,ACC_pre_L,Frontal_Mid_2_L,Supp_Motor_Area_R,Red_N_R,Cerebellum_9_L,Temporal_Pole_Sup_R,Frontal_Mid_2_R,Thal_MDm_L,Precentral_R
Cerebellum_8_R,0.14059882633057108,0.78995098634357,0.29090436505080175,-0.2625812036229119,0.2592429595085466,0.4434373174070258,-0.18053876236497543,0.3988406511056286,0.20636837581006168,-0.15332274118926342,1.0,0.6598114797868225,-0.547955646323658,-0.25847249155482316,0.4169831164789357,0.025796785741210606,0.15411121633381947,0.6342947746648032,-0.2688270116664411,0.8046851728149149,0.14222448938330137,-0.0887386056000556,0.3189695571434391,0.08701412069103258,0.34188420801642905,0.14633922585719406,0.5404708225054048,0.4057943303042668,0.6810040913707297,-0.033946304111205715,-0.21704803054502306,0.3017472270322896,-0.09780853697115666,0.28941754311326723,0.26322068822768846,-0.036245931262767046,0.28563285942575634,0.06663691124274251,-0.4526337256896261,0.843371172670889,-0.21183290533960394,0.001960410416710901,-0.1888305178153069,-0.024848548086580737,0.9045678808575592,0.3301021622511729,0.7827464386099519,0.8976301149341761,0.6759852399772425,-0.1286608303731809,0.39510844006107926,-0.005208708186057608,-0.17831852937254516,0.3790883856598051,-0.09759978883017481,-0.2043389630579826,0.29083424529700713,-0.0472517672355001,0.13311650040193107,0.14270887740124533,0.9482670164218511,0.6995995931525739,-0.09891741956950197,-0.46533018733123405,0.7616367023270633,-0.007125751775233723,0.4257586217269288,-0.10679512039068231,0.06403034290681314,-0.2859125398548609,0.27083301480936195,0.42959984646068416,0.04341865779384476,-0.016032323973959574,0.0806495495041834,0.9354300070721792,0.1907968181757759,0.1413325812011713,-0.16098167586182638,-0.21563678094831923,0.2238783994189823,0.17838426384461384,0.4331355652489274,-0.017502563421347577,0.3676146989835323,0.9678212779520765,0.2634937363128919,0.06791794190792325,0.1761839643436138,0.0021768980803021343
Vermis_7,0.2174158823192893,0.6191817483123133,0.26642146280496887,-0.14793739520585947,0.26129844392821155,0.23629604665786294,-0.05133673079157789,0.3626700500430108,0.2056599265457611,-0.15391803919837402,0.6598114797868225,1.0,-0.4171185062404829,-0.14625309394644148,0.3943499067587877,0.21731936588597128,0.4180218970795434,0.60537303789122,0.02850927316554184,0.5439541972730234,0.1575656800614157,0.08738677016877437,0.3368604216843342,0.11521067646087883,0.3800097801113639,0.4087052869001679,0.44649790435383013,0.3862745104280597,0.3549092133972344,0.26787990566001707,-0.023520241971176806,0.5129950195444607,0.052314202011281424,0.30593492434504577,0.24080789139890948,-0.02186978329410002,0.27502449554474556,-0.02714898291750507,-0.1702798365560318,0.6134125766369505,-0.16297008044547914,0.018957613067683638,-0.12633683648977548,-0.030712085546519788,0.7106252396155193,0.4481367984585433,0.7388680630806717,0.7496664996679184,0.35215231843688355,0.1498508460664657,0.24560182518604107,0.08641217858039706,-0.0926953179587582,0.24770189506740659,-0.05154721278100767,-0.34537701609016475,0.22893027995534174,-0.016319906817554616,0.20487303352032984,0.26512681937219873,0.5614749695543741,0.569473691125607,0.12736408209802502,-0.330081304458726,0.5894099872136426,-0.043844948241082544,0.476837755072768,-0.019375863645541683,0.06867148021498985,-0.2324959992722201,0.3363221998929899,0.2353516801596108,-0.00019335994937348956,0.0030770121748860515,0.1571954437503157,0.7041695943706967,0.2548993203920424,0.21985067122130797,-0.20277741477942662,-0.12476107633454565,0.4606633519812189,0.12232880026101474,0.35300271800621275,0.2861467573944476,0.0887317370730742,0.6261334684624178,0.34874271944544744,0.15894651800945456,0.10617856844527158,0.14136219678558357
Parietal_Inf_L,-0.0197571671374681,-0.5208978112226278,-0.18037991700233894,0.1803038666666962,0.19689734873075615,-0.003903055420701131,0.270304546326209,-0.23933026179809888,-0.06940779352230236,0.14058990310421474,-0.547955646323658,-0.4171185062404829,1.0,0.6875583777203362,-0.06663566175421562,0.09334252340287257,0.020792927166461122,-0.6625667211732068,0.05929888368263353,-0.35080497354888024,-0.07340529632296736,0.3500696099563906,-0.41652921650353636,-0.16263915570345605,0.04934100893815224,0.03029630353920577,-0.2785591431377181,-0.19991377039114025,-0.4585504911789925,-0.07832169170909106,0.3516044781695431,-0.07888167673438629,0.34289765345963674,-0.18720129544543165,0.14003522976227728,-0.13061935247444315,0.027905443993006877,-0.04823491816671148,0.7212829743513908,-0.4421021029159443,0.12474144249008592,0.47318714472921275,0.06595591432999745,-0.07427109132227601,-0.6130399598579676,-0.1632455146022936,-0.5053703112255494,-0.70708115727699,-0.2584050498417598,0.06092668588932039,-0.20149708602999947,0.06338303426161228,0.3695685082260157,0.03669778308336508,-0.0008473904150520628,0.05899974015430259,0.04213508435187419,0.3932749902875419,0.08116014480920604,-0.058144149562317476,-0.5032915985217361,-0.3689035553529039,0.3156281174851672,0.6325191020616305,-0.6138111014044525,0.045667048238877496,-0.21099696300403312,0.5111865227780374,0.0679985110747716,0.1980356418600557,-0.20430809945251474,-0.06461115285136022,0.09076644957147374,0.2220600729406357,-0.02625026344868271,-0.523708871771645,0.04547663575084855,-0.015379235771287109,0.37033029958060104,0.775201338241533,-0.04117934404539557,0.026095071086705064,-0.10774964967442566,0.1815175180182795,-0.30791628262651066,-0.47523644384453,-0.0980119306373542,0.17948740823879294,0.1766493674380594,0.15657276017960262
Occipital_Mid_L,0.07466188972955895,-0.2272110524250226,-0.12735019597966415,-0.03002073409521664,0.20914703591611736,0.08266584249583837,0.18243131872566878,-0.09910365907564386,-0.037405579759421895,0.09200504813998868,-0.25847249155482316,-0.14625309394644148,0.6875583777203362,1.0,0.25089663218734637,0.15293610593914883,0.19022005902020234,-0.24242307416264433,-0.034420406691302134,-0.08087688981444098,-0.038831174987551634,0.3284694019484389,-0.17421765503041153,0.02783410056949034,0.19559488592115262,0.11718671486157106,-0.16004787457990013,-0.10580898346822011,-0.07359642484239765,-0.02020526037732301,0.4380923072757264,0.30087656979243993,0.6099897791959816,0.03656013520848097,0.462313657873362,-0.21501489982563474,0.16477619369662896,-0.033062638330459033,0.8051489149662531,-0.10353979246888094,0.059585519924275514,0.6285609513265517,0.03682877479534453,-0.17652910628182236,-0.350392803095659,-0.07206387598498432,-0.13802220451933764,-0.32029227007056016,-0.029120721599001788,0.050271506519652974,-0.003159255201255899,0.13320438295969134,0.2741162446681459,0.14669179871651652,-0.041429960776742374,-0.01808166452268781,0.22716541335142706,0.43082431370928925,0.21616968247517324,0.03545037885404477,-0.2178769193774604,-0.1435887319047112,0.2520881258646737,0.45947302027982007,-0.183329722758726,0.12654521896608065,-0.03560107865877253,0.6979895602938142,0.14909994617902678,-0.0846900245990607,-0.22027348097227317,0.31114794391040623,0.12739335279127892,0.2924869375626631,-0.02065691454554269,-0.21675235651538152,0.15357417935781612,0.10032033186850625,0.355125620549413,0.662011183709344,0.24867483687289743,0.20938540130855637,-0.12270483298719907,0.24257990667612286,-0.032871141638488775,-0.17767119961016276,0.09029160158416578,0.30340157502575327,0.3848967998268554,0.18036048992877488
Temporal_Mid_R,0.4564608980982078,0.32765523167355176,0.5283537427751127,-0.008704835513616907,0.5455938048445179,0.46140034996847745,-0.029336094404560375,0.525071374632918,0.25066208829608266,0.2642515874649367,0.4169831164789357,0.3943499067587877,-0.06663566175421562,0.25089663218734637,1.0,0.23887627357363347,0.4605008678463756,0.49305577190212607,-0.02486965839581142,0.2569466329964887,0.37647714322682074,0.07933899551362808,0.4084163597765179,0.46681302371698313,0.4485260983938285,0.16214613889583984,0.5218955226859632,0.49998015607292023,0.36588440715813736,0.060487865805639765,0.3367624514345923,0.5090243122466955,0.36540257260443015,0.2808264767955514,0.7244817005666828,0.09155951294677872,0.5447223481977309,0.2929411518222164,0.2212585437440735,0.47232506677482805,0.2184265489469804,0.5223105561293602,-0.14037311808152161,0.1007251596764327,0.38588007502215826,0.4007088032182559,0.5494154142636928,0.37969849317555737,0.42954641271831234,0.2303078222538308,0.3094675617508208,0.2564339782880621,0.3300504822103715,0.4853650681831148,0.16583144642600012,0.1768222020013724,0.6304348117758073,0.4509382829894155,0.7472234733898451,0.559821172290813,0.4124813584042734,0.6894195572906052,0.20995938494404587,-0.12562761193489688,0.3330341385643819,0.32349377190692613,0.5274655623424402,0.24008608680968788,0.46736853580737586,-0.03497786327829408,0.2749360641254511,0.5492156981568469,0.5380157515123958,0.47715689002398554,0.23988207850385196,0.4092295846468792,0.6590574790255219,0.5987801620466773,0.08254401552977045,0.22092136626851835,0.4850150560058012,0.6095853813221707,0.3796561722230279,0.2618362018985155,0.2177620941453024,0.44456837426058393,0.6158049356701515,0.4522814063575362,0.6357897689178919,0.3475821737652017
Raphe_D,0.08527516467899615,0.1298404372423175,0.008992123587978618,-0.20256191773200108,0.12272890725982621,-0.07241212488760637,0.0004976055815523555,-0.07891887651375867,-0.17501800293373898,-0.10565239209042483,0.025796785741210606,0.21731936588597128,0.09334252340287257,0.15293610593914883,0.23887627357363347,1.0,0.3127675656365292,0.13714733877856172,0.3321668713547339,0.06323629722186866,-0.0823298194672171,0.13167140811758024,0.0971797959852752,0.1613273625181416,0.22133637956441063,0.4484408577826437,0.11752108126345774,0.08148225744917488,-0.2905471630394344,0.17525562869711694,0.5085241114244803,0.3761153404068966,0.4684639529823743,-0.5184567506881788,0.2024696696580833,-0.19597048414386675,0.15719526999681752,-0.3988008541877139,0.2555514897293511,0.1780742302819358,-0.28909930733036704,0.08238857999959127,0.019591344044686793,-0.2170931944080828,0.13803527369805152,0.13546868617495147,0.01794539763280947,0.07517590167145488,0.014604289252005756,0.38527314744305247,-0.15834546733600197,-0.027268476171318723,0.12267051468402165,0.009644813728854354,-0.2067229472606547,-0.04446584326980513,0.11685088649786966,0.09175267151384094,0.2857370698000875,0.014291060947826601,0.06161467647472521,0.044262172204925995,0.3346299207546242,0.058465445704746474,0.15202622524679424,-0.4310124497415565,0.12280307671986113,0.5162845491808753,0.1644123746446744,0.10013501903206962,0.23777177605810787,-0.347610252894479,0.10485596641145073,0.25079433707882265,-0.18481269409271747,-0.008959222745159407,0.03624325352784388,0.194706125960052,0.2604842839343523,0.3624066004272016,0.3489276714606929,-0.10206744709305199,0.01294701827231541,0.26010029071700896,-0.1512333430702721,-0.001121358843886119,0.12290065005626781,0.15353138554735948,-0.026973754676912372,0.29269032403489753
Cingulate_Post_R,0.5870354538229761,0.08176842297594451,0.4288719578059346,0.32948618513757794,0.5935724115129846,0.22217029748047712,0.1150805375281502,0.3516832132691646,0.39260190235788445,0.16497581366296804,0.15411121633381947,0.4180218970795434,0.020792927166461122,0.19022005902020234,0.4605008678463756,0.3127675656365292,1.0,0.4919286290551484,0.37214837402865136,0.054912799470336705,0.32206161631913793,0.15796756610146823,0.4681618407417525,0.3426729904257079,0.6855582080340555,0.6548880858671536,0.4794213443985709,0.5447407866410336,0.07573848823835805,0.746803393798851,0.4805039911831074,0.8083407754252506,0.3540244366544154,0.20244505449944988,0.37480386895659773,0.23348042314736334,0.7071406319931253,0.09888868491328755,0.34885699794514513,0.05973939203906042,0.06757241207759615,0.13282174964848104,0.14456979155193514,0.2156715015338054,0.1884991783768296,0.673779223939107,0.4265246118809716,0.27863089545538217,0.22857842433597103,0.5629770576198175,0.20851819581475936,0.294203284588379,0.235295065289466,0.22781910783450887,0.3058715705901195,-0.017498205407492796,0.6422257789613671,0.26101338394689355,0.5249501445314064,0.4792158109593009,0.10001791103409906,0.30653734108372155,0.609853655839717,0.09407332741819015,0.1332850365971969,0.21576488824973925,0.743037527101314,0.33632299194824905,0.21699117012554078,0.13222017530046618,0.5755788010979529,-0.03875741431091617,0.20755889724146018,0.2149813433347415,0.3560723113234155,0.2921632190528056,0.4744387266096097,0.5242379729636576,0.34573818318591387,0.41245404964879184,0.7727192990724278,0.25621381998868953,0.5256547249517693,0.7707529548072526,0.2653263643376921,0.17719507670671952,0.5212633118596086,0.622638794634622,0.09073078341942799,0.4979769927625384
Temporal_Inf_L,0.42185056419093925,0.5727627248617913,0.5220797918514948,-0.046548120864753385,0.2819331781153181,0.16981889833987354,-0.0685528882614787,0.4612078662481117,0.2840923596468452,0.04884461940163759,0.6342947746648032,0.60537303789122,-0.6625667211732068,-0.24242307416264433,0.49305577190212607,0.13714733877856172,0.4919286290551484,1.0,0.1652206782716783,0.4404391735429238,0.22910705321510505,-0.07306198917113023,0.6703616882786437,0.43861195718527185,0.44288545836729076,0.23708528553842098,0.5788744644098033,0.5100770095720186,0.5854445268777614,0.37949829976696,0.11111312269766056,0.6272391792098285,0.14324124384148368,0.3476097885322433,0.2775417205600504,0.1778377626614788,0.4434470595503243,0.10873551800751834,-0.20844146272186587,0.5673371835678834,0.020309858705937954,-0.10625290566852695,0.10140006066456572,0.10056985928280199,0.6845561736421597,0.5254180719073394,0.7706220996277414,0.8138668207413561,0.40401701703661336,0.29984712391705953,0.35686342015038497,0.19342803953421545,-0.054945770136549776,0.15161376584072486,0.16780461733394628,0.02863407103295917,0.40196871066691164,-0.06551389618284374,0.34020178252528815,0.3513114242336861,0.5486856587978709,0.6169038539581603,0.14889099412140183,-0.4389232892053423,0.6709480730854712,0.09782840266162532,0.6175756419820886,-0.08732106194363229,0.20503741732258846,-0.11217668694314772,0.48268215055564934,0.17381933237153155,0.18069215246209272,0.01976225689571349,0.12265686422005448,0.6543116233559289,0.29603077220306195,0.3746836146411008,-0.08111657103210668,-0.23694967892092253,0.5079769677205013,0.19900497018227778,0.36447514072754006,0.23783111082850422,0.4548421753448366,0.6244579677861182,0.4295467728330571,0.3772672564025922,0.04407947980790514,0.25340062156463766
OFCmed_L,0.5002710725536126,-0.3140250224935413,0.2133149416274069,0.33442139916210695,0.03594048891597541,-0.05558372331531447,0.47055019435981943,0.18548953688447856,0.4043671633688478,0.32737925197549367,-0.2688270116664411,0.02850927316554184,0.05929888368263353,-0.034420406691302134,-0.02486965839581142,0.3321668713547339,0.37214837402865136,0.1652206782716783,1.0,-0.3448247030219986,0.29022273988479075,-0.10449834209500986,0.46622319694439834,0.4580423274119111,0.2548798999086623,0.4114568935007057,0.08961493005535555,0.15284052653664873,-0.3086890425733124,0.5156168901818536,0.1790506432367661,0.17924498202078112,0.006211040344863745,0.048893536469347854,-0.12964419071286637,0.38454871163466714,0.2337767013560902,0.17793152149245928,0.20707974551486236,-0.33097076335991626,0.3883788705502986,-0.19027579342846615,0.6076986473311282,0.40778896934270553,-0.21339347493652902,0.36785566012627385,-0.04644046070017368,-0.1622888631777788,-0.1077836426995891,0.4541515956473483,0.2551740326536199,0.20778771228564674,0.23599053532971256,-0.2035260540799346,0.5507443799107316,0.28123907757394445,0.09339299127507344,0.0010295511957623758,0.2019858447390822,0.2231220565020786,-0.37374057541195105,0.038891310538882284,0.2788657651685604,0.15623250312295914,-0.35080968196451956,0.07116835197028325,0.116654738185862,0.02835969204911421,0.21112744978946768,0.45817695374727013,0.4045315495878158,-0.42477615083173237,0.24910627218515918,-0.03806880110435409,0.32814478823389265,-0.20621073908037113,0.18849011064530358,0.06392849209205209,0.06787135716626348,0.10306519129634666,0.21010838846874083,-0.06378447792054276,0.01894971828929507,0.3311863372797615,0.13446640594983647,-0.28701069717445965,0.3133543686359096,0.24706232278133267,-0.2569090826352414,0.10330673812631898
Temporal_Pole_Mid_L,-0.04578573473241472,0.7007917392537777,0.12248866277692146,-0.34653597696930044,0.07056044690303645,0.18765035628321955,0.11582751376473308,0.21309573058984776,0.045950299443669594,-0.2436668200546431,0.8046851728149149,0.5439541972730234,-0.35080497354888024,-0.08087688981444098,0.2569466329964887,0.06323629722186866,0.054912799470336705,0.4404391735429238,-0.3448247030219986,1.0,-0.07858438595847111,0.15523850825220853,0.09921713259087533,-0.09627730600138808,0.282946872053766,0.0410755219511101,0.31703353291796355,0.18156916079528906,0.5008317815389063,-0.1994725738129789,-0.09765449670766514,0.1721043296643278,0.032640646492802045,0.19024635355800693,0.16440106596295953,-0.09791470523131626,0.17453340389100389,-0.18401542584208527,-0.28211480620103047,0.7911401922030258,-0.30041188809420694,0.08702187296232675,-0.016350026717488475,-0.21599089372492972,0.670965316637078,0.11086508204204774,0.5404834198953812,0.7158142401333137,0.39094447517634295,-0.17500061822805243,0.25472471299221633,-0.20341545229071492,-0.15148922183303834,0.1637415056226728,-0.29094116422450894,-0.3700396455100347,0.18008378159363533,-0.008555139786253404,0.0034312387068473143,-0.007293325768601631,0.7467447428689374,0.3500533239979956,-0.2656106373384839,-0.283459014016039,0.7435080771537236,-0.17201238582129644,0.193695915271839,-0.057865550290052616,-0.024254121048862615,-0.4840214808057155,-0.02689228283774267,0.3746504281677707,-0.0698074483639462,-0.10875477473082641,-0.1766513494114199,0.7773194847917818,-0.04642360943593784,-0.09724038804643921,-0.15722355673647984,-0.1525530420522714,0.03699052544456375,0.16083046991423547,0.2524913724534121,-0.18972276631397048,0.15142830250467174,0.8217310375721718,0.1349098118995991,0.03794063237172194,0.13331166491890453,-0.007101989308808918
Putamen_R,0.5366761449182194,-0.03019137975666868,0.6126615710508101,0.5552118092210824,0.4440805858891003,0.6277043543601855,0.28917016330621337,0.7134693937350742,0.7484820464444225,0.4567202639757483,0.14222448938330137,0.1575656800614157,-0.07340529632296736,-0.038831174987551634,0.37647714322682074,-0.0823298194672171,0.32206161631913793,0.22910705321510505,0.29022273988479075,-0.07858438595847111,1.0,-0.05505505781885684,0.6641731937111905,0.5617214349982236,0.4285859273771248,0.3204805096583538,0.5966280822402302,0.5711262186300512,0.1826391662508624,0.29705298207285763,-0.043179179892207147,0.16605957770854315,-0.2064950340871877,0.4229313623665051,0.48386934464151615,0.7767120732118552,0.5842681160577953,0.6660463338306258,0.06243190438522752,0.01463532697410893,0.4515100577907859,0.3672232348441861,0.20201485816251633,0.8676343609279193,0.07611959106779434,0.49052464844133276,0.354747361175509,0.10417333861472763,0.5494296202782837,0.4532337306128204,0.5527555078530242,0.5278080505644774,0.6517828782770879,0.5899502375239681,0.5815227960789925,0.3336663107830046,0.5285462013567552,0.5690235780195684,0.6575095895378551,0.6960967657796352,0.08654601097975563,0.45108581246523205,0.12938860292857407,-0.13085841580939436,-0.05422409084838535,0.5868796831964833,0.4987346871274303,-0.19054320115827614,0.7706076563635479,0.5474327236247282,0.46332033773598136,0.33496430502392205,0.5367776246043935,0.4665182391553577,0.7099694613980285,0.15520217914860288,0.7953354511143413,0.5761497250079466,-0.1718152166039302,-0.02632839462283478,0.19173276915790566,0.6735552329045011,0.39857694673265437,0.16319813709059286,0.332650146302112,0.21797526343645954,0.6567480474903806,0.4749128333476369,0.5137455105190458,0.13948281695553874
VTA_L,-0.1605417049292441,-0.036002416334239666,0.07499059969739666,0.13574015786085278,0.26719275772991335,-0.11210275045421443,0.07541495262898312,-0.037138685269619345,-0.10765294206000557,0.12556902952605598,-0.0887386056000556,0.08738677016877437,0.3500696099563906,0.3284694019484389,0.07933899551362808,0.13167140811758024,0.15796756610146823,-0.07306198917113023,-0.10449834209500986,0.15523850825220853,-0.05505505781885684,1.0,-0.14622305761761364,0.13036932167251186,0.28266730491391406,0.11698264808263864,0.07656313947686566,0.08033016533055523,0.02377451449616799,0.06153289264127861,0.2889310193280403,0.18154589310611938,0.14725275501055135,-0.018235634948886564,0.2419511851917355,-0.12815426500650698,0.12744775897273267,-0.25595321210940863,0.2853703623472705,0.07202355903223968,0.060067019342020446,0.32995584535405587,-0.08313776007022249,-0.2260331661671222,-0.013995853370456966,0.060658400823927955,0.028955569870221094,-0.02567065265370388,-0.14344134642558798,0.23678327085976295,-0.23144957247522543,-0.14571042850767826,0.1843961472766148,0.09192256612188739,-0.17870668174836066,-0.05073783397108392,0.0874354813423183,0.20153327037808907,0.1546522452240283,0.1335189102068135,-0.10389527702755236,-0.16163200621159574,0.26030640247562287,0.05980010864418509,0.10615561024945169,-0.059141277568969995,0.021866152620056055,0.24053110245622458,0.09704086258260493,-0.13102040823844952,-0.05200844536665234,-0.03377501702745012,-0.027439319185377044,0.047656267459621426,-0.15967800569586338,-0.10907379432711799,0.0569916197332282,0.12312836707470853,0.11521213283464139,0.3596988454619104,0.16682214731010522,-0.02377587836253222,0.20116893147017226,0.20088944109371287,-0.19581044824838628,-0.024279037223575533,0.09527193332360047,0.23793309484219785,0.08210794532709265,0.3489810240107737
ParaHippocampal_L,0.5124865751944331,0.16337234754115967,0.5608222498575522,0.2906661149065927,0.29585053700244957,0.38011971204400563,0.25360933440378897,0.802877651709285,0.6430178750549298,0.36823850446009293,0.3189695571434391,0.3368604216843342,-0.41652921650353636,-0.17421765503041153,0.4084163597765179,0.0971797959852752,0.4681618407417525,0.6703616882786437,0.46622319694439834,0.09921713259087533,0.6641731937111905,-0.14622305761761364,1.0,0.6728581094758002,0.519425762609226,0.38059006886806274,0.4901645389687337,0.5183891620075969,0.37449059662796164,0.46544124754052774,0.027625579952089432,0.4147903944472371,-0.04439133245236301,0.3778309968385053,0.3344540179412892,0.6366475674643729,0.5369465424735087,0.5095955779387628,-0.07125062586028362,0.2067805766672264,0.3680167677133686,0.00959317885345989,0.34511970990215246,0.6415930935165439,0.33712261401967,0.6942507746003628,0.5675118235752769,0.4087747223603189,0.44886441526577814,0.4649210163294838,0.454654272112432,0.4582302384595195,0.3676255542901718,0.26088298575768276,0.4986178644026442,0.38173588089661137,0.4418230087839877,0.23967480106390068,0.5548637822078595,0.520712912134755,0.2161574867709211,0.5797533914894373,0.18853820900219653,-0.2999290487077795,0.22606411350742667,0.300942447537802,0.6244054930935025,-0.13586265112935908,0.6677499164376983,0.44134085347341284,0.7135759968683687,0.13851247474274636,0.4687232623777904,0.2651340946455254,0.4920503772204984,0.3209839858116814,0.5785131875298182,0.4006646391794006,-0.09711381899538897,-0.17785082713692696,0.4120781163973509,0.4445448014294039,0.2826607676477047,0.23488442573545482,0.5218914364231577,0.33856643222862826,0.7141372229378125,0.4094302368283707,0.21427684638967706,0.1404039388073393
OFCpost_R,0.4605028682807404,-0.010580626396468857,0.5151500111976681,0.33277377078655135,0.3522886352694923,0.24074625528693144,0.13010583236622278,0.6276096792735943,0.4415620793771272,0.6471863764803969,0.08701412069103258,0.11521067646087883,-0.16263915570345605,0.02783410056949034,0.46681302371698313,0.1613273625181416,0.3426729904257079,0.43861195718527185,0.4580423274119111,-0.09627730600138808,0.5617214349982236,0.13036932167251186,0.6728581094758002,1.0,0.4074049918629082,0.29241784036839497,0.4394633654232288,0.44689581109241566,0.22373768843405034,0.38395966177259777,0.22680781794019209,0.3280921513610491,0.03209048761539468,0.3161923972031532,0.4500554297898228,0.40170145602247137,0.4325864131549892,0.37722101920490825,0.11301258181629455,0.07380163193520536,0.5779694466557912,0.21829518833206782,0.25224416744594236,0.43092056708401116,0.14554794211340402,0.46636961608321637,0.37770871144678947,0.21515251242792194,0.3040373852080999,0.5305893094019556,0.34118992660286396,0.28931540569866426,0.4133301991057838,0.306229741099657,0.559796606297777,0.5975264933255525,0.4086164750154492,0.31463333800990095,0.6138191246586144,0.5736975620774052,0.050279172008722395,0.40365602810723644,0.27138298878050815,-0.19560089039963932,0.11295520742936893,0.3162230253045442,0.33519498581422763,0.0037347948134239368,0.5971993632635397,0.33073051708448337,0.45047121197430323,0.13821843111359192,0.5956743283885063,0.3319903379155473,0.4404567629702882,0.08392092595332915,0.5818457086752498,0.5004876452824252,0.02034883815930294,0.00991151951886609,0.3393670866136567,0.4070785058170066,0.2819930563055048,0.3005064316577096,0.4243679644156095,0.12374927414789832,0.7317360935018675,0.40795981653324553,0.29735445326961796,0.30972322397389
Vermis_4_5,0.5031430743608964,0.13138755665776863,0.526141977455924,0.3428733164411299,0.5777415979705726,0.4488507432609908,0.1967482518798483,0.5224497498736216,0.5783932197890623,0.2688829944134053,0.34188420801642905,0.3800097801113639,0.04934100893815224,0.19559488592115262,0.4485260983938285,0.22133637956441063,0.6855582080340555,0.44288545836729076,0.2548798999086623,0.282946872053766,0.4285859273771248,0.28266730491391406,0.519425762609226,0.4074049918629082,1.0,0.5184027801253938,0.5766672984637068,0.6449044500942389,0.3488684585507789,0.546171893188213,0.25433772849455477,0.654820366711738,0.11607166571822876,0.2066765688029438,0.459338830441058,0.2882440521054563,0.6273932396389935,0.2265498519631208,0.1693060808054935,0.27038406967927675,0.15296947792178903,0.26689809897793254,0.1524660947958839,0.3240003980537078,0.3013228739453257,0.8383223134608843,0.5089055542588911,0.34789347699907347,0.43401911558051465,0.5125624524829968,0.3696446707234404,0.2710154478761409,0.3713309786898382,0.367299855785632,0.3550638077585324,0.03560279880016819,0.5854207144032704,0.34433025342072676,0.5464804401921817,0.5161058573380417,0.30425718855095146,0.44020850518513777,0.4022703532843494,0.03779478939164351,0.21930380700153862,0.2794666453681344,0.6271979333935428,0.16253038892999164,0.4060696843374673,0.20539209164691258,0.6754149848314247,0.09825691388154174,0.3466350579475108,0.18854788094195268,0.3682954100411437,0.39945242864739755,0.5368318271981168,0.42864728845614675,0.2707560948782543,0.3799345466832158,0.6677141989338411,0.318781859260485,0.5835640937688465,0.5033801277614288,0.258498536609478,0.4346447196684049,0.6226383288073312,0.5011748365537276,0.18860326138767092,0.37145930404958416
