,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R
SN_pr_L,1.0,-0.229757757054403,0.3524756700243714,0.37220021080932064,0.13896786000148215,0.03867767685978561,-0.07804050195989887,0.005741052322312,0.46968467514835865,0.38832112814928993,0.3224197369323337,0.1445832232629641,0.3514141981238018,-0.2738878011766738,0.17838378620358167,0.2730532904279514,0.12702460229199572,0.08027480312761467,0.4190456526955966,-0.14829375012201798,0.25546205312712295,0.4577171807920432,0.3543177447855198,-0.2260079146307048,0.11981748653288461,0.6391066421083067,0.5374611469066911,0.19211622653328023,-0.17668985085385328,-0.2800183705844339,0.3967518343229732,0.2726957411561137,-0.3198790452698007,0.5478983002467606,-0.17586039157401628,0.08399963202226035,0.06115096161809908,0.4832805090777342,0.6043790887205848,0.11798164344592192
Thal_MDl_R,-0.229757757054403,1.0,0.17087282247539376,0.4887585167639014,-0.2935663851285321,0.3372065469372505,0.35085904297527165,0.47728265650609975,0.2748157156751494,0.35345272911073455,0.21653424483827483,0.6851547500757769,0.5680012812519009,0.3157622026684154,0.44072604868654475,0.06214051128550001,0.4147026115468937,0.38288376597638246,0.5593729710621834,0.1822992624641876,0.002456442079428215,-0.030417744649024053,0.3424296485697682,0.270367370497276,0.21786287543189936,0.2580869523742711,0.09376072528722494,0.13972640316395973,0.3510887958099459,0.558394870821585,0.19854371029690798,0.2576155549726626,0.640954311234464,0.12506989743122024,0.26694909919944987,-0.06934920205436723,0.2778943852825879,0.4515212963848708,-0.11436024833559397,0.2927140489431241
OFCpost_R,0.3524756700243714,0.17087282247539376,1.0,0.6138191246586144,0.35945105301066904,0.5305893094019556,0.11301258181629455,0.07380163193520536,0.40365602810723644,0.5686079080582725,0.23475439405244133,0.3319903379155473,0.37633364801950286,0.02034883815930294,0.1816267814573259,0.7947063230227368,0.45865627879274445,0.3564042909102694,0.29735445326961796,0.06131282163651945,0.33073051708448337,0.34118992660286396,0.5771118328734737,-0.009740996627422841,0.11521067646087883,0.6737779897799631,0.23810456896795842,0.03725433890220184,0.08567160317637963,0.22680781794019209,0.22373768843405034,0.4880834985016967,0.03209048761539468,0.6728581094758002,0.27138298878050815,0.38395966177259777,0.14554794211340402,0.40606517681525306,0.4404567629702882,0.40795981653324553
Temporal_Sup_R,0.37220021080932064,0.4887585167639014,0.6138191246586144,1.0,0.10321244967992702,0.6408962238500457,0.3970606157855121,0.20733194859125523,0.5096119802772566,0.5698559708472715,0.21818470715490418,0.6521515036738645,0.6500806924563707,0.0935304786727588,0.3599787567042638,0.5329201400769883,0.7156554746626187,0.5900764164550752,0.6530005587028804,0.27151315070269477,0.3646437612626636,0.23337174474584177,0.8417731448428877,0.25944819690500004,0.20487303352032984,0.7462435326124442,0.42938657698231797,0.07927498186432762,0.31481885878807,0.4785609129796747,0.21792150294484575,0.5421308381090625,0.28062823808921944,0.5548637822078595,0.35498232300182214,0.2364044213600409,0.15735804484403726,0.6878733251746302,0.37576470224700825,0.5671594381744673
OFClat_L,0.13896786000148215,-0.2935663851285321,0.35945105301066904,0.10321244967992702,1.0,0.3615256368058389,0.11844454703442965,-0.4870698431413819,-0.09646376579347704,0.16741463205990254,-0.12754814383918256,-0.02556351913311473,-0.31393561338252035,0.055477706337709355,-0.36885776121767805,0.458567914724016,0.13410917608278597,0.1474408474378113,-0.2283749373673745,0.17893722418836838,0.3956680198187795,0.07784886281347216,0.14550716119741366,0.1415951377277922,-0.19627747714928512,0.15954924294083295,-0.13908918780046947,-0.06981163086745426,0.17646561084509824,0.16849923443803574,-0.26804843454061905,0.15821913669440418,-0.023661027568471073,0.22869164647798337,0.35050347766588325,0.4718403782982724,-0.3089994935018372,-0.027168656564883247,0.2816217034852818,0.2678639688843445
Heschl_R,0.03867767685978561,0.3372065469372505,0.5305893094019556,0.6408962238500457,0.3615256368058389,1.0,0.3582394779098401,-0.08410935941032761,0.07815011820298463,0.40033916041730844,-0.08014225395642409,0.4548531155091052,0.18078120586390606,0.2379149956207905,0.07053788370863116,0.6495805053221458,0.5293453308063035,0.5644854640436798,0.18123131898843234,0.37703594376554705,0.47957769432352737,0.012375643067194146,0.5741863498504253,0.32487131836701383,0.1498508460664657,0.461687851221964,0.05735053091945823,-0.2241245604250252,0.35678748431413826,0.6076152044943361,-0.03187091013071581,0.5108889478017258,0.2526385007938878,0.4649210163294838,0.5184712052964576,0.5703677324796422,-0.03748841377487362,0.375115413274919,0.2815691012190635,0.5541988650291094
Cuneus_L,-0.07804050195989887,0.35085904297527165,0.11301258181629455,0.3970606157855121,0.11844454703442965,0.3582394779098401,1.0,-0.2652804198658573,-0.1982599422286204,0.1641113898330405,-0.21561006944701677,0.39579111912733544,0.2112887887036927,0.3292822509824365,-0.040756170812643044,0.14329707500246017,0.3671491420669271,0.19913024115987624,0.3701604780369013,0.284516810823187,0.15001500111143962,-0.12521698331336079,0.25251874535447566,0.5964536124781095,-0.1702798365560318,0.17476626291381991,-0.10089544865021197,-0.17965160272142508,0.9295896691792269,0.6555829881165306,-0.2611763205616194,-0.1586782616166563,0.6907937543697749,-0.07125062586028362,0.4128644832483908,0.12092512578295157,-0.4694865637556894,0.3795862052089786,-0.01644179395198341,0.4742012648046368
Occipital_Inf_R,0.005741052322312,0.47728265650609975,0.07380163193520536,0.20733194859125523,-0.4870698431413819,-0.08410935941032761,-0.2652804198658573,1.0,0.6128235617329737,0.22129906996088677,0.46137301549097764,0.12340076883735861,0.5572476582284858,-0.17865430477761368,0.6916957441411068,-0.15577478383873525,0.2200419671804221,0.1701131587628291,0.31964076752697285,-0.1991288675400473,-0.40019774110003803,0.19803798378161044,0.129017096367003,-0.3032158520716545,0.6134125766369505,0.14065975030218575,0.2339357622119505,0.5063703697628733,-0.34357379048698905,-0.04424596193747859,0.6785954535083121,0.283411369316083,0.1480739921037302,0.2067805766672264,-0.20688891232818724,-0.23887214700140613,0.8494361881884629,0.18905673690017066,-0.1548877622911465,-0.01720941194345571
Temporal_Inf_R,0.46968467514835865,0.2748157156751494,0.40365602810723644,0.5096119802772566,-0.09646376579347704,0.07815011820298463,-0.1982599422286204,0.6128235617329737,1.0,0.45371550304443936,0.6077658260380757,0.22716904518519287,0.5458820515317415,-0.18181707308053252,0.6228211681104006,0.22863867187260628,0.33557232381587465,0.36204712438259956,0.38424588277315164,-0.05006445988817446,0.06781035217617307,0.4908594480402297,0.4493465885730541,-0.18652827483387266,0.569473691125607,0.5214272618692629,0.5705923047082736,0.3852761247133844,-0.2721431583071691,-0.1312813070626655,0.5925526148760467,0.572951028025081,-0.04151712317855949,0.5797533914894373,0.01122803282864508,0.09207463312742133,0.7208688813931448,0.3755925271033124,0.3381435741299655,0.21568727017294928
Red_N_L,0.38832112814928993,0.35345272911073455,0.5686079080582725,0.5698559708472715,0.16741463205990254,0.40033916041730844,0.1641113898330405,0.22129906996088677,0.45371550304443936,1.0,0.2064328397578289,0.3804184806868895,0.5703336182358351,-0.045327865272777206,0.3063133411913915,0.48104552911748855,0.37889983740287825,0.34121371155415064,0.38096004580686355,-0.0904024027979876,0.3319162623120013,0.34394068540147893,0.4314504845111783,-0.07685273498774249,0.20713550604214695,0.6977143248202459,0.2865890265575901,0.1444146096734386,0.14960943109453836,0.216781064631074,0.28978384457148454,0.45735042663847,0.20230712940857998,0.6378334160378384,0.17469277777245687,0.15238882707825016,0.20239241033257285,0.3860646135901265,0.232203228590949,0.40729993606682946
