,Cerebellum_8_L,Frontal_Med_Orb_R,Occipital_Mid_R,Frontal_Sup_2_L,Pallidum_L,Fusiform_R,N_Acc_R,Caudate_R,Thal_VA_L,Cerebellum_Crus2_L,Thal_VL_L,Thal_MDl_R,Parietal_Inf_L,Cerebellum_3_L,Thal_PuL_L,OFCpost_R,Cerebellum_3_R,Cerebellum_4_5_L,Heschl_L,Thal_LP_R,OFCmed_L,Precuneus_L,Supp_Motor_Area_R,Temporal_Sup_L,Thal_PuL_R,Putamen_L,Frontal_Inf_Orb_2_R,Vermis_4_5,Thal_MDl_L,Hippocampus_R,Raphe_D,Thal_VPL_R,Occipital_Sup_L,Parietal_Sup_R,Vermis_1_2,Pallidum_R,Thal_PuM_L,Parietal_Sup_L,Cerebellum_Crus1_L,Frontal_Sup_Medial_R,Cerebellum_Crus1_R,Thal_LP_L,OFClat_R,Amygdala_R,Temporal_Pole_Mid_R,Paracentral_Lobule_L,Cerebellum_9_R,Frontal_Sup_Medial_L,Olfactory_R,Red_N_L,Cerebellum_4_5_R,LC_R,Cerebellum_7b_L,Frontal_Inf_Tri_L,OFCmed_R,ACC_sub_L,Temporal_Mid_L,Thal_PuI_L,Rolandic_Oper_R,Vermis_7
Thal_VL_L,0.02586302460459609,0.09725089570499343,-0.04047026896532018,0.443012890282897,0.6033630754612849,0.5221321922572318,0.5627965511447558,0.7466768093378358,0.6214261361355261,0.020926114730493363,1.0,0.4437098003940841,0.19393135473975498,0.18696381661880954,0.49611306289501117,0.41611422221148786,0.06749834210750896,0.31182045537884556,0.2825896068559385,0.27306312051330356,0.03261708412113136,0.2722041323338443,0.04413112334293346,0.5353350623671856,0.3396713298512362,0.720305136725626,0.16073444452080432,0.32446353440151077,0.6687412636447877,0.6950391807638264,0.053956024372213106,0.6429142625779157,0.19579942378166074,0.04047907117356103,0.23235545436238017,0.548431206413094,0.6441129459717287,0.0995607093993162,-0.04737029052596985,0.480603364007422,-0.05617680824704236,0.4424996412110379,0.23979909539643215,0.3812876694119253,0.02559395640818109,0.09229324382028037,0.1358081933331354,0.5134927473105994,0.39726717279512724,0.3875305888133527,0.27404520334440674,0.354874222917351,0.06740605879797709,0.39831172882704513,0.40196193187610146,0.09268975646991454,0.26626428049510686,0.3673722578773346,0.5549003976993362,-0.016125672506012427
Thal_MDl_R,0.24096799359772036,-0.30116713978535764,0.3826108831486925,0.3550437898442473,0.22681969014366843,0.2841336904379167,0.3854624506490596,0.3863373997622019,-0.20366403790506715,0.24257803680161635,0.4437098003940841,1.0,0.10713048858113622,0.024731040452490676,0.16105168183638602,0.17087282247539376,0.21831304105648264,0.12353884499780605,0.2709363671107132,0.09937960303512675,-0.17678855597676285,0.3510887958099459,0.18939000776665724,0.4147026115468937,0.2576155549726626,0.26763052249258085,-0.030417744649024053,0.2724080594846763,0.8163137961765299,0.2580869523742711,0.5761034164956669,0.5780644234454654,0.5300172402024894,0.006252105086667431,0.6221094440598088,-0.21748830901039476,0.7931917398506738,0.13972640316395973,0.24010480570716897,0.35643850966213764,0.2778943852825879,0.2976079504644564,-0.20629481314796483,0.06214051128550001,0.09679575657572814,0.2478320791674083,0.27799399929483576,0.3050783175863993,0.22654226903342142,0.35345272911073455,0.17078704588628374,0.002456442079428215,0.09668397441144834,0.29095622947253585,-0.022221670549786802,0.13321818964230886,0.4577758518758973,0.21508295599740687,0.12413295022381064,0.21786287543189936
Parietal_Inf_L,-0.523708871771645,0.270304546326209,-0.5208978112226278,0.19689734873075615,-0.0719275894656803,-0.1901726738952738,0.03669778308336508,0.1839320370019578,-0.13061935247444315,-0.3703386104934384,0.19393135473975498,0.10713048858113622,1.0,-0.27554669963394235,0.06338303426161228,-0.16263915570345605,-0.024065230085221778,-0.1632455146022936,0.23971983883677628,-0.34839711760536235,0.05929888368263353,0.7556321773564708,0.1815175180182795,0.17633689288617482,-0.4164285670227627,0.04547663575084855,-0.20149708602999947,0.04934100893815224,0.2827194043931356,-0.027186725216174767,0.09334252340287257,0.06210955577632689,0.4717549599785485,0.6325191020616305,0.1439314564507052,-0.07427109132227601,0.09655456385638132,-0.12282225347930538,-0.70708115727699,0.04213508435187419,-0.6130399598579676,0.28802465779605085,-0.0008473904150520628,-0.04333177284723543,-0.30932562786589657,0.7303854190232649,-0.5007794724207699,0.027905443993006877,-0.014268990005417917,-0.17105423489546376,-0.20430809945251474,0.1980356418600557,-0.5127191685810256,-0.2785591431377181,0.14058990310421474,0.025603178080909957,-0.23244956395268238,-0.06461115285136022,-0.058144149562317476,-0.4171185062404829
Cerebellum_3_L,0.5571497198583578,0.09433618492797916,0.29619679062619675,0.41239233878416737,0.5714353542478826,0.6588992797285609,0.29789979661234917,0.2398913970704041,0.2898903213149998,0.22212297280294022,0.18696381661880954,0.024731040452490676,-0.27554669963394235,1.0,0.17278682601790166,0.4351452809069675,0.6648366326571231,0.7811870492607932,0.1970228163268203,0.2599270298251275,0.12822665779311554,-0.14506736546522156,0.2914434917013651,0.44471584710981166,0.4597997862415307,0.48370366493737266,0.4322696914269913,0.7021461232090183,-0.07658897024751152,0.4240820936990167,-0.11213810915669044,0.3010123833644064,-0.16246728502408642,-0.21668588581158094,0.2729945416519344,0.3002587157403104,0.1361867399584086,0.2332460468869261,0.5602952143700172,0.41619001032185393,0.5110997221438855,0.1046967651391025,0.31333621517780913,0.36754695811514465,0.4549948548425403,-0.1398385654961895,0.5497272013793187,0.44786567782394876,0.3567207177069376,0.27901912582289307,0.5745481571040921,0.00406749777418859,0.3459368315901858,0.49104985106850246,0.22166003552383148,0.24242938143242979,0.5118441159549395,0.2899114681570022,0.42839546283737007,0.521864287863974
Thal_PuL_L,0.023863764471107086,0.12772703989373368,-0.011968891209572386,0.282827157618551,0.3977641080925022,0.39089431557058185,0.33541312964474973,0.3986976059044999,0.40426263126333006,-0.09033701048365887,0.49611306289501117,0.16105168183638602,0.06338303426161228,0.17278682601790166,1.0,0.28931540569866426,0.09562778248346841,0.35605653832643336,0.2533139087104038,0.2308463965901765,0.20778771228564674,0.213895898444739,0.16467488686135226,0.3657714927160225,0.37315259646672144,0.5306492147996708,0.19876832191775173,0.2710154478761409,0.26810195770818934,0.4985600785721039,-0.027268476171318723,0.25056148770306647,0.1355953507501566,0.07001209044674676,-0.06017644756504135,0.4416995174506091,0.41144350201370194,0.12101010028006878,0.004424669669201165,0.3233881033297024,-0.02101441242915505,0.29950832104035585,0.3257433848419765,0.3708256297657151,-0.07578715689749031,0.05413533755508923,0.13918010854361385,0.4044927710606598,0.2799269655001332,0.3085108533028091,0.366371627829974,0.42202875449965527,0.2957329623761727,0.3251984634303514,0.30346243331070777,0.11048906737534885,0.20527058414426685,0.14503464657867743,0.36074151353022904,0.08641217858039706
OFCpost_R,0.08392092595332915,0.13010583236622278,-0.010580626396468857,0.3522886352694923,0.4817143902876019,0.5503390743389548,0.306229741099657,0.4002849994324666,0.40170145602247137,0.13392609972396274,0.41611422221148786,0.17087282247539376,-0.16263915570345605,0.4351452809069675,0.28931540569866426,1.0,0.2827199974002622,0.46636961608321637,0.34238418460534364,0.4756618489582353,0.4580423274119111,0.08567160317637963,0.3005064316577096,0.45865627879274445,0.4880834985016967,0.5818457086752498,0.34118992660286396,0.4074049918629082,0.27385649517784916,0.6737779897799631,0.1613273625181416,0.24059752573323415,0.021809255640128335,-0.19560089039963932,0.03667204861686024,0.43092056708401116,0.31495173516737907,0.03725433890220184,0.21515251242792194,0.4086164750154492,0.14554794211340402,0.26473468389847676,0.559796606297777,0.7947063230227368,-0.030834623398843002,0.10503303780166978,0.15722268238301412,0.4325864131549892,0.3917407433668728,0.5686079080582725,0.45047121197430323,0.33073051708448337,0.29672419572051806,0.4394633654232288,0.6471863764803969,0.2018576922144436,0.39869635173399537,0.13821843111359192,0.5736975620774052,0.11521067646087883
Cerebellum_3_R,0.32040095376393224,0.09936992656266017,0.14886079949677972,0.33142575926833634,0.27526822571881904,0.35696412440308833,0.02976697849668856,0.07009183056372259,0.08876375223355039,0.15033105253087425,0.06749834210750896,0.21831304105648264,-0.024065230085221778,0.6648366326571231,0.09562778248346841,0.2827199974002622,1.0,0.7974326728399862,0.4997889490888907,0.07877216128833965,0.3172415284193855,0.07256808246148079,0.45407254118379975,0.3807172690839257,0.4042731724348626,0.2645599142726328,0.17613117843742518,0.7782065451304825,0.1883230017256557,0.24978736737451526,0.33389327763649834,-0.040294919975613755,0.1093925733404707,0.04223072479978406,0.3235498392170158,0.13442555364430767,0.09613204438038402,-0.0825999360655368,0.3200351603062483,0.2977919168434748,0.36997833003564423,-0.15494857366295453,0.1795319173313307,0.3221175743352482,0.26145691268815946,0.1128125665105518,0.28225265038892244,0.33861031523749585,0.07870977974279039,0.10930324491471408,0.7651701151331641,0.14943984726013781,0.136087828765856,0.3502585594686763,0.039612516884774185,0.48338387301488067,0.3482562562582857,-0.1799826940047014,0.2351961818232167,0.4198240836577312
Cerebellum_4_5_L,0.3890556710103326,0.11235087943168748,0.07966931277182386,0.4878082334016559,0.5696615363425807,0.5882024657869288,0.31653583936075064,0.25052292430410733,0.4107008673937172,0.06597485537729497,0.31182045537884556,0.12353884499780605,-0.1632455146022936,0.7811870492607932,0.35605653832643336,0.46636961608321637,0.7974326728399862,1.0,0.5136269785600283,0.27931106638392555,0.36785566012627385,0.01749816139175179,0.4897303129274911,0.5049474160375423,0.5905581018195069,0.5896110333159511,0.34302126252630205,0.8383223134608843,0.09876855510583482,0.49924888613532853,0.13546868617495147,0.10707457461267111,-0.03450473108104492,-0.08539680835579427,0.15835326778687508,0.47697219668086743,0.20306563498021796,0.006297242662897042,0.3677123544231696,0.48112488069537085,0.3570784403170485,0.03430945406055627,0.39363355879009454,0.5495077388046609,0.2296966395234473,-0.023264114819333066,0.4261120582267593,0.5507594728786107,0.3486628043723467,0.2841704695255241,0.8797029782502581,0.36431367931625647,0.2758396396805339,0.5106855138747839,0.29973653305346676,0.427414449050834,0.4321830112696736,0.012871937100498701,0.5156475474145151,0.4481367984585433
Heschl_L,-0.11357185864402436,0.10407783959609423,-0.1792418236101438,0.4548352573998277,0.11520844803058368,0.15801317052781919,0.09745136361406433,0.20337330190002917,0.16984981598028936,-0.04863172291640031,0.2825896068559385,0.2709363671107132,0.23971983883677628,0.1970228163268203,0.2533139087104038,0.34238418460534364,0.4997889490888907,0.5136269785600283,1.0,0.07645435108417346,0.46951526201878996,0.44950641297803484,0.5764960234192155,0.523849780408646,0.3277792513433952,0.3931831987588051,-0.1449109432190908,0.5057677138395557,0.4473226972876897,0.2496006408651869,0.46086708369547874,-0.11111207171002227,0.30434349476194195,0.2226815512864555,0.02976511846821401,0.14586716546706108,0.14885164284932406,-0.2149368229134549,-0.07832785469457614,0.3745576453248339,-0.04538516136075057,-0.0243634117566232,0.16819467163121296,0.4683426829970342,-0.211003343149553,0.4860986255777079,-0.1430143865094803,0.4831789317175636,-0.038546769071592754,0.2026473576347069,0.5275895839390204,0.3724266101283765,-0.00858613168597881,0.2729142153799188,0.2616117019121811,0.41716804766808563,0.2386851808722671,-0.3816480578285738,0.4052816062854206,0.040090572598902544
Thal_LP_R,0.2156525752013724,-0.055479658631693365,0.09315166285001071,0.25975815820321735,0.3881655737684233,0.30471929216638394,0.30785359997949113,0.3688171317329347,0.33507210274569327,0.24353196688977974,0.27306312051330356,0.09937960303512675,-0.34839711760536235,0.2599270298251275,0.2308463965901765,0.4756618489582353,0.07877216128833965,0.27931106638392555,0.07645435108417346,1.0,0.04730743847282186,-0.13778471016597324,-0.09789521127949183,0.24793303289219146,0.48376180404611974,0.39908094082362894,0.3006502116720633,0.26196397442556624,0.14726136513150911,0.4389266027528829,-0.02030556261130642,0.21242464626358235,-0.1639885395219623,-0.24733661602120008,-0.008538549565205045,0.388981723295511,0.2426140985791515,0.16029902592469972,0.2860079730663304,0.42863851837438993,0.24457564962599782,0.212231672475454,0.2295626979023279,0.23146167670421822,0.16468439824113984,-0.12362229468432478,0.3532595806357761,0.3811262970157339,0.3833009740614826,0.4601816296242976,0.3446904392798395,0.2647919833868177,0.2833745296155075,0.4246985744682585,0.26080024258229023,0.0407478338642178,0.34293606167541124,0.22753540912745424,0.4406774903013719,-0.039633946189739304
OFCmed_L,-0.20621073908037113,0.47055019435981943,-0.3140250224935413,0.03594048891597541,0.04553712662127067,0.11634053764667433,-0.2035260540799346,-0.05798177518441793,0.38454871163466714,-0.30277614292654437,0.03261708412113136,-0.17678855597676285,0.05929888368263353,0.12822665779311554,0.20778771228564674,0.4580423274119111,0.3172415284193855,0.36785566012627385,0.46951526201878996,0.04730743847282186,1.0,0.20700630824250998,0.3311863372797615,0.172529681904363,0.17101424328834086,0.18849011064530358,0.2551740326536199,0.2548798999086623,-0.0005758309365011917,0.29447953773627106,0.3321668713547339,-0.3749829887805551,0.15586692883829364,0.15623250312295914,-0.2497308943741999,0.40778896934270553,-0.1152355057964028,-0.3312319810846546,-0.1622888631777788,0.09339299127507344,-0.21339347493652902,-0.14220330423873595,0.5507443799107316,0.6226278407148225,-0.24566738857820525,0.1489869024993862,-0.2638218911531987,0.2337767013560902,-0.13290837274858505,0.2834886270862974,0.4045315495878158,0.45817695374727013,-0.08487518467781797,0.08961493005535555,0.32737925197549367,0.41188758909100126,0.046852470478247144,-0.42477615083173237,0.2231220565020786,0.02850927316554184
Precuneus_L,-0.40950428756029555,0.22208001760455146,-0.40889333448114124,0.33839028072705246,0.02356548349574876,0.03362462913776955,0.051134753742426896,0.3040660563388668,-0.07520103198420702,-0.3031101566914109,0.2722041323338443,0.3510887958099459,0.7556321773564708,-0.14506736546522156,0.213895898444739,0.08567160317637963,0.07256808246148079,0.01749816139175179,0.44950641297803484,-0.13778471016597324,0.20700630824250998,1.0,0.43237587791453547,0.37587187224945895,-0.1737363402730365,0.181614812494614,-0.15018194893666115,0.19685787802291244,0.45458493217004475,0.10202719683617248,0.28734539940749015,0.16224023372652807,0.6845132366796461,0.5456776353836352,0.20679395021190083,-0.06403242395923421,0.36499747772185087,-0.1945068615992807,-0.475353562271471,0.3160352806449371,-0.5018519425263888,0.4420418593858873,0.044994702953054126,0.16537756501090176,-0.46010513480315407,0.8296551330949907,-0.4320584483033218,0.31762375130264403,0.03521739206227424,0.14960943109453836,-0.030923199968832676,0.19665836475628176,-0.21123083202806817,-0.13698323008399,0.1678257098209406,0.251491248206718,0.13563469279085158,-0.0220080828653964,0.1091544974341087,-0.22505682607483044
Supp_Motor_Area_R,0.11251070643281359,-0.07779579823553168,-0.09728707275400712,0.6543607744701203,0.2516775185995322,0.108769428480276,0.16903371642669665,0.0640909363259107,-0.012426771408043383,-0.1442555403298365,0.04413112334293346,0.18939000776665724,0.1815175180182795,0.2914434917013651,0.16467488686135226,0.3005064316577096,0.45407254118379975,0.4897303129274911,0.5764960234192155,-0.09789521127949183,0.3311863372797615,0.43237587791453547,1.0,0.4718489064830023,0.2165820631285015,0.3365041953510333,0.051039374056409174,0.5033801277614288,0.10367351933575279,0.04222807858737824,0.26010029071700896,-0.053460460897889174,0.2277819708037401,0.176467576465739,0.018471316917663804,0.05038107730960635,0.11551904097069066,-0.20039683657159812,0.10201380262196713,0.49684791692930486,0.01499221021002584,0.1749958329207939,0.35504992004148056,0.5062682251669128,-0.28973426464605484,0.5013700625654023,0.0071244056029434785,0.5187176904840004,0.11927630949281813,0.089245454634778,0.43275256207126117,0.20406493791480185,0.19869237660420103,0.34605654943777414,0.21162600637296963,0.23041086771861063,0.3189309102636797,-0.1796571785390575,0.3093969342362842,0.2861467573944476
