,Thal_LGN_R,Parietal_Sup_R,Cerebellum_9_L,Cerebellum_3_L,Cerebellum_6_L,SN_pr_R,Putamen_R,OFCpost_R,SN_pc_R,Vermis_10,Thal_VPL_L,OFCmed_L,N_Acc_R,Frontal_Inf_Orb_2_R,Occipital_Inf_L,Thal_AV_L,Thal_AV_R,Thal_MDm_L,Red_N_L,Thal_VL_L,Cerebellum_Crus1_L,Cerebellum_8_L,ACC_pre_L,Cerebellum_7b_R,Thal_VA_R,Thal_PuA_R,SN_pr_L,Rectus_R,Calcarine_L,Postcentral_L,Thal_LGN_L,Frontal_Sup_Medial_L,Heschl_R,Temporal_Inf_L,Caudate_L,Rolandic_Oper_R,VTA_R,Cerebellum_6_R,Temporal_Pole_Mid_R,ACC_pre_R,Thal_MGN_R,Pallidum_L,Rolandic_Oper_L,Frontal_Inf_Oper_L,Occipital_Inf_R
Thal_VPL_L,0.5661046487991774,0.20241293991046239,0.0757381566146364,0.14902380072853433,0.013831507799146579,0.12741481578830408,0.5690235780195684,0.31463333800990095,-0.019710287459741717,0.20895800155553235,1.0,0.0010295511957623758,0.5879437683451434,0.16526751435937298,-0.02772411503921539,0.8463499276617781,0.7791693692848694,0.8042766833914278,0.31371142662514895,0.9147821761475566,-0.12957447360993524,-0.005181366709868193,0.6679282685313577,-0.049141729704338596,0.8797314006344427,0.36533583432016986,0.2634406841807039,0.1703304669169944,0.18518596459148962,0.44595937399854324,0.8538173587013493,0.4563795610591303,0.4376667464206484,-0.06551389618284374,0.5987051282987756,0.45293496257919913,0.15046391457436106,0.06358563165855755,-0.007931172602670762,0.6629400640037034,0.30155067801886404,0.5327750672035089,0.29287973792589955,0.3464333454227473,0.062313303184741785
OFCmed_L,-0.31598986028921255,0.15623250312295914,-0.28701069717445965,0.12822665779311554,-0.06980074130274742,0.048893536469347854,0.29022273988479075,0.4580423274119111,0.5156168901818536,-0.1077836426995891,0.0010295511957623758,1.0,-0.2035260540799346,0.2551740326536199,-0.35080968196451956,-0.03806880110435409,-0.056936833389956,-0.2569090826352414,0.2834886270862974,0.03261708412113136,-0.1622888631777788,-0.20621073908037113,-0.06378447792054276,-0.37374057541195105,-0.001870778136501866,0.07116835197028325,0.08437642081711053,0.3883788705502986,0.17924498202078112,0.08148988431140514,0.23599053532971256,0.2337767013560902,0.4541515956473483,0.1652206782716783,0.27881053060337796,0.2231220565020786,0.4114568935007057,-0.04644046070017368,-0.24566738857820525,0.005537323007718686,0.33442139916210695,0.04553712662127067,0.2133149416274069,0.15284052653664873,-0.33097076335991626
N_Acc_R,0.46399488916560583,-0.14972567553219476,0.47885268040082707,0.29789979661234917,0.3103144112281646,0.32328656349189666,0.5899502375239681,0.306229741099657,0.032309518996818984,0.6039587006384723,0.5879437683451434,-0.2035260540799346,1.0,0.33100927634761257,0.23310337198060804,0.4660078245547804,0.7093402944792492,0.6062488613384923,0.287476836860421,0.5627965511447558,0.2642545446396632,0.37564857553347286,0.5315298082252947,0.3819318127675656,0.5091112935144109,0.420161194327253,0.31336448433189334,0.14611504962282765,0.1794032670814227,0.22814519827839086,0.451070941187699,0.4755562641790894,0.22682269829172022,0.15161376584072486,0.4819651507352123,0.45025124573738906,0.26112028736641885,0.366713368804653,0.17244051714142233,0.6091064181827784,0.21031266784264335,0.6619975458468905,0.455773412259974,0.6273637376590517,0.3114830776092405
Frontal_Inf_Orb_2_R,0.24942299731240444,-0.04928751328543648,0.44092566635180586,0.4322696914269913,0.31579561395909633,0.4952834410052604,0.5527555078530242,0.34118992660286396,0.17268234846641048,0.5795117643957809,0.16526751435937298,0.2551740326536199,0.33100927634761257,1.0,0.08175112559733821,-0.028565211463817814,0.36419638761731665,0.20082747625320624,0.34394068540147893,0.16073444452080432,0.3018745370441566,0.4528474076266016,0.39078268743268363,0.32457733183886694,0.084774565894857,0.4814295163308946,0.4577171807920432,0.28415754641100854,0.13680346954641992,-0.1948088180276814,0.19251332034737817,0.3741567775143742,0.012375643067194146,0.35686342015038497,0.5422256292087666,0.3023649134506757,0.18339325246046997,0.33235628748541474,0.3217825693631285,0.3664604460173312,0.23970002787231584,0.5741313741857326,0.392749815974943,0.44432215280206266,0.19803798378161044
Occipital_Inf_L,0.4703592256529126,-0.5359299771743766,0.7592246780801868,0.36394536120885534,0.7145118187995563,0.11895026189792371,-0.05422409084838535,0.11295520742936893,-0.06312576525524488,0.3446349434885982,-0.02772411503921539,-0.35080968196451956,0.23310337198060804,0.08175112559733821,1.0,0.07466835760986652,0.0812980825626587,0.1716911781757335,0.1771778540624277,0.01507448261811636,0.8733026300287293,0.73297400661878,0.10854630286561405,0.745110994126831,0.07584425041508293,-0.19429238774316265,-0.06392086862630054,-0.3127938955722192,0.37886229759805934,-0.4016362320024322,-0.196088378833971,0.17356566862370074,0.019358979849033633,0.6709480730854712,0.10309346973292759,0.06681810316462639,0.07175452880178693,0.6632438928675362,0.48390438104484457,0.21890161055040674,-0.3527987935343015,0.16765715812362952,0.14097535367146177,0.2989978668853571,0.8193821958832315
Thal_AV_L,0.5846600015166087,0.0503238178129828,0.03672279622483039,0.03801860553961607,0.06398499208792982,-0.09235351821334296,0.4665182391553577,0.3319903379155473,-0.05815098913663086,0.16908115212543262,0.8463499276617781,-0.03806880110435409,0.4660078245547804,-0.028565211463817814,0.07466835760986652,1.0,0.6244391113753807,0.7625164518638794,0.3804184806868895,0.8812974397219772,-0.047964420650884014,-0.0225539567627762,0.5766294161915746,0.01732997949390415,0.8436630163357168,0.15206870828386312,0.1445832232629641,0.010125407690689679,0.26936659452608125,0.3289600933031948,0.7088750317944519,0.3877123739345909,0.4548531155091052,0.01976225689571349,0.4674542202292731,0.384558958961929,0.084319132595741,0.11742737096562406,-0.054806805404669104,0.5753593840198535,0.08458863753674865,0.4212851987038145,0.19242364947296928,0.2372118981539085,0.12340076883735861
Thal_AV_R,0.633629888782772,0.0118645771259828,0.2942552684444441,0.33323086555724013,0.25752548264163244,0.3849866934873606,0.6717980738596363,0.40606517681525306,0.14164794520105667,0.5129927185350648,0.7791693692848694,-0.056936833389956,0.7093402944792492,0.36419638761731665,0.0812980825626587,0.6244391113753807,1.0,0.8375685528612168,0.3860646135901265,0.7190844646958294,0.12077844221744183,0.23536415483525913,0.7695199699870582,0.16859439310800253,0.7617131558454066,0.6190493407767279,0.4832805090777342,0.2647269515321048,0.33827786619024025,0.25821717605210553,0.6457165613297405,0.5804150564498857,0.375115413274919,0.14538822477373298,0.6429057392428468,0.6622350445071314,0.32365442714104997,0.3109027421046591,0.0773926416926654,0.760230170034441,0.35469785011279636,0.7560693928298337,0.5296864820664204,0.5480953881032472,0.18905673690017066
Thal_MDm_L,0.8187731541066894,-0.026690540484253383,0.2556807049334388,0.18812956648073426,0.2169929912425864,0.2468008906921327,0.5137455105190458,0.29735445326961796,-0.2619110123189788,0.36643235761104553,0.8042766833914278,-0.2569090826352414,0.6062488613384923,0.20082747625320624,0.1716911781757335,0.7625164518638794,0.8375685528612168,1.0,0.38096004580686355,0.7611104897545882,0.07644070991852542,0.15926787803922096,0.7823957471939332,0.1842554672984711,0.8039663589524091,0.4206077998441175,0.4190456526955966,0.16004296430151696,0.1871517194855157,0.16803409704728653,0.6192186819130044,0.34488889836030423,0.18123131898843234,0.04407947980790514,0.45362002787150274,0.514437416570131,-0.0044827911107170135,0.26030143779042436,0.17176347993685834,0.6778074578003991,0.058085199360742884,0.6253881652295452,0.2960641377772552,0.2605179176882908,0.31964076752697285
Red_N_L,0.4452336259130037,-0.2302326519982899,0.19998310638724512,0.27901912582289307,0.33378585299074504,0.21219596164303478,0.5062166929901976,0.5686079080582725,0.15238882707825016,0.3706259859591263,0.31371142662514895,0.2834886270862974,0.287476836860421,0.34394068540147893,0.1771778540624277,0.3804184806868895,0.3860646135901265,0.38096004580686355,1.0,0.3875305888133527,0.2201322808948285,0.1288839737897958,0.4456840034093066,0.11961789264237113,0.3759954688037297,0.17605770775619758,0.38832112814928993,0.32143042201026917,0.3031756320557086,-0.07685273498774249,0.41295342110440425,0.35589096267502207,0.40033916041730844,0.4422500246400395,0.4579674518295749,0.42912619313671785,0.25681717110604013,0.3624607455992932,0.09893990851849446,0.47733561633637306,0.09025524784313259,0.47380583659405745,0.4446689900198659,0.2892460283445043,0.22129906996088677
Thal_VL_L,0.5733448837137509,0.04047907117356103,0.10089221021414471,0.18696381661880954,0.0829879502697579,0.16141661441314148,0.6855706285657762,0.41611422221148786,0.02575162387622607,0.2555544143741293,0.9147821761475566,0.03261708412113136,0.5627965511447558,0.16073444452080432,0.01507448261811636,0.8812974397219772,0.7190844646958294,0.7611104897545882,0.3875305888133527,1.0,-0.04737029052596985,0.02586302460459609,0.7249588477448805,0.0008727863260681968,0.8523306984967545,0.4029869871460351,0.371841592190748,0.2225233730392179,0.1772286311391499,0.2947801560584859,0.8127285270682458,0.5134927473105994,0.47075226609332216,0.04905747800266175,0.6662968278227086,0.5549003976993362,0.07787535205583722,0.16193521164643376,0.02559395640818109,0.6997430661542692,0.32489624980783427,0.6033630754612849,0.39129825401259777,0.4106014003554809,0.05532501502173194
Cerebellum_Crus1_L,0.3980440736384865,-0.5690388928864389,0.8653917780202863,0.5602952143700172,0.8614353133229643,0.3019310137308285,0.10417333861472763,0.21515251242792194,0.16830137779865614,0.5100137022842529,-0.12957447360993524,-0.1622888631777788,0.2642545446396632,0.3018745370441566,0.8733026300287293,-0.047964420650884014,0.12077844221744183,0.07644070991852542,0.2201322808948285,-0.04737029052596985,1.0,0.879708621256845,0.09070146637300099,0.826563513839304,-0.024118144475465664,-0.03456014842918015,0.1071742429440718,-0.1975365234974606,0.45994489351916285,-0.45596023604141644,-0.23271560730997087,0.28155791177831596,0.04561231946340125,0.8138668207413561,0.1999053366623941,0.20075932664078205,0.20638298875324798,0.8379747546723822,0.5828462587130034,0.22750219353749943,-0.20708236497946841,0.31056389488775477,0.3284282767993726,0.4466708302843742,0.8065168640825148
Cerebellum_8_L,0.45167995714465575,-0.3502615852730242,0.9319823910424274,0.5571497198583578,0.7602297116359216,0.38495812760429954,0.15520217914860288,0.08392092595332915,0.10512864610724633,0.6222021478910498,-0.005181366709868193,-0.20621073908037113,0.37564857553347286,0.4528474076266016,0.73297400661878,-0.0225539567627762,0.23536415483525913,0.15926787803922096,0.1288839737897958,0.02586302460459609,0.879708621256845,1.0,0.21738124148807852,0.861222241301754,0.016187031900494104,0.07824507835316194,0.17659261264573436,-0.158859353449683,0.36607679993884634,-0.29131032399505047,-0.1701957159818723,0.367084381882289,-0.05607678752885982,0.6543116233559289,0.30833920434241024,0.18995153462723527,0.19616783911657684,0.7471478790111832,0.7013718533801332,0.306836670852518,-0.16494534200842464,0.4200432876505329,0.32024019980674867,0.4851400881820274,0.7402458659793083
ACC_pre_L,0.7158306439490808,-0.01974020431037619,0.25436446423233006,0.3017926262609019,0.2584127267998322,0.4450083217047356,0.6735552329045011,0.4070785058170066,-0.055725638266692704,0.4426400510822942,0.6679282685313577,-0.06378447792054276,0.5315298082252947,0.39078268743268363,0.10854630286561405,0.5766294161915746,0.7695199699870582,0.7823957471939332,0.4456840034093066,0.7249588477448805,0.09070146637300099,0.21738124148807852,1.0,0.16106614606167063,0.6545253253531522,0.5218873418639339,0.648608019978256,0.413488591115562,0.20709998928961632,0.05722231990554439,0.5857698271963542,0.5692958409687943,0.27663207626169795,0.19900497018227778,0.6930906112112516,0.6841762450979735,0.058799825740068264,0.33541219526211796,0.24402190396415097,0.856183471375595,0.20280117215497617,0.709687332841816,0.5119538923197214,0.4045559896214136,0.19235792300751264
Cerebellum_7b_R,0.47345506794944847,-0.4631553572696154,0.9190194506229197,0.43898042204558746,0.7149955893764469,0.18378518781710498,0.08654601097975563,0.050279172008722395,-0.09205509286895334,0.6621678480942208,-0.049141729704338596,-0.37374057541195105,0.3819318127675656,0.32457733183886694,0.745110994126831,0.01732997949390415,0.16859439310800253,0.1842554672984711,0.11961789264237113,0.0008727863260681968,0.826563513839304,0.861222241301754,0.16106614606167063,1.0,-0.023897132154651037,-0.04460176773390502,0.08745395168687349,-0.2563478564267874,0.28716489332210904,-0.30924526877840663,-0.19892264746647406,0.22168993727924802,-0.17351331555756375,0.5486856587978709,0.1667517364152006,0.08235071856399685,0.0903945567543872,0.727685930045576,0.7433506422047471,0.22663145715393468,-0.31251854380492494,0.36906434876297334,0.2024279269451622,0.3499153980601442,0.8322066824356917
Thal_VA_R,0.6053882835355016,0.09000528491200768,0.08232223280135009,0.16065398884920162,0.07914395334887882,0.043477118305814653,0.5486331486351094,0.3470660076051057,0.034034091758631424,0.16959926425335134,0.8797314006344427,-0.001870778136501866,0.5091112935144109,0.084774565894857,0.07584425041508293,0.8436630163357168,0.7617131558454066,0.8039663589524091,0.3759954688037297,0.8523306984967545,-0.024118144475465664,0.016187031900494104,0.6545253253531522,-0.023897132154651037,1.0,0.29712092368617965,0.22833007777506742,0.08420136506379199,0.275178036794336,0.3822976103896292,0.8279479949690899,0.46808305515025594,0.5504022947152358,0.05157959444950549,0.5336274802369109,0.551704407386927,0.17666219864073834,0.12923481832084127,-0.02535934289751153,0.7002658263186733,0.2721418999212042,0.5063576366159441,0.37589568058905504,0.387795012967656,0.12516708856891987
Thal_PuA_R,0.1647222093189219,0.005124562182397027,0.08152622069745079,0.3511810818017431,0.11247687691575901,0.5863802139005111,0.5868796831964833,0.3162230253045442,0.2103815572042164,0.29017158014490313,0.36533583432016986,0.07116835197028325,0.420161194327253,0.4814295163308946,-0.19429238774316265,0.15206870828386312,0.6190493407767279,0.4206077998441175,0.17605770775619758,0.4029869871460351,-0.03456014842918015,0.07824507835316194,0.5218873418639339,-0.04460176773390502,0.29712092368617965,1.0,0.6359639395361527,0.5129994333395391,0.06364183843304379,0.026570095957766382,0.33681453532958505,0.39885076830465344,0.12264610209791457,0.09782840266162532,0.43127941895911104,0.5551833786781087,-0.012655599209430882,0.13192628957355515,-0.08564471905533962,0.4226690079657344,0.5542696289036347,0.6258640057399587,0.4973757915146124,0.4251703681032923,-0.19725393800993152
SN_pr_L,0.4304173242022857,-0.18805940622712466,0.17968073923525876,0.45858163535944896,0.31101897098796893,0.6683069891359116,0.6213313478401457,0.3524756700243714,0.08399963202226035,0.3096830229595262,0.2634406841807039,0.08437642081711053,0.31336448433189334,0.4577171807920432,-0.06392086862630054,0.1445832232629641,0.4832805090777342,0.4190456526955966,0.38832112814928993,0.371841592190748,0.1071742429440718,0.17659261264573436,0.648608019978256,0.08745395168687349,0.22833007777506742,0.6359639395361527,1.0,0.5773034945699709,0.003673725025838888,-0.2260079146307048,0.32824151072926755,0.2386017372236174,0.03867767685978561,0.2269837981773007,0.4293613154698177,0.5350919261573973,-0.04307980622016839,0.3778024915938219,0.23309307805552143,0.48720270619020595,0.35969524224499216,0.643833981328826,0.41779804420241845,0.30227499428943033,0.005741052322312
Rectus_R,-0.04532997075179202,-0.002212848277284144,-0.16010591930089849,0.22619391425926388,-0.044162803809164985,0.5262263180429938,0.4515100577907859,0.5779694466557912,0.22229191567356965,0.05502394911924445,0.1703304669169944,0.3883788705502986,0.14611504962282765,0.28415754641100854,-0.3127938955722192,0.010125407690689679,0.2647269515321048,0.16004296430151696,0.32143042201026917,0.2225233730392179,-0.1975365234974606,-0.158859353449683,0.413488591115562,-0.2563478564267874,0.08420136506379199,0.5129994333395391,0.5773034945699709,1.0,-0.10047654812458122,0.10851233903966401,0.291792075888881,0.2421153236237882,0.18095200933702704,0.020309858705937954,0.23773717727598834,0.5037252427207828,0.026905421681211645,0.014498990234141649,-0.08381738498197602,0.31959774366742716,0.4550746695484333,0.33129959443687684,0.40411072319731256,0.2514804659196556,-0.31077686315167685
Calcarine_L,0.2262094192683419,-0.05273206560960579,0.30922602705926827,0.49813351640671066,0.6474391811217844,0.10669041203430824,0.16605957770854315,0.3280921513610491,0.5622259716819628,0.2601272420005537,0.18518596459148962,0.17924498202078112,0.1794032670814227,0.13680346954641992,0.37886229759805934,0.26936659452608125,0.33827786619024025,0.1871517194855157,0.3031756320557086,0.1772286311391499,0.45994489351916285,0.36607679993884634,0.20709998928961632,0.28716489332210904,0.275178036794336,0.06364183843304379,0.003673725025838888,-0.10047654812458122,1.0,0.10962623911757634,0.10653319417839488,0.5223722052653866,0.49794363890694626,0.6272391792098285,0.36500153424591164,0.4107988520607246,0.49328717254896026,0.585901867725089,0.002870783842523959,0.32396055531736623,0.05652972934171302,0.3232211498454399,0.31322193293582234,0.40286577581633026,0.34210366017909033
Postcentral_L,-0.12120656914237361,0.5456048854135832,-0.25975488399225677,-0.08093479447311591,-0.30527428026711,-0.18013365928903688,0.0009889894823101471,-0.009740996627422841,0.11836022804851584,-0.12876010309799835,0.44595937399854324,0.08148988431140514,0.22814519827839086,-0.1948088180276814,-0.4016362320024322,0.3289600933031948,0.25821717605210553,0.16803409704728653,-0.07685273498774249,0.2947801560584859,-0.45596023604141644,-0.29131032399505047,0.05722231990554439,-0.30924526877840663,0.3822976103896292,0.026570095957766382,-0.2260079146307048,0.10851233903966401,0.10962623911757634,1.0,0.41728029182011406,0.2874039008523548,0.32487131836701383,-0.40887084941027557,0.04473422835342222,0.10796397721510591,0.19644994938198126,-0.28376748497644066,-0.23659614426556708,0.1578217512086082,0.24231160873792343,0.04212891430387185,0.08074777341396902,0.18050194847478382,-0.3032158520716545
Thal_LGN_L,0.41059504090111776,0.1927019984183503,-0.05960175943370747,0.1708727709451598,-0.0654145190009779,0.06832098242889802,0.6517828782770879,0.4133301991057838,0.09464760531504297,0.13138591969163158,0.8538173587013493,0.23599053532971256,0.451070941187699,0.19251332034737817,-0.196088378833971,0.7088750317944519,0.6457165613297405,0.6192186819130044,0.41295342110440425,0.8127285270682458,-0.23271560730997087,-0.1701957159818723,0.5857698271963542,-0.19892264746647406,0.8279479949690899,0.33681453532958505,0.32824151072926755,0.291792075888881,0.10653319417839488,0.41728029182011406,1.0,0.40366445929758804,0.532273270518954,-0.054945770136549776,0.582532528657448,0.4876722314833282,0.1642772683648566,0.019503517929329906,-0.061509387674633396,0.6328902162688257,0.4343353176627405,0.4946852950809746,0.39474919285434096,0.33216413904015507,-0.08393973246381937
