,Cerebellum_7b_L,Insula_L,ACC_sup_R,Insula_R,Temporal_Mid_L,Postcentral_L,Frontal_Inf_Oper_L,Heschl_R,Cerebellum_10_R,OFCmed_R,Cuneus_R,Thal_IL_R,Frontal_Med_Orb_R,Cerebellum_4_5_R,OFCpost_L,Thal_PuM_L,Parietal_Sup_L,Frontal_Sup_2_R,Thal_PuI_L,Frontal_Sup_Medial_R,Cerebellum_10_L,Cerebellum_Crus2_L,Thal_MDm_L,Thal_PuA_R,Cerebellum_8_L,Lingual_R,Thal_AV_R,OFClat_L,Thal_PuL_L,Hippocampus_L,ParaHippocampal_L,Occipital_Mid_R,LC_L,Supp_Motor_Area_L,Fusiform_R,Parietal_Inf_L,SN_pc_R,Temporal_Sup_R,OFClat_R,Cuneus_L,SN_pr_L,Vermis_4_5,N_Acc_L,Angular_L,Temporal_Pole_Mid_L,Red_N_L,Thal_LGN_L,Temporal_Inf_R,Cingulate_Post_R,Occipital_Sup_L,Fusiform_L,Occipital_Mid_L,Temporal_Pole_Mid_R,Rolandic_Oper_L,Thal_AV_L,SupraMarginal_R,OFCant_R,LC_R,Cerebellum_3_L,Thal_PuM_R,Cerebellum_9_L,Calcarine_L,Rolandic_Oper_R,Cerebellum_3_R,Olfactory_L,Thal_MGN_R,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_R,Cerebellum_6_R,Thal_LP_L,OFCpost_R,Frontal_Inf_Tri_R,VTA_L,Paracentral_Lobule_L,Caudate_L,Vermis_1_2,Frontal_Sup_Medial_L,Thal_VPL_R,Thal_PuL_R,Precuneus_L,Parietal_Sup_R,Vermis_8,Thal_VL_R,Thal_PuI_R,OFCmed_L,Parietal_Inf_R,Putamen_R,Cerebellum_9_R,OFCant_L,Amygdala_L,Cingulate_Post_L,Thal_MGN_L,Frontal_Mid_2_L,Thal_VA_L,Thal_MDm_R,ParaHippocampal_R,Cerebellum_Crus2_R,SN_pc_L,Temporal_Inf_L,ACC_pre_R,Cerebellum_6_L,Thal_MDl_R,Amygdala_R,Occipital_Inf_L,Thal_VA_R,Cingulate_Mid_L,Thal_VPL_L,Thal_MDl_L,Precentral_R,Temporal_Mid_R,SN_pr_R,Raphe_D,Temporal_Sup_L,Temporal_Pole_Sup_L,N_Acc_R,Supp_Motor_Area_R,Frontal_Inf_Orb_2_L,Red_N_R,Precuneus_R,ACC_sup_L,Putamen_L,Rectus_L,Vermis_7,ACC_pre_L,Angular_R,Heschl_L,Occipital_Inf_R,Pallidum_L,Frontal_Mid_2_R
Cerebellum_7b_L,1.0,0.23853425720283633,0.10252139638557889,0.3504385344034976,0.3706555789047062,-0.3632433559573934,0.35212582186836866,0.17972643900157412,0.11893701644611855,0.10496257433837757,-0.13387756231117137,0.10704978997398774,-0.1403467968447713,0.2895690039851013,0.16161843862160297,0.17892966831505572,0.20720451531831657,0.058980208613297794,0.19532706226142518,0.21398630403849783,0.07120423567401324,0.32156289031826024,0.08065625883366483,0.10373183028009916,0.3972627688353083,0.3029945088779999,0.2199376552139458,0.07744818893159937,0.2957329623761727,0.19041597088462253,0.4521855953359544,0.3973712203962005,0.04124432517847674,0.09608314622555746,0.43726177749753753,-0.5127191685810256,0.3208504030587882,0.2132838348336001,0.17097259744159202,-0.1949768097728856,0.26820085577916714,0.21107902705981843,0.26604825982260516,-0.19981322536119686,0.22171123885913172,0.30991991134768915,-0.025152233524145567,0.3607496844672885,0.29632991330074165,-0.23774531177213035,0.5284974518653609,-0.2230403204665535,0.1528700184725876,0.4078278817673867,0.032238569681437866,-0.019188336303947263,0.11055955398673206,0.004959140951499852,0.3459368315901858,0.26497017674557627,0.3858392490850764,0.3665326954208143,0.2799256287710064,0.136087828765856,0.1470414473054644,0.013839216171562148,0.34013001400205667,0.3841643365715918,0.1765377063649664,0.5796388906511639,0.1276602819328449,0.29672419572051806,0.30907027331890213,-0.06091570593626888,-0.20974367929487583,0.23150501667750245,0.06091463243629811,0.24287262800257012,0.20795447826868066,0.43759835618120585,-0.21123083202806817,-0.4439452903508476,0.1778166297035943,0.13429849209877587,-0.07349687261165665,-0.08487518467781797,-0.24113222290939465,0.23073168604163394,0.4370921914058728,0.04580685968472754,0.10494304620732807,0.4367312227742971,0.3371483298802745,0.1695095077684432,0.15325187009799202,0.2567498141882579,0.4160767695755864,0.5878269672021567,0.13584616254474685,0.6053453944835684,0.2291903566233166,0.5416576513119773,0.09668397441144834,0.21773565333400524,0.47483006118890575,0.026810420197328846,0.16528666914099757,-0.027275814446287128,-0.021691261890011502,0.14630872672708486,0.24227680367189208,0.337622387134913,-0.10523622217297723,0.16914728323965192,0.4237014619304893,0.20243757333676876,0.19869237660420103,0.19419678959903586,0.31446438349164146,0.08587403706037904,0.2341615421791792,0.2017222387681087,0.01965328945327536,0.47026331023847145,0.1785389297124093,0.018800191858583,-0.00858613168597881,0.3560493940141379,0.25209111552584273,0.21988296429113943
Insula_L,0.23853425720283633,1.0,0.5760102908045621,0.8571068828163753,0.5311666960993152,0.34611721721296945,0.6847643510081485,0.5741863498504253,0.5569526401353682,0.5395888045396724,0.19466977619025774,0.38104400479733946,0.20548117139999986,0.5042697857275419,0.6977196491985165,0.49261405686383264,0.06872341466507834,0.4934450317978705,0.2875124881722491,0.6665125589637417,0.5410274094350427,0.06144687048187624,0.5371571828481098,0.4163851775554929,0.20452209928210752,0.4532760008632125,0.6753414251660688,0.14550716119741366,0.4840746519990406,0.699846154520365,0.5526011416952903,0.048566812895130054,0.2630673764016561,0.41237747601366515,0.5941437887136934,0.1021420196468431,0.31223568105946664,0.8417731448428877,0.3832188195327921,0.25251874535447566,0.3543177447855198,0.5722854059186708,0.49388144866518513,0.11146881730804571,0.0475275084571285,0.4314504845111783,0.6566313588008664,0.4493465885730541,0.5009688281608323,0.04450336268372218,0.5020569706292033,0.153989843997472,0.12871542812590217,0.733538502833916,0.5526485763755195,0.3161270894556091,0.12784368319409894,0.39606374016845775,0.4584577754856846,0.6669200938970941,0.2635446744824396,0.3618853893215409,0.7109641993100543,0.36051386038415717,0.5015032296838029,0.35373548076866107,0.669694320491736,0.6325187416323244,0.26848810324792677,0.3900483224007574,0.38120340756323945,0.5771118328734737,0.6095236399428478,0.2106167867809412,0.2241735089505306,0.5985758369006368,0.22644072608996768,0.6820013525292973,0.4858156855854776,0.5029474140142203,0.23737884463089426,-0.007700856683410517,0.10490681891076169,0.5720426414636556,0.3570187183833421,0.2020149921685682,0.09867205504562045,0.6599040907153533,0.30756206574956113,-0.0033040289041935057,0.5112307260338861,0.5881206602713218,0.49272042856363835,0.5193921224307082,0.4767952161237234,0.6205345147375826,0.6528026596888216,0.18272961678317584,0.42825862963646577,0.31058880098957514,0.7242333095378878,0.27890053281133464,0.3424296485697682,0.5525646800417474,0.08607105875776148,0.6286647563456857,0.5587496879350504,0.6365363317240625,0.4439994007147505,0.45718709214689557,0.6475264775939599,0.2946815553980957,0.1972637868754693,0.8225814485312137,0.6677401507778583,0.6092878696307729,0.3705054684383701,0.5685491539563464,0.14586876235041726,0.29558419381010115,0.6388855557352568,0.8521382522749485,0.2979577407287571,0.25845864154916165,0.6623740961323383,0.18702306130735571,0.517860287436965,0.129017096367003,0.6573854548278428,0.558766649668458
ACC_sup_R,0.10252139638557889,0.5760102908045621,1.0,0.5031044270207901,0.4889433612418991,0.26346574475570733,0.5796262587835153,0.5644854640436798,0.40379108136402075,0.18345666687651285,0.11608762954309115,0.0671304357705145,0.15710743581663383,0.546356647095524,0.3731738104824538,0.43928805289698203,0.12459060907385311,0.6622081808001258,0.0272776791622337,0.6881360777099685,0.46869374877414893,3.568083459273319e-05,0.23373274350296416,0.22570602169430212,0.37402748572669026,0.43553919247822837,0.4519409450699445,0.1474408474378113,0.34696179810439387,0.3948422332521637,0.4402501758655606,0.13030798103551247,0.08928575748934799,0.39931150394837156,0.3921355558944861,-0.010524936777145267,0.44420427964502374,0.5900764164550752,0.25235945762867895,0.19913024115987624,0.08027480312761467,0.6083627167165321,0.40914650282077486,0.24766534212559432,0.17656498422469433,0.34121371155415064,0.403050649682263,0.36204712438259956,0.6869461122046926,0.3103681772230259,0.5169649299159272,0.06567088315985173,0.13067090654302413,0.5078670175476162,0.3798801389504761,0.381603365572349,0.07906364403923012,0.2846967916821462,0.36909468005985957,0.3526994662877947,0.32650181128593747,0.5102665829425456,0.5042664541126106,0.5117038987183551,0.4454421807266517,0.26305346815789926,0.5215391952050467,0.6072003233775037,0.36726146866903847,0.3535979852862744,0.09947386966853107,0.3564042909102694,0.612627328164145,0.009147144104629563,0.129894827686826,0.6672708910882678,0.3073059506354551,0.7290958835165117,0.1917524945089658,0.4791379473734732,0.21099782654647883,0.13521760275919215,0.249552293741291,0.25435585477104217,0.257580439513388,0.3139917021728397,-0.012809469976928443,0.49673151644900165,0.3384385582676581,0.10254299792222886,0.37256001232344743,0.6717330413015239,0.22394086328656318,0.5124502115880384,0.323779041447203,0.3889937659937269,0.38814033745583065,0.20887406309509612,0.18457604218212614,0.3834433692682043,0.6482437248993815,0.33096013997210205,0.38288376597638246,0.37445186201306674,0.1315682966618654,0.43082992245680707,0.6940843396978018,0.40191354652791705,0.4321299194179371,0.3776092656524647,0.4425886476367939,0.04846594289126776,0.3639494062507726,0.5959674058410928,0.4740945805159165,0.4043021057646266,0.4396820923298076,0.6361265792721047,0.2484479050924543,0.42884879979265095,0.6515746458429004,0.5502804400143066,0.08706857618344496,0.3272090519201054,0.39740845185422635,0.38243257483145787,0.5874624683240606,0.1701131587628291,0.48013030427490677,0.5261415154032614
Insula_R,0.3504385344034976,0.8571068828163753,0.5031044270207901,1.0,0.5050736975211992,0.21233202431698414,0.6704164410395254,0.6117032021824714,0.5113496157295061,0.5934915569616811,0.2206183521800668,0.5429918064961338,0.08858330275744203,0.40247041608000517,0.6283621692888339,0.6271929833384696,0.20435797028951663,0.36518436979631375,0.46184829460186033,0.6237063629469983,0.5108783163696522,0.18388090280911465,0.7150817006875843,0.4709816318937729,0.22210920267933698,0.49799607222745346,0.79570583703252,0.09658681626266855,0.5136717789214916,0.7610614782665708,0.5620817796275108,0.10892427882604533,0.2029595833946036,0.2871650406397319,0.719942294457046,0.015290790906369879,0.24434589528806394,0.8916520508204951,0.3925460572865185,0.2867597459449786,0.4737207102286342,0.5259556983865906,0.5463826692288297,0.0550089313885105,0.04694164171827552,0.5534307969337874,0.6789773209163015,0.48496435973450686,0.42494793076384424,0.029846516919119458,0.5940625673314782,0.1861418326898188,0.06880285168735958,0.6908508819407887,0.6466816993613045,0.30572669576746353,0.1587758171798402,0.3516142713419197,0.43980219440618545,0.7163723994045149,0.3060262434624675,0.4198797171423125,0.800716823977101,0.23160833049513754,0.4871147553423292,0.3765475355230807,0.7890377209934487,0.6303703394158572,0.3223424600199298,0.4627498404806625,0.539962953580721,0.6680656976067729,0.725858381888816,0.20608697807539297,0.15139006797017865,0.6396719075703869,0.2772734180714488,0.625639848959334,0.6599195401577079,0.5407453516581863,0.21201501201441192,-0.14141763589924694,0.18784043573045084,0.728193962585173,0.3164523821436384,0.09522434097355872,0.10786286553325615,0.7536857872326457,0.34758983746688105,-0.05253364376770571,0.49917622343621754,0.5859746692001702,0.656037910782392,0.43024289508552677,0.45887480073605974,0.7405694574589662,0.6960102612785598,0.2280259052098744,0.4885651360721811,0.35388468122097805,0.8087904746786297,0.40150348250625767,0.4233974849560242,0.5882114534234533,0.20231791422689338,0.7284577237370359,0.43022821655610066,0.7131068833681101,0.5229269434843918,0.44319288411788066,0.6675148457963266,0.34562761807985065,0.08001777524450407,0.7043742363552588,0.5936823221119022,0.68141244798515,0.265028141255589,0.4438424067601547,0.23157523477317205,0.2290513791155842,0.6743063174184798,0.8740710294524772,0.3453554552617535,0.25986349668453124,0.7688417205698581,0.19537155671033576,0.35921922448252264,0.24855505160290342,0.7365367216739717,0.5400038460320807
Temporal_Mid_L,0.3706555789047062,0.5311666960993152,0.4889433612418991,0.5050736975211992,1.0,0.010998688694014477,0.5909872236590048,0.2879927856558989,0.2954948015172722,0.1470483413649132,0.2250975983289941,0.20821461496586516,0.032406022265458925,0.26520664520867676,0.3437702501063509,0.49999153113531014,0.24713191003060286,0.5137322825249819,0.3845801052344342,0.6455340493568501,0.30175775262262367,0.3164650139350722,0.34504664605977686,0.20703102913133276,0.5901110207444542,0.7397368499505244,0.4307048111655593,0.01582922561306851,0.20527058414426685,0.2805531524109676,0.45694582276620666,0.4791596317906028,-0.0412968940588852,0.25208711064491257,0.5096450091143663,-0.23244956395268238,0.2299833412048144,0.5078502657564482,0.10435727139289769,0.1558072848380078,0.12611395897491973,0.5356398039911439,0.2777599187769453,0.2671503332600264,0.48980518407473,0.4115675751800091,0.1582940403702623,0.49362293591923073,0.5441720510989404,0.14409601565150668,0.6964600709859733,0.2152586760834837,0.3080968015090152,0.5555704757687555,0.24402944020987719,0.34515739103996806,-0.03373951938250011,-0.16936958868783467,0.5118441159549395,0.29328870637302334,0.5882937441825621,0.6231222307516753,0.43068430695700527,0.3482562562582857,0.23616831827280318,-0.05812231776020095,0.4502950392262966,0.5818376666810018,0.32366067060203324,0.5960936347453841,0.23039397459125396,0.39869635173399537,0.4720877744766962,0.1424822985886024,0.06628110109490981,0.4176503252387561,0.45857855262555375,0.623557896395134,0.5204649467724316,0.33627741058232213,0.13563469279085158,-0.16543941941129234,0.4395685200928887,0.44955255830643215,-0.18033860739116628,0.046852470478247144,0.10866654364453798,0.18768874317611178,0.5082690068046556,-0.004120883247061154,0.11135718607921828,0.5479847764471975,0.46756133570608704,0.4410492181640447,0.059999701251623974,0.5797112528890294,0.382713922754101,0.34651205026918314,0.0785757366077983,0.7435580089135779,0.48102864510306964,0.6434228225008122,0.4577758518758973,0.217555336711098,0.5716398229332276,0.30001080155304033,0.5152015263565792,0.27398974941658993,0.2745697532888142,0.4409459107900879,0.7702022495419046,0.319209514003695,0.2944295304928378,0.7727359525308879,0.7264898571173872,0.34388351800296146,0.3189309102636797,0.5017856157362579,0.30699661404448203,0.3331446605055857,0.4949267821935542,0.44826498974819656,-0.000576354823306105,0.5228897721166319,0.40540746357382346,0.314516658479875,0.2386851808722671,0.5373378670327691,0.41637770288842696,0.5067886309246595
Postcentral_L,-0.3632433559573934,0.34611721721296945,0.26346574475570733,0.21233202431698414,0.010998688694014477,1.0,0.18050194847478382,0.32487131836701383,0.06266481251126986,0.25775808979372705,0.5050221869246349,-0.06439806608031584,0.0343883479961512,0.06612196037263338,0.15854229343226986,0.14695491460823892,-0.07950032837574206,0.4148448850757764,-0.1608000427647299,0.25562169985529426,0.13420668358108653,-0.23928439095812162,0.16803409704728653,0.026570095957766382,-0.29131032399505047,0.025341843187750807,0.25821717605210553,0.1415951377277922,0.1620472997588489,0.13159342675045527,-0.2505223911561312,-0.3427029954312448,0.04926894031082496,0.5798258933876145,-0.10110749850212888,0.8299277964371305,0.11836022804851584,0.25944819690500004,0.07859153959371493,0.5964536124781095,-0.2260079146307048,0.26208498580197676,-0.03705066504766086,0.5799506318305804,-0.27242556585619765,-0.07685273498774249,0.41728029182011406,-0.18652827483387266,0.2660581642744568,0.4575981186560891,-0.21736337578578213,0.5191652554967736,-0.23659614426556708,0.08074777341396902,0.3289600933031948,0.5136695100808459,-0.057616361442062496,0.2828224924342377,-0.08093479447311591,0.09449891816896934,-0.25975488399225677,0.10962623911757634,0.10796397721510591,0.1652335668713519,0.01220171611142219,0.24231160873792343,0.22594438261099753,0.08097593379041741,-0.1948088180276814,-0.28376748497644066,0.23601857475900126,-0.009740996627422841,-0.005679529953417961,0.3627994461499662,0.7209566747881828,0.04473422835342222,0.15095998550272594,0.2874039008523548,0.09070161280299537,-0.17977147024229054,0.6753115961976934,0.5456048854135832,-0.3030019477483398,0.29909716970646066,0.20716049065160372,0.08148988431140514,0.5436708298941568,0.0009889894823101471,-0.2935726086889613,-0.0841438586186063,0.11895811683843052,0.08226754294205989,-0.12674931819641766,0.29071448550089096,-0.10504324000882645,0.20764930649000998,-0.11494055030826404,-0.28987312020284284,-0.055339167932644685,-0.40887084941027557,0.1578217512086082,-0.30527428026711,0.270367370497276,0.11390169494778982,-0.4016362320024322,0.3822976103896292,0.37685851791839287,0.44595937399854324,0.38659783710609097,0.4425861511927957,0.10939128346827381,-0.18013365928903688,0.18801103707166444,0.46679490663091416,-0.03366221124691732,0.22814519827839086,0.4368185901534371,0.13158736141077473,-0.20675388089998326,0.5045187479119052,0.3228962450481518,0.22197783309795965,0.13526635834811093,-0.22203923572475437,0.05722231990554439,0.44296412530904977,0.4933464461840123,-0.3032158520716545,0.04212891430387185,0.3222764047376712
Frontal_Inf_Oper_L,0.35212582186836866,0.6847643510081485,0.5796262587835153,0.6704164410395254,0.5909872236590048,0.18050194847478382,1.0,0.4980535730156651,0.5187031458794105,0.4022696911283983,-0.00712815785289669,0.3142970748723943,-0.06636554030227271,0.5027195141838844,0.40421928675031,0.28385033247877717,0.11904729272945581,0.5128424199493566,0.17243827088510094,0.6809134238293747,0.5161253056161247,0.27161118793382893,0.2605179176882908,0.4251703681032923,0.4851400881820274,0.4604220633297609,0.5480953881032472,0.10685594597419297,0.38672945117391644,0.39028924457735,0.5183891620075969,0.2329676068371633,0.18587231449005645,0.39009245247791774,0.43682957992346916,-0.19991377039114025,0.4514805995145535,0.5608538926507526,0.45538455628227265,-0.056968844498210235,0.30227499428943033,0.6449044500942389,0.5911329324873575,-0.006116915630941431,0.18156916079528906,0.2892460283445043,0.33216413904015507,0.4334238010745364,0.5447407866410336,-0.12905696870052555,0.561818115552159,-0.10580898346822011,0.13080187782599603,0.7730042092582731,0.2372118981539085,0.1570793578291774,0.3268332489322567,0.2734137764879932,0.5224378076874999,0.5955733416870516,0.5035021228427462,0.40286577581633026,0.6301932136870172,0.3575857185008922,0.5774755040729617,0.4360390448348053,0.6521422827449441,0.8511253402208365,0.44432215280206266,0.4831535018384649,0.26652344913983966,0.44689581109241566,0.6360805657940262,0.08033016533055523,-0.004829312594451731,0.5289519211247133,0.1558083635862919,0.7273108743821595,0.32983932384453585,0.5005221337202024,-0.040876633089928185,-0.18952610882507073,0.2879728068861775,0.32606109379283,0.33530827522292234,0.15284052653664873,-0.16183312428103977,0.5711262186300512,0.48917872338744783,-0.08449679674679898,0.5034202988901709,0.6725520972945619,0.2315647877232269,0.7569787617473132,0.3894141492076256,0.4656733205317764,0.49912806933017423,0.29641080763567396,0.3355666223750954,0.5100770095720186,0.604684389700514,0.4727256515795048,0.21424479840849667,0.5019056288923734,0.2989978668853571,0.387795012967656,0.5663530626164462,0.3464333454227473,0.14899878589301335,0.5221018209601483,0.49998015607292023,0.32783356311852957,0.08148225744917488,0.6921981287618321,0.5937669126843793,0.6273637376590517,0.44800586411497484,0.5670866579146193,0.30590272977433963,0.25554482718873084,0.6842355911773854,0.6714351245528435,0.18331150658183243,0.3862745104280597,0.4045559896214136,0.0629478419582096,0.3096854526605057,0.24638932999998334,0.6214461609486831,0.540936750869917
Heschl_R,0.17972643900157412,0.5741863498504253,0.5644854640436798,0.6117032021824714,0.2879927856558989,0.32487131836701383,0.4980535730156651,1.0,0.05735053091945823,0.36559797932248495,0.2710449581272011,-0.005065033912596657,0.07897467286276694,0.5229638775693876,0.2899886707135631,0.2866060628817601,-0.2241245604250252,0.44463031808195763,-0.232751372216989,0.42887351353039205,0.08635804431535046,0.060537153000611466,0.18123131898843234,0.12264610209791457,-0.05607678752885982,0.20994745227986267,0.375115413274919,0.3615256368058389,0.3587436679992028,0.49551134779329364,0.4649210163294838,-0.12896695010477113,0.016348430599696113,0.5184712052964576,0.3316976383827524,0.06092668588932039,0.5703677324796422,0.6408962238500457,0.3457103745365265,0.3582394779098401,0.03867767685978561,0.5125624524829968,0.1593336921741726,0.170820588662267,-0.17500061822805243,0.40033916041730844,0.532273270518954,0.07815011820298463,0.5629770576198175,0.1713993922223547,0.41271029680655924,0.050271506519652974,-0.283205518521574,0.5297965000045267,0.4548531155091052,0.6076152044943361,0.3515961286329485,0.47957769432352737,0.2275448332559541,0.41843910828521674,-0.05878316514627682,0.49794363890694626,0.6181648981729351,0.387065533773857,0.27557694527760485,0.4190879476957425,0.6392695550274469,0.4406527540444706,0.012375643067194146,0.16108289808226886,0.2164628534728559,0.5305893094019556,0.45988883200444924,0.23678327085976295,0.33523585862463273,0.4588027937818525,0.08233077878135896,0.5214032915068607,0.11131465134737874,0.5108889478017258,0.35678748431413826,0.04444919852347552,-0.08014225395642409,0.30212956215820014,0.5169390390822226,0.4541515956473483,0.1692159298646077,0.4532337306128204,-0.07481353707894133,0.18184219623861947,0.2815691012190635,0.4843500455553136,0.18078120586390606,0.34481922375543916,0.38944973810466343,0.3409651957419457,0.28323019277225214,0.10409152398836266,0.0938990112451678,0.29984712391705953,0.4700023467921962,0.16435423412064656,0.3372065469372505,0.6495805053221458,0.019358979849033633,0.5504022947152358,0.5529346725681226,0.4376667464206484,0.5084746048181904,0.6118856760412396,0.2303078222538308,-0.034670349485190405,0.38527314744305247,0.5293453308063035,0.4221359042605265,0.22682269829172022,0.49840997073103027,0.3681593347960565,0.1317412600018116,0.5420550041693732,0.523796662778511,0.4773668880154444,0.24784589102245141,0.1498508460664657,0.27663207626169795,0.555200926746423,0.7448313956087224,-0.08410935941032761,0.26747069411177893,0.5541988650291094
Cerebellum_10_R,0.11893701644611855,0.5569526401353682,0.40379108136402075,0.5113496157295061,0.2954948015172722,0.06266481251126986,0.5187031458794105,0.05735053091945823,1.0,0.3315101627521777,-0.14579436275951807,0.5041729819763762,0.14860673934086416,0.3773719291328147,0.4932778873690895,0.3814703991410769,0.3613078064521955,0.32243278546918125,0.500673596797158,0.5003295914333495,0.951335673187802,0.012504763299110783,0.4073845922957642,0.4687511627348556,0.4827787143250719,0.3468844322451555,0.5266027983960935,-0.13908918780046947,0.2954532814186922,0.4768374170207216,0.40443736067750313,0.12946392150164193,0.5073544172588047,0.05672783847757942,0.5584268167298346,-0.07013848063586174,0.02879081498603819,0.42938657698231797,0.2724013337754147,-0.10089544865021197,0.5374611469066911,0.4293609304757075,0.7163166854139201,-0.0826583851726325,0.2615613896785125,0.2865890265575901,0.2806326632088371,0.5705923047082736,0.1655915410493502,-0.07248036472491563,0.45237092018265207,-0.002309015216567743,0.4651760883327458,0.4621748983954227,0.1949036195885694,-0.1423538845885268,-0.08653267012363346,0.34307059971017995,0.4512469311169406,0.5356533492457642,0.5474351741411924,0.07180507806583936,0.42620169118171963,0.17408251939582883,0.6575339612034302,0.15844432415327678,0.31663433599456764,0.4910015981486131,0.5113990093058074,0.4615345581285452,0.27290809264671667,0.23810456896795842,0.44636502266273137,-0.09421688708958735,-0.13712670568038482,0.5374228120647127,0.23999520343619427,0.4727700791894846,0.4018728059695431,0.3463878399482264,-0.10431115090167302,-0.08039026685982076,0.35651551239448226,0.2947218555928533,0.1636115110831835,-0.07718771403238504,-0.18551817924555986,0.6142727089490604,0.6652871260260884,-0.1199436731788537,0.5863941566152344,0.416055854567201,0.36085079393385516,0.45169672569636865,0.36637146241199353,0.3903846138974203,0.6243928179475209,0.203771012163813,0.5893666843507747,0.20095865030753174,0.5607583605847746,0.36409736371802903,0.09376072528722494,0.2382434361235467,0.11649999186554244,0.2303094953967525,0.26119901892048214,0.32252131872096124,0.02731558034397698,0.05611332471229565,0.42545620294311726,0.44461517691325714,-0.17462282067283694,0.3999792915085784,0.4302458352978307,0.6477412264716915,0.11428443523336429,0.4177412561827727,0.274643619213841,-0.10405117024637178,0.3661594556299087,0.6082595893417475,0.14030867271121686,0.255105134077196,0.5868846711350172,-0.20905817628796344,0.027713326237374443,0.2339357622119505,0.733605983017663,0.22146522580673902
OFCmed_R,0.10496257433837757,0.5395888045396724,0.18345666687651285,0.5934915569616811,0.1470483413649132,0.25775808979372705,0.4022696911283983,0.36559797932248495,0.3315101627521777,1.0,0.14439897636168272,0.22838026152929575,0.22890400786668594,0.21375651733824558,0.5342826221924762,0.17060075921974602,0.0026279928495745878,0.2588806220611404,0.10936671775920243,0.33342309100718354,0.287812358513252,-0.03743600571663899,0.24672093190718677,0.37034790030702536,-0.0856442001069411,0.05088365483730302,0.35791676551580753,0.304497211533948,0.30346243331070777,0.42394167592993603,0.36823850446009293,-0.2695515492651953,0.36394951961032856,0.21127079935092954,0.32870729249169656,0.14058990310421474,0.20498963550237476,0.49701420113550115,0.560073253738406,0.1632858021887428,0.36945528920345894,0.2688829944134053,0.3821662813555875,-0.021615110011714112,-0.2436668200546431,0.29543862628251305,0.3982759229426521,0.1315998308089885,0.16497581366296804,-0.0028914360942129545,0.17950810735752876,0.09200504813998868,-0.13227490067717018,0.38610090208915904,0.24849961505309562,0.16226307109185883,0.385866403403849,0.417024710899638,0.22166003552383148,0.5268806613878366,-0.06542255700659379,0.0014770660277670063,0.4507116369500139,0.039612516884774185,0.44586205328191264,0.39475918312839664,0.366478077857682,0.25012138206643003,0.22809417065451812,0.050626642555123995,0.3116971504101045,0.6471863764803969,0.3229779612355651,0.12556902952605598,0.15519483107065302,0.31673882107257045,-0.09132205670235392,0.36197697413740626,0.19111807412951548,0.1339543977537497,0.1678257098209406,0.027516649028447755,-0.020066084324388028,0.2312428261550346,0.39085256530172746,0.32737925197549367,0.1404755375528358,0.4567202639757483,-0.027365648178898208,0.15221632154777745,0.5080514199861134,0.1439884920653332,0.09564538269483562,0.2571500729128837,0.31558344475814776,0.24148370418407542,0.4523936701908503,-0.1752854570432566,0.46504430325820434,0.04884461940163759,0.42188303338832717,-0.003248517675279954,-0.022221670549786802,0.591990647145182,-0.14657618323686525,0.266756124393057,0.2385867910228787,0.3812073271413254,0.12608601408045392,0.3093268583221096,0.2642515874649367,0.33683161908709675,-0.10565239209042483,0.4097051290518832,0.4091337201340781,0.3452177609593788,0.21162600637296963,0.33918769652696695,0.23294987036634898,0.0843780976948931,0.3059444381337857,0.5109752730711321,0.6762865433719245,-0.15391803919837402,0.4247282240595916,0.07332558423437022,0.2616117019121811,-0.18086912051252546,0.30976340155410376,0.26635094000097853
